Phi[deg],Theta[deg],RealizedGainTotal
-180,0,1.4793
-178,0,1.4793
-176,0,1.4793
-174,0,1.4793
-172,0,1.4793
-170,0,1.4793
-168,0,1.4793
-166,0,1.4793
-164,0,1.4793
-162,0,1.4793
-160,0,1.4793
-158,0,1.4793
-156,0,1.4793
-154,0,1.4793
-152,0,1.4793
-150,0,1.4793
-148,0,1.4793
-146,0,1.4793
-144,0,1.4793
-142,0,1.4793
-140,0,1.4793
-138,0,1.4793
-136,0,1.4793
-134,0,1.4793
-132,0,1.4793
-130,0,1.4793
-128,0,1.4793
-126,0,1.4793
-124,0,1.4793
-122,0,1.4793
-120,0,1.4793
-118,0,1.4793
-116,0,1.4793
-114,0,1.4793
-112,0,1.4793
-110,0,1.4793
-108,0,1.4793
-106,0,1.4793
-104,0,1.4793
-102,0,1.4793
-100,0,1.4793
-98,0,1.4793
-96,0,1.4793
-94,0,1.4793
-92,0,1.4793
-90,0,1.4793
-88,0,1.4793
-86,0,1.4793
-84,0,1.4793
-82,0,1.4793
-80,0,1.4793
-78,0,1.4793
-76,0,1.4793
-74,0,1.4793
-72,0,1.4793
-70,0,1.4793
-68,0,1.4793
-66,0,1.4793
-64,0,1.4793
-62,0,1.4793
-60,0,1.4793
-58,0,1.4793
-56,0,1.4793
-54,0,1.4793
-52,0,1.4793
-50,0,1.4793
-48,0,1.4793
-46,0,1.4793
-44,0,1.4793
-42,0,1.4793
-40,0,1.4793
-38,0,1.4793
-36,0,1.4793
-34,0,1.4793
-32,0,1.4793
-30,0,1.4793
-28,0,1.4793
-26,0,1.4793
-24,0,1.4793
-22,0,1.4793
-20,0,1.4793
-18,0,1.4793
-16,0,1.4793
-14,0,1.4793
-12,0,1.4793
-10,0,1.4793
-8,0,1.4793
-6,0,1.4793
-4,0,1.4793
-2,0,1.4793
0,0,1.4793
2,0,1.4793
4,0,1.4793
6,0,1.4793
8,0,1.4793
10,0,1.4793
12,0,1.4793
14,0,1.4793
16,0,1.4793
18,0,1.4793
20,0,1.4793
22,0,1.4793
24,0,1.4793
26,0,1.4793
28,0,1.4793
30,0,1.4793
32,0,1.4793
34,0,1.4793
36,0,1.4793
38,0,1.4793
40,0,1.4793
42,0,1.4793
44,0,1.4793
46,0,1.4793
48,0,1.4793
50,0,1.4793
52,0,1.4793
54,0,1.4793
56,0,1.4793
58,0,1.4793
60,0,1.4793
62,0,1.4793
64,0,1.4793
66,0,1.4793
68,0,1.4793
70,0,1.4793
72,0,1.4793
74,0,1.4793
76,0,1.4793
78,0,1.4793
80,0,1.4793
82,0,1.4793
84,0,1.4793
86,0,1.4793
88,0,1.4793
90,0,1.4793
92,0,1.4793
94,0,1.4793
96,0,1.4793
98,0,1.4793
100,0,1.4793
102,0,1.4793
104,0,1.4793
106,0,1.4793
108,0,1.4793
110,0,1.4793
112,0,1.4793
114,0,1.4793
116,0,1.4793
118,0,1.4793
120,0,1.4793
122,0,1.4793
124,0,1.4793
126,0,1.4793
128,0,1.4793
130,0,1.4793
132,0,1.4793
134,0,1.4793
136,0,1.4793
138,0,1.4793
140,0,1.4793
142,0,1.4793
144,0,1.4793
146,0,1.4793
148,0,1.4793
150,0,1.4793
152,0,1.4793
154,0,1.4793
156,0,1.4793
158,0,1.4793
160,0,1.4793
162,0,1.4793
164,0,1.4793
166,0,1.4793
168,0,1.4793
170,0,1.4793
172,0,1.4793
174,0,1.4793
176,0,1.4793
178,0,1.4793
180,0,1.4793
-180,2,1.47822
-178,2,1.47822
-176,2,1.47821
-174,2,1.4782
-172,2,1.47818
-170,2,1.47815
-168,2,1.47811
-166,2,1.47808
-164,2,1.47803
-162,2,1.47798
-160,2,1.47792
-158,2,1.47786
-156,2,1.47779
-154,2,1.47772
-152,2,1.47765
-150,2,1.47757
-148,2,1.47748
-146,2,1.4774
-144,2,1.47731
-142,2,1.47722
-140,2,1.47713
-138,2,1.47704
-136,2,1.47694
-134,2,1.47685
-132,2,1.47675
-130,2,1.47666
-128,2,1.47657
-126,2,1.47648
-124,2,1.47639
-122,2,1.4763
-120,2,1.47622
-118,2,1.47614
-116,2,1.47606
-114,2,1.47599
-112,2,1.47592
-110,2,1.47586
-108,2,1.4758
-106,2,1.47575
-104,2,1.4757
-102,2,1.47566
-100,2,1.47562
-98,2,1.4756
-96,2,1.47557
-94,2,1.47556
-92,2,1.47555
-90,2,1.47554
-88,2,1.47555
-86,2,1.47556
-84,2,1.47557
-82,2,1.47559
-80,2,1.47562
-78,2,1.47566
-76,2,1.4757
-74,2,1.47575
-72,2,1.4758
-70,2,1.47586
-68,2,1.47592
-66,2,1.47599
-64,2,1.47606
-62,2,1.47614
-60,2,1.47622
-58,2,1.4763
-56,2,1.47639
-54,2,1.47647
-52,2,1.47657
-50,2,1.47666
-48,2,1.47675
-46,2,1.47684
-44,2,1.47694
-42,2,1.47703
-40,2,1.47712
-38,2,1.47722
-36,2,1.47731
-34,2,1.47739
-32,2,1.47748
-30,2,1.47756
-28,2,1.47764
-26,2,1.47772
-24,2,1.47779
-22,2,1.47785
-20,2,1.47792
-18,2,1.47797
-16,2,1.47802
-14,2,1.47807
-12,2,1.47811
-10,2,1.47814
-8,2,1.47817
-6,2,1.47819
-4,2,1.47821
-2,2,1.47821
0,2,1.47822
2,2,1.47821
4,2,1.4782
6,2,1.47818
8,2,1.47815
10,2,1.47812
12,2,1.47809
14,2,1.47804
16,2,1.47799
18,2,1.47794
20,2,1.47788
22,2,1.47781
24,2,1.47774
26,2,1.47766
28,2,1.47759
30,2,1.4775
32,2,1.47742
34,2,1.47733
36,2,1.47724
38,2,1.47714
40,2,1.47705
42,2,1.47695
44,2,1.47686
46,2,1.47676
48,2,1.47666
50,2,1.47657
52,2,1.47647
54,2,1.47638
56,2,1.47629
58,2,1.4762
60,2,1.47611
62,2,1.47603
64,2,1.47595
66,2,1.47588
68,2,1.47581
70,2,1.47575
72,2,1.47569
74,2,1.47563
76,2,1.47558
78,2,1.47554
80,2,1.47551
82,2,1.47548
84,2,1.47545
86,2,1.47544
88,2,1.47543
90,2,1.47542
92,2,1.47543
94,2,1.47544
96,2,1.47545
98,2,1.47548
100,2,1.47551
102,2,1.47554
104,2,1.47559
106,2,1.47563
108,2,1.47569
110,2,1.47575
112,2,1.47581
114,2,1.47588
116,2,1.47596
118,2,1.47603
120,2,1.47612
122,2,1.4762
124,2,1.47629
126,2,1.47638
128,2,1.47647
130,2,1.47657
132,2,1.47667
134,2,1.47676
136,2,1.47686
138,2,1.47696
140,2,1.47705
142,2,1.47715
144,2,1.47724
146,2,1.47733
148,2,1.47742
150,2,1.47751
152,2,1.47759
154,2,1.47767
156,2,1.47774
158,2,1.47781
160,2,1.47788
162,2,1.47794
164,2,1.478
166,2,1.47805
168,2,1.47809
170,2,1.47813
172,2,1.47816
174,2,1.47818
176,2,1.4782
178,2,1.47822
180,2,1.47822
-180,4,1.47498
-178,4,1.47497
-176,4,1.47493
-174,4,1.47487
-172,4,1.47478
-170,4,1.47467
-168,4,1.47453
-166,4,1.47437
-164,4,1.47418
-162,4,1.47398
-160,4,1.47375
-158,4,1.4735
-156,4,1.47323
-154,4,1.47294
-152,4,1.47263
-150,4,1.47232
-148,4,1.47198
-146,4,1.47164
-144,4,1.47129
-142,4,1.47093
-140,4,1.47056
-138,4,1.47018
-136,4,1.46981
-134,4,1.46943
-132,4,1.46905
-130,4,1.46868
-128,4,1.46831
-126,4,1.46795
-124,4,1.46759
-122,4,1.46725
-120,4,1.46692
-118,4,1.4666
-116,4,1.46629
-114,4,1.466
-112,4,1.46573
-110,4,1.46548
-108,4,1.46524
-106,4,1.46503
-104,4,1.46484
-102,4,1.46468
-100,4,1.46453
-98,4,1.46442
-96,4,1.46433
-94,4,1.46426
-92,4,1.46422
-90,4,1.46421
-88,4,1.46422
-86,4,1.46426
-84,4,1.46433
-82,4,1.46442
-80,4,1.46453
-78,4,1.46467
-76,4,1.46484
-74,4,1.46503
-72,4,1.46524
-70,4,1.46547
-68,4,1.46572
-66,4,1.466
