Phi[deg],Theta[deg],RealizedGainTotal
-180,0,0.00751604
-178,0,0.00751604
-176,0,0.00751604
-174,0,0.00751604
-172,0,0.00751604
-170,0,0.00751604
-168,0,0.00751604
-166,0,0.00751604
-164,0,0.00751604
-162,0,0.00751604
-160,0,0.00751604
-158,0,0.00751604
-156,0,0.00751604
-154,0,0.00751604
-152,0,0.00751604
-150,0,0.00751604
-148,0,0.00751604
-146,0,0.00751604
-144,0,0.00751604
-142,0,0.00751604
-140,0,0.00751604
-138,0,0.00751604
-136,0,0.00751604
-134,0,0.00751604
-132,0,0.00751604
-130,0,0.00751604
-128,0,0.00751604
-126,0,0.00751604
-124,0,0.00751604
-122,0,0.00751604
-120,0,0.00751604
-118,0,0.00751604
-116,0,0.00751604
-114,0,0.00751604
-112,0,0.00751604
-110,0,0.00751604
-108,0,0.00751604
-106,0,0.00751604
-104,0,0.00751604
-102,0,0.00751604
-100,0,0.00751604
-98,0,0.00751604
-96,0,0.00751604
-94,0,0.00751604
-92,0,0.00751604
-90,0,0.00751604
-88,0,0.00751604
-86,0,0.00751604
-84,0,0.00751604
-82,0,0.00751604
-80,0,0.00751604
-78,0,0.00751604
-76,0,0.00751604
-74,0,0.00751604
-72,0,0.00751604
-70,0,0.00751604
-68,0,0.00751604
-66,0,0.00751604
-64,0,0.00751604
-62,0,0.00751604
-60,0,0.00751604
-58,0,0.00751604
-56,0,0.00751604
-54,0,0.00751604
-52,0,0.00751604
-50,0,0.00751604
-48,0,0.00751604
-46,0,0.00751604
-44,0,0.00751604
-42,0,0.00751604
-40,0,0.00751604
-38,0,0.00751604
-36,0,0.00751604
-34,0,0.00751604
-32,0,0.00751604
-30,0,0.00751604
-28,0,0.00751604
-26,0,0.00751604
-24,0,0.00751604
-22,0,0.00751604
-20,0,0.00751604
-18,0,0.00751604
-16,0,0.00751604
-14,0,0.00751604
-12,0,0.00751604
-10,0,0.00751604
-8,0,0.00751604
-6,0,0.00751604
-4,0,0.00751604
-2,0,0.00751604
0,0,0.00751604
2,0,0.00751604
4,0,0.00751604
6,0,0.00751604
8,0,0.00751604
10,0,0.00751604
12,0,0.00751604
14,0,0.00751604
16,0,0.00751604
18,0,0.00751604
20,0,0.00751604
22,0,0.00751604
24,0,0.00751604
26,0,0.00751604
28,0,0.00751604
30,0,0.00751604
32,0,0.00751604
34,0,0.00751604
36,0,0.00751604
38,0,0.00751604
40,0,0.00751604
42,0,0.00751604
44,0,0.00751604
46,0,0.00751604
48,0,0.00751604
50,0,0.00751604
52,0,0.00751604
54,0,0.00751604
56,0,0.00751604
58,0,0.00751604
60,0,0.00751604
62,0,0.00751604
64,0,0.00751604
66,0,0.00751604
68,0,0.00751604
70,0,0.00751604
72,0,0.00751604
74,0,0.00751604
76,0,0.00751604
78,0,0.00751604
80,0,0.00751604
82,0,0.00751604
84,0,0.00751604
86,0,0.00751604
88,0,0.00751604
90,0,0.00751604
92,0,0.00751604
94,0,0.00751604
96,0,0.00751604
98,0,0.00751604
100,0,0.00751604
102,0,0.00751604
104,0,0.00751604
106,0,0.00751604
108,0,0.00751604
110,0,0.00751604
112,0,0.00751604
114,0,0.00751604
116,0,0.00751604
118,0,0.00751604
120,0,0.00751604
122,0,0.00751604
124,0,0.00751604
126,0,0.00751604
128,0,0.00751604
130,0,0.00751604
132,0,0.00751604
134,0,0.00751604
136,0,0.00751604
138,0,0.00751604
140,0,0.00751604
142,0,0.00751604
144,0,0.00751604
146,0,0.00751604
148,0,0.00751604
150,0,0.00751604
152,0,0.00751604
154,0,0.00751604
156,0,0.00751604
158,0,0.00751604
160,0,0.00751604
162,0,0.00751604
164,0,0.00751604
166,0,0.00751604
168,0,0.00751604
170,0,0.00751604
172,0,0.00751604
174,0,0.00751604
176,0,0.00751604
178,0,0.00751604
180,0,0.00751604
-180,2,0.00751162
-178,2,0.00751173
-176,2,0.00751183
-174,2,0.0075119
-172,2,0.00751194
-170,2,0.00751196
-168,2,0.00751195
-166,2,0.00751191
-164,2,0.00751186
-162,2,0.00751178
-160,2,0.00751167
-158,2,0.00751155
-156,2,0.00751141
-154,2,0.00751124
-152,2,0.00751106
-150,2,0.00751086
-148,2,0.00751065
-146,2,0.00751042
-144,2,0.00751019
-142,2,0.00750994
-140,2,0.00750968
-138,2,0.00750941
-136,2,0.00750914
-134,2,0.00750886
-132,2,0.00750858
-130,2,0.0075083
-128,2,0.00750803
-126,2,0.00750775
-124,2,0.00750748
-122,2,0.00750721
-120,2,0.00750696
-118,2,0.00750671
-116,2,0.00750647
-114,2,0.00750624
-112,2,0.00750603
-110,2,0.00750583
-108,2,0.00750564
-106,2,0.00750547
-104,2,0.00750532
-102,2,0.00750519
-100,2,0.00750508
-98,2,0.00750499
-96,2,0.00750491
-94,2,0.00750486
-92,2,0.00750483
-90,2,0.00750482
-88,2,0.00750483
-86,2,0.00750486
-84,2,0.00750492
-82,2,0.00750499
-80,2,0.00750509
-78,2,0.0075052
-76,2,0.00750533
-74,2,0.00750549
-72,2,0.00750566
-70,2,0.00750584
-68,2,0.00750604
-66,2,0.00750626
-64,2,0.00750649
-62,2,0.00750673
-60,2,0.00750698
-58,2,0.00750724
-56,2,0.0075075
-54,2,0.00750778
-52,2,0.00750805
-50,2,0.00750833
-48,2,0.00750861
-46,2,0.00750889
-44,2,0.00750917
-42,2,0.00750944
-40,2,0.00750971
-38,2,0.00750997
-36,2,0.00751022
-34,2,0.00751046
-32,2,0.00751069
-30,2,0.0075109
-28,2,0.0075111
-26,2,0.00751128
-24,2,0.00751145
-22,2,0.00751159
-20,2,0.00751171
-18,2,0.00751182
-16,2,0.0075119
-14,2,0.00751196
-12,2,0.00751199
-10,2,0.007512
-8,2,0.00751198
-6,2,0.00751194
-4,2,0.00751187
-2,2,0.00751178
0,2,0.00751166
2,2,0.00751151
4,2,0.00751134
6,2,0.00751115
8,2,0.00751092
10,2,0.00751068
12,2,0.00751041
14,2,0.00751012
16,2,0.00750981
18,2,0.00750947
20,2,0.00750912
22,2,0.00750875
24,2,0.00750836
26,2,0.00750795
28,2,0.00750753
30,2,0.0075071
32,2,0.00750666
34,2,0.00750621
36,2,0.00750576
38,2,0.00750529
40,2,0.00750483
42,2,0.00750436
44,2,0.00750389
46,2,0.00750343
48,2,0.00750297
50,2,0.00750251
52,2,0.00750207
54,2,0.00750163
56,2,0.00750121
58,2,0.00750079
60,2,0.0075004
62,2,0.00750002
64,2,0.00749966
66,2,0.00749932
68,2,0.007499
70,2,0.0074987
72,2,0.00749843
74,2,0.00749818
76,2,0.00749796
78,2,0.00749777
80,2,0.00749761
82,2,0.00749747
84,2,0.00749736
86,2,0.00749729
88,2,0.00749724
90,2,0.00749722
92,2,0.00749724
94,2,0.00749728
96,2,0.00749736
98,2,0.00749746
100,2,0.0074976
102,2,0.00749776
104,2,0.00749795
106,2,0.00749817
108,2,0.00749842
110,2,0.00749869
112,2,0.00749898
114,2,0.0074993
116,2,0.00749964
118,2,0.0075
120,2,0.00750038
122,2,0.00750077
124,2,0.00750118
126,2,0.0075016
128,2,0.00750204
130,2,0.00750248
132,2,0.00750294
134,2,0.0075034
136,2,0.00750386
138,2,0.00750433
140,2,0.00750479
