Phi[deg],Theta[deg],RealizedGainTotal
-180,0,0.000199367
-178,0,0.000199367
-176,0,0.000199367
-174,0,0.000199367
-172,0,0.000199367
-170,0,0.000199367
-168,0,0.000199367
-166,0,0.000199367
-164,0,0.000199367
-162,0,0.000199367
-160,0,0.000199367
-158,0,0.000199367
-156,0,0.000199367
-154,0,0.000199367
-152,0,0.000199367
-150,0,0.000199367
-148,0,0.000199367
-146,0,0.000199367
-144,0,0.000199367
-142,0,0.000199367
-140,0,0.000199367
-138,0,0.000199367
-136,0,0.000199367
-134,0,0.000199367
-132,0,0.000199367
-130,0,0.000199367
-128,0,0.000199367
-126,0,0.000199367
-124,0,0.000199367
-122,0,0.000199367
-120,0,0.000199367
-118,0,0.000199367
-116,0,0.000199367
-114,0,0.000199367
-112,0,0.000199367
-110,0,0.000199367
-108,0,0.000199367
-106,0,0.000199367
-104,0,0.000199367
-102,0,0.000199367
-100,0,0.000199367
-98,0,0.000199367
-96,0,0.000199367
-94,0,0.000199367
-92,0,0.000199367
-90,0,0.000199367
-88,0,0.000199367
-86,0,0.000199367
-84,0,0.000199367
-82,0,0.000199367
-80,0,0.000199367
-78,0,0.000199367
-76,0,0.000199367
-74,0,0.000199367
-72,0,0.000199367
-70,0,0.000199367
-68,0,0.000199367
-66,0,0.000199367
-64,0,0.000199367
-62,0,0.000199367
-60,0,0.000199367
-58,0,0.000199367
-56,0,0.000199367
-54,0,0.000199367
-52,0,0.000199367
-50,0,0.000199367
-48,0,0.000199367
-46,0,0.000199367
-44,0,0.000199367
-42,0,0.000199367
-40,0,0.000199367
-38,0,0.000199367
-36,0,0.000199367
-34,0,0.000199367
-32,0,0.000199367
-30,0,0.000199367
-28,0,0.000199367
-26,0,0.000199367
-24,0,0.000199367
-22,0,0.000199367
-20,0,0.000199367
-18,0,0.000199367
-16,0,0.000199367
-14,0,0.000199367
-12,0,0.000199367
-10,0,0.000199367
-8,0,0.000199367
-6,0,0.000199367
-4,0,0.000199367
-2,0,0.000199367
0,0,0.000199367
2,0,0.000199367
4,0,0.000199367
6,0,0.000199367
8,0,0.000199367
10,0,0.000199367
12,0,0.000199367
14,0,0.000199367
16,0,0.000199367
18,0,0.000199367
20,0,0.000199367
22,0,0.000199367
24,0,0.000199367
26,0,0.000199367
28,0,0.000199367
30,0,0.000199367
32,0,0.000199367
34,0,0.000199367
36,0,0.000199367
38,0,0.000199367
40,0,0.000199367
42,0,0.000199367
44,0,0.000199367
46,0,0.000199367
48,0,0.000199367
50,0,0.000199367
52,0,0.000199367
54,0,0.000199367
56,0,0.000199367
58,0,0.000199367
60,0,0.000199367
62,0,0.000199367
64,0,0.000199367
66,0,0.000199367
68,0,0.000199367
70,0,0.000199367
72,0,0.000199367
74,0,0.000199367
76,0,0.000199367
78,0,0.000199367
80,0,0.000199367
82,0,0.000199367
84,0,0.000199367
86,0,0.000199367
88,0,0.000199367
90,0,0.000199367
92,0,0.000199367
94,0,0.000199367
96,0,0.000199367
98,0,0.000199367
100,0,0.000199367
102,0,0.000199367
104,0,0.000199367
106,0,0.000199367
108,0,0.000199367
110,0,0.000199367
112,0,0.000199367
114,0,0.000199367
116,0,0.000199367
118,0,0.000199367
120,0,0.000199367
122,0,0.000199367
124,0,0.000199367
126,0,0.000199367
128,0,0.000199367
130,0,0.000199367
132,0,0.000199367
134,0,0.000199367
136,0,0.000199367
138,0,0.000199367
140,0,0.000199367
142,0,0.000199367
144,0,0.000199367
146,0,0.000199367
148,0,0.000199367
150,0,0.000199367
152,0,0.000199367
154,0,0.000199367
156,0,0.000199367
158,0,0.000199367
160,0,0.000199367
162,0,0.000199367
164,0,0.000199367
166,0,0.000199367
168,0,0.000199367
170,0,0.000199367
172,0,0.000199367
174,0,0.000199367
176,0,0.000199367
178,0,0.000199367
180,0,0.000199367
-180,2,0.000199327
-178,2,0.000199327
-176,2,0.000199326
-174,2,0.000199326
-172,2,0.000199326
-170,2,0.000199325
-168,2,0.000199325
-166,2,0.000199324
-164,2,0.000199324
-162,2,0.000199323
-160,2,0.000199322
-158,2,0.000199322
-156,2,0.000199321
-154,2,0.00019932
-152,2,0.000199319
-150,2,0.000199318
-148,2,0.000199317
-146,2,0.000199315
-144,2,0.000199314
-142,2,0.000199313
-140,2,0.000199312
-138,2,0.000199311
-136,2,0.000199309
-134,2,0.000199308
-132,2,0.000199307
-130,2,0.000199306
-128,2,0.000199304
-126,2,0.000199303
-124,2,0.000199302
-122,2,0.000199301
-120,2,0.0001993
-118,2,0.000199299
-116,2,0.000199298
-114,2,0.000199297
-112,2,0.000199296
-110,2,0.000199295
-108,2,0.000199294
-106,2,0.000199293
-104,2,0.000199293
-102,2,0.000199292
-100,2,0.000199292
-98,2,0.000199291
-96,2,0.000199291
-94,2,0.000199291
-92,2,0.000199291
-90,2,0.000199291
-88,2,0.000199291
-86,2,0.000199291
-84,2,0.000199291
-82,2,0.000199291
-80,2,0.000199291
-78,2,0.000199292
-76,2,0.000199292
-74,2,0.000199293
-72,2,0.000199294
-70,2,0.000199294
-68,2,0.000199295
-66,2,0.000199296
-64,2,0.000199297
-62,2,0.000199298
-60,2,0.000199299
-58,2,0.0001993
-56,2,0.000199301
-54,2,0.000199302
-52,2,0.000199303
-50,2,0.000199304
-48,2,0.000199306
-46,2,0.000199307
