Phi[deg],Theta[deg],RealizedGainTotal
-180,0,0.044193
-178,0,0.044193
-176,0,0.044193
-174,0,0.044193
-172,0,0.044193
-170,0,0.044193
-168,0,0.044193
-166,0,0.044193
-164,0,0.044193
-162,0,0.044193
-160,0,0.044193
-158,0,0.044193
-156,0,0.044193
-154,0,0.044193
-152,0,0.044193
-150,0,0.044193
-148,0,0.044193
-146,0,0.044193
-144,0,0.044193
-142,0,0.044193
-140,0,0.044193
-138,0,0.044193
-136,0,0.044193
-134,0,0.044193
-132,0,0.044193
-130,0,0.044193
-128,0,0.044193
-126,0,0.044193
-124,0,0.044193
-122,0,0.044193
-120,0,0.044193
-118,0,0.044193
-116,0,0.044193
-114,0,0.044193
-112,0,0.044193
-110,0,0.044193
-108,0,0.044193
-106,0,0.044193
-104,0,0.044193
-102,0,0.044193
-100,0,0.044193
-98,0,0.044193
-96,0,0.044193
-94,0,0.044193
-92,0,0.044193
-90,0,0.044193
-88,0,0.044193
-86,0,0.044193
-84,0,0.044193
-82,0,0.044193
-80,0,0.044193
-78,0,0.044193
-76,0,0.044193
-74,0,0.044193
-72,0,0.044193
-70,0,0.044193
-68,0,0.044193
-66,0,0.044193
-64,0,0.044193
-62,0,0.044193
-60,0,0.044193
-58,0,0.044193
-56,0,0.044193
-54,0,0.044193
-52,0,0.044193
-50,0,0.044193
-48,0,0.044193
-46,0,0.044193
-44,0,0.044193
-42,0,0.044193
-40,0,0.044193
-38,0,0.044193
-36,0,0.044193
-34,0,0.044193
-32,0,0.044193
-30,0,0.044193
-28,0,0.044193
-26,0,0.044193
-24,0,0.044193
-22,0,0.044193
-20,0,0.044193
-18,0,0.044193
-16,0,0.044193
-14,0,0.044193
-12,0,0.044193
-10,0,0.044193
-8,0,0.044193
-6,0,0.044193
-4,0,0.044193
-2,0,0.044193
0,0,0.044193
2,0,0.044193
4,0,0.044193
6,0,0.044193
8,0,0.044193
10,0,0.044193
12,0,0.044193
14,0,0.044193
16,0,0.044193
18,0,0.044193
20,0,0.044193
22,0,0.044193
24,0,0.044193
26,0,0.044193
28,0,0.044193
30,0,0.044193
32,0,0.044193
34,0,0.044193
36,0,0.044193
38,0,0.044193
40,0,0.044193
42,0,0.044193
44,0,0.044193
46,0,0.044193
48,0,0.044193
50,0,0.044193
52,0,0.044193
54,0,0.044193
56,0,0.044193
58,0,0.044193
60,0,0.044193
62,0,0.044193
64,0,0.044193
66,0,0.044193
68,0,0.044193
70,0,0.044193
72,0,0.044193
74,0,0.044193
76,0,0.044193
78,0,0.044193
80,0,0.044193
82,0,0.044193
84,0,0.044193
86,0,0.044193
88,0,0.044193
90,0,0.044193
92,0,0.044193
94,0,0.044193
96,0,0.044193
98,0,0.044193
100,0,0.044193
102,0,0.044193
104,0,0.044193
106,0,0.044193
108,0,0.044193
110,0,0.044193
112,0,0.044193
114,0,0.044193
116,0,0.044193
118,0,0.044193
120,0,0.044193
122,0,0.044193
124,0,0.044193
126,0,0.044193
128,0,0.044193
130,0,0.044193
132,0,0.044193
134,0,0.044193
136,0,0.044193
138,0,0.044193
140,0,0.044193
142,0,0.044193
144,0,0.044193
146,0,0.044193
148,0,0.044193
150,0,0.044193
152,0,0.044193
154,0,0.044193
156,0,0.044193
158,0,0.044193
160,0,0.044193
162,0,0.044193
164,0,0.044193
166,0,0.044193
168,0,0.044193
170,0,0.044193
172,0,0.044193
174,0,0.044193
176,0,0.044193
178,0,0.044193
180,0,0.044193
-180,2,0.0500275
-178,2,0.0498314
-176,2,0.0496289
-174,2,0.0494201
-172,2,0.0492053
-170,2,0.0489848
-168,2,0.0487589
-166,2,0.0485277
-164,2,0.0482917
-162,2,0.048051
-160,2,0.047806
-158,2,0.0475569
-156,2,0.0473042
-154,2,0.047048
-152,2,0.0467887
