Phi[deg],Theta[deg],RealizedGainTotal
-180,0,0.0167707
-178,0,0.0167707
-176,0,0.0167707
-174,0,0.0167707
-172,0,0.0167707
-170,0,0.0167707
-168,0,0.0167707
-166,0,0.0167707
-164,0,0.0167707
-162,0,0.0167707
-160,0,0.0167707
-158,0,0.0167707
-156,0,0.0167707
-154,0,0.0167707
-152,0,0.0167707
-150,0,0.0167707
-148,0,0.0167707
-146,0,0.0167707
-144,0,0.0167707
-142,0,0.0167707
-140,0,0.0167707
-138,0,0.0167707
-136,0,0.0167707
-134,0,0.0167707
-132,0,0.0167707
-130,0,0.0167707
-128,0,0.0167707
-126,0,0.0167707
-124,0,0.0167707
-122,0,0.0167707
-120,0,0.0167707
-118,0,0.0167707
-116,0,0.0167707
-114,0,0.0167707
-112,0,0.0167707
-110,0,0.0167707
-108,0,0.0167707
-106,0,0.0167707
-104,0,0.0167707
-102,0,0.0167707
-100,0,0.0167707
-98,0,0.0167707
-96,0,0.0167707
-94,0,0.0167707
-92,0,0.0167707
-90,0,0.0167707
-88,0,0.0167707
-86,0,0.0167707
-84,0,0.0167707
-82,0,0.0167707
-80,0,0.0167707
-78,0,0.0167707
-76,0,0.0167707
-74,0,0.0167707
-72,0,0.0167707
-70,0,0.0167707
-68,0,0.0167707
-66,0,0.0167707
-64,0,0.0167707
-62,0,0.0167707
-60,0,0.0167707
-58,0,0.0167707
-56,0,0.0167707
-54,0,0.0167707
-52,0,0.0167707
-50,0,0.0167707
-48,0,0.0167707
-46,0,0.0167707
-44,0,0.0167707
-42,0,0.0167707
-40,0,0.0167707
-38,0,0.0167707
-36,0,0.0167707
-34,0,0.0167707
-32,0,0.0167707
-30,0,0.0167707
-28,0,0.0167707
-26,0,0.0167707
-24,0,0.0167707
-22,0,0.0167707
-20,0,0.0167707
-18,0,0.0167707
-16,0,0.0167707
-14,0,0.0167707
-12,0,0.0167707
-10,0,0.0167707
-8,0,0.0167707
-6,0,0.0167707
-4,0,0.0167707
-2,0,0.0167707
0,0,0.0167707
2,0,0.0167707
4,0,0.0167707
6,0,0.0167707
8,0,0.0167707
10,0,0.0167707
12,0,0.0167707
14,0,0.0167707
16,0,0.0167707
18,0,0.0167707
20,0,0.0167707
22,0,0.0167707
24,0,0.0167707
26,0,0.0167707
28,0,0.0167707
30,0,0.0167707
32,0,0.0167707
34,0,0.0167707
36,0,0.0167707
38,0,0.0167707
40,0,0.0167707
42,0,0.0167707
44,0,0.0167707
46,0,0.0167707
48,0,0.0167707
50,0,0.0167707
52,0,0.0167707
54,0,0.0167707
56,0,0.0167707
58,0,0.0167707
60,0,0.0167707
62,0,0.0167707
64,0,0.0167707
66,0,0.0167707
68,0,0.0167707
70,0,0.0167707
72,0,0.0167707
74,0,0.0167707
76,0,0.0167707
78,0,0.0167707
80,0,0.0167707
82,0,0.0167707
84,0,0.0167707
86,0,0.0167707
88,0,0.0167707
90,0,0.0167707
92,0,0.0167707
94,0,0.0167707
96,0,0.0167707
98,0,0.0167707
100,0,0.0167707
102,0,0.0167707
104,0,0.0167707
106,0,0.0167707
108,0,0.0167707
110,0,0.0167707
112,0,0.0167707
114,0,0.0167707
116,0,0.0167707
118,0,0.0167707
120,0,0.0167707
122,0,0.0167707
124,0,0.0167707
126,0,0.0167707
128,0,0.0167707
130,0,0.0167707
132,0,0.0167707
134,0,0.0167707
136,0,0.0167707
138,0,0.0167707
140,0,0.0167707
142,0,0.0167707
144,0,0.0167707
146,0,0.0167707
148,0,0.0167707
150,0,0.0167707
152,0,0.0167707
154,0,0.0167707
156,0,0.0167707
158,0,0.0167707
160,0,0.0167707
162,0,0.0167707
164,0,0.0167707
166,0,0.0167707
168,0,0.0167707
170,0,0.0167707
172,0,0.0167707
174,0,0.0167707
176,0,0.0167707
178,0,0.0167707
180,0,0.0167707
-180,2,0.0166072
-178,2,0.0166149
-176,2,0.0166227
-174,2,0.0166306
-172,2,0.0166387
-170,2,0.0166469
-168,2,0.0166552
-166,2,0.0166636
-164,2,0.0166721
-162,2,0.0166806
-160,2,0.0166891
-158,2,0.0166977
-156,2,0.0167063
-154,2,0.0167149
-152,2,0.0167235
-150,2,0.016732
-148,2,0.0167405
-146,2,0.0167489
-144,2,0.0167573
-142,2,0.0167656
-140,2,0.0167737
-138,2,0.0167818
-136,2,0.0167898
-134,2,0.0167976
-132,2,0.0168054
-130,2,0.016813
-128,2,0.0168204
-126,2,0.0168277
-124,2,0.0168348
-122,2,0.0168418
-120,2,0.0168486
-118,2,0.0168553
-116,2,0.0168618
-114,2,0.0168681
-112,2,0.0168742
-110,2,0.0168801
-108,2,0.0168859
-106,2,0.0168915
-104,2,0.0168969
-102,2,0.0169021
-100,2,0.0169071
-98,2,0.0169119
-96,2,0.0169166
-94,2,0.016921
-92,2,0.0169253
-90,2,0.0169294
-88,2,0.0169333
-86,2,0.016937
-84,2,0.0169405
-82,2,0.0169438
-80,2,0.016947
-78,2,0.01695
-76,2,0.0169528
-74,2,0.0169554
-72,2,0.0169578
-70,2,0.0169601
-68,2,0.0169622
-66,2,0.0169641
-64,2,0.0169658
-62,2,0.0169674
-60,2,0.0169687
-58,2,0.01697
-56,2,0.016971
-54,2,0.0169718
-52,2,0.0169725
-50,2,0.0169731
-48,2,0.0169734
-46,2,0.0169736
-44,2,0.0169736
-42,2,0.0169734
-40,2,0.0169731
-38,2,0.0169726
-36,2,0.0169719
-34,2,0.0169711
-32,2,0.01697
-30,2,0.0169688
-28,2,0.0169675
-26,2,0.0169659
-24,2,0.0169642
-22,2,0.0169623
-20,2,0.0169602
-18,2,0.016958
-16,2,0.0169556
-14,2,0.016953
-12,2,0.0169502
-10,2,0.0169472
-8,2,0.0169441
-6,2,0.0169407
-4,2,0.0169372
-2,2,0.0169335
0,2,0.0169297
2,2,0.0169256
4,2,0.0169213
6,2,0.0169169
8,2,0.0169123
10,2,0.0169074
12,2,0.0169024
14,2,0.0168973
16,2,0.0168919
18,2,0.0168863
20,2,0.0168806
22,2,0.0168746
24,2,0.0168685
26,2,0.0168622
28,2,0.0168558
