Phi[deg],Theta[deg],RealizedGainTotal
-180,0,0.000239513
-178,0,0.000239513
-176,0,0.000239513
-174,0,0.000239513
-172,0,0.000239513
-170,0,0.000239513
-168,0,0.000239513
-166,0,0.000239513
-164,0,0.000239513
-162,0,0.000239513
-160,0,0.000239513
-158,0,0.000239513
-156,0,0.000239513
-154,0,0.000239513
-152,0,0.000239513
-150,0,0.000239513
-148,0,0.000239513
-146,0,0.000239513
-144,0,0.000239513
-142,0,0.000239513
-140,0,0.000239513
-138,0,0.000239513
-136,0,0.000239513
-134,0,0.000239513
-132,0,0.000239513
-130,0,0.000239513
-128,0,0.000239513
-126,0,0.000239513
-124,0,0.000239513
-122,0,0.000239513
-120,0,0.000239513
-118,0,0.000239513
-116,0,0.000239513
-114,0,0.000239513
-112,0,0.000239513
-110,0,0.000239513
-108,0,0.000239513
-106,0,0.000239513
-104,0,0.000239513
-102,0,0.000239513
-100,0,0.000239513
-98,0,0.000239513
-96,0,0.000239513
-94,0,0.000239513
-92,0,0.000239513
-90,0,0.000239513
-88,0,0.000239513
-86,0,0.000239513
-84,0,0.000239513
-82,0,0.000239513
-80,0,0.000239513
-78,0,0.000239513
-76,0,0.000239513
-74,0,0.000239513
-72,0,0.000239513
-70,0,0.000239513
-68,0,0.000239513
-66,0,0.000239513
-64,0,0.000239513
-62,0,0.000239513
-60,0,0.000239513
-58,0,0.000239513
-56,0,0.000239513
-54,0,0.000239513
-52,0,0.000239513
-50,0,0.000239513
-48,0,0.000239513
-46,0,0.000239513
-44,0,0.000239513
-42,0,0.000239513
-40,0,0.000239513
-38,0,0.000239513
-36,0,0.000239513
-34,0,0.000239513
-32,0,0.000239513
-30,0,0.000239513
-28,0,0.000239513
-26,0,0.000239513
-24,0,0.000239513
-22,0,0.000239513
-20,0,0.000239513
-18,0,0.000239513
-16,0,0.000239513
-14,0,0.000239513
-12,0,0.000239513
-10,0,0.000239513
-8,0,0.000239513
-6,0,0.000239513
-4,0,0.000239513
-2,0,0.000239513
0,0,0.000239513
2,0,0.000239513
4,0,0.000239513
6,0,0.000239513
8,0,0.000239513
10,0,0.000239513
12,0,0.000239513
14,0,0.000239513
16,0,0.000239513
18,0,0.000239513
20,0,0.000239513
22,0,0.000239513
24,0,0.000239513
26,0,0.000239513
28,0,0.000239513
30,0,0.000239513
32,0,0.000239513
34,0,0.000239513
36,0,0.000239513
38,0,0.000239513
40,0,0.000239513
42,0,0.000239513
44,0,0.000239513
46,0,0.000239513
48,0,0.000239513
50,0,0.000239513
52,0,0.000239513
54,0,0.000239513
56,0,0.000239513
58,0,0.000239513
60,0,0.000239513
62,0,0.000239513
64,0,0.000239513
66,0,0.000239513
68,0,0.000239513
70,0,0.000239513
72,0,0.000239513
74,0,0.000239513
76,0,0.000239513
78,0,0.000239513
80,0,0.000239513
82,0,0.000239513
84,0,0.000239513
86,0,0.000239513
88,0,0.000239513
90,0,0.000239513
92,0,0.000239513
94,0,0.000239513
96,0,0.000239513
98,0,0.000239513
100,0,0.000239513
102,0,0.000239513
104,0,0.000239513
106,0,0.000239513
108,0,0.000239513
110,0,0.000239513
112,0,0.000239513
114,0,0.000239513
116,0,0.000239513
118,0,0.000239513
120,0,0.000239513
122,0,0.000239513
124,0,0.000239513
126,0,0.000239513
128,0,0.000239513
130,0,0.000239513
132,0,0.000239513
134,0,0.000239513
136,0,0.000239513
138,0,0.000239513
140,0,0.000239513
142,0,0.000239513
144,0,0.000239513
146,0,0.000239513
148,0,0.000239513
150,0,0.000239513
152,0,0.000239513
154,0,0.000239513
156,0,0.000239513
158,0,0.000239513
160,0,0.000239513
162,0,0.000239513
164,0,0.000239513
166,0,0.000239513
168,0,0.000239513
170,0,0.000239513
172,0,0.000239513
174,0,0.000239513
176,0,0.000239513
178,0,0.000239513
180,0,0.000239513
-180,2,0.00026674
-178,2,0.000265829
-176,2,0.000264887
-174,2,0.000263917
-172,2,0.000262918
-170,2,0.000261893
-168,2,0.000260843
-166,2,0.000259769
-164,2,0.000258672
-162,2,0.000257554
-160,2,0.000256416
-158,2,0.000255259
-156,2,0.000254085
-154,2,0.000252895
-152,2,0.000251691
-150,2,0.000250474
-148,2,0.000249246
-146,2,0.000248008
-144,2,0.000246761
-142,2,0.000245508
-140,2,0.00024425
-138,2,0.000242987
-136,2,0.000241723
-134,2,0.000240457
-132,2,0.000239193
-130,2,0.000237931
-128,2,0.000236673
-126,2,0.00023542
-124,2,0.000234175
-122,2,0.000232938
-120,2,0.000231711
-118,2,0.000230495
-116,2,0.000229293
-114,2,0.000228104
-112,2,0.000226932
-110,2,0.000225777
-108,2,0.000224641
-106,2,0.000223525
-104,2,0.00022243
-102,2,0.000221358
-100,2,0.00022031
-98,2,0.000219288
-96,2,0.000218292
-94,2,0.000217324
-92,2,0.000216385
-90,2,0.000215475
-88,2,0.000214598
-86,2,0.000213752
-84,2,0.00021294
-82,2,0.000212162
-80,2,0.000211419
-78,2,0.000210713
-76,2,0.000210043
-74,2,0.000209412
-72,2,0.000208819
-70,2,0.000208265
-68,2,0.000207751
-66,2,0.000207278
-64,2,0.000206846
-62,2,0.000206455
-60,2,0.000206107
-58,2,0.000205802
-56,2,0.000205539
-54,2,0.00020532
-52,2,0.000205144
-50,2,0.000205012
-48,2,0.000204924
-46,2,0.00020488
-44,2,0.00020488
-42,2,0.000204924
-40,2,0.000205012
-38,2,0.000205144
-36,2,0.00020532
-34,2,0.000205539
-32,2,0.000205802
