Phi[deg],Theta[deg],RealizedGainTotal
-180,0,0.127932
-178,0,0.127932
-176,0,0.127932
-174,0,0.127932
-172,0,0.127932
-170,0,0.127932
-168,0,0.127932
-166,0,0.127932
-164,0,0.127932
-162,0,0.127932
-160,0,0.127932
-158,0,0.127932
-156,0,0.127932
-154,0,0.127932
-152,0,0.127932
-150,0,0.127932
-148,0,0.127932
-146,0,0.127932
-144,0,0.127932
-142,0,0.127932
-140,0,0.127932
-138,0,0.127932
-136,0,0.127932
-134,0,0.127932
-132,0,0.127932
-130,0,0.127932
-128,0,0.127932
-126,0,0.127932
-124,0,0.127932
-122,0,0.127932
-120,0,0.127932
-118,0,0.127932
-116,0,0.127932
-114,0,0.127932
-112,0,0.127932
-110,0,0.127932
-108,0,0.127932
-106,0,0.127932
-104,0,0.127932
-102,0,0.127932
-100,0,0.127932
-98,0,0.127932
-96,0,0.127932
-94,0,0.127932
-92,0,0.127932
-90,0,0.127932
-88,0,0.127932
-86,0,0.127932
-84,0,0.127932
-82,0,0.127932
-80,0,0.127932
-78,0,0.127932
-76,0,0.127932
-74,0,0.127932
-72,0,0.127932
-70,0,0.127932
-68,0,0.127932
-66,0,0.127932
-64,0,0.127932
-62,0,0.127932
-60,0,0.127932
-58,0,0.127932
-56,0,0.127932
-54,0,0.127932
-52,0,0.127932
-50,0,0.127932
-48,0,0.127932
-46,0,0.127932
-44,0,0.127932
-42,0,0.127932
-40,0,0.127932
-38,0,0.127932
-36,0,0.127932
-34,0,0.127932
-32,0,0.127932
-30,0,0.127932
-28,0,0.127932
-26,0,0.127932
-24,0,0.127932
-22,0,0.127932
-20,0,0.127932
-18,0,0.127932
-16,0,0.127932
-14,0,0.127932
-12,0,0.127932
-10,0,0.127932
-8,0,0.127932
-6,0,0.127932
-4,0,0.127932
-2,0,0.127932
0,0,0.127932
2,0,0.127932
4,0,0.127932
6,0,0.127932
8,0,0.127932
10,0,0.127932
12,0,0.127932
14,0,0.127932
16,0,0.127932
18,0,0.127932
20,0,0.127932
22,0,0.127932
24,0,0.127932
26,0,0.127932
28,0,0.127932
30,0,0.127932
32,0,0.127932
34,0,0.127932
36,0,0.127932
38,0,0.127932
40,0,0.127932
42,0,0.127932
44,0,0.127932
46,0,0.127932
48,0,0.127932
50,0,0.127932
52,0,0.127932
