Phi[deg],Theta[deg],RealizedGainTotal
-180,0,1.14971
-178,0,1.14971
-176,0,1.14971
-174,0,1.14971
-172,0,1.14971
-170,0,1.14971
-168,0,1.14971
-166,0,1.14971
-164,0,1.14971
-162,0,1.14971
-160,0,1.14971
-158,0,1.14971
-156,0,1.14971
-154,0,1.14971
-152,0,1.14971
-150,0,1.14971
-148,0,1.14971
-146,0,1.14971
-144,0,1.14971
-142,0,1.14971
-140,0,1.14971
-138,0,1.14971
-136,0,1.14971
-134,0,1.14971
-132,0,1.14971
-130,0,1.14971
-128,0,1.14971
-126,0,1.14971
-124,0,1.14971
-122,0,1.14971
-120,0,1.14971
-118,0,1.14971
-116,0,1.14971
-114,0,1.14971
-112,0,1.14971
-110,0,1.14971
-108,0,1.14971
-106,0,1.14971
-104,0,1.14971
-102,0,1.14971
-100,0,1.14971
-98,0,1.14971
-96,0,1.14971
-94,0,1.14971
-92,0,1.14971
-90,0,1.14971
-88,0,1.14971
-86,0,1.14971
-84,0,1.14971
-82,0,1.14971
-80,0,1.14971
-78,0,1.14971
-76,0,1.14971
-74,0,1.14971
-72,0,1.14971
-70,0,1.14971
-68,0,1.14971
-66,0,1.14971
-64,0,1.14971
-62,0,1.14971
-60,0,1.14971
-58,0,1.14971
-56,0,1.14971
-54,0,1.14971
-52,0,1.14971
-50,0,1.14971
-48,0,1.14971
-46,0,1.14971
-44,0,1.14971
-42,0,1.14971
-40,0,1.14971
-38,0,1.14971
-36,0,1.14971
-34,0,1.14971
-32,0,1.14971
-30,0,1.14971
-28,0,1.14971
-26,0,1.14971
-24,0,1.14971
-22,0,1.14971
-20,0,1.14971
-18,0,1.14971
-16,0,1.14971
-14,0,1.14971
-12,0,1.14971
-10,0,1.14971
-8,0,1.14971
-6,0,1.14971
-4,0,1.14971
-2,0,1.14971
0,0,1.14971
2,0,1.14971
4,0,1.14971
6,0,1.14971
8,0,1.14971
10,0,1.14971
12,0,1.14971
14,0,1.14971
16,0,1.14971
18,0,1.14971
20,0,1.14971
22,0,1.14971
24,0,1.14971
26,0,1.14971
28,0,1.14971
30,0,1.14971
32,0,1.14971
34,0,1.14971
36,0,1.14971
38,0,1.14971
40,0,1.14971
42,0,1.14971
44,0,1.14971
46,0,1.14971
48,0,1.14971
50,0,1.14971
52,0,1.14971
54,0,1.14971
56,0,1.14971
58,0,1.14971
60,0,1.14971
62,0,1.14971
64,0,1.14971
66,0,1.14971
68,0,1.14971
70,0,1.14971
72,0,1.14971
74,0,1.14971
76,0,1.14971
78,0,1.14971
80,0,1.14971
82,0,1.14971
84,0,1.14971
86,0,1.14971
88,0,1.14971
90,0,1.14971
92,0,1.14971
94,0,1.14971
96,0,1.14971
98,0,1.14971
100,0,1.14971
102,0,1.14971
104,0,1.14971
106,0,1.14971
108,0,1.14971
110,0,1.14971
112,0,1.14971
114,0,1.14971
116,0,1.14971
118,0,1.14971
120,0,1.14971
122,0,1.14971
124,0,1.14971
126,0,1.14971
128,0,1.14971
130,0,1.14971
132,0,1.14971
134,0,1.14971
136,0,1.14971
138,0,1.14971
140,0,1.14971
142,0,1.14971
144,0,1.14971
146,0,1.14971
148,0,1.14971
150,0,1.14971
152,0,1.14971
154,0,1.14971
156,0,1.14971
158,0,1.14971
160,0,1.14971
162,0,1.14971
164,0,1.14971
166,0,1.14971
168,0,1.14971
170,0,1.14971
172,0,1.14971
174,0,1.14971
176,0,1.14971
178,0,1.14971
180,0,1.14971
-180,2,1.14294
-178,2,1.14294
-176,2,1.14291
-174,2,1.14287
-172,2,1.14281
-170,2,1.14274
-168,2,1.14265
-166,2,1.14254
-164,2,1.14242
-162,2,1.14228
-160,2,1.14213
-158,2,1.14197
-156,2,1.1418
-154,2,1.14161
-152,2,1.14141
-150,2,1.1412
-148,2,1.14099
-146,2,1.14077
-144,2,1.14054
-142,2,1.1403
-140,2,1.14006
-138,2,1.13982
-136,2,1.13958
-134,2,1.13933
-132,2,1.13909
-130,2,1.13885
-128,2,1.13861
-126,2,1.13837
-124,2,1.13814
-122,2,1.13792
-120,2,1.1377
-118,2,1.1375
-116,2,1.1373
-114,2,1.13711
-112,2,1.13694
-110,2,1.13677
-108,2,1.13662
-106,2,1.13648
-104,2,1.13636
-102,2,1.13625
-100,2,1.13616
-98,2,1.13609
-96,2,1.13603
-94,2,1.13599
-92,2,1.13596
-90,2,1.13595
-88,2,1.13596
-86,2,1.13599
-84,2,1.13603
-82,2,1.13609
-80,2,1.13617
-78,2,1.13626
-76,2,1.13637
-74,2,1.13649
-72,2,1.13663
-70,2,1.13678
-68,2,1.13694
-66,2,1.13712
-64,2,1.13731
-62,2,1.13751
-60,2,1.13771
-58,2,1.13793
-56,2,1.13815
-54,2,1.13838
-52,2,1.13862
-50,2,1.13886
-48,2,1.1391
-46,2,1.13935
-44,2,1.13959
-42,2,1.13984
-40,2,1.14008
-38,2,1.14032
-36,2,1.14055
-34,2,1.14078
-32,2,1.14101
-30,2,1.14122
-28,2,1.14143
-26,2,1.14163
-24,2,1.14181
-22,2,1.14199
-20,2,1.14215
-18,2,1.1423
-16,2,1.14244
-14,2,1.14256
-12,2,1.14266
-10,2,1.14276
-8,2,1.14283
-6,2,1.14289
-4,2,1.14293
-2,2,1.14295
0,2,1.14296
2,2,1.14295
4,2,1.14293
6,2,1.14288
8,2,1.14282
10,2,1.14274
12,2,1.14265
14,2,1.14254
16,2,1.14242
18,2,1.14228
20,2,1.14213
22,2,1.14196
24,2,1.14179
26,2,1.1416
28,2,1.1414
30,2,1.14119
32,2,1.14097
34,2,1.14075
36,2,1.14052
38,2,1.14028
40,2,1.14004
