Phi[deg],Theta[deg],RealizedGainTotal
-180,0,0.0121804
-178,0,0.0121804
-176,0,0.0121804
-174,0,0.0121804
-172,0,0.0121804
-170,0,0.0121804
-168,0,0.0121804
-166,0,0.0121804
-164,0,0.0121804
-162,0,0.0121804
-160,0,0.0121804
-158,0,0.0121804
-156,0,0.0121804
-154,0,0.0121804
-152,0,0.0121804
-150,0,0.0121804
-148,0,0.0121804
-146,0,0.0121804
-144,0,0.0121804
-142,0,0.0121804
-140,0,0.0121804
-138,0,0.0121804
-136,0,0.0121804
-134,0,0.0121804
-132,0,0.0121804
-130,0,0.0121804
-128,0,0.0121804
-126,0,0.0121804
-124,0,0.0121804
-122,0,0.0121804
-120,0,0.0121804
-118,0,0.0121804
-116,0,0.0121804
-114,0,0.0121804
-112,0,0.0121804
-110,0,0.0121804
-108,0,0.0121804
-106,0,0.0121804
-104,0,0.0121804
-102,0,0.0121804
-100,0,0.0121804
-98,0,0.0121804
-96,0,0.0121804
-94,0,0.0121804
-92,0,0.0121804
-90,0,0.0121804
-88,0,0.0121804
-86,0,0.0121804
-84,0,0.0121804
-82,0,0.0121804
-80,0,0.0121804
-78,0,0.0121804
-76,0,0.0121804
-74,0,0.0121804
-72,0,0.0121804
-70,0,0.0121804
-68,0,0.0121804
-66,0,0.0121804
-64,0,0.0121804
-62,0,0.0121804
-60,0,0.0121804
-58,0,0.0121804
-56,0,0.0121804
-54,0,0.0121804
-52,0,0.0121804
-50,0,0.0121804
-48,0,0.0121804
-46,0,0.0121804
-44,0,0.0121804
-42,0,0.0121804
-40,0,0.0121804
-38,0,0.0121804
-36,0,0.0121804
-34,0,0.0121804
-32,0,0.0121804
-30,0,0.0121804
-28,0,0.0121804
-26,0,0.0121804
-24,0,0.0121804
-22,0,0.0121804
-20,0,0.0121804
-18,0,0.0121804
-16,0,0.0121804
-14,0,0.0121804
-12,0,0.0121804
-10,0,0.0121804
-8,0,0.0121804
-6,0,0.0121804
-4,0,0.0121804
-2,0,0.0121804
0,0,0.0121804
2,0,0.0121804
4,0,0.0121804
6,0,0.0121804
8,0,0.0121804
10,0,0.0121804
12,0,0.0121804
14,0,0.0121804
16,0,0.0121804
18,0,0.0121804
20,0,0.0121804
22,0,0.0121804
24,0,0.0121804
26,0,0.0121804
28,0,0.0121804
30,0,0.0121804
32,0,0.0121804
34,0,0.0121804
36,0,0.0121804
38,0,0.0121804
40,0,0.0121804
42,0,0.0121804
44,0,0.0121804
46,0,0.0121804
48,0,0.0121804
50,0,0.0121804
52,0,0.0121804
54,0,0.0121804
56,0,0.0121804
58,0,0.0121804
60,0,0.0121804
62,0,0.0121804
64,0,0.0121804
66,0,0.0121804
68,0,0.0121804
70,0,0.0121804
72,0,0.0121804
74,0,0.0121804
76,0,0.0121804
78,0,0.0121804
80,0,0.0121804
82,0,0.0121804
84,0,0.0121804
86,0,0.0121804
88,0,0.0121804
90,0,0.0121804
92,0,0.0121804
94,0,0.0121804
96,0,0.0121804
98,0,0.0121804
100,0,0.0121804
102,0,0.0121804
104,0,0.0121804
106,0,0.0121804
108,0,0.0121804
110,0,0.0121804
112,0,0.0121804
114,0,0.0121804
116,0,0.0121804
118,0,0.0121804
120,0,0.0121804
122,0,0.0121804
124,0,0.0121804
126,0,0.0121804
128,0,0.0121804
130,0,0.0121804
132,0,0.0121804
134,0,0.0121804
136,0,0.0121804
138,0,0.0121804
140,0,0.0121804
142,0,0.0121804
144,0,0.0121804
146,0,0.0121804
148,0,0.0121804
150,0,0.0121804
152,0,0.0121804
154,0,0.0121804
156,0,0.0121804
158,0,0.0121804
160,0,0.0121804
162,0,0.0121804
164,0,0.0121804
166,0,0.0121804
168,0,0.0121804
170,0,0.0121804
172,0,0.0121804
174,0,0.0121804
176,0,0.0121804
178,0,0.0121804
180,0,0.0121804
-180,2,0.0121593
-178,2,0.0121586
-176,2,0.0121578
-174,2,0.012157
-172,2,0.0121562
-170,2,0.0121555
-168,2,0.0121547
-166,2,0.012154
-164,2,0.0121533
-162,2,0.0121526
-160,2,0.012152
-158,2,0.0121514
-156,2,0.0121508
-154,2,0.0121502
-152,2,0.0121497
-150,2,0.0121493
-148,2,0.0121489
-146,2,0.0121485
-144,2,0.0121482
-142,2,0.0121479
-140,2,0.0121477
-138,2,0.0121475
-136,2,0.0121474
-134,2,0.0121473
-132,2,0.0121473
-130,2,0.0121474
-128,2,0.0121475
-126,2,0.0121476
-124,2,0.0121478
-122,2,0.012148
-120,2,0.0121483
-118,2,0.0121487
-116,2,0.0121491
-114,2,0.0121495
-112,2,0.0121499
-110,2,0.0121504
-108,2,0.012151
-106,2,0.0121515
-104,2,0.0121521
-102,2,0.0121528
-100,2,0.0121534
-98,2,0.0121541
-96,2,0.0121547
-94,2,0.0121554
-92,2,0.0121561
-90,2,0.0121568
-88,2,0.0121575
-86,2,0.0121582
-84,2,0.0121589
-82,2,0.0121596
-80,2,0.0121603
-78,2,0.0121609
-76,2,0.0121616
-74,2,0.0121622
-72,2,0.0121628
-70,2,0.0121633
-68,2,0.0121639
-66,2,0.0121643
-64,2,0.0121648
-62,2,0.0121652
-60,2,0.0121656
-58,2,0.0121659
-56,2,0.0121662
-54,2,0.0121664
-52,2,0.0121666
-50,2,0.0121667
-48,2,0.0121668
-46,2,0.0121668
-44,2,0.0121667
-42,2,0.0121667
-40,2,0.0121665
-38,2,0.0121664
-36,2,0.0121661
-34,2,0.0121658
-32,2,0.0121655
-30,2,0.0121651
-28,2,0.0121647
-26,2,0.0121643
-24,2,0.0121638
-22,2,0.0121632
-20,2,0.0121626
-18,2,0.012162
-16,2,0.0121614
-14,2,0.0121607
-12,2,0.0121601
-10,2,0.0121594
-8,2,0.0121586
-6,2,0.0121579
-4,2,0.0121572
-2,2,0.0121564
0,2,0.0121557
2,2,0.0121549
4,2,0.0121542
6,2,0.0121535
8,2,0.0121528
10,2,0.0121521
12,2,0.0121514
14,2,0.0121507
16,2,0.0121501
18,2,0.0121495
20,2,0.012149
22,2,0.0121485
24,2,0.012148
26,2,0.0121475
28,2,0.0121471
30,2,0.0121468
32,2,0.0121465
34,2,0.0121462
36,2,0.012146
38,2,0.0121459
40,2,0.0121458
42,2,0.0121457
44,2,0.0121457
46,2,0.0121458
48,2,0.0121459
50,2,0.0121461
52,2,0.0121463
54,2,0.0121466
56,2,0.0121469
58,2,0.0121473
60,2,0.0121477
62,2,0.0121482
64,2,0.0121487
66,2,0.0121493
68,2,0.0121499
70,2,0.0121505
72,2,0.0121512
74,2,0.0121519
76,2,0.0121526
78,2,0.0121534
80,2,0.0121541
82,2,0.0121549
84,2,0.0121557
86,2,0.0121566
88,2,0.0121574
90,2,0.0121582
92,2,0.012159
94,2,0.0121598
96,2,0.0121607
98,2,0.0121615
100,2,0.0121622
102,2,0.012163
104,2,0.0121637
106,2,0.0121645
108,2,0.0121651
110,2,0.0121658
112,2,0.0121664
114,2,0.012167
116,2,0.0121675
118,2,0.012168
120,2,0.0121685
122,2,0.0121688
124,2,0.0121692
126,2,0.0121695
