Phi[deg],Theta[deg],RealizedGainTotal
-180,0,0.893659
-178,0,0.893659
-176,0,0.893659
-174,0,0.893659
-172,0,0.893659
-170,0,0.893659
-168,0,0.893659
-166,0,0.893659
-164,0,0.893659
-162,0,0.893659
-160,0,0.893659
-158,0,0.893659
-156,0,0.893659
-154,0,0.893659
-152,0,0.893659
-150,0,0.893659
-148,0,0.893659
-146,0,0.893659
-144,0,0.893659
-142,0,0.893659
-140,0,0.893659
-138,0,0.893659
-136,0,0.893659
-134,0,0.893659
-132,0,0.893659
-130,0,0.893659
-128,0,0.893659
-126,0,0.893659
-124,0,0.893659
-122,0,0.893659
-120,0,0.893659
-118,0,0.893659
-116,0,0.893659
-114,0,0.893659
-112,0,0.893659
-110,0,0.893659
-108,0,0.893659
-106,0,0.893659
-104,0,0.893659
-102,0,0.893659
-100,0,0.893659
-98,0,0.893659
-96,0,0.893659
-94,0,0.893659
-92,0,0.893659
-90,0,0.893659
-88,0,0.893659
-86,0,0.893659
-84,0,0.893659
-82,0,0.893659
-80,0,0.893659
-78,0,0.893659
-76,0,0.893659
-74,0,0.893659
-72,0,0.893659
-70,0,0.893659
-68,0,0.893659
-66,0,0.893659
-64,0,0.893659
-62,0,0.893659
-60,0,0.893659
-58,0,0.893659
-56,0,0.893659
-54,0,0.893659
-52,0,0.893659
-50,0,0.893659
-48,0,0.893659
-46,0,0.893659
-44,0,0.893659
-42,0,0.893659
-40,0,0.893659
-38,0,0.893659
-36,0,0.893659
-34,0,0.893659
-32,0,0.893659
-30,0,0.893659
-28,0,0.893659
-26,0,0.893659
-24,0,0.893659
-22,0,0.893659
-20,0,0.893659
-18,0,0.893659
-16,0,0.893659
-14,0,0.893659
-12,0,0.893659
-10,0,0.893659
-8,0,0.893659
-6,0,0.893659
-4,0,0.893659
-2,0,0.893659
0,0,0.893659
2,0,0.893659
4,0,0.893659
6,0,0.893659
8,0,0.893659
10,0,0.893659
12,0,0.893659
14,0,0.893659
16,0,0.893659
18,0,0.893659
20,0,0.893659
22,0,0.893659
24,0,0.893659
26,0,0.893659
28,0,0.893659
30,0,0.893659
32,0,0.893659
34,0,0.893659
36,0,0.893659
38,0,0.893659
40,0,0.893659
42,0,0.893659
44,0,0.893659
46,0,0.893659
48,0,0.893659
50,0,0.893659
52,0,0.893659
54,0,0.893659
56,0,0.893659
58,0,0.893659
60,0,0.893659
62,0,0.893659
64,0,0.893659
66,0,0.893659
68,0,0.893659
70,0,0.893659
72,0,0.893659
74,0,0.893659
76,0,0.893659
78,0,0.893659
80,0,0.893659
82,0,0.893659
84,0,0.893659
86,0,0.893659
88,0,0.893659
90,0,0.893659
92,0,0.893659
94,0,0.893659
96,0,0.893659
98,0,0.893659
100,0,0.893659
102,0,0.893659
104,0,0.893659
106,0,0.893659
108,0,0.893659
110,0,0.893659
112,0,0.893659
114,0,0.893659
116,0,0.893659
118,0,0.893659
120,0,0.893659
122,0,0.893659
124,0,0.893659
126,0,0.893659
128,0,0.893659
130,0,0.893659
132,0,0.893659
134,0,0.893659
136,0,0.893659
138,0,0.893659
140,0,0.893659
142,0,0.893659
144,0,0.893659
146,0,0.893659
148,0,0.893659
150,0,0.893659
152,0,0.893659
154,0,0.893659
156,0,0.893659
158,0,0.893659
160,0,0.893659
162,0,0.893659
164,0,0.893659
166,0,0.893659
168,0,0.893659
170,0,0.893659
172,0,0.893659
174,0,0.893659
176,0,0.893659
178,0,0.893659
180,0,0.893659
-180,2,0.887869
-178,2,0.887863
-176,2,0.887843
-174,2,0.887811
-172,2,0.887765
-170,2,0.887706
-168,2,0.887634
-166,2,0.887551
-164,2,0.887455
-162,2,0.887348
-160,2,0.88723
-158,2,0.887101
-156,2,0.886963
-154,2,0.886816
-152,2,0.886661
-150,2,0.886498
-148,2,0.886328
-146,2,0.886153
-144,2,0.885972
-142,2,0.885787
-140,2,0.885599
-138,2,0.885409
-136,2,0.885217
-134,2,0.885024
-132,2,0.884832
-130,2,0.884642
-128,2,0.884453
-126,2,0.884268
-124,2,0.884087
-122,2,0.883911
-120,2,0.883741
-118,2,0.883578
-116,2,0.883422
-114,2,0.883275
-112,2,0.883136
-110,2,0.883007
-108,2,0.882889
-106,2,0.882781
-104,2,0.882685
-102,2,0.882601
-100,2,0.882529
-98,2,0.88247
-96,2,0.882423
-94,2,0.88239
-92,2,0.882371
-90,2,0.882364
-88,2,0.882372
-86,2,0.882392
-84,2,0.882426
-82,2,0.882473
-80,2,0.882534
-78,2,0.882606
-76,2,0.882691
-74,2,0.882788
-72,2,0.882897
-70,2,0.883016
-68,2,0.883146
-66,2,0.883285
-64,2,0.883434
-62,2,0.88359
-60,2,0.883754
-58,2,0.883925
-56,2,0.884102
-54,2,0.884283
-52,2,0.884469
-50,2,0.884658
-48,2,0.884849
-46,2,0.885042
-44,2,0.885235
-42,2,0.885427
-40,2,0.885618
-38,2,0.885807
-36,2,0.885992
-34,2,0.886174
-32,2,0.88635
-30,2,0.88652
-28,2,0.886683
-26,2,0.886839
-24,2,0.886986
-22,2,0.887124
-20,2,0.887253
-18,2,0.887371
-16,2,0.887478
-14,2,0.887574
-12,2,0.887658
-10,2,0.88773
-8,2,0.887789
-6,2,0.887835
-4,2,0.887867
-2,2,0.887887
0,2,0.887893
2,2,0.887885
4,2,0.887864
6,2,0.88783
8,2,0.887782
10,2,0.887722
12,2,0.887649
