Phi[deg],Theta[deg],RealizedGainTotal
-180,0,1.9383e-05
-178,0,1.9383e-05
-176,0,1.9383e-05
-174,0,1.9383e-05
-172,0,1.9383e-05
-170,0,1.9383e-05
-168,0,1.9383e-05
-166,0,1.9383e-05
-164,0,1.9383e-05
-162,0,1.9383e-05
-160,0,1.9383e-05
-158,0,1.9383e-05
-156,0,1.9383e-05
-154,0,1.9383e-05
-152,0,1.9383e-05
-150,0,1.9383e-05
-148,0,1.9383e-05
-146,0,1.9383e-05
-144,0,1.9383e-05
-142,0,1.9383e-05
-140,0,1.9383e-05
-138,0,1.9383e-05
-136,0,1.9383e-05
-134,0,1.9383e-05
-132,0,1.9383e-05
-130,0,1.9383e-05
-128,0,1.9383e-05
-126,0,1.9383e-05
-124,0,1.9383e-05
-122,0,1.9383e-05
-120,0,1.9383e-05
-118,0,1.9383e-05
-116,0,1.9383e-05
-114,0,1.9383e-05
-112,0,1.9383e-05
-110,0,1.9383e-05
-108,0,1.9383e-05
-106,0,1.9383e-05
-104,0,1.9383e-05
-102,0,1.9383e-05
-100,0,1.9383e-05
-98,0,1.9383e-05
-96,0,1.9383e-05
-94,0,1.9383e-05
-92,0,1.9383e-05
-90,0,1.9383e-05
-88,0,1.9383e-05
-86,0,1.9383e-05
-84,0,1.9383e-05
-82,0,1.9383e-05
-80,0,1.9383e-05
-78,0,1.9383e-05
-76,0,1.9383e-05
-74,0,1.9383e-05
-72,0,1.9383e-05
-70,0,1.9383e-05
-68,0,1.9383e-05
-66,0,1.9383e-05
-64,0,1.9383e-05
-62,0,1.9383e-05
-60,0,1.9383e-05
-58,0,1.9383e-05
-56,0,1.9383e-05
-54,0,1.9383e-05
-52,0,1.9383e-05
-50,0,1.9383e-05
-48,0,1.9383e-05
-46,0,1.9383e-05
-44,0,1.9383e-05
-42,0,1.9383e-05
-40,0,1.9383e-05
-38,0,1.9383e-05
-36,0,1.9383e-05
-34,0,1.9383e-05
-32,0,1.9383e-05
-30,0,1.9383e-05
-28,0,1.9383e-05
-26,0,1.9383e-05
-24,0,1.9383e-05
-22,0,1.9383e-05
-20,0,1.9383e-05
-18,0,1.9383e-05
-16,0,1.9383e-05
-14,0,1.9383e-05
-12,0,1.9383e-05
-10,0,1.9383e-05
-8,0,1.9383e-05
-6,0,1.9383e-05
-4,0,1.9383e-05
-2,0,1.9383e-05
0,0,1.9383e-05
2,0,1.9383e-05
4,0,1.9383e-05
6,0,1.9383e-05
8,0,1.9383e-05
10,0,1.9383e-05
12,0,1.9383e-05
14,0,1.9383e-05
16,0,1.9383e-05
18,0,1.9383e-05
20,0,1.9383e-05
22,0,1.9383e-05
24,0,1.9383e-05
26,0,1.9383e-05
28,0,1.9383e-05
30,0,1.9383e-05
32,0,1.9383e-05
34,0,1.9383e-05
36,0,1.9383e-05
38,0,1.9383e-05
40,0,1.9383e-05
42,0,1.9383e-05
44,0,1.9383e-05
46,0,1.9383e-05
48,0,1.9383e-05
50,0,1.9383e-05
52,0,1.9383e-05
54,0,1.9383e-05
56,0,1.9383e-05
58,0,1.9383e-05
60,0,1.9383e-05
62,0,1.9383e-05
64,0,1.9383e-05
66,0,1.9383e-05
68,0,1.9383e-05
70,0,1.9383e-05
72,0,1.9383e-05
74,0,1.9383e-05
76,0,1.9383e-05
78,0,1.9383e-05
80,0,1.9383e-05
82,0,1.9383e-05
84,0,1.9383e-05
86,0,1.9383e-05
88,0,1.9383e-05
90,0,1.9383e-05
92,0,1.9383e-05
94,0,1.9383e-05
96,0,1.9383e-05
98,0,1.9383e-05
100,0,1.9383e-05
102,0,1.9383e-05
104,0,1.9383e-05
106,0,1.9383e-05
108,0,1.9383e-05
110,0,1.9383e-05
112,0,1.9383e-05
114,0,1.9383e-05
116,0,1.9383e-05
118,0,1.9383e-05
120,0,1.9383e-05
122,0,1.9383e-05
124,0,1.9383e-05
126,0,1.9383e-05
128,0,1.9383e-05
130,0,1.9383e-05
132,0,1.9383e-05
134,0,1.9383e-05
136,0,1.9383e-05
138,0,1.9383e-05
140,0,1.9383e-05
142,0,1.9383e-05
144,0,1.9383e-05
146,0,1.9383e-05
148,0,1.9383e-05
150,0,1.9383e-05
152,0,1.9383e-05
154,0,1.9383e-05
156,0,1.9383e-05
158,0,1.9383e-05
160,0,1.9383e-05
162,0,1.9383e-05
164,0,1.9383e-05
166,0,1.9383e-05
168,0,1.9383e-05
170,0,1.9383e-05
172,0,1.9383e-05
174,0,1.9383e-05
176,0,1.9383e-05
178,0,1.9383e-05
180,0,1.9383e-05
-180,2,0.000585523
-178,2,0.000594274
-176,2,0.000604125
-174,2,0.000615058
-172,2,0.00062705
-170,2,0.00064007
-168,2,0.000654086
-166,2,0.000669057
-164,2,0.000684938
-162,2,0.000701682
-160,2,0.000719232
-158,2,0.000737532
-156,2,0.000756518
-154,2,0.000776126
-152,2,0.000796284
-150,2,0.00081692
-148,2,0.000837959
-146,2,0.000859321
-144,2,0.000880926
-142,2,0.000902693
-140,2,0.000924536
-138,2,0.000946371
-136,2,0.000968113
-134,2,0.000989675
-132,2,0.00101097
-130,2,0.00103192
-128,2,0.00105243
-126,2,0.00107242
-124,2,0.00109181
-122,2,0.00111053
-120,2,0.00112848
-118,2,0.00114561
-116,2,0.00116183
-114,2,0.00117709
-112,2,0.00119131
-110,2,0.00120444
-108,2,0.00121642
-106,2,0.0012272
-104,2,0.00123673
-102,2,0.00124497
-100,2,0.00125189
-98,2,0.00125746
-96,2,0.00126165
-94,2,0.00126443
-92,2,0.00126581
-90,2,0.00126576
-88,2,0.0012643
-86,2,0.00126141
-84,2,0.00125712
-82,2,0.00125143
-80,2,0.00124437
-78,2,0.00123596
-76,2,0.00122625
-74,2,0.00121525
-72,2,0.00120303
-70,2,0.00118962
-68,2,0.00117508
-66,2,0.00115946
-64,2,0.00114284
-62,2,0.00112527
-60,2,0.00110682
-58,2,0.00108756
-56,2,0.00106758
-54,2,0.00104695
-52,2,0.00102575
-50,2,0.00100406
-48,2,0.000981976
-46,2,0.000959573
-44,2,0.000936941
-42,2,0.000914168
-40,2,0.00089134
-38,2,0.000868545
-36,2,0.000845869
-34,2,0.000823396
-32,2,0.000801209
-30,2,0.000779392
-28,2,0.000758022
-26,2,0.000737177
-24,2,0.000716931
-22,2,0.000697353
-20,2,0.000678511
-18,2,0.000660468
-16,2,0.000643283
-14,2,0.00062701
-12,2,0.000611699
-10,2,0.000597395
-8,2,0.000584137
-6,2,0.000571961
-4,2,0.000560896
-2,2,0.000550966
0,2,0.000542189
2,2,0.000534578
4,2,0.000528141
6,2,0.000522878
8,2,0.000518786
10,2,0.000515856
12,2,0.000514072
14,2,0.000513415
16,2,0.000513859
18,2,0.000515373
20,2,0.000517922
22,2,0.000521466
24,2,0.000525961
26,2,0.000531359
28,2,0.000537607
30,2,0.000544648
32,2,0.000552425
34,2,0.000560874
36,2,0.00056993
38,2,0.000579527
40,2,0.000589596
42,2,0.000600065
44,2,0.000610863
46,2,0.000621918
48,2,0.000633156
50,2,0.000644504
52,2,0.000655889
54,2,0.000667239
56,2,0.000678483
58,2,0.000689552
60,2,0.000700378
62,2,0.000710894
64,2,0.000721038
66,2,0.00073075
68,2,0.000739971
70,2,0.000748649
72,2,0.000756732
74,2,0.000764174
76,2,0.000770934
78,2,0.000776973
80,2,0.000782257
82,2,0.000786759
84,2,0.000790453
86,2,0.000793323
88,2,0.000795353
90,2,0.000796535
92,2,0.000796865
94,2,0.000796346
96,2,0.000794984
98,2,0.00079279
100,2,0.000789783
102,2,0.000785983
104,2,0.000781418
106,2,0.00077612
108,2,0.000770124
110,2,0.000763471
112,2,0.000756206
114,2,0.000748377
116,2,0.000740036
118,2,0.00073124
120,2,0.000722046
122,2,0.000712517
124,2,0.000702717
126,2,0.000692712
128,2,0.00068257
130,2,0.00067236
132,2,0.000662154
134,2,0.000652022
136,2,0.000642037
138,2,0.00063227
140,2,0.000622793
142,2,0.000613677
144,2,0.00060499
146,2,0.000596801
148,2,0.000589176
150,2,0.000582178
152,2,0.00057587
154,2,0.000570309
156,2,0.00056555
158,2,0.000561646
160,2,0.000558643
162,2,0.000556587
164,2,0.000555515
166,2,0.000555463
168,2,0.00055646
170,2,0.000558532
172,2,0.000561699
174,2,0.000565975
176,2,0.00057137
178,2,0.000577886
180,2,0.000585523
-180,4,0.00222981
-178,4,0.00224838
-176,4,0.00227141
-174,4,0.00229884
-172,4,0.0023306
-170,4,0.00236659
-168,4,0.00240669
-166,4,0.00245077
-164,4,0.00249865
-162,4,0.00255016
-160,4,0.00260511
-158,4,0.00266328
-156,4,0.00272443
-154,4,0.00278832
-152,4,0.00285469
-150,4,0.00292326
-148,4,0.00299375
-146,4,0.00306585
-144,4,0.00313927
-142,4,0.00321368
-140,4,0.00328877
-138,4,0.00336422
-136,4,0.0034397
-134,4,0.00351487
-132,4,0.00358942
-130,4,0.00366302
-128,4,0.00373534
-126,4,0.00380606
-124,4,0.00387488
-122,4,0.00394149
-120,4,0.00400559
-118,4,0.00406691
-116,4,0.00412516
-114,4,0.0041801
-112,4,0.00423146
-110,4,0.00427903
-108,4,0.00432259
-106,4,0.00436195
-104,4,0.00439693
-102,4,0.00442737
-100,4,0.00445312
-98,4,0.00447409
-96,4,0.00449016
-94,4,0.00450126
-92,4,0.00450734
-90,4,0.00450836
-88,4,0.00450433
-86,4,0.00449524
-84,4,0.00448114
-82,4,0.00446208
-80,4,0.00443814
-78,4,0.00440943
-76,4,0.00437606
-74,4,0.00433818
-72,4,0.00429594
-70,4,0.00424953
-68,4,0.00419915
-66,4,0.00414501
-64,4,0.00408735
-62,4,0.00402641
-60,4,0.00396246
-58,4,0.00389578
-56,4,0.00382664
-54,4,0.00375536
-52,4,0.00368223
-50,4,0.00360757
-48,4,0.0035317
-46,4,0.00345494
-44,4,0.00337764
-42,4,0.00330011
-40,4,0.00322268
-38,4,0.00314569
-36,4,0.00306947
-34,4,0.00299433
-32,4,0.00292058
-30,4,0.00284854
-28,4,0.00277851
-26,4,0.00271078
-24,4,0.00264561
-22,4,0.00258328
-20,4,0.00252404
-18,4,0.00246811
-16,4,0.00241571
-14,4,0.00236705
-12,4,0.0023223
-10,4,0.00228162
-8,4,0.00224516
-6,4,0.00221304
-4,4,0.00218534
-2,4,0.00216215
0,4,0.00214353
2,4,0.00212949
4,4,0.00212006
6,4,0.00211522
8,4,0.00211494
10,4,0.00211914
12,4,0.00212777
14,4,0.0021407
16,4,0.00215783
18,4,0.00217902
20,4,0.00220409
22,4,0.00223288
24,4,0.00226518
26,4,0.00230079
28,4,0.00233948
30,4,0.002381
32,4,0.0024251
34,4,0.00247152
36,4,0.00251999
38,4,0.00257021
40,4,0.0026219
42,4,0.00267477
44,4,0.0027285
46,4,0.00278282
48,4,0.0028374
50,4,0.00289194
52,4,0.00294615
54,4,0.00299974
56,4,0.0030524
58,4,0.00310385
60,4,0.00315382
62,4,0.00320204
64,4,0.00324825
66,4,0.00329221
68,4,0.00333368
70,4,0.00337244
72,4,0.0034083
74,4,0.00344107
76,4,0.00347057
78,4,0.00349665
80,4,0.00351919
82,4,0.00353806
84,4,0.00355317
86,4,0.00356445
88,4,0.00357184
90,4,0.00357532
92,4,0.00357486
94,4,0.00357047
96,4,0.00356219
98,4,0.00355007
100,4,0.00353418
102,4,0.0035146
104,4,0.00349145
106,4,0.00346486
108,4,0.00343498
110,4,0.00340197
112,4,0.00336602
114,4,0.00332732
116,4,0.00328609
118,4,0.00324257
120,4,0.00319698
122,4,0.00314959
124,4,0.00310067
126,4,0.00305047
128,4,0.00299929
130,4,0.00294742
132,4,0.00289515
134,4,0.00284277
136,4,0.00279059
138,4,0.0027389
140,4,0.00268801
142,4,0.00263821
144,4,0.0025898
146,4,0.00254307
148,4,0.00249828
150,4,0.00245573
152,4,0.00241567
154,4,0.00237835
156,4,0.00234401
158,4,0.00231288
160,4,0.00228518
162,4,0.00226108
164,4,0.00224078
166,4,0.00222443
168,4,0.00221217
170,4,0.00220412
172,4,0.00220038
174,4,0.00220103
176,4,0.00220614
178,4,0.00221572
180,4,0.00222981
-180,6,0.00492101
-178,6,0.00495039
-176,6,0.00498979
-174,6,0.00503909
-172,6,0.00509815
-170,6,0.00516675
-168,6,0.00524463
-166,6,0.00533151
-164,6,0.00542702
-162,6,0.00553077
-160,6,0.00564234
-158,6,0.00576124
-156,6,0.00588697
-154,6,0.00601898
-152,6,0.00615669
-150,6,0.00629949
-148,6,0.00644676
-146,6,0.00659783
-144,6,0.00675204
-142,6,0.00690869
-140,6,0.00706708
-138,6,0.00722649
-136,6,0.00738621
-134,6,0.00754553
-132,6,0.00770371
-130,6,0.00786005
-128,6,0.00801384
-126,6,0.00816439
-124,6,0.00831101
-122,6,0.00845305
-120,6,0.00858985
-118,6,0.00872082
-116,6,0.00884534
-114,6,0.00896287
-112,6,0.00907287
-110,6,0.00917484
-108,6,0.00926832
-106,6,0.00935289
-104,6,0.00942817
-102,6,0.00949382
-100,6,0.00954953
-98,6,0.00959505
-96,6,0.00963017
-94,6,0.00965474
-92,6,0.00966863
-90,6,0.00967177
-88,6,0.00966415
-86,6,0.00964578
-84,6,0.00961675
-82,6,0.00957718
-80,6,0.00952723
-78,6,0.00946713
-76,6,0.00939712
-74,6,0.00931751
-72,6,0.00922865
-70,6,0.00913093
-68,6,0.00902478
-66,6,0.00891065
-64,6,0.00878906
-62,6,0.00866054
-60,6,0.00852566
-58,6,0.00838501
-56,6,0.00823921
-54,6,0.00808892
-52,6,0.00793479
-50,6,0.00777752
-48,6,0.00761779
-46,6,0.00745633
-44,6,0.00729384
-42,6,0.00713106
-40,6,0.0069687
-38,6,0.00680749
-36,6,0.00664815
-34,6,0.00649137
-32,6,0.00633785
-30,6,0.00618827
-28,6,0.00604329
-26,6,0.00590354
-24,6,0.00576964
-22,6,0.00564216
-20,6,0.00552165
-18,6,0.00540862
-16,6,0.00530355
-14,6,0.00520688
-12,6,0.00511899
-10,6,0.00504025
-8,6,0.00497094
-6,6,0.00491134
-4,6,0.00486164
-2,6,0.00482201
0,6,0.00479255
2,6,0.00477332
4,6,0.00476432
6,6,0.00476551
8,6,0.00477679
10,6,0.00479802
12,6,0.00482899
14,6,0.00486947
16,6,0.00491917
18,6,0.00497774
20,6,0.00504482
22,6,0.00511998
24,6,0.00520277
26,6,0.00529269
28,6,0.00538922
30,6,0.0054918
32,6,0.00559985
34,6,0.00571277
36,6,0.00582991
38,6,0.00595064
40,6,0.0060743
42,6,0.00620021
44,6,0.0063277
46,6,0.00645609
48,6,0.00658468
50,6,0.00671281
52,6,0.0068398
54,6,0.00696498
56,6,0.00708771
58,6,0.00720735
60,6,0.00732327
62,6,0.0074349
64,6,0.00754165
66,6,0.00764299
68,6,0.0077384
70,6,0.0078274
72,6,0.00790954
74,6,0.00798442
76,6,0.00805165
78,6,0.00811091
80,6,0.0081619
82,6,0.00820438
84,6,0.00823814
86,6,0.00826301
88,6,0.00827888
90,6,0.00828567
92,6,0.00828337
94,6,0.00827199
96,6,0.00825159
98,6,0.00822229
100,6,0.00818425
102,6,0.00813767
104,6,0.00808278
106,6,0.00801989
108,6,0.00794931
110,6,0.00787141
112,6,0.0077866
114,6,0.00769532
116,6,0.00759805
118,6,0.0074953
120,6,0.00738759
122,6,0.00727551
124,6,0.00715964
126,6,0.00704058
128,6,0.00691898
130,6,0.00679547
132,6,0.00667073
134,6,0.00654541
136,6,0.00642019
138,6,0.00629575
140,6,0.00617278
142,6,0.00605194
144,6,0.0059339
