Phi[deg],Theta[deg],RealizedGainTotal
-180,0,0.842226
-178,0,0.842226
-176,0,0.842226
-174,0,0.842226
-172,0,0.842226
-170,0,0.842226
-168,0,0.842226
-166,0,0.842226
-164,0,0.842226
-162,0,0.842226
-160,0,0.842226
-158,0,0.842226
-156,0,0.842226
-154,0,0.842226
-152,0,0.842226
-150,0,0.842226
-148,0,0.842226
-146,0,0.842226
-144,0,0.842226
-142,0,0.842226
-140,0,0.842226
-138,0,0.842226
-136,0,0.842226
-134,0,0.842226
-132,0,0.842226
-130,0,0.842226
-128,0,0.842226
-126,0,0.842226
-124,0,0.842226
-122,0,0.842226
-120,0,0.842226
-118,0,0.842226
-116,0,0.842226
-114,0,0.842226
-112,0,0.842226
-110,0,0.842226
-108,0,0.842226
-106,0,0.842226
-104,0,0.842226
-102,0,0.842226
-100,0,0.842226
-98,0,0.842226
-96,0,0.842226
-94,0,0.842226
-92,0,0.842226
-90,0,0.842226
-88,0,0.842226
-86,0,0.842226
-84,0,0.842226
-82,0,0.842226
-80,0,0.842226
-78,0,0.842226
-76,0,0.842226
-74,0,0.842226
-72,0,0.842226
-70,0,0.842226
-68,0,0.842226
-66,0,0.842226
-64,0,0.842226
-62,0,0.842226
-60,0,0.842226
-58,0,0.842226
-56,0,0.842226
-54,0,0.842226
-52,0,0.842226
-50,0,0.842226
-48,0,0.842226
-46,0,0.842226
-44,0,0.842226
-42,0,0.842226
-40,0,0.842226
-38,0,0.842226
-36,0,0.842226
-34,0,0.842226
-32,0,0.842226
-30,0,0.842226
-28,0,0.842226
-26,0,0.842226
-24,0,0.842226
-22,0,0.842226
-20,0,0.842226
-18,0,0.842226
-16,0,0.842226
-14,0,0.842226
-12,0,0.842226
-10,0,0.842226
-8,0,0.842226
-6,0,0.842226
-4,0,0.842226
-2,0,0.842226
0,0,0.842226
2,0,0.842226
4,0,0.842226
6,0,0.842226
8,0,0.842226
10,0,0.842226
12,0,0.842226
14,0,0.842226
16,0,0.842226
18,0,0.842226
20,0,0.842226
22,0,0.842226
24,0,0.842226
26,0,0.842226
28,0,0.842226
30,0,0.842226
32,0,0.842226
34,0,0.842226
36,0,0.842226
38,0,0.842226
40,0,0.842226
42,0,0.842226
44,0,0.842226
46,0,0.842226
48,0,0.842226
50,0,0.842226
52,0,0.842226
54,0,0.842226
56,0,0.842226
58,0,0.842226
60,0,0.842226
62,0,0.842226
64,0,0.842226
66,0,0.842226
68,0,0.842226
70,0,0.842226
72,0,0.842226
74,0,0.842226
76,0,0.842226
78,0,0.842226
80,0,0.842226
82,0,0.842226
84,0,0.842226
86,0,0.842226
88,0,0.842226
90,0,0.842226
