Phi[deg],Theta[deg],RealizedGainTotal
-180,0,1.27166e-07
-178,0,1.27166e-07
-176,0,1.27166e-07
-174,0,1.27166e-07
-172,0,1.27166e-07
-170,0,1.27166e-07
-168,0,1.27166e-07
-166,0,1.27166e-07
-164,0,1.27166e-07
-162,0,1.27166e-07
-160,0,1.27166e-07
-158,0,1.27166e-07
-156,0,1.27166e-07
-154,0,1.27166e-07
-152,0,1.27166e-07
-150,0,1.27166e-07
-148,0,1.27166e-07
-146,0,1.27166e-07
-144,0,1.27166e-07
-142,0,1.27166e-07
-140,0,1.27166e-07
-138,0,1.27166e-07
-136,0,1.27166e-07
-134,0,1.27166e-07
-132,0,1.27166e-07
-130,0,1.27166e-07
-128,0,1.27166e-07
-126,0,1.27166e-07
-124,0,1.27166e-07
-122,0,1.27166e-07
-120,0,1.27166e-07
-118,0,1.27166e-07
-116,0,1.27166e-07
-114,0,1.27166e-07
-112,0,1.27166e-07
-110,0,1.27166e-07
-108,0,1.27166e-07
-106,0,1.27166e-07
-104,0,1.27166e-07
-102,0,1.27166e-07
-100,0,1.27166e-07
-98,0,1.27166e-07
-96,0,1.27166e-07
-94,0,1.27166e-07
-92,0,1.27166e-07
-90,0,1.27166e-07
-88,0,1.27166e-07
-86,0,1.27166e-07
-84,0,1.27166e-07
-82,0,1.27166e-07
-80,0,1.27166e-07
-78,0,1.27166e-07
-76,0,1.27166e-07
-74,0,1.27166e-07
-72,0,1.27166e-07
-70,0,1.27166e-07
-68,0,1.27166e-07
-66,0,1.27166e-07
-64,0,1.27166e-07
-62,0,1.27166e-07
-60,0,1.27166e-07
-58,0,1.27166e-07
-56,0,1.27166e-07
-54,0,1.27166e-07
-52,0,1.27166e-07
-50,0,1.27166e-07
-48,0,1.27166e-07
-46,0,1.27166e-07
-44,0,1.27166e-07
-42,0,1.27166e-07
-40,0,1.27166e-07
-38,0,1.27166e-07
-36,0,1.27166e-07
-34,0,1.27166e-07
-32,0,1.27166e-07
-30,0,1.27166e-07
-28,0,1.27166e-07
-26,0,1.27166e-07
-24,0,1.27166e-07
-22,0,1.27166e-07
-20,0,1.27166e-07
-18,0,1.27166e-07
-16,0,1.27166e-07
-14,0,1.27166e-07
-12,0,1.27166e-07
-10,0,1.27166e-07
-8,0,1.27166e-07
-6,0,1.27166e-07
-4,0,1.27166e-07
-2,0,1.27166e-07
0,0,1.27166e-07
2,0,1.27166e-07
4,0,1.27166e-07
6,0,1.27166e-07
8,0,1.27166e-07
10,0,1.27166e-07
12,0,1.27166e-07
14,0,1.27166e-07
16,0,1.27166e-07
18,0,1.27166e-07
20,0,1.27166e-07
22,0,1.27166e-07
24,0,1.27166e-07
26,0,1.27166e-07
28,0,1.27166e-07
30,0,1.27166e-07
32,0,1.27166e-07
34,0,1.27166e-07
36,0,1.27166e-07
38,0,1.27166e-07
40,0,1.27166e-07
42,0,1.27166e-07
44,0,1.27166e-07
46,0,1.27166e-07
48,0,1.27166e-07
50,0,1.27166e-07
52,0,1.27166e-07
54,0,1.27166e-07
56,0,1.27166e-07
58,0,1.27166e-07
60,0,1.27166e-07
62,0,1.27166e-07
64,0,1.27166e-07
66,0,1.27166e-07
68,0,1.27166e-07
70,0,1.27166e-07
72,0,1.27166e-07
74,0,1.27166e-07
76,0,1.27166e-07
78,0,1.27166e-07
80,0,1.27166e-07
82,0,1.27166e-07
84,0,1.27166e-07
86,0,1.27166e-07
88,0,1.27166e-07
90,0,1.27166e-07
92,0,1.27166e-07
94,0,1.27166e-07
96,0,1.27166e-07
98,0,1.27166e-07
100,0,1.27166e-07
102,0,1.27166e-07
104,0,1.27166e-07
106,0,1.27166e-07
108,0,1.27166e-07
110,0,1.27166e-07
112,0,1.27166e-07
