Phi[deg],Theta[deg],RealizedGainTotal
-180,0,0.740529
-178,0,0.740529
-176,0,0.740529
-174,0,0.740529
-172,0,0.740529
-170,0,0.740529
-168,0,0.740529
-166,0,0.740529
-164,0,0.740529
-162,0,0.740529
-160,0,0.740529
-158,0,0.740529
-156,0,0.740529
-154,0,0.740529
-152,0,0.740529
-150,0,0.740529
-148,0,0.740529
-146,0,0.740529
-144,0,0.740529
-142,0,0.740529
-140,0,0.740529
-138,0,0.740529
-136,0,0.740529
-134,0,0.740529
-132,0,0.740529
-130,0,0.740529
-128,0,0.740529
-126,0,0.740529
-124,0,0.740529
-122,0,0.740529
-120,0,0.740529
-118,0,0.740529
-116,0,0.740529
-114,0,0.740529
-112,0,0.740529
-110,0,0.740529
-108,0,0.740529
-106,0,0.740529
-104,0,0.740529
-102,0,0.740529
-100,0,0.740529
-98,0,0.740529
-96,0,0.740529
-94,0,0.740529
-92,0,0.740529
-90,0,0.740529
-88,0,0.740529
-86,0,0.740529
-84,0,0.740529
-82,0,0.740529
-80,0,0.740529
-78,0,0.740529
-76,0,0.740529
-74,0,0.740529
-72,0,0.740529
-70,0,0.740529
-68,0,0.740529
-66,0,0.740529
-64,0,0.740529
-62,0,0.740529
-60,0,0.740529
-58,0,0.740529
-56,0,0.740529
-54,0,0.740529
-52,0,0.740529
-50,0,0.740529
-48,0,0.740529
-46,0,0.740529
-44,0,0.740529
-42,0,0.740529
-40,0,0.740529
-38,0,0.740529
-36,0,0.740529
-34,0,0.740529
-32,0,0.740529
-30,0,0.740529
-28,0,0.740529
-26,0,0.740529
-24,0,0.740529
-22,0,0.740529
-20,0,0.740529
-18,0,0.740529
-16,0,0.740529
-14,0,0.740529
-12,0,0.740529
-10,0,0.740529
-8,0,0.740529
-6,0,0.740529
-4,0,0.740529
-2,0,0.740529
0,0,0.740529
2,0,0.740529
4,0,0.740529
6,0,0.740529
8,0,0.740529
10,0,0.740529
12,0,0.740529
14,0,0.740529
16,0,0.740529
18,0,0.740529
20,0,0.740529
22,0,0.740529
24,0,0.740529
26,0,0.740529
28,0,0.740529
30,0,0.740529
32,0,0.740529
34,0,0.740529
36,0,0.740529
38,0,0.740529
40,0,0.740529
42,0,0.740529
44,0,0.740529
46,0,0.740529
48,0,0.740529
50,0,0.740529
52,0,0.740529
54,0,0.740529
56,0,0.740529
58,0,0.740529
60,0,0.740529
62,0,0.740529
64,0,0.740529
66,0,0.740529
68,0,0.740529
70,0,0.740529
72,0,0.740529
74,0,0.740529
76,0,0.740529
78,0,0.740529
80,0,0.740529
82,0,0.740529
84,0,0.740529
86,0,0.740529
88,0,0.740529
90,0,0.740529
92,0,0.740529
94,0,0.740529
96,0,0.740529
98,0,0.740529
100,0,0.740529
102,0,0.740529
104,0,0.740529
106,0,0.740529
108,0,0.740529
110,0,0.740529
112,0,0.740529
114,0,0.740529
116,0,0.740529
118,0,0.740529
120,0,0.740529
122,0,0.740529
124,0,0.740529
126,0,0.740529
128,0,0.740529
130,0,0.740529
132,0,0.740529
134,0,0.740529
136,0,0.740529
138,0,0.740529
140,0,0.740529
142,0,0.740529
144,0,0.740529
146,0,0.740529
148,0,0.740529
150,0,0.740529
152,0,0.740529
154,0,0.740529
156,0,0.740529
158,0,0.740529
160,0,0.740529
162,0,0.740529
164,0,0.740529
166,0,0.740529
168,0,0.740529
170,0,0.740529
172,0,0.740529
174,0,0.740529
176,0,0.740529
178,0,0.740529
180,0,0.740529
-180,2,0.772953
-178,2,0.771835
-176,2,0.770679
-174,2,0.769485
-172,2,0.768255
-170,2,0.766989
-168,2,0.76569
-166,2,0.76436
-164,2,0.762998
-162,2,0.761607
-160,2,0.760189
-158,2,0.758744
-156,2,0.757276
-154,2,0.755784
-152,2,0.754272
-150,2,0.75274
-148,2,0.751191
-146,2,0.749626
-144,2,0.748047
-142,2,0.746456
-140,2,0.744855
-138,2,0.743246
-136,2,0.741631
-134,2,0.740012
-132,2,0.73839
-130,2,0.736768
-128,2,0.735147
-126,2,0.73353
-124,2,0.731919
-122,2,0.730316
-120,2,0.728722
-118,2,0.72714
-116,2,0.725572
-114,2,0.72402
-112,2,0.722486
-110,2,0.720971
-108,2,0.719478
-106,2,0.718009
-104,2,0.716566
-102,2,0.71515
-100,2,0.713763
-98,2,0.712408
-96,2,0.711086
-94,2,0.709798
-92,2,0.708548
-90,2,0.707335
-88,2,0.706163
-86,2,0.705032
-84,2,0.703944
-82,2,0.702901
-80,2,0.701904
-78,2,0.700954
-76,2,0.700053
-74,2,0.699202
-72,2,0.698402
-70,2,0.697654
-68,2,0.69696
-66,2,0.69632
-64,2,0.695735
-62,2,0.695206
-60,2,0.694734
-58,2,0.694319
-56,2,0.693962
-54,2,0.693664
-52,2,0.693425
-50,2,0.693245
