Phi[deg],Theta[deg],RealizedGainTotal
-180,0,9.96971e-05
-178,0,9.96971e-05
-176,0,9.96971e-05
-174,0,9.96971e-05
-172,0,9.96971e-05
-170,0,9.96971e-05
-168,0,9.96971e-05
-166,0,9.96971e-05
-164,0,9.96971e-05
-162,0,9.96971e-05
-160,0,9.96971e-05
-158,0,9.96971e-05
-156,0,9.96971e-05
-154,0,9.96971e-05
-152,0,9.96971e-05
-150,0,9.96971e-05
-148,0,9.96971e-05
-146,0,9.96971e-05
-144,0,9.96971e-05
-142,0,9.96971e-05
-140,0,9.96971e-05
-138,0,9.96971e-05
-136,0,9.96971e-05
-134,0,9.96971e-05
-132,0,9.96971e-05
-130,0,9.96971e-05
-128,0,9.96971e-05
-126,0,9.96971e-05
-124,0,9.96971e-05
-122,0,9.96971e-05
-120,0,9.96971e-05
-118,0,9.96971e-05
-116,0,9.96971e-05
-114,0,9.96971e-05
-112,0,9.96971e-05
-110,0,9.96971e-05
-108,0,9.96971e-05
-106,0,9.96971e-05
-104,0,9.96971e-05
-102,0,9.96971e-05
-100,0,9.96971e-05
-98,0,9.96971e-05
-96,0,9.96971e-05
-94,0,9.96971e-05
-92,0,9.96971e-05
-90,0,9.96971e-05
-88,0,9.96971e-05
-86,0,9.96971e-05
-84,0,9.96971e-05
-82,0,9.96971e-05
-80,0,9.96971e-05
-78,0,9.96971e-05
-76,0,9.96971e-05
-74,0,9.96971e-05
-72,0,9.96971e-05
-70,0,9.96971e-05
-68,0,9.96971e-05
-66,0,9.96971e-05
-64,0,9.96971e-05
-62,0,9.96971e-05
-60,0,9.96971e-05
-58,0,9.96971e-05
-56,0,9.96971e-05
-54,0,9.96971e-05
-52,0,9.96971e-05
-50,0,9.96971e-05
-48,0,9.96971e-05
-46,0,9.96971e-05
-44,0,9.96971e-05
-42,0,9.96971e-05
-40,0,9.96971e-05
-38,0,9.96971e-05
-36,0,9.96971e-05
-34,0,9.96971e-05
-32,0,9.96971e-05
-30,0,9.96971e-05
-28,0,9.96971e-05
-26,0,9.96971e-05
-24,0,9.96971e-05
-22,0,9.96971e-05
-20,0,9.96971e-05
-18,0,9.96971e-05
-16,0,9.96971e-05
-14,0,9.96971e-05
-12,0,9.96971e-05
-10,0,9.96971e-05
-8,0,9.96971e-05
-6,0,9.96971e-05
-4,0,9.96971e-05
-2,0,9.96971e-05
0,0,9.96971e-05
2,0,9.96971e-05
4,0,9.96971e-05
6,0,9.96971e-05
8,0,9.96971e-05
10,0,9.96971e-05
12,0,9.96971e-05
14,0,9.96971e-05
16,0,9.96971e-05
18,0,9.96971e-05
20,0,9.96971e-05
22,0,9.96971e-05
24,0,9.96971e-05
26,0,9.96971e-05
28,0,9.96971e-05
30,0,9.96971e-05
32,0,9.96971e-05
34,0,9.96971e-05
36,0,9.96971e-05
38,0,9.96971e-05
40,0,9.96971e-05
42,0,9.96971e-05
44,0,9.96971e-05
46,0,9.96971e-05
48,0,9.96971e-05
50,0,9.96971e-05
52,0,9.96971e-05
54,0,9.96971e-05
56,0,9.96971e-05
58,0,9.96971e-05
60,0,9.96971e-05
62,0,9.96971e-05
64,0,9.96971e-05
66,0,9.96971e-05
68,0,9.96971e-05
70,0,9.96971e-05
72,0,9.96971e-05
74,0,9.96971e-05
76,0,9.96971e-05
78,0,9.96971e-05
80,0,9.96971e-05
82,0,9.96971e-05
84,0,9.96971e-05
86,0,9.96971e-05
88,0,9.96971e-05
90,0,9.96971e-05
92,0,9.96971e-05
94,0,9.96971e-05
96,0,9.96971e-05
98,0,9.96971e-05
100,0,9.96971e-05
102,0,9.96971e-05
104,0,9.96971e-05
106,0,9.96971e-05
108,0,9.96971e-05
110,0,9.96971e-05
112,0,9.96971e-05
114,0,9.96971e-05
116,0,9.96971e-05
118,0,9.96971e-05
120,0,9.96971e-05
122,0,9.96971e-05
124,0,9.96971e-05
126,0,9.96971e-05
128,0,9.96971e-05
130,0,9.96971e-05
132,0,9.96971e-05
134,0,9.96971e-05
136,0,9.96971e-05
138,0,9.96971e-05
140,0,9.96971e-05
142,0,9.96971e-05
144,0,9.96971e-05
146,0,9.96971e-05
148,0,9.96971e-05
150,0,9.96971e-05
152,0,9.96971e-05
154,0,9.96971e-05
156,0,9.96971e-05
158,0,9.96971e-05
160,0,9.96971e-05
162,0,9.96971e-05
164,0,9.96971e-05
166,0,9.96971e-05
168,0,9.96971e-05
170,0,9.96971e-05
172,0,9.96971e-05
174,0,9.96971e-05
176,0,9.96971e-05
178,0,9.96971e-05
180,0,9.96971e-05
-180,2,0.000107275
-178,2,0.000107017
-176,2,0.00010675
-174,2,0.000106475
-172,2,0.000106192
-170,2,0.000105902
-168,2,0.000105604
-166,2,0.0001053
-164,2,0.000104989
-162,2,0.000104671
-160,2,0.000104349
-158,2,0.00010402
-156,2,0.000103687
-154,2,0.00010335
-152,2,0.000103008
-150,2,0.000102662
-148,2,0.000102313
-146,2,0.000101962
-144,2,0.000101607
-142,2,0.000101251
-140,2,0.000100894
-138,2,0.000100535
-136,2,0.000100175
-134,2,9.98153e-05
-132,2,9.94557e-05
-130,2,9.90966e-05
-128,2,9.87386e-05
-126,2,9.83821e-05
-124,2,9.80275e-05
-122,2,9.76752e-05
-120,2,9.73257e-05
-118,2,9.69795e-05
-116,2,9.66369e-05
-114,2,9.62983e-05
-112,2,9.59642e-05
-110,2,9.56349e-05
-108,2,9.5311e-05
-106,2,9.49927e-05
-104,2,9.46805e-05
-102,2,9.43747e-05
-100,2,9.40758e-05
-98,2,9.3784e-05
-96,2,9.34998e-05
-94,2,9.32235e-05
-92,2,9.29554e-05
-90,2,9.26959e-05
-88,2,9.24452e-05
-86,2,9.22038e-05
-84,2,9.19718e-05
-82,2,9.17496e-05
-80,2,9.15375e-05
-78,2,9.13357e-05
-76,2,9.11444e-05
-74,2,9.09639e-05
-72,2,9.07944e-05
-70,2,9.06361e-05
-68,2,9.04893e-05
-66,2,9.0354e-05
-64,2,9.02306e-05
-62,2,9.0119e-05
-60,2,9.00195e-05
-58,2,8.99321e-05
-56,2,8.98571e-05
-54,2,8.97944e-05
-52,2,8.97441e-05
-50,2,8.97064e-05
-48,2,8.96813e-05
-46,2,8.96687e-05
-44,2,8.96687e-05
-42,2,8.96814e-05
-40,2,8.97066e-05
-38,2,8.97444e-05
-36,2,8.97947e-05
-34,2,8.98575e-05
-32,2,8.99326e-05
-30,2,9.00201e-05
-28,2,9.01197e-05
-26,2,9.02313e-05
-24,2,9.03549e-05
-22,2,9.04902e-05
-20,2,9.06371e-05
-18,2,9.07954e-05
-16,2,9.0965e-05
-14,2,9.11456e-05
-12,2,9.13369e-05
-10,2,9.15388e-05
-8,2,9.1751e-05
-6,2,9.19733e-05
-4,2,9.22053e-05
-2,2,9.24468e-05
0,2,9.26975e-05
2,2,9.29571e-05
4,2,9.32252e-05
6,2,9.35016e-05
8,2,9.37858e-05
10,2,9.40776e-05
12,2,9.43766e-05
14,2,9.46824e-05
16,2,9.49947e-05
18,2,9.5313e-05
20,2,9.5637e-05
22,2,9.59663e-05
24,2,9.63004e-05
26,2,9.6639e-05
28,2,9.69817e-05
30,2,9.73279e-05
32,2,9.76774e-05
34,2,9.80297e-05
36,2,9.83843e-05
38,2,9.87408e-05
40,2,9.90989e-05
42,2,9.94579e-05
44,2,9.98176e-05
46,2,0.000100177
48,2,0.000100537
50,2,0.000100896
52,2,0.000101254
54,2,0.00010161
56,2,0.000101964
58,2,0.000102315
60,2,0.000102664
62,2,0.00010301
64,2,0.000103352
66,2,0.000103689
68,2,0.000104022
70,2,0.000104351
72,2,0.000104673
74,2,0.000104991
76,2,0.000105302
78,2,0.000105606
80,2,0.000105904
82,2,0.000106194
84,2,0.000106477
86,2,0.000106752
88,2,0.000107019
90,2,0.000107277
92,2,0.000107526
94,2,0.000107766
96,2,0.000107997
98,2,0.000108217
100,2,0.000108428
102,2,0.000108629
104,2,0.000108819
106,2,0.000108998
108,2,0.000109166
110,2,0.000109324
112,2,0.000109469
114,2,0.000109604
116,2,0.000109726
118,2,0.000109837
120,2,0.000109936
122,2,0.000110022
124,2,0.000110097
126,2,0.000110159
128,2,0.000110209
130,2,0.000110246
132,2,0.000110271
134,2,0.000110284
136,2,0.000110284
138,2,0.000110271
140,2,0.000110246
142,2,0.000110209
144,2,0.000110159
146,2,0.000110096
148,2,0.000110022
150,2,0.000109935
152,2,0.000109836
154,2,0.000109725
156,2,0.000109603
158,2,0.000109468
160,2,0.000109323
162,2,0.000109165
164,2,0.000108997
166,2,0.000108818
168,2,0.000108628
170,2,0.000108427
172,2,0.000108216
174,2,0.000107995
176,2,0.000107765
178,2,0.000107524
180,2,0.000107275
-180,4,0.000115386
-178,4,0.000114873
-176,4,0.000114342
-174,4,0.000113795
-172,4,0.000113232
-170,4,0.000112654
-168,4,0.000112062
-166,4,0.000111456
-164,4,0.000110837
-162,4,0.000110205
-160,4,0.000109562
-158,4,0.000108909
-156,4,0.000108245
-154,4,0.000107573
-152,4,0.000106892
-150,4,0.000106203
-148,4,0.000105508
-146,4,0.000104807
-144,4,0.000104101
-142,4,0.000103391
-140,4,0.000102678
-138,4,0.000101963
-136,4,0.000101246
-134,4,0.000100528
-132,4,9.98106e-05
-130,4,9.90942e-05
-128,4,9.83799e-05
-126,4,9.76685e-05
-124,4,9.69607e-05
-122,4,9.62576e-05
-120,4,9.556e-05
-118,4,9.48686e-05
-116,4,9.41845e-05
-114,4,9.35083e-05
-112,4,9.2841e-05
-110,4,9.21833e-05
-108,4,9.15361e-05
-106,4,9.09001e-05
-104,4,9.02762e-05
-102,4,8.96651e-05
-100,4,8.90676e-05
-98,4,8.84844e-05
-96,4,8.79162e-05
-94,4,8.73637e-05
-92,4,8.68276e-05
-90,4,8.63086e-05
-88,4,8.58073e-05
-86,4,8.53244e-05
-84,4,8.48603e-05
-82,4,8.44158e-05
-80,4,8.39914e-05
-78,4,8.35875e-05
-76,4,8.32048e-05
-74,4,8.28436e-05
-72,4,8.25044e-05
-70,4,8.21876e-05
-68,4,8.18937e-05
-66,4,8.16229e-05
-64,4,8.13758e-05
-62,4,8.11524e-05
-60,4,8.09532e-05
-58,4,8.07783e-05
