Phi[deg],Theta[deg],re(rEX)[mV],im(rEX)[mV],re(rEY)[mV],im(rEY)[mV],re(rEZ)[mV],im(rEZ)[mV]
-180,0,2208.62,4515.47,-2208.27,-4518.01,5.35318e-13,2.73899e-13
-178,0,2208.62,4515.47,-2208.27,-4518.01,5.43243e-13,2.63573e-13
-176,0,2208.62,4515.47,-2208.27,-4518.01,5.55369e-13,2.45536e-13
-174,0,2208.62,4515.47,-2208.27,-4518.01,5.68813e-13,2.20674e-13
-172,0,2208.62,4515.47,-2208.27,-4518.01,5.81031e-13,1.9121e-13
-170,0,2208.62,4515.47,-2208.27,-4518.01,5.90282e-13,1.60383e-13
-168,0,2208.62,4515.47,-2208.27,-4518.01,5.95898e-13,1.31944e-13
-166,0,2208.62,4515.47,-2208.27,-4518.01,5.98337e-13,1.09558e-13
-164,0,2208.62,4515.47,-2208.27,-4518.01,5.99003e-13,9.62062e-14
-162,0,2208.62,4515.47,-2208.27,-4518.01,5.99886e-13,9.36987e-14
-160,0,2208.62,4515.47,-2208.27,-4518.01,6.03085e-13,1.02383e-13
-158,0,2208.62,4515.47,-2208.27,-4518.01,6.10319e-13,1.21093e-13
-156,0,2208.62,4515.47,-2208.27,-4518.01,6.22511e-13,1.47358e-13
-154,0,2208.62,4515.47,-2208.27,-4518.01,6.39527e-13,1.77819e-13
-152,0,2208.62,4515.47,-2208.27,-4518.01,6.60122e-13,2.08794e-13
-150,0,2208.62,4515.47,-2208.27,-4518.01,6.82096e-13,2.36883e-13
-148,0,2208.62,4515.47,-2208.27,-4518.01,7.02623e-13,2.59496e-13
-146,0,2208.62,4515.47,-2208.27,-4518.01,7.18704e-13,2.75226e-13
-144,0,2208.62,4515.47,-2208.27,-4518.01,7.27647e-13,2.83984e-13
-142,0,2208.62,4515.47,-2208.27,-4518.01,7.27487e-13,2.86879e-13
-140,0,2208.62,4515.47,-2208.27,-4518.01,7.17282e-13,2.85876e-13
-138,0,2208.62,4515.47,-2208.27,-4518.01,6.97224e-13,2.83275e-13
-136,0,2208.62,4515.47,-2208.27,-4518.01,6.6857e-13,2.81152e-13
-134,0,2208.62,4515.47,-2208.27,-4518.01,6.33404e-13,2.80829e-13
-132,0,2208.62,4515.47,-2208.27,-4518.01,5.94289e-13,2.82521e-13
-130,0,2208.62,4515.47,-2208.27,-4518.01,5.53885e-13,2.85216e-13
-128,0,2208.62,4515.47,-2208.27,-4518.01,5.146e-13,2.86823e-13
-126,0,2208.62,4515.47,-2208.27,-4518.01,4.78332e-13,2.84582e-13
-124,0,2208.62,4515.47,-2208.27,-4518.01,4.46351e-13,2.75656e-13
-122,0,2208.62,4515.47,-2208.27,-4518.01,4.19303e-13,2.57803e-13
-120,0,2208.62,4515.47,-2208.27,-4518.01,3.97343e-13,2.29995e-13
-118,0,2208.62,4515.47,-2208.27,-4518.01,3.80322e-13,1.92863e-13
-116,0,2208.62,4515.47,-2208.27,-4518.01,3.67988e-13,1.4886e-13
-114,0,2208.62,4515.47,-2208.27,-4518.01,3.60154e-13,1.02089e-13
-112,0,2208.62,4515.47,-2208.27,-4518.01,3.5677e-13,5.78108e-14
-110,0,2208.62,4515.47,-2208.27,-4518.01,3.57917e-13,2.16783e-14
-108,0,2208.62,4515.47,-2208.27,-4518.01,3.63708e-13,-1.16744e-15
-106,0,2208.62,4515.47,-2208.27,-4518.01,3.74147e-13,-7.00005e-15
-104,0,2208.62,4515.47,-2208.27,-4518.01,3.88982e-13,5.75376e-15
-102,0,2208.62,4515.47,-2208.27,-4518.01,4.07608e-13,3.60785e-14
-100,0,2208.62,4515.47,-2208.27,-4518.01,4.2905e-13,8.03305e-14
-98,0,2208.62,4515.47,-2208.27,-4518.01,4.52046e-13,1.32625e-13
-96,0,2208.62,4515.47,-2208.27,-4518.01,4.75226e-13,1.85608e-13
-94,0,2208.62,4515.47,-2208.27,-4518.01,4.9734e-13,2.31506e-13
-92,0,2208.62,4515.47,-2208.27,-4518.01,5.17501e-13,2.63295e-13
-90,0,2208.62,4515.47,-2208.27,-4518.01,5.35371e-13,2.7579e-13
-88,0,2208.62,4515.47,-2208.27,-4518.01,5.51254e-13,2.66505e-13
-86,0,2208.62,4515.47,-2208.27,-4518.01,5.66059e-13,2.36094e-13
-84,0,2208.62,4515.47,-2208.27,-4518.01,5.81121e-13,1.88332e-13
-82,0,2208.62,4515.47,-2208.27,-4518.01,5.97923e-13,1.29599e-13
-80,0,2208.62,4515.47,-2208.27,-4518.01,6.1775e-13,6.79445e-14
-78,0,2208.62,4515.47,-2208.27,-4518.01,6.41347e-13,1.18811e-14
-76,0,2208.62,4515.47,-2208.27,-4518.01,6.68651e-13,-3.09138e-14
-74,0,2208.62,4515.47,-2208.27,-4518.01,6.98653e-13,-5.47785e-14
-72,0,2208.62,4515.47,-2208.27,-4518.01,7.29417e-13,-5.69415e-14
-70,0,2208.62,4515.47,-2208.27,-4518.01,7.58276e-13,-3.79475e-14
-68,0,2208.62,4515.47,-2208.27,-4518.01,7.82165e-13,-1.56444e-15
-66,0,2208.62,4515.47,-2208.27,-4518.01,7.98045e-13,4.58177e-14
-64,0,2208.62,4515.47,-2208.27,-4518.01,8.03358e-13,9.62013e-14
-62,0,2208.62,4515.47,-2208.27,-4518.01,7.96425e-13,1.4125e-13
-60,0,2208.62,4515.47,-2208.27,-4518.01,7.76733e-13,1.73609e-13
-58,0,2208.62,4515.47,-2208.27,-4518.01,7.4507e-13,1.88068e-13
-56,0,2208.62,4515.47,-2208.27,-4518.01,7.03479e-13,1.82384e-13
-54,0,2208.62,4515.47,-2208.27,-4518.01,6.55055e-13,1.57633e-13
-52,0,2208.62,4515.47,-2208.27,-4518.01,6.03601e-13,1.18032e-13
-50,0,2208.62,4515.47,-2208.27,-4518.01,5.53208e-13,7.02759e-14
-48,0,2208.62,4515.47,-2208.27,-4518.01,5.07814e-13,2.24819e-14
-46,0,2208.62,4515.47,-2208.27,-4518.01,4.70793e-13,-1.70785e-14
-44,0,2208.62,4515.47,-2208.27,-4518.01,4.4462e-13,-4.12636e-14
-42,0,2208.62,4515.47,-2208.27,-4518.01,4.3066e-13,-4.5158e-14
-40,0,2208.62,4515.47,-2208.27,-4518.01,4.29073e-13,-2.6812e-14
-38,0,2208.62,4515.47,-2208.27,-4518.01,4.38853e-13,1.24853e-14
-36,0,2208.62,4515.47,-2208.27,-4518.01,4.57984e-13,6.84351e-14
-34,0,2208.62,4515.47,-2208.27,-4518.01,4.83688e-13,1.34414e-13
-32,0,2208.62,4515.47,-2208.27,-4518.01,5.12747e-13,2.02498e-13
-30,0,2208.62,4515.47,-2208.27,-4518.01,5.41859e-13,2.6466e-13
-28,0,2208.62,4515.47,-2208.27,-4518.01,5.68003e-13,3.13947e-13
-26,0,2208.62,4515.47,-2208.27,-4518.01,5.88774e-13,3.45452e-13
-24,0,2208.62,4515.47,-2208.27,-4518.01,6.02657e-13,3.56937e-13
-22,0,2208.62,4515.47,-2208.27,-4518.01,6.09201e-13,3.49021e-13
-20,0,2208.62,4515.47,-2208.27,-4518.01,6.09069e-13,3.24915e-13
-18,0,2208.62,4515.47,-2208.27,-4518.01,6.03938e-13,2.89765e-13
-16,0,2208.62,4515.47,-2208.27,-4518.01,5.96263e-13,2.49722e-13
-14,0,2208.62,4515.47,-2208.27,-4518.01,5.88896e-13,2.10903e-13
-12,0,2208.62,4515.47,-2208.27,-4518.01,5.84622e-13,1.78413e-13
-10,0,2208.62,4515.47,-2208.27,-4518.01,5.85669e-13,1.55589e-13
-8,0,2208.62,4515.47,-2208.27,-4518.01,5.93255e-13,1.43582e-13
-6,0,2208.62,4515.47,-2208.27,-4518.01,6.07269e-13,1.41339e-13
-4,0,2208.62,4515.47,-2208.27,-4518.01,6.26143e-13,1.4597e-13
-2,0,2208.62,4515.47,-2208.27,-4518.01,6.46969e-13,1.53424e-13
0,0,2208.62,4515.47,-2208.27,-4518.01,6.65857e-13,1.59359e-13
2,0,2208.62,4515.47,-2208.27,-4518.01,6.7852e-13,1.60033e-13
4,0,2208.62,4515.47,-2208.27,-4518.01,6.80984e-13,1.53083e-13
6,0,2208.62,4515.47,-2208.27,-4518.01,6.70328e-13,1.38027e-13
8,0,2208.62,4515.47,-2208.27,-4518.01,6.45328e-13,1.16431e-13
10,0,2208.62,4515.47,-2208.27,-4518.01,6.06861e-13,9.16928e-14
12,0,2208.62,4515.47,-2208.27,-4518.01,5.58007e-13,6.8493e-14
14,0,2208.62,4515.47,-2208.27,-4518.01,5.03767e-13,5.19931e-14
16,0,2208.62,4515.47,-2208.27,-4518.01,4.50451e-13,4.69295e-14
18,0,2208.62,4515.47,-2208.27,-4518.01,4.04778e-13,5.67498e-14
20,0,2208.62,4515.47,-2208.27,-4518.01,3.72858e-13,8.29397e-14
22,0,2208.62,4515.47,-2208.27,-4518.01,3.59189e-13,1.24656e-13
24,0,2208.62,4515.47,-2208.27,-4518.01,3.65865e-13,1.78731e-13
26,0,2208.62,4515.47,-2208.27,-4518.01,3.92133e-13,2.40046e-13
28,0,2208.62,4515.47,-2208.27,-4518.01,4.34384e-13,3.02232e-13
30,0,2208.62,4515.47,-2208.27,-4518.01,4.86608e-13,3.5856e-13
32,0,2208.62,4515.47,-2208.27,-4518.01,5.41248e-13,4.02914e-13
34,0,2208.62,4515.47,-2208.27,-4518.01,5.90318e-13,4.30665e-13
36,0,2208.62,4515.47,-2208.27,-4518.01,6.26615e-13,4.39325e-13
38,0,2208.62,4515.47,-2208.27,-4518.01,6.44805e-13,4.28875e-13
40,0,2208.62,4515.47,-2208.27,-4518.01,6.42229e-13,4.01726e-13
42,0,2208.62,4515.47,-2208.27,-4518.01,6.1926e-13,3.62316e-13
44,0,2208.62,4515.47,-2208.27,-4518.01,5.79189e-13,3.16428e-13
46,0,2208.62,4515.47,-2208.27,-4518.01,5.27635e-13,2.7032e-13
48,0,2208.62,4515.47,-2208.27,-4518.01,4.716e-13,2.29831e-13
50,0,2208.62,4515.47,-2208.27,-4518.01,4.1834e-13,1.99584e-13
52,0,2208.62,4515.47,-2208.27,-4518.01,3.74241e-13,1.82408e-13
54,0,2208.62,4515.47,-2208.27,-4518.01,3.4389e-13,1.79076e-13
56,0,2208.62,4515.47,-2208.27,-4518.01,3.29504e-13,1.88357e-13
58,0,2208.62,4515.47,-2208.27,-4518.01,3.30795e-13,2.0738e-13
60,0,2208.62,4515.47,-2208.27,-4518.01,3.4526e-13,2.32228e-13
62,0,2208.62,4515.47,-2208.27,-4518.01,3.68849e-13,2.58645e-13
64,0,2208.62,4515.47,-2208.27,-4518.01,3.96837e-13,2.82744e-13
66,0,2208.62,4515.47,-2208.27,-4518.01,4.24749e-13,3.01591e-13
68,0,2208.62,4515.47,-2208.27,-4518.01,4.49156e-13,3.13577e-13
70,0,2208.62,4515.47,-2208.27,-4518.01,4.68187e-13,3.18531e-13
72,0,2208.62,4515.47,-2208.27,-4518.01,4.81692e-13,3.17565e-13
74,0,2208.62,4515.47,-2208.27,-4518.01,4.91027e-13,3.12696e-13
76,0,2208.62,4515.47,-2208.27,-4518.01,4.98537e-13,3.06334e-13
78,0,2208.62,4515.47,-2208.27,-4518.01,5.06846e-13,3.00725e-13
80,0,2208.62,4515.47,-2208.27,-4518.01,5.18116e-13,2.97459e-13
82,0,2208.62,4515.47,-2208.27,-4518.01,5.33434e-13,2.97132e-13
84,0,2208.62,4515.47,-2208.27,-4518.01,5.52445e-13,2.9922e-13
86,0,2208.62,4515.47,-2208.27,-4518.01,5.73315e-13,3.02181e-13
88,0,2208.62,4515.47,-2208.27,-4518.01,5.93029e-13,3.0376e-13
90,0,2208.62,4515.47,-2208.27,-4518.01,6.07969e-13,3.01431e-13
92,0,2208.62,4515.47,-2208.27,-4518.01,6.14647e-13,2.92902e-13
94,0,2208.62,4515.47,-2208.27,-4518.01,6.10457e-13,2.76582e-13
96,0,2208.62,4515.47,-2208.27,-4518.01,5.94296e-13,2.5192e-13
98,0,2208.62,4515.47,-2208.27,-4518.01,5.66916e-13,2.19567e-13
100,0,2208.62,4515.47,-2208.27,-4518.01,5.30952e-13,1.81324e-13
102,0,2208.62,4515.47,-2208.27,-4518.01,4.90593e-13,1.39891e-13
104,0,2208.62,4515.47,-2208.27,-4518.01,4.50958e-13,9.84701e-14
106,0,2208.62,4515.47,-2208.27,-4518.01,4.1728e-13,6.02871e-14
108,0,2208.62,4515.47,-2208.27,-4518.01,3.94045e-13,2.81189e-14
110,0,2208.62,4515.47,-2208.27,-4518.01,3.84222e-13,3.91553e-15
112,0,2208.62,4515.47,-2208.27,-4518.01,3.8874e-13,-1.14256e-14
114,0,2208.62,4515.47,-2208.27,-4518.01,4.06281e-13,-1.8096e-14
116,0,2208.62,4515.47,-2208.27,-4518.01,4.3345e-13,-1.72236e-14
118,0,2208.62,4515.47,-2208.27,-4518.01,4.65278e-13,-1.05662e-14
120,0,2208.62,4515.47,-2208.27,-4518.01,4.9599e-13,-1.13882e-16
122,0,2208.62,4515.47,-2208.27,-4518.01,5.1991e-13,1.23236e-14
124,0,2208.62,4515.47,-2208.27,-4518.01,5.32359e-13,2.54637e-14
126,0,2208.62,4515.47,-2208.27,-4518.01,5.30409e-13,3.87683e-14
128,0,2208.62,4515.47,-2208.27,-4518.01,5.13367e-13,5.24915e-14
130,0,2208.62,4515.47,-2208.27,-4518.01,4.82926e-13,6.75504e-14
