Phi[deg],Theta[deg],re(rEX)[mV],im(rEX)[mV],re(rEY)[mV],im(rEY)[mV],re(rEZ)[mV],im(rEZ)[mV]
-180,0,3.39969,2.12266,-0.649328,-0.939378,-1.01623e-13,-2.81491e-13
-178,0,3.39969,2.12266,-0.649328,-0.939378,-1.15297e-13,-2.63099e-13
-176,0,3.39969,2.12266,-0.649328,-0.939378,-1.06762e-13,-2.28524e-13
-174,0,3.39969,2.12266,-0.649328,-0.939378,-7.82237e-14,-1.79973e-13
-172,0,3.39969,2.12266,-0.649328,-0.939378,-3.48286e-14,-1.21712e-13
-170,0,3.39969,2.12266,-0.649328,-0.939378,1.65146e-14,-5.96897e-14
-168,0,3.39969,2.12266,-0.649328,-0.939378,6.85373e-14,-7.93838e-16
-166,0,3.39969,2.12266,-0.649328,-0.939378,1.14918e-13,4.81918e-14
-164,0,3.39969,2.12266,-0.649328,-0.939378,1.51226e-13,8.17634e-14
-162,0,3.39969,2.12266,-0.649328,-0.939378,1.75346e-13,9.67798e-14
-160,0,3.39969,2.12266,-0.649328,-0.939378,1.87346e-13,9.31946e-14
-158,0,3.39969,2.12266,-0.649328,-0.939378,1.88905e-13,7.42218e-14
-156,0,3.39969,2.12266,-0.649328,-0.939378,1.8249e-13,4.58262e-14
-154,0,3.39969,2.12266,-0.649328,-0.939378,1.70532e-13,1.55811e-14
-152,0,3.39969,2.12266,-0.649328,-0.939378,1.54808e-13,-8.90235e-15
-150,0,3.39969,2.12266,-0.649328,-0.939378,1.36177e-13,-2.16443e-14
-148,0,3.39969,2.12266,-0.649328,-0.939378,1.14692e-13,-1.96737e-14
-146,0,3.39969,2.12266,-0.649328,-0.939378,9.00203e-14,-3.7695e-15
-144,0,3.39969,2.12266,-0.649328,-0.939378,6.2011e-14,2.16467e-14
-142,0,3.39969,2.12266,-0.649328,-0.939378,3.12156e-14,4.94816e-14
-140,0,3.39969,2.12266,-0.649328,-0.939378,-8.02435e-16,7.15989e-14
-138,0,3.39969,2.12266,-0.649328,-0.939378,-3.14791e-14,8.07295e-14
-136,0,3.39969,2.12266,-0.649328,-0.939378,-5.75925e-14,7.21959e-14
-134,0,3.39969,2.12266,-0.649328,-0.939378,-7.58543e-14,4.50191e-14
-132,0,3.39969,2.12266,-0.649328,-0.939378,-8.35985e-14,2.12143e-15
-130,0,3.39969,2.12266,-0.649328,-0.939378,-7.93882e-14,-5.04353e-14
-128,0,3.39969,2.12266,-0.649328,-0.939378,-6.33789e-14,-1.04983e-13
-126,0,3.39969,2.12266,-0.649328,-0.939378,-3.73426e-14,-1.54156e-13
-124,0,3.39969,2.12266,-0.649328,-0.939378,-4.34235e-15,-1.92672e-13
-122,0,3.39969,2.12266,-0.649328,-0.939378,3.18653e-14,-2.18509e-13
-120,0,3.39969,2.12266,-0.649328,-0.939378,6.75533e-14,-2.33155e-13
-118,0,3.39969,2.12266,-0.649328,-0.939378,9.96984e-14,-2.40859e-13
-116,0,3.39969,2.12266,-0.649328,-0.939378,1.26445e-13,-2.47084e-13
-114,0,3.39969,2.12266,-0.649328,-0.939378,1.47262e-13,-2.5657e-13
-112,0,3.39969,2.12266,-0.649328,-0.939378,1.62756e-13,-2.71574e-13
-110,0,3.39969,2.12266,-0.649328,-0.939378,1.74224e-13,-2.90767e-13
-108,0,3.39969,2.12266,-0.649328,-0.939378,1.83058e-13,-3.09167e-13
-106,0,3.39969,2.12266,-0.649328,-0.939378,1.9017e-13,-3.19161e-13
-104,0,3.39969,2.12266,-0.649328,-0.939378,1.95596e-13,-3.12426e-13
-102,0,3.39969,2.12266,-0.649328,-0.939378,1.9839e-13,-2.82267e-13
-100,0,3.39969,2.12266,-0.649328,-0.939378,1.96827e-13,-2.25792e-13
-98,0,3.39969,2.12266,-0.649328,-0.939378,1.88884e-13,-1.45337e-13
-96,0,3.39969,2.12266,-0.649328,-0.939378,1.72871e-13,-4.87209e-14
-94,0,3.39969,2.12266,-0.649328,-0.939378,1.48053e-13,5.17868e-14
-92,0,3.39969,2.12266,-0.649328,-0.939378,1.15109e-13,1.41631e-13
-90,0,3.39969,2.12266,-0.649328,-0.939378,7.62816e-14,2.06797e-13
-88,0,3.39969,2.12266,-0.649328,-0.939378,3.51951e-14,2.36675e-13
-86,0,3.39969,2.12266,-0.649328,-0.939378,-3.67229e-15,2.2632e-13
-84,0,3.39969,2.12266,-0.649328,-0.939378,-3.57347e-14,1.77588e-13
-82,0,3.39969,2.12266,-0.649328,-0.939378,-5.71189e-14,9.88962e-14
-80,0,3.39969,2.12266,-0.649328,-0.939378,-6.53792e-14,3.64677e-15
-78,0,3.39969,2.12266,-0.649328,-0.939378,-5.99502e-14,-9.2332e-14
