Phi[deg],Theta[deg],re(rEX)[mV],im(rEX)[mV],re(rEY)[mV],im(rEY)[mV],re(rEZ)[mV],im(rEZ)[mV]
-180,0,1.11804,-0.433909,-5304.95,-7020.72,3.10593e-14,-1.05369e-13
-178,0,1.11804,-0.433909,-5304.95,-7020.72,2.80612e-14,-1.2015e-13
-176,0,1.11804,-0.433909,-5304.95,-7020.72,2.23641e-14,-1.30903e-13
-174,0,1.11804,-0.433909,-5304.95,-7020.72,1.50504e-14,-1.36766e-13
-172,0,1.11804,-0.433909,-5304.95,-7020.72,7.42276e-15,-1.37445e-13
-170,0,1.11804,-0.433909,-5304.95,-7020.72,7.69333e-16,-1.33169e-13
-168,0,1.11804,-0.433909,-5304.95,-7020.72,-3.84907e-15,-1.24598e-13
-166,0,1.11804,-0.433909,-5304.95,-7020.72,-5.75499e-15,-1.12704e-13
-164,0,1.11804,-0.433909,-5304.95,-7020.72,-4.73166e-15,-9.86516e-14
-162,0,1.11804,-0.433909,-5304.95,-7020.72,-1.01542e-15,-8.3682e-14
-160,0,1.11804,-0.433909,-5304.95,-7020.72,4.78793e-15,-6.90164e-14
-158,0,1.11804,-0.433909,-5304.95,-7020.72,1.18423e-14,-5.57739e-14
-156,0,1.11804,-0.433909,-5304.95,-7020.72,1.92486e-14,-4.48996e-14
-154,0,1.11804,-0.433909,-5304.95,-7020.72,2.6209e-14,-3.70993e-14
-152,0,1.11804,-0.433909,-5304.95,-7020.72,3.21632e-14,-3.27796e-14
-150,0,1.11804,-0.433909,-5304.95,-7020.72,3.6874e-14,-3.2e-14
-148,0,1.11804,-0.433909,-5304.95,-7020.72,4.04516e-14,-3.44472e-14
-146,0,1.11804,-0.433909,-5304.95,-7020.72,4.33145e-14,-3.94474e-14
-144,0,1.11804,-0.433909,-5304.95,-7020.72,4.60948e-14,-4.60259e-14
-142,0,1.11804,-0.433909,-5304.95,-7020.72,4.95031e-14,-5.30205e-14
-140,0,1.11804,-0.433909,-5304.95,-7020.72,5.41729e-14,-5.92408e-14
-138,0,1.11804,-0.433909,-5304.95,-7020.72,6.05105e-14,-6.3653e-14
-136,0,1.11804,-0.433909,-5304.95,-7020.72,6.85724e-14,-6.55612e-14
-134,0,1.11804,-0.433909,-5304.95,-7020.72,7.79914e-14,-6.4748e-14
-132,0,1.11804,-0.433909,-5304.95,-7020.72,8.79681e-14,-6.15427e-14
-130,0,1.11804,-0.433909,-5304.95,-7020.72,9.73328e-14,-5.67936e-14
-128,0,1.11804,-0.433909,-5304.95,-7020.72,1.04677e-13,-5.17396e-14
-126,0,1.11804,-0.433909,-5304.95,-7020.72,1.08542e-13,-4.77956e-14
-124,0,1.11804,-0.433909,-5304.95,-7020.72,1.07637e-13,-4.6286e-14
-122,0,1.11804,-0.433909,-5304.95,-7020.72,1.01067e-13,-4.81732e-14
-120,0,1.11804,-0.433909,-5304.95,-7020.72,8.85236e-14,-5.38332e-14
-118,0,1.11804,-0.433909,-5304.95,-7020.72,7.04169e-14,-6.29222e-14
-116,0,1.11804,-0.433909,-5304.95,-7020.72,4.79111e-14,-7.4364e-14
-114,0,1.11804,-0.433909,-5304.95,-7020.72,2.28586e-14,-8.64656e-14
-112,0,1.11804,-0.433909,-5304.95,-7020.72,-2.3767e-15,-9.71413e-14
-110,0,1.11804,-0.433909,-5304.95,-7020.72,-2.51862e-14,-1.04209e-13
-108,0,1.11804,-0.433909,-5304.95,-7020.72,-4.30437e-14,-1.0571e-13
-106,0,1.11804,-0.433909,-5304.95,-7020.72,-5.38487e-14,-1.00189e-13
-104,0,1.11804,-0.433909,-5304.95,-7020.72,-5.62346e-14,-8.69063e-14
-102,0,1.11804,-0.433909,-5304.95,-7020.72,-4.97965e-14,-6.59356e-14
-100,0,1.11804,-0.433909,-5304.95,-7020.72,-3.51964e-14,-3.81521e-14
-98,0,1.11804,-0.433909,-5304.95,-7020.72,-1.4127e-14,-5.11891e-15
-96,0,1.11804,-0.433909,-5304.95,-7020.72,1.08689e-14,3.10985e-14
-94,0,1.11804,-0.433909,-5304.95,-7020.72,3.67027e-14,6.81521e-14
-92,0,1.11804,-0.433909,-5304.95,-7020.72,6.01255e-14,1.03631e-13
-90,0,1.11804,-0.433909,-5304.95,-7020.72,7.81427e-14,1.3525e-13
-88,0,1.11804,-0.433909,-5304.95,-7020.72,8.83972e-14,1.61e-13
-86,0,1.11804,-0.433909,-5304.95,-7020.72,8.94656e-14,1.79246e-13
-84,0,1.11804,-0.433909,-5304.95,-7020.72,8.10258e-14,1.88796e-13
-82,0,1.11804,-0.433909,-5304.95,-7020.72,6.38736e-14,1.88946e-13
-80,0,1.11804,-0.433909,-5304.95,-7020.72,3.97891e-14,1.79506e-13
-78,0,1.11804,-0.433909,-5304.95,-7020.72,1.12756e-14,1.60831e-13
-76,0,1.11804,-0.433909,-5304.95,-7020.72,-1.87845e-14,1.33827e-13
-74,0,1.11804,-0.433909,-5304.95,-7020.72,-4.75065e-14,9.99353e-14
-72,0,1.11804,-0.433909,-5304.95,-7020.72,-7.23555e-14,6.10742e-14
-70,0,1.11804,-0.433909,-5304.95,-7020.72,-9.14252e-14,1.95209e-14
-68,0,1.11804,-0.433909,-5304.95,-7020.72,-1.03611e-13,-2.22662e-14
-66,0,1.11804,-0.433909,-5304.95,-7020.72,-1.0866e-13,-6.18744e-14
-64,0,1.11804,-0.433909,-5304.95,-7020.72,-1.07101e-13,-9.71883e-14
-62,0,1.11804,-0.433909,-5304.95,-7020.72,-1.00087e-13,-1.26626e-13
-60,0,1.11804,-0.433909,-5304.95,-7020.72,-8.91626e-14,-1.49319e-13
-58,0,1.11804,-0.433909,-5304.95,-7020.72,-7.60299e-14,-1.65194e-13
-56,0,1.11804,-0.433909,-5304.95,-7020.72,-6.23163e-14,-1.74938e-13
-54,0,1.11804,-0.433909,-5304.95,-7020.72,-4.93996e-14,-1.7984e-13
-52,0,1.11804,-0.433909,-5304.95,-7020.72,-3.82968e-14,-1.81529e-13
-50,0,1.11804,-0.433909,-5304.95,-7020.72,-2.96215e-14,-1.81656e-13
-48,0,1.11804,-0.433909,-5304.95,-7020.72,-2.36025e-14,-1.81579e-13
-46,0,1.11804,-0.433909,-5304.95,-7020.72,-2.01456e-14,-1.82095e-13
-44,0,1.11804,-0.433909,-5304.95,-7020.72,-1.89143e-14,-1.83299e-13
