Phi[deg],Theta[deg],re(rEX)[mV],im(rEX)[mV],re(rEY)[mV],im(rEY)[mV],re(rEZ)[mV],im(rEZ)[mV]
-180,0,-2114.06,-5285.34,-2113.79,-5284.96,1.13418e-12,3.28393e-13
-178,0,-2114.06,-5285.34,-2113.79,-5284.96,1.10696e-12,1.69069e-13
-176,0,-2114.06,-5285.34,-2113.79,-5284.96,1.11263e-12,3.481e-14
-174,0,-2114.06,-5285.34,-2113.79,-5284.96,1.1512e-12,-3.28453e-14
-172,0,-2114.06,-5285.34,-2113.79,-5284.96,1.21017e-12,-1.08771e-14
-170,0,-2114.06,-5285.34,-2113.79,-5284.96,1.26726e-12,9.70862e-14
-168,0,-2114.06,-5285.34,-2113.79,-5284.96,1.29711e-12,2.61615e-13
-166,0,-2114.06,-5285.34,-2113.79,-5284.96,1.27977e-12,4.37208e-13
-164,0,-2114.06,-5285.34,-2113.79,-5284.96,1.20808e-12,5.77542e-13
-162,0,-2114.06,-5285.34,-2113.79,-5284.96,1.09127e-12,6.50844e-13
-160,0,-2114.06,-5285.34,-2113.79,-5284.96,9.53402e-13,6.49898e-13
-158,0,-2114.06,-5285.34,-2113.79,-5284.96,8.26994e-13,5.93253e-13
-156,0,-2114.06,-5285.34,-2113.79,-5284.96,7.43782e-13,5.17407e-13
-154,0,-2114.06,-5285.34,-2113.79,-5284.96,7.25587e-13,4.63096e-13
-152,0,-2114.06,-5285.34,-2113.79,-5284.96,7.78161e-13,4.60844e-13
-150,0,-2114.06,-5285.34,-2113.79,-5284.96,8.89877e-13,5.20991e-13
-148,0,-2114.06,-5285.34,-2113.79,-5284.96,1.03551e-12,6.31547e-13
-146,0,-2114.06,-5285.34,-2113.79,-5284.96,1.18375e-12,7.64106e-13
-144,0,-2114.06,-5285.34,-2113.79,-5284.96,1.30602e-12,8.85104e-13
-142,0,-2114.06,-5285.34,-2113.79,-5284.96,1.38378e-12,9.67875e-13
-140,0,-2114.06,-5285.34,-2113.79,-5284.96,1.41244e-12,1.00105e-12
-138,0,-2114.06,-5285.34,-2113.79,-5284.96,1.40085e-12,9.90545e-13
-136,0,-2114.06,-5285.34,-2113.79,-5284.96,1.36714e-12,9.55096e-13
-134,0,-2114.06,-5285.34,-2113.79,-5284.96,1.33229e-12,9.17701e-13
-132,0,-2114.06,-5285.34,-2113.79,-5284.96,1.31379e-12,8.96668e-13
-130,0,-2114.06,-5285.34,-2113.79,-5284.96,1.32095e-12,8.99684e-13
-128,0,-2114.06,-5285.34,-2113.79,-5284.96,1.35321e-12,9.22761e-13
-126,0,-2114.06,-5285.34,-2113.79,-5284.96,1.40137e-12,9.53753e-13
-124,0,-2114.06,-5285.34,-2113.79,-5284.96,1.45122e-12,9.78433e-13
-122,0,-2114.06,-5285.34,-2113.79,-5284.96,1.48802e-12,9.86344e-13
-120,0,-2114.06,-5285.34,-2113.79,-5284.96,1.50072e-12,9.74225e-13
-118,0,-2114.06,-5285.34,-2113.79,-5284.96,1.48468e-12,9.46104e-13
-116,0,-2114.06,-5285.34,-2113.79,-5284.96,1.44239e-12,9.10708e-13
-114,0,-2114.06,-5285.34,-2113.79,-5284.96,1.38224e-12,8.77832e-13
-112,0,-2114.06,-5285.34,-2113.79,-5284.96,1.31592e-12,8.55366e-13
-110,0,-2114.06,-5285.34,-2113.79,-5284.96,1.25531e-12,8.48002e-13
-108,0,-2114.06,-5285.34,-2113.79,-5284.96,1.20969e-12,8.57534e-13
-106,0,-2114.06,-5285.34,-2113.79,-5284.96,1.18402e-12,8.83862e-13
-104,0,-2114.06,-5285.34,-2113.79,-5284.96,1.17864e-12,9.25579e-13
-102,0,-2114.06,-5285.34,-2113.79,-5284.96,1.19028e-12,9.79567e-13
-100,0,-2114.06,-5285.34,-2113.79,-5284.96,1.21391e-12,1.03987e-12
-98,0,-2114.06,-5285.34,-2113.79,-5284.96,1.24476e-12,1.09687e-12
-96,0,-2114.06,-5285.34,-2113.79,-5284.96,1.27982e-12,1.13788e-12
-94,0,-2114.06,-5285.34,-2113.79,-5284.96,1.31845e-12,1.14979e-12
-92,0,-2114.06,-5285.34,-2113.79,-5284.96,1.36193e-12,1.12317e-12
-90,0,-2114.06,-5285.34,-2113.79,-5284.96,1.41228e-12,1.05649e-12
-88,0,-2114.06,-5285.34,-2113.79,-5284.96,1.47092e-12,9.58459e-13
-86,0,-2114.06,-5285.34,-2113.79,-5284.96,1.53764e-12,8.47048e-13
-84,0,-2114.06,-5285.34,-2113.79,-5284.96,1.61031e-12,7.4507e-13
-82,0,-2114.06,-5285.34,-2113.79,-5284.96,1.68519e-12,6.73455e-13
-80,0,-2114.06,-5285.34,-2113.79,-5284.96,1.75769e-12,6.44602e-13
-78,0,-2114.06,-5285.34,-2113.79,-5284.96,1.82298e-12,6.58258e-13
-76,0,-2114.06,-5285.34,-2113.79,-5284.96,1.87635e-12,7.01577e-13
-74,0,-2114.06,-5285.34,-2113.79,-5284.96,1.91314e-12,7.53425e-13
-72,0,-2114.06,-5285.34,-2113.79,-5284.96,1.92868e-12,7.9138e-13
-70,0,-2114.06,-5285.34,-2113.79,-5284.96,1.9187e-12,7.98854e-13
-68,0,-2114.06,-5285.34,-2113.79,-5284.96,1.88049e-12,7.69791e-13
