Phi[deg],Theta[deg],re(rEX)[mV],im(rEX)[mV],re(rEY)[mV],im(rEY)[mV],re(rEZ)[mV],im(rEZ)[mV]
-180,0,3.86148,1.52569,-1.07052,-1.30809,1.5702e-13,-3.22409e-13
-178,0,3.86148,1.52569,-1.07052,-1.30809,1.00847e-13,-3.53541e-13
-176,0,3.86148,1.52569,-1.07052,-1.30809,3.03978e-14,-3.73851e-13
-174,0,3.86148,1.52569,-1.07052,-1.30809,-4.48739e-14,-3.83295e-13
-172,0,3.86148,1.52569,-1.07052,-1.30809,-1.14625e-13,-3.83324e-13
-170,0,3.86148,1.52569,-1.07052,-1.30809,-1.6969e-13,-3.76022e-13
-168,0,3.86148,1.52569,-1.07052,-1.30809,-2.03817e-13,-3.63269e-13
-166,0,3.86148,1.52569,-1.07052,-1.30809,-2.14673e-13,-3.46156e-13
-164,0,3.86148,1.52569,-1.07052,-1.30809,-2.03905e-13,-3.24858e-13
-162,0,3.86148,1.52569,-1.07052,-1.30809,-1.76312e-13,-2.98953e-13
-160,0,3.86148,1.52569,-1.07052,-1.30809,-1.38413e-13,-2.68089e-13
-158,0,3.86148,1.52569,-1.07052,-1.30809,-9.68055e-14,-2.32749e-13
-156,0,3.86148,1.52569,-1.07052,-1.30809,-5.67962e-14,-1.94846e-13
-154,0,3.86148,1.52569,-1.07052,-1.30809,-2.1624e-14,-1.57911e-13
-152,0,3.86148,1.52569,-1.07052,-1.30809,7.56801e-15,-1.26753e-13
-150,0,3.86148,1.52569,-1.07052,-1.30809,3.10976e-14,-1.06631e-13
-148,0,3.86148,1.52569,-1.07052,-1.30809,4.97292e-14,-1.02108e-13
-146,0,3.86148,1.52569,-1.07052,-1.30809,6.36726e-14,-1.15881e-13
-144,0,3.86148,1.52569,-1.07052,-1.30809,7.19688e-14,-1.47906e-13
-142,0,3.86148,1.52569,-1.07052,-1.30809,7.25072e-14,-1.95056e-13
-140,0,3.86148,1.52569,-1.07052,-1.30809,6.27014e-14,-2.5147e-13
-138,0,3.86148,1.52569,-1.07052,-1.30809,4.06294e-14,-3.09533e-13
-136,0,3.86148,1.52569,-1.07052,-1.30809,6.26928e-15,-3.61305e-13
-134,0,3.86148,1.52569,-1.07052,-1.30809,-3.76013e-14,-4.00092e-13
-132,0,3.86148,1.52569,-1.07052,-1.30809,-8.52064e-14,-4.21793e-13
-130,0,3.86148,1.52569,-1.07052,-1.30809,-1.28452e-13,-4.25739e-13
-128,0,3.86148,1.52569,-1.07052,-1.30809,-1.58417e-13,-4.14821e-13
-126,0,3.86148,1.52569,-1.07052,-1.30809,-1.67332e-13,-3.94878e-13
-124,0,3.86148,1.52569,-1.07052,-1.30809,-1.50562e-13,-3.73478e-13
-122,0,3.86148,1.52569,-1.07052,-1.30809,-1.08059e-13,-3.58352e-13
-120,0,3.86148,1.52569,-1.07052,-1.30809,-4.48553e-14,-3.55802e-13
-118,0,3.86148,1.52569,-1.07052,-1.30809,2.96085e-14,-3.69396e-13
-116,0,3.86148,1.52569,-1.07052,-1.30809,1.03225e-13,-3.99205e-13
-114,0,3.86148,1.52569,-1.07052,-1.30809,1.6367e-13,-4.41707e-13
-112,0,3.86148,1.52569,-1.07052,-1.30809,2.00996e-13,-4.90352e-13
-110,0,3.86148,1.52569,-1.07052,-1.30809,2.09746e-13,-5.36667e-13
-108,0,3.86148,1.52569,-1.07052,-1.30809,1.9009e-13,-5.71691e-13
-106,0,3.86148,1.52569,-1.07052,-1.30809,1.47689e-13,-5.87493e-13
-104,0,3.86148,1.52569,-1.07052,-1.30809,9.23231e-14,-5.78521e-13
-102,0,3.86148,1.52569,-1.07052,-1.30809,3.56238e-14,-5.42585e-13
-100,0,3.86148,1.52569,-1.07052,-1.30809,-1.15648e-14,-4.81331e-13
-98,0,3.86148,1.52569,-1.07052,-1.30809,-4.15474e-14,-4.00138e-13
-96,0,3.86148,1.52569,-1.07052,-1.30809,-5.1322e-14,-3.07463e-13
-94,0,3.86148,1.52569,-1.07052,-1.30809,-4.29644e-14,-2.13702e-13
-92,0,3.86148,1.52569,-1.07052,-1.30809,-2.28015e-14,-1.29732e-13
-90,0,3.86148,1.52569,-1.07052,-1.30809,3.8494e-16,-6.53144e-14
-88,0,3.86148,1.52569,-1.07052,-1.30809,1.76582e-14,-2.76005e-14
-86,0,3.86148,1.52569,-1.07052,-1.30809,2.21629e-14,-1.99681e-14
-84,0,3.86148,1.52569,-1.07052,-1.30809,1.07706e-14,-4.13966e-14
-82,0,3.86148,1.52569,-1.07052,-1.30809,-1.52295e-14,-8.6526e-14
-80,0,3.86148,1.52569,-1.07052,-1.30809,-5.05103e-14,-1.46442e-13
-78,0,3.86148,1.52569,-1.07052,-1.30809,-8.70202e-14,-2.10103e-13
-76,0,3.86148,1.52569,-1.07052,-1.30809,-1.15878e-13,-2.66208e-13
-74,0,3.86148,1.52569,-1.07052,-1.30809,-1.29388e-13,-3.05175e-13
-72,0,3.86148,1.52569,-1.07052,-1.30809,-1.22721e-13,-3.20888e-13
-70,0,3.86148,1.52569,-1.07052,-1.30809,-9.49043e-14,-3.11831e-13
-68,0,3.86148,1.52569,-1.07052,-1.30809,-4.89623e-14,-2.81391e-13
-66,0,3.86148,1.52569,-1.07052,-1.30809,8.76757e-15,-2.37204e-13
-64,0,3.86148,1.52569,-1.07052,-1.30809,6.99256e-14,-1.89662e-13
-62,0,3.86148,1.52569,-1.07052,-1.30809,1.25718e-13,-1.49848e-13
-60,0,3.86148,1.52569,-1.07052,-1.30809,1.68456e-13,-1.27329e-13
-58,0,3.86148,1.52569,-1.07052,-1.30809,1.92756e-13,-1.28252e-13
-56,0,3.86148,1.52569,-1.07052,-1.30809,1.96218e-13,-1.54152e-13
-54,0,3.86148,1.52569,-1.07052,-1.30809,1.79524e-13,-2.01729e-13
-52,0,3.86148,1.52569,-1.07052,-1.30809,1.46018e-13,-2.63615e-13
-50,0,3.86148,1.52569,-1.07052,-1.30809,1.00924e-13,-3.29964e-13
-48,0,3.86148,1.52569,-1.07052,-1.30809,5.03753e-14,-3.90486e-13
-46,0,3.86148,1.52569,-1.07052,-1.30809,4.45022e-16,-4.36464e-13
-44,0,3.86148,1.52569,-1.07052,-1.30809,-4.36732e-14,-4.62314e-13
-42,0,3.86148,1.52569,-1.07052,-1.30809,-7.82445e-14,-4.66366e-13
-40,0,3.86148,1.52569,-1.07052,-1.30809,-1.01283e-13,-4.50745e-13
-38,0,3.86148,1.52569,-1.07052,-1.30809,-1.12552e-13,-4.20443e-13
-36,0,3.86148,1.52569,-1.07052,-1.30809,-1.1331e-13,-3.81886e-13
-34,0,3.86148,1.52569,-1.07052,-1.30809,-1.05858e-13,-3.41383e-13
-32,0,3.86148,1.52569,-1.07052,-1.30809,-9.29651e-14,-3.03849e-13
-30,0,3.86148,1.52569,-1.07052,-1.30809,-7.7265e-14,-2.72111e-13
-28,0,3.86148,1.52569,-1.07052,-1.30809,-6.07245e-14,-2.4689e-13
-26,0,3.86148,1.52569,-1.07052,-1.30809,-4.42834e-14,-2.27396e-13
-24,0,3.86148,1.52569,-1.07052,-1.30809,-2.77428e-14,-2.12273e-13
-22,0,3.86148,1.52569,-1.07052,-1.30809,-9.94119e-15,-2.00566e-13
-20,0,3.86148,1.52569,-1.07052,-1.30809,1.07995e-14,-1.92376e-13
-18,0,3.86148,1.52569,-1.07052,-1.30809,3.60428e-14,-1.89003e-13
-16,0,3.86148,1.52569,-1.07052,-1.30809,6.65573e-14,-1.92522e-13
-14,0,3.86148,1.52569,-1.07052,-1.30809,1.01757e-13,-2.04941e-13
-12,0,3.86148,1.52569,-1.07052,-1.30809,1.39423e-13,-2.27218e-13
-10,0,3.86148,1.52569,-1.07052,-1.30809,1.75806e-13,-2.5846e-13
-8,0,3.86148,1.52569,-1.07052,-1.30809,2.06148e-13,-2.95609e-13
-6,0,3.86148,1.52569,-1.07052,-1.30809,2.25524e-13,-3.33751e-13
-4,0,3.86148,1.52569,-1.07052,-1.30809,2.29853e-13,-3.6702e-13
-2,0,3.86148,1.52569,-1.07052,-1.30809,2.16835e-13,-3.89884e-13
0,0,3.86148,1.52569,-1.07052,-1.30809,1.866e-13,-3.98468e-13
2,0,3.86148,1.52569,-1.07052,-1.30809,1.41898e-13,-3.91547e-13
4,0,3.86148,1.52569,-1.07052,-1.30809,8.77552e-14,-3.7091e-13
6,0,3.86148,1.52569,-1.07052,-1.30809,3.06655e-14,-3.40968e-13
8,0,3.86148,1.52569,-1.07052,-1.30809,-2.2515e-14,-3.07677e-13
10,0,3.86148,1.52569,-1.07052,-1.30809,-6.57274e-14,-2.77043e-13
12,0,3.86148,1.52569,-1.07052,-1.30809,-9.46684e-14,-2.53608e-13
14,0,3.86148,1.52569,-1.07052,-1.30809,-1.07347e-13,-2.39313e-13
16,0,3.86148,1.52569,-1.07052,-1.30809,-1.0415e-13,-2.33076e-13
18,0,3.86148,1.52569,-1.07052,-1.30809,-8.7442e-14,-2.31203e-13
20,0,3.86148,1.52569,-1.07052,-1.30809,-6.08485e-14,-2.2855e-13
22,0,3.86148,1.52569,-1.07052,-1.30809,-2.8436e-14,-2.20139e-13
24,0,3.86148,1.52569,-1.07052,-1.30809,6.00193e-15,-2.02802e-13
26,0,3.86148,1.52569,-1.07052,-1.30809,3.93872e-14,-1.76394e-13
28,0,3.86148,1.52569,-1.07052,-1.30809,6.94732e-14,-1.44237e-13
30,0,3.86148,1.52569,-1.07052,-1.30809,9.46867e-14,-1.12629e-13
32,0,3.86148,1.52569,-1.07052,-1.30809,1.13838e-13,-8.9507e-14
34,0,3.86148,1.52569,-1.07052,-1.30809,1.25874e-13,-8.25537e-14
36,0,3.86148,1.52569,-1.07052,-1.30809,1.29832e-13,-9.72225e-14
38,0,3.86148,1.52569,-1.07052,-1.30809,1.25051e-13,-1.35154e-13
40,0,3.86148,1.52569,-1.07052,-1.30809,1.11605e-13,-1.93399e-13
42,0,3.86148,1.52569,-1.07052,-1.30809,9.08147e-14,-2.64672e-13
44,0,3.86148,1.52569,-1.07052,-1.30809,6.56088e-14,-3.38599e-13
46,0,3.86148,1.52569,-1.07052,-1.30809,4.05525e-14,-4.03722e-13
48,0,3.86148,1.52569,-1.07052,-1.30809,2.13958e-14,-4.49805e-13
50,0,3.86148,1.52569,-1.07052,-1.30809,1.41499e-14,-4.69941e-13
52,0,3.86148,1.52569,-1.07052,-1.30809,2.38352e-14,-4.61995e-13
54,0,3.86148,1.52569,-1.07052,-1.30809,5.31717e-14,-4.29068e-13
56,0,3.86148,1.52569,-1.07052,-1.30809,1.01543e-13,-3.78872e-13
58,0,3.86148,1.52569,-1.07052,-1.30809,1.6454e-13,-3.22181e-13
60,0,3.86148,1.52569,-1.07052,-1.30809,2.34272e-13,-2.70662e-13
62,0,3.86148,1.52569,-1.07052,-1.30809,3.00477e-13,-2.34565e-13
