Phi[deg],Theta[deg],re(rEX)[mV],im(rEX)[mV],re(rEY)[mV],im(rEY)[mV],re(rEZ)[mV],im(rEZ)[mV]
-180,0,0.555474,-1.95643,-4623.81,-2292.17,6.16632e-14,2.38515e-13
-178,0,0.555474,-1.95643,-4623.81,-2292.17,5.62053e-14,2.09397e-13
-176,0,0.555474,-1.95643,-4623.81,-2292.17,5.7762e-14,1.84708e-13
-174,0,0.555474,-1.95643,-4623.81,-2292.17,6.52931e-14,1.67791e-13
-172,0,0.555474,-1.95643,-4623.81,-2292.17,7.67499e-14,1.60963e-13
-170,0,0.555474,-1.95643,-4623.81,-2292.17,8.96186e-14,1.65127e-13
-168,0,0.555474,-1.95643,-4623.81,-2292.17,1.0151e-13,1.79609e-13
-166,0,0.555474,-1.95643,-4623.81,-2292.17,1.10651e-13,2.0226e-13
-164,0,0.555474,-1.95643,-4623.81,-2292.17,1.16164e-13,2.298e-13
-162,0,0.555474,-1.95643,-4623.81,-2292.17,1.18089e-13,2.58347e-13
-160,0,0.555474,-1.95643,-4623.81,-2292.17,1.17166e-13,2.84048e-13
-158,0,0.555474,-1.95643,-4623.81,-2292.17,1.14454e-13,3.03687e-13
-156,0,0.555474,-1.95643,-4623.81,-2292.17,1.10917e-13,3.15188e-13
-154,0,0.555474,-1.95643,-4623.81,-2292.17,1.07094e-13,3.17908e-13
-152,0,0.555474,-1.95643,-4623.81,-2292.17,1.02944e-13,3.12684e-13
-150,0,0.555474,-1.95643,-4623.81,-2292.17,9.79324e-14,3.01624e-13
-148,0,0.555474,-1.95643,-4623.81,-2292.17,9.12976e-14,2.87681e-13
-146,0,0.555474,-1.95643,-4623.81,-2292.17,8.24538e-14,2.74096e-13
-144,0,0.555474,-1.95643,-4623.81,-2292.17,7.13813e-14,2.63806e-13
-142,0,0.555474,-1.95643,-4623.81,-2292.17,5.88934e-14,2.58922e-13
-140,0,0.555474,-1.95643,-4623.81,-2292.17,4.66787e-14,2.60373e-13
-138,0,0.555474,-1.95643,-4623.81,-2292.17,3.7079e-14,2.67779e-13
-136,0,0.555474,-1.95643,-4623.81,-2292.17,3.26359e-14,2.79555e-13
-134,0,0.555474,-1.95643,-4623.81,-2292.17,3.54997e-14,2.9324e-13
-132,0,0.555474,-1.95643,-4623.81,-2292.17,4.68445e-14,3.0596e-13
-130,0,0.555474,-1.95643,-4623.81,-2292.17,6.64393e-14,3.14957e-13
-128,0,0.555474,-1.95643,-4623.81,-2292.17,9.24996e-14,3.18075e-13
-126,0,0.555474,-1.95643,-4623.81,-2292.17,1.21884e-13,3.14118e-13
-124,0,0.555474,-1.95643,-4623.81,-2292.17,1.50614e-13,3.03027e-13
-122,0,0.555474,-1.95643,-4623.81,-2292.17,1.74635e-13,2.85857e-13
-120,0,0.555474,-1.95643,-4623.81,-2292.17,1.90635e-13,2.6457e-13
-118,0,0.555474,-1.95643,-4623.81,-2292.17,1.96769e-13,2.41694e-13
-116,0,0.555474,-1.95643,-4623.81,-2292.17,1.93094e-13,2.19933e-13
-114,0,0.555474,-1.95643,-4623.81,-2292.17,1.81622e-13,2.01774e-13
-112,0,0.555474,-1.95643,-4623.81,-2292.17,1.6595e-13,1.89189e-13
-110,0,0.555474,-1.95643,-4623.81,-2292.17,1.50541e-13,1.83433e-13
-108,0,0.555474,-1.95643,-4623.81,-2292.17,1.39796e-13,1.8499e-13
-106,0,0.555474,-1.95643,-4623.81,-2292.17,1.37111e-13,1.93614e-13
-104,0,0.555474,-1.95643,-4623.81,-2292.17,1.44129e-13,2.08461e-13
-102,0,0.555474,-1.95643,-4623.81,-2292.17,1.60336e-13,2.28245e-13
-100,0,0.555474,-1.95643,-4623.81,-2292.17,1.831e-13,2.51402e-13
-98,0,0.555474,-1.95643,-4623.81,-2292.17,2.08149e-13,2.76223e-13
-96,0,0.555474,-1.95643,-4623.81,-2292.17,2.30381e-13,3.00952e-13
-94,0,0.555474,-1.95643,-4623.81,-2292.17,2.44853e-13,3.23867e-13
-92,0,0.555474,-1.95643,-4623.81,-2292.17,2.47739e-13,3.43348e-13
-90,0,0.555474,-1.95643,-4623.81,-2292.17,2.37072e-13,3.57968e-13
-88,0,0.555474,-1.95643,-4623.81,-2292.17,2.1313e-13,3.66605e-13
-86,0,0.555474,-1.95643,-4623.81,-2292.17,1.78407e-13,3.68588e-13
-84,0,0.555474,-1.95643,-4623.81,-2292.17,1.37187e-13,3.63838e-13
-82,0,0.555474,-1.95643,-4623.81,-2292.17,9.48205e-14,3.52981e-13
-80,0,0.555474,-1.95643,-4623.81,-2292.17,5.68566e-14,3.37395e-13
-78,0,0.555474,-1.95643,-4623.81,-2292.17,2.81936e-14,3.19145e-13
-76,0,0.555474,-1.95643,-4623.81,-2292.17,1.23895e-14,3.00802e-13
-74,0,0.555474,-1.95643,-4623.81,-2292.17,1.12358e-14,2.85144e-13
-72,0,0.555474,-1.95643,-4623.81,-2292.17,2.46331e-14,2.7478e-13
-70,0,0.555474,-1.95643,-4623.81,-2292.17,5.07473e-14,2.71748e-13
-68,0,0.555474,-1.95643,-4623.81,-2292.17,8.63823e-14,2.77164e-13
-66,0,0.555474,-1.95643,-4623.81,-2292.17,1.27479e-13,2.90984e-13
-64,0,0.555474,-1.95643,-4623.81,-2292.17,1.69649e-13,3.11934e-13
-62,0,0.555474,-1.95643,-4623.81,-2292.17,2.08673e-13,3.37634e-13
-60,0,0.555474,-1.95643,-4623.81,-2292.17,2.40909e-13,3.64898e-13
-58,0,0.555474,-1.95643,-4623.81,-2292.17,2.63595e-13,3.90184e-13
-56,0,0.555474,-1.95643,-4623.81,-2292.17,2.75048e-13,4.10094e-13
-54,0,0.555474,-1.95643,-4623.81,-2292.17,2.74763e-13,4.21875e-13
-52,0,0.555474,-1.95643,-4623.81,-2292.17,2.63414e-13,4.23811e-13
-50,0,0.555474,-1.95643,-4623.81,-2292.17,2.42779e-13,4.15458e-13
-48,0,0.555474,-1.95643,-4623.81,-2292.17,2.15552e-13,3.9769e-13
-46,0,0.555474,-1.95643,-4623.81,-2292.17,1.85072e-13,3.72543e-13
