Phi[deg],Theta[deg],re(rEX)[mV],im(rEX)[mV],re(rEY)[mV],im(rEY)[mV],re(rEZ)[mV],im(rEZ)[mV]
-180,0,1035.5,498.39,-1036.66,-500.085,-8.28082e-14,2.10666e-13
-178,0,1035.5,498.39,-1036.66,-500.085,-1.1427e-13,1.47759e-13
-176,0,1035.5,498.39,-1036.66,-500.085,-1.59339e-13,7.58205e-14
-174,0,1035.5,498.39,-1036.66,-500.085,-2.08955e-13,4.58924e-15
-172,0,1035.5,498.39,-1036.66,-500.085,-2.52486e-13,-5.64566e-14
-170,0,1035.5,498.39,-1036.66,-500.085,-2.80186e-13,-9.96703e-14
-168,0,1035.5,498.39,-1036.66,-500.085,-2.85558e-13,-1.20453e-13
-166,0,1035.5,498.39,-1036.66,-500.085,-2.67044e-13,-1.17904e-13
-164,0,1035.5,498.39,-1036.66,-500.085,-2.28556e-13,-9.47989e-14
-162,0,1035.5,498.39,-1036.66,-500.085,-1.7867e-13,-5.69094e-14
-160,0,1035.5,498.39,-1036.66,-500.085,-1.28653e-13,-1.17921e-14
-158,0,1035.5,498.39,-1036.66,-500.085,-8.97532e-14,3.27111e-14
-156,0,1035.5,498.39,-1036.66,-500.085,-7.04348e-14,6.99737e-14
-154,0,1035.5,498.39,-1036.66,-500.085,-7.42473e-14,9.5785e-14
-152,0,1035.5,498.39,-1036.66,-500.085,-9.88788e-14,1.09004e-13
-150,0,1035.5,498.39,-1036.66,-500.085,-1.36661e-13,1.11532e-13
-148,0,1035.5,498.39,-1036.66,-500.085,-1.76428e-13,1.07618e-13
-146,0,1035.5,498.39,-1036.66,-500.085,-2.06287e-13,1.02644e-13
-144,0,1035.5,498.39,-1036.66,-500.085,-2.16618e-13,1.0169e-13
-142,0,1035.5,498.39,-1036.66,-500.085,-2.02568e-13,1.08198e-13
-140,0,1035.5,498.39,-1036.66,-500.085,-1.65399e-13,1.23083e-13
-138,0,1035.5,498.39,-1036.66,-500.085,-1.12366e-13,1.44488e-13
-136,0,1035.5,498.39,-1036.66,-500.085,-5.51224e-14,1.68274e-13
-134,0,1035.5,498.39,-1036.66,-500.085,-7.06333e-15,1.891e-13
-132,0,1035.5,498.39,-1036.66,-500.085,1.97737e-14,2.01849e-13
-130,0,1035.5,498.39,-1036.66,-500.085,1.74897e-14,2.03007e-13
-128,0,1035.5,498.39,-1036.66,-500.085,-1.58631e-14,1.91657e-13
-126,0,1035.5,498.39,-1036.66,-500.085,-7.58482e-14,1.69802e-13
-124,0,1035.5,498.39,-1036.66,-500.085,-1.5266e-13,1.41954e-13
-122,0,1035.5,498.39,-1036.66,-500.085,-2.33308e-13,1.14057e-13
-120,0,1035.5,498.39,-1036.66,-500.085,-3.04436e-13,9.20464e-14
-118,0,1035.5,498.39,-1036.66,-500.085,-3.5509e-13,8.04122e-14
-116,0,1035.5,498.39,-1036.66,-500.085,-3.78848e-13,8.11246e-14
-114,0,1035.5,498.39,-1036.66,-500.085,-3.74845e-13,9.32042e-14
-112,0,1035.5,498.39,-1036.66,-500.085,-3.47585e-13,1.13023e-13
-110,0,1035.5,498.39,-1036.66,-500.085,-3.05641e-13,1.35238e-13
-108,0,1035.5,498.39,-1036.66,-500.085,-2.59666e-13,1.54096e-13
-106,0,1035.5,498.39,-1036.66,-500.085,-2.20167e-13,1.64752e-13
-104,0,1035.5,498.39,-1036.66,-500.085,-1.95564e-13,1.64283e-13
-102,0,1035.5,498.39,-1036.66,-500.085,-1.90881e-13,1.52147e-13
-100,0,1035.5,498.39,-1036.66,-500.085,-2.07237e-13,1.30047e-13
-98,0,1035.5,498.39,-1036.66,-500.085,-2.42128e-13,1.01276e-13
-96,0,1035.5,498.39,-1036.66,-500.085,-2.90288e-13,6.97977e-14
-94,0,1035.5,498.39,-1036.66,-500.085,-3.4488e-13,3.93346e-14
-92,0,1035.5,498.39,-1036.66,-500.085,-3.98728e-13,1.27065e-14
-90,0,1035.5,498.39,-1036.66,-500.085,-4.45378e-13,-8.44158e-15
-88,0,1035.5,498.39,-1036.66,-500.085,-4.79886e-13,-2.35285e-14
-86,0,1035.5,498.39,-1036.66,-500.085,-4.99283e-13,-3.26721e-14
-84,0,1035.5,498.39,-1036.66,-500.085,-5.02748e-13,-3.62667e-14
-82,0,1035.5,498.39,-1036.66,-500.085,-4.91548e-13,-3.46946e-14
-80,0,1035.5,498.39,-1036.66,-500.085,-4.68763e-13,-2.82848e-14
-78,0,1035.5,498.39,-1036.66,-500.085,-4.38814e-13,-1.7518e-14
-76,0,1035.5,498.39,-1036.66,-500.085,-4.0681e-13,-3.36181e-15
-74,0,1035.5,498.39,-1036.66,-500.085,-3.77739e-13,1.24459e-14
-72,0,1035.5,498.39,-1036.66,-500.085,-3.55586e-13,2.73494e-14
-70,0,1035.5,498.39,-1036.66,-500.085,-3.42522e-13,3.827e-14
-68,0,1035.5,498.39,-1036.66,-500.085,-3.38342e-13,4.22293e-14
-66,0,1035.5,498.39,-1036.66,-500.085,-3.40339e-13,3.71583e-14
-64,0,1035.5,498.39,-1036.66,-500.085,-3.43713e-13,2.26558e-14
-62,0,1035.5,498.39,-1036.66,-500.085,-3.42527e-13,4.41705e-16
-60,0,1035.5,498.39,-1036.66,-500.085,-3.31042e-13,-2.56828e-14
-58,0,1035.5,498.39,-1036.66,-500.085,-3.05169e-13,-5.04291e-14
-56,0,1035.5,498.39,-1036.66,-500.085,-2.6367e-13,-6.80628e-14
-54,0,1035.5,498.39,-1036.66,-500.085,-2.08778e-13,-7.36526e-14
-52,0,1035.5,498.39,-1036.66,-500.085,-1.4603e-13,-6.42058e-14
-50,0,1035.5,498.39,-1036.66,-500.085,-8.32717e-14,-3.93893e-14
-48,0,1035.5,498.39,-1036.66,-500.085,-2.90275e-14,-1.63943e-15
-46,0,1035.5,498.39,-1036.66,-500.085,9.38227e-15,4.43744e-14
-44,0,1035.5,498.39,-1036.66,-500.085,2.75197e-14,9.27897e-14
-42,0,1035.5,498.39,-1036.66,-500.085,2.48606e-14,1.37819e-13
-40,0,1035.5,498.39,-1036.66,-500.085,4.89411e-15,1.74914e-13
-38,0,1035.5,498.39,-1036.66,-500.085,-2.57566e-14,2.01546e-13
-36,0,1035.5,498.39,-1036.66,-500.085,-5.89829e-14,2.17416e-13
-34,0,1035.5,498.39,-1036.66,-500.085,-8.71865e-14,2.24111e-13
-32,0,1035.5,498.39,-1036.66,-500.085,-1.05103e-13,2.2435e-13
-30,0,1035.5,498.39,-1036.66,-500.085,-1.10979e-13,2.21066e-13
-28,0,1035.5,498.39,-1036.66,-500.085,-1.06794e-13,2.16615e-13
-26,0,1035.5,498.39,-1036.66,-500.085,-9.74914e-14,2.12307e-13
-24,0,1035.5,498.39,-1036.66,-500.085,-8.94436e-14,2.08354e-13
-22,0,1035.5,498.39,-1036.66,-500.085,-8.85848e-14,2.04175e-13
-20,0,1035.5,498.39,-1036.66,-500.085,-9.87318e-14,1.98898e-13
-18,0,1035.5,498.39,-1036.66,-500.085,-1.20549e-13,1.91845e-13
-16,0,1035.5,498.39,-1036.66,-500.085,-1.51423e-13,1.82817e-13
-14,0,1035.5,498.39,-1036.66,-500.085,-1.86252e-13,1.7209e-13
-12,0,1035.5,498.39,-1036.66,-500.085,-2.18903e-13,1.60157e-13
-10,0,1035.5,498.39,-1036.66,-500.085,-2.43893e-13,1.47342e-13
-8,0,1035.5,498.39,-1036.66,-500.085,-2.57828e-13,1.33488e-13
-6,0,1035.5,498.39,-1036.66,-500.085,-2.60189e-13,1.17888e-13
-4,0,1035.5,498.39,-1036.66,-500.085,-2.53282e-13,9.95247e-14
-2,0,1035.5,498.39,-1036.66,-500.085,-2.41396e-13,7.76058e-14
0,0,1035.5,498.39,-1036.66,-500.085,-2.29459e-13,5.22011e-14
2,0,1035.5,498.39,-1036.66,-500.085,-2.21587e-13,2.47672e-14
4,0,1035.5,498.39,-1036.66,-500.085,-2.19977e-13,-1.68094e-15
6,0,1035.5,498.39,-1036.66,-500.085,-2.2443e-13,-2.28935e-14
8,0,1035.5,498.39,-1036.66,-500.085,-2.32628e-13,-3.42054e-14
10,0,1035.5,498.39,-1036.66,-500.085,-2.41035e-13,-3.16887e-14
12,0,1035.5,498.39,-1036.66,-500.085,-2.4613e-13,-1.33469e-14
14,0,1035.5,498.39,-1036.66,-500.085,-2.45586e-13,1.99899e-14
16,0,1035.5,498.39,-1036.66,-500.085,-2.39038e-13,6.43664e-14
18,0,1035.5,498.39,-1036.66,-500.085,-2.28225e-13,1.13157e-13
20,0,1035.5,498.39,-1036.66,-500.085,-2.16488e-13,1.58243e-13
22,0,1035.5,498.39,-1036.66,-500.085,-2.07787e-13,1.9167e-13
24,0,1035.5,498.39,-1036.66,-500.085,-2.05559e-13,2.07417e-13
26,0,1035.5,498.39,-1036.66,-500.085,-2.11733e-13,2.02829e-13
28,0,1035.5,498.39,-1036.66,-500.085,-2.26204e-13,1.79351e-13
30,0,1035.5,498.39,-1036.66,-500.085,-2.46868e-13,1.42343e-13
32,0,1035.5,498.39,-1036.66,-500.085,-2.702e-13,9.99743e-14
34,0,1035.5,498.39,-1036.66,-500.085,-2.92148e-13,6.14429e-14
36,0,1035.5,498.39,-1036.66,-500.085,-3.09096e-13,3.49124e-14
38,0,1035.5,498.39,-1036.66,-500.085,-3.18604e-13,2.565e-14
