Phi[deg],Theta[deg],GainTotal
-180,0,0.25546
-178,0,0.25546
-176,0,0.25546
-174,0,0.25546
-172,0,0.25546
-170,0,0.25546
-168,0,0.25546
-166,0,0.25546
-164,0,0.25546
-162,0,0.25546
-160,0,0.25546
-158,0,0.25546
-156,0,0.25546
-154,0,0.25546
-152,0,0.25546
-150,0,0.25546
-148,0,0.25546
-146,0,0.25546
-144,0,0.25546
-142,0,0.25546
-140,0,0.25546
-138,0,0.25546
-136,0,0.25546
-134,0,0.25546
-132,0,0.25546
-130,0,0.25546
-128,0,0.25546
-126,0,0.25546
-124,0,0.25546
-122,0,0.25546
-120,0,0.25546
-118,0,0.25546
-116,0,0.25546
-114,0,0.25546
-112,0,0.25546
-110,0,0.25546
-108,0,0.25546
-106,0,0.25546
-104,0,0.25546
-102,0,0.25546
-100,0,0.25546
-98,0,0.25546
-96,0,0.25546
-94,0,0.25546
-92,0,0.25546
-90,0,0.25546
-88,0,0.25546
-86,0,0.25546
-84,0,0.25546
-82,0,0.25546
-80,0,0.25546
-78,0,0.25546
-76,0,0.25546
-74,0,0.25546
-72,0,0.25546
-70,0,0.25546
-68,0,0.25546
-66,0,0.25546
-64,0,0.25546
-62,0,0.25546
-60,0,0.25546
-58,0,0.25546
-56,0,0.25546
-54,0,0.25546
-52,0,0.25546
-50,0,0.25546
-48,0,0.25546
-46,0,0.25546
-44,0,0.25546
-42,0,0.25546
-40,0,0.25546
-38,0,0.25546
-36,0,0.25546
-34,0,0.25546
-32,0,0.25546
-30,0,0.25546
-28,0,0.25546
-26,0,0.25546
-24,0,0.25546
-22,0,0.25546
-20,0,0.25546
-18,0,0.25546
-16,0,0.25546
-14,0,0.25546
-12,0,0.25546
-10,0,0.25546
-8,0,0.25546
-6,0,0.25546
-4,0,0.25546
-2,0,0.25546
0,0,0.25546
2,0,0.25546
4,0,0.25546
6,0,0.25546
8,0,0.25546
10,0,0.25546
12,0,0.25546
14,0,0.25546
16,0,0.25546
18,0,0.25546
20,0,0.25546
22,0,0.25546
24,0,0.25546
26,0,0.25546
28,0,0.25546
30,0,0.25546
32,0,0.25546
34,0,0.25546
36,0,0.25546
38,0,0.25546
40,0,0.25546
42,0,0.25546
44,0,0.25546
46,0,0.25546
48,0,0.25546
50,0,0.25546
52,0,0.25546
54,0,0.25546
56,0,0.25546
58,0,0.25546
60,0,0.25546
62,0,0.25546
64,0,0.25546
66,0,0.25546
68,0,0.25546
70,0,0.25546
72,0,0.25546
74,0,0.25546
76,0,0.25546
78,0,0.25546
80,0,0.25546
82,0,0.25546
84,0,0.25546
86,0,0.25546
88,0,0.25546
90,0,0.25546
92,0,0.25546
94,0,0.25546
96,0,0.25546
98,0,0.25546
100,0,0.25546
102,0,0.25546
104,0,0.25546
106,0,0.25546
108,0,0.25546
110,0,0.25546
112,0,0.25546
114,0,0.25546
116,0,0.25546
118,0,0.25546
120,0,0.25546
122,0,0.25546
124,0,0.25546
126,0,0.25546
128,0,0.25546
130,0,0.25546
132,0,0.25546
134,0,0.25546
136,0,0.25546
138,0,0.25546
140,0,0.25546
142,0,0.25546
144,0,0.25546
146,0,0.25546
148,0,0.25546
150,0,0.25546
152,0,0.25546
154,0,0.25546
156,0,0.25546
