Phi[deg],Theta[deg],GainTotal
-180,0,0.618239
-178,0,0.618239
-176,0,0.618239
-174,0,0.618239
-172,0,0.618239
-170,0,0.618239
-168,0,0.618239
-166,0,0.618239
-164,0,0.618239
-162,0,0.618239
-160,0,0.618239
-158,0,0.618239
-156,0,0.618239
-154,0,0.618239
-152,0,0.618239
-150,0,0.618239
-148,0,0.618239
-146,0,0.618239
-144,0,0.618239
-142,0,0.618239
-140,0,0.618239
-138,0,0.618239
-136,0,0.618239
-134,0,0.618239
-132,0,0.618239
-130,0,0.618239
-128,0,0.618239
-126,0,0.618239
-124,0,0.618239
-122,0,0.618239
-120,0,0.618239
-118,0,0.618239
-116,0,0.618239
-114,0,0.618239
-112,0,0.618239
-110,0,0.618239
-108,0,0.618239
-106,0,0.618239
-104,0,0.618239
-102,0,0.618239
-100,0,0.618239
-98,0,0.618239
-96,0,0.618239
-94,0,0.618239
-92,0,0.618239
-90,0,0.618239
-88,0,0.618239
-86,0,0.618239
-84,0,0.618239
-82,0,0.618239
-80,0,0.618239
-78,0,0.618239
-76,0,0.618239
-74,0,0.618239
-72,0,0.618239
-70,0,0.618239
-68,0,0.618239
-66,0,0.618239
-64,0,0.618239
-62,0,0.618239
-60,0,0.618239
-58,0,0.618239
-56,0,0.618239
-54,0,0.618239
-52,0,0.618239
-50,0,0.618239
-48,0,0.618239
-46,0,0.618239
-44,0,0.618239
-42,0,0.618239
-40,0,0.618239
-38,0,0.618239
-36,0,0.618239
-34,0,0.618239
-32,0,0.618239
-30,0,0.618239
-28,0,0.618239
-26,0,0.618239
-24,0,0.618239
-22,0,0.618239
-20,0,0.618239
-18,0,0.618239
-16,0,0.618239
-14,0,0.618239
-12,0,0.618239
-10,0,0.618239
-8,0,0.618239
-6,0,0.618239
-4,0,0.618239
-2,0,0.618239
0,0,0.618239
2,0,0.618239
4,0,0.618239
6,0,0.618239
8,0,0.618239
10,0,0.618239
12,0,0.618239
14,0,0.618239
16,0,0.618239
18,0,0.618239
