Phi[deg],Theta[deg],GainTotal
-180,0,2.82772
-178,0,2.82772
-176,0,2.82772
-174,0,2.82772
-172,0,2.82772
-170,0,2.82772
-168,0,2.82772
-166,0,2.82772
-164,0,2.82772
-162,0,2.82772
-160,0,2.82772
-158,0,2.82772
-156,0,2.82772
-154,0,2.82772
-152,0,2.82772
-150,0,2.82772
-148,0,2.82772
-146,0,2.82772
-144,0,2.82772
-142,0,2.82772
-140,0,2.82772
-138,0,2.82772
-136,0,2.82772
-134,0,2.82772
-132,0,2.82772
-130,0,2.82772
-128,0,2.82772
-126,0,2.82772
-124,0,2.82772
-122,0,2.82772
-120,0,2.82772
-118,0,2.82772
-116,0,2.82772
-114,0,2.82772
-112,0,2.82772
-110,0,2.82772
-108,0,2.82772
-106,0,2.82772
-104,0,2.82772
-102,0,2.82772
-100,0,2.82772
-98,0,2.82772
-96,0,2.82772
-94,0,2.82772
-92,0,2.82772
-90,0,2.82772
-88,0,2.82772
-86,0,2.82772
-84,0,2.82772
-82,0,2.82772
-80,0,2.82772
-78,0,2.82772
-76,0,2.82772
-74,0,2.82772
-72,0,2.82772
-70,0,2.82772
-68,0,2.82772
-66,0,2.82772
-64,0,2.82772
-62,0,2.82772
-60,0,2.82772
-58,0,2.82772
-56,0,2.82772
-54,0,2.82772
-52,0,2.82772
-50,0,2.82772
-48,0,2.82772
-46,0,2.82772
-44,0,2.82772
-42,0,2.82772
-40,0,2.82772
-38,0,2.82772
-36,0,2.82772
-34,0,2.82772
-32,0,2.82772
-30,0,2.82772
-28,0,2.82772
-26,0,2.82772
-24,0,2.82772
-22,0,2.82772
-20,0,2.82772
-18,0,2.82772
-16,0,2.82772
-14,0,2.82772
-12,0,2.82772
-10,0,2.82772
-8,0,2.82772
-6,0,2.82772
-4,0,2.82772
-2,0,2.82772
0,0,2.82772
2,0,2.82772
4,0,2.82772
6,0,2.82772
8,0,2.82772
10,0,2.82772
12,0,2.82772
14,0,2.82772
16,0,2.82772
18,0,2.82772
20,0,2.82772
22,0,2.82772
24,0,2.82772
26,0,2.82772
28,0,2.82772
30,0,2.82772
32,0,2.82772
34,0,2.82772
36,0,2.82772
38,0,2.82772
40,0,2.82772
42,0,2.82772
44,0,2.82772
46,0,2.82772
48,0,2.82772
50,0,2.82772
52,0,2.82772
54,0,2.82772
56,0,2.82772
58,0,2.82772
60,0,2.82772
62,0,2.82772
64,0,2.82772
66,0,2.82772
68,0,2.82772
70,0,2.82772
72,0,2.82772
74,0,2.82772
76,0,2.82772
78,0,2.82772
80,0,2.82772
82,0,2.82772
84,0,2.82772
86,0,2.82772
88,0,2.82772
90,0,2.82772
92,0,2.82772
94,0,2.82772
96,0,2.82772
98,0,2.82772
100,0,2.82772
102,0,2.82772
104,0,2.82772
106,0,2.82772
108,0,2.82772
110,0,2.82772
112,0,2.82772
114,0,2.82772
116,0,2.82772
118,0,2.82772
120,0,2.82772
122,0,2.82772
124,0,2.82772
126,0,2.82772
128,0,2.82772
130,0,2.82772
132,0,2.82772
134,0,2.82772
136,0,2.82772
138,0,2.82772
140,0,2.82772
142,0,2.82772
144,0,2.82772
146,0,2.82772
148,0,2.82772
150,0,2.82772
152,0,2.82772
154,0,2.82772
156,0,2.82772
158,0,2.82772
160,0,2.82772
162,0,2.82772
164,0,2.82772
166,0,2.82772
168,0,2.82772
170,0,2.82772
172,0,2.82772
174,0,2.82772
176,0,2.82772
178,0,2.82772
180,0,2.82772
-180,2,2.8094
-178,2,2.80938
-176,2,2.80932
-174,2,2.80921
-172,2,2.80907
-170,2,2.80888
-168,2,2.80865
-166,2,2.80839
-164,2,2.80809
-162,2,2.80775
-160,2,2.80737
-158,2,2.80697
-156,2,2.80653
-154,2,2.80607
-152,2,2.80557
-150,2,2.80506
-148,2,2.80452
-146,2,2.80397
-144,2,2.80339
-142,2,2.80281
-140,2,2.80221
-138,2,2.80161
-136,2,2.801
-134,2,2.80039
-132,2,2.79979
-130,2,2.79918
-128,2,2.79859
-126,2,2.798
-124,2,2.79743
-122,2,2.79687
-120,2,2.79634
-118,2,2.79582
-116,2,2.79533
-114,2,2.79486
-112,2,2.79442
-110,2,2.79401
-108,2,2.79364
-106,2,2.7933
-104,2,2.79299
-102,2,2.79273
-100,2,2.7925
-98,2,2.79231
-96,2,2.79217
-94,2,2.79206
-92,2,2.792
-90,2,2.79198
-88,2,2.792
-86,2,2.79207
-84,2,2.79217
-82,2,2.79232
-80,2,2.79251
-78,2,2.79274
-76,2,2.79301
-74,2,2.79332
-72,2,2.79366
-70,2,2.79404
-68,2,2.79445
-66,2,2.79489
-64,2,2.79536
-62,2,2.79586
-60,2,2.79638
-58,2,2.79692
-56,2,2.79748
-54,2,2.79805
-52,2,2.79864
-50,2,2.79924
-48,2,2.79984
-46,2,2.80045
-44,2,2.80106
-42,2,2.80167
-40,2,2.80228
-38,2,2.80287
-36,2,2.80346
-34,2,2.80403
-32,2,2.80459
-30,2,2.80513
-28,2,2.80564
-26,2,2.80614
-24,2,2.8066
-22,2,2.80704
-20,2,2.80745
-18,2,2.80782
-16,2,2.80816
-14,2,2.80846
-12,2,2.80873
-10,2,2.80896
-8,2,2.80914
-6,2,2.80929
-4,2,2.80939
-2,2,2.80945
0,2,2.80947
2,2,2.80945
4,2,2.80938
6,2,2.80927
8,2,2.80912
10,2,2.80893
12,2,2.8087
14,2,2.80843
16,2,2.80812
18,2,2.80778
20,2,2.8074
22,2,2.80699
24,2,2.80654
26,2,2.80607
28,2,2.80558
30,2,2.80505
32,2,2.80451
34,2,2.80395
36,2,2.80337
38,2,2.80278
40,2,2.80218
42,2,2.80158
44,2,2.80096
46,2,2.80035
48,2,2.79974
50,2,2.79913
52,2,2.79853
54,2,2.79794
56,2,2.79736
58,2,2.7968
60,2,2.79625
62,2,2.79573
64,2,2.79524
66,2,2.79476
68,2,2.79432
70,2,2.79391
72,2,2.79353
74,2,2.79319
76,2,2.79288
78,2,2.79261
80,2,2.79238
82,2,2.79219
84,2,2.79204
86,2,2.79193
88,2,2.79186
90,2,2.79184
92,2,2.79186
94,2,2.79193
96,2,2.79203
98,2,2.79218
100,2,2.79237
102,2,2.7926
104,2,2.79286
106,2,2.79317
108,2,2.79351
110,2,2.79389
112,2,2.7943
114,2,2.79474
116,2,2.79521
118,2,2.7957
120,2,2.79622
122,2,2.79676
124,2,2.79732
126,2,2.7979
128,2,2.79848
130,2,2.79908
132,2,2.79969
134,2,2.8003
136,2,2.80091
138,2,2.80152
140,2,2.80213
142,2,2.80273
144,2,2.80332
146,2,2.80389
148,2,2.80445
150,2,2.80499
152,2,2.80551
154,2,2.80601
156,2,2.80648
158,2,2.80692
160,2,2.80733
162,2,2.80771
164,2,2.80805
166,2,2.80836
168,2,2.80863
170,2,2.80886
172,2,2.80905
174,2,2.8092
176,2,2.80931
178,2,2.80937
180,2,2.8094
-180,4,2.75524
-178,4,2.75516
-176,4,2.75492
-174,4,2.75451
-172,4,2.75394
-170,4,2.75321
-168,4,2.75233
-166,4,2.75129
-164,4,2.75011
-162,4,2.74879
-160,4,2.74734
-158,4,2.74575
-156,4,2.74405
-154,4,2.74224
-152,4,2.74032
-150,4,2.73831
-148,4,2.73622
-146,4,2.73405
-144,4,2.73182
-142,4,2.72954
-140,4,2.72721
-138,4,2.72486
-136,4,2.72249
-134,4,2.72011
-132,4,2.71773
-130,4,2.71537
-128,4,2.71304
-126,4,2.71075
-124,4,2.70851
-122,4,2.70633
-120,4,2.70422
-118,4,2.7022
-116,4,2.70027
-114,4,2.69844
-112,4,2.69672
-110,4,2.69512
-108,4,2.69365
-106,4,2.69231
-104,4,2.69112
-102,4,2.69007
-100,4,2.68917
-98,4,2.68843
-96,4,2.68786
-94,4,2.68744
-92,4,2.6872
-90,4,2.68712
-88,4,2.6872
-86,4,2.68746
-84,4,2.68788
-82,4,2.68846
-80,4,2.6892
-78,4,2.6901
-76,4,2.69116
-74,4,2.69236
-72,4,2.6937
-70,4,2.69518
-68,4,2.69678
-66,4,2.69851
-64,4,2.70034
-62,4,2.70228
-60,4,2.70431
-58,4,2.70642
-56,4,2.70861
-54,4,2.71085
-52,4,2.71315
-50,4,2.71548
-48,4,2.71785
-46,4,2.72022
-44,4,2.72261
-42,4,2.72498
-40,4,2.72734
-38,4,2.72967
-36,4,2.73195
-34,4,2.73419
-32,4,2.73636
-30,4,2.73845
-28,4,2.74046
-26,4,2.74238
-24,4,2.7442
-22,4,2.7459
-20,4,2.74749
-18,4,2.74894
-16,4,2.75026
-14,4,2.75144
-12,4,2.75248
-10,4,2.75336
-8,4,2.75409
-6,4,2.75466
-4,4,2.75506
-2,4,2.75531
0,4,2.75538
2,4,2.7553
4,4,2.75504
6,4,2.75463
8,4,2.75405
10,4,2.75331
12,4,2.75242
14,4,2.75137
16,4,2.75018
18,4,2.74885
20,4,2.74739
22,4,2.74579
24,4,2.74408
26,4,2.74226
28,4,2.74033
30,4,2.73831
32,4,2.7362
34,4,2.73403
36,4,2.73178
38,4,2.72949
40,4,2.72716
42,4,2.72479
44,4,2.72241
46,4,2.72002
48,4,2.71764
50,4,2.71527
52,4,2.71293
54,4,2.71063
