Phi[deg],Theta[deg],GainTotal
-180,0,0.605064
-178,0,0.605064
-176,0,0.605064
-174,0,0.605064
-172,0,0.605064
-170,0,0.605064
-168,0,0.605064
-166,0,0.605064
-164,0,0.605064
-162,0,0.605064
-160,0,0.605064
-158,0,0.605064
-156,0,0.605064
-154,0,0.605064
-152,0,0.605064
-150,0,0.605064
-148,0,0.605064
-146,0,0.605064
-144,0,0.605064
-142,0,0.605064
-140,0,0.605064
-138,0,0.605064
-136,0,0.605064
-134,0,0.605064
-132,0,0.605064
-130,0,0.605064
-128,0,0.605064
-126,0,0.605064
-124,0,0.605064
-122,0,0.605064
-120,0,0.605064
-118,0,0.605064
-116,0,0.605064
-114,0,0.605064
-112,0,0.605064
-110,0,0.605064
-108,0,0.605064
-106,0,0.605064
-104,0,0.605064
-102,0,0.605064
-100,0,0.605064
-98,0,0.605064
-96,0,0.605064
-94,0,0.605064
-92,0,0.605064
-90,0,0.605064
-88,0,0.605064
-86,0,0.605064
-84,0,0.605064
-82,0,0.605064
-80,0,0.605064
-78,0,0.605064
-76,0,0.605064
-74,0,0.605064
-72,0,0.605064
-70,0,0.605064
-68,0,0.605064
-66,0,0.605064
-64,0,0.605064
-62,0,0.605064
-60,0,0.605064
-58,0,0.605064
-56,0,0.605064
-54,0,0.605064
-52,0,0.605064
-50,0,0.605064
-48,0,0.605064
-46,0,0.605064
-44,0,0.605064
-42,0,0.605064
-40,0,0.605064
-38,0,0.605064
-36,0,0.605064
-34,0,0.605064
-32,0,0.605064
-30,0,0.605064
-28,0,0.605064
-26,0,0.605064
-24,0,0.605064
-22,0,0.605064
-20,0,0.605064
-18,0,0.605064
-16,0,0.605064
-14,0,0.605064
-12,0,0.605064
-10,0,0.605064
-8,0,0.605064
-6,0,0.605064
-4,0,0.605064
-2,0,0.605064
0,0,0.605064
2,0,0.605064
4,0,0.605064
6,0,0.605064
8,0,0.605064
10,0,0.605064
12,0,0.605064
14,0,0.605064
16,0,0.605064
18,0,0.605064
20,0,0.605064
22,0,0.605064
24,0,0.605064
26,0,0.605064
28,0,0.605064
30,0,0.605064
32,0,0.605064
34,0,0.605064
36,0,0.605064
38,0,0.605064
40,0,0.605064
42,0,0.605064
44,0,0.605064
46,0,0.605064
48,0,0.605064
50,0,0.605064
52,0,0.605064
54,0,0.605064
56,0,0.605064
58,0,0.605064
60,0,0.605064
62,0,0.605064
64,0,0.605064
66,0,0.605064
68,0,0.605064
70,0,0.605064
72,0,0.605064
74,0,0.605064
76,0,0.605064
78,0,0.605064
80,0,0.605064
82,0,0.605064
84,0,0.605064
86,0,0.605064
88,0,0.605064
90,0,0.605064
92,0,0.605064
94,0,0.605064
96,0,0.605064
98,0,0.605064
100,0,0.605064
102,0,0.605064
104,0,0.605064
106,0,0.605064
108,0,0.605064
110,0,0.605064
112,0,0.605064
114,0,0.605064
116,0,0.605064
118,0,0.605064
120,0,0.605064
122,0,0.605064
124,0,0.605064
126,0,0.605064
128,0,0.605064
130,0,0.605064
132,0,0.605064
134,0,0.605064
136,0,0.605064
138,0,0.605064
140,0,0.605064
142,0,0.605064
144,0,0.605064
146,0,0.605064
148,0,0.605064
150,0,0.605064
152,0,0.605064
154,0,0.605064
156,0,0.605064
158,0,0.605064
160,0,0.605064
162,0,0.605064
164,0,0.605064
166,0,0.605064
168,0,0.605064
170,0,0.605064
172,0,0.605064
174,0,0.605064
176,0,0.605064
178,0,0.605064
180,0,0.605064
-180,2,0.606134
-178,2,0.606126
-176,2,0.606116
-174,2,0.606105
-172,2,0.606092
-170,2,0.606077
-168,2,0.60606
-166,2,0.606042
-164,2,0.606021
-162,2,0.605998
-160,2,0.605973
-158,2,0.605945
-156,2,0.605916
-154,2,0.605883
-152,2,0.605849
-150,2,0.605811
-148,2,0.605772
-146,2,0.60573
-144,2,0.605685
-142,2,0.605637
-140,2,0.605588
-138,2,0.605535
-136,2,0.605481
-134,2,0.605423
-132,2,0.605364
-130,2,0.605302
-128,2,0.605238
-126,2,0.605172
-124,2,0.605104
-122,2,0.605034
-120,2,0.604963
-118,2,0.60489
-116,2,0.604815
-114,2,0.604739
-112,2,0.604663
-110,2,0.604585
-108,2,0.604506
-106,2,0.604427
-104,2,0.604348
-102,2,0.604268
-100,2,0.604188
-98,2,0.604109
-96,2,0.60403
-94,2,0.603952
-92,2,0.603875
-90,2,0.603799
-88,2,0.603725
-86,2,0.603652
-84,2,0.603581
-82,2,0.603512
-80,2,0.603445
-78,2,0.60338
-76,2,0.603319
-74,2,0.60326
-72,2,0.603204
-70,2,0.603151
-68,2,0.603102
-66,2,0.603056
-64,2,0.603014
-62,2,0.602976
-60,2,0.602941
-58,2,0.602911
-56,2,0.602885
-54,2,0.602863
-52,2,0.602845
-50,2,0.602832
-48,2,0.602823
-46,2,0.602819
-44,2,0.602819
-42,2,0.602824
-40,2,0.602833
-38,2,0.602846
-36,2,0.602864
-34,2,0.602886
-32,2,0.602912
-30,2,0.602943
-28,2,0.602978
-26,2,0.603016
-24,2,0.603058
-22,2,0.603104
-20,2,0.603154
-18,2,0.603207
-16,2,0.603263
-14,2,0.603322
-12,2,0.603384
-10,2,0.603449
-8,2,0.603516
-6,2,0.603585
-4,2,0.603656
-2,2,0.603729
0,2,0.603804
2,2,0.60388
4,2,0.603957
6,2,0.604035
8,2,0.604114
10,2,0.604193
12,2,0.604273
14,2,0.604353
16,2,0.604432
18,2,0.604511
20,2,0.60459
22,2,0.604668
24,2,0.604745
26,2,0.604821
28,2,0.604895
30,2,0.604968
32,2,0.60504
34,2,0.605109
36,2,0.605177
38,2,0.605243
40,2,0.605307
42,2,0.605369
44,2,0.605428
46,2,0.605485
48,2,0.60554
50,2,0.605592
52,2,0.605642
54,2,0.605689
56,2,0.605734
58,2,0.605776
60,2,0.605816
62,2,0.605853
64,2,0.605887
66,2,0.605919
68,2,0.605949
70,2,0.605976
72,2,0.606001
74,2,0.606024
76,2,0.606045
78,2,0.606063
80,2,0.60608
82,2,0.606095
84,2,0.606107
86,2,0.606119
88,2,0.606128
90,2,0.606136
92,2,0.606143
94,2,0.606148
96,2,0.606153
98,2,0.606156
100,2,0.606158
102,2,0.60616
104,2,0.60616
106,2,0.60616
108,2,0.60616
110,2,0.606159
112,2,0.606158
114,2,0.606157
116,2,0.606155
118,2,0.606154
120,2,0.606152
122,2,0.606151
124,2,0.606149
126,2,0.606148
128,2,0.606147
130,2,0.606146
132,2,0.606145
134,2,0.606145
136,2,0.606145
138,2,0.606145
140,2,0.606146
142,2,0.606146
144,2,0.606147
146,2,0.606149
148,2,0.60615
150,2,0.606151
152,2,0.606153
154,2,0.606154
156,2,0.606156
158,2,0.606157
160,2,0.606158
162,2,0.606159
164,2,0.606159
166,2,0.606159
