Phi[deg],Theta[deg],GainTotal
-180,0,0.1044
-178,0,0.1044
-176,0,0.1044
-174,0,0.1044
-172,0,0.1044
-170,0,0.1044
-168,0,0.1044
-166,0,0.1044
-164,0,0.1044
-162,0,0.1044
-160,0,0.1044
-158,0,0.1044
-156,0,0.1044
-154,0,0.1044
-152,0,0.1044
-150,0,0.1044
-148,0,0.1044
-146,0,0.1044
-144,0,0.1044
-142,0,0.1044
-140,0,0.1044
-138,0,0.1044
-136,0,0.1044
-134,0,0.1044
-132,0,0.1044
-130,0,0.1044
-128,0,0.1044
-126,0,0.1044
-124,0,0.1044
-122,0,0.1044
-120,0,0.1044
-118,0,0.1044
-116,0,0.1044
-114,0,0.1044
-112,0,0.1044
-110,0,0.1044
-108,0,0.1044
-106,0,0.1044
-104,0,0.1044
-102,0,0.1044
-100,0,0.1044
-98,0,0.1044
-96,0,0.1044
-94,0,0.1044
-92,0,0.1044
-90,0,0.1044
-88,0,0.1044
-86,0,0.1044
-84,0,0.1044
-82,0,0.1044
-80,0,0.1044
-78,0,0.1044
-76,0,0.1044
-74,0,0.1044
-72,0,0.1044
-70,0,0.1044
-68,0,0.1044
-66,0,0.1044
-64,0,0.1044
-62,0,0.1044
-60,0,0.1044
-58,0,0.1044
-56,0,0.1044
-54,0,0.1044
-52,0,0.1044
-50,0,0.1044
-48,0,0.1044
-46,0,0.1044
-44,0,0.1044
-42,0,0.1044
-40,0,0.1044
-38,0,0.1044
-36,0,0.1044
-34,0,0.1044
-32,0,0.1044
-30,0,0.1044
-28,0,0.1044
-26,0,0.1044
-24,0,0.1044
-22,0,0.1044
-20,0,0.1044
-18,0,0.1044
-16,0,0.1044
-14,0,0.1044
-12,0,0.1044
-10,0,0.1044
-8,0,0.1044
-6,0,0.1044
-4,0,0.1044
-2,0,0.1044
0,0,0.1044
2,0,0.1044
4,0,0.1044
6,0,0.1044
8,0,0.1044
10,0,0.1044
12,0,0.1044
14,0,0.1044
16,0,0.1044
18,0,0.1044
20,0,0.1044
22,0,0.1044
24,0,0.1044
26,0,0.1044
28,0,0.1044
30,0,0.1044
32,0,0.1044
34,0,0.1044
36,0,0.1044
38,0,0.1044
40,0,0.1044
42,0,0.1044
44,0,0.1044
46,0,0.1044
48,0,0.1044
50,0,0.1044
52,0,0.1044
54,0,0.1044
56,0,0.1044
58,0,0.1044
60,0,0.1044
62,0,0.1044
64,0,0.1044
66,0,0.1044
68,0,0.1044
70,0,0.1044
72,0,0.1044
74,0,0.1044
76,0,0.1044
78,0,0.1044
80,0,0.1044
82,0,0.1044
84,0,0.1044
86,0,0.1044
88,0,0.1044
90,0,0.1044
92,0,0.1044
94,0,0.1044
96,0,0.1044
98,0,0.1044
100,0,0.1044
102,0,0.1044
104,0,0.1044
106,0,0.1044
108,0,0.1044
110,0,0.1044
112,0,0.1044
114,0,0.1044
116,0,0.1044
118,0,0.1044
120,0,0.1044
122,0,0.1044
124,0,0.1044
126,0,0.1044
128,0,0.1044
130,0,0.1044
132,0,0.1044
134,0,0.1044
136,0,0.1044
138,0,0.1044
140,0,0.1044
142,0,0.1044
144,0,0.1044
146,0,0.1044
148,0,0.1044
150,0,0.1044
152,0,0.1044
154,0,0.1044
156,0,0.1044
158,0,0.1044
160,0,0.1044
162,0,0.1044
164,0,0.1044
166,0,0.1044
168,0,0.1044
170,0,0.1044
172,0,0.1044
174,0,0.1044
176,0,0.1044
178,0,0.1044
180,0,0.1044
-180,2,0.106366
-178,2,0.106368
-176,2,0.106369
-174,2,0.106369
-172,2,0.106368
-170,2,0.106366
-168,2,0.106362
-166,2,0.106358
-164,2,0.106352
-162,2,0.106345
-160,2,0.106336
-158,2,0.106326
-156,2,0.106315
-154,2,0.106302
-152,2,0.106287
-150,2,0.10627
-148,2,0.106252
-146,2,0.106232
-144,2,0.106211
-142,2,0.106188
-140,2,0.106163
-138,2,0.106136
-136,2,0.106108
-134,2,0.106078
-132,2,0.106047
-130,2,0.106014
-128,2,0.105979
-126,2,0.105944
-124,2,0.105907
-122,2,0.105868
-120,2,0.105829
-118,2,0.105788
-116,2,0.105746
-114,2,0.105704
-112,2,0.10566
-110,2,0.105616
-108,2,0.105572
-106,2,0.105527
-104,2,0.105481
-102,2,0.105436
-100,2,0.10539
-98,2,0.105345
-96,2,0.1053
-94,2,0.105255
-92,2,0.105211
-90,2,0.105167
-88,2,0.105124
-86,2,0.105082
-84,2,0.105041
-82,2,0.105001
-80,2,0.104962
-78,2,0.104925
-76,2,0.10489
-74,2,0.104856
-72,2,0.104823
-70,2,0.104793
-68,2,0.104765
-66,2,0.104738
-64,2,0.104714
-62,2,0.104692
-60,2,0.104673
-58,2,0.104655
-56,2,0.10464
-54,2,0.104628
-52,2,0.104618
-50,2,0.104611
-48,2,0.104606
-46,2,0.104604
-44,2,0.104604
-42,2,0.104607
-40,2,0.104613
-38,2,0.104621
-36,2,0.104632
-34,2,0.104645
-32,2,0.104661
-30,2,0.104679
-28,2,0.104699
-26,2,0.104722
-24,2,0.104747
-22,2,0.104774
-20,2,0.104803
-18,2,0.104834
-16,2,0.104867
-14,2,0.104902
-12,2,0.104938
-10,2,0.104976
-8,2,0.105015
-6,2,0.105056
-4,2,0.105097
-2,2,0.10514
0,2,0.105184
2,2,0.105228
4,2,0.105273
6,2,0.105318
8,2,0.105364
10,2,0.10541
12,2,0.105456
14,2,0.105502
16,2,0.105548
18,2,0.105593
20,2,0.105638
22,2,0.105682
24,2,0.105726
26,2,0.105769
28,2,0.105811
30,2,0.105852
32,2,0.105892
34,2,0.10593
36,2,0.105968
38,2,0.106004
40,2,0.106038
42,2,0.106071
44,2,0.106103
46,2,0.106133
48,2,0.106161
50,2,0.106187
52,2,0.106212
54,2,0.106235
56,2,0.106257
58,2,0.106276
60,2,0.106294
62,2,0.106311
64,2,0.106325
66,2,0.106338
68,2,0.106349
70,2,0.106359
72,2,0.106367
74,2,0.106374
76,2,0.106379
78,2,0.106383
80,2,0.106386
82,2,0.106388
84,2,0.106388
86,2,0.106388
88,2,0.106386
90,2,0.106384
92,2,0.106381
94,2,0.106377
96,2,0.106373
98,2,0.106368
100,2,0.106362
102,2,0.106357
104,2,0.106351
106,2,0.106345
108,2,0.106339
110,2,0.106333
112,2,0.106327
114,2,0.106322
116,2,0.106316
118,2,0.106311
120,2,0.106306
122,2,0.106302
124,2,0.106298
126,2,0.106295
128,2,0.106292
130,2,0.10629
132,2,0.106288
134,2,0.106287
136,2,0.106287
138,2,0.106287
140,2,0.106288
142,2,0.106289
144,2,0.106291
146,2,0.106293
148,2,0.106296
150,2,0.1063
152,2,0.106304
154,2,0.106308
156,2,0.106313
158,2,0.106317
