Phi[deg],Theta[deg],GainTotal
-180,0,0.505321
-178,0,0.505321
-176,0,0.505321
-174,0,0.505321
-172,0,0.505321
-170,0,0.505321
-168,0,0.505321
-166,0,0.505321
-164,0,0.505321
-162,0,0.505321
-160,0,0.505321
-158,0,0.505321
-156,0,0.505321
-154,0,0.505321
-152,0,0.505321
-150,0,0.505321
-148,0,0.505321
-146,0,0.505321
-144,0,0.505321
-142,0,0.505321
-140,0,0.505321
-138,0,0.505321
-136,0,0.505321
-134,0,0.505321
-132,0,0.505321
-130,0,0.505321
-128,0,0.505321
-126,0,0.505321
-124,0,0.505321
-122,0,0.505321
-120,0,0.505321
-118,0,0.505321
-116,0,0.505321
-114,0,0.505321
-112,0,0.505321
-110,0,0.505321
-108,0,0.505321
-106,0,0.505321
-104,0,0.505321
-102,0,0.505321
-100,0,0.505321
-98,0,0.505321
-96,0,0.505321
-94,0,0.505321
-92,0,0.505321
-90,0,0.505321
-88,0,0.505321
-86,0,0.505321
-84,0,0.505321
-82,0,0.505321
-80,0,0.505321
-78,0,0.505321
-76,0,0.505321
-74,0,0.505321
-72,0,0.505321
-70,0,0.505321
-68,0,0.505321
-66,0,0.505321
-64,0,0.505321
-62,0,0.505321
-60,0,0.505321
-58,0,0.505321
-56,0,0.505321
-54,0,0.505321
-52,0,0.505321
-50,0,0.505321
-48,0,0.505321
-46,0,0.505321
-44,0,0.505321
-42,0,0.505321
-40,0,0.505321
-38,0,0.505321
-36,0,0.505321
-34,0,0.505321
-32,0,0.505321
-30,0,0.505321
-28,0,0.505321
-26,0,0.505321
-24,0,0.505321
-22,0,0.505321
-20,0,0.505321
-18,0,0.505321
-16,0,0.505321
-14,0,0.505321
-12,0,0.505321
-10,0,0.505321
-8,0,0.505321
-6,0,0.505321
-4,0,0.505321
-2,0,0.505321
0,0,0.505321
2,0,0.505321
4,0,0.505321
6,0,0.505321
8,0,0.505321
10,0,0.505321
12,0,0.505321
14,0,0.505321
16,0,0.505321
18,0,0.505321
20,0,0.505321
22,0,0.505321
24,0,0.505321
26,0,0.505321
28,0,0.505321
30,0,0.505321
32,0,0.505321
34,0,0.505321
36,0,0.505321
38,0,0.505321
40,0,0.505321
42,0,0.505321
44,0,0.505321
46,0,0.505321
48,0,0.505321
50,0,0.505321
52,0,0.505321
54,0,0.505321
56,0,0.505321
58,0,0.505321
60,0,0.505321
62,0,0.505321
64,0,0.505321
66,0,0.505321
68,0,0.505321
70,0,0.505321
72,0,0.505321
74,0,0.505321
76,0,0.505321
78,0,0.505321
80,0,0.505321
82,0,0.505321
84,0,0.505321
86,0,0.505321
88,0,0.505321
90,0,0.505321
92,0,0.505321
94,0,0.505321
96,0,0.505321
98,0,0.505321
100,0,0.505321
102,0,0.505321
104,0,0.505321
106,0,0.505321
108,0,0.505321
110,0,0.505321
112,0,0.505321
114,0,0.505321
116,0,0.505321
118,0,0.505321
120,0,0.505321
122,0,0.505321
124,0,0.505321
126,0,0.505321
128,0,0.505321
130,0,0.505321
132,0,0.505321
134,0,0.505321
136,0,0.505321
138,0,0.505321
140,0,0.505321
142,0,0.505321
144,0,0.505321
146,0,0.505321
148,0,0.505321
150,0,0.505321
152,0,0.505321
154,0,0.505321
156,0,0.505321
158,0,0.505321
160,0,0.505321
162,0,0.505321
164,0,0.505321
166,0,0.505321
168,0,0.505321
170,0,0.505321
172,0,0.505321
174,0,0.505321
176,0,0.505321
178,0,0.505321
180,0,0.505321
-180,2,0.503813
-178,2,0.503813
-176,2,0.503812
-174,2,0.50381
-172,2,0.503808
-170,2,0.503805
-168,2,0.503801
-166,2,0.503797
-164,2,0.503792
-162,2,0.503786
-160,2,0.503781
-158,2,0.503774
-156,2,0.503767
-154,2,0.50376
-152,2,0.503752
-150,2,0.503744
-148,2,0.503736
-146,2,0.503727
-144,2,0.503718
-142,2,0.503709
-140,2,0.5037
-138,2,0.503691
-136,2,0.503681
-134,2,0.503672
-132,2,0.503662
-130,2,0.503653
-128,2,0.503644
-126,2,0.503635
-124,2,0.503626
-122,2,0.503617
-120,2,0.503609
-118,2,0.503601
-116,2,0.503593
-114,2,0.503586
-112,2,0.503579
-110,2,0.503573
-108,2,0.503567
-106,2,0.503562
-104,2,0.503558
-102,2,0.503554
-100,2,0.50355
-98,2,0.503547
-96,2,0.503545
-94,2,0.503544
-92,2,0.503543
-90,2,0.503543
-88,2,0.503543
-86,2,0.503545
-84,2,0.503546
-82,2,0.503549
-80,2,0.503552
-78,2,0.503556
-76,2,0.50356
-74,2,0.503565
-72,2,0.503571
-70,2,0.503577
-68,2,0.503584
-66,2,0.503591
-64,2,0.503599
-62,2,0.503607
-60,2,0.503615
-58,2,0.503624
-56,2,0.503633
-54,2,0.503642
-52,2,0.503651
-50,2,0.503661
-48,2,0.503671
-46,2,0.503681
-44,2,0.503691
-42,2,0.5037
-40,2,0.50371
-38,2,0.50372
-36,2,0.503729
-34,2,0.503739
-32,2,0.503748
-30,2,0.503756
-28,2,0.503765
-26,2,0.503773
