Phi[deg],Theta[deg],re(rEY)[mV]
-142,36,-1342.22
-140,36,-1399.08
-138,36,-1454.01
-136,36,-1506.95
-134,36,-1557.85
-132,36,-1606.66
-130,36,-1653.35
-128,36,-1697.87
-126,36,-1740.19
-124,36,-1780.29
-122,36,-1818.15
-120,36,-1853.74
-118,36,-1887.05
-116,36,-1918.06
-114,36,-1946.79
-112,36,-1973.2
-110,36,-1997.31
-108,36,-2019.11
-106,36,-2038.61
-104,36,-2055.8
-102,36,-2070.69
-100,36,-2083.27
-98,36,-2093.56
-96,36,-2101.56
-94,36,-2107.26
-92,36,-2110.67
-90,36,-2111.8
-88,36,-2110.64
-86,36,-2107.19
-84,36,-2101.45
-82,36,-2093.43
-80,36,-2083.1
-78,36,-2070.49
-76,36,-2055.57
-74,36,-2038.35
-72,36,-2018.83
-70,36,-1997
-68,36,-1972.86
-66,36,-1946.42
-64,36,-1917.68
-62,36,-1886.64
-60,36,-1853.31
-58,36,-1817.7
-56,36,-1779.84
-54,36,-1739.72
-52,36,-1697.39
-50,36,-1652.86
-48,36,-1606.17
-46,36,-1557.36
-44,36,-1506.46
-42,36,-1453.52
-40,36,-1398.6
-38,36,-1341.75
-36,36,-1283.03
-34,36,-1222.51
-32,36,-1160.26
-30,36,-1096.36
-28,36,-1030.88
-26,36,-963.923
-24,36,-895.563
-22,36,-825.898
-20,36,-755.025
-18,36,-683.041
-16,36,-610.05
-14,36,-536.158
-12,36,-461.47
-10,36,-386.097
-8,36,-310.149
-6,36,-233.739
-4,36,-156.981
-2,36,-79.9888
0,36,-2.87794
2,36,74.2363
4,36,151.239
6,36,228.014
8,36,304.448
10,36,380.426
12,36,455.836
14,36,530.567
16,36,604.509
18,36,677.555
20,36,749.599
22,36,820.539
24,36,890.275
26,36,958.71
28,36,1025.75
30,36,1091.31
32,36,1155.3
34,36,1217.64
36,36,1278.25
38,36,1337.07
40,36,1394.02
42,36,1449.04
44,36,1502.07
46,36,1553.07
48,36,1601.99
50,36,1648.77
52,36,1693.4
54,36,1735.83
56,36,1776.03
58,36,1813.99
60,36,1849.68
62,36,1883.1
64,36,1914.22
66,36,1943.04
68,36,1969.55
70,36,1993.75
72,36,2015.64
74,36,2035.22
76,36,2052.49
78,36,2067.45
80,36,2080.11
82,36,2090.46
84,36,2098.51
86,36,2104.27
88,36,2107.73
90,36,2108.89
92,36,2107.76
94,36,2104.34
96,36,2098.62
98,36,2090.6
100,36,2080.28
102,36,2067.65
104,36,2052.72
106,36,2035.49
108,36,2015.94
110,36,1994.07
112,36,1969.9
114,36,1943.41
116,36,1914.61
118,36,1883.51
120,36,1850.12
122,36,1814.44
124,36,1776.49
126,36,1736.3
128,36,1693.88
130,36,1649.26
132,36,1602.48
134,36,1553.57
136,36,1502.57
138,36,1449.53
140,36,1394.51
142,36,1337.55
144,36,1278.73
146,36,1218.1
148,36,1155.75
150,36,1091.74
152,36,1026.17
154,36,959.103
156,36,890.646
158,36,820.886
160,36,749.921
162,36,677.849
164,36,604.775
166,36,530.803
168,36,456.041
170,36,380.599
172,36,304.588
174,36,228.122
176,36,151.312
178,36,74.276
180,36,-2.87257
-180,38,-2.82783
-178,38,-80.5267
-176,38,-158.105
-174,38,-235.446
-172,38,-312.434
-170,38,-388.953
-168,38,-464.889
-166,38,-540.129
-164,38,-614.563
-162,38,-688.08
-160,38,-760.574
-158,38,-831.94
-156,38,-902.077
-154,38,-970.886
-152,38,-1038.27
-150,38,-1104.14
-148,38,-1168.42
-146,38,-1231
-144,38,-1291.83
-142,38,-1350.82
-140,38,-1407.91
-138,38,-1463.04
-136,38,-1516.14
-134,38,-1567.17
-132,38,-1616.08
-130,38,-1662.83
-128,38,-1707.38
-126,38,-1749.71
-124,38,-1789.79
-122,38,-1827.59
-120,38,-1863.11
-118,38,-1896.33
-116,38,-1927.25
-114,38,-1955.85
-112,38,-1982.14
-110,38,-2006.12
-108,38,-2027.78
-106,38,-2047.15
-104,38,-2064.21
-102,38,-2078.98
-100,38,-2091.46
-98,38,-2101.66
-96,38,-2109.59
-94,38,-2115.24
-92,38,-2118.62
-90,38,-2119.73
-88,38,-2118.58
-86,38,-2115.16
-84,38,-2109.48
-82,38,-2101.52
-80,38,-2091.28
-78,38,-2078.76
-76,38,-2063.96
-74,38,-2046.87
-72,38,-2027.47
-70,38,-2005.77
-68,38,-1981.77
-66,38,-1955.45
-64,38,-1926.83
-62,38,-1895.89
-60,38,-1862.65
-58,38,-1827.12
-56,38,-1789.3
-54,38,-1749.21
-52,38,-1706.87
-50,38,-1662.31
-48,38,-1615.55
-46,38,-1566.64
-44,38,-1515.61
-42,38,-1462.51
-40,38,-1407.39
-38,38,-1350.31
-36,38,-1291.33
-34,38,-1230.51
-32,38,-1167.94
-30,38,-1103.69
-28,38,-1037.84
-26,38,-970.471
-24,38,-901.687
-22,38,-831.576
-20,38,-760.238
-18,38,-687.773
-16,38,-614.287
-14,38,-539.886
-12,38,-464.679
-10,38,-388.777
-8,38,-312.293
-6,38,-235.341
-4,38,-158.037
-2,38,-80.4957
0,38,-2.8339
2,38,74.8316
4,38,152.384
6,38,229.707
8,38,306.684
10,38,383.201
12,38,459.142
14,38,534.396
16,38,608.85
18,38,682.396
20,38,754.925
22,38,826.335
24,38,896.522
26,38,965.388
28,38,1032.84
30,38,1098.78
32,38,1163.13
34,38,1225.8
36,38,1286.71
38,38,1345.8
40,38,1402.98
42,38,1458.21
44,38,1511.42
46,38,1562.55
48,38,1611.57
50,38,1658.43
52,38,1703.1
54,38,1745.54
56,38,1785.73
58,38,1823.65
60,38,1859.28
62,38,1892.61
64,38,1923.63
66,38,1952.34
68,38,1978.73
70,38,2002.81
72,38,2024.57
74,38,2044.03
76,38,2061.18
78,38,2076.03
80,38,2088.58
82,38,2098.85
84,38,2106.84
86,38,2112.54
88,38,2115.97
90,38,2117.13
92,38,2116.01
94,38,2112.62
96,38,2106.95
98,38,2099
100,38,2088.77
102,38,2076.25
104,38,2061.43
106,38,2044.31
108,38,2024.89
110,38,2003.15
112,38,1979.1
114,38,1952.74
116,38,1924.05
118,38,1893.05
120,38,1859.74
122,38,1824.13
124,38,1786.23
126,38,1746.05
128,38,1703.62
130,38,1658.96
132,38,1612.11
134,38,1563.09
136,38,1511.95
138,38,1458.74
140,38,1403.51
142,38,1346.32
144,38,1287.22
146,38,1226.3
148,38,1163.61
150,38,1099.25
152,38,1033.28
154,38,965.813
156,38,896.923
158,38,826.71
160,38,755.273
162,38,682.714
164,38,609.137
166,38,534.651
168,38,459.364
170,38,383.388
172,38,306.837
174,38,229.823
176,38,152.464
178,38,74.8747
180,38,-2.82783
-180,40,-2.78109
-178,40,-80.537
-176,40,-158.172
-174,40,-235.569
-172,40,-312.612
-170,40,-389.185
-168,40,-465.174
-166,40,-540.465
-164,40,-614.946
-162,40,-688.506
-160,40,-761.038
-158,40,-832.436
-156,40,-902.596
-154,40,-971.419
-152,40,-1038.81
-150,40,-1104.67
-148,40,-1168.92
-146,40,-1231.46
-144,40,-1292.23
-142,40,-1351.14
-140,40,-1408.14
-138,40,-1463.14
-136,40,-1516.1
-134,40,-1566.97
-132,40,-1615.7
-130,40,-1662.24
-128,40,-1706.57
-126,40,-1748.66
-124,40,-1788.48
-122,40,-1826.01
-120,40,-1861.25
-118,40,-1894.18
-116,40,-1924.8
-114,40,-1953.11
-112,40,-1979.11
-110,40,-2002.8
-108,40,-2024.2
-106,40,-2043.31
-104,40,-2060.14
-102,40,-2074.7
-100,40,-2086.99
-98,40,-2097.04
-96,40,-2104.84
-94,40,-2110.4
-92,40,-2113.72
-90,40,-2114.82
-88,40,-2113.68
-86,40,-2110.32
-84,40,-2104.72
-82,40,-2096.88
-80,40,-2086.8
-78,40,-2074.46
-76,40,-2059.87
-74,40,-2043.01
-72,40,-2023.86
-70,40,-2002.43
-68,40,-1978.71
-66,40,-1952.68
-64,40,-1924.35
-62,40,-1893.7
-60,40,-1860.75
-58,40,-1825.5
-56,40,-1787.95
-54,40,-1748.11
-52,40,-1706.02
-50,40,-1661.68
-48,40,-1615.13
-46,40,-1566.4
-44,40,-1515.53
-42,40,-1462.58
-40,40,-1407.58
-38,40,-1350.59
-36,40,-1291.69
-34,40,-1230.94
-32,40,-1168.41
-30,40,-1104.18
-28,40,-1038.34
-26,40,-970.974
-24,40,-902.177
-22,40,-832.045
-20,40,-760.677
-18,40,-688.177
-16,40,-614.65
-14,40,-540.204
-12,40,-464.949
-10,40,-388.997
-8,40,-312.462
-6,40,-235.457
-4,40,-158.099
-2,40,-80.5041
0,40,-2.7879
2,40,74.9322
4,40,152.539
6,40,229.917
8,40,306.949
10,40,383.519
12,40,459.513
14,40,534.818
16,40,609.321
18,40,682.911
20,40,755.481
22,40,826.925
24,40,897.139
26,40,966.023
28,40,1033.48
30,40,1099.42
32,40,1163.74
34,40,1226.38
36,40,1287.24
38,40,1346.25
40,40,1403.35
42,40,1458.46
44,40,1511.53
46,40,1562.51
48,40,1611.36
50,40,1658.02
52,40,1702.47
54,40,1744.68
56,40,1784.61
58,40,1822.27
60,40,1857.63
62,40,1890.67
64,40,1921.41
66,40,1949.83
68,40,1975.94
70,40,1999.74
72,40,2021.24
74,40,2040.45
76,40,2057.37
78,40,2072.02
80,40,2084.39
82,40,2094.51
84,40,2102.38
86,40,2108
88,40,2111.37
90,40,2112.51
92,40,2111.41
94,40,2108.08
96,40,2102.5
98,40,2094.67
100,40,2084.59
102,40,2072.25
104,40,2057.64
106,40,2040.76
108,40,2021.58
110,40,2000.12
112,40,1976.34
114,40,1950.26
116,40,1921.87
118,40,1891.15
120,40,1858.13
122,40,1822.79
124,40,1785.15
126,40,1745.22
128,40,1703.03
130,40,1658.59
132,40,1611.93
134,40,1563.09
136,40,1512.11
138,40,1459.03
140,40,1403.91
142,40,1346.81
144,40,1287.79
146,40,1226.91
148,40,1164.26
150,40,1099.92
152,40,1033.96
154,40,966.478
156,40,897.569
158,40,827.327
160,40,755.854
162,40,683.253
164,40,609.629
166,40,535.092
168,40,459.752
170,40,383.72
172,40,307.112
174,40,230.042
176,40,152.625
178,40,74.9787
180,40,-2.78109
-180,42,-2.73241
-178,42,-80.0507
-176,42,-157.249
-174,42,-234.212
-172,42,-310.824
-170,42,-386.97
-168,42,-462.537
-166,42,-537.411
-164,42,-611.481
-162,42,-684.636
-160,42,-756.767
-158,42,-827.769
-156,42,-897.537
-154,42,-965.97
-152,42,-1032.97
-150,42,-1098.44
-148,42,-1162.3
-146,42,-1224.45
-144,42,-1284.82
-142,42,-1343.33
-140,42,-1399.91
-138,42,-1454.49
-136,42,-1507.03
-134,42,-1557.45
-132,42,-1605.73
-130,42,-1651.82
-128,42,-1695.68
-126,42,-1737.29
-124,42,-1776.63
-122,42,-1813.69
-120,42,-1848.45
-118,42,-1880.9
-116,42,-1911.05
-114,42,-1938.91
-112,42,-1964.47
-110,42,-1987.74
-108,42,-2008.74
-106,42,-2027.48
-104,42,-2043.98
-102,42,-2058.23
-100,42,-2070.27
-98,42,-2080.1
-96,42,-2087.72
-94,42,-2093.16
-92,42,-2096.41
-90,42,-2097.48
-88,42,-2096.36
-86,42,-2093.07
-84,42,-2087.6
-82,42,-2079.93
-80,42,-2070.06
-78,42,-2057.99
-76,42,-2043.69
-74,42,-2027.16
-72,42,-2008.38
-70,42,-1987.35
-68,42,-1964.04
-66,42,-1938.45
-64,42,-1910.57
-62,42,-1880.4
-60,42,-1847.92
-58,42,-1813.14
-56,42,-1776.07
-54,42,-1736.71
-52,42,-1695.09
-50,42,-1651.22
-48,42,-1605.13
-46,42,-1556.85
-44,42,-1506.42
-42,42,-1453.89
-40,42,-1399.31
-38,42,-1342.74
-36,42,-1284.25
-34,42,-1223.89
-32,42,-1161.76
-30,42,-1097.92
-28,42,-1032.47
-26,42,-965.496
-24,42,-897.091
-22,42,-827.353
-20,42,-756.383
-18,42,-684.285
-16,42,-611.166
-14,42,-537.133
-12,42,-462.297
-10,42,-386.77
-8,42,-310.664
-6,42,-234.093
-4,42,-157.172
-2,42,-80.016
0,42,-2.74
2,42,74.5402
4,42,151.709
6,42,228.651
8,42,305.25
10,42,381.393
12,42,456.966
14,42,531.854
16,42,605.947
18,42,679.134
20,42,751.306
22,42,822.356
24,42,892.181
26,42,960.679
28,42,1027.75
30,42,1093.3
32,42,1157.25
34,42,1219.49
36,42,1279.96
38,42,1338.57
40,42,1395.26
42,42,1449.96
44,42,1502.61
46,42,1553.16
48,42,1601.56
50,42,1647.77
52,42,1691.76
54,42,1733.5
56,42,1772.97
58,42,1810.15
60,42,1845.04
62,42,1877.62
64,42,1907.89
66,42,1935.87
68,42,1961.54
70,42,1984.93
72,42,2006.04
74,42,2024.88
76,42,2041.47
78,42,2055.82
80,42,2067.94
82,42,2077.85
84,42,2085.55
86,42,2091.04
88,42,2094.35
90,42,2095.46
92,42,2094.39
94,42,2091.13
96,42,2085.67
98,42,2078.02
100,42,2068.16
102,42,2056.07
104,42,2041.76
106,42,2025.21
108,42,2006.4
110,42,1985.33
112,42,1961.97
114,42,1936.32
116,42,1908.38
118,42,1878.13
120,42,1845.57
122,42,1810.7
124,42,1773.54
126,42,1734.08
128,42,1692.36
130,42,1648.37
132,42,1602.17
134,42,1553.77
136,42,1503.22
138,42,1450.57
140,42,1395.87
142,42,1339.17
144,42,1280.54
146,42,1220.06
148,42,1157.8
150,42,1093.84
152,42,1028.26
154,42,961.164
156,42,892.639
158,42,822.785
160,42,751.703
162,42,679.498
164,42,606.276
166,42,532.146
168,42,457.22
170,42,381.608
172,42,305.425
174,42,228.784
176,42,151.801
178,42,74.5901
180,42,-2.73241
-180,44,-2.68185
-178,44,-79.0737
-176,44,-155.348
-174,44,-231.392
-172,44,-307.093
-170,44,-382.338
-168,44,-457.016
-166,44,-531.014
-164,44,-604.224
-162,44,-676.534
-160,44,-747.837
-158,44,-818.027
-156,44,-886.999
-154,44,-954.652
-152,44,-1020.89
-150,44,-1085.61
-148,44,-1148.72
-146,44,-1210.15
-144,44,-1269.79
-142,44,-1327.59
-140,44,-1383.46
-138,44,-1437.34
-136,44,-1489.17
-134,44,-1538.9
-132,44,-1586.48
-130,44,-1631.87
-128,44,-1675.04
-126,44,-1715.97
-124,44,-1754.63
-122,44,-1791.01
-120,44,-1825.11
-118,44,-1856.92
-116,44,-1886.45
-114,44,-1913.69
-112,44,-1938.68
-110,44,-1961.4
-108,44,-1981.89
-106,44,-2000.16
-104,44,-2016.22
-102,44,-2030.1
-100,44,-2041.81
-98,44,-2051.36
-96,44,-2058.77
-94,44,-2064.05
-92,44,-2067.2
-90,44,-2068.24
-88,44,-2067.15
-86,44,-2063.95
-84,44,-2058.63
-82,44,-2051.18
-80,44,-2041.59
-78,44,-2029.84
-76,44,-2015.92
-74,44,-1999.82
-72,44,-1981.51
-70,44,-1960.99
-68,44,-1938.23
-66,44,-1913.21
-64,44,-1885.94
-62,44,-1856.38
-60,44,-1824.55
-58,44,-1790.43
-56,44,-1754.03
-54,44,-1715.35
-52,44,-1674.41
-50,44,-1631.23
-48,44,-1585.83
-46,44,-1538.25
-44,44,-1488.52
-42,44,-1436.7
-40,44,-1382.82
-38,44,-1326.96
-36,44,-1269.18
-34,44,-1209.55
-32,44,-1148.15
-30,44,-1085.05
-28,44,-1020.36
-26,44,-954.15
-24,44,-886.527
-22,44,-817.586
-20,44,-747.43
-18,44,-676.163
-16,44,-603.89
-14,44,-530.72
-12,44,-456.762
-10,44,-382.126
-8,44,-306.924
-6,44,-231.267
-4,44,-155.267
-2,44,-79.0373
0,44,-2.69025
2,44,73.6612
4,44,149.904
6,44,225.926
8,44,301.614
10,44,376.855
12,44,451.538
14,44,525.552
16,44,598.785
18,44,671.129
20,44,742.474
22,44,812.715
24,44,881.747
26,44,949.468
28,44,1015.78
30,44,1080.58
32,44,1143.79
34,44,1205.31
36,44,1265.06
38,44,1322.96
40,44,1378.95
42,44,1432.95
44,44,1484.9
46,44,1534.76
48,44,1582.47
50,44,1627.99
52,44,1671.3
54,44,1712.36
56,44,1751.16
58,44,1787.68
60,44,1821.91
62,44,1853.85
64,44,1883.51
66,44,1910.88
68,44,1935.99
70,44,1958.83
72,44,1979.44
74,44,1997.81
76,44,2013.98
78,44,2027.95
80,44,2039.75
82,44,2049.38
84,44,2056.87
86,44,2062.21
88,44,2065.42
90,44,2066.51
92,44,2065.47
94,44,2062.3
96,44,2057
98,44,2049.56
100,44,2039.97
102,44,2028.22
104,44,2014.29
106,44,1998.16
108,44,1979.82
110,44,1959.25
112,44,1936.44
114,44,1911.37
116,44,1884.02
118,44,1854.39
120,44,1822.47
122,44,1788.26
124,44,1751.76
126,44,1712.98
128,44,1671.93
130,44,1628.63
132,44,1583.12
134,44,1535.41
136,44,1485.55
138,44,1433.6
140,44,1379.59
142,44,1323.6
144,44,1265.68
146,44,1205.91
148,44,1144.37
150,44,1081.15
152,44,1016.32
154,44,949.982
156,44,882.232
158,44,813.169
160,44,742.895
162,44,671.514
164,44,599.133
166,44,525.861
168,44,451.808
170,44,377.083
172,44,301.799
174,44,226.068
176,44,150.002
178,44,73.7144
180,44,-2.68185
-180,46,-2.62947
-178,46,-77.6156
-176,46,-152.488
-174,46,-227.139
-172,46,-301.459
-170,46,-375.34
-168,46,-448.672
-166,46,-521.348
-164,46,-593.259
-162,46,-664.299
-160,46,-734.359
-158,46,-803.336
-156,46,-871.124
-154,46,-937.622
-152,46,-1002.73
-150,46,-1066.35
-148,46,-1128.4
-146,46,-1188.77
-144,46,-1247.39
-142,46,-1304.18
-140,46,-1359.06
-138,46,-1411.98
-136,46,-1462.85
-134,46,-1511.64
-132,46,-1558.3
-130,46,-1602.78
-128,46,-1645.06
-126,46,-1685.11
-124,46,-1722.91
-122,46,-1758.45
-120,46,-1791.72
-118,46,-1822.73
-116,46,-1851.49
-114,46,-1878
-112,46,-1902.28
-110,46,-1924.35
-108,46,-1944.22
-106,46,-1961.92
-104,46,-1977.47
-102,46,-1990.9
-100,46,-2002.21
-98,46,-2011.44
-96,46,-2018.59
-94,46,-2023.68
-92,46,-2026.72
-90,46,-2027.72
-88,46,-2026.67
-86,46,-2023.59
-84,46,-2018.45
-82,46,-2011.25
-80,46,-2001.98
-78,46,-1990.62
-76,46,-1977.15
-74,46,-1961.56
-72,46,-1943.82
-70,46,-1923.91
-68,46,-1901.8
-66,46,-1877.49
-64,46,-1850.95
-62,46,-1822.17
-60,46,-1791.13
-58,46,-1757.83
-56,46,-1722.28
-54,46,-1684.46
-52,46,-1644.4
-50,46,-1602.11
-48,46,-1557.63
-46,46,-1510.97
-44,46,-1462.18
-42,46,-1411.3
-40,46,-1358.4
-38,46,-1303.52
-36,46,-1246.75
-34,46,-1188.14
-32,46,-1127.79
-30,46,-1065.77
-28,46,-1002.17
-26,46,-937.094
-24,46,-870.627
-22,46,-802.872
-20,46,-733.931
-18,46,-663.908
-16,46,-592.909
-14,46,-521.039
-12,46,-448.406
-10,46,-375.117
-8,46,-301.282
-6,46,-227.008
-4,46,-152.404
-2,46,-77.5777
0,46,-2.63872
2,46,72.3049
4,46,147.145
6,46,221.772
8,46,296.078
10,46,369.954
12,46,443.292
14,46,515.983
16,46,587.92
18,46,658.994
20,46,729.099
22,46,798.128
24,46,865.979
26,46,932.548
28,46,997.736
30,46,1061.44
32,46,1123.58
34,46,1184.06
36,46,1242.79
38,46,1299.69
40,46,1354.7
42,46,1407.73
44,46,1458.74
46,46,1507.67
48,46,1554.46
50,46,1599.08
52,46,1641.5
54,46,1681.69
56,46,1719.63
58,46,1755.31
60,46,1788.72
62,46,1819.87
64,46,1848.76
66,46,1875.41
68,46,1899.82
70,46,1922.01
72,46,1942
74,46,1959.82
76,46,1975.47
78,46,1989
80,46,2000.41
82,46,2009.72
84,46,2016.95
86,46,2022.11
88,46,2025.22
90,46,2026.27
92,46,2025.27
94,46,2022.21
96,46,2017.09
98,46,2009.91
100,46,2000.64
102,46,1989.28
104,46,1975.8
106,46,1960.18
108,46,1942.4
110,46,1922.45
112,46,1900.29
114,46,1875.92
116,46,1849.3
118,46,1820.44
120,46,1789.32
122,46,1755.92
124,46,1720.26
126,46,1682.34
128,46,1642.16
130,46,1599.75
132,46,1555.14
134,46,1508.35
136,46,1459.43
138,46,1408.42
140,46,1355.37
142,46,1300.36
144,46,1243.44
146,46,1184.69
148,46,1124.2
150,46,1062.04
152,46,998.305
154,46,933.089
156,46,866.49
158,46,798.606
160,46,729.541
162,46,659.4
164,46,588.286
166,46,516.309
168,46,443.576
170,46,370.194
172,46,296.273
174,46,221.921
176,46,147.248
178,46,72.3613
180,46,-2.62947
-180,48,-2.57533
-178,48,-75.6897
-176,48,-148.697
-174,48,-221.493
-172,48,-293.976
-170,48,-366.043
-168,48,-437.588
-166,48,-508.509
-164,48,-578.701
-162,48,-648.06
-160,48,-716.481
-158,48,-783.859
-156,48,-850.094
-154,48,-915.081
-152,48,-978.722
-150,48,-1040.92
-148,48,-1101.58
-146,48,-1160.61
-144,48,-1217.92
-142,48,-1273.44
-140,48,-1327.08
-138,48,-1378.78
-136,48,-1428.48
-134,48,-1476.11
-132,48,-1521.64
-130,48,-1565.02
-128,48,-1606.22
-126,48,-1645.21
-124,48,-1681.99
-122,48,-1716.53
-120,48,-1748.84
-118,48,-1778.92
-116,48,-1806.78
-114,48,-1832.43
-112,48,-1855.9
-110,48,-1877.21
-108,48,-1896.37
-106,48,-1913.43
-104,48,-1928.39
-102,48,-1941.3
-100,48,-1952.17
-98,48,-1961.03
-96,48,-1967.89
-94,48,-1972.77
-92,48,-1975.68
-90,48,-1976.64
-88,48,-1975.63
-86,48,-1972.67
-84,48,-1967.74
-82,48,-1960.83
-80,48,-1951.92
-78,48,-1941.01
-76,48,-1928.06
-74,48,-1913.05
-72,48,-1895.95
-70,48,-1876.74
-68,48,-1855.4
-66,48,-1831.9
-64,48,-1806.21
-62,48,-1778.32
-60,48,-1748.22
-58,48,-1715.89
-56,48,-1681.33
-54,48,-1644.54
-52,48,-1605.53
-50,48,-1564.32
-48,48,-1520.93
-46,48,-1475.4
-44,48,-1427.77
-42,48,-1378.07
-40,48,-1326.38
-38,48,-1272.75
-36,48,-1217.25
-34,48,-1159.95
-32,48,-1100.94
-30,48,-1040.31
-28,48,-978.139
-26,48,-914.528
-24,48,-849.573
-22,48,-783.374
-20,48,-716.033
-18,48,-647.652
-16,48,-578.335
-14,48,-508.186
-12,48,-437.31
-10,48,-365.81
-8,48,-293.791
-6,48,-221.356
-4,48,-148.608
-2,48,-75.6506
0,48,-2.58545
2,48,70.4845
4,48,143.457
6,48,216.228
8,48,288.697
10,48,360.759
12,48,432.31
14,48,503.247
16,48,573.464
18,48,642.859
20,48,711.325
22,48,778.759
24,48,845.058
26,48,910.119
28,48,973.842
30,48,1036.13
32,48,1096.89
34,48,1156.02
36,48,1213.45
38,48,1269.08
40,48,1322.85
42,48,1374.68
44,48,1424.51
46,48,1472.29
48,48,1517.96
50,48,1561.48
52,48,1602.83
54,48,1641.97
56,48,1678.89
58,48,1713.58
60,48,1746.03
62,48,1776.26
64,48,1804.26
66,48,1830.05
68,48,1853.65
70,48,1875.09
72,48,1894.38
74,48,1911.55
76,48,1926.63
78,48,1939.64
80,48,1950.61
82,48,1959.56
84,48,1966.5
86,48,1971.46
88,48,1974.44
90,48,1975.45
92,48,1974.49
94,48,1971.56
96,48,1966.65
98,48,1959.76
100,48,1950.86
102,48,1939.94
104,48,1926.97
106,48,1911.93
108,48,1894.8
110,48,1875.55
112,48,1854.15
114,48,1830.58
116,48,1804.82
118,48,1776.85
120,48,1746.66
122,48,1714.22
124,48,1679.56
126,48,1642.65
128,48,1603.53
130,48,1562.19
132,48,1518.67
134,48,1473.01
136,48,1425.23
138,48,1375.4
140,48,1323.56
142,48,1269.78
144,48,1214.13
146,48,1156.69
148,48,1097.53
150,48,1036.75
152,48,974.437
154,48,910.685
156,48,845.592
158,48,779.259
160,48,711.788
162,48,643.283
164,48,573.848
166,48,503.588
168,48,432.607
170,48,361.01
172,48,288.901
174,48,216.385
176,48,143.565
178,48,70.5438
180,48,-2.57533
-180,50,-2.51948
-178,50,-73.313
-176,50,-144.007
-174,50,-214.505
-172,50,-284.713
-170,50,-354.533
-168,50,-423.869
-166,50,-492.621
-164,50,-560.691
-162,50,-627.977
-160,50,-694.38
-158,50,-759.798
-156,50,-824.128
-154,50,-887.27
-152,50,-949.124
-150,50,-1009.59
-148,50,-1068.58
-146,50,-1125.99
-144,50,-1181.73
-142,50,-1235.73
-140,50,-1287.9
-138,50,-1338.17
-136,50,-1386.48
-134,50,-1432.77
-132,50,-1476.99
-130,50,-1519.1
-128,50,-1559.06
-126,50,-1596.85
-124,50,-1632.45
-122,50,-1665.86
-120,50,-1697.08
-118,50,-1726.11
-116,50,-1752.97
-114,50,-1777.67
-112,50,-1800.23
-110,50,-1820.69
-108,50,-1839.07
-106,50,-1855.41
-104,50,-1869.73
-102,50,-1882.07
-100,50,-1892.45
-98,50,-1900.89
-96,50,-1907.44
-94,50,-1912.09
-92,50,-1914.86
-90,50,-1915.77
-88,50,-1914.81
-86,50,-1911.98
-84,50,-1907.28
-82,50,-1900.69
-80,50,-1892.19
-78,50,-1881.76
-76,50,-1869.38
-74,50,-1855.01
-72,50,-1838.63
-70,50,-1820.21
-68,50,-1799.71
-66,50,-1777.11
-64,50,-1752.38
-62,50,-1725.49
-60,50,-1696.44
-58,50,-1665.19
-56,50,-1631.76
-54,50,-1596.14
-52,50,-1558.33
-50,50,-1518.36
-48,50,-1476.25
-46,50,-1432.03
-44,50,-1385.74
-42,50,-1337.44
-40,50,-1287.17
-38,50,-1235.01
-36,50,-1181.03
-34,50,-1125.3
-32,50,-1067.92
-30,50,-1008.96
-28,50,-948.517
-26,50,-886.694
-24,50,-823.586
-22,50,-759.293
-20,50,-693.914
-18,50,-627.553
-16,50,-560.309
-14,50,-492.285
-12,50,-423.579
-10,50,-354.292
-8,50,-284.521
-6,50,-214.363
-4,50,-143.915
-2,50,-73.2727
0,50,-2.5305
2,50,68.2167
4,50,138.874
6,50,209.347
8,50,279.539
10,50,349.354
12,50,418.695
14,50,487.463
16,50,555.56
18,50,622.883
20,50,689.333
22,50,754.807
24,50,819.204
26,50,882.422
28,50,944.36
30,50,1004.92
32,50,1064.01
34,50,1121.53
36,50,1177.39
38,50,1231.51
40,50,1283.81
42,50,1334.22
44,50,1382.67
46,50,1429.1
48,50,1473.47
50,50,1515.72
52,50,1555.83
54,50,1593.78
56,50,1629.53
58,50,1663.1
60,50,1694.47
62,50,1723.64
64,50,1750.65
66,50,1775.49
68,50,1798.19
70,50,1818.79
72,50,1837.3
74,50,1853.76
76,50,1868.2
78,50,1880.64
80,50,1891.12
82,50,1899.67
84,50,1906.29
86,50,1911.02
88,50,1913.86
90,50,1914.82
92,50,1913.91
94,50,1911.12
96,50,1906.45
98,50,1899.87
100,50,1891.38
102,50,1880.95
104,50,1868.55
106,50,1854.16
108,50,1837.74
110,50,1819.27
112,50,1798.71
114,50,1776.04
116,50,1751.24
118,50,1724.26
120,50,1695.11
122,50,1663.77
124,50,1630.23
126,50,1594.49
128,50,1556.56
130,50,1516.46
132,50,1474.21
134,50,1429.85
136,50,1383.41
138,50,1334.96
140,50,1284.55
142,50,1232.23
144,50,1178.1
146,50,1122.22
148,50,1064.68
150,50,1005.57
152,50,944.98
154,50,883.011
156,50,819.76
158,50,755.328
160,50,689.815
162,50,623.325
164,50,555.959
166,50,487.819
168,50,419.004
170,50,349.616
172,50,279.752
174,50,209.51
176,50,138.987
178,50,68.2789
180,50,-2.51948
-180,52,-2.46199
-178,52,-70.5057
-176,52,-138.459
-174,52,-206.236
-172,52,-273.75
-170,52,-340.913
-168,52,-407.636
-166,52,-473.827
-164,52,-539.393
