Phi[deg],Theta[deg],im(rEZ)[mV]
-180,0,-2.16175e-13
-178,0,-2.26337e-13
-176,0,-2.36052e-13
-174,0,-2.44701e-13
-172,0,-2.51702e-13
-170,0,-2.56562e-13
-168,0,-2.58921e-13
-166,0,-2.58593e-13
-164,0,-2.55586e-13
-162,0,-2.50115e-13
-160,0,-2.42589e-13
-158,0,-2.33585e-13
-156,0,-2.23799e-13
-154,0,-2.13992e-13
-152,0,-2.04925e-13
-150,0,-1.97292e-13
-148,0,-1.91661e-13
-146,0,-1.8842e-13
-144,0,-1.8775e-13
-142,0,-1.89604e-13
-140,0,-1.93721e-13
-138,0,-1.99649e-13
-136,0,-2.06794e-13
-134,0,-2.14478e-13
-132,0,-2.22005e-13
-130,0,-2.28728e-13
-128,0,-2.3411e-13
-126,0,-2.37772e-13
-124,0,-2.39524e-13
-122,0,-2.39375e-13
-120,0,-2.37525e-13
-118,0,-2.34336e-13
-116,0,-2.30281e-13
-114,0,-2.25896e-13
-112,0,-2.21714e-13
-110,0,-2.18207e-13
-108,0,-2.15737e-13
-106,0,-2.14519e-13
-104,0,-2.146e-13
-102,0,-2.15865e-13
-100,0,-2.18051e-13
-98,0,-2.20784e-13
-96,0,-2.23631e-13
-94,0,-2.2615e-13
-92,0,-2.27947e-13
-90,0,-2.28726e-13
-88,0,-2.28326e-13
-86,0,-2.2674e-13
-84,0,-2.24124e-13
-82,0,-2.20779e-13
-80,0,-2.17118e-13
-78,0,-2.13625e-13
-76,0,-2.10797e-13
-74,0,-2.09092e-13
-72,0,-2.08872e-13
-70,0,-2.10365e-13
-68,0,-2.13631e-13
-66,0,-2.18551e-13
-64,0,-2.24837e-13
-62,0,-2.32048e-13
-60,0,-2.39634e-13
-58,0,-2.46987e-13
-56,0,-2.53489e-13
-54,0,-2.58577e-13
-52,0,-2.61786e-13
-50,0,-2.62793e-13
-48,0,-2.61443e-13
-46,0,-2.57759e-13
-44,0,-2.51937e-13
-42,0,-2.44324e-13
-40,0,-2.35387e-13
-38,0,-2.25669e-13
-36,0,-2.15743e-13
-34,0,-2.06169e-13
-32,0,-1.9745e-13
-30,0,-1.90003e-13
-28,0,-1.84133e-13
-26,0,-1.80027e-13
-24,0,-1.7775e-13
-22,0,-1.77259e-13
-20,0,-1.78423e-13
-18,0,-1.8104e-13
-16,0,-1.84868e-13
-14,0,-1.89643e-13
-12,0,-1.95104e-13
-10,0,-2.01004e-13
-8,0,-2.07121e-13
-6,0,-2.13258e-13
-4,0,-2.19247e-13
-2,0,-2.24943e-13
0,0,-2.30215e-13
2,0,-2.34947e-13
4,0,-2.39034e-13
6,0,-2.42378e-13
8,0,-2.44897e-13
10,0,-2.46529e-13
12,0,-2.47239e-13
14,0,-2.47028e-13
16,0,-2.45938e-13
18,0,-2.44059e-13
20,0,-2.41523e-13
22,0,-2.38497e-13
24,0,-2.35179e-13
26,0,-2.31773e-13
28,0,-2.28475e-13
30,0,-2.25455e-13
32,0,-2.22835e-13
34,0,-2.20678e-13
36,0,-2.18982e-13
38,0,-2.17677e-13
40,0,-2.16632e-13
42,0,-2.15673e-13
44,0,-2.14605e-13
46,0,-2.13233e-13
48,0,-2.11392e-13
50,0,-2.08971e-13
52,0,-2.05933e-13
54,0,-2.02325e-13
56,0,-1.98284e-13
58,0,-1.94026e-13
60,0,-1.89833e-13
62,0,-1.86024e-13
64,0,-1.82924e-13
66,0,-1.80835e-13
68,0,-1.79999e-13
70,0,-1.80571e-13
72,0,-1.82602e-13
74,0,-1.8603e-13
76,0,-1.90679e-13
78,0,-1.96277e-13
80,0,-2.02477e-13
82,0,-2.08895e-13
84,0,-2.15138e-13
86,0,-2.2085e-13
88,0,-2.25739e-13
90,0,-2.29607e-13
92,0,-2.32369e-13
94,0,-2.34052e-13
96,0,-2.34794e-13
98,0,-2.34826e-13
100,0,-2.34438e-13
102,0,-2.33955e-13
104,0,-2.33693e-13
106,0,-2.3393e-13
108,0,-2.34874e-13
110,0,-2.36641e-13
112,0,-2.39245e-13
114,0,-2.42595e-13
116,0,-2.46511e-13
118,0,-2.50735e-13
120,0,-2.54964e-13
122,0,-2.58874e-13
124,0,-2.62155e-13
126,0,-2.64531e-13
128,0,-2.6579e-13
130,0,-2.65789e-13
132,0,-2.64465e-13
134,0,-2.61834e-13
136,0,-2.57975e-13
138,0,-2.53023e-13
140,0,-2.47149e-13
142,0,-2.40545e-13
144,0,-2.33409e-13
146,0,-2.25936e-13
148,0,-2.18312e-13
150,0,-2.10715e-13
152,0,-2.03317e-13
154,0,-1.96294e-13
156,0,-1.89827e-13
158,0,-1.84113e-13
160,0,-1.79363e-13
162,0,-1.75795e-13
164,0,-1.73626e-13
166,0,-1.73053e-13
168,0,-1.74234e-13
170,0,-1.77259e-13
172,0,-1.82131e-13
174,0,-1.88744e-13
176,0,-1.96873e-13
178,0,-2.0617e-13
180,0,-2.16175e-13
-180,2,-13.9506
-178,2,-13.354
-176,2,-12.7377
-174,2,-12.1024
-172,2,-11.449
-170,2,-10.7782
-168,2,-10.0909
-166,2,-9.38792
-164,2,-8.67005
-162,2,-7.9382
-160,2,-7.19327
-158,2,-6.43616
-156,2,-5.6678
-154,2,-4.88911
-152,2,-4.10106
-150,2,-3.30459
-148,2,-2.50069
-146,2,-1.69033
-144,2,-0.874497
-142,2,-0.0541917
-140,2,0.769587
-138,2,1.59583
-136,2,2.42354
-134,2,3.2517
-132,2,4.0793
-130,2,4.90533
-128,2,5.72878
-126,2,6.54864
-124,2,7.36393
-122,2,8.17363
-120,2,8.97677
-118,2,9.77236
-116,2,10.5594
-114,2,11.337
-112,2,12.1042
-110,2,12.86
-108,2,13.6035
-106,2,14.3339
-104,2,15.0501
-102,2,15.7514
-100,2,16.4369
-98,2,17.1058
-96,2,17.7572
-94,2,18.3903
-92,2,19.0045
-90,2,19.5988
-88,2,20.1727
-86,2,20.7254
-84,2,21.2562
-82,2,21.7646
-80,2,22.2498
-78,2,22.7113
-76,2,23.1485
-74,2,23.5609
-72,2,23.948
-70,2,24.3094
-68,2,24.6445
-66,2,24.953
-64,2,25.2346
-62,2,25.4888
-60,2,25.7154
-58,2,25.914
-56,2,26.0845
-54,2,26.2267
-52,2,26.3403
-50,2,26.4252
-48,2,26.4814
-46,2,26.5087
-44,2,26.5071
-42,2,26.4767
-40,2,26.4174
-38,2,26.3294
-36,2,26.2127
-34,2,26.0675
-32,2,25.8939
-30,2,25.6922
-28,2,25.4627
-26,2,25.2055
-24,2,24.921
-22,2,24.6095
-20,2,24.2715
-18,2,23.9073
-16,2,23.5174
-14,2,23.1022
-12,2,22.6623
-10,2,22.1981
-8,2,21.7103
-6,2,21.1994
-4,2,20.6661
-2,2,20.111
0,2,19.5348
2,2,18.9381
4,2,18.3218
6,2,17.6865
8,2,17.033
10,2,16.3622
12,2,15.6748
14,2,14.9716
16,2,14.2537
18,2,13.5217
20,2,12.7766
22,2,12.0194
24,2,11.2508
26,2,10.472
28,2,9.68375
30,2,8.88711
32,2,8.08303
34,2,7.27249
36,2,6.45647
38,2,5.63599
40,2,4.81203
42,2,3.9856
44,2,3.15772
46,2,2.32939
48,2,1.50162
50,2,0.675437
52,2,-0.148165
54,2,-0.968177
56,2,-1.7836
58,2,-2.59343
60,2,-3.39669
62,2,-4.19239
64,2,-4.97957
66,2,-5.75727
68,2,-6.52452
70,2,-7.28041
72,2,-8.02401
74,2,-8.75441
76,2,-9.47072
78,2,-10.1721
80,2,-10.8576
82,2,-11.5265
84,2,-12.1779
86,2,-12.8111
88,2,-13.4252
90,2,-14.0196
92,2,-14.5935
94,2,-15.1462
96,2,-15.677
98,2,-16.1853
100,2,-16.6705
102,2,-17.1319
104,2,-17.5691
106,2,-17.9815
108,2,-18.3685
110,2,-18.7298
112,2,-19.0649
114,2,-19.3733
116,2,-19.6548
118,2,-19.9089
120,2,-20.1353
122,2,-20.3338
124,2,-20.5042
126,2,-20.6462
128,2,-20.7597
130,2,-20.8445
132,2,-20.9005
134,2,-20.9276
136,2,-20.9259
138,2,-20.8953
140,2,-20.8358
142,2,-20.7476
144,2,-20.6308
146,2,-20.4854
148,2,-20.3116
150,2,-20.1097
152,2,-19.88
154,2,-19.6226
156,2,-19.338
158,2,-19.0264
160,2,-18.6882
162,2,-18.3238
164,2,-17.9338
166,2,-17.5185
168,2,-17.0784
170,2,-16.6142
172,2,-16.1263
174,2,-15.6154
176,2,-15.082
178,2,-14.5269
180,2,-13.9506
-180,4,-21.6591
-178,4,-20.4919
-176,4,-19.2861
-174,4,-18.0431
-172,4,-16.7646
-170,4,-15.452
-168,4,-14.107
-166,4,-12.7311
-164,4,-11.326
-162,4,-9.89348
-160,4,-8.43524
-158,4,-6.95305
-156,4,-5.44873
-154,4,-3.9241
-152,4,-2.38102
-150,4,-0.821374
-148,4,0.752928
-146,4,2.33997
-144,4,3.9378
-142,4,5.54446
-140,4,7.158
-138,4,8.77643
-136,4,10.3978
-134,4,12.02
-132,4,13.6412
-130,4,15.2593
-128,4,16.8724
-126,4,18.4785
-124,4,20.0755
-122,4,21.6616
-120,4,23.2347
-118,4,24.7931
-116,4,26.3346
-114,4,27.8575
-112,4,29.3599
-110,4,30.84
-108,4,32.2959
-106,4,33.7258
-104,4,35.128
-102,4,36.5009
-100,4,37.8426
-98,4,39.1516
-96,4,40.4263
-94,4,41.6652
-92,4,42.8667
-90,4,44.0293
-88,4,45.1518
-86,4,46.2327
-84,4,47.2707
-82,4,48.2645
-80,4,49.213
-78,4,50.1151
-76,4,50.9696
-74,4,51.7756
-72,4,52.532
-70,4,53.238
-68,4,53.8927
-66,4,54.4954
-64,4,55.0452
-62,4,55.5417
-60,4,55.9842
-58,4,56.3721
-56,4,56.7051
-54,4,56.9826
-52,4,57.2045
-50,4,57.3704
-48,4,57.4801
-46,4,57.5335
-44,4,57.5305
-42,4,57.4712
-40,4,57.3555
-38,4,57.1838
-36,4,56.956
-34,4,56.6726
-32,4,56.3338
-30,4,55.94
-28,4,55.4918
-26,4,54.9896
-24,4,54.434
-22,4,53.8257
-20,4,53.1654
-18,4,52.4539
-16,4,51.692
-14,4,50.8806
-12,4,50.0208
-10,4,49.1135
-8,4,48.1598
-6,4,47.1609
-4,4,46.118
-2,4,45.0323
0,4,43.9051
2,4,42.7378
4,4,41.5318
6,4,40.2886
8,4,39.0096
10,4,37.6965
12,4,36.3508
14,4,34.9741
16,4,33.5683
18,4,32.1348
20,4,30.6756
22,4,29.1924
24,4,27.6871
26,4,26.1614
28,4,24.6172
30,4,23.0565
32,4,21.4811
34,4,19.893
36,4,18.2942
38,4,16.6866
40,4,15.0721
42,4,13.4529
44,4,11.8308
46,4,10.2079
48,4,8.58607
50,4,6.96742
52,4,5.35391
54,4,3.74751
56,4,2.1502
58,4,0.563917
60,4,-1.00938
62,4,-2.56778
64,4,-4.10936
66,4,-5.63224
68,4,-7.13457
70,4,-8.61452
72,4,-10.0703
74,4,-11.5001
76,4,-12.9022
78,4,-14.2748
80,4,-15.6164
82,4,-16.9253
84,4,-18.2
86,4,-19.4387
88,4,-20.6402
90,4,-21.8029
92,4,-22.9253
94,4,-24.0063
96,4,-25.0443
98,4,-26.0383
100,4,-26.9869
102,4,-27.8891
104,4,-28.7438
106,4,-29.5499
108,4,-30.3065
110,4,-31.0126
112,4,-31.6674
114,4,-32.2702
116,4,-32.8201
118,4,-33.3166
120,4,-33.759
122,4,-34.1468
124,4,-34.4795
126,4,-34.7568
128,4,-34.9783
130,4,-35.1437
132,4,-35.2529
134,4,-35.3057
136,4,-35.3021
138,4,-35.242
140,4,-35.1255
142,4,-34.9529
144,4,-34.7242
146,4,-34.4397
148,4,-34.0999
150,4,-33.7051
152,4,-33.2557
154,4,-32.7524
156,4,-32.1957
158,4,-31.5864
160,4,-30.9251
162,4,-30.2126
164,4,-29.4498
166,4,-28.6376
168,4,-27.777
170,4,-26.8691
172,4,-25.9149
174,4,-24.9155
176,4,-23.8723
178,4,-22.7864
180,4,-21.6591
-180,6,-22.5672
-178,6,-20.8811
-176,6,-19.1391
-174,6,-17.3434
-172,6,-15.496
-170,6,-13.5992
-168,6,-11.6552
-166,6,-9.6665
-164,6,-7.63537
-162,6,-5.5643
-160,6,-3.45577
-158,6,-1.31236
-156,6,0.863352
-154,6,3.06871
-152,6,5.30103
-150,6,7.55759
-148,6,9.83563
-146,6,12.1324
-144,6,14.445
-142,6,16.7706
-140,6,19.1064
-138,6,21.4494
-136,6,23.7969
-134,6,26.1458
-132,6,28.4933
-130,6,30.8364
-128,6,33.1723
-126,6,35.498
-124,6,37.8107
-122,6,40.1074
-120,6,42.3853
-118,6,44.6416
-116,6,46.8735
-114,6,49.0782
-112,6,51.2529
-110,6,53.3951
-108,6,55.5019
-106,6,57.5708
-104,6,59.5994
-102,6,61.585
-100,6,63.5252
-98,6,65.4177
-96,6,67.2602
-94,6,69.0505
-92,6,70.7863
-90,6,72.4656
-88,6,74.0864
-86,6,75.6467
-84,6,77.1447
-82,6,78.5787
-80,6,79.9468
-78,6,81.2476
-76,6,82.4795
-74,6,83.6411
-72,6,84.731
-70,6,85.748
-68,6,86.691
-66,6,87.5587
-64,6,88.3503
-62,6,89.0649
-60,6,89.7017
-58,6,90.2599
-56,6,90.7389
-54,6,91.1381
-52,6,91.4572
-50,6,91.6958
-48,6,91.8536
-46,6,91.9304
-44,6,91.9261
-42,6,91.8408
-40,6,91.6745
-38,6,91.4275
-36,6,91.0999
-34,6,90.6922
-32,6,90.2047
-30,6,89.6382
-28,6,88.9931
-26,6,88.2702
-24,6,87.4703
-22,6,86.5943
-20,6,85.6432
-18,6,84.6181
-16,6,83.5202
-14,6,82.3506
-12,6,81.1109
-10,6,79.8023
-8,6,78.4265
-6,6,76.985
-4,6,75.4796
-2,6,73.9119
0,6,72.284
2,6,70.5976
4,6,68.8549
6,6,67.0579
8,6,65.2088
10,6,63.3099
12,6,61.3635
14,6,59.3719
16,6,57.3375
18,6,55.263
20,6,53.1508
22,6,51.0036
24,6,48.824
26,6,46.6147
28,6,44.3785
30,6,42.1181
32,6,39.8364
34,6,37.5362
36,6,35.2203
38,6,32.8917
40,6,30.5533
42,6,28.208
44,6,25.8586
46,6,23.5082
48,6,21.1596
50,6,18.8157
52,6,16.4795
54,6,14.1538
56,6,11.8415
58,6,9.5455
60,6,7.26856
62,6,5.0135
64,6,2.78307
66,6,0.579993
68,6,-1.59303
70,6,-3.73336
72,6,-5.8384
74,6,-7.9056
76,6,-9.93244
78,6,-11.9165
80,6,-13.8554
82,6,-15.7467
84,6,-17.5883
86,6,-19.3778
88,6,-21.1132
90,6,-22.7924
92,6,-24.4133
94,6,-25.9741
96,6,-27.4728
98,6,-28.9077
100,6,-30.2771
102,6,-31.5793
104,6,-32.8128
106,6,-33.976
108,6,-35.0677
110,6,-36.0865
112,6,-37.0313
114,6,-37.9008
116,6,-38.694
118,6,-39.4101
120,6,-40.0481
122,6,-40.6072
124,6,-41.087
126,6,-41.4866
128,6,-41.8058
130,6,-42.044
132,6,-42.201
134,6,-42.2767
136,6,-42.2709
138,6,-42.1837
140,6,-42.0152
142,6,-41.7655
144,6,-41.4349
146,6,-41.024
148,6,-40.533
150,6,-39.9628
152,6,-39.3139
154,6,-38.587
156,6,-37.7832
158,6,-36.9033
160,6,-35.9484
162,6,-34.9196
164,6,-33.8182
166,6,-32.6454
168,6,-31.4028
170,6,-30.0917
172,6,-28.7137
174,6,-27.2705
176,6,-25.7638
178,6,-24.1954
180,6,-22.5672
-180,8,-16.2233
-178,8,-14.095
-176,8,-11.8959
-174,8,-9.62862
-172,8,-7.29593
-170,8,-4.90053
-168,8,-2.44526
-166,8,0.0669821
-164,8,2.63321
-162,8,5.25037
-160,8,7.91534
-158,8,10.6249
-156,8,13.3759
-154,8,16.1649
-152,8,18.9886
-150,8,21.8435
-148,8,24.7261
-146,8,27.633
-144,8,30.5605
-142,8,33.505
-140,8,36.4629
-138,8,39.4305
-136,8,42.4041
-134,8,45.3799
-132,8,48.3542
-130,8,51.3232
-128,8,54.2833
-126,8,57.2305
-124,8,60.1613
-122,8,63.0718
-120,8,65.9584
-118,8,68.8174
-116,8,71.6452
-114,8,74.4381
-112,8,77.1926
-110,8,79.9054
-108,8,82.5728
-106,8,85.1917
-104,8,87.7586
-102,8,90.2705
-100,8,92.7242
-98,8,95.1167
-96,8,97.445
-94,8,99.7065
-92,8,101.898
-90,8,104.018
-88,8,106.062
-86,8,108.03
-84,8,109.918
-82,8,111.725
-80,8,113.447
-78,8,115.084
-76,8,116.634
-74,8,118.095
-72,8,119.465
-70,8,120.742
-68,8,121.927
-66,8,123.016
-64,8,124.009
-62,8,124.906
-60,8,125.704
-58,8,126.404
-56,8,127.004
-54,8,127.504
-52,8,127.904
-50,8,128.203
-48,8,128.4
-46,8,128.496
-44,8,128.491
-42,8,128.384
-40,8,128.176
-38,8,127.866
-36,8,127.455
-34,8,126.944
-32,8,126.333
-30,8,125.623
-28,8,124.813
-26,8,123.906
-24,8,122.902
-22,8,121.802
-20,8,120.607
-18,8,119.319
-16,8,117.939
-14,8,116.467
-12,8,114.907
-10,8,113.26
-8,8,111.527
-6,8,109.71
-4,8,107.812
-2,8,105.835
0,8,103.78
2,8,101.651
4,8,99.4501
6,8,97.1794
8,8,94.842
10,8,92.4406
12,8,89.9783
14,8,87.458
16,8,84.8828
18,8,82.2561
20,8,79.5809
22,8,76.8609
24,8,74.0992
26,8,71.2996
28,8,68.4654
30,8,65.6004
32,8,62.7081
34,8,59.7923
36,8,56.8566
38,8,53.9049
40,8,50.9408
42,8,47.9681
44,8,44.9907
46,8,42.0122
48,8,39.0365
50,8,36.0672
52,8,33.1081
54,8,30.1629
56,8,27.2353
58,8,24.3288
60,8,21.4471
62,8,18.5937
64,8,15.7721
66,8,12.9858
68,8,10.238
70,8,7.53221
72,8,4.8716
74,8,2.25938
76,8,-0.301339
78,8,-2.8075
80,8,-5.25612
82,8,-7.6443
84,8,-9.96922
86,8,-12.2281
88,8,-14.4184
90,8,-16.5374
92,8,-18.5826
94,8,-20.5517
96,8,-22.4423
98,8,-24.2523
100,8,-25.9794
102,8,-27.6217
104,8,-29.1772
106,8,-30.6441
108,8,-32.0207
110,8,-33.3053
112,8,-34.4963
114,8,-35.5925
116,8,-36.5925
118,8,-37.495
120,8,-38.2991
122,8,-39.0038
124,8,-39.6081
126,8,-40.1115
128,8,-40.5133
130,8,-40.8131
132,8,-41.0104
134,8,-41.105
136,8,-41.0969
138,8,-40.986
140,8,-40.7725
142,8,-40.4566
144,8,-40.0388
146,8,-39.5195
148,8,-38.8994
150,8,-38.1792
152,8,-37.3598
154,8,-36.4421
156,8,-35.4273
158,8,-34.3166
160,8,-33.1113
162,8,-31.8129
164,8,-30.4228
166,8,-28.9428
168,8,-27.3745
170,8,-25.7199
172,8,-23.9809
174,8,-22.1596
176,8,-20.258
178,8,-18.2785
180,8,-16.2233
-180,10,-2.28656
-178,10,0.183805
-176,10,2.73644
-174,10,5.36841
-172,10,8.0767
-170,10,10.8582
-168,10,13.7098
-166,10,16.628
-164,10,19.6097
-162,10,22.6512
-160,10,25.7491
-158,10,28.8997
-156,10,32.0994
-154,10,35.3442
-152,10,38.6304
-150,10,41.954
-148,10,45.3109
-146,10,48.6971
-144,10,52.1083
-142,10,55.5405
-140,10,58.9891
-138,10,62.45
-136,10,65.9186
-134,10,69.3907
-132,10,72.8617
-130,10,76.3271
-128,10,79.7824
-126,10,83.2231
-124,10,86.6448
-122,10,90.0429
-120,10,93.4129
-118,10,96.7504
-116,10,100.051
-114,10,103.311
-112,10,106.524
-110,10,109.689
-108,10,112.799
-106,10,115.852
-104,10,118.843
-102,10,121.768
-100,10,124.625
-98,10,127.408
-96,10,130.115
-94,10,132.743
-92,10,135.289
-90,10,137.748
-88,10,140.119
-86,10,142.4
-84,10,144.586
-82,10,146.676
-80,10,148.668
-78,10,150.56
-76,10,152.349
-74,10,154.034
-72,10,155.613
-70,10,157.085
-68,10,158.448
-66,10,159.701
-64,10,160.844
-62,10,161.874
-60,10,162.79
-58,10,163.594
-56,10,164.282
-54,10,164.856
-52,10,165.314
-50,10,165.657
-48,10,165.883
-46,10,165.993
-44,10,165.986
-42,10,165.863
-40,10,165.624
-38,10,165.268
-36,10,164.797
-34,10,164.21
-32,10,163.508
-30,10,162.692
-28,10,161.762
-26,10,160.718
-24,10,159.563
-22,10,158.297
-20,10,156.921
-18,10,155.436
-16,10,153.843
-14,10,152.145
-12,10,150.343
-10,10,148.439
-8,10,146.434
-6,10,144.331
-4,10,142.132
-2,10,139.839
0,10,137.456
2,10,134.984
4,10,132.426
6,10,129.787
8,10,127.067
10,10,124.272
12,10,121.405
14,10,118.468
16,10,115.466
18,10,112.403
20,10,109.282
22,10,106.108
24,10,102.885
26,10,99.6162
28,10,96.3068
30,10,92.9609
32,10,89.583
34,10,86.1775
36,10,82.7489
38,10,79.3017
40,10,75.8405
42,10,72.3698
44,10,68.8941
46,10,65.4179
48,10,61.9458
50,10,58.482
52,10,55.0312
54,10,51.5976
56,10,48.1855
58,10,44.7992
60,10,41.4429
62,10,38.1206
64,10,34.8365
66,10,31.5945
68,10,28.3985
70,10,25.2523
72,10,22.1595
74,10,19.1239
76,10,16.149
78,10,13.2382
80,10,10.3949
82,10,7.62238
84,10,4.92386
86,10,2.30241
88,10,-0.238966
90,10,-2.69734
92,10,-5.0699
94,10,-7.35393
96,10,-9.54679
98,10,-11.6459
100,10,-13.649
102,10,-15.5536
104,10,-17.3575
106,10,-19.0586
108,10,-20.655
110,10,-22.1447
112,10,-23.526
114,10,-24.7971
116,10,-25.9567
118,10,-27.0033
120,10,-27.9356
122,10,-28.7525
124,10,-29.453
126,10,-30.0363
128,10,-30.5016
130,10,-30.8484
132,10,-31.0763
134,10,-31.1849
136,10,-31.1742
138,10,-31.0442
140,10,-30.7949
142,10,-30.4269
144,10,-29.9405
146,10,-29.3362
148,10,-28.615
150,10,-27.7776
152,10,-26.8252
154,10,-25.7588
156,10,-24.5797
158,10,-23.2895
160,10,-21.8896
162,10,-20.3818
164,10,-18.7678
166,10,-17.0495
168,10,-15.229
170,10,-13.3084
172,10,-11.29
174,10,-9.17616
176,10,-6.96923
178,10,-4.67182
180,10,-2.28656
-180,12,19.4721
-178,12,22.162
-176,12,24.9416
-174,12,27.8078
-172,12,30.7574
-170,12,33.7873
-168,12,36.8941
-166,12,40.0744
-164,12,43.3246
-162,12,46.6412
-160,12,50.0205
-158,12,53.4586
-156,12,56.9516
-154,12,60.4955
-152,12,64.0862
-150,12,67.7194
-148,12,71.3909
-146,12,75.096
-144,12,78.8304
-142,12,82.5893
-140,12,86.368
-138,12,90.1617
-136,12,93.9654
-134,12,97.7743
-132,12,101.583
-130,12,105.387
-128,12,109.181
-126,12,112.959
-124,12,116.717
-122,12,120.449
-120,12,124.15
-118,12,127.815
-116,12,131.439
-114,12,135.017
-112,12,138.544
-110,12,142.016
-108,12,145.426
-106,12,148.772
-104,12,152.048
-102,12,155.25
-100,12,158.374
-98,12,161.416
-96,12,164.372
-94,12,167.239
-92,12,170.013
-90,12,172.691
-88,12,175.269
-86,12,177.746
-84,12,180.119
-82,12,182.384
-80,12,184.541
-78,12,186.586
-76,12,188.519
-74,12,190.337
-72,12,192.038
-70,12,193.623
-68,12,195.088
-66,12,196.434
-64,12,197.66
-62,12,198.764
-60,12,199.746
-58,12,200.606
-56,12,201.342
-54,12,201.955
-52,12,202.444
-50,12,202.81
-48,12,203.051
-46,12,203.167
-44,12,203.16
-42,12,203.028
-40,12,202.771
-38,12,202.391
-36,12,201.886
-34,12,201.257
-32,12,200.505
-30,12,199.63
-28,12,198.633
-26,12,197.513
-24,12,196.272
-22,12,194.91
-20,12,193.429
-18,12,191.829
-16,12,190.112
-14,12,188.279
-12,12,186.331
-10,12,184.27
-8,12,182.098
-6,12,179.817
-4,12,177.429
-2,12,174.936
0,12,172.342
2,12,169.649
4,12,166.86
6,12,163.979
8,12,161.008
10,12,157.951
12,12,154.813
14,12,151.597
16,12,148.307
18,12,144.948
20,12,141.525
22,12,138.041
24,12,134.501
26,12,130.911
28,12,127.276
30,12,123.599
32,12,119.888
34,12,116.146
36,12,112.379
38,12,108.592
40,12,104.79
42,12,100.979
44,12,97.1638
46,12,93.3491
48,12,89.5402
50,12,85.7423
52,12,81.9601
54,12,78.1986
56,12,74.4625
58,12,70.7565
60,12,67.0852
62,12,63.453
64,12,59.8643
66,12,56.3233
68,12,52.8342
70,12,49.401
72,12,46.0276
74,12,42.7179
76,12,39.4755
78,12,36.3041
80,12,33.2072
82,12,30.1882
84,12,27.2504
86,12,24.3971
88,12,21.6313
90,12,18.9561
92,12,16.3746
94,12,13.8894
96,12,11.5034
98,12,9.21937
100,12,7.03979
102,12,4.9672
104,12,3.00398
106,12,1.15243
108,12,-0.58525
110,12,-2.20699
112,12,-3.71084
114,12,-5.09495
116,12,-6.35761
118,12,-7.49726
120,12,-8.51245
122,12,-9.4019
124,12,-10.1645
126,12,-10.7992
128,12,-11.3052
130,12,-11.6819
132,12,-11.9288
134,12,-12.0455
136,12,-12.032
138,12,-11.8882
140,12,-11.6143
142,12,-11.2107
144,12,-10.678
146,12,-10.0169
148,12,-9.22816
150,12,-8.3129
152,12,-7.27229
154,12,-6.10765
156,12,-4.82049
158,12,-3.4124
160,12,-1.88516
162,12,-0.240628
164,12,1.51919
166,12,3.39217
168,12,5.37609
170,12,7.46862
172,12,9.66734
174,12,11.9697
176,12,14.3731
178,12,16.8749
180,12,19.4721
-180,14,49.1706
-178,14,51.9374
-176,14,54.7963
-174,14,57.7444
-172,14,60.7786
-170,14,63.8959
-168,14,67.093
-166,14,70.3668
-164,14,73.7139
-162,14,77.1308
-160,14,80.614
-158,14,84.1598
-156,14,87.7644
-154,14,91.4239
-152,14,95.1341
-150,14,98.8909
-148,14,102.69
-146,14,106.527
-144,14,110.396
-142,14,114.294
-140,14,118.215
-138,14,122.155
-136,14,126.107
-134,14,130.066
-132,14,134.028
-130,14,137.987
-128,14,141.936
-126,14,145.87
-124,14,149.784
-122,14,153.672
-120,14,157.527
-118,14,161.345
-116,14,165.119
-114,14,168.844
-112,14,172.515
-110,14,176.125
-108,14,179.671
-106,14,183.146
-104,14,186.545
-102,14,189.865
-100,14,193.1
-98,14,196.247
-96,14,199.3
-94,14,202.258
-92,14,205.115
-90,14,207.869
-88,14,210.517
-86,14,213.056
-84,14,215.484
-82,14,217.798
-80,14,219.997
-78,14,222.078
-76,14,224.041
-74,14,225.885
-72,14,227.607
-70,14,229.208
-68,14,230.686
-66,14,232.042
-64,14,233.274
-62,14,234.383
-60,14,235.367
-58,14,236.228
-56,14,236.964
-54,14,237.577
-52,14,238.065
-50,14,238.428
-48,14,238.668
-46,14,238.783
-44,14,238.775
-42,14,238.642
-40,14,238.384
-38,14,238.003
-36,14,237.497
-34,14,236.867
-32,14,236.113
-30,14,235.235
-28,14,234.232
-26,14,233.106
-24,14,231.855
-22,14,230.482
-20,14,228.985
-18,14,227.366
-16,14,225.626
-14,14,223.764
-12,14,221.782
-10,14,219.682
-8,14,217.465
-6,14,215.133
-4,14,212.687
-2,14,210.129
0,14,207.463
2,14,204.691
4,14,201.815
6,14,198.84
8,14,195.769
10,14,192.604
12,14,189.352
14,14,186.015
16,14,182.598
18,14,179.107
20,14,175.545
22,14,171.919
24,14,168.233
26,14,164.493
28,14,160.704
30,14,156.873
32,14,153.004
34,14,149.104
36,14,145.178
38,14,141.232
40,14,137.273
42,14,133.305
44,14,129.334
46,14,125.367
48,14,121.408
50,14,117.463
52,14,113.537
54,14,109.635
56,14,105.762
58,14,101.924
60,14,98.1244
62,14,94.3682
64,14,90.6597
66,14,87.0032
68,14,83.4027
70,14,79.8623
72,14,76.3857
74,14,72.9767
