Phi[deg],Theta[deg],im(rEX)[mV]
-46,36,-342.531
-44,36,-361.988
-42,36,-381.36
-40,36,-400.556
-38,36,-419.485
-36,36,-438.058
-34,36,-456.184
-32,36,-473.776
-30,36,-490.748
-28,36,-507.019
-26,36,-522.511
-24,36,-537.15
-22,36,-550.869
-20,36,-563.604
-18,36,-575.298
-16,36,-585.898
-14,36,-595.358
-12,36,-603.637
-10,36,-610.699
-8,36,-616.516
-6,36,-621.062
-4,36,-624.32
-2,36,-626.276
0,36,-626.923
2,36,-626.256
4,36,-624.28
6,36,-621.003
8,36,-616.437
10,36,-610.601
12,36,-603.52
14,36,-595.224
16,36,-585.746
18,36,-575.13
20,36,-563.42
22,36,-550.67
24,36,-536.937
26,36,-522.285
28,36,-506.781
30,36,-490.499
32,36,-473.518
34,36,-455.918
36,36,-437.785
38,36,-419.206
40,36,-400.272
42,36,-381.073
44,36,-361.7
46,36,-342.244
48,36,-322.79
50,36,-303.426
52,36,-284.229
54,36,-265.277
56,36,-246.638
58,36,-228.372
60,36,-210.534
62,36,-193.166
64,36,-176.304
66,36,-159.971
68,36,-144.182
70,36,-128.938
72,36,-114.232
74,36,-100.046
76,36,-86.3505
78,36,-73.108
80,36,-60.2716
82,36,-47.7864
84,36,-35.5908
86,36,-23.6176
88,36,-11.7953
90,36,-0.04951
92,36,11.6957
94,36,23.5163
96,36,35.4866
98,36,47.6782
100,36,60.1583
102,36,72.9885
104,36,86.2236
106,36,99.9106
108,36,114.088
110,36,128.783
112,36,144.016
114,36,159.793
116,36,176.113
118,36,192.962
120,36,210.315
122,36,228.138
124,36,246.389
126,36,265.012
128,36,283.948
130,36,303.127
132,36,322.475
134,36,341.912
136,36,361.351
138,36,380.707
140,36,399.889
142,36,418.806
144,36,437.368
146,36,455.485
148,36,473.069
150,36,490.035
152,36,506.302
154,36,521.792
156,36,536.431
158,36,550.152
160,36,562.89
162,36,574.589
164,36,585.196
166,36,594.665
168,36,602.954
170,36,610.029
172,36,615.859
174,36,620.421
176,36,623.696
178,36,625.671
180,36,626.337
-180,38,626.082
-178,38,625.405
-176,38,623.355
-174,38,619.941
-172,38,615.177
-170,38,609.082
-168,38,601.681
-166,38,593.006
-164,38,583.094
-162,38,571.989
-160,38,559.74
-158,38,546.404
-156,38,532.042
-154,38,516.723
-152,38,500.522
-150,38,483.519
-148,38,465.798
-146,38,447.452
-144,38,428.572
-142,38,409.258
-140,38,389.61
-138,38,369.728
-136,38,349.715
-134,38,329.671
-132,38,309.695
-130,38,289.883
-128,38,270.326
-126,38,251.107
-124,38,232.304
-122,38,213.987
-120,38,196.214
-118,38,179.034
-116,38,162.484
-114,38,146.592
-112,38,131.368
-110,38,116.816
-108,38,102.921
-106,38,89.6612
-104,38,76.999
-102,38,64.8873
-100,38,53.2682
-98,38,42.0748
-96,38,31.2318
-94,38,20.6574
-92,38,10.2647
-90,38,-0.0365616
-88,38,-10.3385
-86,38,-20.7331
-84,38,-31.3108
-82,38,-42.1585
-80,38,-53.3578
-78,38,-64.9839
-76,38,-77.1039
-74,38,-89.7756
-72,38,-103.046
-70,38,-116.953
-68,38,-131.518
-66,38,-146.755
-64,38,-162.662
-62,38,-179.227
-60,38,-196.423
-58,38,-214.213
-56,38,-232.548
-54,38,-251.369
-52,38,-270.606
-50,38,-290.183
-48,38,-310.014
-46,38,-330.009
-44,38,-350.072
-42,38,-370.105
-40,38,-390.006
-38,38,-409.673
-36,38,-429.006
-34,38,-447.904
-32,38,-466.268
-30,38,-484.006
-28,38,-501.026
-26,38,-517.243
-24,38,-532.577
-22,38,-546.953
-20,38,-560.303
-18,38,-572.564
-16,38,-583.681
-14,38,-593.603
-12,38,-602.286
-10,38,-609.695
-8,38,-615.797
-6,38,-620.566
-4,38,-623.984
-2,38,-626.036
0,38,-626.715
2,38,-626.016
4,38,-623.945
6,38,-620.507
8,38,-615.718
10,38,-609.598
12,38,-602.171
14,38,-593.469
16,38,-583.53
18,38,-572.397
20,38,-560.12
22,38,-546.755
24,38,-532.365
26,38,-517.018
28,38,-500.789
30,38,-483.758
32,38,-466.011
34,38,-447.637
36,38,-428.733
38,38,-409.394
40,38,-389.722
42,38,-369.818
44,38,-349.784
46,38,-329.721
48,38,-309.728
50,38,-289.9
52,38,-270.328
54,38,-251.096
56,38,-232.283
58,38,-213.957
60,38,-196.177
62,38,-178.993
64,38,-162.441
66,38,-146.548
68,38,-131.326
70,38,-116.777
72,38,-102.888
74,38,-89.6355
76,38,-76.9829
78,38,-64.8826
80,38,-53.2769
82,38,-42.0985
84,38,-31.2722
86,38,-20.7161
88,38,-10.3432
90,38,-0.063034
92,38,10.2165
94,38,20.5876
96,38,31.1408
98,38,41.963
100,38,53.1361
102,38,64.7354
104,38,76.8282
106,38,89.4722
108,38,102.715
110,38,116.593
112,38,131.131
114,38,146.34
116,38,162.22
118,38,178.758
120,38,195.928
122,38,213.692
124,38,232.002
126,38,250.799
128,38,270.014
130,38,289.568
132,38,309.379
134,38,329.354
136,38,349.4
138,38,369.416
140,38,389.302
142,38,408.957
144,38,428.278
146,38,447.166
148,38,465.522
150,38,483.253
152,38,500.269
154,38,516.483
156,38,531.816
158,38,546.194
160,38,559.546
162,38,571.812
164,38,582.935
166,38,592.865
168,38,601.559
170,38,608.98
172,38,615.095
174,38,619.879
176,38,623.314
178,38,625.384
180,38,626.082
-180,40,623.261
-178,40,622.552
-176,40,620.41
-174,40,616.842
-172,40,611.862
-170,40,605.492
-168,40,597.757
-166,40,588.691
-164,40,578.331
-162,40,566.725
-160,40,553.924
-158,40,539.989
-156,40,524.986
-154,40,508.989
-152,40,492.078
-150,40,474.341
-148,40,455.871
-146,40,436.766
-144,40,417.131
-142,40,397.074
-140,40,376.704
-138,40,356.136
-136,40,335.483
-134,40,314.857
-132,40,294.369
-130,40,274.126
-128,40,254.229
-126,40,234.774
-124,40,215.848
-122,40,197.527
-120,40,179.878
-118,40,162.954
-116,40,146.798
-114,40,131.437
-112,40,116.882
-110,40,103.134
-108,40,90.1763
-106,40,77.9777
-104,40,66.4942
-102,40,55.6682
-100,40,45.4303
-98,40,35.6998
-96,40,26.3871
-94,40,17.3944
-92,40,8.61816
-90,40,-0.0491094
-88,40,-8.71705
-86,40,-17.4953
-84,40,-26.4914
-82,40,-35.8089
-80,40,-45.5453
-78,40,-55.7906
-76,40,-66.6251
-74,40,-78.1183
-72,40,-90.3279
-70,40,-103.298
-68,40,-117.059
-66,40,-131.627
-64,40,-147.004
-62,40,-163.176
-60,40,-180.116
-58,40,-197.783
-56,40,-216.122
-54,40,-235.067
-52,40,-254.541
-50,40,-274.457
-48,40,-294.72
-46,40,-315.227
-44,40,-335.873
-42,40,-356.547
-40,40,-377.135
-38,40,-397.524
-36,40,-417.601
-34,40,-437.255
-32,40,-456.378
-30,40,-474.866
-28,40,-492.62
-26,40,-509.548
-24,40,-525.56
-22,40,-540.578
-20,40,-554.527
-18,40,-567.34
-16,40,-578.958
-14,40,-589.328
-12,40,-598.404
-10,40,-606.147
-8,40,-612.523
-6,40,-617.508
-4,40,-621.08
-2,40,-623.225
0,40,-623.935
2,40,-623.206
4,40,-621.042
6,40,-617.451
8,40,-612.447
10,40,-606.052
12,40,-598.291
14,40,-589.198
16,40,-578.811
18,40,-567.177
20,40,-554.348
22,40,-540.385
24,40,-525.353
26,40,-509.328
28,40,-492.389
30,40,-474.624
32,40,-456.126
34,40,-436.995
36,40,-417.334
38,40,-397.251
40,40,-376.858
42,40,-356.267
44,40,-335.592
46,40,-314.946
48,40,-294.439
50,40,-274.179
52,40,-254.268
54,40,-234.8
56,40,-215.862
58,40,-197.532
60,40,-179.875
62,40,-162.947
64,40,-146.787
66,40,-131.424
68,40,-116.871
70,40,-103.126
72,40,-90.1731
74,40,-77.9816
76,40,-66.5072
78,40,-55.6923
80,40,-45.4673
82,40,-35.7515
84,40,-26.4551
86,40,-17.4803
88,40,-8.72358
90,40,-0.0771727
92,40,8.56863
94,40,17.3236
96,40,26.2953
98,40,35.5875
100,40,45.298
102,40,55.5165
104,40,66.3238
106,40,77.7895
108,40,89.9713
110,40,102.913
112,40,116.647
114,40,131.187
116,40,146.537
118,40,162.682
120,40,179.595
122,40,197.236
124,40,215.55
126,40,234.471
128,40,253.922
130,40,273.816
132,40,294.058
134,40,314.546
136,40,335.174
138,40,355.83
140,40,376.403
142,40,396.778
144,40,416.843
146,40,436.487
148,40,455.601
150,40,474.082
152,40,491.832
154,40,508.755
156,40,524.766
158,40,539.784
160,40,553.735
162,40,566.553
164,40,578.176
166,40,588.554
168,40,597.639
170,40,605.393
172,40,611.783
174,40,616.781
176,40,620.369
178,40,622.532
180,40,623.261
-180,42,618.199
-178,42,617.46
-176,42,615.229
-174,42,611.513
-172,42,606.328
-170,42,599.693
-168,42,591.637
-166,42,582.192
-164,42,571.4
-162,42,559.309
-160,42,545.973
-158,42,531.457
-156,42,515.829
-154,42,499.171
-152,42,481.566
-150,42,463.111
-148,42,443.906
-146,42,424.058
-144,42,403.681
-142,42,382.894
-140,42,361.819
-138,42,340.58
-136,42,319.303
-134,42,298.114
-132,42,277.135
-130,42,256.486
-128,42,236.281
-126,42,216.624
-124,42,197.615
-122,42,179.337
-120,42,161.865
-118,42,145.259
-116,42,129.565
-114,42,114.811
-112,42,101.011
-110,42,88.1616
-108,42,76.2414
-106,42,65.2139
-104,42,55.026
-102,42,45.6096
-100,42,36.8825
-98,42,28.7503
-96,42,21.1073
-94,42,13.8392
-92,42,6.82463
-90,42,-0.0622846
-88,42,-6.94989
-86,42,-13.9665
-84,42,-21.238
-82,42,-28.8858
-80,42,-37.0242
-78,42,-45.7586
-76,42,-55.1837
-74,42,-65.3815
-72,42,-76.4202
-70,42,-88.3526
-68,42,-101.216
-66,42,-115.03
-64,42,-129.799
-62,42,-145.51
-60,42,-162.132
-58,42,-179.622
-56,42,-197.918
-54,42,-216.947
-52,42,-236.622
-50,42,-256.847
-48,42,-277.516
-46,42,-298.515
-44,42,-319.725
-42,42,-341.022
-40,42,-362.281
-38,42,-383.377
-36,42,-404.183
-34,42,-424.58
-32,42,-444.446
-30,42,-463.67
-28,42,-482.143
-26,42,-499.764
-24,42,-516.439
-22,42,-532.081
-20,42,-546.612
-18,42,-559.96
-16,42,-572.064
-14,42,-582.866
-12,42,-592.32
-10,42,-600.384
-8,42,-607.025
-6,42,-612.216
-4,42,-615.936
-2,42,-618.17
0,42,-618.91
2,42,-618.152
4,42,-615.9
6,42,-612.162
8,42,-606.953
10,42,-600.295
12,42,-592.213
14,42,-582.743
16,42,-571.924
18,42,-559.805
20,42,-546.442
22,42,-531.897
24,42,-516.242
26,42,-499.555
28,42,-481.922
30,42,-463.439
32,42,-444.206
34,42,-424.331
36,42,-403.928
38,42,-383.116
40,42,-362.016
42,42,-340.754
44,42,-319.455
46,42,-298.246
48,42,-277.248
50,42,-256.582
52,42,-236.361
54,42,-216.691
56,42,-197.669
58,42,-179.381
60,42,-161.901
62,42,-145.289
64,42,-129.591
66,42,-114.836
68,42,-101.036
70,42,-88.1884
72,42,-76.2726
74,42,-65.2515
76,42,-55.072
78,42,-45.6658
80,42,-36.951
82,42,-28.8326
84,42,-21.2053
86,42,-13.9544
88,42,-6.95866
90,42,-0.0919022
92,42,6.77425
94,42,13.7682
96,42,21.0161
98,42,28.6392
100,42,36.7522
102,42,45.4606
104,42,54.8591
106,42,65.03
108,42,76.0413
110,42,87.9463
112,42,100.782
114,42,114.569
116,42,129.311
118,42,144.995
120,42,161.592
122,42,179.055
124,42,197.327
126,42,216.332
128,42,235.984
130,42,256.188
132,42,276.836
134,42,297.815
136,42,319.006
138,42,340.286
140,42,361.53
142,42,382.611
144,42,403.406
146,42,423.791
148,42,443.648
150,42,462.864
152,42,481.331
154,42,498.948
156,42,515.621
158,42,531.262
160,42,545.794
162,42,559.146
164,42,571.254
166,42,582.063
168,42,591.525
170,42,599.599
172,42,606.252
174,42,611.456
176,42,615.191
178,42,617.441
180,42,618.199
-180,44,611.207
-178,44,610.439
-176,44,608.123
-174,44,604.266
-172,44,598.883
-170,44,591.996
-168,44,583.632
-166,44,573.825
-164,44,562.618
-162,44,550.059
-160,44,536.206
-158,44,521.126
-156,44,504.893
-154,44,487.59
-152,44,469.31
-150,44,450.153
-148,44,430.229
-146,44,409.653
-144,44,388.549
-142,44,367.046
-140,44,345.279
-138,44,323.383
-136,44,301.498
-134,44,279.762
-132,44,258.311
-130,44,237.278
-128,44,216.787
-126,44,196.958
-124,44,177.897
-122,44,159.7
-120,44,142.45
-118,44,126.212
-116,44,111.035
-114,44,96.9531
-112,44,83.9778
-110,44,72.1038
-108,44,61.3062
-106,44,51.5411
-104,44,42.7466
-102,44,34.8434
-100,44,27.7364
-98,44,21.316
-96,44,15.4604
-94,44,10.0374
-92,44,4.90699
-90,44,-0.0760734
-88,44,-5.05983
-86,44,-10.1923
-84,44,-15.6187
-82,44,-21.4791
-80,44,-27.9056
-78,44,-35.0201
-76,44,-42.9319
-74,44,-51.7364
-72,44,-61.5126
-70,44,-72.3225
-68,44,-84.2099
-66,44,-97.1995
-64,44,-111.297
-62,44,-126.489
-60,44,-142.745
-58,44,-160.013
-56,44,-178.228
-54,44,-197.308
-52,44,-217.157
-50,44,-237.667
-48,44,-258.721
-46,44,-280.193
-44,44,-301.949
-42,44,-323.855
-40,44,-345.77
-38,44,-367.558
-36,44,-389.081
-34,44,-410.204
-32,44,-430.799
-30,44,-450.742
-28,44,-469.917
-26,44,-488.214
-24,44,-505.533
-22,44,-521.781
-20,44,-536.876
-18,44,-550.741
-16,44,-563.312
-14,44,-574.53
-12,44,-584.346
-10,44,-592.719
-8,44,-599.612
-6,44,-605
-4,44,-608.861
-2,44,-611.18
0,44,-611.949
2,44,-611.164
4,44,-608.828
6,44,-604.951
8,44,-599.546
10,44,-592.636
12,44,-584.248
14,44,-574.417
16,44,-563.184
18,44,-550.599
20,44,-536.719
22,44,-521.612
24,44,-505.351
26,44,-488.021
28,44,-469.713
30,44,-450.529
32,44,-430.577
34,44,-409.974
36,44,-388.844
38,44,-367.317
40,44,-345.525
42,44,-323.606
44,44,-301.699
46,44,-279.942
48,44,-258.472
50,44,-237.42
52,44,-216.913
54,44,-197.069
56,44,-177.996
58,44,-159.789
60,44,-142.529
62,44,-126.285
64,44,-111.104
66,44,-97.0187
68,44,-84.0429
70,44,-72.1703
72,44,-61.376
74,44,-51.6164
76,44,-42.8293
78,44,-34.9354
80,44,-27.8395
82,44,-21.4319
84,44,-15.5909
86,44,-10.184
88,44,-5.07124
90,44,-0.107196
92,44,4.85625
94,44,9.96723
96,44,15.3712
98,44,21.2081
100,44,27.6104
102,44,34.6999
104,44,42.5863
106,44,51.3649
108,44,61.1149
110,44,71.8985
112,44,83.7595
114,44,96.7228
116,44,110.794
118,44,125.961
120,44,142.191
122,44,159.434
124,44,177.625
126,44,196.682
128,44,216.508
130,44,236.997
132,44,258.031
134,44,279.483
136,44,301.221
138,44,323.109
140,44,345.01
142,44,366.783
144,44,388.293
146,44,409.405
148,44,429.99
150,44,449.925
152,44,469.093
154,44,487.385
156,44,504.701
158,44,520.947
160,44,536.042
162,44,549.909
164,44,562.483
166,44,573.706
168,44,583.529
170,44,591.91
172,44,598.814
174,44,604.214
176,44,608.088
178,44,610.422
180,44,611.207
-180,46,602.563
-178,46,601.769
-176,46,599.371
-174,46,595.381
-172,46,589.811
-170,46,582.684
-168,46,574.026
-166,46,563.874
-164,46,552.269
-162,46,539.262
-160,46,524.912
-158,46,509.289
-156,46,492.471
-154,46,474.544
-152,46,455.607
-150,46,435.768
-148,46,415.141
-146,46,393.854
-144,46,372.039
-142,46,349.836
-140,46,327.391
-138,46,304.853
-136,46,282.375
-134,46,260.107
-132,46,238.2
-130,46,216.799
-128,46,196.044
-126,46,176.064
-124,46,156.979
-122,46,138.894
-120,46,121.9
-118,46,106.069
-116,46,91.4566
-114,46,78.0965
-112,46,66.0024
-110,46,55.1666
-108,46,45.5596
-106,46,37.1306
-104,46,29.8086
-102,46,23.5026
-100,46,18.104
-98,46,13.4878
-96,46,9.51498
-94,46,6.03497
-92,46,2.88832
-90,46,-0.0904592
-88,46,-3.06992
-86,46,-6.21861
-84,46,-9.70201
-82,46,-13.6796
-80,46,-18.3018
-78,46,-23.7078
-76,46,-30.0223
-74,46,-37.3542
-72,46,-45.7941
-70,46,-55.4132
-68,46,-66.2623
-66,46,-78.3705
-64,46,-91.7458
-62,46,-106.374
-60,46,-122.222
-58,46,-139.234
-56,46,-157.337
-54,46,-176.441
-52,46,-196.441
-50,46,-217.216
-48,46,-238.636
-46,46,-260.564
-44,46,-282.852
-42,46,-305.351
-40,46,-327.909
-38,46,-350.374
-36,46,-372.597
-34,46,-394.431
-32,46,-415.738
-30,46,-436.382
-28,46,-456.24
-26,46,-475.194
-24,46,-493.136
-22,46,-509.97
-20,46,-525.607
-18,46,-539.969
-16,46,-552.988
-14,46,-564.604
-12,46,-574.766
-10,46,-583.431
-8,46,-590.565
-6,46,-596.14
-4,46,-600.135
-2,46,-602.535
0,46,-603.331
2,46,-602.52
4,46,-600.106
6,46,-596.097
8,46,-590.507
10,46,-583.359
12,46,-574.68
14,46,-564.504
16,46,-552.875
18,46,-539.844
20,46,-525.469
22,46,-509.82
24,46,-492.975
26,46,-475.022
28,46,-456.059
30,46,-436.193
32,46,-415.54
34,46,-394.227
36,46,-372.386
38,46,-350.158
40,46,-327.689
42,46,-305.128
44,46,-282.627
46,46,-260.339
48,46,-238.412
50,46,-216.994
52,46,-196.222
54,46,-176.227
56,46,-157.129
58,46,-139.032
60,46,-122.029
62,46,-106.19
64,46,-91.5722
66,46,-78.2085
68,46,-66.1128
70,46,-55.2773
72,46,-45.6725
74,46,-37.2478
76,46,-29.9319
78,46,-23.6338
80,46,-18.245
82,46,-13.6402
84,46,-9.68039
86,46,-6.21498
88,46,-3.08439
90,46,-0.123023
92,46,2.83778
94,46,5.96666
96,46,9.42922
98,46,13.385
100,46,17.9848
102,46,23.3675
104,46,29.6582
106,46,36.9659
108,46,45.3813
110,46,54.9757
112,46,65.7999
114,46,77.8834
116,46,91.2341
118,46,105.838
120,46,121.662
122,46,138.65
124,46,156.731
126,46,175.812
128,46,195.79
130,46,216.544
132,46,237.945
134,46,259.854
136,46,282.124
138,46,304.606
140,46,327.149
142,46,349.6
144,46,371.809
146,46,393.632
148,46,414.928
150,46,435.564
152,46,455.414
154,46,474.362
156,46,492.3
158,46,509.131
160,46,524.767
162,46,539.129
164,46,552.15
166,46,563.769
168,46,573.936
170,46,582.608
172,46,589.75
174,46,595.335
176,46,599.341
178,46,601.753
180,46,602.563
-180,48,592.51
-178,48,591.689
-176,48,589.216
-174,48,585.099
-172,48,579.353
-170,48,571.999
-168,48,563.065
-166,48,552.584
-164,48,540.602
-162,48,527.168
-160,48,512.344
-158,48,496.2
-156,48,478.819
-154,48,460.291
-152,48,440.72
-150,48,420.219
-148,48,398.912
-146,48,376.933
-144,48,354.425
-142,48,331.539
-140,48,308.433
-138,48,285.27
-136,48,262.213
-134,48,239.429
-132,48,217.082
-130,48,195.331
-128,48,174.329
-126,48,154.219
-124,48,135.131
-122,48,117.183
-120,48,100.473
-118,48,85.0808
-116,48,71.0672
-114,48,58.4688
-112,48,47.2999
-110,48,37.5504
-108,48,29.1866
-106,48,22.1508
-104,48,16.3621
-102,48,11.7182
-100,48,8.09623
-98,48,5.35536
-96,48,3.33899
-94,48,1.87757
-92,48,0.791537
-90,48,-0.105422
-88,48,-1.00304
-86,48,-2.09106
-84,48,-3.55577
-82,48,-5.57673
-80,48,-8.32347
-78,48,-11.9526
-76,48,-16.6049
-74,48,-22.403
-72,48,-29.4496
-70,48,-37.8252
-68,48,-47.5875
-66,48,-58.7703
-64,48,-71.3835
-62,48,-85.4129
-60,48,-100.821
-58,48,-117.549
-56,48,-135.515
-54,48,-154.621
-52,48,-174.75
-50,48,-195.772
-48,48,-217.542
-46,48,-239.909
-44,48,-262.713
-42,48,-285.79
-40,48,-308.974
-38,48,-332.099
-36,48,-355.005
-34,48,-377.532
-32,48,-399.53
-30,48,-420.855
-28,48,-441.373
-26,48,-460.961
-24,48,-479.505
-22,48,-496.901
-20,48,-513.058
-18,48,-527.895
-16,48,-541.341
-14,48,-553.334
-12,48,-563.824
-10,48,-572.766
-8,48,-580.127
-6,48,-585.878
-4,48,-589.999
-2,48,-592.474
0,48,-593.296
2,48,-592.462
4,48,-589.974
6,48,-585.842
8,48,-580.079
10,48,-572.706
12,48,-563.752
14,48,-553.251
16,48,-541.247
18,48,-527.791
20,48,-512.943
22,48,-496.776
24,48,-479.371
26,48,-460.818
28,48,-441.222
30,48,-420.695
32,48,-399.363
34,48,-377.359
36,48,-354.826
38,48,-331.916
40,48,-308.787
42,48,-285.6
44,48,-262.522
46,48,-239.717
48,48,-217.351
50,48,-195.582
52,48,-174.563
54,48,-154.438
56,48,-135.336
58,48,-117.376
60,48,-100.656
62,48,-85.2554
64,48,-71.2352
66,48,-58.6321
68,48,-47.4603
70,48,-37.71
72,48,-29.3471
74,48,-22.314
76,48,-16.5299
78,48,-11.8922
80,48,-8.27824
82,48,-5.54698
84,48,-3.54178
86,48,-2.09299
88,48,-1.02099
90,48,-0.139352
92,48,0.741745
94,48,1.81214
96,48,3.25824
98,48,5.25969
100,48,7.98615
102,48,11.5943
104,48,16.2251
106,48,22.0013
108,48,29.0255
110,48,37.3786
112,48,47.1182
114,48,58.2784
116,48,70.8689
118,48,84.8758
120,48,100.262
122,48,116.968
124,48,134.913
126,48,153.998
128,48,174.107
130,48,195.109
132,48,216.86
134,48,239.209
136,48,261.996
138,48,285.057
140,48,308.225
142,48,331.337
144,48,354.229
146,48,376.744
148,48,398.731
150,48,420.047
152,48,440.557
154,48,460.138
156,48,478.676
158,48,496.068
160,48,512.222
162,48,527.058
164,48,540.503
166,48,552.498
168,48,562.99
170,48,571.937
172,48,579.303
174,48,585.062
176,48,589.191
178,48,591.677
180,48,592.51
-180,50,581.243
-178,50,580.397
-176,50,577.853
-174,50,573.618
-172,50,567.708
-170,50,560.141
-168,50,550.947
-166,50,540.159
-164,50,527.82
-162,50,513.982
-160,50,498.708
-158,50,482.07
-156,50,464.152
-154,50,445.049
-152,50,424.869
-150,50,403.732
-148,50,381.769
-146,50,359.121
-144,50,335.943
-142,50,312.396
-140,50,288.649
-138,50,264.878
-136,50,241.262
-134,50,217.98
-132,50,195.21
-130,50,173.126
-128,50,151.895
-126,50,131.673
-124,50,112.603
-122,50,94.8117
-120,50,78.4083
-118,50,63.4804
-116,50,50.0928
-114,50,38.2861
-112,50,28.0747
-110,50,19.4472
-108,50,12.365
-106,50,6.76339
-104,50,2.55216
-102,50,-0.383233
-100,50,-2.1797
-98,50,-2.99431
-96,50,-3.00158
-94,50,-2.3905
-92,50,-1.36109
-90,50,-0.120939
-88,50,1.11858
-86,50,2.14609
-84,50,2.75404
-82,50,2.74238
-80,50,1.92216
-78,50,0.118884
-76,50,-2.8245
-74,50,-7.04487
-72,50,-12.6567
-70,50,-19.7502
-68,50,-28.3901
-66,50,-38.6147
-64,50,-50.4357
-62,50,-63.8384
-60,50,-78.7822
-58,50,-95.2022
-56,50,-113.011
-54,50,-132.099
-52,50,-152.339
-50,50,-173.589
-48,50,-195.692
-46,50,-218.481
-44,50,-241.783
-42,50,-265.418
-40,50,-289.209
-38,50,-312.974
-36,50,-336.541
-34,50,-359.737
-32,50,-382.403
-30,50,-404.384
-28,50,-425.538
-26,50,-445.735
-24,50,-464.853
-22,50,-482.785
-20,50,-499.437
-18,50,-514.723
-16,50,-528.572
-14,50,-540.921
-12,50,-551.719
-10,50,-560.921
-8,50,-568.494
-6,50,-574.409
-4,50,-578.647
-2,50,-581.194
0,50,-582.041
2,50,-581.185
4,50,-578.629
6,50,-574.382
8,50,-568.458
10,50,-560.876
12,50,-551.665
14,50,-540.859
16,50,-528.502
18,50,-514.645
20,50,-499.35
22,50,-482.691
24,50,-464.75
26,50,-445.625
28,50,-425.422
30,50,-404.261
32,50,-382.274
34,50,-359.603
36,50,-336.402
38,50,-312.831
40,50,-289.062
42,50,-265.27
44,50,-241.632
46,50,-218.329
48,50,-195.54
50,50,-173.438
52,50,-152.191
54,50,-131.953
56,50,-112.869
58,50,-95.0649
60,50,-78.6505
62,50,-63.7133
64,50,-50.3182
66,50,-38.5056
68,50,-28.2902
70,50,-19.6602
72,50,-12.5773
74,50,-6.97676
76,50,-2.76823
78,50,0.162845
80,50,1.95341
82,50,2.76061
84,50,2.75903
86,50,2.1377
88,50,1.09675
90,50,-0.156146
92,50,-1.40954
94,50,-2.45197
96,50,-3.07578
98,50,-3.08082
100,50,-2.27806
102,50,-0.492898
104,50,2.43181
106,50,6.63304
108,50,12.2254
110,50,19.2991
112,50,27.9191
114,50,38.1236
116,50,49.9246
118,50,63.3072
120,50,78.2312
122,50,94.6316
124,50,112.421
126,50,131.49
128,50,151.712
130,50,172.944
132,50,195.029
134,50,217.801
136,50,241.087
138,50,264.707
140,50,288.483
142,50,312.235
144,50,335.788
146,50,358.973
148,50,381.627
150,50,403.598
152,50,424.743
154,50,444.931
156,50,464.042
158,50,481.969
160,50,498.616
162,50,513.899
164,50,527.745
166,50,540.094
168,50,550.891
170,50,560.095
172,50,567.67
174,50,573.59
176,50,577.834
178,50,580.388
180,50,581.243
-180,52,568.905
-178,52,568.036
-176,52,565.426
-174,52,561.083
-172,52,555.02
-170,52,547.258
-168,52,537.822
-166,52,526.747
-164,52,514.076
-162,52,499.861
-160,52,484.164
-158,52,467.06
-156,52,448.635
-154,52,428.987
-152,52,408.229
-150,52,386.486
-148,52,363.895
-146,52,340.608
-144,52,316.787
-142,52,292.605
-140,52,268.243
-138,52,243.889
-136,52,219.736
-134,52,195.977
-132,52,172.806
-130,52,150.409
-128,52,128.968
-126,52,108.653
-124,52,89.6189
-122,52,72.0042
-120,52,55.927
-118,52,41.4828
-116,52,28.7423
-114,52,17.7489
-112,52,8.51826
-110,52,1.03683
-108,52,-4.73819
-106,52,-8.87854
-104,52,-11.4841
-102,52,-12.6814
-100,52,-12.6216
-98,52,-11.4782
-96,52,-9.44377
-94,52,-6.72686
-92,52,-3.54825
-90,52,-0.136983
-88,52,3.27369
-86,52,6.45054
-84,52,9.1645
-82,52,11.1948
-80,52,12.333
-78,52,12.3864
-76,52,11.1816
-74,52,8.56748
-72,52,4.4175
-70,52,-1.36814
-68,52,-8.86119
-66,52,-18.1044
-64,52,-29.1111
-62,52,-41.866
-60,52,-56.3251
-58,52,-72.418
-56,52,-90.0491
-54,52,-109.1
-52,52,-129.433
-50,52,-150.891
-48,52,-173.306
-46,52,-196.496
-44,52,-220.274
-42,52,-244.445
-40,52,-268.818
-38,52,-293.198
-36,52,-317.398
-34,52,-341.237
-32,52,-364.541
-30,52,-387.149
-28,52,-408.909
-26,52,-429.683
-24,52,-449.345
-22,52,-467.784
-20,52,-484.901
-18,52,-500.61
-16,52,-514.836
-14,52,-527.517
-12,52,-538.6
-10,52,-548.043
-8,52,-555.812
-6,52,-561.879
-4,52,-566.226
-2,52,-568.838
0,52,-569.708
2,52,-568.833
4,52,-566.215
6,52,-561.863
8,52,-555.79
10,52,-548.016
12,52,-538.568
14,52,-527.479
16,52,-514.793
18,52,-500.561
20,52,-484.847
22,52,-467.725
24,52,-449.28
26,52,-429.613
28,52,-408.834
30,52,-387.069
32,52,-364.457
34,52,-341.148
36,52,-317.306
38,52,-293.102
40,52,-268.719
42,52,-244.344
44,52,-220.171
46,52,-196.392
48,52,-173.202
50,52,-150.787
52,52,-129.33
54,52,-108.999
56,52,-89.9502
58,52,-72.3223
60,52,-56.2335
62,52,-41.7792
64,52,-29.03
66,52,-18.0295
68,52,-8.79326
70,52,-1.3078
