Phi[deg],Theta[deg],re(rEX)[mV]
130,40,1005.09
132,40,1015.47
134,40,1020.9
136,40,1021.34
138,40,1016.79
140,40,1007.26
142,40,992.798
144,40,973.469
146,40,949.366
148,40,920.607
150,40,887.333
152,40,849.707
154,40,807.915
156,40,762.162
158,40,712.674
160,40,659.696
162,40,603.49
164,40,544.331
166,40,482.512
168,40,418.336
170,40,352.119
172,40,284.186
174,40,214.87
176,40,144.509
178,40,73.4494
180,40,2.03768
-180,42,2.04789
-178,42,-74.2257
-176,42,-150.129
-174,42,-225.29
-172,42,-299.341
-170,42,-371.919
-168,42,-442.668
-166,42,-511.24
-164,42,-577.299
-162,42,-640.518
-160,42,-700.588
-158,42,-757.21
-156,42,-810.105
-154,42,-859.011
-152,42,-903.688
-150,42,-943.915
-148,42,-979.492
-146,42,-1010.25
-144,42,-1036.03
-142,42,-1056.71
-140,42,-1072.19
-138,42,-1082.41
-136,42,-1087.31
-134,42,-1086.87
-132,42,-1081.12
-130,42,-1070.08
-128,42,-1053.81
-126,42,-1032.41
-124,42,-1005.99
-122,42,-974.684
-120,42,-938.663
-118,42,-898.109
-116,42,-853.229
-114,42,-804.249
-112,42,-751.414
-110,42,-694.985
-108,42,-635.242
-106,42,-572.475
-104,42,-506.99
-102,42,-439.102
-100,42,-369.136
-98,42,-297.427
-96,42,-224.315
-94,42,-150.146
-92,42,-75.2695
-90,42,-0.0393106
-88,42,75.191
-86,42,150.067
-84,42,224.237
-82,42,297.349
-80,42,369.058
-78,42,439.024
-76,42,506.913
-74,42,572.399
-72,42,635.166
-70,42,694.91
-68,42,751.339
-66,42,804.176
-64,42,853.157
-62,42,898.038
-60,42,938.593
-58,42,974.615
-56,42,1005.92
-54,42,1032.34
-52,42,1053.74
-50,42,1070.01
-48,42,1081.06
-46,42,1086.81
-44,42,1087.25
-42,42,1082.35
-40,42,1072.14
-38,42,1056.65
-36,42,1035.97
-34,42,1010.19
-32,42,979.442
-30,42,943.866
-28,42,903.641
-26,42,858.966
-24,42,810.061
-22,42,757.167
-20,42,700.547
-18,42,640.479
-16,42,577.261
-14,42,511.204
-12,42,442.633
-10,42,371.885
-8,42,299.308
-6,42,225.258
-4,42,150.098
-2,42,74.1957
0,42,-2.07721
2,42,-78.3475
4,42,-154.242
6,42,-229.389
8,42,-303.421
10,42,-375.975
12,42,-446.695
14,42,-515.234
16,42,-581.253
18,42,-644.429
20,42,-704.45
22,42,-761.018
24,42,-813.856
26,42,-862.7
28,42,-907.311
30,42,-947.466
32,42,-982.969
34,42,-1013.64
36,42,-1039.34
38,42,-1059.94
40,42,-1075.33
42,42,-1085.45
44,42,-1090.25
46,42,-1089.72
48,42,-1083.86
50,42,-1072.71
52,42,-1056.33
54,42,-1034.82
56,42,-1008.28
58,42,-976.858
60,42,-940.715
62,42,-900.037
64,42,-855.03
66,42,-805.92
68,42,-752.953
70,42,-696.391
72,42,-636.512
74,42,-573.608
76,42,-507.984
78,42,-439.955
80,42,-369.848
82,42,-297.996
84,42,-224.74
86,42,-150.427
88,42,-75.4063
90,42,-0.0312147
92,42,75.344
94,42,150.365
96,42,224.679
98,42,297.935
100,42,369.787
102,42,439.895
104,42,507.924
106,42,573.549
108,42,636.454
110,42,696.334
112,42,752.897
114,42,805.865
116,42,854.976
118,42,899.985
120,42,940.664
122,42,976.808
124,42,1008.23
126,42,1034.77
128,42,1056.29
130,42,1072.67
132,42,1083.82
134,42,1089.68
136,42,1090.21
138,42,1085.41
140,42,1075.29
142,42,1059.9
144,42,1039.31
146,42,1013.61
148,42,982.936
150,42,947.434
152,42,907.28
154,42,862.67
156,42,813.826
158,42,760.99
160,42,704.421
162,42,644.401
164,42,581.226
166,42,515.206
168,42,446.668
170,42,375.948
172,42,303.394
174,42,229.362
176,42,154.214
178,42,78.3188
180,42,2.04789
-180,44,2.04544
-178,44,-78.9357
-176,44,-159.523
-174,44,-239.322
-172,44,-317.941
-170,44,-394.995
-168,44,-470.105
-166,44,-542.902
-164,44,-613.028
-162,44,-680.136
-160,44,-743.896
-158,44,-803.991
-156,44,-860.125
-154,44,-912.02
-152,44,-959.417
-150,44,-1002.08
-148,44,-1039.81
-146,44,-1072.41
-144,44,-1099.72
-142,44,-1121.61
-140,44,-1137.98
-138,44,-1148.75
-136,44,-1153.88
-134,44,-1153.34
-132,44,-1147.15
-130,44,-1135.34
-128,44,-1118
-126,44,-1095.21
-124,44,-1067.09
-122,44,-1033.8
-120,44,-995.514
-118,44,-952.426
-116,44,-904.759
-114,44,-852.753
-112,44,-796.671
-110,44,-736.79
-108,44,-673.407
-106,44,-606.831
-104,44,-537.384
-102,44,-465.402
-100,44,-391.228
-98,44,-315.215
-96,44,-237.722
-94,44,-159.116
-92,44,-79.7637
-90,44,-0.0384342
-88,44,79.6868
-86,44,159.039
-84,44,237.646
-82,44,315.139
-80,44,391.152
-78,44,465.327
-76,44,537.309
-74,44,606.756
-72,44,673.333
-70,44,736.717
-68,44,796.598
-66,44,852.682
-64,44,904.688
-62,44,952.357
-60,44,995.446
-58,44,1033.73
-56,44,1067.02
-54,44,1095.14
-52,44,1117.93
-50,44,1135.28
-48,44,1147.09
-46,44,1153.28
-44,44,1153.82
-42,44,1148.69
-40,44,1137.93
-38,44,1121.56
-36,44,1099.67
-34,44,1072.36
-32,44,1039.76
-30,44,1002.04
-28,44,959.374
-26,44,911.977
-24,44,860.085
-22,44,803.952
-20,44,743.858
-18,44,680.1
-16,44,612.993
-14,44,542.869
-12,44,470.073
-10,44,394.964
-8,44,317.911
-6,44,239.293
-4,44,159.496
-2,44,78.9091
0,44,-2.07128
2,44,-83.0491
4,44,-163.628
6,44,-243.413
8,44,-322.013
10,44,-399.043
12,44,-474.125
14,44,-546.888
16,44,-616.975
18,44,-684.04
20,44,-747.751
22,44,-807.794
24,44,-863.87
26,44,-915.703
28,44,-963.035
30,44,-1005.63
32,44,-1043.28
34,44,-1075.8
36,44,-1103.03
38,44,-1124.84
40,44,-1141.12
42,44,-1151.79
44,44,-1156.82
46,44,-1156.18
48,44,-1149.89
50,44,-1137.98
52,44,-1120.52
54,44,-1097.62
56,44,-1069.39
58,44,-1035.98
60,44,-997.569
62,44,-954.357
64,44,-906.563
66,44,-854.428
68,44,-798.214
70,44,-738.2
72,44,-674.681
74,44,-607.967
76,44,-538.382
78,44,-466.258
80,44,-391.942
82,44,-315.786
84,44,-238.15
86,44,-159.398
88,44,-79.9012
90,44,-0.0306305
92,44,79.84
94,44,159.337
96,44,238.089
98,44,315.726
100,44,391.883
102,44,466.199
104,44,538.323
106,44,607.91
108,44,674.625
110,44,738.145
112,44,798.16
114,44,854.375
116,44,906.511
118,44,954.307
120,44,997.52
122,44,1035.93
124,44,1069.34
126,44,1097.57
128,44,1120.48
130,44,1137.94
132,44,1149.85
134,44,1156.14
136,44,1156.78
138,44,1151.76
140,44,1141.08
142,44,1124.8
144,44,1103
146,44,1075.77
148,44,1043.25
150,44,1005.6
152,44,963.007
154,44,915.676
156,44,863.844
158,44,807.768
160,44,747.726
162,44,684.015
164,44,616.951
166,44,546.864
168,44,474.101
170,44,399.019
172,44,321.989
174,44,243.389
176,44,163.603
178,44,83.0239
180,44,2.04544
-180,46,2.03032
-178,46,-83.4725
-176,46,-168.559
-174,46,-252.812
-172,46,-335.818
-170,46,-417.17
-168,46,-496.468
-166,46,-573.321
-164,46,-647.35
-162,46,-718.19
-160,46,-785.49
-158,46,-848.916
-156,46,-908.155
-154,46,-962.911
-152,46,-1012.91
-150,46,-1057.91
-148,46,-1097.69
-146,46,-1132.04
-144,46,-1160.81
-142,46,-1183.85
-140,46,-1201.05
-138,46,-1212.34
-136,46,-1217.66
-134,46,-1217.01
-132,46,-1210.38
-130,46,-1197.83
-128,46,-1179.43
-126,46,-1155.29
-124,46,-1125.53
-122,46,-1090.32
-120,46,-1049.85
-118,46,-1004.32
-116,46,-953.976
-114,46,-899.065
-112,46,-839.869
-110,46,-776.681
-108,46,-709.814
-106,46,-639.595
-104,46,-566.364
-102,46,-490.472
-100,46,-412.283
-98,46,-332.165
-96,46,-250.497
-94,46,-167.661
-92,46,-84.0449
-90,46,-0.0374751
-88,46,83.97
-86,46,167.587
-84,46,250.422
-82,46,332.091
-80,46,412.209
-78,46,490.399
-76,46,566.291
-74,46,639.523
-72,46,709.742
-70,46,776.61
-68,46,839.798
-66,46,898.996
-64,46,953.907
-62,46,1004.26
-60,46,1049.78
-58,46,1090.26
-56,46,1125.47
-54,46,1155.22
-52,46,1179.37
-50,46,1197.77
-48,46,1210.32
-46,46,1216.95
-44,46,1217.61
-42,46,1212.29
-40,46,1201
-38,46,1183.8
-36,46,1160.76
-34,46,1132
-32,46,1097.64
-30,46,1057.87
-28,46,1012.87
-26,46,962.872
-24,46,908.117
-22,46,848.881
-20,46,785.456
-18,46,718.158
-16,46,647.319
-14,46,573.291
-12,46,496.44
-10,46,417.143
-8,46,335.792
-6,46,252.787
-4,46,168.535
-2,46,83.4493
0,46,-2.05281
2,46,-87.5524
4,46,-172.63
6,46,-256.87
8,46,-339.858
10,46,-421.186
12,46,-500.456
14,46,-577.275
16,46,-651.267
18,46,-722.064
20,46,-789.316
22,46,-852.69
24,46,-911.872
26,46,-966.567
28,46,-1016.5
30,46,-1061.43
32,46,-1101.14
34,46,-1135.42
36,46,-1164.1
38,46,-1187.06
40,46,-1204.17
42,46,-1215.37
44,46,-1220.59
46,46,-1219.84
48,46,-1213.11
50,46,-1200.45
52,46,-1181.94
54,46,-1157.69
56,46,-1127.82
58,46,-1092.49
60,46,-1051.9
62,46,-1006.25
64,46,-955.774
66,46,-900.736
68,46,-841.408
70,46,-778.088
72,46,-711.086
74,46,-640.73
76,46,-567.36
78,46,-491.328
80,46,-412.996
82,46,-332.736
84,46,-250.924
86,46,-167.944
88,46,-84.1827
90,46,-0.0300275
92,46,84.1227
94,46,167.884
96,46,250.865
98,46,332.677
100,46,412.938
102,46,491.27
104,46,567.303
106,46,640.674
108,46,711.031
110,46,778.034
112,46,841.356
114,46,900.684
116,46,955.724
118,46,1006.2
120,46,1051.85
122,46,1092.45
124,46,1127.77
126,46,1157.65
128,46,1181.9
130,46,1200.41
132,46,1213.07
134,46,1219.8
136,46,1220.56
138,46,1215.33
140,46,1204.14
142,46,1187.03
144,46,1164.07
146,46,1135.39
148,46,1101.11
150,46,1061.41
152,46,1016.48
154,46,966.543
156,46,911.848
158,46,852.667
160,46,789.294
162,46,722.042
164,46,651.245
166,46,577.254
168,46,500.435
170,46,421.166
172,46,339.837
174,46,256.849
176,46,172.609
178,46,87.5305
180,46,2.03032
-180,48,2.00267
-178,48,-87.8029
-176,48,-177.17
-174,48,-265.662
-172,48,-352.842
-170,48,-438.283
-168,48,-521.564
-166,48,-602.274
-164,48,-680.015
-162,48,-754.401
-160,48,-825.065
-158,48,-891.654
-156,48,-953.839
-154,48,-1011.31
-152,48,-1063.78
-150,48,-1110.99
-148,48,-1152.7
-146,48,-1188.71
-144,48,-1218.85
-142,48,-1242.97
-140,48,-1260.94
-138,48,-1272.7
-136,48,-1278.19
-134,48,-1277.4
-132,48,-1270.34
-130,48,-1257.06
-128,48,-1237.64
-126,48,-1212.2
-124,48,-1180.87
-122,48,-1143.82
-120,48,-1101.26
-118,48,-1053.4
-116,48,-1000.5
-114,48,-942.832
-112,48,-880.678
-110,48,-814.353
-108,48,-744.185
-106,48,-670.517
-104,48,-593.706
-102,48,-514.121
-100,48,-432.139
-98,48,-348.148
-96,48,-262.541
-94,48,-175.717
-92,48,-88.0804
-90,48,-0.0364388
-88,48,88.0075
-86,48,175.644
-84,48,262.468
-82,48,348.075
-80,48,432.067
-78,48,514.049
-76,48,593.635
-74,48,670.447
-72,48,744.115
-70,48,814.284
-68,48,880.61
-66,48,942.765
-64,48,1000.44
-62,48,1053.34
-60,48,1101.2
-58,48,1143.76
-56,48,1180.81
-54,48,1212.14
-52,48,1237.59
-50,48,1257.01
-48,48,1270.29
-46,48,1277.35
-44,48,1278.14
-42,48,1272.65
-40,48,1260.89
-38,48,1242.92
-36,48,1218.81
-34,48,1188.67
-32,48,1152.66
-30,48,1110.95
-28,48,1063.74
-26,48,1011.27
-24,48,953.804
-22,48,891.621
-20,48,825.034
-18,48,754.372
-16,48,679.987
-14,48,602.247
-12,48,521.539
-10,48,438.259
-8,48,352.819
-6,48,265.64
-4,48,177.15
-2,48,87.7829
0,48,-2.02194
2,48,-91.8243
4,48,-181.184
6,48,-269.662
8,48,-356.824
10,48,-442.242
12,48,-525.495
14,48,-606.173
16,48,-683.876
18,48,-758.221
20,48,-828.838
22,48,-895.377
24,48,-957.506
26,48,-1014.92
28,48,-1067.32
30,48,-1114.46
32,48,-1156.11
34,48,-1192.04
36,48,-1222.1
38,48,-1246.13
40,48,-1264.02
42,48,-1275.69
44,48,-1281.09
46,48,-1280.2
48,48,-1273.04
50,48,-1259.66
52,48,-1240.13
54,48,-1214.58
56,48,-1183.13
58,48,-1145.97
60,48,-1103.29
62,48,-1055.31
64,48,-1002.29
66,48,-944.49
68,48,-882.206
70,48,-815.749
72,48,-745.448
74,48,-671.644
76,48,-594.696
78,48,-514.971
80,48,-432.849
82,48,-348.715
84,48,-262.965
86,48,-175.998
88,48,-88.2177
90,48,-0.0294055
92,48,88.1589
94,48,175.94
96,48,262.907
98,48,348.658
100,48,432.791
102,48,514.915
104,48,594.64
106,48,671.59
108,48,745.394
110,48,815.697
112,48,882.155
114,48,944.44
116,48,1002.24
118,48,1055.27
120,48,1103.24
122,48,1145.93
124,48,1183.09
126,48,1214.54
128,48,1240.09
130,48,1259.62
132,48,1273.01
134,48,1280.17
136,48,1281.06
138,48,1275.66
140,48,1263.99
142,48,1246.1
144,48,1222.07
146,48,1192.02
148,48,1156.08
150,48,1114.44
152,48,1067.3
154,48,1014.9
156,48,957.486
158,48,895.357
160,48,828.819
162,48,758.202
164,48,683.858
166,48,606.155
168,48,525.478
170,48,442.225
172,48,356.807
174,48,269.644
176,48,181.166
178,48,91.8056
180,48,2.00267
-180,50,1.96275
-178,50,-91.8947
-176,50,-185.294
-174,50,-277.776
-172,50,-368.886
-170,50,-458.176
-168,50,-545.206
-166,50,-629.546
-164,50,-710.777
-162,50,-788.499
-160,50,-862.324
-158,50,-931.885
-156,50,-996.835
-154,50,-1056.85
-152,50,-1111.63
-150,50,-1160.91
-148,50,-1204.43
-146,50,-1241.99
-144,50,-1273.4
-142,50,-1298.51
-140,50,-1317.19
-138,50,-1329.38
-136,50,-1335.01
-134,50,-1334.07
-132,50,-1326.58
-130,50,-1312.59
-128,50,-1292.19
-126,50,-1265.51
-124,50,-1232.68
-122,50,-1193.89
-120,50,-1149.35
-118,50,-1099.3
-116,50,-1043.99
-114,50,-983.718
-112,50,-918.785
-110,50,-849.516
-108,50,-776.255
-106,50,-699.36
-104,50,-619.202
-102,50,-536.166
-100,50,-450.644
-98,50,-363.039
-96,50,-273.76
-94,50,-183.221
-92,50,-91.839
-90,50,-0.0353322
-88,50,91.7684
-86,50,183.15
-84,50,273.69
-82,50,362.969
-80,50,450.574
-78,50,536.096
-76,50,619.133
-74,50,699.291
-72,50,776.187
-70,50,849.449
-68,50,918.719
-66,50,983.653
-64,50,1043.93
-62,50,1099.23
-60,50,1149.29
-58,50,1193.83
-56,50,1232.62
-54,50,1265.45
-52,50,1292.14
-50,50,1312.54
-48,50,1326.53
-46,50,1334.02
-44,50,1334.96
-42,50,1329.33
-40,50,1317.15
-38,50,1298.46
-36,50,1273.36
-34,50,1241.95
-32,50,1204.39
-30,50,1160.87
-28,50,1111.6
-26,50,1056.82
-24,50,996.804
-22,50,931.855
-20,50,862.296
-18,50,788.473
-16,50,710.753
-14,50,629.522
-12,50,545.184
-10,50,458.155
-8,50,368.866
-6,50,277.757
-4,50,185.276
-2,50,91.8778
0,50,-1.97898
2,50,-95.8334
4,50,-189.225
6,50,-281.694
8,50,-372.787
10,50,-462.055
12,50,-549.058
14,50,-633.366
16,50,-714.562
18,50,-792.243
20,50,-866.023
22,50,-935.535
24,50,-1000.43
26,50,-1060.39
28,50,-1115.11
30,50,-1164.32
32,50,-1207.78
34,50,-1245.26
36,50,-1276.59
38,50,-1301.62
40,50,-1320.22
42,50,-1332.32
44,50,-1337.86
46,50,-1336.82
48,50,-1329.24
50,50,-1315.15
52,50,-1294.65
54,50,-1267.85
56,50,-1234.91
58,50,-1196.01
60,50,-1151.35
62,50,-1101.18
64,50,-1045.75
66,50,-985.355
68,50,-920.294
70,50,-850.896
72,50,-777.503
74,50,-700.474
76,50,-620.18
78,50,-537.007
80,50,-451.346
82,50,-363.601
84,50,-274.181
86,50,-183.5
88,50,-91.9753
90,50,-0.0287647
92,50,91.9178
94,50,183.442
96,50,274.124
98,50,363.545
100,50,451.29
102,50,536.952
104,50,620.126
106,50,700.421
108,50,777.451
110,50,850.845
112,50,920.245
114,50,985.307
116,50,1045.71
118,50,1101.13
120,50,1151.31
122,50,1195.97
124,50,1234.87
126,50,1267.81
128,50,1294.61
130,50,1315.11
132,50,1329.2
134,50,1336.79
136,50,1337.83
138,50,1332.29
140,50,1320.19
142,50,1301.59
144,50,1276.57
146,50,1245.24
148,50,1207.75
150,50,1164.3
152,50,1115.09
154,50,1060.37
156,50,1000.41
158,50,935.518
160,50,866.007
162,50,792.227
164,50,714.546
166,50,633.351
168,50,549.043
170,50,462.04
172,50,372.772
174,50,281.679
176,50,189.209
178,50,95.8177
180,50,1.96275
-180,52,1.91097
-178,52,-95.717
-176,52,-192.867
-174,52,-289.062
-172,52,-383.829
-170,52,-476.699
-168,52,-567.215
-166,52,-654.928
-164,52,-739.405
-162,52,-820.224
-160,52,-896.984
-158,52,-969.302
-156,52,-1036.82
-154,52,-1099.19
-152,52,-1156.11
-150,52,-1207.29
-148,52,-1252.49
-146,52,-1291.46
-144,52,-1324.04
-142,52,-1350.05
-140,52,-1369.37
-138,52,-1381.93
-136,52,-1387.66
-134,52,-1386.57
-132,52,-1378.65
-130,52,-1363.99
-128,52,-1342.66
-126,52,-1314.79
-124,52,-1280.55
-122,52,-1240.13
-120,52,-1193.74
-118,52,-1141.64
-116,52,-1084.09
-114,52,-1021.41
-112,52,-953.894
-110,52,-881.898
-108,52,-805.775
-106,52,-725.898
-104,52,-642.652
-102,52,-556.435
-100,52,-467.654
-98,52,-376.725
-96,52,-284.069
-94,52,-190.115
-92,52,-95.2918
-90,52,-0.0341633
-88,52,95.2235
-86,52,190.046
-84,52,284.001
-82,52,376.657
-80,52,467.587
-78,52,556.368
-76,52,642.586
-74,52,725.832
-72,52,805.71
-70,52,881.833
-68,52,953.83
-66,52,1021.34
-64,52,1084.03
-62,52,1141.58
-60,52,1193.68
-58,52,1240.07
-56,52,1280.5
-54,52,1314.74
-52,52,1342.6
-50,52,1363.93
-48,52,1378.6
-46,52,1386.52
-44,52,1387.62
-42,52,1381.88
-40,52,1369.33
-38,52,1350.01
-36,52,1324
-34,52,1291.43
-32,52,1252.45
-30,52,1207.26
-28,52,1156.08
-26,52,1099.16
-24,52,1036.79
-22,52,969.275
-20,52,896.959
-18,52,820.201
-16,52,739.383
-14,52,654.908
-12,52,567.196
-10,52,476.681
-8,52,383.812
-6,52,289.047
-4,52,192.853
-2,52,95.7029
0,52,-1.92435
2,52,-99.5494
4,52,-196.692
6,52,-292.875
8,52,-387.625
10,52,-480.474
12,52,-570.964
14,52,-658.648
16,52,-743.09
18,52,-823.87
20,52,-900.588
22,52,-972.858
24,52,-1040.32
26,52,-1102.64
28,52,-1159.5
30,52,-1210.62
32,52,-1255.75
34,52,-1294.66
36,52,-1327.15
38,52,-1353.09
40,52,-1372.33
42,52,-1384.8
44,52,-1390.45
46,52,-1389.26
48,52,-1381.26
50,52,-1366.49
52,52,-1345.06
54,52,-1317.09
56,52,-1282.75
58,52,-1242.21
60,52,-1195.71
62,52,-1143.49
64,52,-1085.82
66,52,-1023.01
68,52,-955.378
70,52,-883.256
72,52,-807.004
74,52,-726.995
76,52,-643.616
78,52,-557.264
80,52,-468.346
82,52,-377.279
84,52,-284.484
86,52,-190.39
88,52,-95.4264
90,52,-0.0281054
92,52,95.3703
94,52,190.334
96,52,284.429
98,52,377.224
100,52,468.292
102,52,557.21
104,52,643.563
106,52,726.944
108,52,806.953
110,52,883.206
112,52,955.33
114,52,1022.97
116,52,1085.78
118,52,1143.45
120,52,1195.67
122,52,1242.17
124,52,1282.71
126,52,1317.06
128,52,1345.03
130,52,1366.46
132,52,1381.22
134,52,1389.23
136,52,1390.42
138,52,1384.78
140,52,1372.31
142,52,1353.06
144,52,1327.13
146,52,1294.63
148,52,1255.73
150,52,1210.6
152,52,1159.48
154,52,1102.62
156,52,1040.31
158,52,972.844
160,52,900.574
162,52,823.857
164,52,743.077
166,52,658.635
168,52,570.952
170,52,480.462
172,52,387.613
174,52,292.863
176,52,196.68
178,52,99.5365
180,52,1.91097
-180,54,1.84789
-178,54,-99.2397
-176,54,-199.832
-174,54,-299.433
-172,54,-397.553
-170,54,-493.707
-168,54,-587.418
-166,54,-678.224
-164,54,-765.672
-162,54,-849.328
-160,54,-928.773
-158,54,-1003.61
-156,54,-1073.47
-154,54,-1137.99
-152,54,-1196.86
-150,54,-1249.78
-148,54,-1296.48
-146,54,-1336.74
-144,54,-1370.36
-142,54,-1397.18
-140,54,-1417.07
-138,54,-1429.94
-136,54,-1435.75
-134,54,-1434.48
-132,54,-1426.15
-130,54,-1410.84
-128,54,-1388.63
-126,54,-1359.67
-124,54,-1324.12
-122,54,-1282.18
-120,54,-1234.09
-118,54,-1180.1
-116,54,-1120.5
-114,54,-1055.6
-112,54,-985.727
-110,54,-911.242
-108,54,-832.513
-106,54,-749.924
-104,54,-663.873
-102,54,-574.771
-100,54,-483.036
-98,54,-389.097
-96,54,-293.387
-94,54,-196.344
-92,54,-98.4114
-90,54,-0.0329411
-88,54,98.3456
-86,54,196.278
-84,54,293.321
-82,54,389.032
-80,54,482.971
-78,54,574.706
-76,54,663.809
-74,54,749.86
-72,54,832.45
-70,54,911.18
-68,54,985.665
-66,54,1055.53
-64,54,1120.44
-62,54,1180.04
-60,54,1234.03
-58,54,1282.13
-56,54,1324.07
-54,54,1359.62
-52,54,1388.58
-50,54,1410.79
-48,54,1426.1
-46,54,1434.43
-44,54,1435.7
-42,54,1429.9
-40,54,1417.02
-38,54,1397.14
-36,54,1370.32
-34,54,1336.71
-32,54,1296.45
-30,54,1249.74
-28,54,1196.83
-26,54,1137.96
-24,54,1073.44
-22,54,1003.59
-20,54,928.751
-18,54,849.307
-16,54,765.653
-14,54,678.206
-12,54,587.402
-10,54,493.691
-8,54,397.539
-6,54,299.42
-4,54,199.82
-2,54,99.2283
0,54,-1.85864
2,54,-102.943
4,54,-203.529
6,54,-303.119
8,54,-401.223
10,54,-497.356
12,54,-591.044
14,54,-681.821
16,54,-769.237
18,54,-852.856
20,54,-932.261
22,54,-1007.05
24,54,-1076.86
26,54,-1141.33
28,54,-1200.14
30,54,-1253
32,54,-1299.64
34,54,-1339.84
36,54,-1373.39
38,54,-1400.13
40,54,-1419.94
42,54,-1432.73
44,54,-1438.46
46,54,-1437.1
48,54,-1428.69
50,54,-1413.28
52,54,-1390.98
54,54,-1361.91
56,54,-1326.26
58,54,-1284.22
60,54,-1236.01
62,54,-1181.91
64,54,-1122.19
66,54,-1057.17
68,54,-987.18
70,54,-912.572
72,54,-833.716
74,54,-750.999
76,54,-664.818
78,54,-575.583
80,54,-483.715
82,54,-389.641
84,54,-293.794
86,54,-196.614
88,54,-98.5439
90,54,-0.0274284
92,54,98.4891
94,54,196.56
96,54,293.74
98,54,389.587
100,54,483.662
102,54,575.531
104,54,664.766
106,54,750.949
108,54,833.668
110,54,912.524
112,54,987.133
114,54,1057.13
116,54,1122.15
118,54,1181.87
120,54,1235.97
122,54,1284.18
124,54,1326.22
126,54,1361.88
128,54,1390.94
130,54,1413.25
132,54,1428.66
134,54,1437.07
136,54,1438.43
138,54,1432.71
140,54,1419.92
142,54,1400.11
144,54,1373.37
146,54,1339.82
148,54,1299.63
150,54,1252.99
152,54,1200.13
154,54,1141.32
156,54,1076.85
158,54,1007.04
160,54,932.25
162,54,852.845
164,54,769.227
166,54,681.811
168,54,591.034
170,54,497.347
172,54,401.213
174,54,303.109
176,54,203.519
178,54,102.933
180,54,1.84789
-180,56,1.77419
-178,56,-102.434
-176,56,-206.131
-174,56,-308.804
-172,56,-409.948
-170,56,-509.061
-168,56,-605.652
-166,56,-699.243
-164,56,-789.366
-162,56,-875.573
-160,56,-957.431
-158,56,-1034.53
-156,56,-1106.49
-154,56,-1172.93
-152,56,-1233.54
-150,56,-1288.01
-148,56,-1336.05
-146,56,-1377.45
-144,56,-1411.99
-142,56,-1439.51
-140,56,-1459.88
-138,56,-1473.01
-136,56,-1478.86
-134,56,-1477.4
-132,56,-1468.68
-130,56,-1452.76
-128,56,-1429.74
-126,56,-1399.77
-124,56,-1363.02
-122,56,-1319.7
-120,56,-1270.06
-118,56,-1214.36
-116,56,-1152.9
-114,56,-1086.01
-112,56,-1014.02
-110,56,-937.311
-108,56,-856.252
-106,56,-771.242
-104,56,-682.692
-102,56,-591.023
-100,56,-496.665
-98,56,-400.055
-96,56,-301.637
-94,56,-201.859
-92,56,-101.173
-90,56,-0.0316755
-88,56,101.11
-86,56,201.796
-84,56,301.574
-82,56,399.993
-80,56,496.603
-78,56,590.961
-76,56,682.631
-74,56,771.181
-72,56,856.191
-70,56,937.251
-68,56,1013.97
-66,56,1085.95
-64,56,1152.85
-62,56,1214.3
-60,56,1270.01
-58,56,1319.65
-56,56,1362.97
-54,56,1399.72
-52,56,1429.69
-50,56,1452.71
-48,56,1468.64
-46,56,1477.36
-44,56,1478.81
-42,56,1472.97
-40,56,1459.84
-38,56,1439.47
-36,56,1411.95
-34,56,1377.42
-32,56,1336.02
-30,56,1287.98
-28,56,1233.52
-26,56,1172.91
-24,56,1106.46
-22,56,1034.51
-20,56,957.412
-18,56,875.555
-16,56,789.35
-14,56,699.228
-12,56,605.639
-10,56,509.048
-8,56,409.936
-6,56,308.794
-4,56,206.121
-2,56,102.425
0,56,-1.78254
2,56,-105.988
4,56,-209.678
6,56,-312.341
8,56,-413.47
10,56,-512.565
12,56,-609.134
14,56,-702.698
16,56,-792.791
18,56,-878.964
20,56,-960.785
22,56,-1037.84
24,56,-1109.75
26,56,-1176.15
28,56,-1236.71
30,56,-1291.12
32,56,-1339.11
34,56,-1380.44
36,56,-1414.91
38,56,-1442.36
40,56,-1462.66
42,56,-1475.71
44,56,-1481.48
46,56,-1479.95
48,56,-1471.14
50,56,-1455.13
52,56,-1432.02
54,56,-1401.95
56,56,-1365.1
58,56,-1321.68
60,56,-1271.93
62,56,-1216.12
64,56,-1154.55
66,56,-1087.54
68,56,-1015.44
70,56,-938.607
72,56,-857.425
74,56,-772.291
76,56,-683.614
78,56,-591.817
80,56,-497.328
82,56,-400.587
84,56,-302.036
86,56,-202.124
88,56,-101.303
90,56,-0.0267346
92,56,101.249
94,56,202.071
96,56,301.983
98,56,400.534
100,56,497.277
102,56,591.766
104,56,683.565
106,56,772.242
108,56,857.378
110,56,938.561
112,56,1015.4
114,56,1087.5
116,56,1154.51
118,56,1216.08
120,56,1271.89
122,56,1321.64
124,56,1365.06
126,56,1401.91
128,56,1431.99
130,56,1455.1
132,56,1471.11
134,56,1479.92
136,56,1481.46
138,56,1475.69
140,56,1462.64
142,56,1442.34
144,56,1414.89
146,56,1380.42
148,56,1339.09
150,56,1291.1
152,56,1236.7
154,56,1176.14
156,56,1109.74
158,56,1037.83
160,56,960.776
162,56,878.956
164,56,792.783
166,56,702.691
168,56,609.127
170,56,512.558
172,56,413.463
174,56,312.334
176,56,209.671
178,56,105.98
180,56,1.77419
-180,58,1.69069
