Phi[deg],Theta[deg],re(rEY)[mV]
-180,0,5105.8
-178,0,5105.8
-176,0,5105.8
-174,0,5105.8
-172,0,5105.8
-170,0,5105.8
-168,0,5105.8
-166,0,5105.8
-164,0,5105.8
-162,0,5105.8
-160,0,5105.8
-158,0,5105.8
-156,0,5105.8
-154,0,5105.8
-152,0,5105.8
-150,0,5105.8
-148,0,5105.8
-146,0,5105.8
-144,0,5105.8
-142,0,5105.8
-140,0,5105.8
-138,0,5105.8
-136,0,5105.8
-134,0,5105.8
-132,0,5105.8
-130,0,5105.8
-128,0,5105.8
-126,0,5105.8
-124,0,5105.8
-122,0,5105.8
-120,0,5105.8
-118,0,5105.8
-116,0,5105.8
-114,0,5105.8
-112,0,5105.8
-110,0,5105.8
-108,0,5105.8
-106,0,5105.8
-104,0,5105.8
-102,0,5105.8
-100,0,5105.8
-98,0,5105.8
-96,0,5105.8
-94,0,5105.8
-92,0,5105.8
-90,0,5105.8
-88,0,5105.8
-86,0,5105.8
-84,0,5105.8
-82,0,5105.8
-80,0,5105.8
-78,0,5105.8
-76,0,5105.8
-74,0,5105.8
-72,0,5105.8
-70,0,5105.8
-68,0,5105.8
-66,0,5105.8
-64,0,5105.8
-62,0,5105.8
-60,0,5105.8
-58,0,5105.8
-56,0,5105.8
-54,0,5105.8
-52,0,5105.8
-50,0,5105.8
-48,0,5105.8
-46,0,5105.8
-44,0,5105.8
-42,0,5105.8
-40,0,5105.8
-38,0,5105.8
-36,0,5105.8
-34,0,5105.8
-32,0,5105.8
-30,0,5105.8
-28,0,5105.8
-26,0,5105.8
-24,0,5105.8
-22,0,5105.8
-20,0,5105.8
-18,0,5105.8
-16,0,5105.8
-14,0,5105.8
-12,0,5105.8
-10,0,5105.8
-8,0,5105.8
-6,0,5105.8
-4,0,5105.8
-2,0,5105.8
0,0,5105.8
2,0,5105.8
4,0,5105.8
6,0,5105.8
8,0,5105.8
10,0,5105.8
12,0,5105.8
14,0,5105.8
16,0,5105.8
18,0,5105.8
20,0,5105.8
22,0,5105.8
24,0,5105.8
26,0,5105.8
28,0,5105.8
30,0,5105.8
32,0,5105.8
34,0,5105.8
36,0,5105.8
38,0,5105.8
40,0,5105.8
42,0,5105.8
44,0,5105.8
46,0,5105.8
48,0,5105.8
50,0,5105.8
52,0,5105.8
54,0,5105.8
56,0,5105.8
58,0,5105.8
60,0,5105.8
62,0,5105.8
64,0,5105.8
66,0,5105.8
68,0,5105.8
70,0,5105.8
72,0,5105.8
74,0,5105.8
76,0,5105.8
78,0,5105.8
80,0,5105.8
82,0,5105.8
84,0,5105.8
86,0,5105.8
88,0,5105.8
90,0,5105.8
92,0,5105.8
94,0,5105.8
96,0,5105.8
98,0,5105.8
100,0,5105.8
102,0,5105.8
104,0,5105.8
106,0,5105.8
108,0,5105.8
110,0,5105.8
112,0,5105.8
114,0,5105.8
116,0,5105.8
118,0,5105.8
120,0,5105.8
122,0,5105.8
124,0,5105.8
126,0,5105.8
128,0,5105.8
130,0,5105.8
132,0,5105.8
134,0,5105.8
136,0,5105.8
138,0,5105.8
140,0,5105.8
142,0,5105.8
144,0,5105.8
146,0,5105.8
148,0,5105.8
150,0,5105.8
152,0,5105.8
154,0,5105.8
156,0,5105.8
158,0,5105.8
160,0,5105.8
162,0,5105.8
164,0,5105.8
166,0,5105.8
168,0,5105.8
170,0,5105.8
172,0,5105.8
174,0,5105.8
176,0,5105.8
178,0,5105.8
180,0,5105.8
-180,2,5104.07
-178,2,5104.07
-176,2,5104.04
-174,2,5104.01
-172,2,5103.95
-170,2,5103.87
-168,2,5103.78
-166,2,5103.68
-164,2,5103.55
-162,2,5103.42
-160,2,5103.27
-158,2,5103.1
-156,2,5102.92
-154,2,5102.73
-152,2,5102.53
-150,2,5102.32
-148,2,5102.1
-146,2,5101.87
-144,2,5101.63
-142,2,5101.39
-140,2,5101.15
-138,2,5100.9
-136,2,5100.65
-134,2,5100.4
-132,2,5100.15
-130,2,5099.9
-128,2,5099.65
-126,2,5099.41
-124,2,5099.18
-122,2,5098.95
-120,2,5098.72
-118,2,5098.51
-116,2,5098.31
-114,2,5098.11
-112,2,5097.93
-110,2,5097.76
-108,2,5097.61
-106,2,5097.47
-104,2,5097.34
-102,2,5097.23
-100,2,5097.14
-98,2,5097.06
-96,2,5097
-94,2,5096.96
-92,2,5096.93
-90,2,5096.92
-88,2,5096.93
-86,2,5096.96
-84,2,5097
-82,2,5097.06
-80,2,5097.14
-78,2,5097.23
-76,2,5097.34
-74,2,5097.47
-72,2,5097.61
-70,2,5097.76
-68,2,5097.93
-66,2,5098.11
-64,2,5098.31
-62,2,5098.51
-60,2,5098.72
-58,2,5098.95
-56,2,5099.17
-54,2,5099.41
-52,2,5099.65
-50,2,5099.9
-48,2,5100.15
-46,2,5100.4
-44,2,5100.65
-42,2,5100.9
-40,2,5101.15
-38,2,5101.39
-36,2,5101.63
-34,2,5101.87
-32,2,5102.1
-30,2,5102.32
-28,2,5102.53
-26,2,5102.73
-24,2,5102.92
-22,2,5103.1
-20,2,5103.26
-18,2,5103.42
-16,2,5103.55
-14,2,5103.68
-12,2,5103.78
-10,2,5103.87
-8,2,5103.95
-6,2,5104
-4,2,5104.04
-2,2,5104.06
0,2,5104.07
2,2,5104.05
4,2,5104.02
6,2,5103.97
8,2,5103.91
10,2,5103.82
12,2,5103.72
14,2,5103.61
16,2,5103.48
18,2,5103.33
20,2,5103.17
22,2,5102.99
24,2,5102.81
26,2,5102.61
28,2,5102.4
30,2,5102.18
32,2,5101.95
34,2,5101.71
36,2,5101.47
38,2,5101.22
40,2,5100.97
42,2,5100.71
44,2,5100.46
46,2,5100.2
48,2,5099.94
50,2,5099.69
52,2,5099.44
54,2,5099.19
56,2,5098.95
58,2,5098.71
60,2,5098.48
62,2,5098.27
64,2,5098.06
66,2,5097.86
68,2,5097.68
70,2,5097.5
72,2,5097.35
74,2,5097.2
76,2,5097.07
78,2,5096.96
80,2,5096.87
82,2,5096.79
84,2,5096.72
86,2,5096.68
88,2,5096.65
90,2,5096.64
92,2,5096.65
94,2,5096.68
96,2,5096.72
98,2,5096.79
100,2,5096.87
102,2,5096.96
104,2,5097.07
106,2,5097.2
108,2,5097.35
110,2,5097.51
112,2,5097.68
114,2,5097.86
116,2,5098.06
118,2,5098.27
120,2,5098.48
122,2,5098.71
124,2,5098.95
126,2,5099.19
128,2,5099.44
130,2,5099.69
132,2,5099.94
134,2,5100.2
136,2,5100.46
138,2,5100.71
140,2,5100.97
142,2,5101.22
144,2,5101.47
146,2,5101.71
148,2,5101.95
150,2,5102.18
152,2,5102.4
154,2,5102.61
156,2,5102.81
158,2,5103
160,2,5103.17
162,2,5103.33
164,2,5103.48
166,2,5103.61
168,2,5103.73
170,2,5103.83
172,2,5103.91
174,2,5103.98
176,2,5104.03
178,2,5104.06
180,2,5104.07
-180,4,5098.88
-178,4,5098.86
-176,4,5098.76
-174,4,5098.59
-172,4,5098.36
-170,4,5098.05
-168,4,5097.68
-166,4,5097.25
-164,4,5096.75
-162,4,5096.19
-160,4,5095.58
-158,4,5094.91
-156,4,5094.19
-154,4,5093.42
-152,4,5092.6
-150,4,5091.75
-148,4,5090.87
-146,4,5089.95
-144,4,5089
-142,4,5088.03
-140,4,5087.05
-138,4,5086.05
-136,4,5085.05
-134,4,5084.04
-132,4,5083.03
-130,4,5082.03
-128,4,5081.05
-126,4,5080.08
-124,4,5079.13
-122,4,5078.21
-120,4,5077.32
-118,4,5076.46
-116,4,5075.64
-114,4,5074.87
-112,4,5074.14
-110,4,5073.47
-108,4,5072.85
-106,4,5072.28
-104,4,5071.78
-102,4,5071.33
-100,4,5070.96
-98,4,5070.64
-96,4,5070.4
-94,4,5070.22
-92,4,5070.12
-90,4,5070.08
-88,4,5070.12
-86,4,5070.22
-84,4,5070.4
-82,4,5070.64
-80,4,5070.95
-78,4,5071.33
-76,4,5071.78
-74,4,5072.28
-72,4,5072.85
-70,4,5073.47
-68,4,5074.14
-66,4,5074.87
-64,4,5075.64
-62,4,5076.46
-60,4,5077.31
-58,4,5078.2
-56,4,5079.13
-54,4,5080.07
-52,4,5081.04
-50,4,5082.03
-48,4,5083.03
-46,4,5084.03
-44,4,5085.04
-42,4,5086.05
-40,4,5087.04
-38,4,5088.03
-36,4,5089
-34,4,5089.94
-32,4,5090.86
-30,4,5091.75
-28,4,5092.6
-26,4,5093.41
-24,4,5094.18
-22,4,5094.9
-20,4,5095.57
-18,4,5096.19
-16,4,5096.75
-14,4,5097.24
-12,4,5097.68
-10,4,5098.05
-8,4,5098.35
-6,4,5098.59
-4,4,5098.76
-2,4,5098.85
0,4,5098.88
2,4,5098.83
4,4,5098.72
6,4,5098.53
8,4,5098.28
10,4,5097.95
12,4,5097.57
14,4,5097.11
16,4,5096.59
18,4,5096.02
20,4,5095.38
22,4,5094.7
24,4,5093.96
26,4,5093.17
28,4,5092.34
30,4,5091.47
32,4,5090.57
34,4,5089.64
36,4,5088.67
38,4,5087.69
40,4,5086.69
42,4,5085.68
44,4,5084.66
46,4,5083.64
48,4,5082.62
50,4,5081.61
52,4,5080.61
54,4,5079.63
56,4,5078.67
58,4,5077.74
60,4,5076.84
62,4,5075.97
64,4,5075.15
66,4,5074.37
68,4,5073.63
70,4,5072.95
72,4,5072.32
74,4,5071.75
76,4,5071.24
78,4,5070.79
80,4,5070.41
82,4,5070.1
84,4,5069.85
86,4,5069.67
88,4,5069.57
90,4,5069.53
92,4,5069.57
94,4,5069.67
96,4,5069.85
98,4,5070.1
100,4,5070.41
102,4,5070.79
104,4,5071.24
106,4,5071.75
108,4,5072.32
110,4,5072.95
112,4,5073.63
114,4,5074.37
116,4,5075.15
118,4,5075.97
120,4,5076.84
122,4,5077.74
124,4,5078.67
126,4,5079.63
128,4,5080.61
130,4,5081.61
132,4,5082.62
134,4,5083.64
136,4,5084.66
138,4,5085.68
140,4,5086.69
142,4,5087.69
144,4,5088.68
146,4,5089.64
148,4,5090.57
150,4,5091.48
152,4,5092.35
154,4,5093.18
156,4,5093.96
158,4,5094.7
160,4,5095.39
162,4,5096.02
164,4,5096.6
166,4,5097.11
168,4,5097.57
170,4,5097.96
172,4,5098.28
174,4,5098.54
176,4,5098.72
178,4,5098.84
180,4,5098.88
-180,6,5090.25
-178,6,5090.19
-176,6,5089.97
-174,6,5089.59
-172,6,5089.05
-170,6,5088.36
-168,6,5087.53
-166,6,5086.54
-164,6,5085.42
-162,6,5084.16
-160,6,5082.78
-158,6,5081.27
-156,6,5079.65
-154,6,5077.92
-152,6,5076.09
-150,6,5074.18
-148,6,5072.18
-146,6,5070.12
-144,6,5068
-142,6,5065.82
-140,6,5063.61
-138,6,5061.37
-136,6,5059.11
-134,6,5056.85
-132,6,5054.59
-130,6,5052.35
-128,6,5050.13
-126,6,5047.96
-124,6,5045.83
-122,6,5043.76
-120,6,5041.76
-118,6,5039.84
-116,6,5038
-114,6,5036.27
-112,6,5034.64
-110,6,5033.12
-108,6,5031.73
-106,6,5030.46
-104,6,5029.33
-102,6,5028.33
-100,6,5027.48
-98,6,5026.78
-96,6,5026.23
-94,6,5025.84
-92,6,5025.6
-90,6,5025.52
-88,6,5025.6
-86,6,5025.84
-84,6,5026.23
-82,6,5026.78
-80,6,5027.48
-78,6,5028.33
-76,6,5029.32
-74,6,5030.46
-72,6,5031.72
-70,6,5033.12
-68,6,5034.64
-66,6,5036.27
-64,6,5038
-62,6,5039.83
-60,6,5041.76
-58,6,5043.76
-56,6,5045.82
-54,6,5047.95
-52,6,5050.13
-50,6,5052.34
-48,6,5054.59
-46,6,5056.84
-44,6,5059.11
-42,6,5061.36
-40,6,5063.6
-38,6,5065.82
-36,6,5067.99
-34,6,5070.11
-32,6,5072.18
-30,6,5074.17
-28,6,5076.09
-26,6,5077.91
-24,6,5079.64
-22,6,5081.26
-20,6,5082.77
-18,6,5084.16
-16,6,5085.41
-14,6,5086.54
-12,6,5087.52
-10,6,5088.36
-8,6,5089.04
-6,6,5089.58
-4,6,5089.96
-2,6,5090.18
0,6,5090.25
2,6,5090.16
4,6,5089.9
6,6,5089.49
8,6,5088.93
10,6,5088.21
12,6,5087.35
14,6,5086.34
16,6,5085.19
18,6,5083.9
20,6,5082.49
22,6,5080.96
24,6,5079.31
26,6,5077.55
28,6,5075.7
30,6,5073.76
32,6,5071.74
34,6,5069.65
36,6,5067.51
38,6,5065.31
40,6,5063.08
42,6,5060.81
44,6,5058.54
46,6,5056.25
48,6,5053.97
50,6,5051.71
52,6,5049.48
54,6,5047.29
56,6,5045.14
58,6,5043.06
60,6,5041.04
62,6,5039.11
64,6,5037.26
66,6,5035.51
68,6,5033.87
70,6,5032.35
72,6,5030.94
74,6,5029.67
76,6,5028.53
78,6,5027.53
80,6,5026.67
82,6,5025.97
84,6,5025.41
86,6,5025.02
88,6,5024.78
90,6,5024.7
92,6,5024.78
94,6,5025.02
96,6,5025.41
98,6,5025.97
100,6,5026.67
102,6,5027.53
104,6,5028.53
106,6,5029.67
108,6,5030.94
110,6,5032.35
112,6,5033.87
114,6,5035.52
116,6,5037.26
118,6,5039.11
120,6,5041.04
122,6,5043.06
124,6,5045.14
126,6,5047.29
128,6,5049.48
130,6,5051.72
132,6,5053.98
134,6,5056.26
136,6,5058.54
138,6,5060.82
140,6,5063.08
142,6,5065.31
144,6,5067.51
146,6,5069.66
148,6,5071.75
150,6,5073.77
152,6,5075.71
154,6,5077.56
156,6,5079.31
158,6,5080.96
160,6,5082.5
162,6,5083.91
164,6,5085.19
166,6,5086.34
168,6,5087.35
170,6,5088.22
172,6,5088.94
174,6,5089.5
176,6,5089.91
178,6,5090.16
180,6,5090.25
-180,8,5078.21
-178,8,5078.09
-176,8,5077.69
-174,8,5077.01
-172,8,5076.06
-170,8,5074.84
-168,8,5073.35
-166,8,5071.61
-164,8,5069.62
-162,8,5067.39
-160,8,5064.94
-158,8,5062.27
-156,8,5059.4
-154,8,5056.34
-152,8,5053.11
-150,8,5049.72
-148,8,5046.19
-146,8,5042.53
-144,8,5038.77
-142,8,5034.93
-140,8,5031.01
-138,8,5027.05
-136,8,5023.05
-134,8,5019.05
-132,8,5015.05
-130,8,5011.09
-128,8,5007.17
-126,8,5003.32
-124,8,4999.55
-122,8,4995.89
-120,8,4992.35
-118,8,4988.95
-116,8,4985.71
-114,8,4982.64
-112,8,4979.76
-110,8,4977.07
-108,8,4974.6
-106,8,4972.36
-104,8,4970.36
-102,8,4968.6
-100,8,4967.1
-98,8,4965.86
-96,8,4964.89
-94,8,4964.19
-92,8,4963.77
-90,8,4963.63
-88,8,4963.77
-86,8,4964.19
-84,8,4964.89
-82,8,4965.86
-80,8,4967.1
-78,8,4968.6
-76,8,4970.36
-74,8,4972.36
-72,8,4974.6
-70,8,4977.07
-68,8,4979.75
-66,8,4982.64
-64,8,4985.71
-62,8,4988.95
-60,8,4992.35
-58,8,4995.89
-56,8,4999.55
-54,8,5003.31
-52,8,5007.16
-50,8,5011.08
-48,8,5015.05
-46,8,5019.04
-44,8,5023.05
-42,8,5027.04
-40,8,5031
-38,8,5034.92
-36,8,5038.77
-34,8,5042.52
-32,8,5046.18
-30,8,5049.71
-28,8,5053.1
-26,8,5056.33
-24,8,5059.39
-22,8,5062.26
-20,8,5064.93
-18,8,5067.38
-16,8,5069.61
-14,8,5071.6
-12,8,5073.34
-10,8,5074.83
-8,8,5076.05
-6,8,5077
-4,8,5077.68
-2,8,5078.08
0,8,5078.2
2,8,5078.04
4,8,5077.61
6,8,5076.89
8,8,5075.9
10,8,5074.64
12,8,5073.12
14,8,5071.34
16,8,5069.31
18,8,5067.05
20,8,5064.56
22,8,5061.85
24,8,5058.95
26,8,5055.85
28,8,5052.59
30,8,5049.16
32,8,5045.6
34,8,5041.91
36,8,5038.12
38,8,5034.25
40,8,5030.3
42,8,5026.31
44,8,5022.29
46,8,5018.26
48,8,5014.24
50,8,5010.25
52,8,5006.3
54,8,5002.43
56,8,4998.64
58,8,4994.96
60,8,4991.4
62,8,4987.99
64,8,4984.73
66,8,4981.64
68,8,4978.74
70,8,4976.05
72,8,4973.57
74,8,4971.31
76,8,4969.3
78,8,4967.53
80,8,4966.02
82,8,4964.78
84,8,4963.8
86,8,4963.1
88,8,4962.68
90,8,4962.54
92,8,4962.68
94,8,4963.1
96,8,4963.8
98,8,4964.78
100,8,4966.02
102,8,4967.53
104,8,4969.3
106,8,4971.31
108,8,4973.57
110,8,4976.05
112,8,4978.74
114,8,4981.64
116,8,4984.73
118,8,4987.99
120,8,4991.41
122,8,4994.96
124,8,4998.65
126,8,5002.43
128,8,5006.31
130,8,5010.25
132,8,5014.24
134,8,5018.26
136,8,5022.29
138,8,5026.32
140,8,5030.31
142,8,5034.25
144,8,5038.13
146,8,5041.92
148,8,5045.61
150,8,5049.17
152,8,5052.59
154,8,5055.86
156,8,5058.95
158,8,5061.86
160,8,5064.56
162,8,5067.05
164,8,5069.32
166,8,5071.34
168,8,5073.12
170,8,5074.65
172,8,5075.91
174,8,5076.9
176,8,5077.61
178,8,5078.05
180,8,5078.21
-180,10,5062.79
-178,10,5062.6
-176,10,5061.97
-174,10,5060.91
-172,10,5059.43
-170,10,5057.53
-168,10,5055.22
-166,10,5052.51
-164,10,5049.42
-162,10,5045.97
-160,10,5042.15
-158,10,5038.01
-156,10,5033.55
-154,10,5028.8
-152,10,5023.79
-150,10,5018.53
-148,10,5013.05
-146,10,5007.38
-144,10,5001.54
-142,10,4995.58
-140,10,4989.5
-138,10,4983.35
-136,10,4977.15
-134,10,4970.94
-132,10,4964.74
-130,10,4958.58
-128,10,4952.5
-126,10,4946.53
-124,10,4940.68
-122,10,4935
-120,10,4929.51
-118,10,4924.24
-116,10,4919.21
-114,10,4914.44
-112,10,4909.97
-110,10,4905.8
-108,10,4901.97
-106,10,4898.49
-104,10,4895.38
-102,10,4892.65
-100,10,4890.32
-98,10,4888.4
-96,10,4886.89
-94,10,4885.81
-92,10,4885.16
-90,10,4884.94
-88,10,4885.16
-86,10,4885.81
-84,10,4886.89
-82,10,4888.4
-80,10,4890.32
-78,10,4892.65
-76,10,4895.38
-74,10,4898.49
-72,10,4901.97
-70,10,4905.8
-68,10,4909.96
-66,10,4914.44
-64,10,4919.2
-62,10,4924.23
-60,10,4929.51
-58,10,4935
-56,10,4940.68
-54,10,4946.52
-52,10,4952.5
-50,10,4958.58
-48,10,4964.73
-46,10,4970.93
-44,10,4977.14
-42,10,4983.34
-40,10,4989.49
-38,10,4995.57
-36,10,5001.54
-34,10,5007.37
-32,10,5013.04
-30,10,5018.52
-28,10,5023.78
-26,10,5028.79
-24,10,5033.54
-22,10,5038
-20,10,5042.14
-18,10,5045.96
-16,10,5049.41
-14,10,5052.5
-12,10,5055.21
-10,10,5057.52
-8,10,5059.42
-6,10,5060.9
-4,10,5061.96
-2,10,5062.59
0,10,5062.78
2,10,5062.54
4,10,5061.87
6,10,5060.76
8,10,5059.23
10,10,5057.29
12,10,5054.93
14,10,5052.18
16,10,5049.04
18,10,5045.54
20,10,5041.68
22,10,5037.49
24,10,5032.99
26,10,5028.2
28,10,5023.14
30,10,5017.84
32,10,5012.32
34,10,5006.61
36,10,5000.74
38,10,4994.73
40,10,4988.62
42,10,4982.44
44,10,4976.2
46,10,4969.96
48,10,4963.73
50,10,4957.54
52,10,4951.43
54,10,4945.43
56,10,4939.56
58,10,4933.85
60,10,4928.34
62,10,4923.04
64,10,4917.99
66,10,4913.2
68,10,4908.71
70,10,4904.53
72,10,4900.68
74,10,4897.19
76,10,4894.07
78,10,4891.33
80,10,4888.99
82,10,4887.06
84,10,4885.55
86,10,4884.46
88,10,4883.81
90,10,4883.59
92,10,4883.81
94,10,4884.46
96,10,4885.55
98,10,4887.06
100,10,4888.99
102,10,4891.33
104,10,4894.07
106,10,4897.19
108,10,4900.69
110,10,4904.53
112,10,4908.71
114,10,4913.2
116,10,4917.99
118,10,4923.04
120,10,4928.34
122,10,4933.85
124,10,4939.56
126,10,4945.43
128,10,4951.43
130,10,4957.54
132,10,4963.73
134,10,4969.96
136,10,4976.21
138,10,4982.44
140,10,4988.63
142,10,4994.74
144,10,5000.75
146,10,5006.62
148,10,5012.33
150,10,5017.85
152,10,5023.15
154,10,5028.21
156,10,5033
158,10,5037.5
160,10,5041.69
162,10,5045.55
164,10,5049.05
166,10,5052.19
168,10,5054.94
170,10,5057.29
172,10,5059.24
174,10,5060.77
176,10,5061.87
178,10,5062.55
180,10,5062.79
-180,12,5044.04
-178,12,5043.76
-176,12,5042.86
-174,12,5041.34
-172,12,5039.22
-170,12,5036.51
-168,12,5033.21
-166,12,5029.34
-164,12,5024.93
-162,12,5019.99
-160,12,5014.55
-158,12,5008.63
-156,12,5002.27
-154,12,4995.49
-152,12,4988.33
-150,12,4980.82
-148,12,4973
-146,12,4964.91
-144,12,4956.58
-142,12,4948.06
-140,12,4939.39
-138,12,4930.61
-136,12,4921.76
-134,12,4912.89
-132,12,4904.04
-130,12,4895.26
-128,12,4886.58
-126,12,4878.05
-124,12,4869.71
-122,12,4861.6
-120,12,4853.76
-118,12,4846.23
-116,12,4839.05
-114,12,4832.25
-112,12,4825.86
-110,12,4819.91
-108,12,4814.45
-106,12,4809.48
-104,12,4805.04
-102,12,4801.14
-100,12,4797.82
-98,12,4795.07
-96,12,4792.92
-94,12,4791.38
-92,12,4790.45
-90,12,4790.14
-88,12,4790.45
-86,12,4791.38
-84,12,4792.92
-82,12,4795.07
-80,12,4797.81
-78,12,4801.14
-76,12,4805.03
-74,12,4809.47
-72,12,4814.44
-70,12,4819.91
-68,12,4825.85
-66,12,4832.24
-64,12,4839.04
-62,12,4846.22
-60,12,4853.75
-58,12,4861.59
-56,12,4869.7
-54,12,4878.04
-52,12,4886.57
-50,12,4895.25
-48,12,4904.03
-46,12,4912.88
-44,12,4921.75
-42,12,4930.6
-40,12,4939.38
-38,12,4948.05
-36,12,4956.57
-34,12,4964.89
-32,12,4972.99
-30,12,4980.81
-28,12,4988.32
-26,12,4995.48
-24,12,5002.26
-22,12,5008.62
-20,12,5014.54
-18,12,5019.98
-16,12,5024.92
-14,12,5029.33
-12,12,5033.2
-10,12,5036.49
-8,12,5039.21
-6,12,5041.33
-4,12,5042.84
-2,12,5043.74
0,12,5044.03
2,12,5043.69
4,12,5042.73
6,12,5041.16
8,12,5038.99
10,12,5036.22
12,12,5032.86
14,12,5028.94
16,12,5024.47
18,12,5019.48
20,12,5013.99
22,12,5008.02
24,12,5001.6
26,12,4994.77
28,12,4987.56
30,12,4980
32,12,4972.14
34,12,4964
36,12,4955.62
38,12,4947.06
40,12,4938.34
42,12,4929.52
44,12,4920.64
46,12,4911.73
48,12,4902.84
50,12,4894.02
52,12,4885.3
54,12,4876.74
56,12,4868.37
58,12,4860.23
60,12,4852.36
62,12,4844.81
64,12,4837.6
66,12,4830.77
68,12,4824.36
70,12,4818.4
72,12,4812.92
74,12,4807.93
76,12,4803.48
78,12,4799.57
80,12,4796.23
82,12,4793.48
84,12,4791.32
86,12,4789.78
88,12,4788.84
90,12,4788.53
92,12,4788.85
94,12,4789.78
96,12,4791.32
98,12,4793.48
100,12,4796.23
102,12,4799.57
104,12,4803.48
106,12,4807.93
108,12,4812.92
110,12,4818.4
112,12,4824.37
114,12,4830.78
116,12,4837.6
118,12,4844.81
120,12,4852.37
122,12,4860.23
124,12,4868.37
126,12,4876.74
128,12,4885.31
130,12,4894.02
132,12,4902.84
134,12,4911.73
136,12,4920.64
138,12,4929.53
140,12,4938.35
142,12,4947.06
144,12,4955.63
146,12,4964
148,12,4972.14
150,12,4980.01
152,12,4987.57
154,12,4994.78
156,12,5001.61
158,12,5008.03
160,12,5014
162,12,5019.49
164,12,5024.48
166,12,5028.95
168,12,5032.87
170,12,5036.22
172,12,5039
174,12,5041.17
176,12,5042.74
178,12,5043.7
180,12,5044.04
-180,14,5022.01
-178,14,5021.62
-176,14,5020.41
-174,14,5018.36
-172,14,5015.51
-170,14,5011.84
-168,14,5007.4
-166,14,5002.19
-164,14,4996.25
-162,14,4989.59
-160,14,4982.27
-158,14,4974.3
-156,14,4965.73
-154,14,4956.6
-152,14,4946.95
-150,14,4936.84
-148,14,4926.31
-146,14,4915.41
-144,14,4904.19
-142,14,4892.72
-140,14,4881.04
-138,14,4869.22
-136,14,4857.3
-134,14,4845.36
-132,14,4833.44
-130,14,4821.6
-128,14,4809.92
-126,14,4798.43
-124,14,4787.19
-122,14,4776.27
-120,14,4765.71
-118,14,4755.57
-116,14,4745.9
-114,14,4736.73
-112,14,4728.13
-110,14,4720.12
-108,14,4712.76
-106,14,4706.07
-104,14,4700.09
-102,14,4694.84
-100,14,4690.36
-98,14,4686.66
-96,14,4683.76
-94,14,4681.69
-92,14,4680.43
-90,14,4680.02
-88,14,4680.43
-86,14,4681.68
-84,14,4683.76
-82,14,4686.66
-80,14,4690.35
-78,14,4694.84
-76,14,4700.08
-74,14,4706.06
-72,14,4712.75
-70,14,4720.12
-68,14,4728.12
-66,14,4736.73
-64,14,4745.89
-62,14,4755.56
-60,14,4765.7
-58,14,4776.26
-56,14,4787.18
-54,14,4798.42
-52,14,4809.9
-50,14,4821.59
-48,14,4833.43
-46,14,4845.34
-44,14,4857.29
-42,14,4869.2
-40,14,4881.03
-38,14,4892.71
-36,14,4904.18
-34,14,4915.39
-32,14,4926.29
-30,14,4936.82
-28,14,4946.94
-26,14,4956.58
-24,14,4965.71
-22,14,4974.28
-20,14,4982.25
-18,14,4989.58
-16,14,4996.23
-14,14,5002.18
-12,14,5007.39
-10,14,5011.83
-8,14,5015.49
-6,14,5018.35
-4,14,5020.39
-2,14,5021.61
0,14,5022
2,14,5021.55
4,14,5020.26
6,14,5018.16
8,14,5015.23
10,14,5011.51
12,14,5007
14,14,5001.73
16,14,4995.72
18,14,4989.01
20,14,4981.62
22,14,4973.59
24,14,4964.96
26,14,4955.77
28,14,4946.07
30,14,4935.9
32,14,4925.31
34,14,4914.36
36,14,4903.09
38,14,4891.57
40,14,4879.84
42,14,4867.96
44,14,4856
46,14,4844.01
48,14,4832.05
50,14,4820.18
52,14,4808.45
54,14,4796.92
56,14,4785.65
58,14,4774.69
60,14,4764.1
62,14,4753.93
64,14,4744.23
66,14,4735.04
68,14,4726.41
70,14,4718.38
72,14,4711
74,14,4704.29
76,14,4698.29
78,14,4693.03
80,14,4688.53
82,14,4684.83
84,14,4681.92
86,14,4679.84
88,14,4678.59
90,14,4678.17
92,14,4678.59
94,14,4679.84
96,14,4681.92
98,14,4684.83
100,14,4688.54
102,14,4693.03
104,14,4698.29
106,14,4704.29
108,14,4711
110,14,4718.38
112,14,4726.41
114,14,4735.04
116,14,4744.23
118,14,4753.93
120,14,4764.11
122,14,4774.7
124,14,4785.65
126,14,4796.92
128,14,4808.45
130,14,4820.18
132,14,4832.05
134,14,4844.02
136,14,4856.01
138,14,4867.97
140,14,4879.84
142,14,4891.57
144,14,4903.1
146,14,4914.36
148,14,4925.32
150,14,4935.9
152,14,4946.07
154,14,4955.78
156,14,4964.97
158,14,4973.6
160,14,4981.63
162,14,4989.02
164,14,4995.73
166,14,5001.74
168,14,5007.01
170,14,5011.52
172,14,5015.24
174,14,5018.17
176,14,5020.28
178,14,5021.56
180,14,5022.01
-180,16,4996.76
-178,16,4996.26
-176,16,4994.69
-174,16,4992.05
-172,16,4988.36
-170,16,4983.64
-168,16,4977.9
-166,16,4971.18
-164,16,4963.51
-162,16,4954.92
-160,16,4945.47
-158,16,4935.19
-156,16,4924.13
-154,16,4912.35
-152,16,4899.91
-150,16,4886.86
-148,16,4873.28
-146,16,4859.22
-144,16,4844.75
-142,16,4829.94
-140,16,4814.88
-138,16,4799.62
-136,16,4784.25
-134,16,4768.84
-132,16,4753.46
-130,16,4738.19
-128,16,4723.11
