Phi[deg],Theta[deg],re(rEY)[mV]
-134,52,632.105
-132,52,532.375
-130,52,431.433
-128,52,329.629
-126,52,227.319
-124,52,124.866
-122,52,22.6333
-120,52,-79.0114
-118,52,-179.702
-116,52,-279.075
-114,52,-376.768
-112,52,-472.425
-110,52,-565.695
-108,52,-656.232
-106,52,-743.7
-104,52,-827.768
-102,52,-908.113
-100,52,-984.425
-98,52,-1056.4
-96,52,-1123.74
-94,52,-1186.17
-92,52,-1243.41
-90,52,-1295.2
-88,52,-1341.3
-86,52,-1381.48
-84,52,-1415.5
-82,52,-1443.18
-80,52,-1464.32
-78,52,-1478.76
-76,52,-1486.36
-74,52,-1486.98
-72,52,-1480.54
-70,52,-1466.95
-68,52,-1446.17
-66,52,-1418.19
-64,52,-1383.02
-62,52,-1340.69
-60,52,-1291.3
-58,52,-1234.94
-56,52,-1171.75
-54,52,-1101.93
-52,52,-1025.66
-50,52,-943.199
-48,52,-854.807
-46,52,-760.786
-44,52,-661.461
-42,52,-557.182
-40,52,-448.324
-38,52,-335.277
-36,52,-218.45
-34,52,-98.2646
-32,52,24.8469
-30,52,150.446
-28,52,278.091
-26,52,407.339
-24,52,537.749
-22,52,668.885
-20,52,800.319
-18,52,931.634
-16,52,1062.42
-14,52,1192.29
-12,52,1320.86
-10,52,1447.76
-8,52,1572.66
-6,52,1695.22
-4,52,1815.12
-2,52,1932.08
0,52,2045.8
2,52,2156.04
4,52,2262.54
6,52,2365.07
8,52,2463.42
10,52,2557.38
12,52,2646.78
14,52,2731.44
16,52,2811.21
18,52,2885.95
20,52,2955.53
22,52,3019.84
24,52,3078.79
26,52,3132.3
28,52,3180.32
30,52,3222.8
32,52,3259.71
34,52,3291.06
36,52,3316.87
38,52,3337.16
40,52,3352.02
42,52,3361.51
44,52,3365.74
46,52,3364.84
48,52,3358.97
50,52,3348.29
52,52,3332.99
54,52,3313.29
56,52,3289.43
58,52,3261.65
60,52,3230.22
62,52,3195.42
64,52,3157.53
66,52,3116.88
68,52,3073.76
70,52,3028.49
72,52,2981.4
74,52,2932.81
76,52,2883.03
78,52,2832.39
80,52,2781.2
82,52,2729.77
84,52,2678.41
86,52,2627.38
88,52,2576.98
90,52,2527.47
92,52,2479.09
94,52,2432.07
96,52,2386.64
98,52,2342.99
100,52,2301.3
102,52,2261.74
104,52,2224.44
106,52,2189.52
108,52,2157.09
110,52,2127.24
112,52,2100.01
114,52,2075.45
116,52,2053.59
118,52,2034.42
120,52,2017.93
122,52,2004.08
124,52,1992.81
126,52,1984.05
128,52,1977.7
130,52,1973.65
132,52,1971.79
134,52,1971.95
136,52,1974
138,52,1977.75
140,52,1983.01
142,52,1989.6
144,52,1997.29
146,52,2005.88
148,52,2015.12
150,52,2024.78
152,52,2034.61
154,52,2044.36
156,52,2053.77
158,52,2062.58
160,52,2070.53
162,52,2077.35
164,52,2082.78
166,52,2086.56
168,52,2088.42
170,52,2088.12
172,52,2085.41
174,52,2080.04
176,52,2071.8
178,52,2060.46
180,52,2045.82
-180,54,2011.11
-178,54,1997.29
-176,54,1979.67
-174,54,1958.07
-172,54,1932.35
-170,54,1902.38
-168,54,1868.05
-166,54,1829.29
-164,54,1786.04
-162,54,1738.28
-160,54,1686
-158,54,1629.23
-156,54,1568.04
-154,54,1502.51
-152,54,1432.75
-150,54,1358.91
-148,54,1281.17
-146,54,1199.71
-144,54,1114.77
-142,54,1026.59
-140,54,935.437
-138,54,841.609
-136,54,745.412
-134,54,647.17
-132,54,547.223
-130,54,445.92
-128,54,343.621
-126,54,240.693
-124,54,137.505
-122,54,34.4332
-120,54,-68.1495
-118,54,-169.869
-116,54,-270.354
-114,54,-369.238
-112,54,-466.158
-110,54,-560.758
-108,54,-652.688
-106,54,-741.606
-104,54,-827.178
-102,54,-909.077
-100,54,-986.986
-98,54,-1060.6
-96,54,-1129.61
-94,54,-1193.73
-92,54,-1252.69
-90,54,-1306.22
-88,54,-1354.05
-86,54,-1395.96
-84,54,-1431.7
-82,54,-1461.06
-80,54,-1483.86
-78,54,-1499.9
-76,54,-1509.04
-74,54,-1511.14
-72,54,-1506.09
-70,54,-1493.8
-68,54,-1474.22
-66,54,-1447.32
-64,54,-1413.11
-62,54,-1371.63
-60,54,-1322.94
-58,54,-1267.16
-56,54,-1204.43
-54,54,-1134.92
-52,54,-1058.84
-50,54,-976.451
-48,54,-888.017
-46,54,-793.853
-44,54,-694.295
-42,54,-589.707
-40,54,-480.478
-38,54,-367.015
-36,54,-249.743
-34,54,-129.102
-32,54,-5.54038
-30,54,120.486
-28,54,248.519
-26,54,378.098
-24,54,508.768
-22,54,640.081
-20,54,771.596
-18,54,902.884
-16,54,1033.53
-14,54,1163.13
-12,54,1291.31
-10,54,1417.69
-8,54,1541.92
-6,54,1663.68
-4,54,1782.66
-2,54,1898.56
0,54,2011.1
2,54,2120.02
4,54,2225.09
6,54,2326.08
8,54,2422.77
10,54,2514.98
12,54,2602.52
14,54,2685.23
16,54,2762.95
18,54,2835.56
20,54,2902.92
22,54,2964.93
24,54,3021.5
26,54,3072.55
28,54,3118.02
30,54,3157.88
32,54,3192.09
34,54,3220.67
36,54,3243.62
38,54,3260.99
40,54,3272.83
42,54,3279.24
44,54,3280.32
46,54,3276.21
48,54,3267.05
50,54,3253.03
52,54,3234.35
54,54,3211.23
56,54,3183.92
58,54,3152.66
60,54,3117.75
62,54,3079.48
64,54,3038.14
66,54,2994.07
68,54,2947.58
70,54,2899
72,54,2848.69
74,54,2796.96
76,54,2744.17
78,54,2690.64
80,54,2636.71
82,54,2582.69
84,54,2528.9
86,54,2475.64
88,54,2423.2
90,54,2371.84
92,54,2321.83
94,54,2273.42
96,54,2226.81
98,54,2182.22
100,54,2139.84
102,54,2099.81
104,54,2062.3
106,54,2027.42
108,54,1995.28
110,54,1965.96
112,54,1939.51
114,54,1915.98
116,54,1895.38
118,54,1877.71
120,54,1862.95
122,54,1851.06
124,54,1841.98
126,54,1835.62
128,54,1831.88
130,54,1830.66
132,54,1831.81
134,54,1835.18
136,54,1840.61
138,54,1847.92
140,54,1856.92
142,54,1867.39
144,54,1879.11
146,54,1891.86
148,54,1905.39
150,54,1919.46
152,54,1933.8
154,54,1948.15
156,54,1962.24
158,54,1975.79
160,54,1988.54
162,54,2000.18
164,54,2010.46
166,54,2019.09
168,54,2025.8
170,54,2030.31
172,54,2032.37
174,54,2031.72
176,54,2028.12
178,54,2021.32
180,54,2011.11
-180,56,1975.66
-178,56,1966.27
-176,56,1952.96
-174,56,1935.53
-172,56,1913.82
-170,56,1887.7
-168,56,1857.04
-166,56,1821.76
-164,56,1781.79
-162,56,1737.11
-160,56,1687.7
-158,56,1633.59
-156,56,1574.83
-154,56,1511.52
-152,56,1443.77
-150,56,1371.72
-148,56,1295.55
-146,56,1215.47
-144,56,1131.7
-142,56,1044.51
-140,56,954.159
-138,56,860.958
-136,56,765.224
-134,56,667.289
-132,56,567.503
-130,56,466.224
-128,56,363.822
-126,56,260.67
-124,56,157.148
-122,56,53.6371
-120,56,-49.4823
-118,56,-151.831
-116,56,-253.032
-114,56,-352.715
-112,56,-450.514
-110,56,-546.069
-108,56,-639.028
-106,56,-729.046
-104,56,-815.787
-102,56,-898.921
-100,56,-978.127
-98,56,-1053.1
-96,56,-1123.52
-94,56,-1189.11
-92,56,-1249.58
-90,56,-1304.65
-88,56,-1354.06
-86,56,-1397.57
-84,56,-1434.92
-82,56,-1465.9
-80,56,-1490.31
-78,56,-1507.94
-76,56,-1518.63
-74,56,-1522.24
-72,56,-1518.65
-70,56,-1507.75
-68,56,-1489.48
-66,56,-1463.81
-64,56,-1430.73
-62,56,-1390.27
-60,56,-1342.51
-58,56,-1287.54
-56,56,-1225.51
-54,56,-1156.58
-52,56,-1080.99
-50,56,-998.98
-48,56,-910.833
-46,56,-816.87
-44,56,-717.44
-42,56,-612.919
-40,56,-503.71
-38,56,-390.237
-36,56,-272.94
-34,56,-152.276
-32,56,-28.7088
-30,56,97.2877
-28,56,225.239
-26,56,354.671
-24,56,485.115
-22,56,616.109
-20,56,747.201
-18,56,877.953
-16,56,1007.94
-14,56,1136.76
-12,56,1264.03
-10,56,1389.36
-8,56,1512.43
-6,56,1632.89
-4,56,1750.43
-2,56,1864.77
0,56,1975.64
2,56,2082.78
4,56,2185.96
6,56,2284.96
8,56,2379.57
10,56,2469.61
12,56,2554.9
14,56,2635.29
16,56,2710.62
18,56,2780.77
20,56,2845.62
22,56,2905.05
24,56,2958.99
26,56,3007.36
28,56,3050.1
30,56,3087.16
32,56,3118.53
34,56,3144.2
36,56,3164.2
38,56,3178.55
40,56,3187.34
42,56,3190.63
44,56,3188.54
46,56,3181.21
48,56,3168.79
50,56,3151.47
52,56,3129.46
54,56,3102.98
56,56,3072.29
58,56,3037.65
60,56,2999.36
62,56,2957.71
64,56,2913.04
66,56,2865.67
68,56,2815.94
70,56,2764.21
72,56,2710.81
74,56,2656.11
76,56,2600.46
78,56,2544.2
80,56,2487.68
82,56,2431.24
84,56,2375.2
86,56,2319.87
88,56,2265.55
90,56,2212.52
92,56,2161.06
94,56,2111.41
96,56,2063.79
98,56,2018.43
100,56,1975.5
102,56,1935.18
104,56,1897.6
106,56,1862.91
108,56,1831.18
110,56,1802.52
112,56,1776.97
114,56,1754.57
116,56,1735.34
118,56,1719.26
120,56,1706.32
122,56,1696.46
124,56,1689.63
126,56,1685.72
128,56,1684.64
130,56,1686.26
132,56,1690.45
134,56,1697.05
136,56,1705.87
138,56,1716.75
140,56,1729.47
142,56,1743.81
144,56,1759.56
146,56,1776.46
148,56,1794.28
150,56,1812.74
152,56,1831.58
154,56,1850.53
156,56,1869.29
158,56,1887.6
160,56,1905.14
162,56,1921.64
164,56,1936.79
166,56,1950.31
168,56,1961.91
170,56,1971.3
172,56,1978.2
174,56,1982.34
176,56,1983.46
178,56,1981.31
180,56,1975.66
-180,58,1939.48
-178,58,1934.61
-176,58,1925.71
-174,58,1912.56
-172,58,1894.99
-170,58,1872.85
-168,58,1846.01
-166,58,1814.37
-164,58,1777.86
-162,58,1736.44
-160,58,1690.1
-158,58,1638.85
-156,58,1582.76
-154,58,1521.91
-152,58,1456.42
-150,58,1386.43
-148,58,1312.12
-146,58,1233.7
-144,58,1151.42
-142,58,1065.52
-140,58,976.306
-138,58,884.074
-136,58,789.153
-134,58,691.888
-132,58,592.634
-130,58,491.759
-128,58,389.64
-126,58,286.659
-124,58,183.2
-122,58,79.6515
-120,58,-23.6021
-118,58,-126.177
-116,58,-227.695
-114,58,-327.782
-112,58,-426.07
-110,58,-522.199
-108,58,-615.816
-106,58,-706.576
-104,58,-794.141
-102,58,-878.182
-100,58,-958.377
-98,58,-1034.41
-96,58,-1105.98
-94,58,-1172.79
-92,58,-1234.55
-90,58,-1290.97
-88,58,-1341.79
-86,58,-1386.75
-84,58,-1425.6
-82,58,-1458.11
-80,58,-1484.06
-78,58,-1503.25
-76,58,-1515.49
-74,58,-1520.64
-72,58,-1518.55
-70,58,-1509.12
-68,58,-1492.27
-66,58,-1467.95
-64,58,-1436.15
-62,58,-1396.9
-60,58,-1350.26
-58,58,-1296.32
-56,58,-1235.23
-54,58,-1167.16
-52,58,-1092.34
-50,58,-1011.01
-48,58,-923.464
-46,58,-830.039
-44,58,-731.09
-42,58,-627.007
-40,58,-518.204
-38,58,-405.12
-36,58,-288.212
-34,58,-167.951
-32,58,-44.8186
-30,58,80.6967
-28,58,208.105
-26,58,336.919
-24,58,466.656
-22,58,596.843
-20,58,727.018
-18,58,856.736
-16,58,985.568
-14,58,1113.1
-12,58,1238.95
-10,58,1362.74
-8,58,1484.13
-6,58,1602.79
-4,58,1718.42
-2,58,1830.73
0,58,1939.46
2,58,2044.36
4,58,2145.21
6,58,2241.79
8,58,2333.92
10,58,2421.4
12,58,2504.08
14,58,2581.8
16,58,2654.43
18,58,2721.83
20,58,2783.88
22,58,2840.5
24,58,2891.59
26,58,2937.08
28,58,2976.91
30,58,3011.04
32,58,3039.44
34,58,3062.12
36,58,3079.09
38,58,3090.39
40,58,3096.08
42,58,3096.25
44,58,3091.01
46,58,3080.5
48,58,3064.87
50,58,3044.32
52,58,3019.05
54,58,2989.31
56,58,2955.34
58,58,2917.44
60,58,2875.89
62,58,2831.02
64,58,2783.16
66,58,2732.65
68,58,2679.85
70,58,2625.11
72,58,2568.81
74,58,2511.31
76,58,2452.98
78,58,2394.17
80,58,2335.26
82,58,2276.58
84,58,2218.47
86,58,2161.25
88,58,2105.25
90,58,2050.74
92,58,1998
94,58,1947.29
96,58,1898.84
98,58,1852.87
100,58,1809.57
102,58,1769.1
104,58,1731.61
106,58,1697.24
108,58,1666.07
110,58,1638.19
112,58,1613.64
114,58,1592.48
116,58,1574.7
118,58,1560.29
120,58,1549.23
122,58,1541.46
124,58,1536.9
126,58,1535.48
128,58,1537.07
130,58,1541.54
132,58,1548.76
134,58,1558.56
136,58,1570.76
138,58,1585.17
140,58,1601.57
142,58,1619.75
144,58,1639.46
146,58,1660.47
148,58,1682.51
150,58,1705.32
152,58,1728.61
154,58,1752.1
156,58,1775.5
158,58,1798.51
160,58,1820.83
162,58,1842.14
164,58,1862.16
166,58,1880.56
168,58,1897.05
170,58,1911.32
172,58,1923.09
174,58,1932.06
176,58,1937.95
178,58,1940.51
180,58,1939.48
-180,60,1902.59
-178,60,1902.3
-176,60,1897.86
-174,60,1889.06
-172,60,1875.71
-170,60,1857.65
-168,60,1834.74
-166,60,1806.87
-164,60,1773.96
-162,60,1735.96
-160,60,1692.86
-158,60,1644.67
-156,60,1591.44
-154,60,1533.26
-152,60,1470.25
-150,60,1402.56
-148,60,1330.37
-146,60,1253.9
-144,60,1173.38
-142,60,1089.09
-140,60,1001.32
-138,60,910.38
-136,60,816.614
-134,60,720.369
-132,60,622.01
-130,60,521.912
-128,60,420.458
-126,60,318.035
-124,60,215.035
-122,60,111.847
-120,60,8.86012
-118,60,-93.5401
-116,60,-194.974
-114,60,-295.067
-112,60,-393.452
-110,60,-489.771
-108,60,-583.671
-106,60,-674.809
-104,60,-762.848
-102,60,-847.461
-100,60,-928.327
-98,60,-1005.13
-96,60,-1077.57
-94,60,-1145.34
-92,60,-1208.15
-90,60,-1265.71
-88,60,-1317.76
-86,60,-1364.02
-84,60,-1404.24
-82,60,-1438.17
-80,60,-1465.59
-78,60,-1486.29
-76,60,-1500.07
-74,60,-1506.75
-72,60,-1506.21
-70,60,-1498.3
-68,60,-1482.95
-66,60,-1460.1
-64,60,-1429.73
-62,60,-1391.85
-60,60,-1346.51
-58,60,-1293.82
-56,60,-1233.9
-54,60,-1166.94
-52,60,-1093.15
-50,60,-1012.79
-48,60,-926.171
-46,60,-833.613
-44,60,-735.491
-42,60,-632.207
-40,60,-524.188
-38,60,-411.886
-36,60,-295.773
-34,60,-176.335
-32,60,-54.0693
-30,60,70.5218
-28,60,196.934
-26,60,324.667
-24,60,453.226
-22,60,582.129
-20,60,710.905
-18,60,839.102
-16,60,966.287
-14,60,1092.05
-12,60,1215.99
-10,60,1337.75
-8,60,1456.99
-6,60,1573.37
-4,60,1686.62
-2,60,1796.43
0,60,1902.58
2,60,2004.81
4,60,2102.91
6,60,2196.68
8,60,2285.93
10,60,2370.5
12,60,2450.23
14,60,2524.97
16,60,2594.59
18,60,2658.97
20,60,2717.99
22,60,2771.57
24,60,2819.62
26,60,2862.06
28,60,2898.85
30,60,2929.92
32,60,2955.28
34,60,2974.9
36,60,2988.8
38,60,2997.03
40,60,2999.63
42,60,2996.71
44,60,2988.36
46,60,2974.73
48,60,2955.97
50,60,2932.29
52,60,2903.88
54,60,2871
56,60,2833.9
58,60,2792.88
60,60,2748.25
62,60,2700.32
64,60,2649.45
66,60,2595.98
68,60,2540.29
70,60,2482.75
72,60,2423.74
74,60,2363.64
76,60,2302.83
78,60,2241.68
80,60,2180.58
82,60,2119.86
84,60,2059.89
86,60,2001
88,60,1943.51
90,60,1887.71
92,60,1833.9
94,60,1782.32
96,60,1733.22
98,60,1686.82
100,60,1643.3
102,60,1602.85
104,60,1565.6
106,60,1531.68
108,60,1501.19
110,60,1474.21
112,60,1450.78
114,60,1430.93
116,60,1414.68
118,60,1402
120,60,1392.86
122,60,1387.21
124,60,1384.95
126,60,1386.01
128,60,1390.26
130,60,1397.57
132,60,1407.78
134,60,1420.74
136,60,1436.25
138,60,1454.12
140,60,1474.13
142,60,1496.05
144,60,1519.65
146,60,1544.67
148,60,1570.84
150,60,1597.89
152,60,1625.54
154,60,1653.48
156,60,1681.42
158,60,1709.05
160,60,1736.06
162,60,1762.13
164,60,1786.94
166,60,1810.17
168,60,1831.51
170,60,1850.63
172,60,1867.24
174,60,1881.03
176,60,1891.7
178,60,1898.98
180,60,1902.59
-180,62,1865.03
-178,62,1869.3
-176,62,1869.34
-174,62,1864.92
-172,62,1855.84
-170,62,1841.93
-168,62,1823.02
-166,62,1799.01
-164,62,1769.81
-162,62,1735.35
-160,62,1695.63
-158,62,1650.65
-156,62,1600.46
-154,62,1545.14
-152,62,1484.82
-150,62,1419.65
-148,62,1349.81
-146,62,1275.53
-144,62,1197.05
-142,62,1114.64
-140,62,1028.62
-138,62,939.289
-136,62,847.005
-134,62,752.121
-132,62,655.01
-130,62,556.051
-128,62,455.635
-126,62,354.153
-124,62,251.998
-122,62,149.565
-120,62,47.2425
-118,62,-54.5837
-116,62,-155.534
-114,62,-255.237
-112,62,-353.328
-110,62,-449.451
-108,62,-543.256
-106,62,-634.405
-104,62,-722.564
-102,62,-807.409
-100,62,-888.621
-98,62,-965.888
-96,62,-1038.9
-94,62,-1107.37
-92,62,-1170.99
-90,62,-1229.48
-88,62,-1282.56
-86,62,-1329.95
-84,62,-1371.39
-82,62,-1406.63
-80,62,-1435.44
-78,62,-1457.58
-76,62,-1472.85
-74,62,-1481.07
-72,62,-1482.09
-70,62,-1475.76
-68,62,-1461.99
-66,62,-1440.7
-64,62,-1411.87
-62,62,-1375.51
-60,62,-1331.65
-58,62,-1280.4
-56,62,-1221.87
-54,62,-1156.26
-52,62,-1083.77
-50,62,-1004.67
-48,62,-919.26
-46,62,-827.889
-44,62,-730.931
-42,62,-628.799
-40,62,-521.932
-38,62,-410.796
-36,62,-295.876
-34,62,-177.673
-32,62,-56.696
-30,62,66.5372
-28,62,191.51
-26,62,317.71
-24,62,444.633
-22,62,571.786
-20,62,698.694
-18,62,824.898
-16,62,949.962
-14,62,1073.47
-12,62,1195.04
-10,62,1314.3
-8,62,1430.92
-6,62,1544.58
-4,62,1654.99
-2,62,1761.88
0,62,1865.02
2,62,1964.16
4,62,2059.12
6,62,2149.71
8,62,2235.74
10,62,2317.05
12,62,2393.51
14,62,2464.98
16,62,2531.33
18,62,2592.45
20,62,2648.23
22,62,2698.58
24,62,2743.42
26,62,2782.69
28,62,2816.31
30,62,2844.25
32,62,2866.49
34,62,2883.02
36,62,2893.85
38,62,2899.01
40,62,2898.57
42,62,2892.61
44,62,2881.23
46,62,2864.58
48,62,2842.81
50,62,2816.11
52,62,2784.71
54,62,2748.85
56,62,2708.79
58,62,2664.84
60,62,2617.3
62,62,2566.52
64,62,2512.83
66,62,2456.62
68,62,2398.26
70,62,2338.14
72,62,2276.64
74,62,2214.17
76,62,2151.11
78,62,2087.85
80,62,2024.78
82,62,1962.26
84,62,1900.65
86,62,1840.3
88,62,1781.54
90,62,1724.66
92,62,1669.97
94,62,1617.72
96,62,1568.16
98,62,1521.5
100,62,1477.95
102,62,1437.67
104,62,1400.81
106,62,1367.49
108,62,1337.8
110,62,1311.82
112,62,1289.59
114,62,1271.14
116,62,1256.48
118,62,1245.57
120,62,1238.39
122,62,1234.86
124,62,1234.91
126,62,1238.42
128,62,1245.3
130,62,1255.38
132,62,1268.52
134,62,1284.56
136,62,1303.29
138,62,1324.51
140,62,1348.02
142,62,1373.57
144,62,1400.92
146,62,1429.82
148,62,1459.98
150,62,1491.14
152,62,1523
154,62,1555.26
156,62,1587.61
158,62,1619.74
160,62,1651.31
162,62,1682.01
164,62,1711.51
166,62,1739.47
168,62,1765.56
170,62,1789.46
172,62,1810.85
174,62,1829.4
176,62,1844.8
178,62,1856.78
180,62,1865.03
-180,64,1826.81
-178,64,1835.61
-176,64,1840.1
-174,64,1840.05
-172,64,1835.25
-170,64,1825.5
-168,64,1810.64
-166,64,1790.55
-164,64,1765.12
-162,64,1734.31
-160,64,1698.07
-158,64,1656.42
-156,64,1609.41
-154,64,1557.12
-152,64,1499.67
-150,64,1437.21
-148,64,1369.94
-146,64,1298.08
-144,64,1221.88
-142,64,1141.63
-140,64,1057.63
-138,64,970.207
-136,64,879.717
-134,64,786.521
-132,64,690.997
-130,64,593.531
-128,64,494.516
-126,64,394.347
-124,64,293.419
-122,64,192.127
-120,64,90.86
-118,64,-9.99844
-116,64,-110.072
-114,64,-208.992
-112,64,-306.398
-110,64,-401.939
-108,64,-495.273
-106,64,-586.065
-104,64,-673.988
-102,64,-758.722
-100,64,-839.952
-98,64,-917.371
-96,64,-990.675
-94,64,-1059.56
-92,64,-1123.75
-90,64,-1182.93
-88,64,-1236.83
-86,64,-1285.17
-84,64,-1327.68
-82,64,-1364.1
-80,64,-1394.18
-78,64,-1417.69
-76,64,-1434.41
-74,64,-1444.14
-72,64,-1446.72
-70,64,-1441.99
-68,64,-1429.85
-66,64,-1410.22
-64,64,-1383.04
-62,64,-1348.33
-60,64,-1306.11
-58,64,-1256.48
-56,64,-1199.55
-54,64,-1135.5
-52,64,-1064.56
-50,64,-986.986
-48,64,-903.085
-46,64,-813.207
-44,64,-717.739
-42,64,-617.102
-40,64,-511.747
-38,64,-402.15
-36,64,-288.811
-34,64,-172.242
-32,64,-52.9669
-30,64,68.4859
-28,64,191.588
-26,64,315.816
-24,64,440.656
-22,64,565.609
-20,64,690.194
-18,64,813.948
-16,64,936.436
-14,64,1057.24
-12,64,1175.98
-10,64,1292.3
-8,64,1405.86
-6,64,1516.36
-4,64,1623.51
-2,64,1727.07
0,64,1826.79
2,64,1922.48
4,64,2013.94
6,64,2100.98
8,64,2183.46
10,64,2261.22
12,64,2334.13
14,64,2402.06
16,64,2464.9
18,64,2522.54
20,64,2574.89
22,64,2621.86
24,64,2663.36
26,64,2699.33
28,64,2729.71
30,64,2754.46
32,64,2773.56
34,64,2786.99
36,64,2794.76
38,64,2796.91
40,64,2793.48
42,64,2784.57
44,64,2770.27
46,64,2750.71
48,64,2726.07
50,64,2696.53
52,64,2662.31
54,64,2623.65
56,64,2580.83
58,64,2534.15
60,64,2483.93
62,64,2430.51
64,64,2374.25
66,64,2315.54
68,64,2254.75
70,64,2192.28
72,64,2128.55
74,64,2063.95
76,64,1998.89
78,64,1933.77
80,64,1868.97
82,64,1804.89
84,64,1741.88
86,64,1680.31
88,64,1620.5
90,64,1562.77
92,64,1507.42
94,64,1454.7
96,64,1404.88
98,64,1358.15
100,64,1314.74
102,64,1274.79
104,64,1238.46
106,64,1205.86
108,64,1177.09
110,64,1152.22
112,64,1131.28
114,64,1114.29
116,64,1101.26
118,64,1092.16
120,64,1086.94
122,64,1085.53
124,64,1087.84
126,64,1093.78
128,64,1103.21
130,64,1116
132,64,1131.97
134,64,1150.97
136,64,1172.8
138,64,1197.25
140,64,1224.1
142,64,1253.12
144,64,1284.06
146,64,1316.66
148,64,1350.65
150,64,1385.74
152,64,1421.64
154,64,1458.04
156,64,1494.62
158,64,1531.06
160,64,1567.04
162,64,1602.21
164,64,1636.24
166,64,1668.78
168,64,1699.5
170,64,1728.05
172,64,1754.1
174,64,1777.32
176,64,1797.38
178,64,1813.98
180,64,1826.81
-180,66,1787.95
-178,66,1801.19
-176,66,1810.08
-174,66,1814.35
-172,66,1813.79
-170,66,1808.19
-168,66,1797.38
-166,66,1781.23
-164,66,1759.63
-162,66,1732.5
-160,66,1699.83
-158,66,1661.61
-156,66,1617.89
-154,66,1568.76
-152,66,1514.33
-150,66,1454.76
-148,66,1390.25
-146,66,1321.02
-144,66,1247.34
-142,66,1169.48
-140,66,1087.77
-138,66,1002.54
-136,66,914.139
-134,66,822.943
-132,66,729.334
-130,66,633.7
-128,66,536.438
-126,66,437.943
-124,66,338.613
-122,66,238.84
-120,66,139.011
-118,66,39.507
-116,66,-59.3011
-114,66,-157.05
-112,66,-253.387
-110,66,-347.967
-108,66,-440.455
-106,66,-530.524
-104,66,-617.855
-102,66,-702.134
-100,66,-783.053
-98,66,-860.308
-96,66,-933.602
-94,66,-1002.64
-92,66,-1067.12
-90,66,-1126.75
-88,66,-1181.26
-86,66,-1230.36
-84,66,-1273.77
-82,66,-1311.22
-80,66,-1342.46
-78,66,-1367.24
-76,66,-1385.34
-74,66,-1396.55
-72,66,-1400.67
-70,66,-1397.57
-68,66,-1387.1
-66,66,-1369.18
-64,66,-1343.75
-62,66,-1310.8
-60,66,-1270.36
-58,66,-1222.51
-56,66,-1167.37
-54,66,-1105.11
-52,66,-1035.95
-50,66,-960.154
-48,66,-878.036
-46,66,-789.947
-44,66,-696.283
-42,66,-597.472
-40,66,-493.976
-38,66,-386.282
-36,66,-274.899
-34,66,-160.354
-32,66,-43.1802
-30,66,76.082
-28,66,196.894
-26,66,318.724
-24,66,441.051
-22,66,563.369
-20,66,685.194
-18,66,806.061
-16,66,925.534
-14,66,1043.2
-12,66,1158.69
-10,66,1271.63
-8,66,1381.71
-6,66,1488.64
-4,66,1592.14
-2,66,1691.98
0,66,1787.93
2,66,1879.8
4,66,1967.41
6,66,2050.6
8,66,2129.23
10,66,2203.15
12,66,2272.25
14,66,2336.42
16,66,2395.54
18,66,2449.53
20,66,2498.29
22,66,2541.73
24,66,2579.78
26,66,2612.38
28,66,2639.47
30,66,2661
32,66,2676.95
34,66,2687.3
36,66,2692.07
38,66,2691.27
40,66,2684.95
42,66,2673.2
44,66,2656.1
46,66,2633.81
48,66,2606.46
50,66,2574.26
52,66,2537.41
54,66,2496.18
56,66,2450.82
58,66,2401.65
60,66,2348.99
62,66,2293.19
64,66,2234.61
66,66,2173.65
68,66,2110.7
70,66,2046.17
72,66,1980.47
74,66,1914.02
76,66,1847.22
78,66,1780.5
80,66,1714.25
82,66,1648.86
84,66,1584.71
86,66,1522.16
88,66,1461.55
90,66,1403.2
92,66,1347.41
94,66,1294.44
96,66,1244.54
98,66,1197.94
100,66,1154.83
102,66,1115.38
104,66,1079.72
106,66,1047.98
108,66,1020.24
110,66,996.554
112,66,976.973
114,66,961.507
116,66,950.146
118,66,942.858
120,66,939.592
122,66,940.275
124,66,944.815
126,66,953.101
128,66,965.006
130,66,980.384
132,66,999.074
134,66,1020.9
136,66,1045.67
138,66,1073.17
140,66,1103.19
142,66,1135.49
144,66,1169.83
146,66,1205.93
148,66,1243.52
150,66,1282.33
152,66,1322.04
154,66,1362.36
156,66,1402.95
158,66,1443.5
160,66,1483.67
162,66,1523.11
164,66,1561.48
166,66,1598.42
168,66,1633.59
170,66,1666.62
172,66,1697.19
174,66,1724.93
176,66,1749.52
178,66,1770.63
180,66,1787.95
-180,68,1748.46
-178,68,1766.03
-176,68,1779.2
-174,68,1787.71
-172,68,1791.33
-170,68,1789.83
-168,68,1783.04
-166,68,1770.81
-164,68,1753.04
-162,68,1729.64
-160,68,1700.57
-158,68,1665.85
-156,68,1625.51
-154,68,1579.64
-152,68,1528.36
-150,68,1471.83
-148,68,1410.25
-146,68,1343.84
-144,68,1272.88
-142,68,1197.65
-140,68,1118.47
-138,68,1035.69
-136,68,949.663
-134,68,860.765
-132,68,769.382
-130,68,675.906
-128,68,580.735
-126,68,484.264
-124,68,386.89
-122,68,289.003
-120,68,190.985
-118,68,93.2116
-116,68,-3.95223
-114,68,-100.151
-112,68,-195.04
-110,68,-288.284
-108,68,-379.557
-106,68,-468.542
-104,68,-554.927
-102,68,-638.408
-100,68,-718.686
