Phi[deg],Theta[deg],re(rEZ)[mV]
-46,40,25.7862
-44,40,-23.8105
-42,40,-73.3758
-40,40,-122.853
-38,40,-172.184
-36,40,-221.312
-34,40,-270.182
-32,40,-318.735
-30,40,-366.916
-28,40,-414.67
-26,40,-461.939
-24,40,-508.67
-22,40,-554.807
-20,40,-600.295
-18,40,-645.082
-16,40,-689.112
-14,40,-732.333
-12,40,-774.692
-10,40,-816.137
-8,40,-856.616
-6,40,-896.079
-4,40,-934.474
-2,40,-971.751
0,40,-1007.86
2,40,-1042.76
4,40,-1076.39
6,40,-1108.71
8,40,-1139.68
10,40,-1169.24
12,40,-1197.36
14,40,-1224
16,40,-1249.1
18,40,-1272.64
20,40,-1294.58
22,40,-1314.88
24,40,-1333.51
26,40,-1350.44
28,40,-1365.64
30,40,-1379.08
32,40,-1390.75
34,40,-1400.63
36,40,-1408.69
38,40,-1414.92
40,40,-1419.33
42,40,-1421.89
44,40,-1422.61
46,40,-1421.5
48,40,-1418.55
50,40,-1413.77
52,40,-1407.18
54,40,-1398.79
56,40,-1388.62
58,40,-1376.69
60,40,-1363.04
62,40,-1347.67
64,40,-1330.64
66,40,-1311.97
68,40,-1291.69
70,40,-1269.85
72,40,-1246.49
74,40,-1221.64
76,40,-1195.35
78,40,-1167.67
80,40,-1138.63
82,40,-1108.29
84,40,-1076.7
86,40,-1043.9
88,40,-1009.93
90,40,-974.853
92,40,-938.71
94,40,-901.551
96,40,-863.423
98,40,-824.376
100,40,-784.457
102,40,-743.714
104,40,-702.195
106,40,-659.948
108,40,-617.019
110,40,-573.457
112,40,-529.309
114,40,-484.621
116,40,-439.442
118,40,-393.817
120,40,-347.794
122,40,-301.42
124,40,-254.742
126,40,-207.807
128,40,-160.662
130,40,-113.355
132,40,-65.9331
134,40,-18.4426
136,40,29.0686
138,40,76.5534
140,40,123.965
142,40,171.255
144,40,218.377
146,40,265.284
148,40,311.929
150,40,358.264
152,40,404.243
154,40,449.819
156,40,494.944
158,40,539.572
160,40,583.656
162,40,627.149
164,40,670.004
166,40,712.173
168,40,753.61
170,40,794.266
172,40,834.094
174,40,873.046
176,40,911.074
178,40,948.131
180,40,984.168
-180,42,957.926
-178,42,992.412
-176,42,1025.85
-174,42,1058.2
-172,42,1089.41
-170,42,1119.43
-168,42,1148.2
-166,42,1175.7
-164,42,1201.86
-162,42,1226.63
-160,42,1249.99
-158,42,1271.87
-156,42,1292.24
-154,42,1311.05
-152,42,1328.28
-150,42,1343.87
-148,42,1357.8
-146,42,1370.03
-144,42,1380.54
-142,42,1389.3
-140,42,1396.29
-138,42,1401.49
-136,42,1404.89
-134,42,1406.46
-132,42,1406.22
-130,42,1404.14
-128,42,1400.23
-126,42,1394.5
-124,42,1386.95
-122,42,1377.59
-120,42,1366.44
-118,42,1353.52
-116,42,1338.83
-114,42,1322.42
-112,42,1304.3
-110,42,1284.5
-108,42,1263.06
-106,42,1240.01
-104,42,1215.38
-102,42,1189.23
-100,42,1161.57
-98,42,1132.46
-96,42,1101.95
-94,42,1070.07
-92,42,1036.87
-90,42,1002.39
-88,42,966.694
-86,42,929.819
-84,42,891.818
-82,42,852.741
-80,42,812.639
-78,42,771.562
-76,42,729.564
-74,42,686.696
-72,42,643.013
-70,42,598.567
-68,42,553.414
-66,42,507.607
-64,42,461.203
-62,42,414.256
-60,42,366.823
-58,42,318.96
-56,42,270.725
-54,42,222.174
-52,42,173.364
-50,42,124.355
-48,42,75.2023
-46,42,25.9654
-44,42,-23.2979
-42,42,-72.5294
-40,42,-121.671
-38,42,-170.665
-36,42,-219.453
-34,42,-267.977
-32,42,-316.181
-30,42,-364.007
-28,42,-411.398
-26,42,-458.298
-24,42,-504.65
-22,42,-550.4
-20,42,-595.493
-18,42,-639.873
-16,42,-683.486
-14,42,-726.279
-12,42,-768.2
-10,42,-809.194
-8,42,-849.21
-6,42,-888.198
-4,42,-926.105
-2,42,-962.883
0,42,-998.481
2,42,-1032.85
4,42,-1065.95
6,42,-1097.72
8,42,-1128.12
10,42,-1157.11
12,42,-1184.65
14,42,-1210.69
16,42,-1235.19
18,42,-1258.12
20,42,-1279.43
22,42,-1299.1
24,42,-1317.09
26,42,-1333.38
28,42,-1347.93
30,42,-1360.72
32,42,-1371.74
34,42,-1380.96
36,42,-1388.37
38,42,-1393.97
40,42,-1397.73
42,42,-1399.67
44,42,-1399.78
46,42,-1398.07
48,42,-1394.53
50,42,-1389.19
52,42,-1382.07
54,42,-1373.17
56,42,-1362.52
58,42,-1350.15
60,42,-1336.09
62,42,-1320.36
64,42,-1303
66,42,-1284.05
68,42,-1263.55
70,42,-1241.54
72,42,-1218.06
74,42,-1193.16
76,42,-1166.88
78,42,-1139.27
80,42,-1110.37
82,42,-1080.24
84,42,-1048.92
86,42,-1016.46
88,42,-982.91
90,42,-948.321
92,42,-912.738
94,42,-876.211
96,42,-838.786
98,42,-800.512
100,42,-761.435
102,42,-721.601
104,42,-681.056
106,42,-639.846
108,42,-598.015
110,42,-555.608
112,42,-512.668
114,42,-469.241
116,42,-425.368
118,42,-381.093
120,42,-336.459
122,42,-291.51
124,42,-246.287
126,42,-200.833
128,42,-155.191
130,42,-109.403
132,42,-63.5122
134,42,-17.5602
136,42,28.4104
138,42,74.3571
140,42,120.237
142,42,166.009
144,42,211.63
146,42,257.057
148,42,302.249
150,42,347.161
152,42,391.753
154,42,435.981
156,42,479.802
158,42,523.174
160,42,566.052
162,42,608.394
164,42,650.155
166,42,691.291
168,42,731.757
170,42,771.508
172,42,810.499
174,42,848.683
176,42,886.014
178,42,922.444
180,42,957.926
-180,44,923.629
-178,44,957.397
-176,44,990.206
-174,44,1022.01
-172,44,1052.75
-170,44,1082.39
-168,44,1110.88
-166,44,1138.16
-164,44,1164.18
-162,44,1188.9
-160,44,1212.27
-158,44,1234.24
-156,44,1254.77
-154,44,1273.8
-152,44,1291.31
-150,44,1307.25
-148,44,1321.57
-146,44,1334.26
-144,44,1345.27
-142,44,1354.57
-140,44,1362.14
-138,44,1367.96
-136,44,1372.01
-134,44,1374.28
-132,44,1374.74
-130,44,1373.4
-128,44,1370.25
-126,44,1365.3
-124,44,1358.54
-122,44,1349.99
-120,44,1339.65
-118,44,1327.55
-116,44,1313.69
-114,44,1298.11
-112,44,1280.82
-110,44,1261.86
-108,44,1241.25
-106,44,1219.03
-104,44,1195.23
-102,44,1169.9
-100,44,1143.06
-98,44,1114.76
-96,44,1085.04
-94,44,1053.95
-92,44,1021.53
-90,44,987.833
-88,44,952.897
-86,44,916.775
-84,44,879.516
-82,44,841.17
-80,44,801.787
-78,44,761.42
-76,44,720.121
-74,44,677.942
-72,44,634.937
-70,44,591.161
-68,44,546.667
-66,44,501.511
-64,44,455.748
-62,44,409.436
-60,44,362.63
-58,44,315.388
-56,44,267.768
-54,44,219.827
-52,44,171.623
-50,44,123.216
-48,44,74.6644
-46,44,26.0264
-44,44,-22.6385
-42,44,-71.2713
-40,44,-119.813
-38,44,-168.205
-36,44,-216.388
-34,44,-264.304
-32,44,-311.894
-30,44,-359.101
-28,44,-405.867
-26,44,-452.135
-24,44,-497.848
-22,44,-542.951
-20,44,-587.387
-18,44,-631.102
-16,44,-674.041
-14,44,-716.15
-12,44,-757.375
-10,44,-797.665
-8,44,-836.966
-6,44,-875.228
-4,44,-912.4
-2,44,-948.432
0,44,-983.274
2,44,-1016.88
4,44,-1049.2
6,44,-1080.19
8,44,-1109.8
10,44,-1137.99
12,44,-1164.72
14,44,-1189.95
16,44,-1213.63
18,44,-1235.74
20,44,-1256.23
22,44,-1275.07
24,44,-1292.24
26,44,-1307.7
28,44,-1321.43
30,44,-1333.41
32,44,-1343.62
34,44,-1352.05
36,44,-1358.68
38,44,-1363.51
40,44,-1366.53
42,44,-1367.74
44,44,-1367.15
46,44,-1364.75
48,44,-1360.58
50,44,-1354.63
52,44,-1346.92
54,44,-1337.49
56,44,-1326.36
58,44,-1313.55
60,44,-1299.09
62,44,-1283.03
64,44,-1265.4
66,44,-1246.24
68,44,-1225.59
70,44,-1203.5
72,44,-1180.01
74,44,-1155.18
76,44,-1129.04
78,44,-1101.65
80,44,-1073.05
82,44,-1043.31
84,44,-1012.46
86,44,-980.552
88,44,-947.643
90,44,-913.778
92,44,-879.006
94,44,-843.374
96,44,-806.929
98,44,-769.716
100,44,-731.782
102,44,-693.17
104,44,-653.924
106,44,-614.085
108,44,-573.697
110,44,-532.799
112,44,-491.433
114,44,-449.637
116,44,-407.451
118,44,-364.915
120,44,-322.065
122,44,-278.939
124,44,-235.576
126,44,-192.013
128,44,-148.287
130,44,-104.434
132,44,-60.4917
134,44,-16.497
136,44,27.5135
138,44,71.5032
140,44,115.435
142,44,159.273
144,44,202.98
146,44,246.518
148,44,289.851
150,44,332.942
152,44,375.753
154,44,418.246
156,44,460.383
158,44,502.126
160,44,543.435
162,44,584.271
164,44,624.594
166,44,664.363
168,44,703.536
170,44,742.071
172,44,779.925
174,44,817.053
176,44,853.41
178,44,888.951
180,44,923.629
-180,46,881.556
-178,46,914.375
-176,46,946.334
-174,46,977.385
-172,46,1007.48
-170,46,1036.56
-168,46,1064.59
-166,46,1091.5
-164,46,1117.25
-162,46,1141.8
-160,46,1165.07
-158,46,1187.04
-156,46,1207.64
-154,46,1226.84
-152,46,1244.58
-150,46,1260.83
-148,46,1275.53
-146,46,1288.66
-144,46,1300.17
-142,46,1310.04
-140,46,1318.23
-138,46,1324.72
-136,46,1329.49
-134,46,1332.51
-132,46,1333.77
-130,46,1333.27
-128,46,1330.99
-126,46,1326.93
-124,46,1321.09
-122,46,1313.48
-120,46,1304.11
-118,46,1292.99
-116,46,1280.13
-114,46,1265.55
-112,46,1249.29
-110,46,1231.35
-108,46,1211.77
-106,46,1190.59
-104,46,1167.82
-102,46,1143.52
-100,46,1117.72
-98,46,1090.45
-96,46,1061.76
-94,46,1031.69
-92,46,1000.29
-90,46,967.601
-88,46,933.667
-86,46,898.539
-84,46,862.265
-82,46,824.896
-80,46,786.481
-78,46,747.073
-76,46,706.722
-74,46,665.483
-72,46,623.409
-70,46,580.554
-68,46,536.974
-66,46,492.723
-64,46,447.858
-62,46,402.436
-60,46,356.514
-58,46,310.15
-56,46,263.402
-54,46,216.328
-52,46,168.989
-50,46,121.443
-48,46,73.7498
-46,46,25.9692
-44,46,-21.839
-42,46,-69.6148
-40,46,-117.298
-38,46,-164.83
-36,46,-212.15
-34,46,-259.2
-32,46,-305.919
-30,46,-352.251
-28,46,-398.136
-26,46,-443.516
-24,46,-488.335
-22,46,-532.536
-20,46,-576.063
-18,46,-618.86
-16,46,-660.873
-14,46,-702.047
-12,46,-742.329
-10,46,-781.666
-8,46,-820.006
-6,46,-857.298
-4,46,-893.49
-2,46,-928.535
0,46,-962.382
2,46,-994.985
4,46,-1026.3
6,46,-1056.27
8,46,-1084.86
10,46,-1112.03
12,46,-1137.74
14,46,-1161.94
16,46,-1184.6
18,46,-1205.68
20,46,-1225.15
22,46,-1242.98
24,46,-1259.14
26,46,-1273.6
28,46,-1286.35
30,46,-1297.36
32,46,-1306.62
34,46,-1314.11
36,46,-1319.83
38,46,-1323.78
40,46,-1325.94
42,46,-1326.33
44,46,-1324.95
46,46,-1321.81
48,46,-1316.93
50,46,-1310.32
52,46,-1302.01
54,46,-1292.03
56,46,-1280.4
58,46,-1267.15
60,46,-1252.33
62,46,-1235.97
64,46,-1218.12
66,46,-1198.81
68,46,-1178.09
70,46,-1156.02
72,46,-1132.63
74,46,-1107.98
76,46,-1082.13
78,46,-1055.11
80,46,-1026.98
82,46,-997.798
84,46,-967.609
86,46,-936.464
88,46,-904.413
90,46,-871.506
92,46,-837.788
94,46,-803.309
96,46,-768.112
98,46,-732.242
100,46,-695.743
102,46,-658.656
104,46,-621.021
106,46,-582.879
108,46,-544.266
110,46,-505.22
112,46,-465.778
114,46,-425.974
116,46,-385.842
118,46,-345.416
120,46,-304.729
122,46,-263.813
124,46,-222.699
126,46,-181.42
128,46,-140.006
130,46,-98.4885
132,46,-56.897
134,46,-15.2624
136,46,26.3851
138,46,68.0151
140,46,109.597
142,46,151.101
144,46,192.497
146,46,233.753
148,46,274.839
150,46,315.723
152,46,356.374
154,46,396.76
156,46,436.847
158,46,476.603
160,46,515.993
162,46,554.982
164,46,593.534
166,46,631.613
168,46,669.18
170,46,706.196
172,46,742.621
174,46,778.413
176,46,813.529
178,46,847.925
180,46,881.556
-180,48,832.049
-178,48,863.694
-176,48,894.59
-174,48,924.688
-172,48,953.94
-170,48,982.293
-168,48,1009.7
-166,48,1036.1
-164,48,1061.45
-162,48,1085.68
-160,48,1108.76
-158,48,1130.63
-156,48,1151.23
-154,48,1170.51
-152,48,1188.44
-150,48,1204.95
-148,48,1220.01
-146,48,1233.56
-144,48,1245.58
-142,48,1256.03
-140,48,1264.87
-138,48,1272.07
-136,48,1277.6
-134,48,1281.45
-132,48,1283.59
-130,48,1284.01
-128,48,1282.7
-126,48,1279.65
-124,48,1274.86
-122,48,1268.33
-120,48,1260.06
-118,48,1250.08
-116,48,1238.38
-114,48,1224.98
-112,48,1209.91
-110,48,1193.18
-108,48,1174.82
-106,48,1154.87
-104,48,1133.35
-102,48,1110.29
-100,48,1085.73
-98,48,1059.71
-96,48,1032.27
-94,48,1003.45
-92,48,973.296
-90,48,941.845
-88,48,909.147
-86,48,875.248
-84,48,840.197
-82,48,804.043
-80,48,766.837
-78,48,728.628
-76,48,689.47
-74,48,649.416
-72,48,608.518
-70,48,566.831
-68,48,524.411
-66,48,481.313
-64,48,437.594
-62,48,393.311
-60,48,348.522
-58,48,303.286
-56,48,257.661
-54,48,211.706
-52,48,165.482
-50,48,119.048
-48,48,72.4654
-46,48,25.7938
-44,48,-20.906
-42,48,-67.5733
-40,48,-114.147
-38,48,-160.568
-36,48,-206.774
-34,48,-252.707
-32,48,-298.306
-30,48,-343.512
-28,48,-388.266
-26,48,-432.51
-24,48,-476.187
-22,48,-519.239
-20,48,-561.61
-18,48,-603.244
-16,48,-644.086
-14,48,-684.081
-12,48,-723.177
-10,48,-761.32
-8,48,-798.459
-6,48,-834.542
-4,48,-869.52
-2,48,-903.343
0,48,-935.964
2,48,-967.335
4,48,-997.412
6,48,-1026.15
8,48,-1053.5
10,48,-1079.43
12,48,-1103.9
14,48,-1126.87
16,48,-1148.3
18,48,-1168.16
20,48,-1186.42
22,48,-1203.05
24,48,-1218.03
26,48,-1231.33
28,48,-1242.93
30,48,-1252.82
32,48,-1260.98
34,48,-1267.41
36,48,-1272.09
38,48,-1275.04
40,48,-1276.25
42,48,-1275.72
44,48,-1273.48
46,48,-1269.53
48,48,-1263.89
50,48,-1256.58
52,48,-1247.64
54,48,-1237.09
56,48,-1224.97
58,48,-1211.31
60,48,-1196.15
62,48,-1179.53
64,48,-1161.51
66,48,-1142.12
68,48,-1121.42
70,48,-1099.46
72,48,-1076.28
74,48,-1051.95
76,48,-1026.51
78,48,-1000.01
80,48,-972.516
82,48,-944.074
84,48,-914.736
86,48,-884.552
88,48,-853.574
90,48,-821.849
92,48,-789.424
94,48,-756.346
96,48,-722.657
98,48,-688.401
100,48,-653.618
102,48,-618.347
104,48,-582.626
106,48,-546.489
108,48,-509.971
110,48,-473.105
112,48,-435.921
114,48,-398.451
116,48,-360.722
118,48,-322.762
120,48,-284.599
122,48,-246.259
124,48,-207.766
126,48,-169.145
128,48,-130.422
130,48,-91.6183
132,48,-52.7592
134,48,-13.8673
136,48,25.034
138,48,63.9217
140,48,102.773
142,48,141.563
144,48,180.27
146,48,218.87
148,48,257.339
150,48,295.65
152,48,333.781
154,48,371.704
156,48,409.393
158,48,446.819
160,48,483.955
162,48,520.771
164,48,557.234
166,48,593.313
168,48,628.974
170,48,664.181
172,48,698.897
174,48,733.083
176,48,766.699
178,48,799.702
180,48,832.049
-180,50,775.514
-178,50,805.767
-176,50,835.392
-174,50,864.343
-172,50,892.568
-170,50,920.018
-168,50,946.639
-166,50,972.378
-164,50,997.181
-162,50,1020.99
-160,50,1043.76
-158,50,1065.43
-156,50,1085.94
-154,50,1105.24
-152,50,1123.28
-150,50,1140.02
-148,50,1155.39
-146,50,1169.36
-144,50,1181.88
-142,50,1192.91
-140,50,1202.41
-138,50,1210.35
-136,50,1216.7
-134,50,1221.43
-132,50,1224.52
-130,50,1225.95
-128,50,1225.7
-126,50,1223.77
-124,50,1220.14
-122,50,1214.81
-120,50,1207.79
-118,50,1199.09
-116,50,1188.7
-114,50,1176.64
-112,50,1162.93
-110,50,1147.59
-108,50,1130.64
-106,50,1112.11
-104,50,1092.02
-102,50,1070.41
-100,50,1047.31
-98,50,1022.75
-96,50,996.768
-94,50,969.411
-92,50,940.718
-90,50,910.73
-88,50,879.492
-86,50,847.05
-84,50,813.451
-82,50,778.745
-80,50,742.979
-78,50,706.205
-76,50,668.475
-74,50,629.841
-72,50,590.357
-70,50,550.077
-68,50,509.056
-66,50,467.352
-64,50,425.02
-62,50,382.118
-60,50,338.705
-58,50,294.84
-56,50,250.581
-54,50,205.989
-52,50,161.124
-50,50,116.047
-48,50,70.8184
-46,50,25.5002
-44,50,-19.8465
-42,50,-65.1606
-40,50,-110.381
-38,50,-155.446
-36,50,-200.294
-34,50,-244.866
-32,50,-289.101
-30,50,-332.94
-28,50,-376.321
-26,50,-419.188
-24,50,-461.482
-22,50,-503.145
-20,50,-544.121
-18,50,-584.353
-16,50,-623.787
-14,50,-662.368
-12,50,-700.043
-10,50,-736.758
-8,50,-772.464
-6,50,-807.108
-4,50,-840.642
-2,50,-873.018
0,50,-904.187
2,50,-934.105
4,50,-962.728
6,50,-990.011
8,50,-1015.91
10,50,-1040.4
12,50,-1063.43
14,50,-1084.96
16,50,-1104.97
18,50,-1123.42
20,50,-1140.29
22,50,-1155.55
24,50,-1169.17
26,50,-1181.14
28,50,-1191.44
30,50,-1200.07
32,50,-1207
34,50,-1212.23
36,50,-1215.77
38,50,-1217.62
40,50,-1217.78
42,50,-1216.26
44,50,-1213.08
46,50,-1208.26
48,50,-1201.82
50,50,-1193.79
52,50,-1184.2
54,50,-1173.08
56,50,-1160.47
58,50,-1146.41
60,50,-1130.94
62,50,-1114.12
64,50,-1095.99
66,50,-1076.6
68,50,-1056
70,50,-1034.25
72,50,-1011.39
74,50,-987.498
76,50,-962.612
78,50,-936.792
80,50,-910.091
82,50,-882.564
84,50,-854.262
86,50,-825.237
88,50,-795.539
90,50,-765.215
92,50,-734.313
94,50,-702.875
96,50,-670.944
98,50,-638.561
100,50,-605.763
102,50,-572.585
104,50,-539.062
106,50,-505.225
108,50,-471.104
110,50,-436.726
112,50,-402.118
114,50,-367.304
116,50,-332.307
118,50,-297.149
120,50,-261.85
122,50,-226.429
124,50,-190.905
126,50,-155.294
128,50,-119.615
130,50,-83.8831
132,50,-48.1143
134,50,-12.3243
136,50,23.4716
138,50,59.258
140,50,95.0194
142,50,130.74
144,50,166.405
146,50,201.997
148,50,237.5
150,50,272.896
152,50,308.166
154,50,343.293
156,50,378.254
158,50,413.03
160,50,447.596
162,50,481.929
164,50,516.002
166,50,549.789
168,50,583.258
170,50,616.38
172,50,649.119
174,50,681.441
176,50,713.308
178,50,744.68
180,50,775.514
-180,52,712.416
-178,52,741.067
-176,52,769.223
-174,52,796.834
-172,52,823.853
-170,52,850.229
-168,52,875.907
-166,52,900.835
-164,52,924.957
-162,52,948.216
-160,52,970.556
-158,52,991.92
-156,52,1012.25
-154,52,1031.49
-152,52,1049.59
-150,52,1066.49
-148,52,1082.14
-146,52,1096.5
-144,52,1109.5
-142,52,1121.11
-140,52,1131.29
-138,52,1140
-136,52,1147.2
-134,52,1152.86
-132,52,1156.96
-130,52,1159.46
-128,52,1160.36
-126,52,1159.63
-124,52,1157.27
-122,52,1153.27
-120,52,1147.62
-118,52,1140.32
-116,52,1131.39
-114,52,1120.83
-112,52,1108.65
-110,52,1094.86
-108,52,1079.49
-106,52,1062.56
-104,52,1044.09
-102,52,1024.11
-100,52,1002.66
-98,52,979.757
-96,52,955.445
-94,52,929.76
-92,52,902.742
-90,52,874.431
-88,52,844.869
-86,52,814.103
-84,52,782.178
-82,52,749.14
-80,52,715.04
-78,52,679.926
-76,52,643.851
-74,52,606.866
-72,52,569.025
-70,52,530.382
-68,52,490.994
-66,52,450.915
-64,52,410.203
-62,52,368.917
-60,52,327.114
-58,52,284.854
-56,52,242.198
-54,52,199.204
-52,52,155.936
-50,52,112.452
-48,52,68.816
-46,52,25.0888
-44,52,-18.6675
-42,52,-62.3911
-40,52,-106.02
-38,52,-149.492
-36,52,-192.747
-34,52,-235.722
-32,52,-278.358
-30,52,-320.593
-28,52,-362.368
-26,52,-403.624
-24,52,-444.301
-22,52,-484.344
-20,52,-523.693
-18,52,-562.294
-16,52,-600.091
-14,52,-637.029
-12,52,-673.057
-10,52,-708.12
-8,52,-742.168
-6,52,-775.152
-4,52,-807.022
-2,52,-837.732
0,52,-867.235
2,52,-895.487
4,52,-922.445
6,52,-948.068
8,52,-972.317
10,52,-995.155
12,52,-1016.55
14,52,-1036.46
16,52,-1054.86
18,52,-1071.72
20,52,-1087.03
22,52,-1100.74
24,52,-1112.86
26,52,-1123.35
28,52,-1132.21
30,52,-1139.43
32,52,-1145.01
34,52,-1148.94
36,52,-1151.23
38,52,-1151.88
40,52,-1150.91
42,52,-1148.33
44,52,-1144.16
46,52,-1138.42
48,52,-1131.15
50,52,-1122.36
52,52,-1112.11
54,52,-1100.42
56,52,-1087.34
58,52,-1072.91
60,52,-1057.19
62,52,-1040.21
64,52,-1022.04
66,52,-1002.72
68,52,-982.315
70,52,-960.878
72,52,-938.466
74,52,-915.136
76,52,-890.944
78,52,-865.947
80,52,-840.201
82,52,-813.759
84,52,-786.675
86,52,-759
88,52,-730.784
90,52,-702.072
92,52,-672.911
94,52,-643.343
96,52,-613.407
98,52,-583.142
100,52,-552.582
102,52,-521.759
104,52,-490.703
106,52,-459.441
108,52,-427.999
110,52,-396.399
112,52,-364.661
114,52,-332.805
116,52,-300.846
118,52,-268.799
120,52,-236.679
122,52,-204.497
124,52,-172.263
126,52,-139.989
128,52,-107.682
130,52,-75.3508
132,52,-43.0035
134,52,-10.6473
136,52,21.7109
138,52,54.0641
140,52,86.4052
142,52,118.727
144,52,151.021
146,52,183.281
148,52,215.496
150,52,247.657
152,52,279.753
154,52,311.772
156,52,343.701
158,52,375.525
160,52,407.228
162,52,438.79
164,52,470.192
166,52,501.41
168,52,532.421
170,52,563.196
172,52,593.706
174,52,623.919
176,52,653.801
178,52,683.313
180,52,712.416
-180,54,643.277
-178,54,670.126
-176,54,696.619
-174,54,722.708
-172,54,748.346
-170,54,773.48
-168,54,798.06
-166,54,822.029
-164,54,845.331
-162,54,867.91
-160,54,889.706
-158,54,910.662
-156,54,930.717
-154,54,949.814
-152,54,967.895
-150,54,984.903
-148,54,1000.78
-146,54,1015.48
-144,54,1028.95
-142,54,1041.13
-140,54,1051.98
-138,54,1061.47
-136,54,1069.54
-134,54,1076.17
-132,54,1081.32
-130,54,1084.97
-128,54,1087.08
-126,54,1087.65
-124,54,1086.65
-122,54,1084.06
-120,54,1079.9
-118,54,1074.14
-116,54,1066.8
-114,54,1057.86
-112,54,1047.36
-110,54,1035.28
-108,54,1021.65
-106,54,1006.49
-104,54,989.817
-102,54,971.655
-100,54,952.033
-98,54,930.98
-96,54,908.528
-94,54,884.712
-92,54,859.569
-90,54,833.138
-88,54,805.46
-86,54,776.577
-84,54,746.535
-82,54,715.38
-80,54,683.16
-78,54,649.923
-76,54,615.72
-74,54,580.603
-72,54,544.626
-70,54,507.843
-68,54,470.309
-66,54,432.08
-64,54,393.214
-62,54,353.768
-60,54,313.803
-58,54,273.377
-56,54,232.55
-54,54,191.384
-52,54,149.941
-50,54,108.281
-48,54,66.4662
-46,54,24.5598
-44,54,-17.3762
-42,54,-59.2793
-40,54,-101.087
-38,54,-142.738
-36,54,-184.169
-34,54,-225.319
-32,54,-266.127
-30,54,-306.532
-28,54,-346.474
-26,54,-385.893
-24,54,-424.73
-22,54,-462.928
-20,54,-500.429
-18,54,-537.177
-16,54,-573.116
-14,54,-608.194
-12,54,-642.356
-10,54,-675.551
-8,54,-707.729
-6,54,-738.84
-4,54,-768.836
-2,54,-797.672
0,54,-825.303
2,54,-851.686
4,54,-876.78
6,54,-900.547
8,54,-922.949
10,54,-943.952
12,54,-963.523
14,54,-981.633
16,54,-998.254
18,54,-1013.36
20,54,-1026.94
22,54,-1038.96
24,54,-1049.42
26,54,-1058.29
28,54,-1065.58
30,54,-1071.28
32,54,-1075.4
34,54,-1077.92
36,54,-1078.86
38,54,-1078.24
40,54,-1076.07
42,54,-1072.37
44,54,-1067.15
46,54,-1060.47
48,54,-1052.33
50,54,-1042.79
52,54,-1031.87
54,54,-1019.63
56,54,-1006.1
58,54,-991.345
60,54,-975.405
62,54,-958.337
64,54,-940.196
66,54,-921.039
68,54,-900.924
70,54,-879.91
72,54,-858.056
74,54,-835.42
76,54,-812.061
78,54,-788.036
80,54,-763.402
82,54,-738.213
84,54,-712.523
86,54,-686.383
88,54,-659.841
90,54,-632.942
92,54,-605.731
94,54,-578.248
96,54,-550.531
98,54,-522.614
100,54,-494.528
102,54,-466.303
104,54,-437.964
106,54,-409.533
108,54,-381.03
110,54,-352.474
112,54,-323.877
114,54,-295.253
116,54,-266.612
118,54,-237.961
120,54,-209.308
122,54,-180.655
124,54,-152.006
126,54,-123.363
128,54,-94.7272
130,54,-66.0972
132,54,-37.4725
134,54,-8.85162
136,54,19.7671
138,54,48.3854
140,54,77.0052
142,54,105.628
144,54,134.254
146,54,162.885
148,54,191.518
150,54,220.154
152,54,248.789
154,54,277.418
156,54,306.035
158,54,334.632
160,54,363.2
162,54,391.726
164,54,420.196
166,54,448.592
168,54,476.895
170,54,505.082
172,54,533.127
174,54,561.002
176,54,588.675
178,54,616.113
180,54,643.277
-180,56,568.669
-178,56,593.528
-176,56,618.175
-174,56,642.565
-172,56,666.652
-170,56,690.384
-168,56,713.71
-166,56,736.574
-164,56,758.92
-162,56,780.689
-160,56,801.822
-158,56,822.259
-156,56,841.938
-154,56,860.8
-152,56,878.784
-150,56,895.83
-148,56,911.881
-146,56,926.878
-144,56,940.768
-142,56,953.498
-140,56,965.018
-138,56,975.281
-136,56,984.243
-134,56,991.863
-132,56,998.105
-130,56,1002.94
-128,56,1006.33
-126,56,1008.25
-124,56,1008.69
-122,56,1007.62
-120,56,1005.04
-118,56,1000.93
-116,56,995.284
-114,56,988.111
-112,56,979.408
-110,56,969.183
-108,56,957.446
-106,56,944.21
-104,56,929.492
-102,56,913.313
-100,56,895.697
-98,56,876.668
-96,56,856.257
-94,56,834.495
-92,56,811.416
-90,56,787.056
-88,56,761.456
-86,56,734.655
-84,56,706.697
-82,56,677.626
-80,56,647.489
-78,56,616.335
-76,56,584.213
-74,56,551.174
-72,56,517.272
-70,56,482.56
-68,56,447.094
-66,56,410.93
-64,56,374.125
-62,56,336.738
-60,56,298.828
-58,56,260.455
-56,56,221.678
-54,56,182.561
-52,56,143.163
-50,56,103.548
-48,56,63.7773
-46,56,23.9138
-44,56,-15.9796
-42,56,-55.8404
-40,56,-95.6057
-38,56,-135.213
-36,56,-174.6
-34,56,-213.705
-32,56,-252.465
-30,56,-290.821
-28,56,-328.712
-26,56,-366.077
-24,56,-402.858
-22,56,-438.996
-20,56,-474.435
-18,56,-509.118
-16,56,-542.99
-14,56,-575.998
-12,56,-608.088
-10,56,-639.209
-8,56,-669.312
-6,56,-698.349
-4,56,-726.272
-2,56,-753.038
0,56,-778.602
2,56,-802.926
4,56,-825.968
6,56,-847.694
8,56,-868.069
10,56,-887.061
12,56,-904.641
14,56,-920.783
16,56,-935.464
18,56,-948.662
20,56,-960.362
22,56,-970.55
24,56,-979.214
