Phi[deg],Theta[deg],im(rEZ)[mV]
-180,0,-2.07797e-14
-178,0,-2.44405e-14
-176,0,-2.74749e-14
-174,0,-2.96184e-14
-172,0,-3.06079e-14
-170,0,-3.02136e-14
-168,0,-2.82734e-14
-166,0,-2.47226e-14
-164,0,-1.96177e-14
-162,0,-1.3149e-14
-160,0,-5.6398e-15
-158,0,2.46868e-15
-156,0,1.06458e-14
-154,0,1.83118e-14
-152,0,2.48864e-14
-150,0,2.98402e-14
-148,0,3.27442e-14
-146,0,3.33128e-14
-144,0,3.14339e-14
-142,0,2.71846e-14
-140,0,2.08289e-14
-138,0,1.2798e-14
-136,0,3.65494e-15
-134,0,-5.95391e-15
-132,0,-1.53546e-14
-130,0,-2.39039e-14
-128,0,-3.10444e-14
-126,0,-3.63499e-14
-124,0,-3.95579e-14
-122,0,-4.0585e-14
-120,0,-3.95253e-14
-118,0,-3.66303e-14
-116,0,-3.2275e-14
-114,0,-2.69129e-14
-112,0,-2.10252e-14
-110,0,-1.50702e-14
-108,0,-9.43756e-15
-106,0,-4.41318e-15
-104,0,-1.57845e-16
-102,0,3.29873e-15
-100,0,6.04786e-15
-98,0,8.2777e-15
-96,0,1.02383e-14
-94,0,1.21999e-14
-92,0,1.44104e-14
-90,0,1.70559e-14
-88,0,2.02305e-14
-86,0,2.39177e-14
-84,0,2.79859e-14
-82,0,3.21993e-14
-80,0,3.62416e-14
-78,0,3.97509e-14
-76,0,4.2361e-14
-74,0,4.37446e-14
-72,0,4.36535e-14
-70,0,4.19512e-14
-68,0,3.86341e-14
-66,0,3.38382e-14
-64,0,2.7832e-14
-62,0,2.09946e-14
-60,0,1.37824e-14
-58,0,6.68751e-15
-56,0,1.9231e-16
-54,0,-5.27512e-15
-52,0,-9.38e-15
-50,0,-1.19106e-14
-48,0,-1.27955e-14
-46,0,-1.21077e-14
-44,0,-1.00545e-14
-42,0,-6.95516e-15
-40,0,-3.20924e-15
-38,0,7.41546e-16
-36,0,4.45348e-15
-34,0,7.51919e-15
-32,0,9.60057e-15
-30,0,1.04534e-14
-28,0,9.94178e-15
-26,0,8.04249e-15
-24,0,4.83848e-15
-22,0,5.0442e-16
-20,0,-4.71417e-15
-18,0,-1.05252e-14
-16,0,-1.66152e-14
-14,0,-2.26717e-14
-12,0,-2.84033e-14
-10,0,-3.35529e-14
-8,0,-3.79064e-14
-6,0,-4.12955e-14
-4,0,-4.35969e-14
-2,0,-4.47282e-14
0,0,-4.46424e-14
2,0,-4.33237e-14
4,0,-4.07839e-14
6,0,-3.70615e-14
8,0,-3.22229e-14
10,0,-2.63658e-14
12,0,-1.96226e-14
14,0,-1.21639e-14
16,0,-4.19919e-15
18,0,4.02496e-15
20,0,1.22319e-14
22,0,2.01257e-14
24,0,2.74069e-14
26,0,3.37906e-14
28,0,3.90265e-14
30,0,4.29181e-14
32,0,4.53391e-14
34,0,4.62444e-14
36,0,4.56754e-14
38,0,4.37562e-14
40,0,4.06837e-14
42,0,3.6709e-14
44,0,3.21148e-14
46,0,2.71892e-14
48,0,2.21992e-14
50,0,1.73678e-14
52,0,1.28556e-14
54,0,8.75082e-15
56,0,5.06821e-15
58,0,1.75688e-15
60,0,-1.28327e-15
62,0,-4.17888e-15
64,0,-7.05673e-15
66,0,-1.00171e-14
68,0,-1.31102e-14
70,0,-1.6319e-14
72,0,-1.95508e-14
74,0,-2.26393e-14
76,0,-2.53571e-14
78,0,-2.74381e-14
80,0,-2.86072e-14
82,0,-2.86139e-14
84,0,-2.72669e-14
86,0,-2.44642e-14
88,0,-2.02161e-14
90,0,-1.46569e-14
92,0,-8.04457e-15
94,0,-7.46292e-16
96,0,6.78772e-15
98,0,1.40612e-14
100,0,2.05753e-14
102,0,2.58743e-14
104,0,2.9589e-14
106,0,3.14729e-14
108,0,3.14279e-14
110,0,2.95155e-14
112,0,2.59532e-14
114,0,2.10958e-14
116,0,1.54034e-14
118,0,9.39891e-15
120,0,3.62071e-15
122,0,-1.42673e-15
124,0,-5.31761e-15
126,0,-7.74131e-15
128,0,-8.52694e-15
130,0,-7.65376e-15
132,0,-5.24674e-15
134,0,-1.55834e-15
136,0,3.0612e-15
138,0,8.20149e-15
140,0,1.34332e-14
142,0,1.83483e-14
144,0,2.25954e-14
146,0,2.59061e-14
148,0,2.81105e-14
150,0,2.91413e-14
152,0,2.90259e-14
154,0,2.78691e-14
156,0,2.58293e-14
158,0,2.30918e-14
160,0,1.98421e-14
162,0,1.6244e-14
164,0,1.24248e-14
166,0,8.46853e-15
168,0,4.41879e-15
170,0,2.8994e-16
172,0,-3.91583e-15
174,0,-8.18804e-15
176,0,-1.24877e-14
178,0,-1.6731e-14
180,0,-2.07797e-14
-180,2,-0.00544045
-178,2,1.16678
-176,2,2.33757
-174,2,3.5055
-172,2,4.66916
-170,2,5.82713
-168,2,6.97801
-166,2,8.12038
-164,2,9.25287
-162,2,10.3741
-160,2,11.4827
-158,2,12.5773
-156,2,13.6566
-154,2,14.7193
-152,2,15.7641
-150,2,16.7896
-148,2,17.7948
-146,2,18.7782
-144,2,19.7389
-142,2,20.6754
-140,2,21.5868
-138,2,22.472
-136,2,23.3297
-134,2,24.159
-132,2,24.959
-130,2,25.7285
-128,2,26.4666
-126,2,27.1726
-124,2,27.8454
-122,2,28.4843
-120,2,29.0885
-118,2,29.6572
-116,2,30.1898
-114,2,30.6856
-112,2,31.144
-110,2,31.5645
-108,2,31.9465
-106,2,32.2895
-104,2,32.5931
-102,2,32.8571
-100,2,33.0809
-98,2,33.2645
-96,2,33.4075
-94,2,33.5097
-92,2,33.5711
-90,2,33.5916
-88,2,33.5711
-86,2,33.5097
-84,2,33.4074
-82,2,33.2644
-80,2,33.0808
-78,2,32.8569
-76,2,32.5929
-74,2,32.2892
-72,2,31.9461
-70,2,31.5641
-68,2,31.1437
-66,2,30.6852
-64,2,30.1894
-62,2,29.6568
-60,2,29.088
-58,2,28.4838
-56,2,27.8448
-54,2,27.172
-52,2,26.466
-50,2,25.7278
-48,2,24.9583
-46,2,24.1584
-44,2,23.329
-42,2,22.4712
-40,2,21.5861
-38,2,20.6747
-36,2,19.7381
-34,2,18.7774
-32,2,17.794
-30,2,16.7888
-28,2,15.7632
-26,2,14.7184
-24,2,13.6557
-22,2,12.5764
-20,2,11.4818
-18,2,10.3732
-16,2,9.25195
-14,2,8.11945
-12,2,6.97707
-10,2,5.82619
-8,2,4.66822
-6,2,3.50455
-4,2,2.33662
-2,2,1.16583
0,2,-0.00639003
2,2,-1.17861
4,2,-2.34941
6,2,-3.51737
8,2,-4.68106
10,2,-5.83907
12,2,-6.98999
14,2,-8.13242
16,2,-9.26497
18,2,-10.3863
20,2,-11.4949
22,2,-12.5896
24,2,-13.669
26,2,-14.7318
28,2,-15.7767
30,2,-16.8024
32,2,-17.8076
34,2,-18.7912
36,2,-19.752
38,2,-20.6887
40,2,-21.6002
42,2,-22.4854
44,2,-23.3433
46,2,-24.1728
48,2,-24.9728
50,2,-25.7425
52,2,-26.4808
54,2,-27.1868
56,2,-27.8598
58,2,-28.4988
60,2,-29.1031
62,2,-29.6719
64,2,-30.2046
66,2,-30.7005
68,2,-31.159
70,2,-31.5796
72,2,-31.9616
74,2,-32.3047
76,2,-32.6085
78,2,-32.8725
80,2,-33.0964
82,2,-33.28
84,2,-33.423
86,2,-33.5252
88,2,-33.5867
90,2,-33.6071
92,2,-33.5866
94,2,-33.5252
96,2,-33.4229
98,2,-33.2798
100,2,-33.0962
102,2,-32.8723
104,2,-32.6082
106,2,-32.3045
108,2,-31.9614
110,2,-31.5793
112,2,-31.1587
114,2,-30.7002
116,2,-30.2042
118,2,-29.6715
120,2,-29.1026
122,2,-28.4983
124,2,-27.8592
126,2,-27.1863
128,2,-26.4802
130,2,-25.7419
132,2,-24.9722
134,2,-24.1721
136,2,-23.3426
138,2,-22.4847
140,2,-21.5995
142,2,-20.6879
144,2,-19.7512
146,2,-18.7905
148,2,-17.8068
150,2,-16.8016
152,2,-15.7759
154,2,-14.731
156,2,-13.6682
158,2,-12.5888
160,2,-11.4941
162,2,-10.3854
164,2,-9.26407
166,2,-8.13151
168,2,-6.98907
170,2,-5.83814
172,2,-4.68013
174,2,-3.51643
176,2,-2.34847
178,2,-1.17767
180,2,-0.00544045
-180,4,-0.0226491
-178,4,2.27049
-176,4,4.56085
-174,4,6.84564
-172,4,9.12211
-170,4,11.3875
-168,4,13.6391
-166,4,15.8741
-164,4,18.0899
-162,4,20.2838
-160,4,22.4531
-158,4,24.5952
-156,4,26.7074
-154,4,28.7873
-152,4,30.8323
-150,4,32.8398
-148,4,34.8076
-146,4,36.7331
-144,4,38.614
-142,4,40.448
-140,4,42.2329
-138,4,43.9665
-136,4,45.6467
-134,4,47.2713
-132,4,48.8385
-130,4,50.3463
-128,4,51.7928
-126,4,53.1763
-124,4,54.495
-122,4,55.7473
-120,4,56.9317
-118,4,58.0468
-116,4,59.091
-114,4,60.0632
-112,4,60.9621
-110,4,61.7867
-108,4,62.5358
-106,4,63.2086
-104,4,63.8042
-102,4,64.3219
-100,4,64.7611
-98,4,65.1211
-96,4,65.4016
-94,4,65.6022
-92,4,65.7227
-90,4,65.7628
-88,4,65.7226
-86,4,65.6021
-84,4,65.4014
-82,4,65.1208
-80,4,64.7607
-78,4,64.3215
-76,4,63.8037
-74,4,63.208
-72,4,62.5352
-70,4,61.786
-68,4,60.9613
-66,4,60.0624
-64,4,59.0901
-62,4,58.0458
-60,4,56.9307
-58,4,55.7462
-56,4,54.4938
-54,4,53.1751
-52,4,51.7916
-50,4,50.345
-48,4,48.8372
-46,4,47.2699
-44,4,45.6452
-42,4,43.965
-40,4,42.2314
-38,4,40.4464
-36,4,38.6123
-34,4,36.7314
-32,4,34.8059
-30,4,32.8381
-28,4,30.8305
-26,4,28.7855
-24,4,26.7056
-22,4,24.5933
-20,4,22.4512
-18,4,20.2819
-16,4,18.0881
-14,4,15.8722
-12,4,13.6372
-10,4,11.3856
-8,4,9.1202
-6,4,6.84373
-4,4,4.55893
-2,4,2.26858
0,4,-0.0245536
2,4,-2.31771
4,4,-4.60811
6,4,-6.89298
8,4,-9.16957
10,4,-11.4351
12,4,-13.6869
14,4,-15.9222
16,4,-18.1382
18,4,-20.3324
20,4,-22.502
22,4,-24.6444
24,4,-26.757
26,4,-28.8373
28,4,-30.8826
30,4,-32.8907
32,4,-34.8588
34,4,-36.7848
36,4,-38.6662
38,4,-40.5007
40,4,-42.2861
42,4,-44.0202
44,4,-45.7009
46,4,-47.3261
48,4,-48.8938
50,4,-50.4021
52,4,-51.8491
54,4,-53.2331
56,4,-54.5523
58,4,-55.8051
60,4,-56.99
62,4,-58.1054
64,4,-59.1501
66,4,-60.1227
68,4,-61.022
70,4,-61.8469
72,4,-62.5963
74,4,-63.2694
76,4,-63.8653
78,4,-64.3832
80,4,-64.8226
82,4,-65.1828
84,4,-65.4634
86,4,-65.6641
88,4,-65.7846
90,4,-65.8248
92,4,-65.7846
94,4,-65.664
96,4,-65.4633
98,4,-65.1826
100,4,-64.8223
102,4,-64.3829
104,4,-63.8649
106,4,-63.2689
108,4,-62.5958
110,4,-61.8463
112,4,-61.0213
114,4,-60.122
116,4,-59.1493
118,4,-58.1046
120,4,-56.9891
122,4,-55.8042
124,4,-54.5513
126,4,-53.232
128,4,-51.848
130,4,-50.401
132,4,-48.8926
134,4,-47.3249
136,4,-45.6996
138,4,-44.0189
140,4,-42.2847
142,4,-40.4993
144,4,-38.6647
146,4,-36.7833
148,4,-34.8573
150,4,-32.8891
152,4,-30.881
154,4,-28.8356
156,4,-26.7553
158,4,-24.6427
160,4,-22.5002
162,4,-20.3306
164,4,-18.1364
166,4,-15.9204
168,4,-13.6851
170,4,-11.4333
172,4,-9.16771
174,4,-6.89111
176,4,-4.60622
178,4,-2.31581
180,4,-0.0226491
-180,6,-0.0514456
-178,6,3.26084
-176,6,6.56912
-174,6,9.86943
-172,6,13.1578
-170,6,16.4304
-168,6,19.6832
-166,6,22.9123
-164,6,26.1139
-162,6,29.2842
-160,6,32.4192
-158,6,35.5152
-156,6,38.5685
-154,6,41.5754
-152,6,44.5322
-150,6,47.4354
-148,6,50.2815
-146,6,53.0668
-144,6,55.7882
-142,6,58.4421
-140,6,61.0254
-138,6,63.5349
-136,6,65.9675
-134,6,68.3201
-132,6,70.59
-130,6,72.7741
-128,6,74.8699
-126,6,76.8746
-124,6,78.7859
-122,6,80.6012
-120,6,82.3184
-118,6,83.9352
-116,6,85.4496
-114,6,86.8596
-112,6,88.1636
-110,6,89.3599
-108,6,90.4468
-106,6,91.4231
-104,6,92.2875
-102,6,93.0389
-100,6,93.6763
-98,6,94.1989
-96,6,94.6061
-94,6,94.8973
-92,6,95.0721
-90,6,95.1304
-88,6,95.072
-86,6,94.8971
-84,6,94.6058
-82,6,94.1985
-80,6,93.6757
-78,6,93.0382
-76,6,92.2867
-74,6,91.4222
-72,6,90.4458
-70,6,89.3588
-68,6,88.1624
-66,6,86.8583
-64,6,85.4482
-62,6,83.9337
-60,6,82.3168
-58,6,80.5995
-56,6,78.7841
-54,6,76.8728
-52,6,74.8679
-50,6,72.7721
-48,6,70.5878
-46,6,68.318
-44,6,65.9652
-42,6,63.5326
-40,6,61.023
-38,6,58.4397
-36,6,55.7857
-34,6,53.0643
-32,6,50.2789
-30,6,47.4328
-28,6,44.5295
-26,6,41.5727
-24,6,38.5657
-22,6,35.5124
-20,6,32.4163
-18,6,29.2813
-16,6,26.1111
-14,6,22.9095
-12,6,19.6803
-10,6,16.4275
-8,6,13.155
-6,6,9.86654
-4,6,6.56623
-2,6,3.25795
0,6,-0.054316
2,6,-3.36662
4,6,-6.67501
6,6,-9.97552
8,6,-13.2642
10,6,-16.5371
12,6,-19.7903
14,6,-23.0199
16,6,-26.2221
18,6,-29.3929
20,6,-32.5286
22,6,-35.6254
24,6,-38.6795
26,6,-41.6873
28,6,-44.6451
30,6,-47.5493
32,6,-50.3963
34,6,-53.1827
36,6,-55.9051
38,6,-58.5602
40,6,-61.1446
42,6,-63.6552
44,6,-66.089
46,6,-68.4428
48,6,-70.7137
50,6,-72.899
52,6,-74.9959
54,6,-77.0018
56,6,-78.9141
58,6,-80.7305
60,6,-82.4487
62,6,-84.0665
64,6,-85.5818
66,6,-86.9928
68,6,-88.2977
70,6,-89.4947
72,6,-90.5824
74,6,-91.5593
76,6,-92.4243
78,6,-93.1762
80,6,-93.814
82,6,-94.337
84,6,-94.7445
86,6,-95.0359
88,6,-95.2109
90,6,-95.2692
92,6,-95.2108
94,6,-95.0357
96,6,-94.7442
98,6,-94.3367
100,6,-93.8136
102,6,-93.1757
104,6,-92.4237
106,6,-91.5586
108,6,-90.5816
110,6,-89.4938
112,6,-88.2967
114,6,-86.9918
116,6,-85.5807
118,6,-84.0653
120,6,-82.4475
122,6,-80.7292
124,6,-78.9127
126,6,-77.0003
128,6,-74.9943
130,6,-72.8974
132,6,-70.712
134,6,-68.441
136,6,-66.0871
138,6,-63.6533
140,6,-61.1426
142,6,-58.5581
144,6,-55.903
146,6,-53.1805
148,6,-50.394
150,6,-47.5469
152,6,-44.6427
154,6,-41.6849
156,6,-38.6771
158,6,-35.6229
160,6,-32.5261
162,6,-29.3903
164,6,-26.2194
166,6,-23.0173
168,6,-19.7876
170,6,-16.5343
172,6,-13.2614
174,6,-9.9727
176,6,-6.67217
178,6,-3.36377
180,6,-0.0514456
-180,8,-0.0915356
-178,8,4.08922
-176,8,8.26498
-174,8,12.4308
-172,8,16.5819
-170,8,20.7132
-168,8,24.82
-166,8,28.8973
-164,8,32.9404
-162,8,36.9444
-160,8,40.9046
-158,8,44.8162
-156,8,48.6746
-154,8,52.4751
-152,8,56.2131
-150,8,59.8841
-148,8,63.4837
-146,8,67.0074
-144,8,70.451
-142,8,73.8101
-140,8,77.0807
-138,8,80.2587
-136,8,83.34
-134,8,86.321
-132,8,89.1977
-130,8,91.9666
-128,8,94.6241
-126,8,97.1669
-124,8,99.5917
-122,8,101.895
-120,8,104.075
-118,8,106.128
-116,8,108.051
-114,8,109.842
-112,8,111.498
-110,8,113.018
-108,8,114.399
-106,8,115.64
-104,8,116.739
-102,8,117.694
-100,8,118.505
-98,8,119.169
-96,8,119.687
-94,8,120.057
-92,8,120.28
-90,8,120.354
-88,8,120.28
-86,8,120.057
-84,8,119.687
-82,8,119.169
-80,8,118.504
-78,8,117.693
-76,8,116.738
-74,8,115.639
-72,8,114.398
-70,8,113.017
-68,8,111.496
-66,8,109.84
-64,8,108.049
-62,8,106.126
-60,8,104.073
-58,8,101.893
-56,8,99.5892
-54,8,97.1643
-52,8,94.6214
-50,8,91.9638
-48,8,89.1948
-46,8,86.318
-44,8,83.3369
-42,8,80.2555
-40,8,77.0774
-38,8,73.8067
-36,8,70.4475
-34,8,67.0039
-32,8,63.4801
-30,8,59.8805
-28,8,56.2094
-26,8,52.4713
-24,8,48.6708
-22,8,44.8124
-20,8,40.9008
-18,8,36.9406
-16,8,32.9365
-14,8,28.8934
-12,8,24.8161
-10,8,20.7093
-8,8,16.578
-6,8,12.4269
-4,8,8.26109
-2,8,4.08534
0,8,-0.0953881
2,8,-4.27619
4,8,-8.45214
6,8,-12.6183
8,8,-16.7698
10,8,-20.9018
12,8,-25.0093
14,8,-29.0875
16,8,-33.1315
18,8,-37.1366
20,8,-41.098
22,8,-45.011
24,8,-48.8708
26,8,-52.6728
28,8,-56.4124
30,8,-60.0852
32,8,-63.6865
34,8,-67.2121
36,8,-70.6575
38,8,-74.0186
40,8,-77.2912
42,8,-80.4711
44,8,-83.5545
46,8,-86.5375
48,8,-89.4162
50,8,-92.1872
52,8,-94.8467
54,8,-97.3914
56,8,-99.8181
58,8,-102.124
60,8,-104.305
62,8,-106.359
64,8,-108.284
66,8,-110.077
68,8,-111.735
70,8,-113.256
72,8,-114.639
74,8,-115.881
76,8,-116.981
78,8,-117.937
80,8,-118.748
82,8,-119.413
84,8,-119.931
86,8,-120.302
88,8,-120.525
90,8,-120.599
92,8,-120.525
94,8,-120.302
96,8,-119.931
98,8,-119.413
100,8,-118.747
102,8,-117.936
104,8,-116.98
106,8,-115.88
108,8,-114.638
110,8,-113.255
112,8,-111.734
114,8,-110.075
116,8,-108.283
118,8,-106.358
120,8,-104.303
122,8,-102.122
124,8,-99.8163
126,8,-97.3895
128,8,-94.8447
130,8,-92.185
132,8,-89.414
134,8,-86.5352
136,8,-83.5521
138,8,-80.4686
140,8,-77.2886
142,8,-74.0159
144,8,-70.6547
146,8,-67.2092
148,8,-63.6836
150,8,-60.0821
152,8,-56.4093
154,8,-52.6696
156,8,-48.8675
158,8,-45.0076
160,8,-41.0946
162,8,-37.1332
164,8,-33.128
166,8,-29.0839
168,8,-25.0056
170,8,-20.8981
172,8,-16.7661
174,8,-12.6146
176,8,-8.44834
178,8,-4.27236
180,8,-0.0915356
-180,10,-0.142516
-178,10,4.70953
-176,10,9.55589
-174,10,14.391
-172,10,19.2093
-170,10,24.0053
-168,10,28.7733
-166,10,33.5079
-164,10,38.2036
-162,10,42.8549
-160,10,47.4564
-158,10,52.0025
-156,10,56.488
-154,10,60.9075
-152,10,65.2557
-150,10,69.5273
-148,10,73.7172
-146,10,77.8202
-144,10,81.8313
-142,10,85.7455
-140,10,89.5579
-138,10,93.2637
-136,10,96.8583
-134,10,100.337
-132,10,103.695
-130,10,106.929
-128,10,110.034
-126,10,113.005
-124,10,115.84
-122,10,118.534
-120,10,121.084
-118,10,123.486
-116,10,125.738
-114,10,127.835
-112,10,129.775
-110,10,131.555
-108,10,133.174
-106,10,134.628
-104,10,135.917
-102,10,137.037
-100,10,137.987
-98,10,138.766
-96,10,139.374
-94,10,139.808
-92,10,140.069
-90,10,140.156
-88,10,140.068
-86,10,139.807
-84,10,139.373
-82,10,138.765
-80,10,137.986
-78,10,137.035
-76,10,135.915
-74,10,134.627
-72,10,133.172
-70,10,131.554
-68,10,129.773
-66,10,127.832
-64,10,125.735
-62,10,123.484
-60,10,121.081
-58,10,118.531
-56,10,115.837
-54,10,113.002
-52,10,110.03
-50,10,106.925
-48,10,103.692
-46,10,100.333
-44,10,96.8542
-42,10,93.2596
-40,10,89.5536
-38,10,85.7411
-36,10,81.8268
-34,10,77.8157
-32,10,73.7126
-30,10,69.5226
-28,10,65.2509
-26,10,60.9027
-24,10,56.4832
-22,10,51.9976
-20,10,47.4515
-18,10,42.85
-16,10,38.1987
-14,10,33.503
-12,10,28.7683
-10,10,24.0003
-8,10,19.2044
-6,10,14.3861
-4,10,9.55097
-2,10,4.70464
0,10,-0.147373
2,10,-4.99949
4,10,-9.84613
6,10,-14.6817
8,10,-19.5008
10,10,-24.2976
12,10,-29.0668
14,10,-33.8027
16,10,-38.4999
18,10,-43.1529
20,10,-47.7562
22,10,-52.3044
24,10,-56.7921
26,10,-61.214
28,10,-65.5646
30,10,-69.8388
32,10,-74.0315
34,10,-78.1373
36,10,-82.1513
38,10,-86.0685
40,10,-89.8839
42,10,-93.5929
44,10,-97.1905
46,10,-100.672
48,10,-104.034
50,10,-107.271
52,10,-110.378
54,10,-113.353
56,10,-116.191
58,10,-118.888
60,10,-121.441
62,10,-123.845
64,10,-126.099
66,10,-128.199
68,10,-130.141
70,10,-131.924
72,10,-133.545
74,10,-135.001
76,10,-136.291
78,10,-137.412
80,10,-138.364
82,10,-139.144
84,10,-139.752
86,10,-140.187
88,10,-140.448
90,10,-140.535
92,10,-140.448
94,10,-140.187
96,10,-139.752
98,10,-139.143
100,10,-138.363
102,10,-137.411
104,10,-136.29
106,10,-135
108,10,-133.544
110,10,-131.923
112,10,-130.14
114,10,-128.197
116,10,-126.098
118,10,-123.844
120,10,-121.439
122,10,-118.886
124,10,-116.189
126,10,-113.351
128,10,-110.376
130,10,-107.268
132,10,-104.031
134,10,-100.67
136,10,-97.1876
138,10,-93.5898
140,10,-89.8808
142,10,-86.0652
144,10,-82.1479
146,10,-78.1338
148,10,-74.0278
150,10,-69.8351
152,10,-65.5608
154,10,-61.21
156,10,-56.7881
158,10,-52.3003
160,10,-47.752
162,10,-43.1486
164,10,-38.4956
166,10,-33.7983
168,10,-29.0623
170,10,-24.293
172,10,-19.4961
174,10,-14.677
176,10,-9.84136
178,10,-4.99467
180,10,-0.142516
-180,12,-0.203886
-178,12,5.07887
-176,12,10.3556
-174,12,15.6205
-172,12,20.8677
-170,12,26.0913
-168,12,31.2856
-166,12,36.4446
-164,12,41.5625
-162,12,46.6336
-160,12,51.6519
-158,12,56.6117
-156,12,61.5072
-154,12,66.3327
-152,12,71.0824
-150,12,75.7506
-148,12,80.3316
-146,12,84.8198
-144,12,89.2096
-142,12,93.4957
-140,12,97.6724
-138,12,101.734
-136,12,105.677
-134,12,109.494
-132,12,113.181
-130,12,116.732
-128,12,120.144
-126,12,123.412
-124,12,126.53
-122,12,129.495
-120,12,132.303
-118,12,134.949
-116,12,137.429
-114,12,139.741
-112,12,141.881
-110,12,143.845
-108,12,145.631
-106,12,147.237
-104,12,148.659
-102,12,149.896
-100,12,150.945
-98,12,151.806
-96,12,152.477
-94,12,152.957
-92,12,153.245
-90,12,153.341
-88,12,153.245
-86,12,152.957
-84,12,152.476
-82,12,151.805
-80,12,150.944
-78,12,149.894
-76,12,148.657
-74,12,147.235
-72,12,145.629
-70,12,143.843
-68,12,141.878
-66,12,139.738
-64,12,137.426
-62,12,134.945
-60,12,132.299
-58,12,129.492
-56,12,126.526
-54,12,123.408
-52,12,120.14
-50,12,116.728
-48,12,113.176
-46,12,109.489
-44,12,105.672
-42,12,101.729
-40,12,97.6671
-38,12,93.4903
-36,12,89.2042
-34,12,84.8142
-32,12,80.3259
-30,12,75.7448
-28,12,71.0766
-26,12,66.3268
-24,12,61.5013
-22,12,56.6057
-20,12,51.6459
-18,12,46.6275
-16,12,41.5565
-14,12,36.4385
-12,12,31.2795
-10,12,26.0853
-8,12,20.8617
-6,12,15.6145
-4,12,10.3496
-2,12,5.07293
0,12,-0.209774
2,12,-5.49263
4,12,-10.7698
6,12,-16.0354
8,12,-21.2836
10,12,-26.5085
12,12,-31.7043
14,12,-36.8651
16,12,-41.9852
18,12,-47.0586
20,12,-52.0796
22,12,-57.0423
24,12,-61.9409
26,12,-66.7697
28,12,-71.5229
30,12,-76.1947
32,12,-80.7796
34,12,-85.2718
36,12,-89.6658
38,12,-93.956
40,12,-98.1371
42,12,-102.203
44,12,-106.15
46,12,-109.972
48,12,-113.663
50,12,-117.219
52,12,-120.636
54,12,-123.907
56,12,-127.03
58,12,-129.999
60,12,-132.811
62,12,-135.46
64,12,-137.945
66,12,-140.26
68,12,-142.403
70,12,-144.37
72,12,-146.159
74,12,-147.767
76,12,-149.192
78,12,-150.43
80,12,-151.482
82,12,-152.344
84,12,-153.016
86,12,-153.497
88,12,-153.786
90,12,-153.882
92,12,-153.786
94,12,-153.497
96,12,-153.016
98,12,-152.344
100,12,-151.481
102,12,-150.43
104,12,-149.191
106,12,-147.766
108,12,-146.158
110,12,-144.369
112,12,-142.401
114,12,-140.258
116,12,-137.943
118,12,-135.458
120,12,-132.808
122,12,-129.997
124,12,-127.027
126,12,-123.905
128,12,-120.633
130,12,-117.216
132,12,-113.66
134,12,-109.968
136,12,-106.147
138,12,-102.2
140,12,-98.1334
142,12,-93.9522
144,12,-89.6618
146,12,-85.2677
148,12,-80.7754
150,12,-76.1904
152,12,-71.5184
154,12,-66.7651
156,12,-61.9362
158,12,-57.0374
160,12,-52.0746
162,12,-47.0535
164,12,-41.98
166,12,-36.8598
168,12,-31.6989
170,12,-26.503
172,12,-21.2779
174,12,-16.0297
176,12,-10.764
178,12,-5.4868
180,12,-0.203886
-180,14,-0.275053
-178,14,5.15825
-176,14,10.5856
-174,14,16.0014
-172,14,21.3999
-170,14,26.7754
-168,14,32.122
-166,14,37.4342
-164,14,42.7061
-162,14,47.9319
-160,14,53.1059
-158,14,58.2221
-156,14,63.2749
-154,14,68.2583
-152,14,73.1665
-150,14,77.9935
-148,14,82.7337
-146,14,87.3811
-144,14,91.9298
-142,14,96.3741
-140,14,100.708
-138,14,104.927
-136,14,109.023
-134,14,112.993
-132,14,116.83
-130,14,120.529
-128,14,124.085
-126,14,127.493
-124,14,130.747
-122,14,133.844
-120,14,136.777
-118,14,139.544
-116,14,142.139
-114,14,144.558
-112,14,146.799
-110,14,148.857
-108,14,150.729
-106,14,152.412
-104,14,153.904
-102,14,155.201
-100,14,156.303
-98,14,157.207
-96,14,157.911
-94,14,158.415
-92,14,158.718
-90,14,158.818
-88,14,158.717
-86,14,158.414
-84,14,157.91
-82,14,157.205
-80,14,156.301
-78,14,155.199
-76,14,153.902
-74,14,152.41
-72,14,150.726
-70,14,148.854
-68,14,146.796
-66,14,144.555
-64,14,142.135
-62,14,139.54
-60,14,136.773
-58,14,133.839
-56,14,130.743
-54,14,127.488
-52,14,124.08
-50,14,120.524
-48,14,116.825
-46,14,112.987
-44,14,109.017
-42,14,104.92
-40,14,100.702
-38,14,96.3677
-36,14,91.9232
-34,14,87.3743
-32,14,82.7269
-30,14,77.9866
-28,14,73.1595
-26,14,68.2512
-24,14,63.2678
-22,14,58.215
-20,14,53.0987
-18,14,47.9247
-16,14,42.6988
-14,14,37.4269
-12,14,32.1148
-10,14,26.7681
-8,14,21.3927
-6,14,15.9943
-4,14,10.5786
-2,14,5.15122
0,14,-0.282005
2,14,-5.71543
4,14,-11.1434
6,14,-16.5601
8,14,-21.9599
10,14,-27.337
12,14,-32.6858
14,14,-38.0004
16,14,-43.2751
18,14,-48.5041
20,14,-53.6815
22,14,-58.8016
24,14,-63.8585
26,14,-68.8463
28,14,-73.7591
30,14,-78.5911
32,14,-83.3363
34,14,-87.989
36,14,-92.5433
38,14,-96.9932
40,14,-101.333
42,14,-105.557
44,14,-109.66
