Phi[deg],Theta[deg],re(rEX)[mV]
-180,0,1.2424
-178,0,1.2424
-176,0,1.2424
-174,0,1.2424
-172,0,1.2424
-170,0,1.2424
-168,0,1.2424
-166,0,1.2424
-164,0,1.2424
-162,0,1.2424
-160,0,1.2424
-158,0,1.2424
-156,0,1.2424
-154,0,1.2424
-152,0,1.2424
-150,0,1.2424
-148,0,1.2424
-146,0,1.2424
-144,0,1.2424
-142,0,1.2424
-140,0,1.2424
-138,0,1.2424
-136,0,1.2424
-134,0,1.2424
-132,0,1.2424
-130,0,1.2424
-128,0,1.2424
-126,0,1.2424
-124,0,1.2424
-122,0,1.2424
-120,0,1.2424
-118,0,1.2424
-116,0,1.2424
-114,0,1.2424
-112,0,1.2424
-110,0,1.2424
-108,0,1.2424
-106,0,1.2424
-104,0,1.2424
-102,0,1.2424
-100,0,1.2424
-98,0,1.2424
-96,0,1.2424
-94,0,1.2424
-92,0,1.2424
-90,0,1.2424
-88,0,1.2424
-86,0,1.2424
-84,0,1.2424
-82,0,1.2424
-80,0,1.2424
-78,0,1.2424
-76,0,1.2424
-74,0,1.2424
-72,0,1.2424
-70,0,1.2424
-68,0,1.2424
-66,0,1.2424
-64,0,1.2424
-62,0,1.2424
-60,0,1.2424
-58,0,1.2424
-56,0,1.2424
-54,0,1.2424
-52,0,1.2424
-50,0,1.2424
-48,0,1.2424
-46,0,1.2424
-44,0,1.2424
-42,0,1.2424
-40,0,1.2424
-38,0,1.2424
-36,0,1.2424
-34,0,1.2424
-32,0,1.2424
-30,0,1.2424
-28,0,1.2424
-26,0,1.2424
-24,0,1.2424
-22,0,1.2424
-20,0,1.2424
-18,0,1.2424
-16,0,1.2424
-14,0,1.2424
-12,0,1.2424
-10,0,1.2424
-8,0,1.2424
-6,0,1.2424
-4,0,1.2424
-2,0,1.2424
0,0,1.2424
2,0,1.2424
4,0,1.2424
6,0,1.2424
8,0,1.2424
10,0,1.2424
12,0,1.2424
14,0,1.2424
16,0,1.2424
18,0,1.2424
20,0,1.2424
22,0,1.2424
24,0,1.2424
26,0,1.2424
28,0,1.2424
30,0,1.2424
32,0,1.2424
34,0,1.2424
36,0,1.2424
38,0,1.2424
40,0,1.2424
42,0,1.2424
44,0,1.2424
46,0,1.2424
48,0,1.2424
50,0,1.2424
52,0,1.2424
54,0,1.2424
56,0,1.2424
58,0,1.2424
60,0,1.2424
62,0,1.2424
64,0,1.2424
66,0,1.2424
68,0,1.2424
70,0,1.2424
72,0,1.2424
74,0,1.2424
76,0,1.2424
78,0,1.2424
80,0,1.2424
82,0,1.2424
84,0,1.2424
86,0,1.2424
88,0,1.2424
90,0,1.2424
92,0,1.2424
94,0,1.2424
96,0,1.2424
98,0,1.2424
100,0,1.2424
102,0,1.2424
104,0,1.2424
106,0,1.2424
108,0,1.2424
110,0,1.2424
112,0,1.2424
114,0,1.2424
116,0,1.2424
118,0,1.2424
120,0,1.2424
122,0,1.2424
124,0,1.2424
126,0,1.2424
128,0,1.2424
130,0,1.2424
132,0,1.2424
134,0,1.2424
136,0,1.2424
138,0,1.2424
140,0,1.2424
142,0,1.2424
144,0,1.2424
146,0,1.2424
148,0,1.2424
150,0,1.2424
152,0,1.2424
154,0,1.2424
156,0,1.2424
158,0,1.2424
160,0,1.2424
162,0,1.2424
164,0,1.2424
166,0,1.2424
168,0,1.2424
170,0,1.2424
172,0,1.2424
174,0,1.2424
176,0,1.2424
178,0,1.2424
180,0,1.2424
-180,2,-164.567
-178,2,-164.466
-176,2,-164.162
-174,2,-163.657
-172,2,-162.952
-170,2,-162.046
-168,2,-160.941
-166,2,-159.638
-164,2,-158.139
-162,2,-156.446
-160,2,-154.561
-158,2,-152.486
-156,2,-150.223
-154,2,-147.776
-152,2,-145.148
-150,2,-142.341
-148,2,-139.359
-146,2,-136.206
-144,2,-132.886
-142,2,-129.402
-140,2,-125.759
-138,2,-121.961
-136,2,-118.013
-134,2,-113.92
-132,2,-109.687
-130,2,-105.319
-128,2,-100.821
-126,2,-96.199
-124,2,-91.4582
-122,2,-86.6045
-120,2,-81.644
-118,2,-76.5826
-116,2,-71.4264
-114,2,-66.1819
-112,2,-60.8553
-110,2,-55.4531
-108,2,-49.982
-106,2,-44.4485
-104,2,-38.8595
-102,2,-33.2217
-100,2,-27.542
-98,2,-21.8272
-96,2,-16.0844
-94,2,-10.3205
-92,2,-4.54259
-90,2,1.24238
-88,2,7.02734
-86,2,12.8053
-84,2,18.5691
-82,2,24.3119
-80,2,30.0266
-78,2,35.7063
-76,2,41.344
-74,2,46.933
-72,2,52.4663
-70,2,57.9374
-68,2,63.3394
-66,2,68.6659
-64,2,73.9103
-62,2,79.0663
-60,2,84.1276
-58,2,89.088
-56,2,93.9415
-54,2,98.6821
-52,2,103.304
-50,2,107.802
-48,2,112.17
-46,2,116.403
-44,2,120.496
-42,2,124.443
-40,2,128.241
-38,2,131.884
-36,2,135.367
-34,2,138.688
-32,2,141.841
-30,2,144.822
-28,2,147.629
-26,2,150.257
-24,2,152.704
-22,2,154.967
-20,2,157.041
-18,2,158.927
-16,2,160.619
-14,2,162.118
-12,2,163.421
-10,2,164.526
-8,2,165.432
-6,2,166.137
-4,2,166.642
-2,2,166.946
0,2,167.047
2,2,166.946
4,2,166.643
6,2,166.139
8,2,165.433
10,2,164.528
12,2,163.423
14,2,162.121
16,2,160.622
18,2,158.93
20,2,157.045
22,2,154.97
24,2,152.708
26,2,150.262
28,2,147.634
30,2,144.827
32,2,141.846
34,2,138.693
36,2,135.373
38,2,131.889
40,2,128.246
42,2,124.449
44,2,120.501
46,2,116.408
48,2,112.175
50,2,107.807
52,2,103.309
54,2,98.6871
56,2,93.9463
58,2,89.0926
60,2,84.132
62,2,79.0705
64,2,73.9143
66,2,68.6696
68,2,63.3428
70,2,57.9404
72,2,52.4691
74,2,46.9354
76,2,41.346
78,2,35.7079
80,2,30.0279
82,2,24.3128
84,2,18.5696
86,2,12.8053
88,2,7.02701
90,2,1.24164
92,2,-4.54374
94,2,-10.3221
96,2,-16.0864
98,2,-21.8296
100,2,-27.5447
102,2,-33.2248
104,2,-38.863
106,2,-44.4524
108,2,-49.9861
110,2,-55.4576
112,2,-60.86
114,2,-66.1869
116,2,-71.4317
118,2,-76.5881
120,2,-81.6497
122,2,-86.6104
124,2,-91.4642
126,2,-96.2051
128,2,-100.827
130,2,-105.325
132,2,-109.694
134,2,-113.927
136,2,-118.02
138,2,-121.967
140,2,-125.765
142,2,-129.408
144,2,-132.892
146,2,-136.212
148,2,-139.365
150,2,-142.346
152,2,-145.153
154,2,-147.781
156,2,-150.228
158,2,-152.49
160,2,-154.565
162,2,-156.45
164,2,-158.142
166,2,-159.641
168,2,-160.943
170,2,-162.048
172,2,-162.953
174,2,-163.659
176,2,-164.163
178,2,-164.466
180,2,-164.567
-180,4,-329.395
-178,4,-329.193
-176,4,-328.586
-174,4,-327.578
-172,4,-326.168
-170,4,-324.358
-168,4,-322.151
-166,4,-319.55
-164,4,-316.557
-162,4,-313.176
-160,4,-309.412
-158,4,-305.269
-156,4,-300.752
-154,4,-295.867
-152,4,-290.62
-150,4,-285.017
-148,4,-279.066
-146,4,-272.773
-144,4,-266.147
-142,4,-259.195
-140,4,-251.926
-138,4,-244.349
-136,4,-236.474
-134,4,-228.309
-132,4,-219.865
-130,4,-211.153
-128,4,-202.183
-126,4,-192.965
-124,4,-183.512
-122,4,-173.834
-120,4,-163.944
-118,4,-153.854
-116,4,-143.575
-114,4,-133.121
-112,4,-122.504
-110,4,-111.736
-108,4,-100.832
-106,4,-89.8046
-104,4,-78.6665
-102,4,-67.4316
-100,4,-56.1136
-98,4,-44.7261
-96,4,-33.2829
-94,4,-21.798
-92,4,-10.2852
-90,4,1.24157
-88,4,12.7683
-86,4,24.2811
-84,4,35.7659
-82,4,47.2089
-80,4,58.5962
-78,4,69.914
-76,4,81.1486
-74,4,92.2864
-72,4,103.314
-70,4,114.218
-68,4,124.984
-66,4,135.601
-64,4,146.055
-62,4,156.333
-60,4,166.423
-58,4,176.312
-56,4,185.989
-54,4,195.442
-52,4,204.659
-50,4,213.629
-48,4,222.341
-46,4,230.784
-44,4,238.948
-42,4,246.823
-40,4,254.399
-38,4,261.667
-36,4,268.619
-34,4,275.244
-32,4,281.537
-30,4,287.488
-28,4,293.09
-26,4,298.336
-24,4,303.221
-22,4,307.737
-20,4,311.88
-18,4,315.643
-16,4,319.024
-14,4,322.016
-12,4,324.618
-10,4,326.824
-8,4,328.634
-6,4,330.043
-4,4,331.052
-2,4,331.658
0,4,331.86
2,4,331.659
4,4,331.055
6,4,330.048
8,4,328.64
10,4,326.832
12,4,324.627
14,4,322.027
16,4,319.036
18,4,315.657
20,4,311.894
22,4,307.753
24,4,303.237
26,4,298.354
28,4,293.108
30,4,287.507
32,4,281.557
34,4,275.265
36,4,268.64
38,4,261.689
40,4,254.421
42,4,246.845
44,4,238.97
46,4,230.806
48,4,222.363
50,4,213.651
52,4,204.681
54,4,195.463
56,4,186.01
58,4,176.332
60,4,166.442
62,4,156.351
64,4,146.072
66,4,135.617
68,4,124.999
70,4,114.231
72,4,103.326
74,4,92.2973
76,4,81.1581
78,4,69.9221
80,4,58.6027
82,4,47.2139
84,4,35.7693
86,4,24.2828
88,4,12.7685
90,4,1.2401
92,4,-10.2883
94,4,-21.8027
96,4,-33.2893
98,4,-44.734
100,4,-56.123
102,4,-67.4426
104,4,-78.6789
106,4,-89.8183
108,4,-100.847
110,4,-111.753
112,4,-122.521
114,4,-133.139
116,4,-143.595
118,4,-153.874
120,4,-163.966
122,4,-173.856
124,4,-183.535
126,4,-192.988
128,4,-202.206
130,4,-211.177
132,4,-219.89
134,4,-228.333
136,4,-236.498
138,4,-244.373
140,4,-251.95
142,4,-259.219
144,4,-266.17
146,4,-272.796
148,4,-279.088
150,4,-285.038
152,4,-290.64
154,4,-295.886
156,4,-300.77
158,4,-305.286
160,4,-309.427
162,4,-313.19
164,4,-316.57
166,4,-319.561
168,4,-322.161
170,4,-324.367
172,4,-326.175
174,4,-327.583
176,4,-328.59
178,4,-329.194
180,4,-329.395
-180,6,-492.261
-178,6,-491.958
-176,6,-491.05
-174,6,-489.541
-172,6,-487.431
-170,6,-484.723
-168,6,-481.421
-166,6,-477.528
-164,6,-473.051
-162,6,-467.994
-160,6,-462.363
-158,6,-456.167
-156,6,-449.412
-154,6,-442.108
-152,6,-434.263
-150,6,-425.887
-148,6,-416.991
-146,6,-407.585
-144,6,-397.682
-142,6,-387.294
-140,6,-376.434
-138,6,-365.115
-136,6,-353.352
-134,6,-341.158
-132,6,-328.549
-130,6,-315.541
-128,6,-302.149
-126,6,-288.389
-124,6,-274.28
-122,6,-259.838
-120,6,-245.08
-118,6,-230.025
-116,6,-214.691
-114,6,-199.096
-112,6,-183.26
-110,6,-167.201
-108,6,-150.94
-106,6,-134.496
-104,6,-117.888
-102,6,-101.137
-100,6,-84.2628
-98,6,-67.2858
-96,6,-50.2265
-94,6,-33.1054
-92,6,-15.943
-90,6,1.23998
-88,6,18.4229
-86,6,35.5851
-84,6,52.706
-82,6,69.765
-80,6,86.7416
-78,6,103.615
-76,6,120.366
-74,6,136.973
-72,6,153.417
-70,6,169.677
-68,6,185.734
-66,6,201.57
-64,6,217.163
-62,6,232.496
-60,6,247.55
-58,6,262.307
-56,6,276.748
-54,6,290.856
-52,6,304.614
-50,6,318.005
-48,6,331.012
-46,6,343.62
-44,6,355.812
-42,6,367.574
-40,6,378.892
-38,6,389.751
-36,6,400.137
-34,6,410.039
-32,6,419.443
-30,6,428.338
-28,6,436.713
-26,6,444.557
-24,6,451.86
-22,6,458.614
-20,6,464.809
-18,6,470.439
-16,6,475.495
-14,6,479.972
-12,6,483.863
-10,6,487.165
-8,6,489.872
-6,6,491.982
-4,6,493.491
-2,6,494.398
0,6,494.702
2,6,494.402
4,6,493.499
6,6,491.993
8,6,489.886
10,6,487.182
12,6,483.884
14,6,479.996
16,6,475.522
18,6,470.469
20,6,464.842
22,6,458.649
24,6,451.898
26,6,444.597
28,6,436.755
30,6,428.382
32,6,419.489
34,6,410.086
36,6,400.186
38,6,389.8
40,6,378.942
42,6,367.625
44,6,355.863
46,6,343.67
48,6,331.062
50,6,318.055
52,6,304.663
54,6,290.904
56,6,276.795
58,6,262.352
60,6,247.594
62,6,232.538
64,6,217.202
66,6,201.606
68,6,185.769
70,6,169.708
72,6,153.445
74,6,136.998
76,6,120.388
78,6,103.634
80,6,86.7573
82,6,69.7773
84,6,52.7147
86,6,35.5902
88,6,18.4244
90,6,1.23778
92,6,-15.9488
94,6,-33.1148
96,6,-50.2396
98,6,-67.3024
100,6,-84.2828
102,6,-101.16
104,6,-117.915
106,6,-134.526
108,6,-150.973
110,6,-167.237
112,6,-183.298
114,6,-199.137
116,6,-214.734
118,6,-230.07
120,6,-245.127
122,6,-259.887
124,6,-274.33
126,6,-288.441
128,6,-302.201
130,6,-315.594
132,6,-328.603
134,6,-341.212
136,6,-353.406
138,6,-365.169
140,6,-376.487
142,6,-387.347
144,6,-397.734
146,6,-407.635
148,6,-417.039
150,6,-425.933
152,6,-434.307
154,6,-442.15
156,6,-449.452
158,6,-456.204
160,6,-462.398
162,6,-468.025
164,6,-473.079
166,6,-477.553
168,6,-481.442
170,6,-484.741
172,6,-487.445
174,6,-489.552
176,6,-491.058
178,6,-491.961
180,6,-492.261
-180,8,-652.195
-178,8,-651.79
-176,8,-650.584
-174,8,-648.578
-172,8,-645.774
-170,8,-642.176
-168,8,-637.789
-166,8,-632.619
-164,8,-626.672
-162,8,-619.955
-160,8,-612.479
-158,8,-604.251
-156,8,-595.284
-154,8,-585.588
-152,8,-575.176
-150,8,-564.061
-148,8,-552.258
-146,8,-539.781
-144,8,-526.646
-142,8,-512.87
-140,8,-498.47
-138,8,-483.465
-136,8,-467.873
-134,8,-451.714
-132,8,-435.008
-130,8,-417.775
-128,8,-400.038
-126,8,-381.817
-124,8,-363.136
-122,8,-344.017
-120,8,-324.483
-118,8,-304.56
-116,8,-284.269
-114,8,-263.638
-112,8,-242.689
-110,8,-221.45
-108,8,-199.944
-106,8,-178.198
-104,8,-156.239
-102,8,-134.092
-100,8,-111.784
-98,8,-89.3412
-96,8,-66.7908
-94,8,-44.1596
-92,8,-21.4745
-90,8,1.2376
-88,8,23.9496
-86,8,46.6345
-84,8,69.2653
-82,8,91.8151
-80,8,114.257
-78,8,136.564
-76,8,158.71
-74,8,180.669
-72,8,202.413
-70,8,223.917
-68,8,245.155
-66,8,266.102
-64,8,286.732
-62,8,307.02
-60,8,326.942
-58,8,346.473
-56,8,365.59
-54,8,384.269
-52,8,402.488
-50,8,420.223
-48,8,437.453
-46,8,454.157
-44,8,470.314
-42,8,485.903
-40,8,500.906
-38,8,515.304
-36,8,529.077
-34,8,542.21
-32,8,554.685
-30,8,566.486
-28,8,577.599
-26,8,588.009
-24,8,597.703
-22,8,606.669
-20,8,614.894
-18,8,622.37
-16,8,629.084
-14,8,635.03
-12,8,640.2
-10,8,644.586
-8,8,648.183
-6,8,650.986
-4,8,652.992
-2,8,654.197
0,8,654.602
2,8,654.204
4,8,653.004
6,8,651.005
8,8,648.208
10,8,644.617
12,8,640.237
14,8,635.073
16,8,629.133
18,8,622.423
20,8,614.953
22,8,606.732
24,8,597.77
26,8,588.08
28,8,577.674
30,8,566.564
32,8,554.766
34,8,542.294
36,8,529.163
38,8,515.391
40,8,500.995
42,8,485.993
44,8,470.404
46,8,454.247
48,8,437.543
50,8,420.312
52,8,402.575
54,8,384.355
56,8,365.673
58,8,346.554
60,8,327.019
62,8,307.094
64,8,286.802
66,8,266.168
68,8,245.217
70,8,223.974
72,8,202.464
74,8,180.715
76,8,158.751
78,8,136.599
80,8,114.286
82,8,91.8376
84,8,69.2816
86,8,46.6444
88,8,23.9531
90,8,1.23469
92,8,-21.4838
94,8,-44.1754
96,8,-66.8129
98,8,-89.3695
100,8,-111.818
102,8,-134.132
104,8,-156.285
106,8,-178.25
108,8,-200.001
110,8,-221.512
112,8,-242.756
114,8,-263.709
116,8,-284.345
118,8,-304.639
120,8,-324.566
122,8,-344.102
124,8,-363.224
126,8,-381.907
128,8,-400.13
130,8,-417.868
132,8,-435.102
134,8,-451.809
136,8,-467.968
138,8,-483.559
140,8,-498.563
142,8,-512.961
144,8,-526.735
146,8,-539.868
148,8,-552.342
150,8,-564.143
152,8,-575.254
154,8,-585.662
156,8,-595.354
158,8,-604.317
160,8,-612.539
162,8,-620.011
164,8,-626.721
166,8,-632.663
168,8,-637.827
170,8,-642.208
172,8,-645.8
174,8,-648.597
176,8,-650.597
178,8,-651.797
180,8,-652.195
-180,10,-808.239
-178,10,-807.735
-176,10,-806.234
-174,10,-803.737
-172,10,-800.248
-170,10,-795.772
-168,10,-790.314
-166,10,-783.883
-164,10,-776.487
-162,10,-768.135
-160,10,-758.839
-158,10,-748.611
-156,10,-737.464
-154,10,-725.415
-152,10,-712.477
-150,10,-698.67
-148,10,-684.009
-146,10,-668.515
-144,10,-652.208
-142,10,-635.109
-140,10,-617.239
-138,10,-598.622
-136,10,-579.281
-134,10,-559.242
-132,10,-538.528
-130,10,-517.167
-128,10,-495.185
-126,10,-472.609
-124,10,-449.467
-122,10,-425.789
-120,10,-401.602
-118,10,-376.936
-116,10,-351.822
-114,10,-326.289
-112,10,-300.369
-110,10,-274.093
-108,10,-247.492
-106,10,-220.598
-104,10,-193.442
-102,10,-166.058
-100,10,-138.477
-98,10,-110.732
-96,10,-82.8552
-94,10,-54.88
-92,10,-26.8392
-90,10,1.23444
-88,10,29.308
-86,10,57.3484
-84,10,85.3229
-82,10,113.199
-80,10,140.943
-78,10,168.522
-76,10,195.905
-74,10,223.059
-72,10,249.951
-70,10,276.55
-68,10,302.824
-66,10,328.741
-64,10,354.271
-62,10,379.382
-60,10,404.045
-58,10,428.229
-56,10,451.904
-54,10,475.042
-52,10,497.615
-50,10,519.594
-48,10,540.951
-46,10,561.661
-44,10,581.697
-42,10,601.034
-40,10,619.647
-38,10,637.514
-36,10,654.609
-34,10,670.913
-32,10,686.404
-30,10,701.061
-28,10,714.866
-26,10,727.8
-24,10,739.847
-22,10,750.99
-20,10,761.216
-18,10,770.51
-16,10,778.859
-14,10,786.254
-12,10,792.684
-10,10,798.14
-8,10,802.614
-6,10,806.102
-4,10,808.598
-2,10,810.099
0,10,810.603
2,10,810.109
4,10,808.618
6,10,806.132
8,10,802.653
10,10,798.188
12,10,792.741
14,10,786.32
16,10,778.934
18,10,770.592
20,10,761.306
22,10,751.088
24,10,739.952
26,10,727.911
28,10,714.982
30,10,701.183
32,10,686.53
34,10,671.044
36,10,654.743
38,10,637.65
40,10,619.786
42,10,601.174
44,10,581.837
46,10,561.801
48,10,541.091
50,10,519.731
52,10,497.751
54,10,475.175
56,10,452.034
58,10,428.354
60,10,404.166
62,10,379.498
64,10,354.38
66,10,328.844
68,10,302.92
70,10,276.639
72,10,250.032
74,10,223.131
76,10,195.969
78,10,168.577
80,10,140.988
82,10,113.234
84,10,85.3491
86,10,57.3647
88,10,29.3143
90,10,1.23084
92,10,-26.8528
94,10,-54.9035
96,10,-82.8885
98,10,-110.775
100,10,-138.529
102,10,-166.12
104,10,-193.513
106,10,-220.677
108,10,-247.58
110,10,-274.189
112,10,-300.472
114,10,-326.399
116,10,-351.938
118,10,-377.058
120,10,-401.729
122,10,-425.92
124,10,-449.603
126,10,-472.748
128,10,-495.327
130,10,-517.311
132,10,-538.673
134,10,-559.387
136,10,-579.427
138,10,-598.767
140,10,-617.382
142,10,-635.25
144,10,-652.346
146,10,-668.65
148,10,-684.14
150,10,-698.795
152,10,-712.598
154,10,-725.529
156,10,-737.572
158,10,-748.711
160,10,-758.932
162,10,-768.22
164,10,-776.563
166,10,-783.951
168,10,-790.373
170,10,-795.821
172,10,-800.288
174,10,-803.767
176,10,-806.254
178,10,-807.745
180,10,-808.239
-180,12,-959.46
-178,12,-958.858
-176,12,-957.066
-174,12,-954.086
-172,12,-949.924
-170,12,-944.584
-168,12,-938.074
-166,12,-930.404
-164,12,-921.585
-162,12,-911.627
-160,12,-900.546
-158,12,-888.356
-156,12,-875.074
-154,12,-860.718
-152,12,-845.309
-150,12,-828.866
-148,12,-811.412
-146,12,-792.97
-144,12,-773.565
-142,12,-753.223
-140,12,-731.97
-138,12,-709.834
-136,12,-686.844
-134,12,-663.029
-132,12,-638.421
-130,12,-613.05
-128,12,-586.948
-126,12,-560.149
-124,12,-532.685
-122,12,-504.591
-120,12,-475.902
-118,12,-446.651
-116,12,-416.876
-114,12,-386.611
-112,12,-355.893
-110,12,-324.76
-108,12,-293.247
-106,12,-261.391
-104,12,-229.232
-102,12,-196.805
-100,12,-164.15
-98,12,-131.303
-96,12,-98.3035
-94,12,-65.1892
-92,12,-31.9984
-90,12,1.23051
-88,12,34.4593
-86,12,67.6495
-84,12,100.763
-82,12,133.761
-80,12,166.606
-78,12,199.26
-76,12,231.684
-74,12,263.841
-72,12,295.694
-70,12,327.204
-68,12,358.334
-66,12,389.048
-64,12,419.309
-62,12,449.08
-60,12,478.326
-58,12,507.012
-56,12,535.101
-54,12,562.56
-52,12,589.354
-50,12,615.451
-48,12,640.817
-46,12,665.42
-44,12,689.229
-42,12,712.214
-40,12,734.345
-38,12,755.593
-36,12,775.93
-34,12,795.33
-32,12,813.767
-30,12,831.217
-28,12,847.655
-26,12,863.061
-24,12,877.412
-22,12,890.69
-20,12,902.877
-18,12,913.955
-16,12,923.909
-14,12,932.726
-12,12,940.394
-10,12,946.901
-8,12,952.239
-6,12,956.4
-4,12,959.379
-2,12,961.17
0,12,961.773
2,12,961.185
4,12,959.407
6,12,956.442
8,12,952.295
10,12,946.97
12,12,940.476
14,12,932.821
16,12,924.016
18,12,914.073
20,12,903.006
22,12,890.83
24,12,877.562
26,12,863.219
28,12,847.822
30,12,831.391
32,12,813.948
34,12,795.517
36,12,776.121
38,12,755.788
40,12,734.543
42,12,712.414
44,12,689.43
46,12,665.62
48,12,641.016
50,12,615.648
52,12,589.548
54,12,562.75
56,12,535.286
58,12,507.191
60,12,478.499
62,12,449.245
64,12,419.465
66,12,389.195
68,12,358.471
70,12,327.33
72,12,295.809
74,12,263.945
76,12,231.776
78,12,199.339
80,12,166.672
82,12,133.813
84,12,100.801
86,12,67.6736
88,12,34.4692
90,12,1.22624
92,12,-32.0169
94,12,-65.2219
96,12,-98.3502
98,12,-131.364
100,12,-164.224
102,12,-196.892
104,12,-229.332
106,12,-261.504
108,12,-293.37
110,12,-324.895
112,12,-356.039
114,12,-386.766
116,12,-417.04
118,12,-446.824
120,12,-476.082
122,12,-504.778
124,12,-532.878
126,12,-560.347
128,12,-587.15
130,12,-613.254
132,12,-638.627
134,12,-663.236
136,12,-687.051
138,12,-710.04
140,12,-732.174
142,12,-753.423
144,12,-773.762
146,12,-793.162
148,12,-811.597
150,12,-829.045
152,12,-845.48
154,12,-860.881
156,12,-875.227
158,12,-888.499
160,12,-900.678
162,12,-911.748
164,12,-921.694
166,12,-930.501
168,12,-938.158
170,12,-944.654
172,12,-949.98
174,12,-954.129
176,12,-957.094
178,12,-958.872
180,12,-959.46
-180,14,-1104.95
-178,14,-1104.25
-176,14,-1102.17
-174,14,-1098.72
-172,14,-1093.9
-170,14,-1087.71
-168,14,-1080.18
-166,14,-1071.29
-164,14,-1061.08
-162,14,-1049.56
-160,14,-1036.73
-158,14,-1022.63
-156,14,-1007.26
-154,14,-990.659
-152,14,-972.841
-150,14,-953.833
-148,14,-933.663
-146,14,-912.356
-144,14,-889.944
-142,14,-866.455
-140,14,-841.923
-138,14,-816.379
-136,14,-789.859
-134,14,-762.396
-132,14,-734.026
-130,14,-704.786
-128,14,-674.715
-126,14,-643.848
-124,14,-612.227
-122,14,-579.889
-120,14,-546.875
-118,14,-513.226
-116,14,-478.982
-114,14,-444.184
-112,14,-408.874
-110,14,-373.094
-108,14,-336.886
-106,14,-300.292
-104,14,-263.354
-102,14,-226.116
-100,14,-188.62
-98,14,-150.909
-96,14,-113.026
-94,14,-75.0136
-92,14,-36.9153
-90,14,1.22581
-88,14,39.3667
-86,14,77.4642
-84,14,115.475
-82,14,153.357
-80,14,191.066
-78,14,228.559
-76,14,265.795
-74,14,302.729
-72,14,339.319
-70,14,375.523
-68,14,411.298
-66,14,446.603
-64,14,481.396
-62,14,515.635
-60,14,549.278
-58,14,582.286
-56,14,614.617
-54,14,646.232
-52,14,677.092
-50,14,707.157
-48,14,736.39
-46,14,764.752
-44,14,792.209
-42,14,818.723
-40,14,844.259
-38,14,868.785
-36,14,892.266
-34,14,914.673
-32,14,935.973
-30,14,956.137
-28,14,975.139
-26,14,992.951
-24,14,1009.55
-22,14,1024.91
-20,14,1039.01
-18,14,1051.83
-16,14,1063.35
-14,14,1073.56
-12,14,1082.44
-10,14,1089.97
-8,14,1096.16
-6,14,1100.98
-4,14,1104.43
-2,14,1106.5
0,14,1107.2
2,14,1106.52
4,14,1104.46
6,14,1101.03
8,14,1096.23
10,14,1090.07
12,14,1082.55
14,14,1073.69
16,14,1063.5
18,14,1051.99
20,14,1039.18
22,14,1025.1
24,14,1009.75
26,14,993.164
28,14,975.363
30,14,956.372
32,14,936.216
34,14,914.923
36,14,892.524
38,14,869.047
40,14,844.525
42,14,818.991
44,14,792.479
46,14,765.022
48,14,736.658
50,14,707.423
52,14,677.353
54,14,646.488
56,14,614.867
58,14,582.528
60,14,549.511
62,14,515.857
64,14,481.607
66,14,446.802
68,14,411.484
70,14,375.694
72,14,339.475
74,14,302.869
76,14,265.918
78,14,228.666
80,14,191.155
82,14,153.427
84,14,115.527
86,14,77.4975
88,14,39.3809
90,14,1.22088
92,14,-36.9394
94,14,-75.0566
96,14,-113.088
98,14,-150.989
100,14,-188.719
102,14,-226.233
104,14,-263.488
106,14,-300.442
108,14,-337.052
110,14,-373.275
112,14,-409.069
114,14,-444.392
116,14,-479.202
118,14,-513.458
120,14,-547.117
122,14,-580.14
124,14,-612.485
126,14,-644.113
128,14,-674.984
130,14,-705.06
132,14,-734.302
134,14,-762.673
136,14,-790.136
138,14,-816.655
140,14,-842.196
142,14,-866.724
144,14,-890.207
146,14,-912.613
148,14,-933.912
150,14,-954.074
152,14,-973.071
154,14,-990.877
156,14,-1007.47
158,14,-1022.82
160,14,-1036.91
162,14,-1049.72
164,14,-1061.23
166,14,-1071.42
168,14,-1080.29
170,14,-1087.81
172,14,-1093.98
174,14,-1098.78
176,14,-1102.21
178,14,-1104.27
180,14,-1104.95
-180,16,-1243.83
-178,16,-1243.04
-176,16,-1240.68
-174,16,-1236.77
-172,16,-1231.31
-170,16,-1224.3
-168,16,-1215.76
-166,16,-1205.7
-164,16,-1194.13
-162,16,-1181.08
-160,16,-1166.56
-158,16,-1150.6
-156,16,-1133.21
-154,16,-1114.43
-152,16,-1094.28
-150,16,-1072.79
-148,16,-1050
-146,16,-1025.92
-144,16,-1000.61
-142,16,-974.086
-140,16,-946.395
-138,16,-917.574
-136,16,-887.66
-134,16,-856.694
-132,16,-824.719
-130,16,-791.774
-128,16,-757.904
-126,16,-723.151
-124,16,-687.561
-122,16,-651.177
-120,16,-614.045
-118,16,-576.21
-116,16,-537.718
-114,16,-498.615
-112,16,-458.948
-110,16,-418.764
-108,16,-378.109
-106,16,-337.029
-104,16,-295.573
-102,16,-253.786
-100,16,-211.717
-98,16,-169.412
-96,16,-126.919
-94,16,-84.2842
-92,16,-41.5554
-90,16,1.22035
-88,16,43.9958
-86,16,86.7237
-84,16,129.357
-82,16,171.848
-80,16,214.15
-78,16,256.216
-76,16,297.999
-74,16,339.451
-72,16,380.525
-70,16,421.175
-68,16,461.354
-66,16,501.014
-64,16,540.11
-62,16,578.595
-60,16,616.422
-58,16,653.547
-56,16,689.923
-54,16,725.505
