Phi[deg],Theta[deg],re(rEX)[mV]
-96,98,10.2476
-94,98,7.12795
-92,98,3.83828
-90,98,0.461038
-88,98,-2.91715
-86,98,-6.20967
-84,98,-9.334
-82,98,-12.2157
-80,98,-14.7921
-78,98,-17.0157
-76,98,-18.8569
-74,98,-20.3065
-72,98,-21.3771
-70,98,-22.1041
-68,98,-22.5458
-66,98,-22.7823
-64,98,-22.9146
-62,98,-23.0615
-60,98,-23.3569
-58,98,-23.946
-56,98,-24.9805
-54,98,-26.6142
-52,98,-28.9978
-50,98,-32.2732
-48,98,-36.5687
-46,98,-41.9936
-44,98,-48.6337
-42,98,-56.5471
-40,98,-65.7606
-38,98,-76.2672
-36,98,-88.0245
-34,98,-100.954
-32,98,-114.941
-30,98,-129.838
-28,98,-145.464
-26,98,-161.61
-24,98,-178.044
-22,98,-194.515
-20,98,-210.759
-18,98,-226.505
-16,98,-241.482
-14,98,-255.425
-12,98,-268.082
-10,98,-279.222
-8,98,-288.635
-6,98,-296.145
-4,98,-301.608
-2,98,-304.921
0,98,-306.018
2,98,-304.88
4,98,-301.526
6,98,-296.022
8,98,-288.472
10,98,-279.02
12,98,-267.842
14,98,-255.148
16,98,-241.17
18,98,-226.159
20,98,-210.381
22,98,-194.107
24,98,-177.608
26,98,-161.148
28,98,-144.979
30,98,-129.333
32,98,-114.419
34,98,-100.417
36,98,-87.4761
38,98,-75.7105
40,98,-65.1988
42,98,-55.9834
44,98,-48.0712
46,98,-41.4354
48,98,-36.0179
50,98,-31.7327
52,98,-28.4704
54,98,-26.1027
56,98,-24.4873
58,98,-23.4736
60,98,-22.9074
62,98,-22.6369
64,98,-22.5166
66,98,-22.4126
68,98,-22.2057
70,98,-21.795
72,98,-21.0999
74,98,-20.062
76,98,-18.646
78,98,-16.8389
80,98,-14.6499
82,98,-12.1084
84,98,-9.26175
86,98,-6.17261
88,98,-2.91529
90,98,0.427767
92,98,3.77004
94,98,7.02502
96,98,10.1103
98,98,12.9515
100,98,15.4861
102,98,17.6667
104,98,19.464
106,98,20.8688
108,98,21.8941
110,98,22.5755
112,98,22.9713
114,98,23.1621
116,98,23.2489
118,98,23.351
120,98,23.6026
122,98,24.1489
124,98,25.1421
126,98,26.7364
128,98,29.0825
130,98,32.3227
132,98,36.5855
134,98,41.9805
136,98,48.5937
138,98,56.4832
140,98,65.6762
142,98,76.1656
144,98,87.9093
146,98,100.829
148,98,114.81
150,98,129.704
152,98,145.33
154,98,161.481
156,98,177.923
158,98,194.405
160,98,210.664
162,98,226.427
164,98,241.425
166,98,255.391
168,98,268.075
170,98,279.243
172,98,288.687
174,98,296.231
176,98,301.73
178,98,305.08
180,98,306.217
-180,100,362.772
-178,100,361.611
-176,100,358.121
-174,100,352.367
-172,100,344.454
-170,100,334.529
-168,100,322.772
-166,100,309.393
-164,100,294.628
-162,100,278.735
-160,100,261.982
-158,100,244.646
-156,100,227.003
-154,100,209.323
-152,100,191.864
-150,100,174.864
-148,100,158.538
-146,100,143.074
-144,100,128.626
-142,100,115.316
-140,100,103.228
-138,100,92.4129
-136,100,82.8824
-134,100,74.6162
-132,100,67.5619
-130,100,61.639
-128,100,56.7433
-126,100,52.7509
-124,100,49.5238
-122,100,46.9146
-120,100,44.7726
-118,100,42.9479
-116,100,41.2972
-114,100,39.6877
-112,100,38.0007
-110,100,36.1354
-108,100,34.0108
-106,100,31.5676
-104,100,28.7685
-102,100,25.5988
-100,100,22.0654
-98,100,18.1947
-96,100,14.0313
-94,100,9.63445
-92,100,5.07499
-90,100,0.431815
-88,100,-4.21217
-86,100,-8.77404
-84,100,-13.1749
-82,100,-17.3439
-80,100,-21.2217
-78,100,-24.7639
-76,100,-27.9437
-74,100,-30.7544
-72,100,-33.2107
-70,100,-35.3495
-68,100,-37.2303
-66,100,-38.934
-64,100,-40.5614
-62,100,-42.2308
-60,100,-44.0751
-58,100,-46.2375
-56,100,-48.8677
-54,100,-52.1164
-52,100,-56.1308
-50,100,-61.0487
-48,100,-66.9939
-46,100,-74.0706
-44,100,-82.3591
-42,100,-91.9116
-40,100,-102.749
-38,100,-114.857
-36,100,-128.188
-34,100,-142.655
-32,100,-158.139
-30,100,-174.483
-28,100,-191.5
-26,100,-208.975
-24,100,-226.67
-22,100,-244.327
-20,100,-261.675
-18,100,-278.44
-16,100,-294.343
-14,100,-309.116
-12,100,-322.502
-10,100,-334.266
-8,100,-344.195
-6,100,-352.111
-4,100,-357.867
-2,100,-361.358
0,100,-362.519
2,100,-361.327
4,100,-357.806
6,100,-352.019
8,100,-344.073
10,100,-334.114
12,100,-322.322
14,100,-308.908
16,100,-294.108
18,100,-278.18
20,100,-261.392
22,100,-244.021
24,100,-226.343
26,100,-208.629
28,100,-191.137
30,100,-174.105
32,100,-157.749
34,100,-142.255
36,100,-127.779
38,100,-114.443
40,100,-102.331
42,100,-91.4937
44,100,-81.943
46,100,-73.6586
48,100,-66.5884
50,100,-60.6519
52,100,-55.7448
54,100,-51.7433
56,100,-48.5092
58,100,-45.8955
60,100,-43.751
62,100,-41.926
64,100,-40.2772
66,100,-38.6714
68,100,-36.9903
70,100,-35.1328
72,100,-33.0179
74,100,-30.586
76,100,-27.8001
78,100,-24.6454
80,100,-21.1285
82,100,-17.276
84,100,-13.1324
86,100,-8.75688
88,100,-4.22029
90,100,0.39852
92,100,5.01669
94,100,9.55137
96,100,13.9237
98,100,18.0629
100,100,21.9097
102,100,25.4198
104,100,28.5665
106,100,31.3432
108,100,33.7649
110,100,35.8686
112,100,37.7138
114,100,39.3818
116,100,40.9735
118,100,42.6075
120,100,44.4169
122,100,46.5451
124,100,49.1421
126,100,52.3588
128,100,56.3425
130,100,61.2315
132,100,67.1496
134,100,74.2012
136,100,82.4669
138,100,91.999
140,100,102.818
142,100,114.911
144,100,128.229
146,100,142.687
148,100,158.164
150,100,174.503
152,100,191.519
154,100,208.996
156,100,226.695
158,100,244.359
160,100,261.717
162,100,278.493
164,100,294.41
166,100,309.2
168,100,322.605
170,100,334.389
172,100,344.342
174,100,352.282
176,100,358.064
178,100,361.583
180,100,362.772
-180,102,410.718
-178,102,409.506
-176,102,405.875
-174,102,399.89
-172,102,391.657
-170,102,381.324
-168,102,369.072
-166,102,355.113
-164,102,339.686
-162,102,323.05
-160,102,305.476
-158,102,287.245
-156,102,268.636
-154,102,249.924
-152,102,231.368
-150,102,213.214
-148,102,195.68
-146,102,178.959
-144,102,163.212
-142,102,148.564
-140,102,135.108
-138,102,122.898
-136,102,111.953
-134,102,102.258
-132,102,93.7667
-130,102,86.4041
-128,102,80.0712
-126,102,74.6493
-124,102,70.0048
-122,102,65.9948
-120,102,62.4719
-118,102,59.2895
-116,102,56.3065
-114,102,53.3919
-112,102,50.4284
-110,102,47.3153
-108,102,43.9717
-106,102,40.3372
-104,102,36.3734
-102,102,32.0635
-100,102,27.4117
-98,102,22.4419
-96,102,17.195
-94,102,11.7268
-92,102,6.10432
-90,102,0.402345
-88,102,-5.30029
-86,102,-10.9248
-84,102,-16.3963
-82,102,-21.6478
-80,102,-26.6235
-78,102,-31.2824
-76,102,-35.6007
-74,102,-39.5741
-72,102,-43.2192
-70,102,-46.5746
-68,102,-49.7005
-66,102,-52.6778
-64,102,-55.6071
-62,102,-58.6055
-60,102,-61.8041
-58,102,-65.3438
-56,102,-69.3712
-54,102,-74.0334
-52,102,-79.4734
-50,102,-85.8245
-48,102,-93.2055
-46,102,-101.715
-44,102,-111.429
-42,102,-122.392
-40,102,-134.62
-38,102,-148.093
-36,102,-162.757
-34,102,-178.52
-32,102,-195.257
-30,102,-212.805
-28,102,-230.973
-26,102,-249.542
-24,102,-268.266
-22,102,-286.886
-20,102,-305.127
-18,102,-322.709
-16,102,-339.353
-14,102,-354.787
-12,102,-368.752
-10,102,-381.009
-8,102,-391.345
-6,102,-399.58
-4,102,-405.567
-2,102,-409.198
0,102,-410.409
2,102,-409.178
4,102,-405.526
6,102,-399.519
8,102,-391.264
10,102,-380.907
12,102,-368.631
14,102,-354.648
16,102,-339.197
18,102,-322.536
20,102,-304.937
22,102,-286.682
24,102,-268.048
26,102,-249.311
28,102,-230.732
30,102,-212.554
32,102,-194.997
34,102,-178.255
36,102,-162.487
38,102,-147.82
40,102,-134.346
42,102,-122.118
44,102,-111.158
46,102,-101.448
48,102,-92.9442
50,102,-85.5703
52,102,-79.2276
54,102,-73.7975
56,102,-69.1463
58,102,-65.1311
60,102,-61.6044
62,102,-58.4196
64,102,-55.4357
66,102,-52.5215
68,102,-49.5596
70,102,-46.4495
72,102,-43.11
74,102,-39.4809
76,102,-35.5237
78,102,-31.2215
80,102,-26.5786
82,102,-21.6188
84,102,-16.3831
86,102,-10.9273
88,102,-5.31823
90,102,0.369107
92,102,6.05595
94,102,11.6635
96,102,17.1169
98,102,22.3492
100,102,27.3046
102,102,31.9422
104,102,36.2382
106,102,40.1883
108,102,43.8095
110,102,47.1402
112,102,50.2408
114,102,53.1925
116,102,56.0958
118,102,59.0682
120,102,62.2409
122,102,65.7549
124,102,69.757
126,102,74.3947
128,102,79.8109
130,102,86.1394
132,102,93.4989
134,102,101.988
136,102,111.683
138,102,122.629
140,102,134.842
142,102,148.302
144,102,162.954
146,102,178.708
148,102,195.437
150,102,212.98
152,102,231.145
154,102,249.712
156,102,268.437
158,102,287.06
160,102,305.305
162,102,322.893
164,102,339.545
166,102,354.989
168,102,368.964
170,102,381.234
172,102,391.585
174,102,399.835
176,102,405.839
178,102,409.488
180,102,410.718
-180,104,449.905
-178,104,448.656
-176,104,444.923
-174,104,438.771
-172,104,430.306
-170,104,419.677
-168,104,407.063
-166,104,392.678
-164,104,376.762
-162,104,359.572
-160,104,341.382
-158,104,322.473
-156,104,303.126
-154,104,283.615
-152,104,264.206
-150,104,245.143
-148,104,226.65
-146,104,208.921
-144,104,192.123
-142,104,176.385
-140,104,161.803
-138,104,148.437
-136,104,136.311
-134,104,125.417
-132,104,115.713
-130,104,107.13
-128,104,99.5739
-126,104,92.9324
-124,104,87.0766
-122,104,81.8684
-120,104,77.1646
-118,104,72.8222
-116,104,68.7035
-114,104,64.6797
-112,104,60.6351
-110,104,56.4704
-108,104,52.1045
-106,104,47.4767
-104,104,42.5474
-102,104,37.298
-100,104,31.7302
-98,104,25.8647
-96,104,19.7393
-94,104,13.4056
-92,104,6.92656
-90,104,0.372665
-88,104,-6.18175
-86,104,-12.6623
-84,104,-18.9986
-82,104,-25.1277
-80,104,-30.9977
-78,104,-36.5712
-76,104,-41.8272
-74,104,-46.764
-72,104,-51.4002
-70,104,-55.7753
-68,104,-59.9502
-66,104,-64.0055
-64,104,-68.0409
-62,104,-72.1718
-60,104,-76.5269
-58,104,-81.2439
-56,104,-86.4658
-54,104,-92.3355
-52,104,-98.9912
-50,104,-106.561
-48,104,-115.159
-46,104,-124.877
-44,104,-135.786
-42,104,-147.926
-40,104,-161.305
-38,104,-175.9
-36,104,-191.652
-34,104,-208.463
-32,104,-226.203
-30,104,-244.707
-28,104,-263.781
-26,104,-283.2
-24,104,-302.719
-22,104,-322.075
-20,104,-340.991
-18,104,-359.187
-16,104,-376.383
-14,104,-392.304
-12,104,-406.693
-10,104,-419.31
-8,104,-429.942
-6,104,-438.408
-4,104,-444.561
-2,104,-448.294
0,104,-449.542
2,104,-448.283
4,104,-444.539
6,104,-438.376
8,104,-429.9
10,104,-419.257
12,104,-406.631
14,104,-392.233
16,104,-376.302
18,104,-359.098
20,104,-340.894
22,104,-321.97
24,104,-302.608
26,104,-283.083
28,104,-263.658
30,104,-244.581
32,104,-226.073
34,104,-208.331
36,104,-191.518
38,104,-175.767
40,104,-161.173
42,104,-147.795
44,104,-135.658
46,104,-124.753
48,104,-115.039
50,104,-106.447
52,104,-98.8834
54,104,-92.2346
56,104,-86.3723
58,104,-81.1583
60,104,-76.4494
62,104,-72.1028
64,104,-67.9804
66,104,-63.9535
68,104,-59.9066
70,104,-55.7401
72,104,-51.3731
74,104,-46.7448
76,104,-41.8156
78,104,-36.5668
80,104,-31.0004
82,104,-25.137
84,104,-19.0142
86,104,-12.684
88,104,-6.20923
90,104,0.339571
92,104,6.88802
94,104,13.3617
96,104,19.6902
98,104,25.8105
100,104,31.6708
102,104,37.2335
104,104,42.4779
106,104,47.4021
108,104,52.0247
110,104,56.3855
112,104,60.5453
114,104,64.5849
116,104,68.6039
118,104,72.7181
120,104,77.0561
122,104,81.7559
124,104,86.9605
126,104,92.813
128,104,99.4518
130,104,107.005
132,104,115.587
134,104,125.29
136,104,136.184
138,104,148.31
140,104,161.677
142,104,176.261
144,104,192.002
146,104,208.804
148,104,226.536
150,104,245.034
152,104,264.102
154,104,283.517
156,104,303.034
158,104,322.388
160,104,341.304
162,104,359.5
164,104,376.697
166,104,392.622
168,104,407.014
170,104,419.636
172,104,430.274
174,104,438.746
176,104,444.907
178,104,448.648
180,104,449.905
-180,106,480.282
-178,106,479.008
-176,106,475.211
-174,106,468.956
-172,106,460.349
-170,106,449.534
-168,106,436.694
-166,106,422.038
-164,106,405.806
-162,106,388.254
-160,106,369.654
-158,106,350.285
-156,106,330.428
-154,106,310.358
-152,106,290.338
-150,106,270.615
-148,106,251.413
-146,106,232.929
-144,106,215.33
-142,106,198.75
-140,106,183.289
-138,106,169.009
-136,106,155.941
-134,106,144.08
-132,106,133.39
-130,106,123.808
-128,106,115.247
-126,106,107.599
-124,106,100.74
-122,106,94.5386
-120,106,88.8557
-118,106,83.5531
-116,106,78.4965
-114,106,73.5602
-112,106,68.6311
-110,106,63.6109
-108,106,58.4196
-106,106,52.9963
-104,106,47.3002
-102,106,41.3111
-100,106,35.0284
-98,106,28.4697
-96,106,21.6691
-94,106,14.6742
-92,106,7.54346
-90,106,0.342819
-88,106,-6.8582
-86,106,-13.99
-84,106,-20.9868
-82,106,-27.7901
-80,106,-34.3522
-78,106,-40.639
-76,106,-46.6329
-74,106,-52.3344
-72,106,-57.7639
-70,106,-62.962
-68,106,-67.9895
-66,106,-72.9266
-64,106,-77.8712
-62,106,-82.9368
-60,106,-88.2487
-58,106,-93.9413
-56,106,-100.153
-54,106,-107.021
-52,106,-114.68
-50,106,-123.252
-48,106,-132.844
-46,106,-143.544
-44,106,-155.416
-42,106,-168.494
-40,106,-182.783
-38,106,-198.255
-36,106,-214.844
-34,106,-232.451
-32,106,-250.944
-30,106,-270.153
-28,106,-289.883
-26,106,-309.91
-24,106,-329.986
-22,106,-349.848
-20,106,-369.222
-18,106,-387.826
-16,106,-405.382
-14,106,-421.617
-12,106,-436.275
-10,106,-449.117
-8,106,-459.933
-6,106,-468.541
-4,106,-474.796
-2,106,-478.593
0,106,-479.865
2,106,-478.592
4,106,-474.795
6,106,-468.539
8,106,-459.93
10,106,-449.113
12,106,-436.27
14,106,-421.612
16,106,-405.376
18,106,-387.82
20,106,-369.215
22,106,-349.841
24,106,-329.979
26,106,-309.903
28,106,-289.878
30,106,-270.148
32,106,-250.94
34,106,-232.449
36,106,-214.844
38,106,-198.257
40,106,-182.789
42,106,-168.502
44,106,-155.427
46,106,-143.559
48,106,-132.863
50,106,-123.275
52,106,-114.707
54,106,-107.052
56,106,-100.187
58,106,-93.9796
60,106,-88.2905
62,106,-82.9816
64,106,-77.9187
66,106,-72.9762
68,106,-68.0408
70,106,-63.0144
72,106,-57.8168
74,106,-52.3872
76,106,-46.6849
78,106,-40.6897
80,106,-34.401
82,106,-27.8365
84,106,-21.0304
86,106,-14.0303
88,106,-6.8949
90,106,0.309953
92,106,7.5146
94,106,14.6494
96,106,21.6484
98,106,28.4531
100,106,35.0157
102,106,41.3022
104,106,47.2947
106,106,52.994
108,106,58.4203
110,106,63.6141
112,106,68.6365
114,106,73.5675
116,106,78.5053
118,106,83.5632
120,106,88.8668
122,106,94.5503
124,106,100.752
126,106,107.611
128,106,115.26
130,106,123.821
132,106,133.403
134,106,144.092
136,106,155.954
138,106,169.022
140,106,183.301
142,106,198.763
144,106,215.343
146,106,232.942
148,106,251.426
150,106,270.628
152,106,290.351
154,106,310.37
156,106,330.44
158,106,350.297
160,106,369.665
162,106,388.265
164,106,405.816
166,106,422.048
168,106,436.702
170,106,449.542
172,106,460.355
174,106,468.961
176,106,475.215
178,106,479.01
180,106,480.282
-180,108,501.887
-178,108,500.602
-176,108,496.781
-174,108,490.486
-172,108,481.824
-170,108,470.936
-168,108,458.002
-166,108,443.23
-164,108,426.854
-162,108,409.128
-160,108,390.322
-158,108,370.71
-156,108,350.572
-154,108,330.178
-152,108,309.791
-150,108,289.656
-148,108,269.995
-146,108,251.007
-144,108,232.859
-142,108,215.686
-140,108,199.59
-138,108,184.639
-136,108,170.866
-134,108,158.271
-132,108,146.824
-130,108,136.467
-128,108,127.118
-126,108,118.676
-124,108,111.023
-122,108,104.034
-120,108,97.5737
-118,108,91.5103
-116,108,85.7133
-114,108,80.061
-112,108,74.4426
-110,108,68.7624
-108,108,62.941
-106,108,56.918
-104,108,50.6518
-102,108,44.1207
-100,108,37.3217
-98,108,30.2693
-96,108,22.9939
-94,108,15.5389
-92,108,7.95827
-90,108,0.312846
-88,108,-7.33282
-86,108,-14.9142
-84,108,-22.3703
-82,108,-29.6474
-80,108,-36.7019
-78,108,-43.5036
-76,108,-50.0377
-74,108,-56.3074
-72,108,-62.3344
-70,108,-68.16
-68,108,-73.845
-66,108,-79.4684
-64,108,-85.1262
-62,108,-90.9288
-60,108,-96.9982
-58,108,-103.464
-56,108,-110.46
-54,108,-118.119
-52,108,-126.568
-50,108,-135.923
-48,108,-146.287
-46,108,-157.741
-44,108,-170.342
-42,108,-184.122
-40,108,-199.079
-38,108,-215.18
-36,108,-232.358
-34,108,-250.512
-32,108,-269.505
-30,108,-289.17
-28,108,-309.309
-26,108,-329.699
-24,108,-350.096
-22,108,-370.238
-20,108,-389.851
-18,108,-408.66
-16,108,-426.387
-14,108,-442.764
-12,108,-457.537
-10,108,-470.471
-8,108,-481.359
-6,108,-490.021
-4,108,-496.315
-2,108,-500.136
0,108,-501.42
2,108,-500.145
4,108,-496.333
6,108,-490.047
8,108,-481.393
10,108,-470.514
12,108,-457.587
14,108,-442.822
16,108,-426.453
18,108,-408.733
20,108,-389.932
22,108,-370.325
24,108,-350.191
26,108,-329.8
28,108,-309.416
30,108,-289.282
32,108,-269.623
34,108,-250.636
36,108,-232.487
38,108,-215.314
40,108,-199.217
42,108,-184.264
44,108,-170.489
46,108,-157.89
48,108,-146.44
50,108,-136.078
52,108,-126.725
54,108,-118.277
56,108,-110.619
58,108,-103.622
60,108,-97.1551
62,108,-91.0836
64,108,-85.278
66,108,-79.6162
68,108,-73.9879
70,108,-68.2969
72,108,-62.4644
74,108,-56.4295
76,108,-50.1511
78,108,-43.6073
80,108,-36.7952
82,108,-29.7296
84,108,-22.4408
86,108,-14.9723
88,108,-7.37831
90,108,0.280297
92,108,7.93884
94,108,15.5327
96,108,23.0007
98,108,30.2891
100,108,37.3541
102,108,44.1654
104,108,50.7083
106,108,56.9857
108,108,63.0193
110,108,68.8506
112,108,74.5401
114,108,80.1669
116,108,85.8269
118,108,91.6307
120,108,97.7003
122,108,104.165
124,108,111.16
126,108,118.816
128,108,127.261
130,108,136.612
132,108,146.97
134,108,158.418
136,108,171.014
138,108,184.786
140,108,199.736
142,108,215.83
144,108,233
146,108,251.145
148,108,270.13
150,108,289.786
152,108,309.916
154,108,330.297
156,108,350.685
158,108,370.817
160,108,390.421
162,108,409.219
164,108,426.936
166,108,443.303
168,108,458.066
170,108,470.99
172,108,481.867
174,108,490.519
176,108,496.803
178,108,500.613
180,108,501.887
-180,110,514.858
-178,110,513.575
-176,110,509.766
-174,110,503.494
-172,110,494.863
-170,110,484.011
-168,110,471.113
-166,110,456.374
-164,110,440.023
-162,110,422.31
-160,110,403.497
-158,110,383.856
-156,110,363.659
-154,110,343.173
-152,110,322.658
-150,110,302.353
-148,110,282.48
-146,110,263.235
-144,110,244.785
-142,110,227.265
-140,110,210.778
-138,110,195.395
-136,110,181.153
-134,110,168.054
-132,110,156.076
-130,110,145.164
-128,110,135.244
-126,110,126.22
-124,110,117.981
-122,110,110.407
-120,110,103.37
-118,110,96.7437
-116,110,90.4021
-114,110,84.2275
-112,110,78.1131
-110,110,71.9651
-108,110,65.7062
-106,110,59.276
-104,110,52.6328
-102,110,45.7534
-100,110,38.6326
-98,110,31.2818
-96,110,23.7277
-94,110,16.0093
-92,110,8.17575
-90,110,0.282791
-88,110,-7.61027
-86,110,-15.4442
-84,110,-23.1631
-82,110,-30.7179
-80,110,-38.0696
-78,110,-45.1916
-76,110,-52.0723
-74,110,-58.717
-72,110,-65.149
-70,110,-71.4099
-68,110,-77.56
-66,110,-83.6767
-64,110,-89.8537
-62,110,-96.198
-60,110,-102.827
-58,110,-109.866
-56,110,-117.443
-54,110,-125.685
-52,110,-134.712
-50,110,-144.635
-48,110,-155.55
-46,110,-167.531
-44,110,-180.632
-42,110,-194.877
-40,110,-210.262
-38,110,-226.751
-36,110,-244.273
-34,110,-262.725
-32,110,-281.972
-30,110,-301.845
-28,110,-322.151
-26,110,-342.667
-24,110,-363.153
-22,110,-383.35
-20,110,-402.991
-18,110,-421.804
-16,110,-439.516
-14,110,-455.867
-12,110,-470.605
-10,110,-483.501
-8,110,-494.352
-6,110,-502.983
-4,110,-509.254
-2,110,-513.061
0,110,-514.343
2,110,-513.079
4,110,-509.289
6,110,-503.036
8,110,-494.422
10,110,-483.589
12,110,-470.708
14,110,-455.986
16,110,-439.652
18,110,-421.954
20,110,-403.156
22,110,-383.528
24,110,-363.344
26,110,-342.87
28,110,-322.366
30,110,-302.071
32,110,-282.207
34,110,-262.969
36,110,-244.525
38,110,-227.011
40,110,-210.528
42,110,-195.149
44,110,-180.907
46,110,-167.81
48,110,-155.831
50,110,-144.917
52,110,-134.994
54,110,-125.965
56,110,-117.72
58,110,-110.139
60,110,-103.094
62,110,-96.458
64,110,-90.1053
66,110,-83.9184
68,110,-77.7904
70,110,-71.6277
72,110,-65.3527
74,110,-58.9055
76,110,-52.2443
78,110,-45.346
80,110,-38.2054
82,110,-30.8342
84,110,-23.2591
86,110,-15.5193
88,110,-7.66408
90,110,0.250648
92,110,8.16544
94,110,16.0209
96,110,23.761
98,110,31.3365
100,110,38.7082
102,110,45.8495
104,110,52.7486
106,110,59.4107
108,110,65.8588
110,110,72.1348
112,110,78.2986
114,110,84.4279
116,110,90.6159
118,110,96.9698
120,110,103.607
122,110,110.653
124,110,118.236
126,110,126.482
128,110,135.511
130,110,145.436
132,110,156.351
134,110,168.331
136,110,181.429
138,110,195.671
140,110,211.052
142,110,227.534
144,110,245.049
146,110,263.494
148,110,282.732
150,110,302.596
152,110,322.891
154,110,343.395
156,110,363.868
158,110,384.052
160,110,403.68
162,110,422.477
164,110,440.174
166,110,456.508
168,110,471.23
170,110,484.109
172,110,494.942
174,110,503.554
176,110,509.806
178,110,513.595
180,110,514.858
-180,112,519.425
-178,112,518.156
-176,112,514.396
-174,112,508.207
-172,112,499.689
-170,112,488.977
-168,112,476.241
-166,112,461.68
-164,112,445.517
-162,112,427.995
-160,112,409.368
-158,112,389.903
-156,112,369.863
-154,112,349.51
-152,112,329.097
-150,112,308.859
-148,112,289.013
-146,112,269.751
-144,112,251.239
-142,112,233.611
-140,112,216.971
-138,112,201.39
-136,112,186.908
-134,112,173.533
-132,112,161.244
-130,112,149.995
-128,112,139.716
-126,112,130.317
-124,112,121.696
-122,112,113.737
-120,112,106.321
-118,112,99.3256
-116,112,92.631
-114,112,86.1245
-112,112,79.7028
-110,112,73.2753
-108,112,66.7664
-106,112,60.1169
-104,112,53.2847
-102,112,46.2454
-100,112,38.9917
-98,112,31.5321
-96,112,23.8893
-94,112,16.0979
-92,112,8.20222
-90,112,0.252697
-88,112,-7.6968
-86,112,-15.5924
-84,112,-23.3836
-82,112,-31.0263
-80,112,-38.4857
-78,112,-45.7392
-76,112,-52.7781
-74,112,-59.61
-72,112,-66.2593
-70,112,-72.7678
-68,112,-79.1949
-66,112,-85.6162
-64,112,-92.1224
-62,112,-98.8165
-60,112,-105.812
-58,112,-113.227
-56,112,-121.185
-54,112,-129.806
-52,112,-139.204
-50,112,-149.483
-48,112,-160.731
-46,112,-173.019
-44,112,-186.393
-42,112,-200.874
-40,112,-216.453
-38,112,-233.091
-36,112,-250.718
-34,112,-269.228
-32,112,-288.488
-30,112,-308.332
-28,112,-328.568
-26,112,-348.98
-24,112,-369.33
-22,112,-389.367
-20,112,-408.831
-18,112,-427.454
-16,112,-444.974
-14,112,-461.135
-12,112,-475.694
-10,112,-488.427
-8,112,-499.137
-6,112,-507.653
-4,112,-513.84
-2,112,-517.599
0,112,-518.867
2,112,-517.625
4,112,-513.893
6,112,-507.732
8,112,-499.241
10,112,-488.556
12,112,-475.848
14,112,-461.313
16,112,-445.175
18,112,-427.677
20,112,-409.074
22,112,-389.631
24,112,-369.613
26,112,-349.28
28,112,-328.885
30,112,-308.665
32,112,-288.835
34,112,-269.587
36,112,-251.087
38,112,-233.471
40,112,-216.84
42,112,-201.267
44,112,-186.791
46,112,-173.42
48,112,-161.133
50,112,-149.884
52,112,-139.603
54,112,-130.201
56,112,-121.574
58,112,-113.608
60,112,-106.183
62,112,-99.1761
64,112,-92.4683
66,112,-85.9467
68,112,-79.5081
70,112,-73.062
72,112,-66.5327
74,112,-59.8611
76,112,-53.0055
78,112,-45.9414
80,112,-38.6616
82,112,-31.1748
84,112,-23.5038
86,112,-15.6836
88,112,-7.75837
90,112,0.221049
92,112,8.20066
94,112,16.1264
96,112,23.9476
98,112,31.6199
100,112,39.1084
102,112,46.3902
104,112,53.4567
106,112,60.3151
108,112,66.9896
110,112,73.5222
112,112,79.9718
114,112,86.4142
116,112,92.9398
118,112,99.6518
120,112,106.663
122,112,114.093
124,112,122.063
126,112,130.695
128,112,140.101
130,112,150.387
132,112,161.64
134,112,173.932
136,112,187.307
138,112,201.788
140,112,217.365
142,112,233.999
144,112,251.62
146,112,270.124
148,112,289.374
150,112,309.208
152,112,329.432
154,112,349.829
156,112,370.164
158,112,390.185
160,112,409.63
162,112,428.234
164,112,445.734
166,112,461.872
168,112,476.408
170,112,489.117
172,112,499.802
174,112,508.293
176,112,514.453
178,112,518.184
180,112,519.425
-180,114,515.911
-178,114,514.667
-176,114,510.991
-174,114,504.941
-172,114,496.615
-170,114,486.142
-168,114,473.687
-166,114,459.442
-164,114,443.62
-162,114,426.458
-160,114,408.202
-158,114,389.107
-156,114,369.429
-154,114,349.424
-152,114,329.333
-150,114,309.386
-148,114,289.796
-146,114,270.748
-144,114,252.404
-142,114,234.899
-140,114,218.334
-138,114,202.781
-136,114,188.282
-134,114,174.849
-132,114,162.465
-130,114,151.088
-128,114,140.656
-126,114,131.085
-124,114,122.28
-122,114,114.131
-120,114,106.527
-118,114,99.3506
-116,114,92.4895
-114,114,85.8355
-112,114,79.2896
-110,114,72.7648
-108,114,66.1876
-106,114,59.5
-104,114,52.6601
-102,114,45.6424
-100,114,38.4376
-98,114,31.0511
-96,114,23.502
-94,114,15.8205
-92,114,8.0456
-90,114,0.222609
-88,114,-7.60024
-86,114,-15.3747
-84,114,-23.0555
-82,114,-30.6035
-80,114,-37.9887
-78,114,-45.1919
-76,114,-52.2077
-74,114,-59.0456
-72,114,-65.7309
-70,114,-72.3056
-68,114,-78.8277
-66,114,-85.3705
-64,114,-92.0214
-62,114,-98.8793
-60,114,-106.052
-58,114,-113.653
-56,114,-121.797
-54,114,-130.599
-52,114,-140.166
-50,114,-150.594
-48,114,-161.966
-46,114,-174.346
-44,114,-187.775
-42,114,-202.269
-40,114,-217.817
-38,114,-234.377
-36,114,-251.878
-34,114,-270.216
-32,114,-289.259
-30,114,-308.845
-28,114,-328.786
-26,114,-348.872
-24,114,-368.873
-22,114,-388.546
-20,114,-407.636
