Phi[deg],Theta[deg],im(rEY)[mV]
-180,0,969.279
-178,0,969.279
-176,0,969.279
-174,0,969.279
-172,0,969.279
-170,0,969.279
-168,0,969.279
-166,0,969.279
-164,0,969.279
-162,0,969.279
-160,0,969.279
-158,0,969.279
-156,0,969.279
-154,0,969.279
-152,0,969.279
-150,0,969.279
-148,0,969.279
-146,0,969.279
-144,0,969.279
-142,0,969.279
-140,0,969.279
-138,0,969.279
-136,0,969.279
-134,0,969.279
-132,0,969.279
-130,0,969.279
-128,0,969.279
-126,0,969.279
-124,0,969.279
-122,0,969.279
-120,0,969.279
-118,0,969.279
-116,0,969.279
-114,0,969.279
-112,0,969.279
-110,0,969.279
-108,0,969.279
-106,0,969.279
-104,0,969.279
-102,0,969.279
-100,0,969.279
-98,0,969.279
-96,0,969.279
-94,0,969.279
-92,0,969.279
-90,0,969.279
-88,0,969.279
-86,0,969.279
-84,0,969.279
-82,0,969.279
-80,0,969.279
-78,0,969.279
-76,0,969.279
-74,0,969.279
-72,0,969.279
-70,0,969.279
-68,0,969.279
-66,0,969.279
-64,0,969.279
-62,0,969.279
-60,0,969.279
-58,0,969.279
-56,0,969.279
-54,0,969.279
-52,0,969.279
-50,0,969.279
-48,0,969.279
-46,0,969.279
-44,0,969.279
-42,0,969.279
-40,0,969.279
-38,0,969.279
-36,0,969.279
-34,0,969.279
-32,0,969.279
-30,0,969.279
-28,0,969.279
-26,0,969.279
-24,0,969.279
-22,0,969.279
-20,0,969.279
-18,0,969.279
-16,0,969.279
-14,0,969.279
-12,0,969.279
-10,0,969.279
-8,0,969.279
-6,0,969.279
-4,0,969.279
-2,0,969.279
0,0,969.279
2,0,969.279
4,0,969.279
6,0,969.279
8,0,969.279
10,0,969.279
12,0,969.279
14,0,969.279
16,0,969.279
18,0,969.279
20,0,969.279
22,0,969.279
24,0,969.279
26,0,969.279
28,0,969.279
30,0,969.279
32,0,969.279
34,0,969.279
36,0,969.279
38,0,969.279
40,0,969.279
42,0,969.279
44,0,969.279
46,0,969.279
48,0,969.279
50,0,969.279
52,0,969.279
54,0,969.279
56,0,969.279
58,0,969.279
60,0,969.279
62,0,969.279
64,0,969.279
66,0,969.279
68,0,969.279
70,0,969.279
72,0,969.279
74,0,969.279
76,0,969.279
78,0,969.279
80,0,969.279
82,0,969.279
84,0,969.279
86,0,969.279
88,0,969.279
90,0,969.279
92,0,969.279
94,0,969.279
96,0,969.279
98,0,969.279
100,0,969.279
102,0,969.279
104,0,969.279
106,0,969.279
108,0,969.279
110,0,969.279
112,0,969.279
114,0,969.279
116,0,969.279
118,0,969.279
120,0,969.279
122,0,969.279
124,0,969.279
126,0,969.279
128,0,969.279
130,0,969.279
132,0,969.279
134,0,969.279
136,0,969.279
138,0,969.279
140,0,969.279
142,0,969.279
144,0,969.279
146,0,969.279
148,0,969.279
150,0,969.279
152,0,969.279
154,0,969.279
156,0,969.279
158,0,969.279
160,0,969.279
162,0,969.279
164,0,969.279
166,0,969.279
168,0,969.279
170,0,969.279
172,0,969.279
174,0,969.279
176,0,969.279
178,0,969.279
180,0,969.279
-180,2,967.848
-178,2,967.833
-176,2,967.805
-174,2,967.762
-172,2,967.707
-170,2,967.638
-168,2,967.556
-166,2,967.461
-164,2,967.354
-162,2,967.236
-160,2,967.106
-158,2,966.966
-156,2,966.816
-154,2,966.657
-152,2,966.49
-150,2,966.315
-148,2,966.133
-146,2,965.945
-144,2,965.752
-142,2,965.555
-140,2,965.355
-138,2,965.152
-136,2,964.949
-134,2,964.745
-132,2,964.541
-130,2,964.34
-128,2,964.141
-126,2,963.945
-124,2,963.754
-122,2,963.569
-120,2,963.389
-118,2,963.217
-116,2,963.053
-114,2,962.898
-112,2,962.752
-110,2,962.616
-108,2,962.491
-106,2,962.378
-104,2,962.277
-102,2,962.188
-100,2,962.112
-98,2,962.049
-96,2,962
-94,2,961.965
-92,2,961.944
-90,2,961.937
-88,2,961.944
-86,2,961.965
-84,2,962
-82,2,962.049
-80,2,962.112
-78,2,962.187
-76,2,962.276
-74,2,962.377
-72,2,962.491
-70,2,962.615
-68,2,962.751
-66,2,962.897
-64,2,963.052
-62,2,963.216
-60,2,963.388
-58,2,963.567
-56,2,963.753
-54,2,963.944
-52,2,964.139
-50,2,964.338
-48,2,964.54
-46,2,964.743
-44,2,964.947
-42,2,965.151
-40,2,965.353
-38,2,965.553
-36,2,965.75
-34,2,965.943
-32,2,966.131
-30,2,966.313
-28,2,966.488
-26,2,966.655
-24,2,966.814
-22,2,966.964
-20,2,967.104
-18,2,967.234
-16,2,967.352
-14,2,967.459
-12,2,967.553
-10,2,967.635
-8,2,967.704
-6,2,967.76
-4,2,967.802
-2,2,967.831
0,2,967.846
2,2,967.846
4,2,967.833
6,2,967.807
8,2,967.766
10,2,967.713
12,2,967.646
14,2,967.567
16,2,967.475
18,2,967.371
20,2,967.257
22,2,967.131
24,2,966.995
26,2,966.85
28,2,966.697
30,2,966.535
32,2,966.367
34,2,966.192
36,2,966.012
38,2,965.827
40,2,965.639
42,2,965.449
44,2,965.256
46,2,965.063
48,2,964.871
50,2,964.679
52,2,964.49
54,2,964.304
56,2,964.122
58,2,963.945
60,2,963.774
62,2,963.609
64,2,963.452
66,2,963.303
68,2,963.164
70,2,963.034
72,2,962.914
74,2,962.805
76,2,962.708
78,2,962.623
80,2,962.55
82,2,962.49
84,2,962.443
86,2,962.409
88,2,962.389
90,2,962.382
92,2,962.389
94,2,962.409
96,2,962.443
98,2,962.49
100,2,962.551
102,2,962.623
104,2,962.709
106,2,962.806
108,2,962.915
110,2,963.034
112,2,963.165
114,2,963.304
116,2,963.453
118,2,963.61
120,2,963.775
122,2,963.946
124,2,964.123
126,2,964.305
128,2,964.491
130,2,964.681
132,2,964.872
134,2,965.065
136,2,965.258
138,2,965.45
140,2,965.641
142,2,965.829
144,2,966.014
146,2,966.194
148,2,966.369
150,2,966.537
152,2,966.699
154,2,966.853
156,2,966.998
158,2,967.133
160,2,967.259
162,2,967.374
164,2,967.477
166,2,967.569
168,2,967.648
170,2,967.715
172,2,967.769
174,2,967.809
176,2,967.836
178,2,967.849
180,2,967.848
-180,4,963.553
-178,4,963.509
-176,4,963.411
-174,4,963.259
-172,4,963.052
-170,4,962.793
-168,4,962.481
-166,4,962.12
-164,4,961.71
-162,4,961.253
-160,4,960.751
-158,4,960.208
-156,4,959.625
-154,4,959.006
-152,4,958.352
-150,4,957.668
-148,4,956.957
-146,4,956.222
-144,4,955.466
-142,4,954.694
-140,4,953.909
-138,4,953.114
-136,4,952.314
-134,4,951.512
-132,4,950.713
-130,4,949.92
-128,4,949.136
-126,4,948.367
-124,4,947.615
-122,4,946.884
-120,4,946.178
-118,4,945.5
-116,4,944.853
-114,4,944.24
-112,4,943.665
-110,4,943.13
-108,4,942.638
-106,4,942.191
-104,4,941.792
-102,4,941.442
-100,4,941.142
-98,4,940.895
-96,4,940.702
-94,4,940.563
-92,4,940.48
-90,4,940.452
-88,4,940.48
-86,4,940.563
-84,4,940.702
-82,4,940.895
-80,4,941.142
-78,4,941.441
-76,4,941.791
-74,4,942.19
-72,4,942.637
-70,4,943.129
-68,4,943.664
-66,4,944.238
-64,4,944.851
-62,4,945.497
-60,4,946.176
-58,4,946.882
-56,4,947.612
-54,4,948.364
-52,4,949.134
-50,4,949.917
-48,4,950.71
-46,4,951.509
-44,4,952.311
-42,4,953.111
-40,4,953.905
-38,4,954.69
-36,4,955.463
-34,4,956.218
-32,4,956.953
-30,4,957.664
-28,4,958.348
-26,4,959.002
-24,4,959.621
-22,4,960.204
-20,4,960.747
-18,4,961.248
-16,4,961.705
-14,4,962.115
-12,4,962.477
-10,4,962.788
-8,4,963.048
-6,4,963.254
-4,4,963.407
-2,4,963.505
0,4,963.548
2,4,963.536
4,4,963.469
6,4,963.347
8,4,963.171
10,4,962.942
12,4,962.661
14,4,962.33
16,4,961.95
18,4,961.523
20,4,961.051
22,4,960.536
24,4,959.982
26,4,959.391
28,4,958.765
30,4,958.108
32,4,957.423
34,4,956.714
36,4,955.984
38,4,955.237
40,4,954.475
42,4,953.704
44,4,952.927
46,4,952.147
48,4,951.369
50,4,950.596
52,4,949.833
54,4,949.082
56,4,948.348
58,4,947.634
60,4,946.944
62,4,946.28
64,4,945.648
66,4,945.049
68,4,944.486
70,4,943.962
72,4,943.48
74,4,943.043
76,4,942.651
78,4,942.308
80,4,942.015
82,4,941.773
84,4,941.583
86,4,941.447
88,4,941.366
90,4,941.338
92,4,941.366
94,4,941.448
96,4,941.584
98,4,941.773
100,4,942.016
102,4,942.309
104,4,942.652
106,4,943.044
108,4,943.482
110,4,943.964
112,4,944.487
114,4,945.05
116,4,945.65
118,4,946.283
120,4,946.946
122,4,947.636
124,4,948.35
126,4,949.085
128,4,949.835
130,4,950.599
132,4,951.372
134,4,952.15
136,4,952.93
138,4,953.708
140,4,954.479
142,4,955.24
144,4,955.988
146,4,956.718
148,4,957.427
150,4,958.112
152,4,958.769
154,4,959.395
156,4,959.986
158,4,960.541
160,4,961.055
162,4,961.527
164,4,961.954
166,4,962.334
168,4,962.666
170,4,962.947
172,4,963.176
174,4,963.352
176,4,963.473
178,4,963.54
180,4,963.553
-180,6,956.394
-178,6,956.31
-176,6,956.102
-174,6,955.773
-172,6,955.323
-170,6,954.754
-168,6,954.07
-166,6,953.274
-164,6,952.369
-162,6,951.36
-160,6,950.251
-158,6,949.048
-156,6,947.756
-154,6,946.383
-152,6,944.934
-150,6,943.416
-148,6,941.837
-146,6,940.204
-144,6,938.525
-142,6,936.809
-140,6,935.063
-138,6,933.296
-136,6,931.517
-134,6,929.734
-132,6,927.955
-130,6,926.19
-128,6,924.447
-126,6,922.734
-124,6,921.06
-122,6,919.433
-120,6,917.86
-118,6,916.35
-116,6,914.909
-114,6,913.545
-112,6,912.264
-110,6,911.073
-108,6,909.977
-106,6,908.981
-104,6,908.091
-102,6,907.311
-100,6,906.644
-98,6,906.094
-96,6,905.663
-94,6,905.354
-92,6,905.167
-90,6,905.105
-88,6,905.167
-86,6,905.353
-84,6,905.662
-82,6,906.093
-80,6,906.643
-78,6,907.309
-76,6,908.089
-74,6,908.979
-72,6,909.975
-70,6,911.071
-68,6,912.262
-66,6,913.543
-64,6,914.906
-62,6,916.347
-60,6,917.857
-58,6,919.429
-56,6,921.057
-54,6,922.73
-52,6,924.443
-50,6,926.186
-48,6,927.951
-46,6,929.729
-44,6,931.512
-42,6,933.291
-40,6,935.058
-38,6,936.803
-36,6,938.52
-34,6,940.198
-32,6,941.831
-30,6,943.41
-28,6,944.928
-26,6,946.377
-24,6,947.75
-22,6,949.042
-20,6,950.244
-18,6,951.353
-16,6,952.362
-14,6,953.267
-12,6,954.064
-10,6,954.748
-8,6,955.316
-6,6,955.766
-4,6,956.095
-2,6,956.303
0,6,956.388
2,6,956.349
4,6,956.188
6,6,955.904
8,6,955.5
10,6,954.977
12,6,954.339
14,6,953.588
16,6,952.727
18,6,951.762
20,6,950.697
22,6,949.537
24,6,948.288
26,6,946.957
28,6,945.549
30,6,944.071
32,6,942.532
34,6,940.938
36,6,939.297
38,6,937.618
40,6,935.908
42,6,934.176
44,6,932.43
46,6,930.68
48,6,928.933
50,6,927.199
52,6,925.485
54,6,923.8
56,6,922.152
58,6,920.55
60,6,919.001
62,6,917.514
64,6,916.094
66,6,914.75
68,6,913.487
70,6,912.312
72,6,911.231
74,6,910.249
76,6,909.371
78,6,908.601
80,6,907.943
82,6,907.401
84,6,906.976
86,6,906.671
88,6,906.487
90,6,906.426
92,6,906.487
94,6,906.671
96,6,906.976
98,6,907.402
100,6,907.945
102,6,908.603
104,6,909.373
106,6,910.251
108,6,911.233
110,6,912.315
112,6,913.489
114,6,914.752
116,6,916.097
118,6,917.517
120,6,919.005
122,6,920.554
124,6,922.156
126,6,923.804
128,6,925.489
130,6,927.203
132,6,928.938
134,6,930.685
136,6,932.435
138,6,934.181
140,6,935.913
142,6,937.623
144,6,939.303
146,6,940.944
148,6,942.538
150,6,944.077
152,6,945.555
154,6,946.963
156,6,948.295
158,6,949.544
160,6,950.704
162,6,951.769
164,6,952.734
166,6,953.594
168,6,954.346
170,6,954.984
172,6,955.507
174,6,955.911
176,6,956.195
178,6,956.356
180,6,956.394
-180,8,946.376
-178,8,946.237
-176,8,945.882
-174,8,945.312
-172,8,944.53
-170,8,943.54
-168,8,942.347
-166,8,940.955
-164,8,939.373
-162,8,937.606
-160,8,935.665
-158,8,933.557
-156,8,931.294
-154,8,928.886
-152,8,926.344
-150,8,923.682
-148,8,920.911
-146,8,918.045
-144,8,915.099
-142,8,912.085
-140,8,909.02
-138,8,905.917
-136,8,902.792
-134,8,899.659
-132,8,896.535
-130,8,893.433
-128,8,890.37
-126,8,887.36
-124,8,884.418
-122,8,881.557
-120,8,878.793
-118,8,876.137
-116,8,873.604
-114,8,871.206
-112,8,868.953
-110,8,866.858
-108,8,864.93
-106,8,863.179
-104,8,861.614
-102,8,860.241
-100,8,859.068
-98,8,858.1
-96,8,857.342
-94,8,856.799
-92,8,856.471
-90,8,856.362
-88,8,856.471
-86,8,856.798
-84,8,857.342
-82,8,858.099
-80,8,859.066
-78,8,860.239
-76,8,861.611
-74,8,863.177
-72,8,864.928
-70,8,866.855
-68,8,868.95
-66,8,871.202
-64,8,873.6
-62,8,876.133
-60,8,878.788
-58,8,881.552
-56,8,884.413
-54,8,887.355
-52,8,890.365
-50,8,893.428
-48,8,896.529
-46,8,899.653
-44,8,902.785
-42,8,905.91
-40,8,909.013
-38,8,912.078
-36,8,915.092
-34,8,918.038
-32,8,920.903
-30,8,923.674
-28,8,926.336
-26,8,928.878
-24,8,931.286
-22,8,933.549
-20,8,935.656
-18,8,937.598
-16,8,939.364
-14,8,940.947
-12,8,942.338
-10,8,943.532
-8,8,944.521
-6,8,945.303
-4,8,945.873
-2,8,946.228
0,8,946.367
2,8,946.289
4,8,945.995
6,8,945.486
8,8,944.765
10,8,943.836
12,8,942.702
14,8,941.37
16,8,939.847
18,8,938.139
20,8,936.255
22,8,934.204
24,8,931.997
26,8,929.645
28,8,927.158
30,8,924.549
32,8,921.83
34,8,919.016
36,8,916.119
38,8,913.155
40,8,910.137
42,8,907.08
44,8,903.999
46,8,900.91
48,8,897.827
50,8,894.766
52,8,891.741
54,8,888.768
56,8,885.86
58,8,883.033
60,8,880.3
62,8,877.674
64,8,875.169
66,8,872.796
68,8,870.568
70,8,868.494
72,8,866.587
74,8,864.854
76,8,863.304
78,8,861.945
80,8,860.784
82,8,859.826
84,8,859.076
86,8,858.538
88,8,858.214
90,8,858.106
92,8,858.214
94,8,858.538
96,8,859.077
98,8,859.827
100,8,860.786
102,8,861.947
104,8,863.306
106,8,864.856
108,8,866.59
110,8,868.498
112,8,870.571
114,8,872.8
116,8,875.173
118,8,877.679
120,8,880.305
122,8,883.038
124,8,885.865
126,8,888.773
128,8,891.747
130,8,894.772
132,8,897.833
134,8,900.916
136,8,904.006
138,8,907.087
140,8,910.144
142,8,913.162
144,8,916.127
146,8,919.023
148,8,921.838
150,8,924.557
152,8,927.166
154,8,929.653
156,8,932.006
158,8,934.213
160,8,936.263
162,8,938.147
164,8,939.855
166,8,941.379
168,8,942.711
170,8,943.845
172,8,944.774
174,8,945.495
176,8,946.004
178,8,946.298
180,8,946.376
-180,10,933.501
-178,10,933.296
-176,10,932.757
-174,10,931.888
-172,10,930.692
-170,10,929.175
-168,10,927.344
-166,10,925.208
-164,10,922.777
-162,10,920.062
-160,10,917.077
-158,10,913.835
-156,10,910.354
-154,10,906.648
-152,10,902.737
-150,10,898.638
-148,10,894.372
-146,10,889.96
-144,10,885.422
-142,10,880.78
-140,10,876.058
-138,10,871.277
-136,10,866.462
-134,10,861.634
-132,10,856.819
-130,10,852.038
-128,10,847.316
-126,10,842.676
-124,10,838.139
-122,10,833.728
-120,10,829.465
-118,10,825.369
-116,10,821.463
-114,10,817.763
-112,10,814.289
-110,10,811.056
-108,10,808.082
-106,10,805.381
-104,10,802.965
-102,10,800.847
-100,10,799.037
-98,10,797.544
-96,10,796.375
-94,10,795.536
-92,10,795.031
-90,10,794.862
-88,10,795.03
-86,10,795.535
-84,10,796.374
-82,10,797.543
-80,10,799.036
-78,10,800.845
-76,10,802.963
-74,10,805.378
-72,10,808.079
-70,10,811.053
-68,10,814.284
-66,10,817.758
-64,10,821.458
-62,10,825.364
-60,10,829.459
-58,10,833.722
-56,10,838.133
-54,10,842.669
-52,10,847.309
-50,10,852.031
-48,10,856.811
-46,10,861.627
-44,10,866.454
-42,10,871.269
-40,10,876.049
-38,10,880.772
-36,10,885.413
-34,10,889.951
-32,10,894.363
-30,10,898.629
-28,10,902.727
-26,10,906.638
-24,10,910.344
-22,10,913.825
-20,10,917.066
-18,10,920.051
-16,10,922.766
-14,10,925.197
-12,10,927.333
-10,10,929.164
-8,10,930.681
-6,10,931.877
-4,10,932.746
-2,10,933.284
0,10,933.489
2,10,933.36
4,10,932.897
6,10,932.104
8,10,930.983
10,10,929.54
12,10,927.784
14,10,925.721
16,10,923.363
18,10,920.72
20,10,917.807
22,10,914.636
24,10,911.224
26,10,907.587
28,10,903.743
30,10,899.71
32,10,895.509
34,10,891.16
36,10,886.683
38,10,882.102
40,10,877.438
42,10,872.714
44,10,867.954
46,10,863.18
48,10,858.416
50,10,853.685
52,10,849.01
54,10,844.414
56,10,839.921
58,10,835.551
60,10,831.326
62,10,827.268
64,10,823.395
66,10,819.727
68,10,816.282
70,10,813.077
72,10,810.128
74,10,807.448
76,10,805.052
78,10,802.952
80,10,801.156
82,10,799.675
84,10,798.515
86,10,797.683
88,10,797.182
90,10,797.015
92,10,797.182
94,10,797.684
96,10,798.516
98,10,799.676
100,10,801.158
102,10,802.954
104,10,805.055
106,10,807.452
108,10,810.131
110,10,813.081
112,10,816.287
114,10,819.732
116,10,823.4
118,10,827.273
120,10,831.332
122,10,835.557
124,10,839.927
126,10,844.421
128,10,849.017
130,10,853.692
132,10,858.423
134,10,863.188
136,10,867.962
138,10,872.723
140,10,877.447
142,10,882.111
144,10,886.693
146,10,891.169
148,10,895.519
150,10,899.72
152,10,903.753
154,10,907.597
156,10,911.234
158,10,914.646
160,10,917.817
162,10,920.731
164,10,923.374
166,10,925.732
168,10,927.795
170,10,929.552
172,10,930.994
174,10,932.115
176,10,932.909
178,10,933.371
180,10,933.501
-180,12,917.773
-178,12,917.492
-176,12,916.738
-174,12,915.516
-172,12,913.83
-170,12,911.69
-168,12,909.105
-166,12,906.087
-164,12,902.651
-162,12,898.813
-160,12,894.592
-158,12,890.008
-156,12,885.082
-154,12,879.839
-152,12,874.304
-150,12,868.502
-148,12,862.464
-146,12,856.216
-144,12,849.79
-142,12,843.217
-140,12,836.528
-138,12,829.756
-136,12,822.934
-134,12,816.094
-132,12,809.27
-130,12,802.496
-128,12,795.803
-126,12,789.225
-124,12,782.793
-122,12,776.54
-120,12,770.495
-118,12,764.688
-116,12,759.148
-114,12,753.901
-112,12,748.973
-110,12,744.389
-108,12,740.17
-106,12,736.338
-104,12,732.911
-102,12,729.907
-100,12,727.339
-98,12,725.22
-96,12,723.562
-94,12,722.371
-92,12,721.654
-90,12,721.415
-88,12,721.654
-86,12,722.37
-84,12,723.56
-82,12,725.218
-80,12,727.337
-78,12,729.904
-76,12,732.908
-74,12,736.335
-72,12,740.166
-70,12,744.384
-68,12,748.968
-66,12,753.896
-64,12,759.142
-62,12,764.682
-60,12,770.488
-58,12,776.533
-56,12,782.786
-54,12,789.217
-52,12,795.795
-50,12,802.487
-48,12,809.262
-46,12,816.085
-44,12,822.924
-42,12,829.747
-40,12,836.518
-38,12,843.207
-36,12,849.78
-34,12,856.205
-32,12,862.452
-30,12,868.491
-28,12,874.292
-26,12,879.827
-24,12,885.07
-22,12,889.995
-20,12,894.579
-18,12,898.8
-16,12,902.638
-14,12,906.074
-12,12,909.092
-10,12,911.677
-8,12,913.817
-6,12,915.503
-4,12,916.725
-2,12,917.479
0,12,917.76
2,12,917.568
4,12,916.904
6,12,915.771
8,12,914.174
10,12,912.123
12,12,909.625
14,12,906.695
16,12,903.345
18,12,899.593
20,12,895.456
22,12,890.956
24,12,886.112
26,12,880.95
28,12,875.495
30,12,869.772
32,12,863.809
34,12,857.637
36,12,851.284
38,12,844.782
40,12,838.162
42,12,831.458
44,12,824.7
46,12,817.923
48,12,811.16
50,12,804.443
52,12,797.807
54,12,791.282
56,12,784.901
58,12,778.696
60,12,772.697
62,12,766.933
64,12,761.433
66,12,756.223
68,12,751.33
70,12,746.778
72,12,742.588
74,12,738.782
76,12,735.378
78,12,732.393
80,12,729.843
82,12,727.738
84,12,726.091
86,12,724.908
88,12,724.196
90,12,723.959
92,12,724.197
94,12,724.909
96,12,726.092
98,12,727.74
100,12,729.845
102,12,732.396
104,12,735.382
106,12,738.786
108,12,742.592
110,12,746.782
112,12,751.335
114,12,756.229
116,12,761.439
118,12,766.939
120,12,772.704
122,12,778.703
124,12,784.909
126,12,791.29
128,12,797.815
130,12,804.452
132,12,811.169
134,12,817.933
136,12,824.71
138,12,831.468
140,12,838.173
142,12,844.793
144,12,851.295
146,12,857.648
148,12,863.821
150,12,869.784
152,12,875.507
154,12,880.963
156,12,886.125
158,12,890.968
160,12,895.469
162,12,899.606
164,12,903.358
166,12,906.708
168,12,909.638
170,12,912.136
172,12,914.188
174,12,915.784
176,12,916.917
178,12,917.582
180,12,917.773
-180,14,899.201
-178,14,898.834
-176,14,897.836
-174,14,896.213
-172,14,893.971
-170,14,891.122
-168,14,887.68
-166,14,883.659
-164,14,879.08
-162,14,873.965
-160,14,868.337
-158,14,862.223
-156,14,855.654
-154,14,848.66
-152,14,841.275
-150,14,833.534
-148,14,825.475
-146,14,817.136
-144,14,808.558
-142,14,799.782
-140,14,790.851
-138,14,781.807
-136,14,772.695
-134,14,763.559
-132,14,754.443
-130,14,745.391
-128,14,736.448
-126,14,727.658
-124,14,719.062
-122,14,710.703
-120,14,702.622
-118,14,694.859
-116,14,687.452
-114,14,680.436
-112,14,673.846
-110,14,667.716
-108,14,662.074
-106,14,656.948
-104,14,652.365
-102,14,648.346
-100,14,644.911
-98,14,642.077
-96,14,639.858
-94,14,638.265
-92,14,637.306
-90,14,636.986
-88,14,637.305
-86,14,638.264
-84,14,639.856
-82,14,642.075
-80,14,644.908
-78,14,648.342
-76,14,652.361
-74,14,656.944
-72,14,662.069
-70,14,667.71
-68,14,673.841
-66,14,680.43
-64,14,687.445
-62,14,694.852
-60,14,702.615
-58,14,710.695
-56,14,719.053
-54,14,727.649
-52,14,736.439
-50,14,745.382
-48,14,754.433
-46,14,763.548
-44,14,772.684
-42,14,781.796
-40,14,790.839
-38,14,799.77
-36,14,808.546
-34,14,817.124
-32,14,825.462
-30,14,833.521
-28,14,841.261
-26,14,848.646
-24,14,855.64
-22,14,862.209
-20,14,868.322
-18,14,873.95
-16,14,879.065
-14,14,883.644
-12,14,887.664
-10,14,891.107
-8,14,893.956
-6,14,896.197
-4,14,897.82
-2,14,898.818
0,14,899.185
2,14,898.921
4,14,898.026
6,14,896.506
8,14,894.367
10,14,891.619
12,14,888.278
14,14,884.358
16,14,879.878
18,14,874.861
20,14,869.33
22,14,863.313
24,14,856.838
26,14,849.937
28,14,842.643
30,14,834.992
32,14,827.021
34,14,818.768
36,14,810.273
38,14,801.579
40,14,792.727
42,14,783.76
44,14,774.723
46,14,765.658
48,14,756.611
50,14,747.626
52,14,738.747
54,14,730.017
56,14,721.48
58,14,713.176
60,14,705.147
62,14,697.433
64,14,690.071
66,14,683.098
68,14,676.548
70,14,670.454
72,14,664.845
74,14,659.749
76,14,655.192
78,14,651.195
80,14,647.78
82,14,644.962
84,14,642.756
86,14,641.172
88,14,640.219
90,14,639.901
92,14,640.219
94,14,641.173
96,14,642.757
98,14,644.964
100,14,647.783
102,14,651.199
104,14,655.196
106,14,659.753
108,14,664.85
110,14,670.459
112,14,676.554
114,14,683.105
116,14,690.078
118,14,697.441
120,14,705.155
122,14,713.185
124,14,721.489
126,14,730.027
128,14,738.757
130,14,747.637
132,14,756.622
134,14,765.669
136,14,774.734
138,14,783.772
140,14,792.739
142,14,801.592
144,14,810.286
146,14,818.781
148,14,827.034
150,14,835.006
152,14,842.657
154,14,849.951
156,14,856.852
158,14,863.327
160,14,869.345
162,14,874.876
164,14,879.893
166,14,884.373
168,14,888.293
170,14,891.635
172,14,894.382
174,14,896.521
176,14,898.042
178,14,898.937
180,14,899.201
-180,16,877.792
-178,16,877.331
-176,16,876.065
-174,16,874
-172,16,871.146
-170,16,867.517
-168,16,863.128
-166,16,858.002
-164,16,852.163
-162,16,845.637
-160,16,838.457
-158,16,830.656
-156,16,822.271
-154,16,813.344
-152,16,803.915
-150,16,794.031
-148,16,783.74
-146,16,773.089
-144,16,762.132
-142,16,750.92
-140,16,739.508
-138,16,727.951
-136,16,716.305
-134,16,704.626
-132,16,692.972
-130,16,681.398
-128,16,669.962
-126,16,658.72
-124,16,647.725
-122,16,637.033
-120,16,626.695
-118,16,616.762
-116,16,607.283
-114,16,598.305
-112,16,589.872
-110,16,582.025
-108,16,574.803
-106,16,568.243
-104,16,562.375
-102,16,557.229
-100,16,552.831
-98,16,549.203
-96,16,546.362
-94,16,544.323
-92,16,543.095
-90,16,542.685
-88,16,543.094
-86,16,544.321
-84,16,546.36
-82,16,549.201
-80,16,552.829
-78,16,557.226
-76,16,562.371
-74,16,568.238
-72,16,574.798
-70,16,582.019
-68,16,589.866
-66,16,598.298
-64,16,607.276
-62,16,616.754
-60,16,626.686
-58,16,637.024
-56,16,647.716
-54,16,658.71
-52,16,669.952
-50,16,681.387
-48,16,692.96
-46,16,704.614
-44,16,716.292
-42,16,727.938
-40,16,739.495
-38,16,750.906
-36,16,762.118
-34,16,773.075
-32,16,783.725
-30,16,794.017
-28,16,803.9
-26,16,813.328
-24,16,822.256
-22,16,830.64
-20,16,838.44
-18,16,845.621
-16,16,852.146
-14,16,857.985
-12,16,863.111
-10,16,867.5
-8,16,871.129
-6,16,873.983
-4,16,876.047
-2,16,877.313
0,16,877.774
2,16,877.429
4,16,876.279
6,16,874.329
8,16,871.59
10,16,868.075
12,16,863.8
14,16,858.787
16,16,853.059
18,16,846.644
20,16,839.573
22,16,831.879
24,16,823.601
26,16,814.777
28,16,805.451
30,16,795.668
32,16,785.475
34,16,774.92
36,16,764.057
38,16,752.936
40,16,741.613
42,16,730.141
44,16,718.578
46,16,706.98
48,16,695.403
50,16,683.904
52,16,672.539
54,16,661.365
56,16,650.435
58,16,639.804
60,16,629.524
62,16,619.646
64,16,610.218
66,16,601.287
68,16,592.898
70,16,585.091
72,16,577.906
74,16,571.378
76,16,565.539
78,16,560.419
80,16,556.043
82,16,552.433
84,16,549.606
86,16,547.576
88,16,546.355
90,16,545.947
92,16,546.356
94,16,547.578
96,16,549.608
98,16,552.435
100,16,556.046
102,16,560.423
104,16,565.544
106,16,571.383
108,16,577.912
110,16,585.098
112,16,592.905
114,16,601.295
116,16,610.226
118,16,619.655
120,16,629.533
122,16,639.814
124,16,650.445
126,16,661.376
128,16,672.551
130,16,683.916
132,16,695.416
134,16,706.993
136,16,718.592
138,16,730.155
140,16,741.627
142,16,752.95
144,16,764.071
146,16,774.936
148,16,785.49
150,16,795.684
152,16,805.467
154,16,814.794
156,16,823.617
158,16,831.896
160,16,839.589
162,16,846.661
164,16,853.076
166,16,858.804
168,16,863.818
170,16,868.093
172,16,871.608
174,16,874.347
176,16,876.296
178,16,877.446
180,16,877.792
-180,18,853.557
-178,18,852.996
-176,18,851.443
-174,18,848.904
-172,18,845.392
-170,18,840.924
-168,18,835.519
-166,18,829.204
-164,18,822.009
-162,18,813.967
-160,18,805.116
-158,18,795.498
-156,18,785.16
-154,18,774.15
-152,18,762.521
