Phi[deg],Theta[deg],im(rEX)[mV]
-180,0,483.101
-178,0,483.101
-176,0,483.101
-174,0,483.101
-172,0,483.101
-170,0,483.101
-168,0,483.101
-166,0,483.101
-164,0,483.101
-162,0,483.101
-160,0,483.101
-158,0,483.101
-156,0,483.101
-154,0,483.101
-152,0,483.101
-150,0,483.101
-148,0,483.101
-146,0,483.101
-144,0,483.101
-142,0,483.101
-140,0,483.101
-138,0,483.101
-136,0,483.101
-134,0,483.101
-132,0,483.101
-130,0,483.101
-128,0,483.101
-126,0,483.101
-124,0,483.101
-122,0,483.101
-120,0,483.101
-118,0,483.101
-116,0,483.101
-114,0,483.101
-112,0,483.101
-110,0,483.101
-108,0,483.101
-106,0,483.101
-104,0,483.101
-102,0,483.101
-100,0,483.101
-98,0,483.101
-96,0,483.101
-94,0,483.101
-92,0,483.101
-90,0,483.101
-88,0,483.101
-86,0,483.101
-84,0,483.101
-82,0,483.101
-80,0,483.101
-78,0,483.101
-76,0,483.101
-74,0,483.101
-72,0,483.101
-70,0,483.101
-68,0,483.101
-66,0,483.101
-64,0,483.101
-62,0,483.101
-60,0,483.101
-58,0,483.101
-56,0,483.101
-54,0,483.101
-52,0,483.101
-50,0,483.101
-48,0,483.101
-46,0,483.101
-44,0,483.101
-42,0,483.101
-40,0,483.101
-38,0,483.101
-36,0,483.101
-34,0,483.101
-32,0,483.101
-30,0,483.101
-28,0,483.101
-26,0,483.101
-24,0,483.101
-22,0,483.101
-20,0,483.101
-18,0,483.101
-16,0,483.101
-14,0,483.101
-12,0,483.101
-10,0,483.101
-8,0,483.101
-6,0,483.101
-4,0,483.101
-2,0,483.101
0,0,483.101
2,0,483.101
4,0,483.101
6,0,483.101
8,0,483.101
10,0,483.101
12,0,483.101
14,0,483.101
16,0,483.101
18,0,483.101
20,0,483.101
22,0,483.101
24,0,483.101
26,0,483.101
28,0,483.101
30,0,483.101
32,0,483.101
34,0,483.101
36,0,483.101
38,0,483.101
40,0,483.101
42,0,483.101
44,0,483.101
46,0,483.101
48,0,483.101
50,0,483.101
52,0,483.101
54,0,483.101
56,0,483.101
58,0,483.101
60,0,483.101
62,0,483.101
64,0,483.101
66,0,483.101
68,0,483.101
70,0,483.101
72,0,483.101
74,0,483.101
76,0,483.101
78,0,483.101
80,0,483.101
82,0,483.101
84,0,483.101
86,0,483.101
88,0,483.101
90,0,483.101
92,0,483.101
94,0,483.101
96,0,483.101
98,0,483.101
100,0,483.101
102,0,483.101
104,0,483.101
106,0,483.101
108,0,483.101
110,0,483.101
112,0,483.101
114,0,483.101
116,0,483.101
118,0,483.101
120,0,483.101
122,0,483.101
124,0,483.101
126,0,483.101
128,0,483.101
130,0,483.101
132,0,483.101
134,0,483.101
136,0,483.101
138,0,483.101
140,0,483.101
142,0,483.101
144,0,483.101
146,0,483.101
148,0,483.101
150,0,483.101
152,0,483.101
154,0,483.101
156,0,483.101
158,0,483.101
160,0,483.101
162,0,483.101
164,0,483.101
166,0,483.101
168,0,483.101
170,0,483.101
172,0,483.101
174,0,483.101
176,0,483.101
178,0,483.101
180,0,483.101
-180,2,459.08
-178,2,458.991
-176,2,458.935
-174,2,458.911
-172,2,458.92
-170,2,458.962
-168,2,459.038
-166,2,459.147
-164,2,459.29
-162,2,459.467
-160,2,459.677
-158,2,459.921
-156,2,460.198
-154,2,460.507
-152,2,460.849
-150,2,461.223
-148,2,461.629
-146,2,462.065
-144,2,462.531
-142,2,463.026
-140,2,463.55
-138,2,464.102
-136,2,464.68
-134,2,465.283
-132,2,465.911
-130,2,466.563
-128,2,467.236
-126,2,467.931
-124,2,468.645
-122,2,469.377
-120,2,470.126
-118,2,470.891
-116,2,471.67
-114,2,472.461
-112,2,473.263
-110,2,474.075
-108,2,474.895
-106,2,475.721
-104,2,476.552
-102,2,477.387
-100,2,478.224
-98,2,479.061
-96,2,479.896
-94,2,480.73
-92,2,481.559
-90,2,482.382
-88,2,483.199
-86,2,484.007
-84,2,484.806
-82,2,485.594
-80,2,486.369
-78,2,487.132
-76,2,487.879
-74,2,488.611
-72,2,489.326
-70,2,490.024
-68,2,490.703
-66,2,491.362
-64,2,492.001
-62,2,492.619
-60,2,493.215
-58,2,493.789
-56,2,494.339
-54,2,494.867
-52,2,495.37
-50,2,495.849
-48,2,496.304
-46,2,496.734
-44,2,497.139
-42,2,497.519
-40,2,497.873
-38,2,498.203
-36,2,498.507
-34,2,498.787
-32,2,499.041
-30,2,499.271
-28,2,499.477
-26,2,499.658
-24,2,499.815
-22,2,499.949
-20,2,500.06
-18,2,500.148
-16,2,500.213
-14,2,500.257
-12,2,500.279
-10,2,500.281
-8,2,500.262
-6,2,500.223
-4,2,500.165
-2,2,500.087
0,2,499.992
2,2,499.878
4,2,499.747
6,2,499.6
8,2,499.436
10,2,499.256
12,2,499.06
14,2,498.85
16,2,498.625
18,2,498.386
20,2,498.133
22,2,497.867
24,2,497.588
26,2,497.296
28,2,496.992
30,2,496.676
32,2,496.348
34,2,496.008
36,2,495.657
38,2,495.295
40,2,494.922
42,2,494.539
44,2,494.144
46,2,493.739
48,2,493.324
50,2,492.898
52,2,492.463
54,2,492.017
56,2,491.561
58,2,491.096
60,2,490.62
62,2,490.135
64,2,489.64
66,2,489.136
68,2,488.622
70,2,488.099
72,2,487.566
74,2,487.024
76,2,486.474
78,2,485.914
80,2,485.346
82,2,484.769
84,2,484.185
86,2,483.592
88,2,482.992
90,2,482.384
92,2,481.77
94,2,481.149
96,2,480.522
98,2,479.889
100,2,479.251
102,2,478.608
104,2,477.962
106,2,477.311
108,2,476.659
110,2,476.004
112,2,475.347
114,2,474.69
116,2,474.034
118,2,473.378
120,2,472.724
122,2,472.073
124,2,471.426
126,2,470.784
128,2,470.147
130,2,469.517
132,2,468.894
134,2,468.281
136,2,467.677
138,2,467.084
140,2,466.504
142,2,465.936
144,2,465.383
146,2,464.845
148,2,464.324
150,2,463.82
152,2,463.336
154,2,462.871
156,2,462.426
158,2,462.004
160,2,461.605
162,2,461.23
164,2,460.88
166,2,460.555
168,2,460.258
170,2,459.988
172,2,459.746
174,2,459.534
176,2,459.352
178,2,459.2
180,2,459.08
-180,4,428.165
-178,4,427.786
-176,4,427.486
-174,4,427.266
-172,4,427.127
-170,4,427.072
-168,4,427.1
-166,4,427.213
-164,4,427.412
-162,4,427.696
-160,4,428.067
-158,4,428.524
-156,4,429.066
-154,4,429.694
-152,4,430.406
-150,4,431.202
-148,4,432.08
-146,4,433.038
-144,4,434.075
-142,4,435.188
-140,4,436.376
-138,4,437.637
-136,4,438.966
-134,4,440.362
-132,4,441.822
-130,4,443.342
-128,4,444.918
-126,4,446.548
-124,4,448.227
-122,4,449.951
-120,4,451.717
-118,4,453.52
-116,4,455.356
-114,4,457.221
-112,4,459.111
-110,4,461.02
-108,4,462.945
-106,4,464.881
-104,4,466.823
-102,4,468.767
-100,4,470.709
-98,4,472.644
-96,4,474.568
-94,4,476.476
-92,4,478.365
-90,4,480.23
-88,4,482.067
-86,4,483.873
-84,4,485.644
-82,4,487.377
-80,4,489.067
-78,4,490.713
-76,4,492.31
-74,4,493.856
-72,4,495.35
-70,4,496.787
-68,4,498.167
-66,4,499.487
-64,4,500.746
-62,4,501.941
-60,4,503.073
-58,4,504.14
-56,4,505.142
-54,4,506.077
-52,4,506.945
-50,4,507.748
-48,4,508.483
-46,4,509.153
-44,4,509.758
-42,4,510.298
-40,4,510.774
-38,4,511.188
-36,4,511.54
-34,4,511.833
-32,4,512.068
-30,4,512.246
-28,4,512.37
-26,4,512.442
-24,4,512.463
-22,4,512.436
-20,4,512.363
-18,4,512.246
-16,4,512.088
-14,4,511.891
-12,4,511.657
-10,4,511.389
-8,4,511.088
-6,4,510.758
-4,4,510.401
-2,4,510.018
0,4,509.612
2,4,509.185
4,4,508.739
6,4,508.276
8,4,507.797
10,4,507.305
12,4,506.801
14,4,506.286
16,4,505.761
18,4,505.229
20,4,504.689
22,4,504.142
24,4,503.59
26,4,503.033
28,4,502.472
30,4,501.906
32,4,501.336
34,4,500.763
36,4,500.185
38,4,499.602
40,4,499.015
42,4,498.423
44,4,497.825
46,4,497.22
48,4,496.609
50,4,495.989
52,4,495.36
54,4,494.721
56,4,494.071
58,4,493.409
60,4,492.733
62,4,492.043
64,4,491.337
66,4,490.614
68,4,489.873
70,4,489.113
72,4,488.333
74,4,487.531
76,4,486.706
78,4,485.858
80,4,484.986
82,4,484.088
84,4,483.165
86,4,482.215
88,4,481.238
90,4,480.234
92,4,479.202
94,4,478.142
96,4,477.055
98,4,475.94
100,4,474.798
102,4,473.629
104,4,472.434
106,4,471.214
108,4,469.969
110,4,468.701
112,4,467.411
114,4,466.101
116,4,464.772
118,4,463.425
120,4,462.064
122,4,460.689
124,4,459.304
126,4,457.91
128,4,456.51
130,4,455.106
132,4,453.702
134,4,452.301
136,4,450.904
138,4,449.516
140,4,448.14
142,4,446.778
144,4,445.435
146,4,444.112
148,4,442.815
150,4,441.546
152,4,440.308
154,4,439.106
156,4,437.942
158,4,436.821
160,4,435.744
162,4,434.717
164,4,433.741
166,4,432.82
168,4,431.958
170,4,431.157
172,4,430.419
174,4,429.749
176,4,429.148
178,4,428.619
180,4,428.165
-180,6,390.682
-178,6,389.818
-176,6,389.09
-174,6,388.503
-172,6,388.061
-170,6,387.766
-168,6,387.622
-166,6,387.63
-164,6,387.792
-162,6,388.111
-160,6,388.586
-158,6,389.218
-156,6,390.007
-154,6,390.953
-152,6,392.053
-150,6,393.307
-148,6,394.713
-146,6,396.267
-144,6,397.967
-142,6,399.809
-140,6,401.789
-138,6,403.902
-136,6,406.144
-134,6,408.508
-132,6,410.99
-130,6,413.582
-128,6,416.278
-126,6,419.071
-124,6,421.954
-122,6,424.919
-120,6,427.959
-118,6,431.064
-116,6,434.227
-114,6,437.44
-112,6,440.693
-110,6,443.978
-108,6,447.286
-106,6,450.608
-104,6,453.935
-102,6,457.259
-100,6,460.571
-98,6,463.861
-96,6,467.122
-94,6,470.345
-92,6,473.521
-90,6,476.644
-88,6,479.705
-86,6,482.697
-84,6,485.613
-82,6,488.446
-80,6,491.19
-78,6,493.839
-76,6,496.388
-74,6,498.832
-72,6,501.165
-70,6,503.385
-68,6,505.487
-66,6,507.468
-64,6,509.326
-62,6,511.059
-60,6,512.665
-58,6,514.143
-56,6,515.492
-54,6,516.714
-52,6,517.807
-50,6,518.773
-48,6,519.613
-46,6,520.33
-44,6,520.925
-42,6,521.402
-40,6,521.763
-38,6,522.012
-36,6,522.153
-34,6,522.19
-32,6,522.127
-30,6,521.97
-28,6,521.723
-26,6,521.392
-24,6,520.981
-22,6,520.497
-20,6,519.945
-18,6,519.33
-16,6,518.658
-14,6,517.936
-12,6,517.168
-10,6,516.36
-8,6,515.518
-6,6,514.648
-4,6,513.754
-2,6,512.841
0,6,511.915
2,6,510.98
4,6,510.041
6,6,509.101
8,6,508.165
10,6,507.235
12,6,506.316
14,6,505.41
16,6,504.52
18,6,503.648
20,6,502.795
22,6,501.963
24,6,501.154
26,6,500.367
28,6,499.603
30,6,498.863
32,6,498.145
34,6,497.45
36,6,496.775
38,6,496.121
40,6,495.484
42,6,494.863
44,6,494.256
46,6,493.661
48,6,493.074
50,6,492.492
52,6,491.913
54,6,491.333
56,6,490.749
58,6,490.157
60,6,489.553
62,6,488.934
64,6,488.296
66,6,487.636
68,6,486.949
70,6,486.231
72,6,485.48
74,6,484.691
76,6,483.861
78,6,482.987
80,6,482.065
82,6,481.093
84,6,480.068
86,6,478.987
88,6,477.848
90,6,476.65
92,6,475.389
94,6,474.066
96,6,472.678
98,6,471.225
100,6,469.707
102,6,468.123
104,6,466.474
106,6,464.76
108,6,462.982
110,6,461.142
112,6,459.242
114,6,457.283
116,6,455.267
118,6,453.199
120,6,451.08
122,6,448.915
124,6,446.707
126,6,444.461
128,6,442.18
130,6,439.871
132,6,437.537
134,6,435.185
136,6,432.82
138,6,430.448
140,6,428.075
142,6,425.707
144,6,423.351
146,6,421.013
148,6,418.701
150,6,416.42
152,6,414.179
154,6,411.983
156,6,409.84
158,6,407.756
160,6,405.74
162,6,403.796
164,6,401.934
166,6,400.158
168,6,398.475
170,6,396.893
172,6,395.416
174,6,394.051
176,6,392.804
178,6,391.679
180,6,390.682
-180,8,347.046
-178,8,345.507
-176,8,344.174
-174,8,343.055
-172,8,342.157
-170,8,341.484
-168,8,341.042
-166,8,340.835
-164,8,340.868
-162,8,341.142
-160,8,341.66
-158,8,342.423
-156,8,343.431
-154,8,344.684
-152,8,346.181
-150,8,347.92
-148,8,349.896
-146,8,352.108
-144,8,354.549
-142,8,357.215
-140,8,360.099
-138,8,363.194
-136,8,366.492
-134,8,369.984
-132,8,373.661
-130,8,377.514
-128,8,381.53
-126,8,385.699
-124,8,390.009
-122,8,394.448
-120,8,399.003
-118,8,403.66
-116,8,408.405
-114,8,413.225
-112,8,418.106
-110,8,423.032
-108,8,427.99
-106,8,432.965
-104,8,437.941
-102,8,442.905
-100,8,447.842
-98,8,452.737
-96,8,457.577
-94,8,462.347
-92,8,467.034
-90,8,471.626
-88,8,476.108
-86,8,480.47
-84,8,484.701
-82,8,488.788
-80,8,492.722
-78,8,496.494
-76,8,500.094
-74,8,503.515
-72,8,506.75
-70,8,509.793
-68,8,512.638
-66,8,515.28
-64,8,517.717
-62,8,519.945
-60,8,521.962
-58,8,523.768
-56,8,525.363
-54,8,526.748
-52,8,527.924
-50,8,528.895
-48,8,529.663
-46,8,530.233
-44,8,530.61
-42,8,530.801
-40,8,530.81
-38,8,530.646
-36,8,530.316
-34,8,529.829
-32,8,529.193
-30,8,528.417
-28,8,527.511
-26,8,526.486
-24,8,525.35
-22,8,524.115
-20,8,522.791
-18,8,521.389
-16,8,519.919
-14,8,518.392
-12,8,516.818
-10,8,515.207
-8,8,513.571
-6,8,511.917
-4,8,510.257
-2,8,508.598
0,8,506.951
2,8,505.322
4,8,503.72
6,8,502.152
8,8,500.624
10,8,499.143
12,8,497.713
14,8,496.34
16,8,495.027
18,8,493.779
20,8,492.597
22,8,491.483
24,8,490.44
26,8,489.467
28,8,488.564
30,8,487.731
32,8,486.966
34,8,486.267
36,8,485.631
38,8,485.055
40,8,484.536
42,8,484.069
44,8,483.648
46,8,483.27
48,8,482.927
50,8,482.614
52,8,482.324
54,8,482.05
56,8,481.786
58,8,481.525
60,8,481.258
62,8,480.978
64,8,480.678
66,8,480.35
68,8,479.986
70,8,479.579
72,8,479.122
74,8,478.607
76,8,478.028
78,8,477.377
80,8,476.648
82,8,475.835
84,8,474.932
86,8,473.934
88,8,472.836
90,8,471.633
92,8,470.322
94,8,468.898
96,8,467.36
98,8,465.705
100,8,463.931
102,8,462.037
104,8,460.022
106,8,457.887
108,8,455.633
110,8,453.26
112,8,450.772
114,8,448.17
116,8,445.457
118,8,442.639
120,8,439.72
122,8,436.705
124,8,433.599
126,8,430.409
128,8,427.142
130,8,423.806
132,8,420.409
134,8,416.959
136,8,413.464
138,8,409.936
140,8,406.383
142,8,402.815
144,8,399.243
146,8,395.678
148,8,392.131
150,8,388.613
152,8,385.136
154,8,381.71
156,8,378.348
158,8,375.06
160,8,371.859
162,8,368.757
164,8,365.763
166,8,362.891
168,8,360.15
170,8,357.551
172,8,355.105
174,8,352.823
176,8,350.712
178,8,348.784
180,8,347.046
-180,10,297.752
-178,10,295.361
-176,10,293.256
-174,10,291.447
-172,10,289.945
-170,10,288.759
-168,10,287.898
-166,10,287.368
-164,10,287.175
-162,10,287.324
-160,10,287.818
-158,10,288.662
-156,10,289.854
-154,10,291.397
-152,10,293.287
-150,10,295.524
-148,10,298.102
-146,10,301.017
-144,10,304.263
-142,10,307.832
-140,10,311.715
-138,10,315.903
-136,10,320.383
-134,10,325.143
-132,10,330.171
-130,10,335.452
-128,10,340.969
-126,10,346.707
-124,10,352.648
-122,10,358.774
-120,10,365.066
-118,10,371.504
-116,10,378.069
-114,10,384.738
-112,10,391.493
-110,10,398.31
-108,10,405.168
-106,10,412.046
-104,10,418.921
-102,10,425.772
-100,10,432.577
-98,10,439.314
-96,10,445.964
-94,10,452.503
-92,10,458.914
-90,10,465.177
-88,10,471.271
-86,10,477.181
-84,10,482.888
-82,10,488.378
-80,10,493.633
-78,10,498.642
-76,10,503.39
-74,10,507.868
-72,10,512.063
-70,10,515.968
-68,10,519.575
-66,10,522.878
-64,10,525.871
-62,10,528.553
-60,10,530.92
-58,10,532.973
-56,10,534.712
-54,10,536.14
-52,10,537.26
-50,10,538.078
-48,10,538.6
-46,10,538.833
-44,10,538.787
-42,10,538.471
-40,10,537.896
-38,10,537.074
-36,10,536.019
-34,10,534.744
-32,10,533.263
-30,10,531.592
-28,10,529.746
-26,10,527.741
-24,10,525.595
-22,10,523.324
-20,10,520.944
-18,10,518.473
-16,10,515.929
-14,10,513.327
-12,10,510.684
-10,10,508.018
-8,10,505.343
-6,10,502.676
-4,10,500.031
-2,10,497.422
0,10,494.863
2,10,492.366
4,10,489.944
6,10,487.608
8,10,485.367
10,10,483.23
12,10,481.206
14,10,479.301
16,10,477.52
18,10,475.869
20,10,474.352
22,10,472.97
24,10,471.724
26,10,470.616
28,10,469.643
30,10,468.805
32,10,468.097
34,10,467.516
36,10,467.057
38,10,466.714
40,10,466.479
42,10,466.346
44,10,466.305
46,10,466.347
48,10,466.463
50,10,466.643
52,10,466.874
54,10,467.146
56,10,467.447
58,10,467.764
60,10,468.086
62,10,468.4
64,10,468.694
66,10,468.954
68,10,469.168
70,10,469.324
72,10,469.41
74,10,469.413
76,10,469.323
78,10,469.127
80,10,468.816
82,10,468.378
84,10,467.805
86,10,467.088
88,10,466.217
90,10,465.186
92,10,463.987
94,10,462.615
96,10,461.065
98,10,459.332
100,10,457.413
102,10,455.305
104,10,453.007
106,10,450.518
108,10,447.839
110,10,444.971
112,10,441.917
114,10,438.679
116,10,435.263
118,10,431.673
120,10,427.916
122,10,423.998
124,10,419.929
126,10,415.716
128,10,411.37
130,10,406.901
132,10,402.321
134,10,397.643
136,10,392.878
138,10,388.04
140,10,383.144
142,10,378.204
144,10,373.236
146,10,368.255
148,10,363.278
150,10,358.32
152,10,353.398
154,10,348.53
156,10,343.733
158,10,339.023
160,10,334.417
162,10,329.933
164,10,325.588
166,10,321.398
168,10,317.38
170,10,313.551
172,10,309.924
174,10,306.517
176,10,303.343
178,10,300.417
180,10,297.752
-180,12,243.374
-178,12,239.967
-176,12,236.933
-174,12,234.287
-172,12,232.044
-170,12,230.217
-168,12,228.818
-166,12,227.858
-164,12,227.345
-162,12,227.287
-160,12,227.689
-158,12,228.557
-156,12,229.892
-154,12,231.696
-152,12,233.967
-150,12,236.703
-148,12,239.899
-146,12,243.55
-144,12,247.647
-142,12,252.18
-140,12,257.139
-138,12,262.509
-136,12,268.277
-134,12,274.425
-132,12,280.936
-130,12,287.79
-128,12,294.966
-126,12,302.442
-124,12,310.193
-122,12,318.196
-120,12,326.425
-118,12,334.851
-116,12,343.449
-114,12,352.188
-112,12,361.041
-110,12,369.976
-108,12,378.965
-106,12,387.977
-104,12,396.982
-102,12,405.949
-100,12,414.847
-98,12,423.649
-96,12,432.323
-94,12,440.841
-92,12,449.176
-90,12,457.299
-88,12,465.186
-86,12,472.811
-84,12,480.15
-82,12,487.181
-80,12,493.883
-78,12,500.237
-76,12,506.226
-74,12,511.833
-72,12,517.045
-70,12,521.849
-68,12,526.236
-66,12,530.198
-64,12,533.728
-62,12,536.822
-60,12,539.479
-58,12,541.699
-56,12,543.483
-54,12,544.837
-52,12,545.767
-50,12,546.279
-48,12,546.386
-46,12,546.098
-44,12,545.428
-42,12,544.393
-40,12,543.009
-38,12,541.294
-36,12,539.267
-34,12,536.95
-32,12,534.363
-30,12,531.529
-28,12,528.472
-26,12,525.215
-24,12,521.784
-22,12,518.202
-20,12,514.496
-18,12,510.689
-16,12,506.807
-14,12,502.874
-12,12,498.915
-10,12,494.954
-8,12,491.013
-6,12,487.115
-4,12,483.281
-2,12,479.532
0,12,475.887
2,12,472.364
4,12,468.98
6,12,465.75
8,12,462.688
10,12,459.806
12,12,457.116
14,12,454.626
16,12,452.344
18,12,450.276
20,12,448.426
22,12,446.797
24,12,445.39
26,12,444.205
28,12,443.238
30,12,442.486
32,12,441.944
34,12,441.605
36,12,441.46
38,12,441.501
40,12,441.715
42,12,442.092
44,12,442.619
46,12,443.28
48,12,444.061
50,12,444.946
52,12,445.919
54,12,446.962
56,12,448.059
58,12,449.189
60,12,450.337
62,12,451.482
64,12,452.606
66,12,453.691
68,12,454.718
70,12,455.668
72,12,456.525
74,12,457.27
76,12,457.886
78,12,458.357
80,12,458.667
82,12,458.802
84,12,458.746
86,12,458.487
88,12,458.012
90,12,457.31
92,12,456.372
94,12,455.187
96,12,453.749
98,12,452.05
100,12,450.085
102,12,447.85
104,12,445.343
106,12,442.561
108,12,439.506
110,12,436.178
112,12,432.58
114,12,428.715
116,12,424.59
118,12,420.211
120,12,415.586
122,12,410.724
124,12,405.636
126,12,400.334
128,12,394.831
130,12,389.14
132,12,383.277
134,12,377.259
136,12,371.102
138,12,364.825
140,12,358.447
142,12,351.987
144,12,345.467
146,12,338.907
148,12,332.33
150,12,325.757
152,12,319.212
154,12,312.716
156,12,306.295
158,12,299.97
160,12,293.767
162,12,287.707
164,12,281.814
166,12,276.112
168,12,270.623
170,12,265.369
172,12,260.372
174,12,255.655
176,12,251.236
178,12,247.136
180,12,243.374
-180,14,184.552
-178,14,179.983
-176,14,175.879
-174,14,172.262
-172,14,169.151
-170,14,166.563
-168,14,164.516
-166,14,163.023
-164,14,162.098
-162,14,161.75
-160,14,161.989
-158,14,162.821
-156,14,164.251
-154,14,166.279
-152,14,168.907
-150,14,172.132
-148,14,175.949
-146,14,180.35
-144,14,185.327
-142,14,190.867
-140,14,196.957
-138,14,203.579
-136,14,210.717
-134,14,218.347
-132,14,226.449
-130,14,234.996
-128,14,243.963
-126,14,253.319
-124,14,263.035
-122,14,273.078
-120,14,283.415
-118,14,294.01
-116,14,304.828
-114,14,315.83
-112,14,326.98
-110,14,338.237
-108,14,349.562
-106,14,360.915
-104,14,372.257
-102,14,383.547
-100,14,394.744
-98,14,405.811
-96,14,416.707
-94,14,427.395
-92,14,437.837
-90,14,447.997
-88,14,457.841
-86,14,467.336
-84,14,476.45
-82,14,485.153
-80,14,493.418
-78,14,501.219
-76,14,508.533
-74,14,515.339
-72,14,521.619
-70,14,527.358
-68,14,532.541
-66,14,537.159
-64,14,541.205
-62,14,544.674
-60,14,547.563
-58,14,549.874
-56,14,551.61
-54,14,552.778
-52,14,553.388
-50,14,553.45
-48,14,552.98
-46,14,551.995
-44,14,550.513
-42,14,548.557
-40,14,546.149
-38,14,543.316
-36,14,540.084
-34,14,536.483
-32,14,532.542
-30,14,528.293
-28,14,523.769
-26,14,519.003
-24,14,514.028
-22,14,508.879
-20,14,503.59
-18,14,498.197
-16,14,492.732
-14,14,487.231
-12,14,481.725
-10,14,476.248
-8,14,470.831
-6,14,465.505
-4,14,460.297
-2,14,455.237
0,14,450.349
2,14,445.658
4,14,441.186
6,14,436.953
8,14,432.979
10,14,429.278
12,14,425.865
14,14,422.751
16,14,419.946
18,14,417.458
20,14,415.29
22,14,413.446
24,14,411.925
26,14,410.727
28,14,409.845
30,14,409.276
32,14,409.009
34,14,409.034
36,14,409.341
38,14,409.913
40,14,410.737
42,14,411.794
44,14,413.066
46,14,414.532
48,14,416.173
50,14,417.964
52,14,419.884
54,14,421.909
56,14,424.013
58,14,426.172
60,14,428.36
62,14,430.552
64,14,432.722
66,14,434.846
68,14,436.896
70,14,438.849
72,14,440.68
74,14,442.365
76,14,443.881
78,14,445.205
80,14,446.317
82,14,447.195
84,14,447.821
86,14,448.176
88,14,448.244
90,14,448.01
92,14,447.459
94,14,446.58
96,14,445.361
98,14,443.794
100,14,441.87
102,14,439.585
104,14,436.933
106,14,433.914
108,14,430.525
110,14,426.769
112,14,422.648
114,14,418.167
116,14,413.333
118,14,408.154
120,14,402.64
122,14,396.802
124,14,390.653
126,14,384.209
128,14,377.486
130,14,370.502
132,14,363.276
134,14,355.829
136,14,348.182
138,14,340.36
140,14,332.386
142,14,324.286
144,14,316.086
146,14,307.813
148,14,299.496
150,14,291.163
152,14,282.843
154,14,274.567
156,14,266.364
158,14,258.264
160,14,250.298
162,14,242.497
164,14,234.89
166,14,227.509
168,14,220.381
170,14,213.538
172,14,207.007
174,14,200.816
176,14,194.992
178,14,189.563
180,14,184.552
-180,16,121.988
-178,16,116.13
-176,16,110.834
-174,16,106.126
-172,16,102.031
-170,16,98.5744
-168,16,95.7759
-166,16,93.655
-164,16,92.2286
-162,16,91.5109
-160,16,91.5139
-158,16,92.2469
-156,16,93.7162
-154,16,95.9258
-152,16,98.8766
-150,16,102.567
-148,16,106.991
-146,16,112.142
-144,16,118.009
-142,16,124.579
-140,16,131.833
-138,16,139.754
-136,16,148.319
-134,16,157.501
-132,16,167.275
-130,16,177.608
-128,16,188.467
-126,16,199.818
-124,16,211.621
-122,16,223.837
-120,16,236.424
-118,16,249.338
-116,16,262.534
-114,16,275.963
-112,16,289.579
-110,16,303.331
-108,16,317.17
-106,16,331.045
-104,16,344.905
-102,16,358.699
-100,16,372.376
-98,16,385.886
-96,16,399.179
-94,16,412.206
-92,16,424.92
-90,16,437.275
-88,16,449.226
-86,16,460.73
-84,16,471.748
-82,16,482.241
-80,16,492.173
-78,16,501.513
-76,16,510.231
-74,16,518.299
-72,16,525.695
-70,16,532.399
-68,16,538.393
-66,16,543.666
-64,16,548.209
-62,16,552.014
-60,16,555.081
-58,16,557.412
-56,16,559.012
-54,16,559.891
-52,16,560.06
-50,16,559.536
-48,16,558.34
-46,16,556.493
-44,16,554.022
-42,16,550.956
-40,16,547.325
-38,16,543.164
-36,16,538.51
-34,16,533.401
-32,16,527.876
-30,16,521.978
-28,16,515.749
-26,16,509.235
-24,16,502.478
-22,16,495.525
-20,16,488.421
-18,16,481.211
-16,16,473.941
-14,16,466.654
-12,16,459.394
-10,16,452.203
-8,16,445.122
-6,16,438.19
-4,16,431.445
-2,16,424.923
0,16,418.656
2,16,412.676
4,16,407.01
6,16,401.686
8,16,396.724
10,16,392.147
12,16,387.97
14,16,384.208
16,16,380.873
18,16,377.972
20,16,375.51
22,16,373.49
24,16,371.911
26,16,370.769
28,16,370.057
30,16,369.766
32,16,369.884
34,16,370.396
36,16,371.286
38,16,372.533
40,16,374.117
42,16,376.014
44,16,378.198
46,16,380.644
48,16,383.322
50,16,386.204
52,16,389.258
54,16,392.452
56,16,395.756
58,16,399.135
60,16,402.556
62,16,405.986
64,16,409.392
66,16,412.74
68,16,415.998
70,16,419.133
72,16,422.114
74,16,424.91
76,16,427.49
78,16,429.827
80,16,431.892
82,16,433.66
84,16,435.106
86,16,436.207
88,16,436.941
90,16,437.289
92,16,437.233
94,16,436.758
96,16,435.849
98,16,434.495
100,16,432.685
102,16,430.413
104,16,427.673
106,16,424.462
108,16,420.778
110,16,416.623
112,16,412.001
114,16,406.916
116,16,401.376
118,16,395.392
120,16,388.975
122,16,382.139
124,16,374.901
126,16,367.279
128,16,359.292
130,16,350.962
132,16,342.314
134,16,333.372
136,16,324.163
138,16,314.716
140,16,305.06
142,16,295.228
144,16,285.251
146,16,275.163
148,16,264.998
150,16,254.793
152,16,244.583
154,16,234.404
156,16,224.295
158,16,214.293
160,16,204.435
162,16,194.76
164,16,185.305
166,16,176.108
168,16,167.206
170,16,158.635
172,16,150.433
174,16,142.633
176,16,135.271
178,16,128.378
180,16,121.988
-180,18,56.4373
-178,18,49.1848
-176,18,42.5914
-174,18,36.6907
-172,18,31.5143
-170,18,27.0916
-168,18,23.4494
-166,18,20.6119
-164,18,18.6007
-162,18,17.4345
-160,18,17.129
-158,18,17.6966
