Phi[deg],Theta[deg],re(rEY)[mV]
-180,0,2550.39
-178,0,2550.39
-176,0,2550.39
-174,0,2550.39
-172,0,2550.39
-170,0,2550.39
-168,0,2550.39
-166,0,2550.39
-164,0,2550.39
-162,0,2550.39
-160,0,2550.39
-158,0,2550.39
-156,0,2550.39
-154,0,2550.39
-152,0,2550.39
-150,0,2550.39
-148,0,2550.39
-146,0,2550.39
-144,0,2550.39
-142,0,2550.39
-140,0,2550.39
-138,0,2550.39
-136,0,2550.39
-134,0,2550.39
-132,0,2550.39
-130,0,2550.39
-128,0,2550.39
-126,0,2550.39
-124,0,2550.39
-122,0,2550.39
-120,0,2550.39
-118,0,2550.39
-116,0,2550.39
-114,0,2550.39
-112,0,2550.39
-110,0,2550.39
-108,0,2550.39
-106,0,2550.39
-104,0,2550.39
-102,0,2550.39
-100,0,2550.39
-98,0,2550.39
-96,0,2550.39
-94,0,2550.39
-92,0,2550.39
-90,0,2550.39
-88,0,2550.39
-86,0,2550.39
-84,0,2550.39
-82,0,2550.39
-80,0,2550.39
-78,0,2550.39
-76,0,2550.39
-74,0,2550.39
-72,0,2550.39
-70,0,2550.39
-68,0,2550.39
-66,0,2550.39
-64,0,2550.39
-62,0,2550.39
-60,0,2550.39
-58,0,2550.39
-56,0,2550.39
-54,0,2550.39
-52,0,2550.39
-50,0,2550.39
-48,0,2550.39
-46,0,2550.39
-44,0,2550.39
-42,0,2550.39
-40,0,2550.39
-38,0,2550.39
-36,0,2550.39
-34,0,2550.39
-32,0,2550.39
-30,0,2550.39
-28,0,2550.39
-26,0,2550.39
-24,0,2550.39
-22,0,2550.39
-20,0,2550.39
-18,0,2550.39
-16,0,2550.39
-14,0,2550.39
-12,0,2550.39
-10,0,2550.39
-8,0,2550.39
-6,0,2550.39
-4,0,2550.39
-2,0,2550.39
0,0,2550.39
2,0,2550.39
4,0,2550.39
6,0,2550.39
8,0,2550.39
10,0,2550.39
12,0,2550.39
14,0,2550.39
16,0,2550.39
18,0,2550.39
20,0,2550.39
22,0,2550.39
24,0,2550.39
26,0,2550.39
28,0,2550.39
30,0,2550.39
32,0,2550.39
34,0,2550.39
36,0,2550.39
38,0,2550.39
40,0,2550.39
42,0,2550.39
44,0,2550.39
46,0,2550.39
48,0,2550.39
50,0,2550.39
52,0,2550.39
54,0,2550.39
56,0,2550.39
58,0,2550.39
60,0,2550.39
62,0,2550.39
64,0,2550.39
66,0,2550.39
68,0,2550.39
70,0,2550.39
72,0,2550.39
74,0,2550.39
76,0,2550.39
78,0,2550.39
80,0,2550.39
82,0,2550.39
84,0,2550.39
86,0,2550.39
88,0,2550.39
90,0,2550.39
92,0,2550.39
94,0,2550.39
96,0,2550.39
98,0,2550.39
100,0,2550.39
102,0,2550.39
104,0,2550.39
106,0,2550.39
108,0,2550.39
110,0,2550.39
112,0,2550.39
114,0,2550.39
116,0,2550.39
118,0,2550.39
120,0,2550.39
122,0,2550.39
124,0,2550.39
126,0,2550.39
128,0,2550.39
130,0,2550.39
132,0,2550.39
134,0,2550.39
136,0,2550.39
138,0,2550.39
140,0,2550.39
142,0,2550.39
144,0,2550.39
146,0,2550.39
148,0,2550.39
150,0,2550.39
152,0,2550.39
154,0,2550.39
156,0,2550.39
158,0,2550.39
160,0,2550.39
162,0,2550.39
164,0,2550.39
166,0,2550.39
168,0,2550.39
170,0,2550.39
172,0,2550.39
174,0,2550.39
176,0,2550.39
178,0,2550.39
180,0,2550.39
-180,2,2549.53
-178,2,2549.2
-176,2,2548.86
-174,2,2548.51
-172,2,2548.16
-170,2,2547.8
-168,2,2547.44
-166,2,2547.08
-164,2,2546.71
-162,2,2546.35
-160,2,2545.98
-158,2,2545.61
-156,2,2545.25
-154,2,2544.89
-152,2,2544.54
-150,2,2544.19
-148,2,2543.84
-146,2,2543.51
-144,2,2543.18
-142,2,2542.86
-140,2,2542.56
-138,2,2542.26
-136,2,2541.98
-134,2,2541.71
-132,2,2541.46
-130,2,2541.22
-128,2,2540.99
-126,2,2540.79
-124,2,2540.59
-122,2,2540.42
-120,2,2540.26
-118,2,2540.13
-116,2,2540.01
-114,2,2539.9
-112,2,2539.82
-110,2,2539.76
-108,2,2539.71
-106,2,2539.68
-104,2,2539.68
-102,2,2539.69
-100,2,2539.72
-98,2,2539.77
-96,2,2539.83
-94,2,2539.91
-92,2,2540.01
-90,2,2540.13
-88,2,2540.26
-86,2,2540.41
-84,2,2540.57
-82,2,2540.74
-80,2,2540.93
-78,2,2541.13
-76,2,2541.35
-74,2,2541.57
-72,2,2541.8
-70,2,2542.04
-68,2,2542.29
-66,2,2542.54
-64,2,2542.81
-62,2,2543.07
-60,2,2543.34
-58,2,2543.61
-56,2,2543.89
-54,2,2544.17
-52,2,2544.44
-50,2,2544.72
-48,2,2544.99
-46,2,2545.26
-44,2,2545.53
-42,2,2545.8
-40,2,2546.06
-38,2,2546.31
-36,2,2546.56
-34,2,2546.8
-32,2,2547.04
-30,2,2547.26
-28,2,2547.48
-26,2,2547.69
-24,2,2547.89
-22,2,2548.08
-20,2,2548.26
-18,2,2548.43
-16,2,2548.59
-14,2,2548.75
-12,2,2548.89
-10,2,2549.02
-8,2,2549.14
-6,2,2549.25
-4,2,2549.35
-2,2,2549.44
0,2,2549.53
2,2,2549.6
4,2,2549.67
6,2,2549.72
8,2,2549.77
10,2,2549.81
12,2,2549.85
14,2,2549.88
16,2,2549.9
18,2,2549.92
20,2,2549.94
22,2,2549.95
24,2,2549.96
26,2,2549.96
28,2,2549.97
30,2,2549.97
32,2,2549.97
34,2,2549.97
36,2,2549.98
38,2,2549.98
40,2,2549.99
42,2,2550
44,2,2550.01
46,2,2550.02
48,2,2550.04
50,2,2550.06
52,2,2550.09
54,2,2550.12
56,2,2550.16
58,2,2550.2
60,2,2550.25
62,2,2550.31
64,2,2550.37
66,2,2550.43
68,2,2550.51
70,2,2550.59
72,2,2550.67
74,2,2550.76
76,2,2550.85
78,2,2550.96
80,2,2551.06
82,2,2551.17
84,2,2551.28
86,2,2551.4
88,2,2551.52
90,2,2551.65
92,2,2551.77
94,2,2551.9
96,2,2552.02
98,2,2552.15
100,2,2552.28
102,2,2552.4
104,2,2552.52
106,2,2552.64
108,2,2552.76
110,2,2552.87
112,2,2552.98
114,2,2553.08
116,2,2553.17
118,2,2553.25
120,2,2553.33
122,2,2553.4
124,2,2553.46
126,2,2553.5
128,2,2553.54
130,2,2553.56
132,2,2553.58
134,2,2553.57
136,2,2553.56
138,2,2553.53
140,2,2553.49
142,2,2553.43
144,2,2553.36
146,2,2553.27
148,2,2553.17
150,2,2553.05
152,2,2552.91
154,2,2552.76
156,2,2552.6
158,2,2552.42
160,2,2552.22
162,2,2552.01
164,2,2551.79
166,2,2551.55
168,2,2551.3
170,2,2551.03
172,2,2550.75
174,2,2550.46
176,2,2550.16
178,2,2549.85
180,2,2549.53
-180,4,2546.94
-178,4,2546.02
-176,4,2545.07
-174,4,2544.09
-172,4,2543.08
-170,4,2542.05
-168,4,2541.01
-166,4,2539.95
-164,4,2538.87
-162,4,2537.79
-160,4,2536.71
-158,4,2535.63
-156,4,2534.55
-154,4,2533.48
-152,4,2532.42
-150,4,2531.38
-148,4,2530.36
-146,4,2529.36
-144,4,2528.39
-142,4,2527.45
-140,4,2526.55
-138,4,2525.68
-136,4,2524.85
-134,4,2524.07
-132,4,2523.33
-130,4,2522.65
-128,4,2522.01
-126,4,2521.42
-124,4,2520.9
-122,4,2520.42
-120,4,2520.01
-118,4,2519.66
-116,4,2519.37
-114,4,2519.13
-112,4,2518.96
-110,4,2518.86
-108,4,2518.81
-106,4,2518.83
-104,4,2518.9
-102,4,2519.04
-100,4,2519.24
-98,4,2519.49
-96,4,2519.81
-94,4,2520.17
-92,4,2520.59
-90,4,2521.06
-88,4,2521.58
-86,4,2522.15
-84,4,2522.75
-82,4,2523.4
-80,4,2524.09
-78,4,2524.81
-76,4,2525.56
-74,4,2526.34
-72,4,2527.14
-70,4,2527.97
-68,4,2528.81
-66,4,2529.67
-64,4,2530.54
-62,4,2531.41
-60,4,2532.29
-58,4,2533.17
-56,4,2534.04
-54,4,2534.91
-52,4,2535.76
-50,4,2536.61
-48,4,2537.43
-46,4,2538.24
-44,4,2539.02
-42,4,2539.78
-40,4,2540.51
-38,4,2541.21
-36,4,2541.88
-34,4,2542.51
-32,4,2543.1
-30,4,2543.66
-28,4,2544.17
-26,4,2544.65
-24,4,2545.08
-22,4,2545.47
-20,4,2545.82
-18,4,2546.12
-16,4,2546.38
-14,4,2546.6
-12,4,2546.77
-10,4,2546.9
-8,4,2546.99
-6,4,2547.03
-4,4,2547.04
-2,4,2547
0,4,2546.93
2,4,2546.83
4,4,2546.69
6,4,2546.52
8,4,2546.32
10,4,2546.09
12,4,2545.84
14,4,2545.57
16,4,2545.28
18,4,2544.97
20,4,2544.65
22,4,2544.32
24,4,2543.98
26,4,2543.64
28,4,2543.29
30,4,2542.95
32,4,2542.61
34,4,2542.28
36,4,2541.96
38,4,2541.65
40,4,2541.36
42,4,2541.09
44,4,2540.84
46,4,2540.61
48,4,2540.4
50,4,2540.22
52,4,2540.07
54,4,2539.96
56,4,2539.87
58,4,2539.82
60,4,2539.8
62,4,2539.82
64,4,2539.87
66,4,2539.97
68,4,2540.09
70,4,2540.26
72,4,2540.46
74,4,2540.7
76,4,2540.97
78,4,2541.28
80,4,2541.62
82,4,2541.99
84,4,2542.4
86,4,2542.83
88,4,2543.29
90,4,2543.77
92,4,2544.28
94,4,2544.8
96,4,2545.34
98,4,2545.9
100,4,2546.47
102,4,2547.05
104,4,2547.63
106,4,2548.21
108,4,2548.79
110,4,2549.37
112,4,2549.94
114,4,2550.5
116,4,2551.05
118,4,2551.58
120,4,2552.08
122,4,2552.56
124,4,2553.02
126,4,2553.44
128,4,2553.83
130,4,2554.19
132,4,2554.5
134,4,2554.78
136,4,2555.01
138,4,2555.19
140,4,2555.33
142,4,2555.41
144,4,2555.45
146,4,2555.43
148,4,2555.36
150,4,2555.23
152,4,2555.05
154,4,2554.81
156,4,2554.52
158,4,2554.17
160,4,2553.77
162,4,2553.31
164,4,2552.79
166,4,2552.23
168,4,2551.61
170,4,2550.94
172,4,2550.23
174,4,2549.47
176,4,2548.66
178,4,2547.82
180,4,2546.94
-180,6,2542.63
-178,6,2540.87
-176,6,2539.03
-174,6,2537.13
-172,6,2535.17
-170,6,2533.16
-168,6,2531.11
-166,6,2529.02
-164,6,2526.91
-162,6,2524.78
-160,6,2522.63
-158,6,2520.49
-156,6,2518.35
-154,6,2516.23
-152,6,2514.13
-150,6,2512.06
-148,6,2510.04
-146,6,2508.06
-144,6,2506.14
-142,6,2504.28
-140,6,2502.49
-138,6,2500.78
-136,6,2499.16
-134,6,2497.62
-132,6,2496.19
-130,6,2494.85
-128,6,2493.62
-126,6,2492.51
-124,6,2491.51
-122,6,2490.62
-120,6,2489.86
-118,6,2489.23
-116,6,2488.72
-114,6,2488.34
-112,6,2488.08
-110,6,2487.96
-108,6,2487.96
-106,6,2488.09
-104,6,2488.35
-102,6,2488.73
-100,6,2489.24
-98,6,2489.86
-96,6,2490.6
-94,6,2491.45
-92,6,2492.41
-90,6,2493.47
-88,6,2494.62
-86,6,2495.87
-84,6,2497.2
-82,6,2498.62
-80,6,2500.1
-78,6,2501.65
-76,6,2503.26
-74,6,2504.93
-72,6,2506.63
-70,6,2508.38
-68,6,2510.15
-66,6,2511.94
-64,6,2513.75
-62,6,2515.56
-60,6,2517.37
-58,6,2519.17
-56,6,2520.95
-54,6,2522.71
-52,6,2524.44
-50,6,2526.13
-48,6,2527.77
-46,6,2529.37
-44,6,2530.9
-42,6,2532.37
-40,6,2533.77
-38,6,2535.1
-36,6,2536.34
-34,6,2537.51
-32,6,2538.58
-30,6,2539.57
-28,6,2540.46
-26,6,2541.25
-24,6,2541.95
-22,6,2542.55
-20,6,2543.05
-18,6,2543.44
-16,6,2543.74
-14,6,2543.93
-12,6,2544.03
-10,6,2544.02
-8,6,2543.92
-6,6,2543.73
-4,6,2543.45
-2,6,2543.08
0,6,2542.62
2,6,2542.09
4,6,2541.48
6,6,2540.81
8,6,2540.06
10,6,2539.26
12,6,2538.41
14,6,2537.51
16,6,2536.57
18,6,2535.59
20,6,2534.59
22,6,2533.57
24,6,2532.54
26,6,2531.49
28,6,2530.45
30,6,2529.42
32,6,2528.4
34,6,2527.4
36,6,2526.43
38,6,2525.5
40,6,2524.6
42,6,2523.75
44,6,2522.96
46,6,2522.22
48,6,2521.55
50,6,2520.94
52,6,2520.41
54,6,2519.96
56,6,2519.58
58,6,2519.29
60,6,2519.09
62,6,2518.97
64,6,2518.95
66,6,2519.01
68,6,2519.17
70,6,2519.43
72,6,2519.77
74,6,2520.21
76,6,2520.73
78,6,2521.35
80,6,2522.05
82,6,2522.83
84,6,2523.7
86,6,2524.64
88,6,2525.65
90,6,2526.73
92,6,2527.86
94,6,2529.06
96,6,2530.3
98,6,2531.59
100,6,2532.91
102,6,2534.27
104,6,2535.65
106,6,2537.04
108,6,2538.44
110,6,2539.84
112,6,2541.24
114,6,2542.62
116,6,2543.98
118,6,2545.31
120,6,2546.6
122,6,2547.84
124,6,2549.03
126,6,2550.17
128,6,2551.23
130,6,2552.23
132,6,2553.14
134,6,2553.97
136,6,2554.7
138,6,2555.35
140,6,2555.88
142,6,2556.32
144,6,2556.64
146,6,2556.85
148,6,2556.95
150,6,2556.93
152,6,2556.79
154,6,2556.53
156,6,2556.14
158,6,2555.64
160,6,2555.01
162,6,2554.27
164,6,2553.4
166,6,2552.42
168,6,2551.33
170,6,2550.13
172,6,2548.82
174,6,2547.41
176,6,2545.91
178,6,2544.31
180,6,2542.63
-180,8,2536.61
-178,8,2533.76
-176,8,2530.77
-174,8,2527.67
-172,8,2524.47
-170,8,2521.18
-168,8,2517.81
-166,8,2514.37
-164,8,2510.89
-162,8,2507.37
-160,8,2503.83
-158,8,2500.29
-156,8,2496.76
-154,8,2493.25
-152,8,2489.79
-150,8,2486.37
-148,8,2483.03
-146,8,2479.76
-144,8,2476.59
-142,8,2473.53
-140,8,2470.59
-138,8,2467.79
-136,8,2465.12
-134,8,2462.62
-132,8,2460.27
-130,8,2458.1
-128,8,2456.12
-126,8,2454.32
-124,8,2452.72
-122,8,2451.33
-120,8,2450.14
-118,8,2449.16
-116,8,2448.4
-114,8,2447.85
-112,8,2447.53
-110,8,2447.42
-108,8,2447.52
-106,8,2447.85
-104,8,2448.38
-102,8,2449.13
-100,8,2450.08
-98,8,2451.23
-96,8,2452.57
-94,8,2454.1
-92,8,2455.81
-90,8,2457.69
-88,8,2459.72
-86,8,2461.91
-84,8,2464.24
-82,8,2466.7
-80,8,2469.28
-78,8,2471.96
-76,8,2474.73
-74,8,2477.59
-72,8,2480.51
-70,8,2483.49
-68,8,2486.51
-66,8,2489.56
-64,8,2492.63
-62,8,2495.69
-60,8,2498.74
-58,8,2501.77
-56,8,2504.76
-54,8,2507.7
-52,8,2510.57
-50,8,2513.37
-48,8,2516.09
-46,8,2518.7
-44,8,2521.21
-42,8,2523.6
-40,8,2525.86
-38,8,2527.98
-36,8,2529.96
-34,8,2531.79
-32,8,2533.46
-30,8,2534.97
-28,8,2536.31
-26,8,2537.47
-24,8,2538.46
-22,8,2539.27
-20,8,2539.9
-18,8,2540.35
-16,8,2540.62
-14,8,2540.71
-12,8,2540.63
-10,8,2540.37
-8,8,2539.94
-6,8,2539.34
-4,8,2538.58
-2,8,2537.67
0,8,2536.61
2,8,2535.41
4,8,2534.08
6,8,2532.62
8,8,2531.06
10,8,2529.38
12,8,2527.62
14,8,2525.78
16,8,2523.86
18,8,2521.89
20,8,2519.87
22,8,2517.82
24,8,2515.74
26,8,2513.66
28,8,2511.58
30,8,2509.51
32,8,2507.48
34,8,2505.48
36,8,2503.54
38,8,2501.67
40,8,2499.87
42,8,2498.15
44,8,2496.54
46,8,2495.03
48,8,2493.65
50,8,2492.39
52,8,2491.26
54,8,2490.28
56,8,2489.44
58,8,2488.77
60,8,2488.25
62,8,2487.9
64,8,2487.72
66,8,2487.71
68,8,2487.87
70,8,2488.2
72,8,2488.71
74,8,2489.39
76,8,2490.24
78,8,2491.25
80,8,2492.43
82,8,2493.77
84,8,2495.26
86,8,2496.89
88,8,2498.66
90,8,2500.55
92,8,2502.57
94,8,2504.7
96,8,2506.92
98,8,2509.24
100,8,2511.63
102,8,2514.08
104,8,2516.59
106,8,2519.13
108,8,2521.7
110,8,2524.28
112,8,2526.86
114,8,2529.42
116,8,2531.95
118,8,2534.43
120,8,2536.86
122,8,2539.21
124,8,2541.48
126,8,2543.66
128,8,2545.72
130,8,2547.66
132,8,2549.47
134,8,2551.13
136,8,2552.63
138,8,2553.97
140,8,2555.14
142,8,2556.12
144,8,2556.92
146,8,2557.52
148,8,2557.92
150,8,2558.12
152,8,2558.11
154,8,2557.89
156,8,2557.45
158,8,2556.81
160,8,2555.95
162,8,2554.88
164,8,2553.61
166,8,2552.13
168,8,2550.45
170,8,2548.58
172,8,2546.53
174,8,2544.3
176,8,2541.89
178,8,2539.33
180,8,2536.61
-180,10,2528.91
-178,10,2524.72
-176,10,2520.33
-174,10,2515.76
-172,10,2511.03
-170,10,2506.16
-168,10,2501.16
-166,10,2496.07
-164,10,2490.91
-162,10,2485.69
-160,10,2480.44
-158,10,2475.17
-156,10,2469.93
-154,10,2464.72
-152,10,2459.57
-150,10,2454.5
-148,10,2449.53
-146,10,2444.69
-144,10,2440
-142,10,2435.47
-140,10,2431.12
-138,10,2426.97
-136,10,2423.05
-134,10,2419.36
-132,10,2415.92
-130,10,2412.74
-128,10,2409.85
-126,10,2407.24
-124,10,2404.93
-122,10,2402.92
-120,10,2401.24
-118,10,2399.87
-116,10,2398.82
-114,10,2398.11
-112,10,2397.72
-110,10,2397.66
-108,10,2397.93
-106,10,2398.52
-104,10,2399.44
-102,10,2400.66
-100,10,2402.2
-98,10,2404.03
-96,10,2406.15
-94,10,2408.55
-92,10,2411.21
-90,10,2414.13
-88,10,2417.28
-86,10,2420.66
-84,10,2424.24
-82,10,2428.02
-80,10,2431.96
-78,10,2436.06
-76,10,2440.29
-74,10,2444.64
-72,10,2449.08
-70,10,2453.6
-68,10,2458.17
-66,10,2462.77
-64,10,2467.39
-62,10,2472.01
-60,10,2476.59
-58,10,2481.13
-56,10,2485.6
-54,10,2489.99
-52,10,2494.27
-50,10,2498.43
-48,10,2502.45
-46,10,2506.31
-44,10,2510
-42,10,2513.5
-40,10,2516.8
-38,10,2519.89
-36,10,2522.74
-34,10,2525.36
-32,10,2527.73
-30,10,2529.85
-28,10,2531.7
-26,10,2533.28
-24,10,2534.58
-22,10,2535.61
-20,10,2536.36
-18,10,2536.82
-16,10,2537.01
-14,10,2536.91
-12,10,2536.55
-10,10,2535.91
-8,10,2535
-6,10,2533.84
-4,10,2532.43
-2,10,2530.78
0,10,2528.91
2,10,2526.81
4,10,2524.51
6,10,2522.02
8,10,2519.36
10,10,2516.53
12,10,2513.56
14,10,2510.47
16,10,2507.27
18,10,2503.98
20,10,2500.61
22,10,2497.2
24,10,2493.75
26,10,2490.29
28,10,2486.84
30,10,2483.42
32,10,2480.04
34,10,2476.73
36,10,2473.5
38,10,2470.38
40,10,2467.37
42,10,2464.51
44,10,2461.81
46,10,2459.27
48,10,2456.93
50,10,2454.78
52,10,2452.86
54,10,2451.16
56,10,2449.69
58,10,2448.48
60,10,2447.52
62,10,2446.83
64,10,2446.41
66,10,2446.26
68,10,2446.38
70,10,2446.79
72,10,2447.47
74,10,2448.43
76,10,2449.67
78,10,2451.17
80,10,2452.93
82,10,2454.95
84,10,2457.22
86,10,2459.72
88,10,2462.45
90,10,2465.39
92,10,2468.52
94,10,2471.83
96,10,2475.31
98,10,2478.94
100,10,2482.7
102,10,2486.57
104,10,2490.52
106,10,2494.55
108,10,2498.62
110,10,2502.73
112,10,2506.83
114,10,2510.93
116,10,2514.98
118,10,2518.97
120,10,2522.88
122,10,2526.69
124,10,2530.38
126,10,2533.92
128,10,2537.29
130,10,2540.48
132,10,2543.47
134,10,2546.24
136,10,2548.77
138,10,2551.05
140,10,2553.07
142,10,2554.81
144,10,2556.25
146,10,2557.4
148,10,2558.25
150,10,2558.77
152,10,2558.98
154,10,2558.86
156,10,2558.42
158,10,2557.64
160,10,2556.54
162,10,2555.12
164,10,2553.38
166,10,2551.32
168,10,2548.96
170,10,2546.29
172,10,2543.34
174,10,2540.12
176,10,2536.62
178,10,2532.88
180,10,2528.91
-180,12,2519.55
-178,12,2513.79
-176,12,2507.75
-174,12,2501.45
-172,12,2494.92
-170,12,2488.19
-168,12,2481.29
-166,12,2474.25
-164,12,2467.1
-162,12,2459.87
-160,12,2452.6
-158,12,2445.31
-156,12,2438.05
-154,12,2430.84
-152,12,2423.71
-150,12,2416.7
-148,12,2409.83
-146,12,2403.14
-144,12,2396.65
-142,12,2390.4
-140,12,2384.4
-138,12,2378.7
-136,12,2373.3
-134,12,2368.23
-132,12,2363.52
-130,12,2359.18
-128,12,2355.23
-126,12,2351.69
-124,12,2348.57
-122,12,2345.87
-120,12,2343.62
-118,12,2341.82
-116,12,2340.48
-114,12,2339.59
-112,12,2339.17
-110,12,2339.2
-108,12,2339.69
-106,12,2340.63
-104,12,2342.02
-102,12,2343.85
-100,12,2346.1
-98,12,2348.77
-96,12,2351.83
-94,12,2355.28
-92,12,2359.1
-90,12,2363.27
-88,12,2367.76
-86,12,2372.56
-84,12,2377.64
-82,12,2382.98
-80,12,2388.55
-78,12,2394.34
-76,12,2400.3
-74,12,2406.41
-72,12,2412.65
-70,12,2418.99
-68,12,2425.39
-66,12,2431.84
-64,12,2438.29
-62,12,2444.73
-60,12,2451.12
-58,12,2457.43
-56,12,2463.65
-54,12,2469.73
-52,12,2475.66
-50,12,2481.41
-48,12,2486.95
-46,12,2492.27
-44,12,2497.33
-42,12,2502.12
-40,12,2506.62
-38,12,2510.82
-36,12,2514.68
-34,12,2518.2
-32,12,2521.37
-30,12,2524.17
-28,12,2526.59
-26,12,2528.62
-24,12,2530.27
-22,12,2531.51
-20,12,2532.36
-18,12,2532.8
-16,12,2532.85
-14,12,2532.5
-12,12,2531.75
-10,12,2530.62
-8,12,2529.11
-6,12,2527.24
-4,12,2525.01
-2,12,2522.44
0,12,2519.54
2,12,2516.33
4,12,2512.83
6,12,2509.06
8,12,2505.04
10,12,2500.79
12,12,2496.34
14,12,2491.71
16,12,2486.92
18,12,2482.01
20,12,2476.99
22,12,2471.9
24,12,2466.77
26,12,2461.61
28,12,2456.47
30,12,2451.37
32,12,2446.33
34,12,2441.39
36,12,2436.57
38,12,2431.91
40,12,2427.42
42,12,2423.13
44,12,2419.06
46,12,2415.25
48,12,2411.71
50,12,2408.46
52,12,2405.52
54,12,2402.91
56,12,2400.65
58,12,2398.75
60,12,2397.22
62,12,2396.08
64,12,2395.33
66,12,2394.98
68,12,2395.03
70,12,2395.49
72,12,2396.36
74,12,2397.63
76,12,2399.3
78,12,2401.37
80,12,2403.82
82,12,2406.65
84,12,2409.84
86,12,2413.38
88,12,2417.25
90,12,2421.43
92,12,2425.91
94,12,2430.65
96,12,2435.65
98,12,2440.86
100,12,2446.28
102,12,2451.86
104,12,2457.58
106,12,2463.41
108,12,2469.32
110,12,2475.28
112,12,2481.26
114,12,2487.23
116,12,2493.15
118,12,2498.99
120,12,2504.72
122,12,2510.32
124,12,2515.74
126,12,2520.96
128,12,2525.96
130,12,2530.69
132,12,2535.15
134,12,2539.29
136,12,2543.11
138,12,2546.56
140,12,2549.65
142,12,2552.34
144,12,2554.61
146,12,2556.47
148,12,2557.88
150,12,2558.85
152,12,2559.36
154,12,2559.41
156,12,2559
158,12,2558.11
160,12,2556.77
162,12,2554.96
164,12,2552.69
166,12,2549.97
168,12,2546.82
170,12,2543.24
172,12,2539.25
174,12,2534.87
176,12,2530.11
178,12,2524.99
180,12,2519.55
-180,14,2508.54
-178,14,2501
-176,14,2493.07
-174,14,2484.8
-172,14,2476.22
-170,14,2467.37
-168,14,2458.29
-166,14,2449.02
-164,14,2439.61
-162,14,2430.09
-160,14,2420.51
-158,14,2410.92
-156,14,2401.36
-154,14,2391.86
-152,14,2382.48
-150,14,2373.25
-148,14,2364.22
-146,14,2355.43
-144,14,2346.91
-142,14,2338.7
-140,14,2330.84
-138,14,2323.37
-136,14,2316.3
-134,14,2309.69
-132,14,2303.54
-130,14,2297.89
-128,14,2292.77
-126,14,2288.18
-124,14,2284.16
-122,14,2280.71
-120,14,2277.85
-118,14,2275.58
-116,14,2273.92
-114,14,2272.87
-112,14,2272.43
-110,14,2272.6
-108,14,2273.37
-106,14,2274.74
-104,14,2276.7
-102,14,2279.24
-100,14,2282.34
-98,14,2285.99
-96,14,2290.16
-94,14,2294.83
-92,14,2299.99
-90,14,2305.61
-88,14,2311.65
-86,14,2318.09
-84,14,2324.9
-82,14,2332.04
-80,14,2339.49
-78,14,2347.2
-76,14,2355.14
-74,14,2363.28
-72,14,2371.58
-70,14,2380
-68,14,2388.49
-66,14,2397.04
-64,14,2405.58
-62,14,2414.1
-60,14,2422.54
-58,14,2430.87
-56,14,2439.06
-54,14,2447.07
-52,14,2454.87
-50,14,2462.42
-48,14,2469.69
-46,14,2476.64
-44,14,2483.25
-42,14,2489.5
-40,14,2495.35
-38,14,2500.78
-36,14,2505.77
-34,14,2510.3
-32,14,2514.35
-30,14,2517.9
-28,14,2520.95
-26,14,2523.48
-24,14,2525.47
-22,14,2526.94
-20,14,2527.87
-18,14,2528.25
-16,14,2528.11
-14,14,2527.42
-12,14,2526.21
-10,14,2524.48
-8,14,2522.25
-6,14,2519.52
-4,14,2516.31
-2,14,2512.64
0,14,2508.54
2,14,2504.01
4,14,2499.1
6,14,2493.82
8,14,2488.2
10,14,2482.28
12,14,2476.08
14,14,2469.63
16,14,2462.98
18,14,2456.16
20,14,2449.19
22,14,2442.13
24,14,2435.01
26,14,2427.86
28,14,2420.72
30,14,2413.64
32,14,2406.65
34,14,2399.78
36,14,2393.08
38,14,2386.59
40,14,2380.33
42,14,2374.35
44,14,2368.67
46,14,2363.33
48,14,2358.36
50,14,2353.79
52,14,2349.64
54,14,2345.94
56,14,2342.71
58,14,2339.98
60,14,2337.75
62,14,2336.05
64,14,2334.89
66,14,2334.27
68,14,2334.21
70,14,2334.7
72,14,2335.75
74,14,2337.35
76,14,2339.51
78,14,2342.21
80,14,2345.44
82,14,2349.18
84,14,2353.43
86,14,2358.16
88,14,2363.35
90,14,2368.98
92,14,2375.01
94,14,2381.42
96,14,2388.17
98,14,2395.24
100,14,2402.59
102,14,2410.17
104,14,2417.95
106,14,2425.9
108,14,2433.96
110,14,2442.1
112,14,2450.28
114,14,2458.44
116,14,2466.55
118,14,2474.57
120,14,2482.45
122,14,2490.15
124,14,2497.63
126,14,2504.84
128,14,2511.75
130,14,2518.32
132,14,2524.51
134,14,2530.29
136,14,2535.63
138,14,2540.49
140,14,2544.85
142,14,2548.68
144,14,2551.96
146,14,2554.67
148,14,2556.79
150,14,2558.3
152,14,2559.21
154,14,2559.49
156,14,2559.14
158,14,2558.16
160,14,2556.56
162,14,2554.34
164,14,2551.49
166,14,2548.05
168,14,2544.01
170,14,2539.41
172,14,2534.24
174,14,2528.55
176,14,2522.35
178,14,2515.67
180,14,2508.54
-180,16,2495.94
-178,16,2486.4
-176,16,2476.38
-174,16,2465.91
-172,16,2455.04
-170,16,2443.82
-168,16,2432.31
-166,16,2420.56
-164,16,2408.62
-162,16,2396.55
-160,16,2384.41
-158,16,2372.25
-156,16,2360.12
-154,16,2348.08
-152,16,2336.19
-150,16,2324.51
-148,16,2313.07
-146,16,2301.94
-144,16,2291.17
-142,16,2280.8
-140,16,2270.88
-138,16,2261.44
-136,16,2252.55
