Phi[deg],Theta[deg],re(rEZ)[mV]
140,36,-1309.59
142,36,-1255.02
144,36,-1198.83
146,36,-1141.08
148,36,-1081.86
150,36,-1021.22
152,36,-959.242
154,36,-896.011
156,36,-831.603
158,36,-766.1
160,36,-699.588
162,36,-632.152
164,36,-563.88
166,36,-494.861
168,36,-425.187
170,36,-354.949
172,36,-284.239
174,36,-213.151
176,36,-141.779
178,36,-70.2175
180,36,1.43855
-180,38,1.57426
-178,38,73.1812
-176,38,144.692
-174,38,216.01
-172,38,287.04
-170,38,357.688
-168,38,427.858
-166,38,497.458
-164,38,566.395
-162,38,634.576
-160,38,701.913
-158,38,768.317
-156,38,833.7
-154,38,897.979
-152,38,961.069
-150,38,1022.89
-148,38,1083.37
-146,38,1142.42
-144,38,1199.98
-142,38,1255.97
-140,38,1310.33
-138,38,1362.99
-136,38,1413.9
-134,38,1463
-132,38,1510.22
-130,38,1555.54
-128,38,1598.88
-126,38,1640.22
-124,38,1679.52
-122,38,1716.73
-120,38,1751.82
-118,38,1784.77
-116,38,1815.55
-114,38,1844.12
-112,38,1870.48
-110,38,1894.6
-108,38,1916.47
-106,38,1936.07
-104,38,1953.38
-102,38,1968.41
-100,38,1981.14
-98,38,1991.57
-96,38,1999.68
-94,38,2005.48
-92,38,2008.96
-90,38,2010.12
-88,38,2008.96
-86,38,2005.48
-84,38,1999.68
-82,38,1991.57
-80,38,1981.15
-78,38,1968.42
-76,38,1953.39
-74,38,1936.07
-72,38,1916.47
-70,38,1894.61
-68,38,1870.49
-66,38,1844.13
-64,38,1815.56
-62,38,1784.78
-60,38,1751.84
-58,38,1716.74
-56,38,1679.53
-54,38,1640.24
-52,38,1598.9
-50,38,1555.55
-48,38,1510.24
-46,38,1463.01
-44,38,1413.92
-42,38,1363.01
-40,38,1310.35
-38,38,1255.99
-36,38,1200
-34,38,1142.44
-32,38,1083.39
-30,38,1022.91
-28,38,961.092
-26,38,898.002
-24,38,833.725
-22,38,768.342
-20,38,701.939
-18,38,634.602
-16,38,566.421
-14,38,497.485
-12,38,427.885
-10,38,357.715
-8,38,287.068
-6,38,216.038
-4,38,144.72
-2,38,73.2095
0,38,1.60279
2,38,-70.0044
4,38,-141.516
6,38,-212.837
8,38,-283.87
10,38,-354.522
12,38,-424.697
14,38,-494.302
16,38,-563.245
18,38,-631.435
20,38,-698.78
22,38,-765.192
24,38,-830.585
26,38,-894.874
28,38,-957.975
30,38,-1019.81
32,38,-1080.3
34,38,-1139.36
36,38,-1196.93
38,38,-1252.94
40,38,-1307.31
42,38,-1359.99
44,38,-1410.91
46,38,-1460.02
48,38,-1507.26
50,38,-1552.59
52,38,-1595.95
54,38,-1637.3
56,38,-1676.61
58,38,-1713.83
60,38,-1748.94
62,38,-1781.9
64,38,-1812.69
66,38,-1841.27
68,38,-1867.64
70,38,-1891.77
72,38,-1913.65
74,38,-1933.25
76,38,-1950.58
78,38,-1965.61
80,38,-1978.35
82,38,-1988.78
84,38,-1996.9
86,38,-2002.7
88,38,-2006.18
90,38,-2007.34
92,38,-2006.18
94,38,-2002.7
96,38,-1996.9
98,38,-1988.78
100,38,-1978.36
102,38,-1965.62
104,38,-1950.59
106,38,-1933.26
108,38,-1913.66
110,38,-1891.78
112,38,-1867.65
114,38,-1841.29
116,38,-1812.7
118,38,-1781.91
120,38,-1748.95
122,38,-1713.85
124,38,-1676.63
126,38,-1637.32
128,38,-1595.97
130,38,-1552.61
132,38,-1507.28
134,38,-1460.04
136,38,-1410.93
138,38,-1360.01
140,38,-1307.33
142,38,-1252.96
144,38,-1196.95
146,38,-1139.38
148,38,-1080.32
150,38,-1019.83
152,38,-958.001
154,38,-894.9
156,38,-830.612
158,38,-765.219
160,38,-698.807
162,38,-631.462
164,38,-563.274
166,38,-494.331
168,38,-424.726
170,38,-354.55
172,38,-283.899
174,38,-212.865
176,38,-141.545
178,38,-70.0331
180,38,1.57426
-180,40,1.70982
-178,40,72.7698
-176,40,143.733
-174,40,214.503
-172,40,284.983
-170,40,355.079
-168,40,424.696
-166,40,493.739
-164,40,562.117
-162,40,629.736
-160,40,696.508
-158,40,762.342
-156,40,827.153
-154,40,890.856
-152,40,953.366
-150,40,1014.61
-148,40,1074.5
-146,40,1132.96
-144,40,1189.93
-142,40,1245.33
-140,40,1299.1
-138,40,1351.17
-136,40,1401.49
-134,40,1450
-132,40,1496.65
-130,40,1541.39
-128,40,1584.17
-126,40,1624.96
-124,40,1663.71
-122,40,1700.39
-120,40,1734.97
-118,40,1767.43
-116,40,1797.73
-114,40,1825.86
-112,40,1851.79
-110,40,1875.52
-108,40,1897.02
-106,40,1916.29
-104,40,1933.31
-102,40,1948.07
-100,40,1960.58
-98,40,1970.81
-96,40,1978.78
-94,40,1984.47
-92,40,1987.89
-90,40,1989.03
-88,40,1987.89
-86,40,1984.48
-84,40,1978.78
-82,40,1970.82
-80,40,1960.58
-78,40,1948.08
-76,40,1933.31
-74,40,1916.29
-72,40,1897.03
-70,40,1875.53
-68,40,1851.8
-66,40,1825.87
-64,40,1797.74
-62,40,1767.44
-60,40,1734.98
-58,40,1700.4
-56,40,1663.72
-54,40,1624.97
-52,40,1584.19
-50,40,1541.4
-48,40,1496.67
-46,40,1450.02
-44,40,1401.51
-42,40,1351.19
-40,40,1299.12
-38,40,1245.35
-36,40,1189.95
-34,40,1132.98
-32,40,1074.52
-30,40,1014.63
-28,40,953.389
-26,40,890.878
-24,40,827.177
-22,40,762.366
-20,40,696.532
-18,40,629.761
-16,40,562.142
-14,40,493.765
-12,40,424.722
-10,40,355.106
-8,40,285.01
-6,40,214.53
-4,40,143.76
-2,40,72.7972
0,40,1.73742
2,40,-69.3229
4,40,-140.287
6,40,-211.06
8,40,-281.544
10,40,-351.644
12,40,-421.267
14,40,-490.317
16,40,-558.702
18,40,-626.33
20,40,-693.111
22,40,-758.955
24,40,-823.777
26,40,-887.492
28,40,-950.015
30,40,-1011.27
32,40,-1071.17
34,40,-1129.65
36,40,-1186.63
38,40,-1242.05
40,40,-1295.83
42,40,-1347.92
44,40,-1398.26
46,40,-1446.78
48,40,-1493.45
50,40,-1538.2
52,40,-1581
54,40,-1621.8
56,40,-1660.57
58,40,-1697.26
60,40,-1731.86
62,40,-1764.33
64,40,-1794.64
66,40,-1822.78
68,40,-1848.73
70,40,-1872.47
72,40,-1893.98
74,40,-1913.26
76,40,-1930.28
78,40,-1945.06
80,40,-1957.57
82,40,-1967.81
84,40,-1975.78
86,40,-1981.48
88,40,-1984.9
90,40,-1986.04
92,40,-1984.9
94,40,-1981.48
96,40,-1975.78
98,40,-1967.81
100,40,-1957.57
102,40,-1945.06
104,40,-1930.29
106,40,-1913.26
108,40,-1893.99
110,40,-1872.48
112,40,-1848.74
114,40,-1822.8
116,40,-1794.66
118,40,-1764.34
120,40,-1731.87
122,40,-1697.28
124,40,-1660.58
126,40,-1621.82
128,40,-1581.02
130,40,-1538.22
132,40,-1493.47
134,40,-1446.8
136,40,-1398.28
138,40,-1347.94
140,40,-1295.85
142,40,-1242.07
144,40,-1186.65
146,40,-1129.67
148,40,-1071.19
150,40,-1011.29
152,40,-950.04
154,40,-887.517
156,40,-823.804
158,40,-758.982
160,40,-693.137
162,40,-626.357
164,40,-558.729
166,40,-490.344
168,40,-421.294
170,40,-351.672
172,40,-281.572
174,40,-211.087
176,40,-140.315
178,40,-69.3506
180,40,1.70982
-180,42,1.84392
-178,42,71.8638
-176,42,141.787
-174,42,211.517
-172,42,280.958
-170,42,350.015
-168,42,418.593
-166,42,486.599
-164,42,553.94
-162,42,620.524
-160,42,686.263
-158,42,751.066
-156,42,814.849
-154,42,877.526
-152,42,939.016
-150,42,999.239
-148,42,1058.12
-146,42,1115.58
-144,42,1171.55
-142,42,1225.96
-140,42,1278.76
-138,42,1329.86
-136,42,1379.23
-134,42,1426.81
-132,42,1472.54
-130,42,1516.38
-128,42,1558.28
-126,42,1598.21
-124,42,1636.14
-122,42,1672.02
-120,42,1705.84
-118,42,1737.56
-116,42,1767.16
-114,42,1794.64
-112,42,1819.95
-110,42,1843.11
-108,42,1864.09
-106,42,1882.87
-104,42,1899.47
-102,42,1913.86
-100,42,1926.05
-98,42,1936.02
-96,42,1943.78
-94,42,1949.33
-92,42,1952.66
-90,42,1953.77
-88,42,1952.66
-86,42,1949.33
-84,42,1943.79
-82,42,1936.03
-80,42,1926.05
-78,42,1913.87
-76,42,1899.47
-74,42,1882.88
-72,42,1864.09
-70,42,1843.12
-68,42,1819.96
-66,42,1794.64
-64,42,1767.17
-62,42,1737.57
-60,42,1705.85
-58,42,1672.03
-56,42,1636.15
-54,42,1598.23
-52,42,1558.29
-50,42,1516.39
-48,42,1472.55
-46,42,1426.82
-44,42,1379.25
-42,42,1329.88
-40,42,1278.77
-38,42,1225.98
-36,42,1171.57
-34,42,1115.6
-32,42,1058.14
-30,42,999.259
-28,42,939.037
-26,42,877.548
-24,42,814.871
-22,42,751.089
-20,42,686.286
-18,42,620.548
-16,42,553.964
-14,42,486.624
-12,42,418.618
-10,42,350.04
-8,42,280.983
-6,42,211.543
-4,42,141.813
-2,42,71.8901
0,42,1.87033
2,42,-68.1501
4,42,-138.075
6,42,-207.808
8,42,-277.253
10,42,-346.315
12,42,-414.9
14,42,-482.913
16,42,-550.263
18,42,-616.857
20,42,-682.606
22,42,-747.421
24,42,-811.217
26,42,-873.907
28,42,-935.411
30,42,-995.649
32,42,-1054.54
34,42,-1112.02
36,42,-1168.01
38,42,-1222.44
40,42,-1275.25
42,42,-1326.38
44,42,-1375.76
46,42,-1423.35
48,42,-1469.1
50,42,-1512.96
52,42,-1554.88
54,42,-1594.83
56,42,-1632.77
58,42,-1668.67
60,42,-1702.5
62,42,-1734.24
64,42,-1763.86
66,42,-1791.35
68,42,-1816.68
70,42,-1839.84
72,42,-1860.83
74,42,-1879.63
76,42,-1896.24
78,42,-1910.64
80,42,-1922.83
82,42,-1932.81
84,42,-1940.58
86,42,-1946.13
88,42,-1949.46
90,42,-1950.57
92,42,-1949.46
94,42,-1946.13
96,42,-1940.58
98,42,-1932.82
100,42,-1922.83
102,42,-1910.64
104,42,-1896.24
106,42,-1879.64
108,42,-1860.84
110,42,-1839.85
112,42,-1816.69
114,42,-1791.36
116,42,-1763.87
118,42,-1734.25
120,42,-1702.52
122,42,-1668.69
124,42,-1632.79
126,42,-1594.85
128,42,-1554.9
130,42,-1512.98
132,42,-1469.12
134,42,-1423.37
136,42,-1375.78
138,42,-1326.4
140,42,-1275.27
142,42,-1222.46
144,42,-1168.03
146,42,-1112.04
148,42,-1054.57
150,42,-995.673
152,42,-935.436
154,42,-873.932
156,42,-811.242
158,42,-747.447
160,42,-682.632
162,42,-616.883
164,42,-550.289
166,42,-482.94
168,42,-414.926
170,42,-346.342
172,42,-277.28
174,42,-207.834
176,42,-138.101
178,42,-68.1766
180,42,1.84392
-180,44,1.97525
-178,44,70.4699
-176,44,138.868
-174,44,207.075
-172,44,274.994
-170,44,342.533
-168,44,409.596
-166,44,476.091
-164,44,541.926
-162,44,607.01
-160,44,671.256
-158,44,734.574
-156,44,796.881
-154,44,858.092
-152,44,918.127
-150,44,976.908
-148,44,1034.36
-146,44,1090.41
-144,44,1144.99
-142,44,1198.02
-140,44,1249.46
-138,44,1299.24
-136,44,1347.3
-134,44,1393.6
-132,44,1438.08
-130,44,1480.71
-128,44,1521.43
-126,44,1560.22
-124,44,1597.04
-122,44,1631.87
-120,44,1664.67
-118,44,1695.43
-116,44,1724.12
-114,44,1750.74
-112,44,1775.26
-110,44,1797.67
-108,44,1817.97
-106,44,1836.14
-104,44,1852.19
-102,44,1866.11
-100,44,1877.88
-98,44,1887.52
-96,44,1895.02
-94,44,1900.38
-92,44,1903.59
-90,44,1904.67
-88,44,1903.59
-86,44,1900.38
-84,44,1895.02
-82,44,1887.53
-80,44,1877.89
-78,44,1866.11
-76,44,1852.2
-74,44,1836.15
-72,44,1817.97
-70,44,1797.68
-68,44,1775.26
-66,44,1750.74
-64,44,1724.13
-62,44,1695.44
-60,44,1664.68
-58,44,1631.88
-56,44,1597.05
-54,44,1560.23
-52,44,1521.44
-50,44,1480.72
-48,44,1438.1
-46,44,1393.62
-44,44,1347.32
-42,44,1299.26
-40,44,1249.48
-38,44,1198.04
-36,44,1145
-34,44,1090.43
-32,44,1034.38
-30,44,976.928
-28,44,918.147
-26,44,858.112
-24,44,796.901
-22,44,734.595
-20,44,671.277
-18,44,607.033
-16,44,541.948
-14,44,476.114
-12,44,409.619
-10,44,342.556
-8,44,275.018
-6,44,207.099
-4,44,138.893
-2,44,70.4946
0,44,2.00021
2,44,-66.4949
4,44,-134.895
6,44,-203.105
8,44,-271.029
10,44,-338.574
12,44,-405.644
14,44,-472.148
16,44,-537.992
18,44,-603.088
20,44,-667.345
22,44,-730.677
24,44,-792.998
26,44,-854.225
28,44,-914.276
30,44,-973.074
32,44,-1030.54
34,44,-1086.61
36,44,-1141.21
38,44,-1194.26
40,44,-1245.72
42,44,-1295.52
44,44,-1343.6
46,44,-1389.92
48,44,-1434.42
50,44,-1477.06
52,44,-1517.81
54,44,-1556.62
56,44,-1593.46
58,44,-1628.3
60,44,-1661.12
62,44,-1691.9
64,44,-1720.61
66,44,-1747.24
68,44,-1771.77
70,44,-1794.2
72,44,-1814.51
74,44,-1832.7
76,44,-1848.76
78,44,-1862.68
80,44,-1874.46
82,44,-1884.11
84,44,-1891.61
86,44,-1896.97
88,44,-1900.19
90,44,-1901.26
92,44,-1900.19
94,44,-1896.98
96,44,-1891.62
98,44,-1884.11
100,44,-1874.47
102,44,-1862.68
104,44,-1848.76
106,44,-1832.7
108,44,-1814.52
110,44,-1794.21
112,44,-1771.78
114,44,-1747.25
116,44,-1720.62
118,44,-1691.91
120,44,-1661.14
122,44,-1628.32
124,44,-1593.47
126,44,-1556.63
128,44,-1517.83
130,44,-1477.08
132,44,-1434.44
134,44,-1389.94
136,44,-1343.62
138,44,-1295.54
140,44,-1245.74
142,44,-1194.28
144,44,-1141.23
146,44,-1086.63
148,44,-1030.57
150,44,-973.097
152,44,-914.3
154,44,-854.249
156,44,-793.022
158,44,-730.702
160,44,-667.37
162,44,-603.113
164,44,-538.018
166,44,-472.173
168,44,-405.669
170,44,-338.599
172,44,-271.055
174,44,-203.13
176,44,-134.92
178,44,-66.52
180,44,1.97525
-180,46,2.10246
-178,46,68.5968
-176,46,134.996
-174,46,201.206
-172,46,267.133
-170,46,332.683
-168,46,397.764
-166,46,462.285
-164,46,526.155
-162,46,589.286
-160,46,651.588
-158,46,712.978
-156,46,773.372
-154,46,832.687
-152,46,890.845
-150,46,947.77
-148,46,1003.39
-146,46,1057.63
-144,46,1110.42
-142,46,1161.71
-140,46,1211.43
-138,46,1259.52
-136,46,1305.94
-134,46,1350.63
-132,46,1393.54
-130,46,1434.65
-128,46,1473.9
-126,46,1511.27
-124,46,1546.73
-122,46,1580.24
-120,46,1611.8
-118,46,1641.37
-116,46,1668.95
-114,46,1694.51
-112,46,1718.06
-110,46,1739.57
-108,46,1759.05
-106,46,1776.48
-104,46,1791.86
-102,46,1805.2
-100,46,1816.49
-98,46,1825.72
-96,46,1832.9
-94,46,1838.03
-92,46,1841.11
-90,46,1842.14
-88,46,1841.11
-86,46,1838.04
-84,46,1832.91
-82,46,1825.72
-80,46,1816.49
-78,46,1805.2
-76,46,1791.87
-74,46,1776.48
-72,46,1759.05
-70,46,1739.58
-68,46,1718.06
-66,46,1694.52
-64,46,1668.96
-62,46,1641.38
-60,46,1611.81
-58,46,1580.25
-56,46,1546.74
-54,46,1511.28
-52,46,1473.91
-50,46,1434.66
-48,46,1393.55
-46,46,1350.64
-44,46,1305.95
-42,46,1259.54
-40,46,1211.44
-38,46,1161.73
-36,46,1110.44
-34,46,1057.64
-32,46,1003.4
-30,46,947.787
-28,46,890.863
-26,46,832.706
-24,46,773.391
-22,46,712.998
-20,46,651.608
-18,46,589.306
-16,46,526.176
-14,46,462.306
-12,46,397.786
-10,46,332.705
-8,46,267.155
-6,46,201.228
-4,46,135.019
-2,46,68.6199
0,46,2.12574
2,46,-64.3692
4,46,-130.771
6,46,-196.984
8,46,-262.916
10,46,-328.473
12,46,-393.563
14,46,-458.093
16,46,-521.975
18,46,-585.117
20,46,-647.434
22,46,-708.839
24,46,-769.248
26,46,-828.58
28,46,-886.756
30,46,-943.7
32,46,-999.337
34,46,-1053.6
36,46,-1106.41
38,46,-1157.72
40,46,-1207.46
42,46,-1255.58
44,46,-1302.02
46,46,-1346.73
48,46,-1389.67
50,46,-1430.79
52,46,-1470.07
54,46,-1507.46
56,46,-1542.93
58,46,-1576.47
60,46,-1608.05
62,46,-1637.64
64,46,-1665.24
66,46,-1690.82
68,46,-1714.38
70,46,-1735.91
72,46,-1755.39
74,46,-1772.84
76,46,-1788.24
78,46,-1801.58
80,46,-1812.88
82,46,-1822.12
84,46,-1829.31
86,46,-1834.44
88,46,-1837.52
90,46,-1838.55
92,46,-1837.52
94,46,-1834.44
96,46,-1829.31
98,46,-1822.12
100,46,-1812.88
102,46,-1801.59
104,46,-1788.24
106,46,-1772.85
108,46,-1755.4
110,46,-1735.91
112,46,-1714.39
114,46,-1690.83
116,46,-1665.25
118,46,-1637.65
120,46,-1608.06
122,46,-1576.49
124,46,-1542.95
126,46,-1507.47
128,46,-1470.08
130,46,-1430.81
132,46,-1389.68
134,46,-1346.75
136,46,-1302.04
138,46,-1255.6
140,46,-1207.48
142,46,-1157.74
144,46,-1106.44
146,46,-1053.62
148,46,-999.359
150,46,-943.722
152,46,-886.779
154,46,-828.603
156,46,-769.271
158,46,-708.862
160,46,-647.457
162,46,-585.141
164,46,-521.998
166,46,-458.117
168,46,-393.587
170,46,-328.497
172,46,-262.94
174,46,-197.008
176,46,-130.794
178,46,-64.3927
180,46,2.10246
-180,48,2.22419
-178,48,66.2561
-176,48,130.195
-174,48,193.947
-172,48,257.422
-170,48,320.528
-168,48,383.174
-166,48,445.271
-164,48,506.73
-162,48,567.464
-160,48,627.389
-158,48,686.419
-156,48,744.475
-154,48,801.477
-152,48,857.348
-150,48,912.015
-148,48,965.406
-146,48,1017.45
-144,48,1068.1
-142,48,1117.27
-140,48,1164.91
-138,48,1210.98
-136,48,1255.42
-134,48,1298.18
-132,48,1339.23
-130,48,1378.52
-128,48,1416.02
-126,48,1451.71
-124,48,1485.55
-122,48,1517.52
-120,48,1547.61
-118,48,1575.79
-116,48,1602.06
-114,48,1626.39
-112,48,1648.8
-110,48,1669.26
-108,48,1687.77
-106,48,1704.34
-104,48,1718.96
-102,48,1731.62
-100,48,1742.34
-98,48,1751.11
-96,48,1757.92
-94,48,1762.79
-92,48,1765.71
-90,48,1766.69
-88,48,1765.71
-86,48,1762.79
-84,48,1757.92
-82,48,1751.11
-80,48,1742.34
-78,48,1731.63
-76,48,1718.96
-74,48,1704.34
-72,48,1687.78
-70,48,1669.26
-68,48,1648.8
-66,48,1626.4
-64,48,1602.06
-62,48,1575.8
-60,48,1547.62
-58,48,1517.53
-56,48,1485.56
-54,48,1451.72
-52,48,1416.03
-50,48,1378.53
-48,48,1339.24
-46,48,1298.19
-44,48,1255.43
-42,48,1210.99
-40,48,1164.93
-38,48,1117.28
-36,48,1068.11
-34,48,1017.47
-32,48,965.422
-30,48,912.031
-28,48,857.365
-26,48,801.494
-24,48,744.492
-22,48,686.437
-20,48,627.407
-18,48,567.483
-16,48,506.749
-14,48,445.29
-12,48,383.194
-10,48,320.548
-8,48,257.443
-6,48,193.968
-4,48,130.216
-2,48,66.2773
0,48,2.24559
2,48,-61.787
4,48,-125.728
6,48,-189.485
8,48,-252.966
10,48,-316.079
12,48,-378.734
14,48,-440.842
16,48,-502.313
18,48,-563.061
20,48,-623.001
22,48,-682.048
24,48,-740.122
26,48,-797.143
28,48,-853.034
30,48,-907.722
32,48,-961.135
34,48,-1013.21
36,48,-1063.87
38,48,-1113.07
40,48,-1160.74
42,48,-1206.83
44,48,-1251.29
46,48,-1294.08
48,48,-1335.15
50,48,-1374.46
52,48,-1411.99
54,48,-1447.7
56,48,-1481.56
58,48,-1513.56
60,48,-1543.67
62,48,-1571.87
64,48,-1598.15
66,48,-1622.51
68,48,-1644.93
70,48,-1665.41
72,48,-1683.94
74,48,-1700.52
76,48,-1715.15
78,48,-1727.83
80,48,-1738.55
82,48,-1747.33
84,48,-1754.15
86,48,-1759.02
88,48,-1761.95
90,48,-1762.92
92,48,-1761.95
94,48,-1759.02
96,48,-1754.15
98,48,-1747.33
100,48,-1738.56
102,48,-1727.83
104,48,-1715.16
106,48,-1700.53
108,48,-1683.95
110,48,-1665.42
112,48,-1644.94
114,48,-1622.52
116,48,-1598.17
118,48,-1571.88
120,48,-1543.68
122,48,-1513.57
124,48,-1481.58
126,48,-1447.72
128,48,-1412.01
130,48,-1374.48
132,48,-1335.17
134,48,-1294.1
136,48,-1251.31
138,48,-1206.85
140,48,-1160.75
142,48,-1113.08
144,48,-1063.89
146,48,-1013.23
148,48,-961.156
150,48,-907.743
152,48,-853.055
154,48,-797.164
156,48,-740.144
158,48,-682.07
160,48,-623.023
162,48,-563.083
164,48,-502.335
166,48,-440.864
168,48,-378.756
170,48,-316.101
172,48,-252.988
174,48,-189.507
176,48,-125.75
178,48,-61.8086
180,48,2.22419
-180,50,2.33911
-178,50,63.4619
-176,50,124.494
-174,50,185.344
-172,50,245.924
-170,50,306.144
-168,50,365.917
-166,50,425.154
-164,50,483.771
-162,50,541.683
-160,50,598.808
-158,50,655.064
-156,50,710.374
-154,50,764.66
-152,50,817.851
-150,50,869.873
-148,50,920.661
-146,50,970.149
-144,50,1018.28
-142,50,1064.99
-140,50,1110.22
-138,50,1153.94
-136,50,1196.09
-134,50,1236.62
-132,50,1275.51
-130,50,1312.71
-128,50,1348.2
-126,50,1381.96
-124,50,1413.94
-122,50,1444.15
-120,50,1472.55
-118,50,1499.15
-116,50,1523.92
-114,50,1546.87
-112,50,1567.97
-110,50,1587.24
-108,50,1604.68
-106,50,1620.26
-104,50,1634.01
-102,50,1645.93
-100,50,1656
-98,50,1664.24
-96,50,1670.64
-94,50,1675.22
-92,50,1677.96
-90,50,1678.88
-88,50,1677.96
-86,50,1675.22
-84,50,1670.65
-82,50,1664.24
-80,50,1656
-78,50,1645.93
-76,50,1634.02
-74,50,1620.27
-72,50,1604.68
-70,50,1587.25
-68,50,1567.98
-66,50,1546.87
-64,50,1523.93
-62,50,1499.15
-60,50,1472.56
-58,50,1444.15
-56,50,1413.95
-54,50,1381.96
-52,50,1348.21
-50,50,1312.72
-48,50,1275.52
-46,50,1236.63
-44,50,1196.1
-42,50,1153.95
-40,50,1110.23
-38,50,1065
-36,50,1018.29
-34,50,970.162
-32,50,920.674
-30,50,869.887
-28,50,817.865
-26,50,764.675
-24,50,710.389
-22,50,655.08
-20,50,598.824
-18,50,541.7
-16,50,483.788
-14,50,425.171
-12,50,365.934
-10,50,306.162
-8,50,245.942
-6,50,185.363
-4,50,124.512
-2,50,63.481
0,50,2.35845
2,50,-58.765
4,50,-119.799
6,50,-180.654
8,50,-241.241
10,50,-301.469
12,50,-361.252
14,50,-420.502
16,50,-479.132
18,50,-537.06
20,50,-594.201
22,50,-650.476
24,50,-705.805
26,50,-760.112
28,50,-813.324
30,50,-865.37
32,50,-916.182
34,50,-965.695
36,50,-1013.85
38,50,-1060.58
40,50,-1105.85
42,50,-1149.59
44,50,-1191.76
46,50,-1232.33
48,50,-1271.24
50,50,-1308.47
52,50,-1343.99
54,50,-1377.76
56,50,-1409.78
58,50,-1440.01
60,50,-1468.44
62,50,-1495.05
64,50,-1519.85
66,50,-1542.81
68,50,-1563.94
70,50,-1583.23
72,50,-1600.67
74,50,-1616.28
76,50,-1630.04
78,50,-1641.96
80,50,-1652.05
82,50,-1660.3
84,50,-1666.71
86,50,-1671.29
88,50,-1674.03
90,50,-1674.95
92,50,-1674.04
94,50,-1671.29
96,50,-1666.71
98,50,-1660.3
100,50,-1652.05
102,50,-1641.97
104,50,-1630.05
106,50,-1616.29
108,50,-1600.68
110,50,-1583.24
112,50,-1563.95
114,50,-1542.82
116,50,-1519.86
118,50,-1495.07
120,50,-1468.45
122,50,-1440.02
124,50,-1409.79
126,50,-1377.78
128,50,-1344
130,50,-1308.49
132,50,-1271.26
134,50,-1232.34
136,50,-1191.78
138,50,-1149.61
140,50,-1105.87
142,50,-1060.6
144,50,-1013.87
146,50,-965.715
148,50,-916.202
150,50,-865.39
152,50,-813.345
154,50,-760.133
156,50,-705.825
158,50,-650.496
160,50,-594.222
162,50,-537.08
164,50,-479.153
166,50,-420.522
168,50,-361.272
170,50,-301.49
172,50,-241.261
174,50,-180.674
176,50,-119.819
178,50,-58.7846
180,50,2.33911
-180,52,2.44593
-178,52,60.2306
-176,52,117.927
-174,52,175.448
-172,52,232.707
-170,52,289.619
-168,52,346.097
-166,52,402.059
-164,52,457.421
-162,52,512.102
-160,52,566.024
-158,52,619.108
-156,52,671.281
-154,52,722.468
-152,52,772.6
-150,52,821.611
-148,52,869.435
-146,52,916.013
-144,52,961.287
-142,52,1005.2
-140,52,1047.71
-138,52,1088.77
-136,52,1128.33
-134,52,1166.35
-132,52,1202.81
-130,52,1237.66
-128,52,1270.9
-126,52,1302.48
-124,52,1332.39
-122,52,1360.62
-120,52,1387.16
-118,52,1411.98
-116,52,1435.1
-114,52,1456.49
-112,52,1476.17
-110,52,1494.12
-108,52,1510.35
-106,52,1524.86
-104,52,1537.65
-102,52,1548.73
-100,52,1558.09
-98,52,1565.75
-96,52,1571.71
-94,52,1575.96
-92,52,1578.51
-90,52,1579.36
-88,52,1578.51
-86,52,1575.96
-84,52,1571.71
-82,52,1565.75
-80,52,1558.1
-78,52,1548.73
-76,52,1537.65
-74,52,1524.86
-72,52,1510.35
-70,52,1494.12
-68,52,1476.17
-66,52,1456.5
-64,52,1435.1
-62,52,1411.99
-60,52,1387.16
-58,52,1360.63
-56,52,1332.4
-54,52,1302.48
-52,52,1270.9
-50,52,1237.67
-48,52,1202.81
-46,52,1166.36
-44,52,1128.33
-42,52,1088.78
-40,52,1047.72
-38,52,1005.21
-36,52,961.297
-34,52,916.023
-32,52,869.446
-30,52,821.622
-28,52,772.612
-26,52,722.48
-24,52,671.293
-22,52,619.122
-20,52,566.038
-18,52,512.116
-16,52,457.435
-14,52,402.073
-12,52,346.112
-10,52,289.634
-8,52,232.723
-6,52,175.464
-4,52,117.944
-2,52,60.2475
0,52,2.46306
2,52,-55.3224
4,52,-113.022
6,52,-170.548
8,52,-227.814
10,52,-284.735
12,52,-341.224
14,52,-397.199
16,52,-452.576
18,52,-507.274
20,52,-561.214
22,52,-614.319
24,52,-666.512
26,52,-717.723
28,52,-767.879
30,52,-816.915
32,52,-864.765
34,52,-911.37
36,52,-956.672
38,52,-1000.62
40,52,-1043.15
42,52,-1084.24
44,52,-1123.83
46,52,-1161.88
48,52,-1198.37
50,52,-1233.25
52,52,-1266.51
54,52,-1298.12
56,52,-1328.06
58,52,-1356.32
60,52,-1382.88
62,52,-1407.73
64,52,-1430.87
66,52,-1452.28
68,52,-1471.98
70,52,-1489.95
72,52,-1506.2
74,52,-1520.72
76,52,-1533.53
78,52,-1544.62
80,52,-1554
82,52,-1561.66
84,52,-1567.62
86,52,-1571.88
88,52,-1574.43
90,52,-1575.28
92,52,-1574.43
94,52,-1571.88
96,52,-1567.63
98,52,-1561.67
100,52,-1554
102,52,-1544.62
104,52,-1533.53
106,52,-1520.73
108,52,-1506.2
110,52,-1489.96
112,52,-1471.99
114,52,-1452.29
116,52,-1430.88
118,52,-1407.74
120,52,-1382.89
122,52,-1356.33
124,52,-1328.08
126,52,-1298.13
128,52,-1266.53
130,52,-1233.27
132,52,-1198.38
134,52,-1161.9
136,52,-1123.84
