Phi[deg],Theta[deg],im(rEZ)[mV]
114,34,653.434
116,34,645.082
118,34,636.326
120,34,627.217
122,34,617.81
124,34,608.159
126,34,598.319
128,34,588.344
130,34,578.29
132,34,568.208
134,34,558.151
136,34,548.17
138,34,538.314
140,34,528.628
142,34,519.158
144,34,509.946
146,34,501.03
148,34,492.448
150,34,484.234
152,34,476.42
154,34,469.033
156,34,462.101
158,34,455.647
160,34,449.692
162,34,444.255
164,34,439.352
166,34,434.997
168,34,431.204
170,34,427.982
172,34,425.34
174,34,423.284
176,34,421.82
178,34,420.952
180,34,420.682
-180,36,455.06
-178,36,455.409
-176,36,456.391
-174,36,458.003
-172,36,460.242
-170,36,463.104
-168,36,466.58
-166,36,470.663
-164,36,475.341
-162,36,480.604
-160,36,486.435
-158,36,492.819
-156,36,499.736
-154,36,507.165
-152,36,515.081
-150,36,523.456
-148,36,532.262
-146,36,541.465
-144,36,551.029
-142,36,560.916
-140,36,571.083
-138,36,581.486
-136,36,592.077
-134,36,602.808
-132,36,613.625
-130,36,624.474
-128,36,635.299
-126,36,646.043
-124,36,656.648
-122,36,667.052
-120,36,677.199
-118,36,687.027
-116,36,696.479
-114,36,705.497
-112,36,714.026
-110,36,722.012
-108,36,729.406
-106,36,736.159
-104,36,742.227
-102,36,747.572
-100,36,752.157
-98,36,755.953
-96,36,758.934
-94,36,761.08
-92,36,762.376
-90,36,762.814
-88,36,762.39
-86,36,761.109
-84,36,758.978
-82,36,756.012
-80,36,752.231
-78,36,747.66
-76,36,742.329
-74,36,736.275
-72,36,729.536
-70,36,722.157
-68,36,714.184
-66,36,705.668
-64,36,696.663
-62,36,687.224
-60,36,677.409
-58,36,667.275
-56,36,656.883
-54,36,646.291
-52,36,635.558
-50,36,624.744
-48,36,613.906
-46,36,603.1
-44,36,592.379
-42,36,581.798
-40,36,571.404
-38,36,561.246
-36,36,551.369
-34,36,541.813
-32,36,532.618
-30,36,523.82
-28,36,515.451
-26,36,507.542
-24,36,500.12
-22,36,493.209
-20,36,486.831
-18,36,481.004
-16,36,475.746
-14,36,471.072
-12,36,466.993
-10,36,463.52
-8,36,460.661
-6,36,458.424
-4,36,456.814
-2,36,455.834
0,36,455.486
2,36,455.771
4,36,456.69
6,36,458.238
8,36,460.414
10,36,463.211
12,36,466.623
14,36,470.642
16,36,475.257
18,36,480.456
20,36,486.224
22,36,492.545
24,36,499.4
26,36,506.767
28,36,514.622
30,36,522.938
32,36,531.684
34,36,540.828
36,36,550.335
38,36,560.165
40,36,570.276
42,36,580.625
44,36,591.163
46,36,601.841
48,36,612.607
50,36,623.407
52,36,634.184
54,36,644.881
56,36,655.439
58,36,665.8
60,36,675.904
62,36,685.691
64,36,695.103
66,36,704.083
68,36,712.576
70,36,720.527
72,36,727.888
74,36,734.609
76,36,740.649
78,36,745.965
80,36,750.525
82,36,754.296
84,36,757.255
86,36,759.38
88,36,760.657
90,36,761.079
92,36,760.641
94,36,759.347
96,36,757.205
98,36,754.231
100,36,750.443
102,36,745.867
104,36,740.535
106,36,734.48
108,36,727.743
110,36,720.367
112,36,712.4
114,36,703.893
116,36,694.899
118,36,685.472
120,36,675.672
122,36,665.555
124,36,655.182
126,36,644.611
128,36,633.902
130,36,623.113
132,36,612.302
134,36,601.526
136,36,590.837
138,36,580.289
140,36,569.931
142,36,559.811
144,36,549.973
146,36,540.459
148,36,531.307
150,36,522.554
152,36,514.232
154,36,506.372
156,36,499
158,36,492.14
160,36,485.815
162,36,480.042
164,36,474.84
166,36,470.223
168,36,466.201
170,36,462.787
172,36,459.989
174,36,457.812
176,36,456.263
178,36,455.345
180,36,455.06
-180,38,489.149
-178,38,489.517
-176,38,490.548
-174,38,492.242
-172,38,494.595
-170,38,497.602
-168,38,501.255
-166,38,505.547
-164,38,510.467
-162,38,516.003
-160,38,522.141
-158,38,528.863
-156,38,536.15
-154,38,543.98
-152,38,552.329
-150,38,561.168
-148,38,570.466
-146,38,580.19
-144,38,590.302
-142,38,600.761
-140,38,611.524
-138,38,622.544
-136,38,633.771
-134,38,645.151
-132,38,656.631
-130,38,668.151
-128,38,679.652
-126,38,691.073
-124,38,702.351
-122,38,713.423
-120,38,724.224
-118,38,734.692
-116,38,744.763
-114,38,754.376
-112,38,763.471
-110,38,771.99
-108,38,779.879
-106,38,787.087
-104,38,793.565
-102,38,799.273
-100,38,804.17
-98,38,808.225
-96,38,811.409
-94,38,813.702
-92,38,815.088
-90,38,815.556
-88,38,815.105
-86,38,813.737
-84,38,811.461
-82,38,808.293
-80,38,804.255
-78,38,799.375
-76,38,793.684
-74,38,787.222
-72,38,780.031
-70,38,772.158
-68,38,763.655
-66,38,754.576
-64,38,744.978
-62,38,734.922
-60,38,724.469
-58,38,713.682
-56,38,702.625
-54,38,691.36
-52,38,679.953
-50,38,668.465
-48,38,656.957
-46,38,645.49
-44,38,634.122
-42,38,622.907
-40,38,611.898
-38,38,601.146
-36,38,590.697
-34,38,580.595
-32,38,570.88
-30,38,561.59
-28,38,552.759
-26,38,544.419
-24,38,536.596
-22,38,529.315
-20,38,522.6
-18,38,516.468
-16,38,510.937
-14,38,506.022
-12,38,501.734
-10,38,498.085
-8,38,495.082
-6,38,492.731
-4,38,491.039
-2,38,490.009
0,38,489.643
2,38,489.942
4,38,490.904
6,38,492.529
8,38,494.812
10,38,497.748
12,38,501.332
14,38,505.554
16,38,510.404
18,38,515.87
20,38,521.939
22,38,528.592
24,38,535.811
26,38,543.574
28,38,551.856
30,38,560.629
32,38,569.862
34,38,579.522
36,38,589.57
38,38,599.968
40,38,610.669
42,38,621.629
44,38,632.797
46,38,644.12
48,38,655.543
50,38,667.008
52,38,678.456
54,38,689.826
56,38,701.053
58,38,712.076
60,38,722.83
62,38,733.253
64,38,743.28
66,38,752.85
68,38,761.904
70,38,770.385
72,38,778.237
74,38,785.409
76,38,791.855
78,38,797.531
80,38,802.399
82,38,806.426
84,38,809.585
86,38,811.855
88,38,813.219
90,38,813.668
92,38,813.2
94,38,811.816
96,38,809.528
98,38,806.35
100,38,802.304
102,38,797.417
104,38,791.723
106,38,785.259
108,38,778.069
110,38,770.199
112,38,761.702
114,38,752.631
116,38,743.043
118,38,733
120,38,722.562
122,38,711.793
124,38,700.755
126,38,689.513
128,38,678.13
130,38,666.668
132,38,655.19
134,38,643.755
136,38,632.42
138,38,621.241
140,38,610.27
142,38,599.558
144,38,589.152
146,38,579.094
148,38,569.426
150,38,560.185
152,38,551.405
154,38,543.116
156,38,535.347
158,38,528.122
160,38,521.464
162,38,515.391
164,38,509.921
166,38,505.067
168,38,500.842
170,38,497.257
172,38,494.319
174,38,492.035
176,38,490.41
178,38,489.447
180,38,489.149
-180,40,522.978
-178,40,523.362
-176,40,524.437
-174,40,526.203
-172,40,528.655
-170,40,531.789
-168,40,535.597
-166,40,540.072
-164,40,545.203
-162,40,550.979
-160,40,557.385
-158,40,564.404
-156,40,572.016
-154,40,580.199
-152,40,588.929
-150,40,598.176
-148,40,607.909
-146,40,618.093
-144,40,628.689
-142,40,639.656
-140,40,650.946
-138,40,662.513
-136,40,674.303
-134,40,686.261
-132,40,698.329
-130,40,710.446
-128,40,722.549
-126,40,734.574
-124,40,746.453
-122,40,758.12
-120,40,769.507
-118,40,780.547
-116,40,791.172
-114,40,801.317
-112,40,810.918
-110,40,819.914
-108,40,828.247
-106,40,835.861
-104,40,842.708
-102,40,848.74
-100,40,853.917
-98,40,858.204
-96,40,861.572
-94,40,863.997
-92,40,865.463
-90,40,865.959
-88,40,865.482
-86,40,864.036
-84,40,861.631
-82,40,858.283
-80,40,854.015
-78,40,848.857
-76,40,842.844
-74,40,836.017
-72,40,828.421
-70,40,820.106
-68,40,811.128
-66,40,801.545
-64,40,791.418
-62,40,780.811
-60,40,769.788
-58,40,758.418
-56,40,746.767
-54,40,734.904
-52,40,722.895
-50,40,710.807
-48,40,698.704
-46,40,686.65
-44,40,674.706
-42,40,662.929
-40,40,651.375
-38,40,640.096
-36,40,629.142
-34,40,618.557
-32,40,608.384
-30,40,598.661
-28,40,589.423
-26,40,580.702
-24,40,572.527
-22,40,564.923
-20,40,557.911
-18,40,551.512
-16,40,545.742
-14,40,540.616
-12,40,536.146
-10,40,532.342
-8,40,529.212
-6,40,526.763
-4,40,525
-2,40,523.926
0,40,523.543
2,40,523.853
4,40,524.853
6,40,526.543
8,40,528.92
10,40,531.977
12,40,535.71
14,40,540.109
16,40,545.164
18,40,550.864
20,40,557.195
22,40,564.139
24,40,571.677
26,40,579.787
28,40,588.444
30,40,597.619
32,40,607.281
34,40,617.395
36,40,627.922
38,40,638.82
40,40,650.044
42,40,661.545
44,40,673.271
46,40,685.166
48,40,697.173
50,40,709.23
52,40,721.274
54,40,733.242
56,40,745.066
58,40,756.679
60,40,768.014
62,40,779.003
64,40,789.58
66,40,799.678
68,40,809.234
70,40,818.187
72,40,826.479
74,40,834.055
76,40,840.864
78,40,846.861
80,40,852.006
82,40,856.262
84,40,859.601
86,40,861.999
88,40,863.441
90,40,863.915
92,40,863.419
94,40,861.956
96,40,859.536
98,40,856.175
100,40,851.897
102,40,846.732
104,40,840.713
106,40,833.883
108,40,826.287
110,40,817.975
112,40,809.002
114,40,799.427
116,40,789.31
118,40,778.715
120,40,767.708
122,40,756.355
124,40,744.725
126,40,732.885
128,40,720.901
130,40,708.841
132,40,696.769
134,40,684.749
136,40,672.84
138,40,661.101
140,40,649.588
142,40,638.353
144,40,627.443
146,40,616.906
148,40,606.783
150,40,597.112
152,40,587.928
154,40,579.263
156,40,571.146
158,40,563.602
160,40,556.652
162,40,550.316
164,40,544.612
166,40,539.552
168,40,535.15
170,40,531.415
172,40,528.356
174,40,525.978
176,40,524.287
178,40,523.286
180,40,522.978
-180,42,556.629
-178,42,557.027
-176,42,558.141
-174,42,559.967
-172,42,562.504
-170,42,565.745
-168,42,569.685
-166,42,574.315
-164,42,579.625
-162,42,585.604
-160,42,592.238
-158,42,599.508
-156,42,607.396
-154,42,615.88
-152,42,624.934
-150,42,634.528
-148,42,644.631
-146,42,655.207
-144,42,666.215
-142,42,677.614
-140,42,689.355
-138,42,701.389
-136,42,713.66
-134,42,726.113
-132,42,738.685
-130,42,751.313
-128,42,763.932
-126,42,776.474
-124,42,788.869
-122,42,801.047
-120,42,812.936
-118,42,824.467
-116,42,835.567
-114,42,846.17
-112,42,856.206
-110,42,865.612
-108,42,874.327
-106,42,882.292
-104,42,889.455
-102,42,895.767
-100,42,901.185
-98,42,905.672
-96,42,909.197
-94,42,911.736
-92,42,913.271
-90,42,913.791
-88,42,913.293
-86,42,911.781
-84,42,909.264
-82,42,905.761
-80,42,901.296
-78,42,895.899
-76,42,889.609
-74,42,882.468
-72,42,874.524
-70,42,865.83
-68,42,856.445
-66,42,846.429
-64,42,835.847
-62,42,824.766
-60,42,813.255
-58,42,801.384
-56,42,789.225
-54,42,776.848
-52,42,764.323
-50,42,751.721
-48,42,739.11
-46,42,726.554
-44,42,714.117
-42,42,701.86
-40,42,689.841
-38,42,678.114
-36,42,666.728
-34,42,655.732
-32,42,645.168
-30,42,635.077
-28,42,625.493
-26,42,616.45
-24,42,607.975
-22,42,600.096
-20,42,592.833
-18,42,586.208
-16,42,580.235
-14,42,574.931
-12,42,570.306
-10,42,566.371
-8,42,563.134
-6,42,560.601
-4,42,558.777
-2,42,557.666
0,42,557.269
2,42,557.587
4,42,558.619
6,42,560.364
8,42,562.819
10,42,565.978
12,42,569.836
14,42,574.384
16,42,579.612
18,42,585.51
20,42,592.062
22,42,599.251
24,42,607.059
26,42,615.463
28,42,624.438
30,42,633.955
32,42,643.981
34,42,654.48
36,42,665.414
38,42,676.739
40,42,688.408
42,42,700.37
44,42,712.572
46,42,724.955
48,42,737.46
50,42,750.023
52,42,762.579
54,42,775.058
56,42,787.393
58,42,799.512
60,42,811.345
62,42,822.82
64,42,833.868
66,42,844.418
68,42,854.405
70,42,863.764
72,42,872.434
74,42,880.356
76,42,887.478
78,42,893.751
80,42,899.132
82,42,903.585
84,42,907.079
86,42,909.588
88,42,911.096
90,42,911.591
92,42,911.071
94,42,909.539
96,42,907.005
98,42,903.487
100,42,899.01
102,42,893.604
104,42,887.307
106,42,880.162
108,42,872.217
110,42,863.525
112,42,854.144
114,42,844.135
116,42,833.563
118,42,822.494
120,42,810.999
122,42,799.146
124,42,787.008
126,42,774.655
128,42,762.157
130,42,749.584
132,42,737.005
134,42,724.484
136,42,712.085
138,42,699.869
140,42,687.892
142,42,676.21
144,42,664.873
146,42,653.928
148,42,643.417
150,42,633.381
152,42,623.855
154,42,614.871
156,42,606.459
158,42,598.644
160,42,591.448
162,42,584.89
164,42,578.987
166,42,573.754
168,42,569.203
170,42,565.342
172,42,562.181
174,42,559.725
176,42,557.979
178,42,556.946
180,42,556.629
-180,44,590.235
-178,44,590.646
-176,44,591.791
-174,44,593.667
-172,44,596.272
-170,44,599.6
-168,44,603.647
-166,44,608.403
-164,44,613.859
-162,44,620.002
-160,44,626.82
-158,44,634.294
-156,44,642.406
-154,44,651.133
-152,44,660.448
-150,44,670.324
-148,44,680.726
-146,44,691.619
-144,44,702.962
-142,44,714.711
-140,44,726.817
-138,44,739.229
-136,44,751.891
-134,44,764.743
-132,44,777.724
-130,44,790.767
-128,44,803.804
-126,44,816.765
-124,44,829.578
-122,44,842.171
-120,44,854.468
-118,44,866.396
-116,44,877.883
-114,44,888.856
-112,44,899.246
-110,44,908.985
-108,44,918.009
-106,44,926.259
-104,44,933.678
-102,44,940.217
-100,44,945.831
-98,44,950.481
-96,44,954.134
-94,44,956.765
-92,44,958.357
-90,44,958.897
-88,44,958.382
-86,44,956.815
-84,44,954.209
-82,44,950.58
-80,44,945.955
-78,44,940.366
-76,44,933.851
-74,44,926.456
-72,44,918.23
-70,44,909.229
-68,44,899.514
-66,44,889.147
-64,44,878.197
-62,44,866.732
-60,44,854.825
-58,44,842.549
-56,44,829.978
-54,44,817.184
-52,44,804.243
-50,44,791.225
-48,44,778.2
-46,44,765.238
-44,44,752.403
-42,44,739.758
-40,44,727.362
-38,44,715.271
-36,44,703.537
-34,44,692.208
-32,44,681.329
-30,44,670.939
-28,44,661.075
-26,44,651.771
-24,44,643.055
-22,44,634.953
-20,44,627.488
-18,44,620.678
-16,44,614.542
-14,44,609.093
-12,44,604.343
-10,44,600.302
-8,44,596.978
-6,44,594.377
-4,44,592.504
-2,44,591.361
0,44,590.952
2,44,591.276
4,44,592.334
6,44,594.123
8,44,596.64
10,44,599.881
12,44,603.839
14,44,608.507
16,44,613.874
18,44,619.93
20,44,626.66
22,44,634.048
24,44,642.073
26,44,650.714
28,44,659.945
30,44,669.736
32,44,680.056
34,44,690.867
36,44,702.129
38,44,713.798
40,44,725.826
42,44,738.161
44,44,750.747
46,44,763.526
48,44,776.434
50,44,789.406
52,44,802.374
54,44,815.268
56,44,828.016
58,44,840.544
60,44,852.78
62,44,864.648
64,44,876.077
66,44,886.994
68,44,897.33
70,44,907.017
72,44,915.992
74,44,924.194
76,44,931.569
78,44,938.066
80,44,943.639
82,44,948.251
84,44,951.869
86,44,954.468
88,44,956.029
90,44,956.541
92,44,956.001
94,44,954.413
96,44,951.786
98,44,948.141
100,44,943.502
102,44,937.902
104,44,931.379
106,44,923.978
108,44,915.75
110,44,906.75
112,44,897.037
114,44,886.677
116,44,875.736
118,44,864.284
120,44,852.393
122,44,840.135
124,44,827.585
126,44,814.817
128,44,801.903
130,44,788.915
132,44,775.925
134,44,762.999
136,44,750.203
138,44,737.601
140,44,725.25
142,44,713.207
144,44,701.524
146,44,690.249
148,44,679.426
150,44,669.095
152,44,659.293
154,44,650.052
156,44,641.402
158,44,633.368
160,44,625.974
162,44,619.237
164,44,613.175
166,44,607.802
168,44,603.13
170,44,599.169
172,44,595.926
174,44,593.407
176,44,591.617
178,44,590.559
180,44,590.235
-180,46,623.973
-178,46,624.393
-176,46,625.562
-174,46,627.476
-172,46,630.134
-170,46,633.529
-168,46,637.656
-166,46,642.508
-164,46,648.073
-162,46,654.341
-160,46,661.298
-158,46,668.926
-156,46,677.206
-154,46,686.115
-152,46,695.627
-150,46,705.713
-148,46,716.339
-146,46,727.469
-144,46,739.062
-142,46,751.071
-140,46,763.45
-138,46,776.143
-136,46,789.095
-134,46,802.245
-132,46,815.529
-130,46,828.879
-128,46,842.227
-126,46,855.499
-124,46,868.622
-122,46,881.521
-120,46,894.12
-118,46,906.343
-116,46,918.116
-114,46,929.363
-112,46,940.013
-110,46,949.998
-108,46,959.251
-106,46,967.71
-104,46,975.319
-102,46,982.026
-100,46,987.784
-98,46,992.554
-96,46,996.302
-94,46,999.002
-92,46,1000.64
-90,46,1001.19
-88,46,1000.66
-86,46,999.057
-84,46,996.385
-82,46,992.665
-80,46,987.922
-78,46,982.192
-76,46,975.512
-74,46,967.93
-72,46,959.497
-70,46,950.27
-68,46,940.311
-66,46,929.686
-64,46,918.464
-62,46,906.716
-60,46,894.517
-58,46,881.941
-56,46,869.065
-54,46,855.965
-52,46,842.714
-50,46,829.388
-48,46,816.058
-46,46,802.794
-44,46,789.663
-42,46,776.73
-40,46,764.054
-38,46,751.693
-36,46,739.7
-34,46,728.123
-32,46,717.008
-30,46,706.395
-28,46,696.323
-26,46,686.823
-24,46,677.926
-22,46,669.657
-20,46,662.039
-18,46,655.091
-16,46,648.832
-14,46,643.273
-12,46,638.429
-10,46,634.307
-8,46,630.917
-6,46,628.264
-4,46,626.352
-2,46,625.186
0,46,624.767
2,46,625.096
4,46,626.172
6,46,627.993
8,46,630.556
10,46,633.858
12,46,637.891
14,46,642.648
16,46,648.12
18,46,654.294
20,46,661.157
22,46,668.692
24,46,676.879
26,46,685.696
28,46,695.118
30,46,705.114
32,46,715.651
34,46,726.693
36,46,738.199
38,46,750.124
40,46,762.418
42,46,775.029
44,46,787.9
46,46,800.97
48,46,814.176
50,46,827.45
52,46,840.723
54,46,853.923
56,46,866.976
58,46,879.806
60,46,892.338
62,46,904.496
64,46,916.206
66,46,927.393
68,46,937.985
70,46,947.913
72,46,957.113
74,46,965.521
76,46,973.081
78,46,979.741
80,46,985.455
82,46,990.184
84,46,993.893
86,46,996.557
88,46,998.157
90,46,998.681
92,46,998.126
94,46,996.496
96,46,993.802
98,46,990.062
100,46,985.304
102,46,979.56
104,46,972.871
106,46,965.281
108,46,956.845
110,46,947.617
112,46,937.661
114,46,927.042
116,46,915.829
118,46,904.093
120,46,891.91
122,46,879.353
124,46,866.499
126,46,853.424
128,46,840.202
130,46,826.907
132,46,813.612
134,46,800.387
136,46,787.297
138,46,774.408
140,46,761.78
142,46,749.47
144,46,737.53
146,46,726.009
148,46,714.954
150,46,704.403
152,46,694.395
154,46,684.963
156,46,676.136
158,46,667.939
160,46,660.396
162,46,653.526
164,46,647.345
166,46,641.868
168,46,637.106
170,46,633.069
172,46,629.765
174,46,627.199
176,46,625.377
178,46,624.301
180,46,623.973
-180,48,658.05
-178,48,658.478
-176,48,659.663
-174,48,661.604
-172,48,664.297
-170,48,667.738
-168,48,671.92
-166,48,676.835
-164,48,682.474
-162,48,688.825
-160,48,695.873
-158,48,703.602
-156,48,711.992
-154,48,721.02
-152,48,730.66
-150,48,740.883
-148,48,751.653
-146,48,762.935
-144,48,774.687
-142,48,786.863
-140,48,799.414
-138,48,812.285
-136,48,825.42
-134,48,838.757
-132,48,852.231
-130,48,865.773
-128,48,879.314
-126,48,892.779
-124,48,906.094
-122,48,919.183
-120,48,931.968
-118,48,944.372
-116,48,956.319
-114,48,967.734
-112,48,978.545
-110,48,988.679
-108,48,998.072
-106,48,1006.66
-104,48,1014.38
-102,48,1021.19
-100,48,1027.04
-98,48,1031.88
-96,48,1035.69
-94,48,1038.43
-92,48,1040.09
-90,48,1040.65
-88,48,1040.12
-86,48,1038.49
-84,48,1035.78
-82,48,1032
-80,48,1027.19
-78,48,1021.37
-76,48,1014.6
-74,48,1006.9
-72,48,998.342
-70,48,988.978
-68,48,978.872
-66,48,968.09
-64,48,956.702
-62,48,944.782
-60,48,932.404
-58,48,919.645
-56,48,906.582
-54,48,893.291
-52,48,879.85
-50,48,866.332
-48,48,852.812
-46,48,839.361
-44,48,826.045
-42,48,812.931
-40,48,800.079
-38,48,787.547
-36,48,775.389
-34,48,763.654
-32,48,752.388
-30,48,741.633
-28,48,731.426
-26,48,721.799
-24,48,712.784
-22,48,704.406
-20,48,696.688
-18,48,689.649
-16,48,683.308
-14,48,677.677
-12,48,672.769
-10,48,668.593
-8,48,665.158
-6,48,662.469
-4,48,660.532
-2,48,659.349
0,48,658.922
2,48,659.253
4,48,660.34
6,48,662.182
8,48,664.775
10,48,668.116
12,48,672.198
14,48,677.014
16,48,682.553
18,48,688.804
20,48,695.753
22,48,703.383
24,48,711.674
26,48,720.605
28,48,730.148
30,48,740.274
32,48,750.95
34,48,762.139
36,48,773.798
38,48,785.883
40,48,798.344
42,48,811.128
44,48,824.176
46,48,837.428
48,48,850.818
50,48,864.279
52,48,877.74
54,48,891.128
56,48,904.367
58,48,917.382
60,48,930.095
62,48,942.43
64,48,954.31
66,48,965.66
68,48,976.408
70,48,986.482
72,48,995.817
74,48,1004.35
76,48,1012.02
78,48,1018.78
80,48,1024.58
82,48,1029.37
84,48,1033.14
86,48,1035.84
88,48,1037.46
90,48,1037.99
92,48,1037.43
94,48,1035.77
96,48,1033.04
98,48,1029.24
100,48,1024.41
102,48,1018.58
104,48,1011.79
106,48,1004.09
108,48,995.523
110,48,986.157
112,48,976.053
114,48,965.275
116,48,953.896
118,48,941.988
120,48,929.626
122,48,916.885
124,48,903.845
126,48,890.58
128,48,877.168
130,48,863.684
132,48,850.2
134,48,836.788
136,48,823.515
138,48,810.447
140,48,797.645
142,48,785.166
144,48,773.064
146,48,761.388
148,48,750.185
150,48,739.495
152,48,729.355
154,48,719.8
156,48,710.859
158,48,702.557
160,48,694.918
162,48,687.96
164,48,681.702
166,48,676.157
168,48,671.336
170,48,667.25
172,48,663.906
174,48,661.31
176,48,659.467
178,48,658.379
180,48,658.05
-180,50,692.698
-178,50,693.132
-176,50,694.327
-174,50,696.282
-172,50,698.994
-170,50,702.458
-168,50,706.668
-166,50,711.616
-164,50,717.291
-162,50,723.682
-160,50,730.774
-158,50,738.55
-156,50,746.991
-154,50,756.072
-152,50,765.769
-150,50,776.05
-148,50,786.882
-146,50,798.227
-144,50,810.044
-142,50,822.286
-140,50,834.905
-138,50,847.845
-136,50,861.049
-134,50,874.455
-132,50,887.998
-130,50,901.609
-128,50,915.218
-126,50,928.751
-124,50,942.132
-122,50,955.284
-120,50,968.131
-118,50,980.595
-116,50,992.599
-114,50,1004.07
-112,50,1014.93
-110,50,1025.11
-108,50,1034.55
-106,50,1043.17
-104,50,1050.93
-102,50,1057.77
-100,50,1063.65
-98,50,1068.51
-96,50,1072.34
-94,50,1075.09
-92,50,1076.76
-90,50,1077.33
-88,50,1076.79
-86,50,1075.16
-84,50,1072.44
-82,50,1068.65
-80,50,1063.81
-78,50,1057.97
-76,50,1051.17
-74,50,1043.44
-72,50,1034.84
-70,50,1025.44
-68,50,1015.29
-66,50,1004.46
-64,50,993.017
-62,50,981.042
-60,50,968.607
-58,50,955.788
-56,50,942.663
-54,50,929.309
-52,50,915.803
-50,50,902.219
-48,50,888.632
-46,50,875.113
-44,50,861.73
-42,50,848.548
-40,50,835.63
-38,50,823.032
-36,50,810.809
-34,50,799.011
-32,50,787.683
-30,50,776.868
-28,50,766.603
-26,50,756.921
-24,50,747.854
-22,50,739.426
-20,50,731.662
-18,50,724.58
-16,50,718.199
-14,50,712.533
-12,50,707.593
-10,50,703.39
-8,50,699.932
-6,50,697.225
-4,50,695.273
-2,50,694.081
0,50,693.649
2,50,693.98
4,50,695.071
6,50,696.922
8,50,699.529
10,50,702.887
12,50,706.992
14,50,711.833
16,50,717.403
18,50,723.688
20,50,730.675
22,50,738.347
24,50,746.684
26,50,755.662
28,50,765.256
30,50,775.435
32,50,786.167
34,50,797.413
36,50,809.132
38,50,821.278
40,50,833.801
42,50,846.647
44,50,859.759
46,50,873.075
48,50,886.53
50,50,900.055
52,50,913.579
54,50,927.029
56,50,940.329
58,50,953.403
60,50,966.174
62,50,978.563
64,50,990.496
66,50,1001.9
68,50,1012.69
70,50,1022.81
72,50,1032.18
74,50,1040.75
76,50,1048.45
78,50,1055.24
80,50,1061.06
82,50,1065.88
84,50,1069.65
86,50,1072.37
88,50,1073.99
90,50,1074.53
92,50,1073.96
94,50,1072.29
96,50,1069.54
98,50,1065.73
100,50,1060.88
102,50,1055.02
104,50,1048.2
106,50,1040.46
108,50,1031.86
110,50,1022.45
112,50,1012.3
114,50,1001.48
116,50,990.046
118,50,978.083
120,50,965.663
122,50,952.863
124,50,939.761
126,50,926.433
128,50,912.957
130,50,899.407
132,50,885.857
134,50,872.379
136,50,859.041
138,50,845.907
140,50,833.04
142,50,820.497
144,50,808.332
146,50,796.596
148,50,785.334
150,50,774.587
152,50,764.393
154,50,754.786
156,50,745.795
158,50,737.448
160,50,729.766
162,50,722.77
164,50,716.477
166,50,710.901
168,50,706.053
170,50,701.944
172,50,698.582
174,50,695.972
176,50,694.12
178,50,693.028
180,50,692.698
-180,52,728.166
-178,52,728.601
-176,52,729.799
-174,52,731.757
-172,52,734.471
-170,52,737.936
-168,52,742.147
-166,52,747.094
-164,52,752.768
-162,52,759.156
-160,52,766.242
-158,52,774.011
-156,52,782.441
-154,52,791.509
-152,52,801.188
-150,52,811.449
-148,52,822.256
-146,52,833.573
-144,52,845.357
-142,52,857.563
-140,52,870.14
-138,52,883.035
-136,52,896.189
-134,52,909.542
-132,52,923.029
-130,52,936.58
-128,52,950.127
-126,52,963.594
-124,52,976.908
-122,52,989.993
-120,52,1002.77
-118,52,1015.17
-116,52,1027.1
-114,52,1038.51
-112,52,1049.3
-110,52,1059.42
-108,52,1068.8
-106,52,1077.37
-104,52,1085.09
-102,52,1091.88
-100,52,1097.72
-98,52,1102.55
-96,52,1106.35
-94,52,1109.09
-92,52,1110.75
-90,52,1111.31
-88,52,1110.78
-86,52,1109.16
-84,52,1106.46
-82,52,1102.69
-80,52,1097.9
-78,52,1092.1
-76,52,1085.34
-74,52,1077.66
-72,52,1069.12
-70,52,1059.78
-68,52,1049.69
-66,52,1038.93
-64,52,1027.55
-62,52,1015.65
-60,52,1003.29
-58,52,990.538
-56,52,977.483
-54,52,964.198
-52,52,950.759
-50,52,937.24
-48,52,923.715
-46,52,910.254
-44,52,896.926
-42,52,883.796
-40,52,870.924
-38,52,858.369
-36,52,846.184
-34,52,834.421
-32,52,823.123
-30,52,812.334
-28,52,802.09
-26,52,792.427
-24,52,783.374
-22,52,774.958
-20,52,767.202
-18,52,760.127
-16,52,753.75
-14,52,748.086
-12,52,743.147
-10,52,738.944
-8,52,735.485
-6,52,732.776
-4,52,730.822
-2,52,729.627
0,52,729.193
2,52,729.521
4,52,730.61
6,52,732.458
8,52,735.062
10,52,738.416
12,52,742.516
14,52,747.352
16,52,752.915
18,52,759.192
20,52,766.168
22,52,773.826
24,52,782.147
26,52,791.106
28,52,800.677
30,52,810.831
32,52,821.533
34,52,832.745
36,52,844.425
38,52,856.529
40,52,869.006
42,52,881.802
44,52,894.86
46,52,908.117
48,52,921.51
50,52,934.97
52,52,948.427
54,52,961.807
56,52,975.036
58,52,988.037
60,52,1000.73
62,52,1013.05
64,52,1024.91
66,52,1036.24
68,52,1046.97
70,52,1057.02
72,52,1066.33
74,52,1074.84
76,52,1082.49
78,52,1089.23
80,52,1095.01
82,52,1099.79
84,52,1103.54
86,52,1106.23
88,52,1107.85
90,52,1108.37
92,52,1107.81
94,52,1106.15
96,52,1103.42
98,52,1099.63
100,52,1094.81
102,52,1088.99
104,52,1082.22
106,52,1074.53
108,52,1065.98
110,52,1056.64
