Phi[deg],Theta[deg],im(rEZ)[mV]
-180,0,-2.33639e-13
-178,0,-2.28475e-13
-176,0,-2.22669e-13
-174,0,-2.16499e-13
-172,0,-2.10241e-13
-170,0,-2.04163e-13
-168,0,-1.98519e-13
-166,0,-1.93553e-13
-164,0,-1.89488e-13
-162,0,-1.86525e-13
-160,0,-1.84832e-13
-158,0,-1.84532e-13
-156,0,-1.85691e-13
-154,0,-1.88297e-13
-152,0,-1.92254e-13
-150,0,-1.97369e-13
-148,0,-2.03351e-13
-146,0,-2.09822e-13
-144,0,-2.16332e-13
-142,0,-2.22393e-13
-140,0,-2.2751e-13
-138,0,-2.31231e-13
-136,0,-2.33192e-13
-134,0,-2.33156e-13
-132,0,-2.31053e-13
-130,0,-2.26996e-13
-128,0,-2.21293e-13
-126,0,-2.14427e-13
-124,0,-2.07027e-13
-122,0,-1.99816e-13
-120,0,-1.93547e-13
-118,0,-1.8893e-13
-116,0,-1.86558e-13
-114,0,-1.86842e-13
-112,0,-1.89955e-13
-110,0,-1.95801e-13
-108,0,-2.04008e-13
-106,0,-2.13945e-13
-104,0,-2.24771e-13
-102,0,-2.35502e-13
-100,0,-2.45105e-13
-98,0,-2.52587e-13
-96,0,-2.57098e-13
-94,0,-2.5802e-13
-92,0,-2.55034e-13
-90,0,-2.48163e-13
-88,0,-2.37785e-13
-86,0,-2.24614e-13
-84,0,-2.09638e-13
-82,0,-1.94043e-13
-80,0,-1.79105e-13
-78,0,-1.66076e-13
-76,0,-1.56072e-13
-74,0,-1.49963e-13
-72,0,-1.48295e-13
-70,0,-1.51233e-13
-68,0,-1.58543e-13
-66,0,-1.6961e-13
-64,0,-1.83496e-13
-62,0,-1.99017e-13
-60,0,-2.14857e-13
-58,0,-2.29685e-13
-56,0,-2.42276e-13
-54,0,-2.51621e-13
-52,0,-2.57019e-13
-50,0,-2.58136e-13
-48,0,-2.55031e-13
-46,0,-2.48148e-13
-44,0,-2.38267e-13
-42,0,-2.26432e-13
-40,0,-2.13849e-13
-38,0,-2.01778e-13
-36,0,-1.91414e-13
-34,0,-1.83787e-13
-32,0,-1.79667e-13
-30,0,-1.79506e-13
-28,0,-1.83402e-13
-26,0,-1.91096e-13
-24,0,-2.02008e-13
-22,0,-2.15289e-13
-20,0,-2.29901e-13
-18,0,-2.44709e-13
-16,0,-2.58578e-13
-14,0,-2.70461e-13
-12,0,-2.79485e-13
-10,0,-2.85009e-13
-8,0,-2.86664e-13
-6,0,-2.84372e-13
-4,0,-2.78335e-13
-2,0,-2.69007e-13
0,0,-2.57048e-13
2,0,-2.43264e-13
4,0,-2.28543e-13
6,0,-2.13789e-13
8,0,-1.99859e-13
10,0,-1.87511e-13
12,0,-1.77361e-13
14,0,-1.69855e-13
16,0,-1.65252e-13
18,0,-1.63623e-13
20,0,-1.64859e-13
22,0,-1.68685e-13
24,0,-1.74693e-13
26,0,-1.82367e-13
28,0,-1.91118e-13
30,0,-2.0032e-13
32,0,-2.09346e-13
34,0,-2.17602e-13
36,0,-2.24559e-13
38,0,-2.29786e-13
40,0,-2.32972e-13
42,0,-2.33945e-13
44,0,-2.32691e-13
46,0,-2.29349e-13
48,0,-2.24214e-13
50,0,-2.17717e-13
52,0,-2.10401e-13
54,0,-2.02886e-13
56,0,-1.95823e-13
58,0,-1.89846e-13
60,0,-1.8552e-13
62,0,-1.83291e-13
64,0,-1.83445e-13
66,0,-1.86073e-13
68,0,-1.91052e-13
70,0,-1.98046e-13
72,0,-2.06526e-13
74,0,-2.15799e-13
76,0,-2.25067e-13
78,0,-2.3349e-13
80,0,-2.40254e-13
82,0,-2.44648e-13
84,0,-2.4613e-13
86,0,-2.44382e-13
88,0,-2.39343e-13
90,0,-2.3123e-13
92,0,-2.20522e-13
94,0,-2.07932e-13
96,0,-1.94348e-13
98,0,-1.80761e-13
100,0,-1.68183e-13
102,0,-1.57558e-13
104,0,-1.49686e-13
106,0,-1.45146e-13
108,0,-1.44253e-13
110,0,-1.47028e-13
112,0,-1.53199e-13
114,0,-1.62226e-13
116,0,-1.73354e-13
118,0,-1.85681e-13
120,0,-1.98236e-13
122,0,-2.10069e-13
124,0,-2.20328e-13
126,0,-2.28337e-13
128,0,-2.33639e-13
130,0,-2.36037e-13
132,0,-2.35592e-13
134,0,-2.32612e-13
136,0,-2.27609e-13
138,0,-2.21243e-13
140,0,-2.14257e-13
142,0,-2.07402e-13
144,0,-2.01374e-13
146,0,-1.96749e-13
148,0,-1.93943e-13
150,0,-1.93182e-13
152,0,-1.94497e-13
154,0,-1.97731e-13
156,0,-2.0257e-13
158,0,-2.0858e-13
160,0,-2.15254e-13
162,0,-2.22059e-13
164,0,-2.28486e-13
166,0,-2.34086e-13
168,0,-2.38501e-13
170,0,-2.41479e-13
172,0,-2.42886e-13
174,0,-2.42695e-13
176,0,-2.40979e-13
178,0,-2.3789e-13
180,0,-2.33639e-13
-180,2,2.08622
-178,2,2.08888
-176,2,2.09495
-174,2,2.1044
-172,2,2.11719
-170,2,2.13326
-168,2,2.15253
-166,2,2.17492
-164,2,2.20031
-162,2,2.22859
-160,2,2.25963
-158,2,2.29327
-156,2,2.32935
-154,2,2.36771
-152,2,2.40816
-150,2,2.45051
-148,2,2.49454
-146,2,2.54006
-144,2,2.58684
-142,2,2.63466
-140,2,2.68328
-138,2,2.73247
-136,2,2.78201
-134,2,2.83163
-132,2,2.88112
-130,2,2.93022
-128,2,2.9787
-126,2,3.02633
-124,2,3.07287
-122,2,3.11811
-120,2,3.16182
-118,2,3.20378
-116,2,3.24381
-114,2,3.28169
-112,2,3.31726
-110,2,3.35033
-108,2,3.38075
-106,2,3.40837
-104,2,3.43305
-102,2,3.45468
-100,2,3.47314
-98,2,3.48836
-96,2,3.50025
-94,2,3.50876
-92,2,3.51385
-90,2,3.51548
-88,2,3.51366
-86,2,3.5084
-84,2,3.4997
-82,2,3.48763
-80,2,3.47223
-78,2,3.45359
-76,2,3.43178
-74,2,3.40693
-72,2,3.37913
-70,2,3.34854
-68,2,3.3153
-66,2,3.27957
-64,2,3.24152
-62,2,3.20133
-60,2,3.1592
-58,2,3.11534
-56,2,3.06996
-54,2,3.02326
-52,2,2.97549
-50,2,2.92687
-48,2,2.87763
-46,2,2.82801
-44,2,2.77826
-42,2,2.7286
-40,2,2.67929
-38,2,2.63055
-36,2,2.58263
-34,2,2.53575
-32,2,2.49013
-30,2,2.446
-28,2,2.40357
-26,2,2.36304
-24,2,2.32461
-22,2,2.28845
-20,2,2.25475
-18,2,2.22366
-16,2,2.19533
-14,2,2.16989
-12,2,2.14746
-10,2,2.12816
-8,2,2.11207
-6,2,2.09926
-4,2,2.08979
-2,2,2.08371
0,2,2.08105
2,2,2.0818
4,2,2.08597
6,2,2.09354
8,2,2.10445
10,2,2.11866
12,2,2.13608
14,2,2.15665
16,2,2.18024
18,2,2.20674
20,2,2.23603
22,2,2.26795
24,2,2.30235
26,2,2.33905
28,2,2.37787
30,2,2.41863
32,2,2.46112
34,2,2.50514
36,2,2.55045
38,2,2.59685
40,2,2.6441
42,2,2.69197
44,2,2.74023
46,2,2.78863
48,2,2.83694
50,2,2.88492
52,2,2.93234
54,2,2.97897
56,2,3.02456
58,2,3.06891
60,2,3.11178
62,2,3.15298
64,2,3.1923
66,2,3.22954
68,2,3.26452
70,2,3.29708
72,2,3.32705
74,2,3.35428
76,2,3.37864
78,2,3.40001
80,2,3.41829
82,2,3.43339
84,2,3.44522
86,2,3.45375
88,2,3.45891
90,2,3.4607
92,2,3.45909
94,2,3.4541
96,2,3.44576
98,2,3.4341
100,2,3.41918
102,2,3.40107
104,2,3.37987
106,2,3.35569
108,2,3.32862
110,2,3.29883
112,2,3.26644
114,2,3.23162
116,2,3.19454
118,2,3.15538
120,2,3.11434
122,2,3.07161
124,2,3.02742
126,2,2.98197
128,2,2.93549
130,2,2.88821
132,2,2.84037
134,2,2.79219
136,2,2.74391
138,2,2.69578
140,2,2.64803
142,2,2.60089
144,2,2.5546
146,2,2.50939
148,2,2.46548
150,2,2.42308
152,2,2.38241
154,2,2.34367
156,2,2.30704
158,2,2.27272
160,2,2.24086
162,2,2.21164
164,2,2.18519
166,2,2.16164
168,2,2.14112
170,2,2.12373
172,2,2.10956
174,2,2.09867
176,2,2.09113
178,2,2.08697
180,2,2.08622
-180,4,8.30374
-178,4,8.31247
-176,4,8.33476
-174,4,8.37051
-172,4,8.41955
-170,4,8.48165
-168,4,8.55652
-166,4,8.6438
-164,4,8.74308
-162,4,8.85389
-160,4,8.97568
-158,4,9.10789
-156,4,9.24988
-154,4,9.40097
-152,4,9.56042
-150,4,9.72748
-148,4,9.90134
-146,4,10.0812
-144,4,10.2661
-142,4,10.4552
-140,4,10.6476
-138,4,10.8424
-136,4,11.0385
-134,4,11.2352
-132,4,11.4313
-130,4,11.626
-128,4,11.8183
-126,4,12.0073
-124,4,12.1921
-122,4,12.3717
-120,4,12.5453
-118,4,12.7121
-116,4,12.8711
-114,4,13.0217
-112,4,13.1632
-110,4,13.2947
-108,4,13.4158
-106,4,13.5257
-104,4,13.624
-102,4,13.7101
-100,4,13.7837
-98,4,13.8444
-96,4,13.8918
-94,4,13.9259
-92,4,13.9463
-90,4,13.953
-88,4,13.9459
-86,4,13.9252
-84,4,13.8908
-82,4,13.843
-80,4,13.782
-78,4,13.7081
-76,4,13.6216
-74,4,13.523
-72,4,13.4127
-70,4,13.2914
-68,4,13.1595
-66,4,13.0177
-64,4,12.8668
-62,4,12.7074
-60,4,12.5404
-58,4,12.3665
-56,4,12.1866
-54,4,12.0016
-52,4,11.8123
-50,4,11.6197
-48,4,11.4247
-46,4,11.2283
-44,4,11.0315
-42,4,10.8351
-40,4,10.6401
-38,4,10.4475
-36,4,10.2582
-34,4,10.073
-32,4,9.89305
-30,4,9.71902
-28,4,9.5518
-26,4,9.3922
-24,4,9.24098
-22,4,9.09886
-20,4,8.96654
-18,4,8.84464
-16,4,8.73374
-14,4,8.63438
-12,4,8.54703
-10,4,8.47211
-8,4,8.40996
-6,4,8.36089
-4,4,8.32512
-2,4,8.30282
0,4,8.29409
2,4,8.29897
4,4,8.31741
6,4,8.34934
8,4,8.39459
10,4,8.45292
12,4,8.52406
14,4,8.60765
16,4,8.70329
18,4,8.81049
20,4,8.92875
22,4,9.05747
24,4,9.19604
26,4,9.34376
28,4,9.49993
30,4,9.66377
32,4,9.8345
34,4,10.0113
36,4,10.1932
38,4,10.3794
40,4,10.5691
42,4,10.7611
44,4,10.9547
46,4,11.1489
48,4,11.3426
50,4,11.5351
52,4,11.7252
54,4,11.9122
56,4,12.095
58,4,12.2728
60,4,12.4447
62,4,12.6098
64,4,12.7675
66,4,12.9168
68,4,13.057
70,4,13.1875
72,4,13.3076
74,4,13.4167
76,4,13.5143
78,4,13.5999
80,4,13.6731
82,4,13.7335
84,4,13.7808
86,4,13.8148
88,4,13.8354
90,4,13.8423
92,4,13.8357
94,4,13.8155
96,4,13.7818
98,4,13.7348
100,4,13.6747
102,4,13.6018
104,4,13.5166
106,4,13.4193
108,4,13.3105
110,4,13.1907
112,4,13.0605
114,4,12.9206
116,4,12.7716
118,4,12.6143
120,4,12.4494
122,4,12.2778
124,4,12.1002
126,4,11.9177
128,4,11.731
130,4,11.5411
132,4,11.3489
134,4,11.1554
136,4,10.9615
138,4,10.7682
140,4,10.5763
142,4,10.3869
144,4,10.2009
146,4,10.0191
148,4,9.84256
150,4,9.67201
152,4,9.50834
154,4,9.35233
156,4,9.20475
158,4,9.06632
160,4,8.93773
162,4,8.81959
164,4,8.71249
166,4,8.61695
168,4,8.53345
170,4,8.46238
172,4,8.4041
174,4,8.35891
176,4,8.32702
178,4,8.3086
180,4,8.30374
-180,6,18.5466
-178,6,18.5647
-176,6,18.613
-174,6,18.6914
-172,6,18.7994
-170,6,18.9365
-168,6,19.1022
-166,6,19.2955
-164,6,19.5157
-162,6,19.7616
-160,6,20.0321
-158,6,20.3258
-156,6,20.6415
-154,6,20.9776
-152,6,21.3324
-150,6,21.7044
-148,6,22.0916
-146,6,22.4922
-144,6,22.9044
-142,6,23.3261
-140,6,23.7552
-138,6,24.1898
-136,6,24.6277
-134,6,25.0667
-132,6,25.5049
-130,6,25.9399
-128,6,26.3697
-126,6,26.7923
-124,6,27.2055
-122,6,27.6073
-120,6,27.9957
-118,6,28.3689
-116,6,28.7251
-114,6,29.0623
-112,6,29.3791
-110,6,29.6739
-108,6,29.9451
-106,6,30.1915
-104,6,30.4118
-102,6,30.605
-100,6,30.7701
-98,6,30.9062
-96,6,31.0128
-94,6,31.0892
-92,6,31.1351
-90,6,31.1503
-88,6,31.1346
-86,6,31.0883
-84,6,31.0114
-82,6,30.9044
-80,6,30.7678
-78,6,30.6023
-76,6,30.4086
-74,6,30.1879
-72,6,29.941
-70,6,29.6694
-68,6,29.3742
-66,6,29.057
-64,6,28.7193
-62,6,28.3627
-60,6,27.9891
-58,6,27.6003
-56,6,27.1981
-54,6,26.7845
-52,6,26.3616
-50,6,25.9314
-48,6,25.4961
-46,6,25.0576
-44,6,24.6182
-42,6,24.1801
-40,6,23.7452
-38,6,23.3158
-36,6,22.8938
-34,6,22.4814
-32,6,22.0805
-30,6,21.6931
-28,6,21.3209
-26,6,20.9659
-24,6,20.6297
-22,6,20.3138
-20,6,20.0199
-18,6,19.7493
-16,6,19.5033
-14,6,19.283
-12,6,19.0896
-10,6,18.9239
-8,6,18.7867
-6,6,18.6786
-4,6,18.6003
-2,6,18.5519
0,6,18.5338
2,6,18.546
4,6,18.5885
6,6,18.661
8,6,18.7632
10,6,18.8946
12,6,19.0546
14,6,19.2423
16,6,19.4569
18,6,19.6973
20,6,19.9623
22,6,20.2508
24,6,20.5612
26,6,20.8921
28,6,21.2419
30,6,21.6089
32,6,21.9913
34,6,22.3873
36,6,22.7949
38,6,23.2121
40,6,23.637
42,6,24.0674
44,6,24.5013
46,6,24.9365
48,6,25.371
50,6,25.8025
52,6,26.229
54,6,26.6483
56,6,27.0585
58,6,27.4575
60,6,27.8433
62,6,28.2141
64,6,28.5679
66,6,28.9032
68,6,29.2181
70,6,29.5111
72,6,29.7809
74,6,30.026
76,6,30.2452
78,6,30.4375
80,6,30.6019
82,6,30.7376
84,6,30.8438
86,6,30.9202
88,6,30.9662
90,6,30.9817
92,6,30.9666
94,6,30.921
96,6,30.8451
98,6,30.7392
100,6,30.604
102,6,30.44
104,6,30.2481
106,6,30.0293
108,6,29.7846
110,6,29.5153
112,6,29.2226
114,6,28.9081
116,6,28.5733
118,6,28.2198
120,6,27.8494
122,6,27.464
124,6,27.0654
126,6,26.6555
128,6,26.2365
130,6,25.8104
132,6,25.3792
134,6,24.9451
136,6,24.5102
138,6,24.0766
140,6,23.6464
142,6,23.2219
144,6,22.8049
146,6,22.3975
148,6,22.0018
150,6,21.6197
152,6,21.2529
154,6,20.9033
156,6,20.5726
158,6,20.2624
160,6,19.9741
162,6,19.7092
164,6,19.469
166,6,19.2545
168,6,19.0669
170,6,18.9071
172,6,18.7758
174,6,18.6737
176,6,18.6012
178,6,18.5588
180,6,18.5466
-180,8,32.6423
-178,8,32.6729
-176,8,32.7566
-174,8,32.893
-172,8,33.0815
-170,8,33.3211
-168,8,33.6108
-166,8,33.9492
-164,8,34.3347
-162,8,34.7655
-160,8,35.2397
-158,8,35.7549
-156,8,36.3087
-154,8,36.8985
-152,8,37.5216
-150,8,38.1749
-148,8,38.8553
-146,8,39.5596
-144,8,40.2844
-142,8,41.0262
-140,8,41.7815
-138,8,42.5466
-136,8,43.3179
-134,8,44.0915
-132,8,44.8638
-130,8,45.6309
-128,8,46.3891
-126,8,47.1347
-124,8,47.8641
-122,8,48.5736
-120,8,49.2598
-118,8,49.9193
-116,8,50.5488
-114,8,51.1451
-112,8,51.7054
-110,8,52.2268
-108,8,52.7068
-106,8,53.1429
-104,8,53.533
-102,8,53.875
-100,8,54.1674
-98,8,54.4086
-96,8,54.5974
-94,8,54.7328
-92,8,54.8143
-90,8,54.8413
-88,8,54.8138
-86,8,54.7318
-84,8,54.5958
-82,8,54.4065
-80,8,54.1648
-78,8,53.872
-76,8,53.5294
-74,8,53.1389
-72,8,52.7023
-70,8,52.2218
-68,8,51.6999
-66,8,51.1392
-64,8,50.5424
-62,8,49.9124
-60,8,49.2525
-58,8,48.5659
-56,8,47.856
-54,8,47.1262
-52,8,46.3801
-50,8,45.6215
-48,8,44.8541
-46,8,44.0814
-44,8,43.3075
-42,8,42.5359
-40,8,41.7705
-38,8,41.0149
-36,8,40.2727
-34,8,39.5477
-32,8,38.8431
-30,8,38.1624
-28,8,37.5089
-26,8,36.8857
-24,8,36.2957
-22,8,35.7417
-20,8,35.2263
-18,8,34.7521
-16,8,34.3211
-14,8,33.9355
-12,8,33.597
-10,8,33.3073
-8,8,33.0676
-6,8,32.8791
-4,8,32.7427
-2,8,32.659
0,8,32.6284
2,8,32.651
4,8,32.7267
6,8,32.8551
8,8,33.0357
10,8,33.2674
12,8,33.5493
14,8,33.88
16,8,34.2579
18,8,34.6812
20,8,35.1479
22,8,35.6558
24,8,36.2024
26,8,36.7851
28,8,37.4013
30,8,38.0478
32,8,38.7216
34,8,39.4194
36,8,40.1379
38,8,40.8737
40,8,41.6231
42,8,42.3825
44,8,43.1482
46,8,43.9165
48,8,44.6837
50,8,45.4459
52,8,46.1995
54,8,46.9407
56,8,47.6659
58,8,48.3715
60,8,49.054
62,8,49.71
64,8,50.3363
66,8,50.9297
68,8,51.4874
70,8,52.0064
72,8,52.4842
74,8,52.9184
76,8,53.3069
78,8,53.6476
80,8,53.9389
82,8,54.1794
84,8,54.3677
86,8,54.5029
88,8,54.5844
90,8,54.6118
92,8,54.5849
94,8,54.5038
96,8,54.369
98,8,54.1811
100,8,53.9411
102,8,53.6503
104,8,53.3099
106,8,52.9219
108,8,52.4881
110,8,52.0107
112,8,51.4921
114,8,50.9349
116,8,50.3419
118,8,49.716
120,8,49.0604
122,8,48.3783
124,8,47.6731
126,8,46.9482
128,8,46.2074
130,8,45.4542
132,8,44.6923
134,8,43.9255
136,8,43.1576
138,8,42.3922
140,8,41.6331
142,8,40.884
144,8,40.1486
146,8,39.4303
148,8,38.7328
150,8,38.0593
152,8,37.413
154,8,36.7971
156,8,36.2146
158,8,35.6682
160,8,35.1605
162,8,34.694
164,8,34.2709
166,8,33.8932
168,8,33.5626
170,8,33.2809
172,8,33.0492
174,8,32.8688
176,8,32.7405
178,8,32.6649
180,8,32.6423
-180,10,50.3577
-178,10,50.4038
-176,10,50.5314
-174,10,50.74
-172,10,51.0287
-170,10,51.3961
-168,10,51.8405
-166,10,52.36
-164,10,52.952
-162,10,53.614
-160,10,54.3427
-158,10,55.1349
-156,10,55.9868
-154,10,56.8945
-152,10,57.8536
-150,10,58.8598
-148,10,59.9082
-146,10,60.9938
-144,10,62.1116
-142,10,63.2562
-140,10,64.422
-138,10,65.6036
-136,10,66.7951
-134,10,67.9909
-132,10,69.1851
-130,10,70.3719
-128,10,71.5455
-126,10,72.7
-124,10,73.8299
-122,10,74.9295
-120,10,75.9933
-118,10,77.0161
-116,10,77.9928
-114,10,78.9184
-112,10,79.7883
-110,10,80.5981
-108,10,81.3438
-106,10,82.0214
-104,10,82.6277
-102,10,83.1596
-100,10,83.6142
-98,10,83.9894
-96,10,84.2831
-94,10,84.4939
-92,10,84.6208
-90,10,84.663
-88,10,84.6203
-86,10,84.493
-84,10,84.2817
-82,10,83.9875
-80,10,83.6119
-78,10,83.1568
-76,10,82.6245
-74,10,82.0177
-72,10,81.3396
-70,10,80.5935
-68,10,79.7833
-66,10,78.9129
-64,10,77.9869
-62,10,77.0098
-60,10,75.9866
-58,10,74.9224
-56,10,73.8224
-54,10,72.6922
-52,10,71.5372
-50,10,70.3633
-48,10,69.1762
-46,10,67.9817
-44,10,66.7856
-42,10,65.5938
-40,10,64.4119
-38,10,63.2458
-36,10,62.101
-34,10,60.983
-32,10,59.8971
-30,10,58.8485
-28,10,57.8422
-26,10,56.8828
-24,10,55.975
-22,10,55.123
-20,10,54.3307
-18,10,53.6018
-16,10,52.9398
-14,10,52.3477
-12,10,51.8282
-10,10,51.3837
-8,10,51.0163
-6,10,50.7276
-4,10,50.519
-2,10,50.3914
0,10,50.3454
2,10,50.3811
4,10,50.4985
6,10,50.6968
8,10,50.9753
10,10,51.3325
12,10,51.7669
14,10,52.2764
16,10,52.8586
18,10,53.5108
20,10,54.2299
22,10,55.0126
24,10,55.8552
26,10,56.7537
28,10,57.7039
30,10,58.7012
32,10,59.741
34,10,60.8183
36,10,61.9279
38,10,63.0645
40,10,64.2227
42,10,65.3968
44,10,66.5811
46,10,67.77
48,10,68.9575
50,10,70.1379
52,10,71.3054
54,10,72.4541
56,10,73.5785
58,10,74.6729
60,10,75.7318
62,10,76.7501
64,10,77.7225
66,10,78.6442
68,10,79.5105
70,10,80.317
72,10,81.0598
74,10,81.7349
76,10,82.339
78,10,82.8689
80,10,83.322
82,10,83.696
84,10,83.9889
86,10,84.1993
88,10,84.326
90,10,84.3684
92,10,84.3263
94,10,84.2
96,10,83.99
98,10,83.6974
100,10,83.3238
102,10,82.871
104,10,82.3414
106,10,81.7377
108,10,81.063
110,10,80.3206
112,10,79.5144
114,10,78.6484
116,10,77.7271
118,10,76.755
120,10,75.7371
122,10,74.6785
124,10,73.5844
126,10,72.4604
128,10,71.312
130,10,70.1448
132,10,68.9648
134,10,67.7775
136,10,66.589
138,10,65.405
140,10,64.2312
142,10,63.0733
144,10,61.9369
146,10,60.8276
148,10,59.7506
150,10,58.7111
152,10,57.7139
154,10,56.764
156,10,55.8657
158,10,55.0234
160,10,54.2409
162,10,53.5219
164,10,52.8699
166,10,52.2879
168,10,51.7786
170,10,51.3444
172,10,50.9872
174,10,50.7089
176,10,50.5106
178,10,50.3934
180,10,50.3577
-180,12,71.4066
-178,12,71.4708
-176,12,71.6501
-174,12,71.9437
-172,12,72.3503
-170,12,72.8681
-168,12,73.4949
-166,12,74.2277
-164,12,75.0633
-162,12,75.9979
-160,12,77.0272
-158,12,78.1466
-156,12,79.3509
-154,12,80.6346
-152,12,81.9918
-150,12,83.4161
-148,12,84.9009
-146,12,86.4393
-144,12,88.0241
-142,12,89.6476
-140,12,91.3022
-138,12,92.98
-136,12,94.6728
-134,12,96.3726
-132,12,98.071
-130,12,99.7598
-128,12,101.431
-126,12,103.075
-124,12,104.685
-122,12,106.253
-120,12,107.771
-118,12,109.23
-116,12,110.625
-114,12,111.947
-112,12,113.19
-110,12,114.347
-108,12,115.413
-106,12,116.383
-104,12,117.25
-102,12,118.011
-100,12,118.662
-98,12,119.199
-96,12,119.62
-94,12,119.922
-92,12,120.104
-90,12,120.164
-88,12,120.103
-86,12,119.921
-84,12,119.619
-82,12,119.198
-80,12,118.66
-78,12,118.009
-76,12,117.248
-74,12,116.38
-72,12,115.411
-70,12,114.344
-68,12,113.186
-66,12,111.943
-64,12,110.621
-62,12,109.226
-60,12,107.766
-58,12,106.248
-56,12,104.68
-54,12,103.07
-52,12,101.425
-50,12,99.754
-48,12,98.0651
-46,12,96.3664
-44,12,94.6665
-42,12,92.9734
-40,12,91.2955
-38,12,89.6407
-36,12,88.017
-34,12,86.4322
-32,12,84.8937
-30,12,83.4087
-28,12,81.9843
-26,12,80.627
-24,12,79.3433
-22,12,78.1389
-20,12,77.0194
-18,12,75.9901
-16,12,75.0555
-14,12,74.2199
-12,12,73.4871
-10,12,72.8603
-8,12,72.3425
-6,12,71.9359
-4,12,71.6424
-2,12,71.4632
0,12,71.3991
2,12,71.4504
4,12,71.6169
6,12,71.8978
8,12,72.2917
10,12,72.7969
12,12,73.4111
14,12,74.1315
16,12,74.9548
18,12,75.8773
20,12,76.8946
22,12,78.0021
24,12,79.1948
26,12,80.4671
28,12,81.813
30,12,83.2263
32,12,84.7004
34,12,86.2283
36,12,87.8027
38,12,89.4163
40,12,91.0612
42,12,92.7296
44,12,94.4134
46,12,96.1044
48,12,97.7943
50,12,99.475
52,12,101.138
54,12,102.775
56,12,104.378
58,12,105.94
60,12,107.451
62,12,108.905
64,12,110.294
66,12,111.61
68,12,112.849
70,12,114.002
72,12,115.064
74,12,116.03
76,12,116.895
78,12,117.653
80,12,118.302
82,12,118.837
84,12,119.257
86,12,119.558
88,12,119.739
90,12,119.8
92,12,119.739
94,12,119.558
96,12,119.257
98,12,118.838
100,12,118.303
102,12,117.654
104,12,116.896
106,12,116.031
108,12,115.066
110,12,114.004
112,12,112.85
114,12,111.612
116,12,110.296
118,12,108.907
120,12,107.453
122,12,105.942
124,12,104.381
126,12,102.778
128,12,101.141
130,12,99.4783
132,12,97.7979
134,12,96.1081
136,12,94.4173
138,12,92.7337
140,12,91.0655
142,12,89.4208
144,12,87.8074
146,12,86.2332
148,12,84.7055
150,12,83.2316
152,12,81.8185
154,12,80.4727
156,12,79.2007
158,12,78.0082
160,12,76.9008
162,12,75.8836
164,12,74.9614
166,12,74.1382
168,12,73.418
170,12,72.8039
172,12,72.2988
174,12,71.905
176,12,71.6242
178,12,71.4579
180,12,71.4066
-180,14,95.4595
-178,14,95.5441
-176,14,95.7816
-174,14,96.1712
-172,14,96.7111
-170,14,97.399
-168,14,98.232
-166,14,99.2062
-164,14,100.318
-162,14,101.561
-160,14,102.931
-158,14,104.422
-156,14,106.026
-154,14,107.738
-152,14,109.548
-150,14,111.448
-148,14,113.431
-146,14,115.486
-144,14,117.604
-142,14,119.775
-140,14,121.989
-138,14,124.236
-136,14,126.504
-134,14,128.782
-132,14,131.06
-130,14,133.327
-128,14,135.571
-126,14,137.781
-124,14,139.945
-122,14,142.054
-120,14,144.097
-118,14,146.062
-116,14,147.941
-114,14,149.723
-112,14,151.399
-110,14,152.96
-108,14,154.399
-106,14,155.707
-104,14,156.879
-102,14,157.907
-100,14,158.786
-98,14,159.512
-96,14,160.081
-94,14,160.489
-92,14,160.735
-90,14,160.817
-88,14,160.735
-86,14,160.489
-84,14,160.081
-82,14,159.512
-80,14,158.786
-78,14,157.907
-76,14,156.879
-74,14,155.707
-72,14,154.399
-70,14,152.96
-68,14,151.398
-66,14,149.722
-64,14,147.941
-62,14,146.062
-60,14,144.096
-58,14,142.054
-56,14,139.945
-54,14,137.78
-52,14,135.57
-50,14,133.327
-48,14,131.06
-46,14,128.782
-44,14,126.503
-42,14,124.235
-40,14,121.989
-38,14,119.775
-36,14,117.603
-34,14,115.485
-32,14,113.43
-30,14,111.448
-28,14,109.547
-26,14,107.737
-24,14,106.026
-22,14,104.422
-20,14,102.931
-18,14,101.561
-16,14,100.318
-14,14,99.2065
-12,14,98.2324
-10,14,97.3995
-8,14,96.7117
-6,14,96.1719
-4,14,95.7824
-2,14,95.545
0,14,95.4606
2,14,95.5296
4,14,95.7516
6,14,96.1257
8,14,96.6502
10,14,97.3228
12,14,98.1405
14,14,99.0997
16,14,100.196
18,14,101.425
20,14,102.78
22,14,104.257
24,14,105.847
26,14,107.544
28,14,109.34
30,14,111.227
32,14,113.197
34,14,115.239
36,14,117.344
38,14,119.503
40,14,121.706
42,14,123.94
44,14,126.197
46,14,128.465
48,14,130.733
50,14,132.99
52,14,135.224
54,14,137.424
56,14,139.58
58,14,141.681
60,14,143.716
62,14,145.674
64,14,147.546
66,14,149.321
68,14,150.991
70,14,152.547
72,14,153.981
74,14,155.285
76,14,156.452
78,14,157.477
80,14,158.353
82,14,159.076
84,14,159.643
86,14,160.05
88,14,160.295
90,14,160.377
92,14,160.295
94,14,160.05
96,14,159.643
98,14,159.076
100,14,158.352
102,14,157.476
104,14,156.451
106,14,155.283
108,14,153.979
110,14,152.545
112,14,150.989
114,14,149.319
116,14,147.543
118,14,145.672
120,14,143.713
122,14,141.679
124,14,139.578
126,14,137.422
128,14,135.221
130,14,132.987
132,14,130.73
134,14,128.462
