Phi[deg],Theta[deg],im(rEX)[mV]
-38,34,-325.314
-36,34,-331.309
-34,34,-338.104
-32,34,-345.72
-30,34,-354.176
-28,34,-363.486
-26,34,-373.66
-24,34,-384.702
-22,34,-396.613
-20,34,-409.385
-18,34,-423.007
-16,34,-437.459
-14,34,-452.717
-12,34,-468.747
-10,34,-485.509
-8,34,-502.955
-6,34,-521.029
-4,34,-539.667
-2,34,-558.796
0,34,-578.336
2,34,-598.199
4,34,-618.289
6,34,-638.503
8,34,-658.73
10,34,-678.856
12,34,-698.76
14,34,-718.315
16,34,-737.393
18,34,-755.864
20,34,-773.593
22,34,-790.448
24,34,-806.297
26,34,-821.01
28,34,-834.459
30,34,-846.52
32,34,-857.077
34,34,-866.018
36,34,-873.236
38,34,-878.636
40,34,-882.129
42,34,-883.634
44,34,-883.082
46,34,-880.412
48,34,-875.573
50,34,-868.524
52,34,-859.235
54,34,-847.685
56,34,-833.861
58,34,-817.762
60,34,-799.393
62,34,-778.771
64,34,-755.917
66,34,-730.863
68,34,-703.647
70,34,-674.311
72,34,-642.908
74,34,-609.495
76,34,-574.132
78,34,-536.889
80,34,-497.838
82,34,-457.058
84,34,-414.631
86,34,-370.647
88,34,-325.198
90,34,-278.384
92,34,-230.307
94,34,-181.078
96,34,-130.811
98,34,-79.626
100,34,-27.6485
102,34,24.9902
104,34,78.1538
106,34,131.7
108,34,185.483
110,34,239.351
112,34,293.149
114,34,346.716
116,34,399.892
118,34,452.51
120,34,504.407
122,34,555.414
124,34,605.367
126,34,654.099
128,34,701.449
130,34,747.259
132,34,791.374
134,34,833.646
136,34,873.933
138,34,912.103
140,34,948.028
142,34,981.593
144,34,1012.69
146,34,1041.23
148,34,1067.13
150,34,1090.3
152,34,1110.7
154,34,1128.28
156,34,1142.98
158,34,1154.8
160,34,1163.72
162,34,1169.74
164,34,1172.86
166,34,1173.11
168,34,1170.52
170,34,1165.12
172,34,1156.96
174,34,1146.11
176,34,1132.63
178,34,1116.6
180,34,1098.09
-180,36,1156.04
-178,36,1133.93
-176,36,1109.47
-174,36,1082.75
-172,36,1053.88
-170,36,1023
-168,36,990.205
-166,36,955.642
-164,36,919.439
-162,36,881.737
-160,36,842.678
-158,36,802.412
-156,36,761.09
-154,36,718.87
-152,36,675.912
-150,36,632.378
-148,36,588.435
-146,36,544.25
-144,36,499.992
-142,36,455.83
-140,36,411.931
-138,36,368.461
-136,36,325.584
-134,36,283.458
-132,36,242.236
-130,36,202.065
-128,36,163.085
-126,36,125.424
-124,36,89.2029
-122,36,54.5296
-120,36,21.5003
-118,36,-9.80159
-116,36,-39.3068
-114,36,-66.9601
-112,36,-92.7211
-110,36,-116.564
-108,36,-138.478
-106,36,-158.468
-104,36,-176.552
-102,36,-192.762
-100,36,-207.144
-98,36,-219.756
-96,36,-230.668
-94,36,-239.96
-92,36,-247.721
-90,36,-254.048
-88,36,-259.047
-86,36,-262.826
-84,36,-265.5
-82,36,-267.184
-80,36,-267.998
-78,36,-268.061
-76,36,-267.489
-74,36,-266.4
-72,36,-264.907
-70,36,-263.122
-68,36,-261.15
-66,36,-259.093
-64,36,-257.048
-62,36,-255.108
-60,36,-253.358
-58,36,-251.878
-56,36,-250.746
-54,36,-250.029
-52,36,-249.795
-50,36,-250.102
-48,36,-251.005
-46,36,-252.556
-44,36,-254.802
-42,36,-257.785
-40,36,-261.545
-38,36,-266.116
-36,36,-271.532
-34,36,-277.819
-32,36,-285.004
-30,36,-293.106
-28,36,-302.144
-26,36,-312.13
-24,36,-323.071
-22,36,-334.971
-20,36,-347.826
-18,36,-361.628
-16,36,-376.361
-14,36,-392.003
-12,36,-408.521
-10,36,-425.879
-8,36,-444.028
-6,36,-462.913
-4,36,-482.468
-2,36,-502.619
0,36,-523.283
2,36,-544.367
4,36,-565.77
6,36,-587.382
8,36,-609.086
10,36,-630.758
12,36,-652.268
14,36,-673.479
16,36,-694.252
18,36,-714.444
20,36,-733.91
22,36,-752.505
24,36,-770.084
26,36,-786.505
28,36,-801.628
30,36,-815.32
32,36,-827.45
34,36,-837.898
36,36,-846.55
38,36,-853.299
40,36,-858.051
42,36,-860.719
44,36,-861.229
46,36,-859.516
48,36,-855.527
50,36,-849.22
52,36,-840.563
54,36,-829.537
56,36,-816.13
58,36,-800.343
60,36,-782.185
62,36,-761.673
64,36,-738.834
66,36,-713.701
68,36,-686.317
70,36,-656.729
72,36,-624.99
74,36,-591.161
76,36,-555.305
78,36,-517.494
80,36,-477.803
82,36,-436.31
84,36,-393.1
86,36,-348.264
88,36,-301.894
90,36,-254.09
92,36,-204.958
94,36,-154.606
96,36,-103.151
98,36,-50.7133
100,36,2.5784
102,36,56.5909
104,36,111.184
106,36,166.214
108,36,221.527
110,36,276.967
112,36,332.372
114,36,387.575
116,36,442.407
118,36,496.694
120,36,550.26
122,36,602.929
124,36,654.524
126,36,704.87
128,36,753.794
130,36,801.126
132,36,846.702
134,36,890.364
136,36,931.96
138,36,971.346
140,36,1008.39
142,36,1042.97
144,36,1074.97
146,36,1104.29
148,36,1130.84
150,36,1154.56
152,36,1175.36
154,36,1193.22
156,36,1208.08
158,36,1219.92
160,36,1228.74
162,36,1234.53
164,36,1237.31
166,36,1237.1
168,36,1233.94
170,36,1227.86
172,36,1218.93
174,36,1207.21
176,36,1192.77
178,36,1175.68
180,36,1156.04
-180,38,1206.11
-178,38,1182.97
-176,38,1157.42
-174,38,1129.56
-172,38,1099.5
-170,38,1067.38
-168,38,1033.32
-166,38,997.444
-164,38,959.894
-162,38,920.813
-160,38,880.348
-158,38,838.651
-156,38,795.88
-154,38,752.196
-152,38,707.767
-150,38,662.761
-148,38,617.352
-146,38,571.715
-144,38,526.029
-142,38,480.472
-140,38,435.22
-138,38,390.452
-136,38,346.339
-134,38,303.052
-132,38,260.755
-130,38,219.605
-128,38,179.751
-126,38,141.332
-124,38,104.477
-122,38,69.3006
-120,38,35.907
-118,38,4.38409
-116,38,-25.1949
-114,38,-52.7724
-112,38,-78.3072
-110,38,-101.775
-108,38,-123.166
-106,38,-142.49
-104,38,-159.77
-102,38,-175.046
-100,38,-188.371
-98,38,-199.813
-96,38,-209.452
-94,38,-217.38
-92,38,-223.697
-90,38,-228.513
-88,38,-231.946
-86,38,-234.117
-84,38,-235.153
-82,38,-235.182
-80,38,-234.334
-78,38,-232.739
-76,38,-230.526
-74,38,-227.819
-72,38,-224.741
-70,38,-221.41
-68,38,-217.937
-66,38,-214.431
-64,38,-210.992
-62,38,-207.715
-60,38,-204.688
-58,38,-201.994
-56,38,-199.707
-54,38,-197.899
-52,38,-196.634
-50,38,-195.97
-48,38,-195.963
-46,38,-196.663
-44,38,-198.115
-42,38,-200.361
-40,38,-203.441
-38,38,-207.39
-36,38,-212.242
-34,38,-218.024
-32,38,-224.765
-30,38,-232.487
-28,38,-241.211
-26,38,-250.952
-24,38,-261.722
-22,38,-273.528
-20,38,-286.371
-18,38,-300.246
-16,38,-315.141
-14,38,-331.038
-12,38,-347.909
-10,38,-365.717
-8,38,-384.419
-6,38,-403.958
-4,38,-424.271
-2,38,-445.281
0,38,-466.903
2,38,-489.042
4,38,-511.592
6,38,-534.438
8,38,-557.456
10,38,-580.513
12,38,-603.471
14,38,-626.184
16,38,-648.501
18,38,-670.268
20,38,-691.328
22,38,-711.525
24,38,-730.702
26,38,-748.703
28,38,-765.379
30,38,-780.584
32,38,-794.178
34,38,-806.03
36,38,-816.017
38,38,-824.027
40,38,-829.956
42,38,-833.714
44,38,-835.221
46,38,-834.412
48,38,-831.23
50,38,-825.633
52,38,-817.592
54,38,-807.086
56,38,-794.108
58,38,-778.66
60,38,-760.756
62,38,-740.417
64,38,-717.673
66,38,-692.563
68,38,-665.132
70,38,-635.431
72,38,-603.517
74,38,-569.454
76,38,-533.308
78,38,-495.151
80,38,-455.06
82,38,-413.115
84,38,-369.401
86,38,-324.007
88,38,-277.026
90,38,-228.558
92,38,-178.706
94,38,-127.579
96,38,-75.2923
98,38,-21.9673
100,38,32.2684
102,38,87.2803
104,38,142.927
106,38,199.061
108,38,255.528
110,38,312.166
112,38,368.808
114,38,425.282
116,38,481.41
118,38,537.012
120,38,591.903
122,38,645.898
124,38,698.81
126,38,750.454
128,38,800.647
130,38,849.209
132,38,895.964
134,38,940.746
136,38,983.393
138,38,1023.75
140,38,1061.69
142,38,1097.06
144,38,1129.76
146,38,1159.68
148,38,1186.73
150,38,1210.82
152,38,1231.9
154,38,1249.92
156,38,1264.83
158,38,1276.62
160,38,1285.28
162,38,1290.81
164,38,1293.24
166,38,1292.57
168,38,1288.87
170,38,1282.17
172,38,1272.53
174,38,1260.03
176,38,1244.73
178,38,1226.73
180,38,1206.11
-180,40,1248.06
-178,40,1224.08
-176,40,1197.65
-174,40,1168.89
-172,40,1137.9
-170,40,1104.81
-168,40,1069.76
-166,40,1032.86
-164,40,994.265
-162,40,954.114
-160,40,912.557
-158,40,869.748
-156,40,825.847
-154,40,781.021
-152,40,735.44
-150,40,689.278
-148,40,642.716
-146,40,595.935
-144,40,549.122
-142,40,502.462
-140,40,456.142
-138,40,410.35
-136,40,365.268
-134,40,321.077
-132,40,277.95
-130,40,236.056
-128,40,195.552
-126,40,156.589
-124,40,119.302
-122,40,83.8155
-120,40,50.2383
-118,40,18.6641
-116,40,-10.8301
-114,40,-38.1845
-112,40,-63.3574
-110,40,-86.3248
-108,40,-107.081
-106,40,-125.639
-104,40,-142.027
-102,40,-156.294
-100,40,-168.5
-98,40,-178.723
-96,40,-187.055
-94,40,-193.597
-92,40,-198.463
-90,40,-201.775
-88,40,-203.662
-86,40,-204.26
-84,40,-203.706
-82,40,-202.141
-80,40,-199.706
-78,40,-196.542
-76,40,-192.786
-74,40,-188.571
-72,40,-184.027
-70,40,-179.278
-68,40,-174.441
-66,40,-169.627
-64,40,-164.94
-62,40,-160.474
-60,40,-156.32
-58,40,-152.559
-56,40,-149.266
-54,40,-146.508
-52,40,-144.349
-50,40,-142.844
-48,40,-142.047
-46,40,-142.004
-44,40,-142.759
-42,40,-144.354
-40,40,-146.824
-38,40,-150.206
-36,40,-154.531
-34,40,-159.831
-32,40,-166.133
-30,40,-173.463
-28,40,-181.844
-26,40,-191.295
-24,40,-201.831
-22,40,-213.465
-20,40,-226.201
-18,40,-240.041
-16,40,-254.978
-14,40,-270.996
-12,40,-288.074
-10,40,-306.179
-8,40,-325.269
-6,40,-345.292
-4,40,-366.185
-2,40,-387.871
0,40,-410.266
2,40,-433.27
4,40,-456.777
6,40,-480.664
8,40,-504.804
10,40,-529.056
12,40,-553.273
14,40,-577.301
16,40,-600.977
18,40,-624.139
20,40,-646.617
22,40,-668.244
24,40,-688.85
26,40,-708.27
28,40,-726.341
30,40,-742.908
32,40,-757.82
34,40,-770.937
36,40,-782.129
38,40,-791.274
40,40,-798.265
42,40,-803.007
44,40,-805.416
46,40,-805.426
48,40,-802.979
50,40,-798.034
52,40,-790.562
54,40,-780.546
56,40,-767.984
58,40,-752.88
60,40,-735.253
62,40,-715.129
64,40,-692.543
66,40,-667.539
68,40,-640.166
70,40,-610.48
72,40,-578.542
74,40,-544.417
76,40,-508.175
78,40,-469.889
80,40,-429.637
82,40,-387.499
84,40,-343.558
86,40,-297.903
88,40,-250.625
90,40,-201.822
92,40,-151.594
94,40,-100.047
96,40,-47.296
98,40,6.54146
100,40,61.3389
102,40,116.963
104,40,173.273
106,40,230.119
108,40,287.347
110,40,344.793
112,40,402.285
114,40,459.646
116,40,516.695
118,40,573.242
120,40,629.097
122,40,684.065
124,40,737.951
126,40,790.561
128,40,841.702
130,40,891.184
132,40,938.823
134,40,984.442
136,40,1027.87
138,40,1068.95
140,40,1107.54
142,40,1143.48
144,40,1176.68
146,40,1207
148,40,1234.36
150,40,1258.69
152,40,1279.9
154,40,1297.97
156,40,1312.84
158,40,1324.5
160,40,1332.95
162,40,1338.19
164,40,1340.25
166,40,1339.15
168,40,1334.94
170,40,1327.68
172,40,1317.42
174,40,1304.25
176,40,1288.24
178,40,1269.48
180,40,1248.06
-180,42,1281.69
-178,42,1257.1
-176,42,1230.04
-174,42,1200.62
-172,42,1168.97
-170,42,1135.21
-168,42,1099.47
-166,42,1061.87
-164,42,1022.55
-162,42,981.662
-160,42,939.351
-158,42,895.771
-156,42,851.085
-154,42,805.459
-152,42,759.067
-150,42,712.087
-148,42,664.703
-146,42,617.104
-144,42,569.481
-142,42,522.028
-140,42,474.941
-138,42,428.414
-136,42,382.64
-134,42,337.81
-132,42,294.108
-130,42,251.711
-128,42,210.787
-126,42,171.496
-124,42,133.98
-122,42,98.3727
-120,42,64.7885
-118,42,33.3263
-116,42,4.0667
-114,42,-22.9285
-112,42,-47.617
-110,42,-69.9762
-108,42,-90.0034
-106,42,-107.715
-104,42,-123.147
-102,42,-136.354
-100,42,-147.407
-98,42,-156.392
-96,42,-163.411
-94,42,-168.579
-92,42,-172.021
-90,42,-173.871
-88,42,-174.272
-86,42,-173.369
-84,42,-171.315
-82,42,-168.259
-80,42,-164.354
-78,42,-159.75
-76,42,-154.592
-74,42,-149.022
-72,42,-143.174
-70,42,-137.178
-68,42,-131.155
-66,42,-125.216
-64,42,-119.467
-62,42,-114.002
-60,42,-108.91
-58,42,-104.27
-56,42,-100.153
-54,42,-96.6246
-52,42,-93.7428
-50,42,-91.5601
-48,42,-90.1243
-46,42,-89.479
-44,42,-89.6641
-42,42,-90.7171
-40,42,-92.6729
-38,42,-95.5649
-36,42,-99.4248
-34,42,-104.283
-32,42,-110.169
-30,42,-117.109
-28,42,-125.13
-26,42,-134.255
-24,42,-144.504
-22,42,-155.892
-20,42,-168.433
-18,42,-182.131
-16,42,-196.986
-14,42,-212.989
-12,42,-230.123
-10,42,-248.361
-8,42,-267.666
-6,42,-287.988
-4,42,-309.268
-2,42,-331.431
0,42,-354.392
2,42,-378.052
4,42,-402.301
6,42,-427.015
8,42,-452.058
10,42,-477.287
12,42,-502.545
14,42,-527.671
16,42,-552.493
18,42,-576.837
20,42,-600.524
22,42,-623.375
24,42,-645.21
26,42,-665.852
28,42,-685.128
30,42,-702.872
32,42,-718.924
34,42,-733.135
36,42,-745.366
38,42,-755.492
40,42,-763.4
42,42,-768.989
44,42,-772.176
46,42,-772.891
48,42,-771.079
50,42,-766.7
52,42,-759.727
54,42,-750.149
56,42,-737.965
58,42,-723.188
60,42,-705.84
62,42,-685.954
64,42,-663.572
66,42,-638.742
68,42,-611.519
70,42,-581.962
72,42,-550.138
74,42,-516.114
76,42,-479.962
78,42,-441.757
80,42,-401.577
82,42,-359.499
84,42,-315.608
86,42,-269.988
88,42,-222.728
90,42,-173.921
92,42,-123.664
94,42,-72.0595
96,42,-19.2161
98,42,34.751
100,42,89.7192
102,42,145.558
104,42,202.129
106,42,259.285
108,42,316.87
110,42,374.719
112,42,432.66
114,42,490.513
116,42,548.091
118,42,605.2
120,42,661.642
122,42,717.217
124,42,771.721
126,42,824.951
128,42,876.706
130,42,926.788
132,42,975.003
134,42,1021.17
136,42,1065.1
138,42,1106.63
140,42,1145.62
142,42,1181.91
144,42,1215.38
146,42,1245.92
148,42,1273.42
150,42,1297.81
152,42,1319.03
154,42,1337.03
156,42,1351.76
158,42,1363.23
160,42,1371.42
162,42,1376.35
164,42,1378.04
166,42,1376.53
168,42,1371.88
170,42,1364.13
172,42,1353.36
174,42,1339.64
176,42,1323.06
178,42,1303.72
180,42,1281.69
-180,44,1306.9
-178,44,1281.93
-176,44,1254.49
-174,44,1224.7
-172,44,1192.69
-170,44,1158.56
-168,44,1122.45
-166,44,1084.48
-164,44,1044.79
-162,44,1003.51
-160,44,960.806
-158,44,916.816
-156,44,871.706
-154,44,825.642
-152,44,778.798
-150,44,731.355
-148,44,683.499
-146,44,635.422
-144,44,587.322
-142,44,539.398
-140,44,491.854
-138,44,444.892
-136,44,398.714
-134,44,353.519
-132,44,309.502
-130,44,266.849
-128,44,225.737
-126,44,186.334
-124,44,148.793
-122,44,113.252
-120,44,79.8325
-118,44,48.6389
-116,44,19.7549
-114,44,-6.75593
-112,44,-30.8509
-110,44,-52.5088
-108,44,-71.73
-106,44,-88.536
-104,44,-102.969
-102,44,-115.09
-100,44,-124.979
-98,44,-132.734
-96,44,-138.467
-94,44,-142.304
-92,44,-144.381
-90,44,-144.847
-88,44,-143.854
-86,44,-141.562
-84,44,-138.131
-82,44,-133.726
-80,44,-128.506
-78,44,-122.629
-76,44,-116.25
-74,44,-109.516
-72,44,-102.566
-70,44,-95.5328
-68,44,-88.5381
-66,44,-81.6953
-64,44,-75.1078
-62,44,-68.8691
-60,44,-63.0635
-58,44,-57.7662
-56,44,-53.0438
-54,44,-48.9556
-52,44,-45.5539
-50,44,-42.8854
-48,44,-40.9917
-46,44,-39.9107
-44,44,-39.6774
-42,44,-40.3245
-40,44,-41.8834
-38,44,-44.3845
-36,44,-47.8579
-34,44,-52.3334
-32,44,-57.8406
-30,44,-64.4087
-28,44,-72.0661
-26,44,-80.8398
-24,44,-90.7546
-22,44,-101.832
-20,44,-114.091
-18,44,-127.542
-16,44,-142.193
-14,44,-158.042
-12,44,-175.077
-10,44,-193.279
-8,44,-212.616
-6,44,-233.043
-4,44,-254.505
-2,44,-276.931
0,44,-300.236
2,44,-324.324
4,44,-349.08
6,44,-374.381
8,44,-400.088
10,44,-426.05
12,44,-452.106
14,44,-478.086
16,44,-503.811
18,44,-529.096
20,44,-553.754
22,44,-577.595
24,44,-600.428
26,44,-622.066
28,44,-642.326
30,44,-661.031
32,44,-678.014
34,44,-693.118
36,44,-706.197
38,44,-717.12
40,44,-725.77
42,44,-732.044
44,44,-735.856
46,44,-737.138
48,44,-735.837
50,44,-731.913
52,44,-725.347
54,44,-716.13
56,44,-704.268
58,44,-689.78
60,44,-672.696
62,44,-653.055
64,44,-630.905
66,44,-606.301
68,44,-579.304
70,44,-549.979
72,44,-518.396
74,44,-484.625
76,44,-448.741
78,44,-410.819
80,44,-370.935
82,44,-329.169
84,44,-285.599
86,44,-240.308
88,44,-193.379
90,44,-144.899
92,44,-94.9615
94,44,-43.6617
96,44,8.89758
98,44,62.607
100,44,117.35
102,44,173
104,44,229.424
106,44,286.477
108,44,344.005
110,44,401.846
112,44,459.825
114,44,517.763
116,44,575.468
118,44,632.743
120,44,689.386
122,44,745.19
124,44,799.944
126,44,853.438
128,44,905.463
130,44,955.813
132,44,1004.29
134,44,1050.69
136,44,1094.84
138,44,1136.56
140,44,1175.69
142,44,1212.09
144,44,1245.62
146,44,1276.17
148,44,1303.63
150,44,1327.94
152,44,1349.03
154,44,1366.84
156,44,1381.35
158,44,1392.55
160,44,1400.45
162,44,1405.05
164,44,1406.39
166,44,1404.51
168,44,1399.47
170,44,1391.32
172,44,1380.15
174,44,1366.04
176,44,1349.06
178,44,1329.32
180,44,1306.9
-180,46,1323.64
-178,46,1298.53
-176,46,1270.99
-174,46,1241.12
-172,46,1209.05
-170,46,1174.88
-168,46,1138.74
-166,46,1100.75
-164,46,1061.05
-162,46,1019.75
-160,46,977.022
-158,46,932.999
-156,46,887.841
-154,46,841.714
-152,46,794.791
-150,46,747.251
-148,46,699.283
-146,46,651.082
-144,46,602.848
-142,46,554.786
-140,46,507.106
-138,46,460.017
-136,46,413.729
-134,46,368.45
-132,46,324.383
-130,46,281.723
-128,46,240.657
-126,46,201.361
-124,46,163.995
-122,46,128.705
-120,46,95.6179
-118,46,64.8431
-116,46,36.4672
-114,46,10.5557
-112,46,-12.8489
-110,46,-33.727
-108,46,-52.082
-106,46,-67.9404
-104,46,-81.3505
-102,46,-92.3816
-100,46,-101.123
-98,46,-107.682
-96,46,-112.181
-94,46,-114.757
-92,46,-115.561
-90,46,-114.75
-88,46,-112.489
-86,46,-108.95
-84,46,-104.303
-82,46,-98.7218
-80,46,-92.3757
-78,46,-85.4304
-76,46,-78.0455
-74,46,-70.373
-72,46,-62.5561
-70,46,-54.7279
-68,46,-47.0113
-66,46,-39.5179
-64,46,-32.3482
-62,46,-25.5917
-60,46,-19.3275
-58,46,-13.6244
-56,46,-8.54224
-54,46,-4.13272
-52,46,-0.440372
-50,46,2.49611
-48,46,4.64273
-46,46,5.96898
-44,46,6.44671
-42,46,6.04911
-40,46,4.74979
-38,46,2.52212
-36,46,-0.661325
-34,46,-4.82903
-32,46,-10.0106
-30,46,-16.2365
-28,46,-23.5379
-26,46,-31.9456
-24,46,-41.4894
-22,46,-52.1971
-20,46,-64.0931
-18,46,-77.1973
-16,46,-91.5234
-14,46,-107.078
-12,46,-123.857
-10,46,-141.85
-8,46,-161.029
-6,46,-181.36
-4,46,-202.789
-2,46,-225.251
0,46,-248.665
2,46,-272.935
4,46,-297.949
6,46,-323.58
8,46,-349.689
10,46,-376.12
12,46,-402.707
14,46,-429.274
16,46,-455.633
18,46,-481.594
20,46,-506.959
22,46,-531.528
24,46,-555.101
26,46,-577.481
28,46,-598.477
30,46,-617.902
32,46,-635.582
34,46,-651.352
36,46,-665.06
38,46,-676.571
40,46,-685.764
42,46,-692.535
44,46,-696.799
46,46,-698.487
48,46,-697.55
50,46,-693.952
52,46,-687.679
54,46,-678.728
56,46,-667.114
58,46,-652.861
60,46,-636.008
62,46,-616.602
64,46,-594.698
66,46,-570.359
68,46,-543.653
70,46,-514.649
72,46,-483.422
74,46,-450.047
76,46,-414.598
78,46,-377.152
80,46,-337.785
82,46,-296.573
84,46,-253.591
86,46,-208.916
88,46,-162.627
90,46,-114.804
92,46,-65.5322
94,46,-14.8996
96,46,36.9992
98,46,90.0625
100,46,144.181
102,46,199.236
104,46,255.1
106,46,311.633
108,46,368.686
110,46,426.099
112,46,483.7
114,46,541.307
116,46,598.73
118,46,655.769
120,46,712.217
122,46,767.863
124,46,822.492
126,46,875.885
128,46,927.828
130,46,978.107
132,46,1026.51
134,46,1072.85
136,46,1116.92
138,46,1158.55
140,46,1197.57
142,46,1233.83
144,46,1267.2
146,46,1297.56
148,46,1324.82
150,46,1348.88
152,46,1369.7
154,46,1387.22
156,46,1401.43
158,46,1412.31
160,46,1419.87
162,46,1424.13
164,46,1425.14
166,46,1422.94
168,46,1417.58
170,46,1409.14
172,46,1397.7
174,46,1383.34
176,46,1366.14
178,46,1346.21
180,46,1323.64
-180,48,1331.9
-178,48,1306.92
-176,48,1279.56
-174,48,1249.92
-172,48,1218.11
-170,48,1184.24
-168,48,1148.42
-166,48,1110.78
-164,48,1071.42
-162,48,1030.49
-160,48,988.117
-158,48,944.446
-156,48,899.627
-154,48,853.822
-152,48,807.201
-150,48,759.941
-148,48,712.231
-146,48,664.266
-144,48,616.249
-142,48,568.39
-140,48,520.901
-138,48,473.999
-136,48,427.901
-134,48,382.822
-132,48,338.973
-130,48,296.558
-128,48,255.773
-126,48,216.8
-124,48,179.809
-122,48,144.951
-120,48,112.36
-118,48,82.1473
-116,48,54.4041
-114,48,29.197
-112,48,6.5682
-110,48,-13.4645
-108,48,-30.908
-106,48,-45.7938
-104,48,-58.1767
-102,48,-68.1339
-100,48,-75.7635
-98,48,-81.1825
-96,48,-84.5246
-94,48,-85.9384
-92,48,-85.5841
-90,48,-83.6317
-88,48,-80.2577
-86,48,-75.6425
-84,48,-69.9683
-82,48,-63.416
-80,48,-56.163
-78,48,-48.3812
-76,48,-40.235
-74,48,-31.8796
-72,48,-23.4597
-70,48,-15.1085
-68,48,-6.9469
-66,48,0.91658
-64,48,8.38617
-62,48,15.3784
-60,48,21.8216
-58,48,27.6549
-56,48,32.8276
-54,48,37.2975
-52,48,41.0298
-50,48,43.9955
-48,48,46.1702
-46,48,47.5324
-44,48,48.0622
-42,48,47.7403
-40,48,46.5464
-38,48,44.459
-36,48,41.454
-34,48,37.5052
-32,48,32.5835
-30,48,26.6574
-28,48,19.6935
-26,48,11.6569
-24,48,2.51268
-22,48,-7.77312
-20,48,-19.2322
-18,48,-31.8924
-16,48,-45.776
-14,48,-60.898
-12,48,-77.2647
-10,48,-94.8716
-8,48,-113.702
-6,48,-133.727
-4,48,-154.901
-2,48,-177.165
0,48,-200.441
2,48,-224.637
4,48,-249.643
6,48,-275.334
8,48,-301.566
10,48,-328.183
12,48,-355.016
14,48,-381.881
16,48,-408.588
18,48,-434.936
20,48,-460.721
22,48,-485.733
24,48,-509.766
26,48,-532.612
28,48,-554.073
30,48,-573.954
32,48,-592.073
34,48,-608.259
36,48,-622.356
38,48,-634.224
40,48,-643.742
42,48,-650.803
44,48,-655.325
46,48,-657.24
48,48,-656.502
50,48,-653.083
52,48,-646.974
54,48,-638.179
56,48,-626.721
58,48,-612.635
60,48,-595.966
62,48,-576.772
64,48,-555.117
66,48,-531.07
68,48,-504.706
70,48,-476.103
72,48,-445.338
74,48,-412.489
76,48,-377.634
78,48,-340.85
80,48,-302.209
82,48,-261.786
84,48,-219.651
86,48,-175.876
88,48,-130.531
90,48,-83.6884
92,48,-35.4246
94,48,14.1819
96,48,65.0462
98,48,117.077
100,48,170.173
102,48,224.227
104,48,279.117
106,48,334.712
108,48,390.869
110,48,447.432
112,48,504.232
114,48,561.091
116,48,617.818
118,48,674.212
120,48,730.065
122,48,785.162
124,48,839.282
126,48,892.205
128,48,943.708
130,48,993.572
132,48,1041.58
134,48,1087.54
136,48,1131.23
138,48,1172.49
140,48,1211.14
142,48,1247.03
144,48,1280.02
146,48,1309.99
148,48,1336.85
150,48,1360.52
152,48,1380.94
154,48,1398.06
156,48,1411.88
158,48,1422.38
160,48,1429.58
162,48,1433.52
164,48,1434.22
166,48,1431.74
168,48,1426.16
170,48,1417.54
172,48,1405.97
174,48,1391.52
176,48,1374.3
178,48,1354.39
180,48,1331.9
-180,50,1331.74
-178,50,1307.17
-176,50,1280.28
-174,50,1251.17
-172,50,1219.96
-170,50,1186.73
-168,50,1151.59
-166,50,1114.65
-164,50,1076.03
-162,50,1035.84
-160,50,994.22
-158,50,951.291
-156,50,907.204
-154,50,862.112
-152,50,816.179
-150,50,769.581
-148,50,722.503
-146,50,675.14
-144,50,627.696
-142,50,580.382
-140,50,533.415
-138,50,487.017
-136,50,441.411
-134,50,396.818
-132,50,353.458
-130,50,311.541
-128,50,271.271
-126,50,232.839
-124,50,196.42
-122,50,162.172
-120,50,130.234
-118,50,100.722
-116,50,73.7288
-114,50,49.3225
-112,50,27.5448
-110,50,8.41133
-108,50,-8.08854
-106,50,-21.9914
-104,50,-33.3586
-102,50,-42.2752
-100,50,-48.8481
-98,50,-53.2042
-96,50,-55.4875
-94,50,-55.8572
-92,50,-54.4845
-90,50,-51.55
-88,50,-47.2404
-86,50,-41.7459
-84,50,-35.2573
-82,50,-27.963
-80,50,-20.0469
-78,50,-11.6857
-76,50,-3.04696
-74,50,5.71247
-72,50,14.448
-70,50,23.0283
-68,50,31.336
-66,50,39.2677
-64,50,46.7344
-62,50,53.6607
-60,50,59.984
-58,50,65.6539
-56,50,70.6305
-54,50,74.8829
-52,50,78.3881
-50,50,81.1287
-48,50,83.0916
-46,50,84.2658
-44,50,84.6414
-42,50,84.2077
-40,50,82.9521
-38,50,80.859
-36,50,77.909
-34,50,74.0786
-32,50,69.3398
-30,50,63.6608
-28,50,57.0057
-26,50,49.3362
-24,50,40.612
-22,50,30.7924
-20,50,19.8383
-18,50,7.7133
-16,50,-5.61421
-14,50,-20.1689
-12,50,-35.9668
-10,50,-53.0133
-8,50,-71.3014
-6,50,-90.8101
-4,50,-111.503
-2,50,-133.327
0,50,-156.212
2,50,-180.069
4,50,-204.792
6,50,-230.256
8,50,-256.321
10,50,-282.829
12,50,-309.605
14,50,-336.466
16,50,-363.214
18,50,-389.644
20,50,-415.543
22,50,-440.697
24,50,-464.889
26,50,-487.907
28,50,-509.543
30,50,-529.596
32,50,-547.878
34,50,-564.213
36,50,-578.441
38,50,-590.421
40,50,-600.027
42,50,-607.156
44,50,-611.726
46,50,-613.674
