Phi[deg],Theta[deg],im(rEX)[mV]
-180,0,0.0135889
-178,0,0.0135889
-176,0,0.0135889
-174,0,0.0135889
-172,0,0.0135889
-170,0,0.0135889
-168,0,0.0135889
-166,0,0.0135889
-164,0,0.0135889
-162,0,0.0135889
-160,0,0.0135889
-158,0,0.0135889
-156,0,0.0135889
-154,0,0.0135889
-152,0,0.0135889
-150,0,0.0135889
-148,0,0.0135889
-146,0,0.0135889
-144,0,0.0135889
-142,0,0.0135889
-140,0,0.0135889
-138,0,0.0135889
-136,0,0.0135889
-134,0,0.0135889
-132,0,0.0135889
-130,0,0.0135889
-128,0,0.0135889
-126,0,0.0135889
-124,0,0.0135889
-122,0,0.0135889
-120,0,0.0135889
-118,0,0.0135889
-116,0,0.0135889
-114,0,0.0135889
-112,0,0.0135889
-110,0,0.0135889
-108,0,0.0135889
-106,0,0.0135889
-104,0,0.0135889
-102,0,0.0135889
-100,0,0.0135889
-98,0,0.0135889
-96,0,0.0135889
-94,0,0.0135889
-92,0,0.0135889
-90,0,0.0135889
-88,0,0.0135889
-86,0,0.0135889
-84,0,0.0135889
-82,0,0.0135889
-80,0,0.0135889
-78,0,0.0135889
-76,0,0.0135889
-74,0,0.0135889
-72,0,0.0135889
-70,0,0.0135889
-68,0,0.0135889
-66,0,0.0135889
-64,0,0.0135889
-62,0,0.0135889
-60,0,0.0135889
-58,0,0.0135889
-56,0,0.0135889
-54,0,0.0135889
-52,0,0.0135889
-50,0,0.0135889
-48,0,0.0135889
-46,0,0.0135889
-44,0,0.0135889
-42,0,0.0135889
-40,0,0.0135889
-38,0,0.0135889
-36,0,0.0135889
-34,0,0.0135889
-32,0,0.0135889
-30,0,0.0135889
-28,0,0.0135889
-26,0,0.0135889
-24,0,0.0135889
-22,0,0.0135889
-20,0,0.0135889
-18,0,0.0135889
-16,0,0.0135889
-14,0,0.0135889
-12,0,0.0135889
-10,0,0.0135889
-8,0,0.0135889
-6,0,0.0135889
-4,0,0.0135889
-2,0,0.0135889
0,0,0.0135889
2,0,0.0135889
4,0,0.0135889
6,0,0.0135889
8,0,0.0135889
10,0,0.0135889
12,0,0.0135889
14,0,0.0135889
16,0,0.0135889
18,0,0.0135889
20,0,0.0135889
22,0,0.0135889
24,0,0.0135889
26,0,0.0135889
28,0,0.0135889
30,0,0.0135889
32,0,0.0135889
34,0,0.0135889
36,0,0.0135889
38,0,0.0135889
40,0,0.0135889
42,0,0.0135889
44,0,0.0135889
46,0,0.0135889
48,0,0.0135889
50,0,0.0135889
52,0,0.0135889
54,0,0.0135889
56,0,0.0135889
58,0,0.0135889
60,0,0.0135889
62,0,0.0135889
64,0,0.0135889
66,0,0.0135889
68,0,0.0135889
70,0,0.0135889
72,0,0.0135889
74,0,0.0135889
76,0,0.0135889
78,0,0.0135889
80,0,0.0135889
82,0,0.0135889
84,0,0.0135889
86,0,0.0135889
88,0,0.0135889
90,0,0.0135889
92,0,0.0135889
94,0,0.0135889
96,0,0.0135889
98,0,0.0135889
100,0,0.0135889
102,0,0.0135889
104,0,0.0135889
106,0,0.0135889
108,0,0.0135889
110,0,0.0135889
112,0,0.0135889
114,0,0.0135889
116,0,0.0135889
118,0,0.0135889
120,0,0.0135889
122,0,0.0135889
124,0,0.0135889
126,0,0.0135889
128,0,0.0135889
130,0,0.0135889
132,0,0.0135889
134,0,0.0135889
136,0,0.0135889
138,0,0.0135889
140,0,0.0135889
142,0,0.0135889
144,0,0.0135889
146,0,0.0135889
148,0,0.0135889
150,0,0.0135889
152,0,0.0135889
154,0,0.0135889
156,0,0.0135889
158,0,0.0135889
160,0,0.0135889
162,0,0.0135889
164,0,0.0135889
166,0,0.0135889
168,0,0.0135889
170,0,0.0135889
172,0,0.0135889
174,0,0.0135889
176,0,0.0135889
178,0,0.0135889
180,0,0.0135889
-180,2,-0.155794
-178,2,-0.364931
-176,2,-0.572842
-174,2,-0.778514
-172,2,-0.980942
-170,2,-1.17914
-168,2,-1.37213
-166,2,-1.55898
-164,2,-1.73877
-162,2,-1.91062
-160,2,-2.07369
-158,2,-2.22717
-156,2,-2.3703
-154,2,-2.50239
-152,2,-2.62278
-150,2,-2.73087
-148,2,-2.82613
-146,2,-2.90808
-144,2,-2.97631
-142,2,-3.03048
-140,2,-3.07031
-138,2,-3.09558
-136,2,-3.10617
-134,2,-3.10201
-132,2,-3.0831
-130,2,-3.04952
-128,2,-3.00142
-126,2,-2.93901
-124,2,-2.86258
-122,2,-2.77248
-120,2,-2.66914
-118,2,-2.55304
-116,2,-2.42473
-114,2,-2.28481
-112,2,-2.13395
-110,2,-1.97285
-108,2,-1.80229
-106,2,-1.62308
-104,2,-1.43607
-102,2,-1.24214
-100,2,-1.04223
-98,2,-0.837281
-96,2,-0.628276
-94,2,-0.41621
-92,2,-0.202095
-90,2,0.0130479
-88,2,0.228191
-86,2,0.442308
-84,2,0.654378
-82,2,0.863388
-80,2,1.06834
-78,2,1.26826
-76,2,1.4622
-74,2,1.64922
-72,2,1.82844
-70,2,1.99901
-68,2,2.16012
-66,2,2.311
-64,2,2.45093
-62,2,2.57926
-60,2,2.69538
-58,2,2.79874
-56,2,2.88886
-54,2,2.96531
-52,2,3.02775
-50,2,3.07588
-48,2,3.10948
-46,2,3.12842
-44,2,3.13261
-42,2,3.12204
-40,2,3.09679
-38,2,3.057
-36,2,3.00286
-34,2,2.93466
-32,2,2.85274
-30,2,2.75752
-28,2,2.64946
-26,2,2.5291
-24,2,2.39705
-22,2,2.25395
-20,2,2.10051
-18,2,1.93748
-16,2,1.76567
-14,2,1.58591
-12,2,1.3991
-10,2,1.20614
-8,2,1.00798
-6,2,0.805592
-4,2,0.599958
-2,2,0.392085
0,2,0.182987
2,2,-0.0263188
4,2,-0.234811
6,2,-0.441477
8,2,-0.64531
10,2,-0.84532
12,2,-1.04054
14,2,-1.23001
16,2,-1.41283
18,2,-1.5881
20,2,-1.75498
22,2,-1.91267
24,2,-2.06039
26,2,-2.19745
28,2,-2.32318
30,2,-2.43697
32,2,-2.53829
34,2,-2.62666
36,2,-2.70164
38,2,-2.7629
40,2,-2.81014
42,2,-2.84315
44,2,-2.86178
46,2,-2.86596
48,2,-2.85567
50,2,-2.83099
52,2,-2.79205
54,2,-2.73906
56,2,-2.6723
58,2,-2.5921
60,2,-2.49887
62,2,-2.39309
64,2,-2.2753
66,2,-2.14608
68,2,-2.00608
70,2,-1.85601
72,2,-1.69662
74,2,-1.5287
76,2,-1.35309
78,2,-1.17067
80,2,-0.982355
82,2,-0.789075
84,2,-0.591796
86,2,-0.3915
88,2,-0.189186
90,2,0.0141406
92,2,0.217466
94,2,0.419779
96,2,0.620071
98,2,0.817346
100,2,1.01062
102,2,1.19893
104,2,1.38134
106,2,1.55694
108,2,1.72485
110,2,1.88423
112,2,2.03428
114,2,2.17427
116,2,2.30347
118,2,2.42125
120,2,2.52701
122,2,2.62021
124,2,2.70039
126,2,2.76714
128,2,2.8201
130,2,2.85902
132,2,2.88367
134,2,2.89393
136,2,2.88973
138,2,2.87107
140,2,2.83803
142,2,2.79076
144,2,2.72948
146,2,2.65446
148,2,2.56606
150,2,2.46471
152,2,2.35088
154,2,2.22512
156,2,2.08803
158,2,1.94027
160,2,1.78255
162,2,1.61563
164,2,1.44032
166,2,1.25747
168,2,1.06796
170,2,0.872703
172,2,0.672654
174,2,0.468784
176,2,0.26208
178,2,0.0535495
180,2,-0.155794
-180,4,-0.323897
-178,4,-1.15713
-176,4,-1.9859
-174,4,-2.80615
-172,4,-3.6139
-170,4,-4.4052
-168,4,-5.17619
-166,4,-5.92311
-164,4,-6.64231
-162,4,-7.33029
-160,4,-7.98366
-158,4,-8.59925
-156,4,-9.17402
-154,4,-9.70518
-152,4,-10.1901
-150,4,-10.6264
-148,4,-11.012
-146,4,-11.3449
-144,4,-11.6235
-142,4,-11.8464
-140,4,-12.0125
-138,4,-12.1209
-136,4,-12.1712
-134,4,-12.163
-132,4,-12.0963
-130,4,-11.9715
-128,4,-11.789
-126,4,-11.5499
-124,4,-11.2551
-122,4,-10.906
-120,4,-10.5045
-118,4,-10.0523
-116,4,-9.55162
-114,4,-9.0049
-112,4,-8.41473
-110,4,-7.78395
-108,4,-7.1156
-106,4,-6.41289
-104,4,-5.6792
-102,4,-4.91808
-100,4,-4.13318
-98,4,-3.32829
-96,4,-2.50729
-94,4,-1.67413
-92,4,-0.832843
-90,4,0.0125255
-88,4,0.857895
-86,4,1.69919
-84,4,2.53235
-82,4,3.35336
-80,4,4.15826
-78,4,4.94318
-76,4,5.70432
-74,4,6.43802
-72,4,7.14076
-70,4,7.80913
-68,4,8.43994
-66,4,9.03014
-64,4,9.5769
-62,4,10.0776
-60,4,10.5298
-58,4,10.9314
-56,4,11.2805
-54,4,11.5753
-52,4,11.8146
-50,4,11.997
-48,4,12.1219
-46,4,12.1887
-44,4,12.1969
-42,4,12.1467
-40,4,12.0383
-38,4,11.8723
-36,4,11.6494
-34,4,11.3709
-32,4,11.0381
-30,4,10.6526
-28,4,10.2163
-26,4,9.73146
-24,4,9.20038
-22,4,8.62567
-20,4,8.01015
-18,4,7.35685
-16,4,6.66895
-14,4,5.94982
-12,4,5.20297
-10,4,4.43206
-8,4,3.64083
-6,4,2.83316
-4,4,2.01298
-2,4,1.18429
0,4,0.351133
2,4,-0.482439
4,4,-1.31237
6,4,-2.13461
8,4,-2.94516
10,4,-3.74009
12,4,-4.51552
14,4,-5.26769
16,4,-5.99294
18,4,-6.68776
20,4,-7.34876
22,4,-7.97275
24,4,-8.55669
26,4,-9.09777
28,4,-9.59335
30,4,-10.0411
32,4,-10.4387
34,4,-10.7844
36,4,-11.0765
38,4,-11.3135
40,4,-11.4944
42,4,-11.6183
44,4,-11.6846
46,4,-11.693
48,4,-11.6436
50,4,-11.5365
52,4,-11.3723
54,4,-11.1519
56,4,-10.8763
58,4,-10.547
60,4,-10.1656
62,4,-9.734
64,4,-9.25428
66,4,-8.72885
68,4,-8.16031
70,4,-7.55147
72,4,-6.90534
74,4,-6.22511
76,4,-5.51413
78,4,-4.7759
80,4,-4.01407
82,4,-3.23239
84,4,-2.43472
86,4,-1.62498
88,4,-0.807167
90,4,0.0146955
92,4,0.836557
94,4,1.65437
96,4,2.4641
98,4,3.26176
100,4,4.04343
102,4,4.80524
104,4,5.54345
106,4,6.25442
108,4,6.93463
110,4,7.58074
112,4,8.18955
114,4,8.75805
116,4,9.28345
118,4,9.76314
120,4,10.1947
122,4,10.5761
124,4,10.9054
126,4,11.1809
128,4,11.4012
130,4,11.5654
132,4,11.6724
134,4,11.7218
136,4,11.7134
138,4,11.647
140,4,11.5231
142,4,11.3421
144,4,11.105
146,4,10.8129
148,4,10.4671
150,4,10.0694
152,4,9.6216
154,4,9.12595
156,4,8.58481
158,4,8.00079
160,4,7.37674
162,4,6.71566
164,4,6.02077
166,4,5.29545
168,4,4.54321
170,4,3.7677
172,4,2.9727
174,4,2.16207
176,4,1.33975
178,4,0.509752
180,4,-0.323897
-180,6,-0.489472
-178,6,-2.35138
-176,6,-4.2036
-174,6,-6.03712
-172,6,-7.843
-170,6,-9.61246
-168,6,-11.3369
-166,6,-13.0078
-164,6,-14.6171
-162,6,-16.157
-160,6,-17.6199
-158,6,-18.9986
-156,6,-20.2865
-154,6,-21.4772
-152,6,-22.5649
-150,6,-23.5443
-148,6,-24.4106
-146,6,-25.1595
-144,6,-25.7873
-142,6,-26.2909
-140,6,-26.6678
-138,6,-26.9162
-136,6,-27.0348
-134,6,-27.0229
-132,6,-26.8806
-130,6,-26.6085
-128,6,-26.2078
-126,6,-25.6806
-124,6,-25.0291
-122,6,-24.2567
-120,6,-23.367
-118,6,-22.3642
-116,6,-21.2533
-114,6,-20.0395
-112,6,-18.7287
-110,6,-17.3272
-108,6,-15.8418
-106,6,-14.2797
-104,6,-12.6484
-102,6,-10.9559
-100,6,-9.21024
-98,6,-7.41995
-96,6,-5.59367
-94,6,-3.74025
-92,6,-1.86867
-90,6,0.0120295
-88,6,1.89273
-86,6,3.76432
-84,6,5.61775
-82,6,7.44404
-80,6,9.23435
-78,6,10.98
-76,6,12.6726
-74,6,14.3039
-72,6,15.866
-70,6,17.3514
-68,6,18.753
-66,6,20.0638
-64,6,21.2777
-62,6,22.3887
-60,6,23.3915
-58,6,24.2813
-56,6,25.0538
-54,6,25.7052
-52,6,26.2326
-50,6,26.6333
-48,6,26.9055
-46,6,27.0479
-44,6,27.0599
-42,6,26.9414
-40,6,26.6931
-38,6,26.3162
-36,6,25.8127
-34,6,25.185
-32,6,24.4362
-30,6,23.57
-28,6,22.5907
-26,6,21.5031
-24,6,20.3125
-22,6,19.0247
-20,6,17.6461
-18,6,16.1833
-16,6,14.6435
-14,6,13.0343
-12,6,11.3635
-10,6,9.63921
-8,6,7.86986
-6,6,6.06409
-4,6,4.23068
-2,6,2.37857
0,6,0.516782
2,6,-1.34563
4,6,-3.19959
6,6,-5.03609
8,6,-6.84619
10,6,-8.62108
12,6,-10.3521
14,6,-12.0309
16,6,-13.6493
18,6,-15.1994
20,6,-16.6737
22,6,-18.065
24,6,-19.3667
26,6,-20.5722
28,6,-21.6759
30,6,-22.6723
32,6,-23.5567
34,6,-24.3247
36,6,-24.9727
38,6,-25.4974
40,6,-25.8965
42,6,-26.1679
44,6,-26.3104
46,6,-26.3234
48,6,-26.2067
50,6,-25.9611
52,6,-25.5877
54,6,-25.0884
56,6,-24.4657
58,6,-23.7226
60,6,-22.8629
62,6,-21.8908
64,6,-20.811
66,6,-19.6289
68,6,-18.3503
70,6,-16.9815
72,6,-15.5292
74,6,-14.0005
76,6,-12.403
78,6,-10.7445
80,6,-9.03316
82,6,-7.27739
84,6,-5.4858
86,6,-3.66719
88,6,-1.8305
90,6,0.0152465
92,6,1.86099
94,6,3.69768
96,6,5.51627
98,6,7.30785
100,6,9.06361
102,6,10.7749
104,6,12.4334
106,6,14.0309
108,6,15.5595
110,6,17.0118
112,6,18.3806
114,6,19.6591
116,6,20.8412
118,6,21.9209
120,6,22.893
122,6,23.7526
124,6,24.4956
126,6,25.1183
128,6,25.6175
130,6,25.9908
132,6,26.2364
134,6,26.353
136,6,26.3399
138,6,26.1973
140,6,25.9258
142,6,25.5267
144,6,25.0018
146,6,24.3538
148,6,23.5857
150,6,22.7012
152,6,21.7047
154,6,20.6009
156,6,19.3953
158,6,18.0936
160,6,16.7021
162,6,15.2277
164,6,13.6775
166,6,12.059
168,6,10.3801
170,6,8.64894
172,6,6.87394
174,6,5.06374
176,6,3.22713
178,6,1.37305
180,6,-0.489472
-180,8,-0.651309
-178,8,-3.9293
-176,8,-7.19052
-174,8,-10.4191
-172,8,-13.5993
-170,8,-16.7157
-168,8,-19.7531
-166,8,-22.6967
-164,8,-25.5321
-162,8,-28.2456
-160,8,-30.8238
-158,8,-33.2543
-156,8,-35.5251
-154,8,-37.6252
-152,8,-39.5442
-150,8,-41.2729
-148,8,-42.8026
-146,8,-44.126
-144,8,-45.2364
-142,8,-46.1284
-140,8,-46.7977
-138,8,-47.2408
-136,8,-47.4556
-134,8,-47.4408
-132,8,-47.1965
-130,8,-46.7239
-128,8,-46.025
-126,8,-45.1033
-124,8,-43.9631
-122,8,-42.6098
-120,8,-41.0501
-118,8,-39.2915
-116,8,-37.3423
-114,8,-35.212
-112,8,-32.9109
-110,8,-30.4502
-108,8,-27.8418
-106,8,-25.0982
-104,8,-22.2328
-102,8,-19.2595
-100,8,-16.1927
-98,8,-13.0472
-96,8,-9.83838
-94,8,-6.58175
-92,8,-3.29311
-90,8,0.0115679
-88,8,3.31625
-86,8,6.60489
-84,8,9.86154
-82,8,13.0704
-80,8,16.2159
-78,8,19.2827
-76,8,22.2561
-74,8,25.1215
-72,8,27.8651
-70,8,30.4736
-68,8,32.9344
-66,8,35.2355
-64,8,37.3658
-62,8,39.3151
-60,8,41.0739
-58,8,42.6336
-56,8,43.9869
-54,8,45.1272
-52,8,46.049
-50,8,46.748
-48,8,47.2208
-46,8,47.4651
-44,8,47.48
-42,8,47.2654
-40,8,46.8224
-38,8,46.1532
-36,8,45.2613
-34,8,44.151
-32,8,42.8278
-30,8,41.2982
-28,8,39.5697
-26,8,37.6508
-24,8,35.5508
-22,8,33.2801
-20,8,30.8498
-18,8,28.2717
-16,8,25.5584
-14,8,22.7231
-12,8,19.7796
-10,8,16.7424
-8,8,13.6261
-6,8,10.4461
-4,8,7.21763
-2,8,3.95656
0,8,0.678722
2,8,-2.59994
4,8,-5.86349
6,8,-9.09604
8,8,-12.2819
10,8,-15.4055
12,8,-18.4517
14,8,-21.4058
16,8,-24.2533
18,8,-26.9804
20,8,-29.5738
22,8,-32.021
24,8,-34.3101
26,8,-36.4299
28,8,-38.3701
30,8,-40.1214
32,8,-41.6752
34,8,-43.0239
36,8,-44.1611
38,8,-45.0812
40,8,-45.7798
42,8,-46.2534
44,8,-46.4999
46,8,-46.518
48,8,-46.3077
50,8,-45.87
52,8,-45.2072
54,8,-44.3225
56,8,-43.2202
58,8,-41.9058
60,8,-40.3858
62,8,-38.6675
64,8,-36.7595
66,8,-34.6711
68,8,-32.4125
70,8,-29.9948
72,8,-27.43
74,8,-24.7305
76,8,-21.9096
78,8,-18.9811
80,8,-15.9595
82,8,-12.8595
84,8,-9.69636
86,8,-6.48556
88,8,-3.24288
90,8,0.0157871
92,8,3.27445
94,8,6.51713
96,8,9.72791
98,8,12.891
100,8,15.991
102,8,19.0126
104,8,21.941
106,8,24.7619
108,8,27.4613
110,8,30.0262
112,8,32.4438
114,8,34.7023
116,8,36.7907
118,8,38.6986
120,8,40.4168
122,8,41.9368
124,8,43.2511
126,8,44.3533
128,8,45.2379
130,8,45.9006
132,8,46.3382
134,8,46.5484
136,8,46.5302
138,8,46.2836
140,8,45.8098
142,8,45.1112
144,8,44.191
146,8,43.0537
148,8,41.7048
150,8,40.1509
152,8,38.3995
154,8,36.4592
156,8,34.3392
158,8,32.05
160,8,29.6027
162,8,27.0091
164,8,24.2819
166,8,21.4342
168,8,18.48
170,8,15.4336
172,8,12.3099
174,8,9.12389
176,8,5.89119
178,8,2.6275
180,8,-0.651309
-180,10,-0.808251
-178,10,-5.86607
-176,10,-10.8983
-174,10,-15.8804
-172,10,-20.7883
-170,10,-25.5979
-168,10,-30.286
-166,10,-34.8298
-164,10,-39.207
-162,10,-43.3964
-160,10,-47.3776
-158,10,-51.1311
-156,10,-54.6386
-154,10,-57.883
-152,10,-60.8485
-150,10,-63.5205
-148,10,-65.8859
-146,10,-67.9332
-144,10,-69.6522
-142,10,-71.0345
-140,10,-72.0732
-138,10,-72.7631
-136,10,-73.1008
-134,10,-73.0845
-132,10,-72.7142
-130,10,-71.9914
-128,10,-70.9196
-126,10,-69.5039
-124,10,-67.7511
-122,10,-65.6695
-120,10,-63.2692
-118,10,-60.5618
-116,10,-57.5602
-114,10,-54.2791
-112,10,-50.7343
-110,10,-46.943
-108,10,-42.9236
-106,10,-38.6955
-104,10,-34.2793
-102,10,-29.6964
-100,10,-24.9691
-98,10,-20.1204
-96,10,-15.1738
-94,10,-10.1534
-92,10,-5.08349
-90,10,0.0111483
-88,10,5.10579
-86,10,10.1757
-84,10,15.1961
-82,10,20.1428
-80,10,24.9915
-78,10,29.7188
-76,10,34.3017
-74,10,38.718
-72,10,42.9461
-70,10,46.9656
-68,10,50.757
-66,10,54.3019
-64,10,57.583
-62,10,60.5847
-60,10,63.2922
-58,10,65.6926
-56,10,67.7743
-54,10,69.5272
-52,10,70.943
-50,10,72.0149
-48,10,72.7378
-46,10,73.1083
-44,10,73.1247
-42,10,72.7872
-40,10,72.0973
-38,10,71.0588
-36,10,69.6767
-34,10,67.9578
-32,10,65.9107
-30,10,63.5454
-28,10,60.8736
-26,10,57.9083
-24,10,54.664
-22,10,51.1567
-20,10,47.4033
-18,10,43.4223
-16,10,39.2331
-14,10,34.856
-12,10,30.3125
-10,10,25.6246
-8,10,20.8151
-6,10,15.9074
-4,10,10.9255
-2,10,5.89343
0,10,0.835793
2,10,-4.22287
4,10,-9.25798
6,10,-14.2451
8,10,-19.1599
10,10,-23.9786
12,10,-28.6778
14,10,-33.2346
16,10,-37.6268
18,10,-41.8332
20,10,-45.8333
22,10,-49.6077
24,10,-53.1379
26,10,-56.4069
28,10,-59.3988
30,10,-62.0989
32,10,-64.4942
34,10,-66.5731
36,10,-68.3253
38,10,-69.7424
40,10,-70.8174
42,10,-71.5453
44,10,-71.9223
46,10,-71.9467
48,10,-71.6184
50,10,-70.9391
52,10,-69.9119
54,10,-68.542
56,10,-66.836
58,10,-64.8024
60,10,-62.4511
62,10,-59.7935
64,10,-56.8428
66,10,-53.6133
68,10,-50.1208
70,10,-46.3826
72,10,-42.4169
74,10,-38.2431
76,10,-33.8816
78,10,-29.354
80,10,-24.6823
82,10,-19.8895
84,10,-14.9991
86,10,-10.0351
88,10,-5.02174
90,10,0.0163116
92,10,5.05436
94,10,10.0677
96,10,15.0317
98,10,19.9221
100,10,24.7149
102,10,29.3865
104,10,33.9141
106,10,38.2755
108,10,42.4492
110,10,46.4149
112,10,50.1531
114,10,53.6455
116,10,56.8749
118,10,59.8256
120,10,62.483
122,10,64.8343
124,10,66.8678
126,10,68.5736
128,10,69.9434
130,10,70.9705
132,10,71.6498
134,10,71.9779
136,10,71.9534
138,10,71.5762
140,10,70.8483
142,10,69.7731
144,10,68.3558
146,10,66.6034
148,10,64.5245
150,10,62.129
152,10,59.4287
154,10,56.4367
156,10,53.1675
158,10,49.6371
160,10,45.8626
162,10,41.8623
164,10,37.6558
166,10,33.2633
168,10,28.7064
170,10,24.007
172,10,19.1882
174,10,14.2732
176,10,9.28589
178,10,4.2506
180,10,-0.808251
-180,12,-0.959209
-178,12,-8.13075
-176,12,-15.2662
-174,12,-22.3311
-172,12,-29.2909
-170,12,-36.1118
-168,12,-42.7609
-166,12,-49.2056
-164,12,-55.4147
-162,12,-61.3579
-160,12,-67.0064
-158,12,-72.3325
-156,12,-77.3103
-154,12,-81.9155
-152,12,-86.1255
-150,12,-89.9199
-148,12,-93.2799
-146,12,-96.1891
-144,12,-98.6332
-142,12,-100.6
-140,12,-102.08
-138,12,-103.065
-136,12,-103.551
-134,12,-103.536
-132,12,-103.018
-130,12,-102
-128,12,-100.487
-126,12,-98.4868
-124,12,-96.008
-122,12,-93.0628
-120,12,-89.6654
-118,12,-85.832
-116,12,-81.5814
-114,12,-76.934
-112,12,-71.9123
-110,12,-66.5407
-108,12,-60.8452
-106,12,-54.8536
-104,12,-48.5949
-102,12,-42.0996
-100,12,-35.3992
-98,12,-28.5264
-96,12,-21.5146
-94,12,-14.398
-92,12,-7.21121
-90,12,0.010778
-88,12,7.23277
-86,12,14.4196
-84,12,21.5362
-82,12,28.548
-80,12,35.4209
-78,12,42.1213
-76,12,48.6167
-74,12,54.8754
-72,12,60.8671
-70,12,66.5626
-68,12,71.9343
-66,12,76.9561
-64,12,81.6036
-62,12,85.8543
-60,12,89.6877
-58,12,93.0853
-56,12,96.0306
-54,12,98.5096
-52,12,100.51
-50,12,102.023
-48,12,103.041
-46,12,103.559
-44,12,103.575
-42,12,103.089
-40,12,102.104
-38,12,100.624
-36,12,98.6573
-34,12,96.2134
-32,12,93.3044
-30,12,89.9445
-28,12,86.1504
-26,12,81.9405
-24,12,77.3355
-22,12,72.3579
-20,12,67.032
-18,12,61.3837
-16,12,55.4407
-14,12,49.2318
-12,12,42.7873
-10,12,36.1385
-8,12,29.3177
-6,12,22.3581
-4,12,15.2935
-2,12,8.15824
0,12,0.986908
2,12,-6.18566
4,12,-13.3246
6,12,-20.3954
8,12,-27.3636
10,12,-34.1954
12,12,-40.8576
14,12,-47.318
16,12,-53.545
18,12,-59.5086
20,12,-65.1797
22,12,-70.5307
24,12,-75.5356
26,12,-80.1702
28,12,-84.4117
30,12,-88.2396
32,12,-91.6353
34,12,-94.5821
36,12,-97.0657
38,12,-99.074
40,12,-100.597
42,12,-101.628
44,12,-102.16
46,12,-102.193
48,12,-101.725
50,12,-100.759
52,12,-99.299
54,12,-97.3527
56,12,-94.9294
58,12,-92.0409
60,12,-88.7014
62,12,-84.927
64,12,-80.7364
66,12,-76.1499
68,12,-71.19
70,12,-65.881
72,12,-60.2488
74,12,-54.3211
76,12,-48.127
78,12,-41.6967
80,12,-35.0618
82,12,-28.2548
84,12,-21.3092
86,12,-14.2589
88,12,-7.13859
90,12,0.0168147
92,12,7.17222
94,12,14.2925
96,12,21.3428
98,12,28.2884
100,12,35.0953
102,12,41.7302
104,12,48.1604
106,12,54.3545
108,12,60.2822
110,12,65.9142
112,12,71.2232
114,12,76.183
116,12,80.7694
118,12,84.96
120,12,88.7342
122,12,92.0736
124,12,94.962
126,12,97.3852
128,12,99.3313
130,12,100.791
132,12,101.757
134,12,102.225
136,12,102.192
138,12,101.659
140,12,100.629
142,12,99.1054
144,12,97.0969
146,12,94.6131
148,12,91.6661
150,12,88.2703
152,12,84.4422
154,12,80.2005
156,12,75.5658
158,12,70.5606
160,12,65.2094
162,12,59.5381
164,12,53.5744
166,12,47.3471
168,12,40.8865
170,12,34.2241
172,12,27.3921
174,12,20.4237
176,12,13.3528
178,12,6.21357
180,12,-0.959209
-180,14,-1.10318
-178,14,-10.6867
-176,14,-20.2224
-174,14,-29.664
-172,14,-38.9656
-170,14,-48.0822
-168,14,-56.9695
-166,14,-65.5843
-164,14,-73.8848
-162,14,-81.8306
-160,14,-89.3831
-158,14,-96.5055
-156,14,-103.163
-154,14,-109.323
-152,14,-114.956
-150,14,-120.033
-148,14,-124.531
-146,14,-128.427
-144,14,-131.701
-142,14,-134.338
-140,14,-136.324
-138,14,-137.65
-136,14,-138.308
-134,14,-138.295
-132,14,-137.612
-130,14,-136.26
-128,14,-134.246
-126,14,-131.58
-124,14,-128.274
-122,14,-124.345
-120,14,-119.811
-118,14,-114.693
-116,14,-109.017
-114,14,-102.811
-112,14,-96.1032
-110,14,-88.9274
-108,14,-81.3182
-106,14,-73.3126
-104,14,-64.9495
-102,14,-56.2697
-100,14,-47.3154
-98,14,-38.1303
-96,14,-28.7591
-94,14,-19.2476
-92,14,-9.64212
-90,14,0.0104634
-88,14,9.66305
-86,14,19.2686
-84,14,28.7801
-82,14,38.1513
-80,14,47.3365
-78,14,56.2908
-76,14,64.9707
-74,14,73.3338
-72,14,81.3395
-70,14,88.9487
-68,14,96.1246
-66,14,102.832
-64,14,109.039
-62,14,114.715
-60,14,119.832
-58,14,124.367
-56,14,128.297
-54,14,131.602
-52,14,134.268
-50,14,136.282
-48,14,137.634
-46,14,138.318
-44,14,138.331
-42,14,137.673
-40,14,136.347
-38,14,134.361
-36,14,131.725
-34,14,128.451
-32,14,124.555
-30,14,120.058
-28,14,114.98
-26,14,109.348
-24,14,103.188
-22,14,96.5308
-20,14,89.4086
-18,14,81.8564
-16,14,73.9108
-14,14,65.6105
-12,14,56.9959
-10,14,48.1089
-8,14,38.9925
-6,14,29.6911
-4,14,20.2498
-2,14,10.7144
0,14,1.13106
2,14,-8.4537
4,14,-17.9934
6,14,-27.4419
8,14,-36.7533
10,14,-45.8824
12,14,-54.7851
14,14,-63.4181
16,14,-71.7395
18,14,-79.7089
20,14,-87.2877
22,14,-94.439
24,14,-101.128
26,14,-107.322
28,14,-112.991
30,14,-118.108
32,14,-122.647
34,14,-126.586
36,14,-129.906
38,14,-132.591
40,14,-134.627
42,14,-136.004
44,14,-136.717
46,14,-136.76
48,14,-136.133
50,14,-134.841
52,14,-132.888
54,14,-130.284
56,14,-127.042
58,14,-123.178
60,14,-118.71
62,14,-113.66
64,14,-108.053
66,14,-101.916
68,14,-95.2792
70,14,-88.175
72,14,-80.6381
74,14,-72.7055
76,14,-64.4161
78,14,-55.8105
80,14,-46.9309
82,14,-37.8208
84,14,-28.525
