Phi[deg],Theta[deg],re(rEZ)[mV]
-180,0,3.15188e-14
-178,0,2.9433e-14
-176,0,2.64334e-14
-174,0,2.2493e-14
-172,0,1.76397e-14
-170,0,1.19671e-14
-168,0,5.63867e-15
-166,0,-1.11567e-15
-164,0,-8.00975e-15
-162,0,-1.47189e-14
-160,0,-2.09029e-14
-158,0,-2.62328e-14
-156,0,-3.04184e-14
-154,0,-3.32342e-14
-152,0,-3.45403e-14
-150,0,-3.42974e-14
-148,0,-3.25726e-14
-146,0,-2.95358e-14
-144,0,-2.54472e-14
-142,0,-2.06361e-14
-140,0,-1.54735e-14
-138,0,-1.03409e-14
-136,0,-5.59798e-15
-134,0,-1.55336e-15
-132,0,1.55994e-15
-130,0,3.60097e-15
-128,0,4.52798e-15
-126,0,4.39554e-15
-124,0,3.34215e-15
-122,0,1.56965e-15
-120,0,-6.83037e-16
-118,0,-3.169e-15
-116,0,-5.66187e-15
-114,0,-7.98055e-15
-112,0,-1.00074e-14
-110,0,-1.16975e-14
-108,0,-1.30786e-14
-106,0,-1.42408e-14
-104,0,-1.53179e-14
-102,0,-1.64623e-14
-100,0,-1.7817e-14
-98,0,-1.94872e-14
-96,0,-2.15162e-14
-94,0,-2.3868e-14
-92,0,-2.64198e-14
-90,0,-2.89656e-14
-88,0,-3.12309e-14
-86,0,-3.28977e-14
-84,0,-3.36377e-14
-82,0,-3.31502e-14
-80,0,-3.11998e-14
-78,0,-2.76507e-14
-76,0,-2.24935e-14
-74,0,-1.58591e-14
-72,0,-8.02044e-15
-70,0,6.22222e-16
-68,0,9.5693e-15
-66,0,1.82626e-14
-64,0,2.61345e-14
-62,0,3.26614e-14
-60,0,3.74154e-14
-58,0,4.01101e-14
-56,0,4.06339e-14
-54,0,3.90686e-14
-52,0,3.56894e-14
-50,0,3.0946e-14
-48,0,2.5426e-14
-46,0,1.98035e-14
-44,0,1.47765e-14
-42,0,1.1001e-14
-40,0,9.02509e-15
-38,0,9.23196e-15
-36,0,1.17966e-14
-34,0,1.66605e-14
-32,0,2.35279e-14
-30,0,3.18841e-14
-28,0,4.1035e-14
-26,0,5.01643e-14
-24,0,5.84037e-14
-22,0,6.49095e-14
-20,0,6.8939e-14
-18,0,6.99193e-14
-16,0,6.75016e-14
-14,0,6.15978e-14
-12,0,5.23927e-14
-10,0,4.03339e-14
-8,0,2.60971e-14
-6,0,1.05329e-14
-4,0,-5.40301e-15
-2,0,-2.07278e-14
0,0,-3.45116e-14
2,0,-4.59523e-14
4,0,-5.44386e-14
6,0,-5.95948e-14
8,0,-6.13053e-14
10,0,-5.97153e-14
12,0,-5.52087e-14
14,0,-4.83663e-14
16,0,-3.99066e-14
18,0,-3.0618e-14
20,0,-2.1285e-14
22,0,-1.26192e-14
24,0,-5.19805e-15
26,0,5.80585e-16
28,0,4.52637e-15
30,0,6.66326e-15
32,0,7.21577e-15
34,0,6.57634e-15
36,0,5.25744e-15
38,0,3.83317e-15
40,0,2.87619e-15
42,0,2.89614e-15
44,0,4.2851e-15
46,0,7.27543e-15
48,0,1.19135e-14
50,0,1.80517e-14
52,0,2.5359e-14
54,0,3.33492e-14
56,0,4.1424e-14
58,0,4.89258e-14
60,0,5.51975e-14
62,0,5.96413e-14
64,0,6.17733e-14
66,0,6.12677e-14
68,0,5.79879e-14
70,0,5.20014e-14
72,0,4.3577e-14
74,0,3.3166e-14
76,0,2.13677e-14
78,0,8.8837e-15
80,0,-3.53642e-15
82,0,-1.51521e-14
84,0,-2.52876e-14
86,0,-3.33821e-14
88,0,-3.90297e-14
90,0,-4.20069e-14
92,0,-4.2285e-14
94,0,-4.00278e-14
96,0,-3.5574e-14
98,0,-2.94073e-14
100,0,-2.21155e-14
102,0,-1.43438e-14
104,0,-6.74446e-15
106,0,7.2004e-17
108,0,5.58081e-15
110,0,9.3789e-15
112,0,1.12103e-14
114,0,1.09794e-14
116,0,8.75121e-15
118,0,4.74e-15
120,0,-7.13475e-16
122,0,-7.17299e-15
124,0,-1.41438e-14
126,0,-2.1112e-14
128,0,-2.75836e-14
130,0,-3.31196e-14
132,0,-3.7365e-14
134,0,-4.00693e-14
136,0,-4.1098e-14
138,0,-4.04333e-14
140,0,-3.81669e-14
142,0,-3.4483e-14
144,0,-2.96369e-14
146,0,-2.39283e-14
148,0,-1.76745e-14
150,0,-1.11842e-14
152,0,-4.73552e-15
154,0,1.44112e-15
156,0,7.17275e-15
158,0,1.2347e-14
160,0,1.69082e-14
162,0,2.08474e-14
164,0,2.41885e-14
166,0,2.6972e-14
168,0,2.92379e-14
170,0,3.10122e-14
172,0,3.22954e-14
174,0,3.30576e-14
176,0,3.32394e-14
178,0,3.27577e-14
180,0,3.15188e-14
-180,2,-5.7468
-178,2,-5.75133
-176,2,-5.75694
-174,2,-5.7636
-172,2,-5.7713
-170,2,-5.78002
-168,2,-5.78974
-166,2,-5.80042
-164,2,-5.81202
-162,2,-5.8245
-160,2,-5.83782
-158,2,-5.85193
-156,2,-5.86677
-154,2,-5.8823
-152,2,-5.89844
-150,2,-5.91514
-148,2,-5.93233
-146,2,-5.94994
-144,2,-5.9679
-142,2,-5.98614
-140,2,-6.00459
-138,2,-6.02316
-136,2,-6.04179
-134,2,-6.0604
-132,2,-6.0789
-130,2,-6.09724
-128,2,-6.11532
-126,2,-6.13308
-124,2,-6.15044
-122,2,-6.16732
-120,2,-6.18367
-118,2,-6.19941
-116,2,-6.21448
-114,2,-6.22881
-112,2,-6.24236
-110,2,-6.25505
-108,2,-6.26684
-106,2,-6.27769
-104,2,-6.28754
-102,2,-6.29637
-100,2,-6.30413
-98,2,-6.3108
-96,2,-6.31635
-94,2,-6.32076
-92,2,-6.32402
-90,2,-6.32611
-88,2,-6.32704
-86,2,-6.3268
-84,2,-6.3254
-82,2,-6.32285
-80,2,-6.31917
-78,2,-6.31438
-76,2,-6.3085
-74,2,-6.30157
-72,2,-6.29361
-70,2,-6.28468
-68,2,-6.27481
-66,2,-6.26405
-64,2,-6.25246
-62,2,-6.24008
-60,2,-6.22698
-58,2,-6.21323
-56,2,-6.19888
-54,2,-6.18399
-52,2,-6.16865
-50,2,-6.15292
-48,2,-6.13687
-46,2,-6.12057
-44,2,-6.1041
-42,2,-6.08753
-40,2,-6.07094
-38,2,-6.0544
-36,2,-6.03798
-34,2,-6.02175
-32,2,-6.00578
-30,2,-5.99015
-28,2,-5.97492
-26,2,-5.96015
-24,2,-5.9459
-22,2,-5.93223
-20,2,-5.91921
-18,2,-5.90687
-16,2,-5.89527
-14,2,-5.88445
-12,2,-5.87445
-10,2,-5.86531
-8,2,-5.85706
-6,2,-5.84972
-4,2,-5.84333
-2,2,-5.83788
0,2,-5.8334
2,2,-5.8299
4,2,-5.82737
6,2,-5.82581
8,2,-5.82522
10,2,-5.82559
12,2,-5.82689
14,2,-5.82911
16,2,-5.83222
18,2,-5.83618
20,2,-5.84097
22,2,-5.84654
24,2,-5.85286
26,2,-5.85987
28,2,-5.86753
30,2,-5.87578
32,2,-5.88457
34,2,-5.89383
36,2,-5.90352
38,2,-5.91357
40,2,-5.92391
42,2,-5.93447
44,2,-5.9452
46,2,-5.95603
48,2,-5.96688
50,2,-5.97769
52,2,-5.9884
54,2,-5.99894
56,2,-6.00924
58,2,-6.01925
60,2,-6.02889
62,2,-6.03812
64,2,-6.04687
66,2,-6.05509
68,2,-6.06273
70,2,-6.06974
72,2,-6.07608
74,2,-6.0817
76,2,-6.08657
78,2,-6.09065
80,2,-6.09392
82,2,-6.09636
84,2,-6.09793
86,2,-6.09864
88,2,-6.09846
90,2,-6.09739
92,2,-6.09544
94,2,-6.0926
96,2,-6.08888
98,2,-6.08431
100,2,-6.07889
102,2,-6.07265
104,2,-6.06562
106,2,-6.05783
108,2,-6.04932
110,2,-6.04013
112,2,-6.0303
114,2,-6.01988
116,2,-6.00892
118,2,-5.99747
120,2,-5.9856
122,2,-5.97337
124,2,-5.96083
126,2,-5.94805
128,2,-5.9351
130,2,-5.92204
132,2,-5.90894
134,2,-5.89588
136,2,-5.88292
138,2,-5.87013
140,2,-5.85758
142,2,-5.84534
144,2,-5.83347
146,2,-5.82205
148,2,-5.81114
150,2,-5.80079
152,2,-5.79107
154,2,-5.78204
156,2,-5.77375
158,2,-5.76626
160,2,-5.7596
162,2,-5.75383
164,2,-5.74898
166,2,-5.74509
168,2,-5.74219
170,2,-5.74031
172,2,-5.73947
174,2,-5.73969
176,2,-5.74098
178,2,-5.74335
180,2,-5.7468
-180,4,-23.0336
-178,4,-23.0436
-176,4,-23.0577
-174,4,-23.076
-172,4,-23.0982
-170,4,-23.1245
-168,4,-23.1546
-166,4,-23.1884
-164,4,-23.2259
-162,4,-23.2668
-160,4,-23.311
-158,4,-23.3583
-156,4,-23.4085
-154,4,-23.4614
-152,4,-23.5168
-150,4,-23.5745
-148,4,-23.6341
-146,4,-23.6955
-144,4,-23.7583
-142,4,-23.8223
-140,4,-23.8872
-138,4,-23.9527
-136,4,-24.0185
-134,4,-24.0844
-132,4,-24.15
-130,4,-24.2151
-128,4,-24.2793
-126,4,-24.3424
-124,4,-24.4041
-122,4,-24.4641
-120,4,-24.5222
-118,4,-24.5781
-116,4,-24.6314
-114,4,-24.6821
-112,4,-24.7299
-110,4,-24.7745
-108,4,-24.8158
-106,4,-24.8536
-104,4,-24.8877
-102,4,-24.918
-100,4,-24.9443
-98,4,-24.9665
-96,4,-24.9845
-94,4,-24.9984
-92,4,-25.0079
-90,4,-25.0131
-88,4,-25.0139
-86,4,-25.0104
-84,4,-25.0026
-82,4,-24.9905
-80,4,-24.9742
-78,4,-24.9538
-76,4,-24.9294
-74,4,-24.9012
-72,4,-24.8691
-70,4,-24.8335
-68,4,-24.7945
-66,4,-24.7523
-64,4,-24.7071
-62,4,-24.659
-60,4,-24.6085
-58,4,-24.5556
-56,4,-24.5006
-54,4,-24.4438
-52,4,-24.3855
-50,4,-24.326
-48,4,-24.2654
-46,4,-24.2042
-44,4,-24.1426
-42,4,-24.0809
-40,4,-24.0193
-38,4,-23.9582
-36,4,-23.8978
-34,4,-23.8384
-32,4,-23.7804
-30,4,-23.7238
-28,4,-23.6691
-26,4,-23.6164
-24,4,-23.566
-22,4,-23.5182
-20,4,-23.473
-18,4,-23.4307
-16,4,-23.3916
-14,4,-23.3557
-12,4,-23.3232
-10,4,-23.2942
-8,4,-23.269
-6,4,-23.2474
-4,4,-23.2297
-2,4,-23.2158
0,4,-23.2059
2,4,-23.2
4,4,-23.1979
6,4,-23.1998
8,4,-23.2056
10,4,-23.2152
12,4,-23.2286
14,4,-23.2456
16,4,-23.2661
18,4,-23.2901
20,4,-23.3173
22,4,-23.3477
24,4,-23.3809
26,4,-23.4169
28,4,-23.4554
30,4,-23.4963
32,4,-23.5392
34,4,-23.5839
36,4,-23.6303
38,4,-23.678
40,4,-23.7268
42,4,-23.7764
44,4,-23.8265
46,4,-23.8769
48,4,-23.9273
50,4,-23.9774
52,4,-24.0269
54,4,-24.0757
56,4,-24.1233
58,4,-24.1697
60,4,-24.2144
62,4,-24.2573
64,4,-24.2981
66,4,-24.3366
68,4,-24.3726
70,4,-24.406
72,4,-24.4364
74,4,-24.4638
76,4,-24.488
78,4,-24.5088
80,4,-24.5261
82,4,-24.5399
84,4,-24.5501
86,4,-24.5565
88,4,-24.5592
90,4,-24.5581
92,4,-24.5532
94,4,-24.5445
96,4,-24.5321
98,4,-24.516
100,4,-24.4962
102,4,-24.473
104,4,-24.4463
106,4,-24.4163
108,4,-24.3832
110,4,-24.347
112,4,-24.3081
114,4,-24.2665
116,4,-24.2226
118,4,-24.1764
120,4,-24.1282
122,4,-24.0783
124,4,-24.027
126,4,-23.9744
128,4,-23.9208
130,4,-23.8666
132,4,-23.812
134,4,-23.7572
136,4,-23.7025
138,4,-23.6483
140,4,-23.5948
142,4,-23.5422
144,4,-23.4909
146,4,-23.4411
148,4,-23.393
150,4,-23.347
152,4,-23.3033
154,4,-23.262
156,4,-23.2235
158,4,-23.1879
160,4,-23.1554
162,4,-23.1262
164,4,-23.1005
166,4,-23.0783
168,4,-23.06
170,4,-23.0455
172,4,-23.0349
174,4,-23.0284
176,4,-23.026
178,4,-23.0277
180,4,-23.0336
-180,6,-51.7388
-178,6,-51.7551
-176,6,-51.7804
-174,6,-51.8147
-172,6,-51.8577
-170,6,-51.9095
-168,6,-51.9696
-166,6,-52.038
-164,6,-52.1143
-162,6,-52.1982
-160,6,-52.2893
-158,6,-52.3873
-156,6,-52.4917
-154,6,-52.602
-152,6,-52.7178
-150,6,-52.8386
-148,6,-52.9639
-146,6,-53.0929
-144,6,-53.2253
-142,6,-53.3604
-140,6,-53.4975
-138,6,-53.6361
-136,6,-53.7755
-134,6,-53.9152
-132,6,-54.0543
-130,6,-54.1924
-128,6,-54.3288
-126,6,-54.4628
-124,6,-54.5939
-122,6,-54.7214
-120,6,-54.8447
-118,6,-54.9633
-116,6,-55.0767
-114,6,-55.1842
-112,6,-55.2855
-110,6,-55.38
-108,6,-55.4673
-106,6,-55.547
-104,6,-55.6188
-102,6,-55.6822
-100,6,-55.7371
-98,6,-55.7832
-96,6,-55.8203
-94,6,-55.8481
-92,6,-55.8667
-90,6,-55.8759
-88,6,-55.8757
-86,6,-55.8661
-84,6,-55.8471
-82,6,-55.819
-80,6,-55.7818
-78,6,-55.7357
-76,6,-55.6809
-74,6,-55.6178
-72,6,-55.5467
-70,6,-55.4678
-68,6,-55.3817
-66,6,-55.2887
-64,6,-55.1893
-62,6,-55.0839
-60,6,-54.9731
-58,6,-54.8575
-56,6,-54.7375
-54,6,-54.6138
-52,6,-54.4869
-50,6,-54.3575
-48,6,-54.2262
-46,6,-54.0935
-44,6,-53.9603
-42,6,-53.8269
-40,6,-53.6942
-38,6,-53.5627
-36,6,-53.433
-34,6,-53.3058
-32,6,-53.1816
-30,6,-53.0609
-28,6,-52.9445
-26,6,-52.8327
-24,6,-52.7261
-22,6,-52.6252
-20,6,-52.5305
-18,6,-52.4422
-16,6,-52.361
-14,6,-52.287
-12,6,-52.2206
-10,6,-52.1622
-8,6,-52.1118
-6,6,-52.0698
-4,6,-52.0363
-2,6,-52.0115
0,6,-51.9953
2,6,-51.9879
4,6,-51.9891
6,6,-51.9991
8,6,-52.0176
10,6,-52.0447
12,6,-52.0799
14,6,-52.1233
16,6,-52.1744
18,6,-52.2331
20,6,-52.299
22,6,-52.3717
24,6,-52.4509
26,6,-52.5361
28,6,-52.6268
30,6,-52.7226
32,6,-52.823
34,6,-52.9274
36,6,-53.0353
38,6,-53.1461
40,6,-53.2593
42,6,-53.3742
44,6,-53.4903
46,6,-53.6069
48,6,-53.7234
50,6,-53.8392
52,6,-53.9538
54,6,-54.0665
56,6,-54.1766
58,6,-54.2838
60,6,-54.3873
62,6,-54.4866
64,6,-54.5813
66,6,-54.6707
68,6,-54.7545
70,6,-54.8322
72,6,-54.9034
74,6,-54.9676
76,6,-55.0246
78,6,-55.0741
80,6,-55.1157
82,6,-55.1492
84,6,-55.1745
86,6,-55.1914
88,6,-55.1998
90,6,-55.1996
92,6,-55.1908
94,6,-55.1735
96,6,-55.1477
98,6,-55.1135
100,6,-55.0712
102,6,-55.0208
104,6,-54.9626
106,6,-54.897
108,6,-54.8241
110,6,-54.7445
112,6,-54.6585
114,6,-54.5664
116,6,-54.4689
118,6,-54.3662
120,6,-54.2591
122,6,-54.1479
124,6,-54.0333
126,6,-53.9157
128,6,-53.7959
130,6,-53.6744
132,6,-53.5518
134,6,-53.4287
136,6,-53.3058
138,6,-53.1837
140,6,-53.0629
142,6,-52.9441
144,6,-52.8279
146,6,-52.7148
148,6,-52.6055
150,6,-52.5005
152,6,-52.4004
154,6,-52.3056
156,6,-52.2166
158,6,-52.134
160,6,-52.058
162,6,-51.9892
164,6,-51.9279
166,6,-51.8744
168,6,-51.829
170,6,-51.792
172,6,-51.7636
174,6,-51.744
176,6,-51.7332
178,6,-51.7315
180,6,-51.7388
-180,8,-91.66
-178,8,-91.6832
-176,8,-91.7219
-174,8,-91.7759
-172,8,-91.845
-170,8,-91.9289
-168,8,-92.0272
-166,8,-92.1397
-164,8,-92.2657
-162,8,-92.4049
-160,8,-92.5564
-158,8,-92.7198
-156,8,-92.8943
-154,8,-93.079
-152,8,-93.2733
-150,8,-93.4762
-148,8,-93.6868
-146,8,-93.9041
-144,8,-94.1272
-142,8,-94.3551
-140,8,-94.5866
-138,8,-94.8208
-136,8,-95.0566
-134,8,-95.2928
-132,8,-95.5285
-130,8,-95.7624
-128,8,-95.9935
-126,8,-96.2207
-124,8,-96.443
-122,8,-96.6592
-120,8,-96.8685
-118,8,-97.0698
-116,8,-97.2621
-114,8,-97.4445
-112,8,-97.6162
-110,8,-97.7765
-108,8,-97.9244
-106,8,-98.0593
-104,8,-98.1806
-102,8,-98.2877
-100,8,-98.3801
-98,8,-98.4574
-96,8,-98.5192
-94,8,-98.5652
-92,8,-98.5953
-90,8,-98.6093
-88,8,-98.6072
-86,8,-98.5889
-84,8,-98.5546
-82,8,-98.5046
-80,8,-98.439
-78,8,-98.3582
-76,8,-98.2626
-74,8,-98.1527
-72,8,-98.0291
-70,8,-97.8924
-68,8,-97.7432
-66,8,-97.5824
-64,8,-97.4106
-62,8,-97.2289
-60,8,-97.038
-58,8,-96.8388
-56,8,-96.6325
-54,8,-96.4199
-52,8,-96.2021
-50,8,-95.9802
-48,8,-95.7552
-46,8,-95.5282
-44,8,-95.3003
-42,8,-95.0726
-40,8,-94.8461
-38,8,-94.6219
-36,8,-94.4012
-34,8,-94.1848
-32,8,-93.9739
-30,8,-93.7694
-28,8,-93.5722
-26,8,-93.3833
-24,8,-93.2035
-22,8,-93.0337
-20,8,-92.8745
-18,8,-92.7268
-16,8,-92.5911
-14,8,-92.4681
-12,8,-92.3582
-10,8,-92.2621
-8,8,-92.18
-6,8,-92.1124
-4,8,-92.0594
-2,8,-92.0213
0,8,-91.9983
2,8,-91.9902
4,8,-91.9973
6,8,-92.0192
8,8,-92.056
10,8,-92.1074
12,8,-92.173
14,8,-92.2525
16,8,-92.3454
18,8,-92.4514
20,8,-92.5697
22,8,-92.6999
24,8,-92.8411
26,8,-92.9927
28,8,-93.1539
30,8,-93.3239
32,8,-93.5018
34,8,-93.6866
36,8,-93.8775
38,8,-94.0734
40,8,-94.2734
42,8,-94.4764
44,8,-94.6814
46,8,-94.8874
48,8,-95.0932
50,8,-95.2978
52,8,-95.5002
54,8,-95.6993
56,8,-95.894
58,8,-96.0835
60,8,-96.2666
62,8,-96.4425
64,8,-96.6102
66,8,-96.7688
68,8,-96.9175
70,8,-97.0556
72,8,-97.1822
74,8,-97.2967
76,8,-97.3986
78,8,-97.4872
80,8,-97.5621
82,8,-97.6229
84,8,-97.6691
86,8,-97.7007
88,8,-97.7174
90,8,-97.719
92,8,-97.7056
94,8,-97.6771
96,8,-97.6338
98,8,-97.5758
100,8,-97.5034
102,8,-97.4169
104,8,-97.3168
106,8,-97.2035
108,8,-97.0777
110,8,-96.9399
112,8,-96.7909
114,8,-96.6313
116,8,-96.462
118,8,-96.2838
120,8,-96.0976
122,8,-95.9043
124,8,-95.705
126,8,-95.5005
128,8,-95.292
130,8,-95.0805
132,8,-94.8669
134,8,-94.6525
136,8,-94.4382
138,8,-94.2252
140,8,-94.0144
142,8,-93.807
144,8,-93.604
146,8,-93.4063
148,8,-93.215
150,8,-93.0311
152,8,-92.8554
154,8,-92.6888
156,8,-92.5322
158,8,-92.3863
160,8,-92.252
162,8,-92.1298
164,8,-92.0204
166,8,-91.9243
168,8,-91.8422
170,8,-91.7743
172,8,-91.7211
174,8,-91.6829
176,8,-91.6598
178,8,-91.6522
180,8,-91.66
-180,10,-142.514
-178,10,-142.545
-176,10,-142.599
-174,10,-142.675
-172,10,-142.774
-170,10,-142.895
-168,10,-143.037
-166,10,-143.201
-164,10,-143.385
-162,10,-143.588
-160,10,-143.811
-158,10,-144.051
-156,10,-144.307
-154,10,-144.579
-152,10,-144.865
-150,10,-145.165
-148,10,-145.476
-146,10,-145.797
-144,10,-146.128
-142,10,-146.465
-140,10,-146.808
-138,10,-147.156
-136,10,-147.506
-134,10,-147.857
-132,10,-148.207
-130,10,-148.555
-128,10,-148.898
-126,10,-149.237
-124,10,-149.568
-122,10,-149.89
-120,10,-150.202
-118,10,-150.502
-116,10,-150.788
-114,10,-151.06
-112,10,-151.316
-110,10,-151.555
-108,10,-151.776
-106,10,-151.977
-104,10,-152.157
-102,10,-152.317
-100,10,-152.454
-98,10,-152.569
-96,10,-152.66
-94,10,-152.728
-92,10,-152.771
-90,10,-152.791
-88,10,-152.786
-86,10,-152.757
-84,10,-152.704
-82,10,-152.627
-80,10,-152.527
-78,10,-152.404
-76,10,-152.259
-74,10,-152.092
-72,10,-151.905
-70,10,-151.698
-68,10,-151.473
-66,10,-151.23
-64,10,-150.972
-62,10,-150.698
-60,10,-150.411
-58,10,-150.111
-56,10,-149.801
-54,10,-149.482
-52,10,-149.156
-50,10,-148.823
-48,10,-148.486
-46,10,-148.147
-44,10,-147.806
-42,10,-147.466
-40,10,-147.128
-38,10,-146.794
-36,10,-146.465
-34,10,-146.143
-32,10,-145.83
-30,10,-145.526
-28,10,-145.234
-26,10,-144.954
-24,10,-144.688
-22,10,-144.437
-20,10,-144.203
-18,10,-143.985
-16,10,-143.786
-14,10,-143.606
-12,10,-143.445
-10,10,-143.305
-8,10,-143.187
-6,10,-143.09
-4,10,-143.014
-2,10,-142.962
0,10,-142.931
2,10,-142.923
4,10,-142.938
6,10,-142.975
8,10,-143.034
10,10,-143.115
12,10,-143.217
14,10,-143.34
16,10,-143.484
18,10,-143.646
20,10,-143.828
22,10,-144.027
24,10,-144.242
26,10,-144.474
28,10,-144.719
30,10,-144.978
32,10,-145.249
34,10,-145.531
36,10,-145.821
38,10,-146.119
40,10,-146.424
42,10,-146.733
44,10,-147.045
46,10,-147.359
48,10,-147.672
50,10,-147.984
52,10,-148.292
54,10,-148.596
56,10,-148.893
58,10,-149.182
60,10,-149.462
62,10,-149.731
64,10,-149.987
66,10,-150.23
68,10,-150.458
70,10,-150.669
72,10,-150.864
74,10,-151.039
76,10,-151.196
78,10,-151.333
80,10,-151.448
82,10,-151.543
84,10,-151.615
86,10,-151.665
88,10,-151.692
90,10,-151.696
92,10,-151.677
94,10,-151.636
96,10,-151.571
98,10,-151.485
100,10,-151.376
102,10,-151.246
104,10,-151.095
106,10,-150.925
108,10,-150.735
110,10,-150.527
112,10,-150.302
114,10,-150.06
116,10,-149.805
118,10,-149.535
120,10,-149.254
122,10,-148.962
124,10,-148.66
126,10,-148.351
128,10,-148.036
130,10,-147.716
132,10,-147.393
134,10,-147.069
136,10,-146.745
138,10,-146.423
140,10,-146.105
142,10,-145.791
144,10,-145.484
146,10,-145.185
148,10,-144.896
150,10,-144.618
152,10,-144.352
154,10,-144.099
156,10,-143.862
158,10,-143.64
160,10,-143.436
162,10,-143.25
164,10,-143.083
166,10,-142.936
168,10,-142.81
170,10,-142.705
172,10,-142.621
174,10,-142.561
176,10,-142.522
178,10,-142.507
180,10,-142.514
-180,12,-203.94
-178,12,-203.978
-176,12,-204.047
-174,12,-204.147
-172,12,-204.278
-170,12,-204.439
-168,12,-204.629
-166,12,-204.848
-164,12,-205.094
-162,12,-205.367
-160,12,-205.666
-158,12,-205.989
-156,12,-206.335
-154,12,-206.702
-152,12,-207.089
-150,12,-207.493
-148,12,-207.914
-146,12,-208.35
-144,12,-208.797
-142,12,-209.255
-140,12,-209.721
-138,12,-210.193
-136,12,-210.669
-134,12,-211.147
-132,12,-211.624
-130,12,-212.098
-128,12,-212.567
-126,12,-213.028
-124,12,-213.48
-122,12,-213.92
-120,12,-214.346
-118,12,-214.757
-116,12,-215.149
-114,12,-215.521
-112,12,-215.871
-110,12,-216.198
-108,12,-216.5
-106,12,-216.775
-104,12,-217.022
-102,12,-217.24
-100,12,-217.428
-98,12,-217.584
-96,12,-217.708
-94,12,-217.8
-92,12,-217.859
-90,12,-217.884
-88,12,-217.876
-86,12,-217.834
-84,12,-217.76
-82,12,-217.653
-80,12,-217.513
-78,12,-217.343
-76,12,-217.142
-74,12,-216.911
-72,12,-216.652
-70,12,-216.367
-68,12,-216.056
-66,12,-215.722
-64,12,-215.365
-62,12,-214.988
-60,12,-214.593
-58,12,-214.182
-56,12,-213.756
-54,12,-213.318
-52,12,-212.87
-50,12,-212.415
-48,12,-211.954
-46,12,-211.489
-44,12,-211.024
-42,12,-210.559
-40,12,-210.099
-38,12,-209.643
-36,12,-209.196
-34,12,-208.758
-32,12,-208.332
-30,12,-207.92
-28,12,-207.523
-26,12,-207.144
-24,12,-206.784
-22,12,-206.445
-20,12,-206.128
-18,12,-205.835
-16,12,-205.567
-14,12,-205.325
-12,12,-205.11
-10,12,-204.923
-8,12,-204.765
-6,12,-204.636
-4,12,-204.537
-2,12,-204.469
0,12,-204.431
2,12,-204.424
4,12,-204.447
6,12,-204.501
8,12,-204.585
10,12,-204.699
12,12,-204.842
14,12,-205.013
16,12,-205.212
18,12,-205.437
20,12,-205.687
22,12,-205.962
24,12,-206.26
26,12,-206.579
28,12,-206.918
30,12,-207.275
32,12,-207.649
34,12,-208.037
36,12,-208.438
38,12,-208.85
40,12,-209.27
42,12,-209.697
44,12,-210.128
46,12,-210.562
48,12,-210.996
50,12,-211.427
52,12,-211.855
54,12,-212.276
56,12,-212.688
58,12,-213.089
60,12,-213.477
62,12,-213.851
64,12,-214.207
66,12,-214.545
68,12,-214.862
70,12,-215.157
72,12,-215.428
74,12,-215.673
76,12,-215.892
78,12,-216.083
80,12,-216.245
82,12,-216.378
84,12,-216.479
86,12,-216.55
88,12,-216.589
90,12,-216.597
92,12,-216.572
94,12,-216.516
96,12,-216.428
98,12,-216.309
100,12,-216.16
102,12,-215.981
104,12,-215.773
106,12,-215.538
108,12,-215.276
110,12,-214.989
112,12,-214.678
114,12,-214.345
116,12,-213.992
118,12,-213.62
120,12,-213.232
122,12,-212.829
124,12,-212.413
126,12,-211.987
128,12,-211.552
130,12,-211.112
132,12,-210.667
134,12,-210.221
136,12,-209.775
138,12,-209.332
140,12,-208.894
142,12,-208.463
144,12,-208.041
146,12,-207.63
148,12,-207.232
150,12,-206.85
152,12,-206.484
154,12,-206.137
156,12,-205.811
158,12,-205.507
160,12,-205.226
162,12,-204.97
164,12,-204.739
166,12,-204.536
168,12,-204.361
170,12,-204.215
172,12,-204.099
174,12,-204.013
176,12,-203.957
178,12,-203.933
180,12,-203.94
-180,14,-275.495
-178,14,-275.54
-176,14,-275.625
-174,14,-275.749
-172,14,-275.912
-170,14,-276.113
-168,14,-276.351
-166,14,-276.625
-164,14,-276.935
-162,14,-277.278
-160,14,-277.655
-158,14,-278.062
-156,14,-278.498
-154,14,-278.962
-152,14,-279.451
-150,14,-279.964
-148,14,-280.497
-146,14,-281.049
-144,14,-281.618
-142,14,-282.2
-140,14,-282.793
-138,14,-283.394
-136,14,-284
-134,14,-284.609
-132,14,-285.218
-130,14,-285.824
-128,14,-286.423
-126,14,-287.014
-124,14,-287.593
-122,14,-288.157
-120,14,-288.703
-118,14,-289.23
-116,14,-289.733
-114,14,-290.211
-112,14,-290.662
-110,14,-291.082
-108,14,-291.47
-106,14,-291.824
-104,14,-292.141
-102,14,-292.422
-100,14,-292.663
-98,14,-292.863
-96,14,-293.023
-94,14,-293.14
-92,14,-293.215
-90,14,-293.246
-88,14,-293.234
-86,14,-293.179
-84,14,-293.082
-82,14,-292.942
-80,14,-292.761
-78,14,-292.539
-76,14,-292.278
-74,14,-291.979
-72,14,-291.644
-70,14,-291.275
-68,14,-290.873
-66,14,-290.441
-64,14,-289.98
-62,14,-289.495
-60,14,-288.985
-58,14,-288.456
-56,14,-287.908
-54,14,-287.345
