Phi[deg],Theta[deg],im(rEY)[mV]
-180,0,484.912
-178,0,484.912
-176,0,484.912
-174,0,484.912
-172,0,484.912
-170,0,484.912
-168,0,484.912
-166,0,484.912
-164,0,484.912
-162,0,484.912
-160,0,484.912
-158,0,484.912
-156,0,484.912
-154,0,484.912
-152,0,484.912
-150,0,484.912
-148,0,484.912
-146,0,484.912
-144,0,484.912
-142,0,484.912
-140,0,484.912
-138,0,484.912
-136,0,484.912
-134,0,484.912
-132,0,484.912
-130,0,484.912
-128,0,484.912
-126,0,484.912
-124,0,484.912
-122,0,484.912
-120,0,484.912
-118,0,484.912
-116,0,484.912
-114,0,484.912
-112,0,484.912
-110,0,484.912
-108,0,484.912
-106,0,484.912
-104,0,484.912
-102,0,484.912
-100,0,484.912
-98,0,484.912
-96,0,484.912
-94,0,484.912
-92,0,484.912
-90,0,484.912
-88,0,484.912
-86,0,484.912
-84,0,484.912
-82,0,484.912
-80,0,484.912
-78,0,484.912
-76,0,484.912
-74,0,484.912
-72,0,484.912
-70,0,484.912
-68,0,484.912
-66,0,484.912
-64,0,484.912
-62,0,484.912
-60,0,484.912
-58,0,484.912
-56,0,484.912
-54,0,484.912
-52,0,484.912
-50,0,484.912
-48,0,484.912
-46,0,484.912
-44,0,484.912
-42,0,484.912
-40,0,484.912
-38,0,484.912
-36,0,484.912
-34,0,484.912
-32,0,484.912
-30,0,484.912
-28,0,484.912
-26,0,484.912
-24,0,484.912
-22,0,484.912
-20,0,484.912
-18,0,484.912
-16,0,484.912
-14,0,484.912
-12,0,484.912
-10,0,484.912
-8,0,484.912
-6,0,484.912
-4,0,484.912
-2,0,484.912
0,0,484.912
2,0,484.912
4,0,484.912
6,0,484.912
8,0,484.912
10,0,484.912
12,0,484.912
14,0,484.912
16,0,484.912
18,0,484.912
20,0,484.912
22,0,484.912
24,0,484.912
26,0,484.912
28,0,484.912
30,0,484.912
32,0,484.912
34,0,484.912
36,0,484.912
38,0,484.912
40,0,484.912
42,0,484.912
44,0,484.912
46,0,484.912
48,0,484.912
50,0,484.912
52,0,484.912
54,0,484.912
56,0,484.912
58,0,484.912
60,0,484.912
62,0,484.912
64,0,484.912
66,0,484.912
68,0,484.912
70,0,484.912
72,0,484.912
74,0,484.912
76,0,484.912
78,0,484.912
80,0,484.912
82,0,484.912
84,0,484.912
86,0,484.912
88,0,484.912
90,0,484.912
92,0,484.912
94,0,484.912
96,0,484.912
98,0,484.912
100,0,484.912
102,0,484.912
104,0,484.912
106,0,484.912
108,0,484.912
110,0,484.912
112,0,484.912
114,0,484.912
116,0,484.912
118,0,484.912
120,0,484.912
122,0,484.912
124,0,484.912
126,0,484.912
128,0,484.912
130,0,484.912
132,0,484.912
134,0,484.912
136,0,484.912
138,0,484.912
140,0,484.912
142,0,484.912
144,0,484.912
146,0,484.912
148,0,484.912
150,0,484.912
152,0,484.912
154,0,484.912
156,0,484.912
158,0,484.912
160,0,484.912
162,0,484.912
164,0,484.912
166,0,484.912
168,0,484.912
170,0,484.912
172,0,484.912
174,0,484.912
176,0,484.912
178,0,484.912
180,0,484.912
-180,2,484.196
-178,2,487.084
-176,2,489.962
-174,2,492.825
-172,2,495.67
-170,2,498.493
-168,2,501.289
-166,2,504.057
-164,2,506.791
-162,2,509.488
-160,2,512.146
-158,2,514.76
-156,2,517.328
-154,2,519.846
-152,2,522.312
-150,2,524.722
-148,2,527.073
-146,2,529.364
-144,2,531.59
-142,2,533.751
-140,2,535.843
-138,2,537.863
-136,2,539.811
-134,2,541.684
-132,2,543.479
-130,2,545.196
-128,2,546.832
-126,2,548.386
-124,2,549.857
-122,2,551.243
-120,2,552.542
-118,2,553.755
-116,2,554.879
-114,2,555.914
-112,2,556.86
-110,2,557.715
-108,2,558.48
-106,2,559.153
-104,2,559.734
-102,2,560.224
-100,2,560.622
-98,2,560.928
-96,2,561.142
-94,2,561.265
-92,2,561.296
-90,2,561.237
-88,2,561.087
-86,2,560.847
-84,2,560.518
-82,2,560.101
-80,2,559.595
-78,2,559.003
-76,2,558.325
-74,2,557.562
-72,2,556.715
-70,2,555.786
-68,2,554.775
-66,2,553.683
-64,2,552.513
-62,2,551.266
-60,2,549.942
-58,2,548.544
-56,2,547.074
-54,2,545.531
-52,2,543.919
-50,2,542.24
-48,2,540.494
-46,2,538.684
-44,2,536.811
-42,2,534.878
-40,2,532.886
-38,2,530.838
-36,2,528.736
-34,2,526.581
-32,2,524.375
-30,2,522.122
-28,2,519.823
-26,2,517.481
-24,2,515.097
-22,2,512.675
-20,2,510.217
-18,2,507.724
-16,2,505.2
-14,2,502.648
-12,2,500.069
-10,2,497.467
-8,2,494.844
-6,2,492.202
-4,2,489.545
-2,2,486.876
0,2,484.197
2,2,481.511
4,2,478.82
6,2,476.129
8,2,473.44
10,2,470.755
12,2,468.079
14,2,465.413
16,2,462.761
18,2,460.126
20,2,457.512
22,2,454.92
24,2,452.355
26,2,449.82
28,2,447.317
30,2,444.85
32,2,442.421
34,2,440.035
36,2,437.693
38,2,435.4
40,2,433.157
42,2,430.969
44,2,428.838
46,2,426.767
48,2,424.759
50,2,422.817
52,2,420.943
54,2,419.14
56,2,417.411
58,2,415.759
60,2,414.186
62,2,412.694
64,2,411.286
66,2,409.964
68,2,408.73
70,2,407.586
72,2,406.534
74,2,405.576
76,2,404.714
78,2,403.949
80,2,403.282
82,2,402.716
84,2,402.25
86,2,401.887
88,2,401.626
90,2,401.469
92,2,401.416
94,2,401.469
96,2,401.626
98,2,401.888
100,2,402.255
102,2,402.728
104,2,403.304
106,2,403.985
108,2,404.769
110,2,405.656
112,2,406.644
114,2,407.732
116,2,408.92
118,2,410.204
120,2,411.585
122,2,413.06
124,2,414.627
126,2,416.284
128,2,418.029
130,2,419.859
132,2,421.772
134,2,423.766
136,2,425.837
138,2,427.983
140,2,430.2
142,2,432.486
144,2,434.837
146,2,437.25
148,2,439.722
150,2,442.248
152,2,444.827
154,2,447.453
156,2,450.123
158,2,452.834
160,2,455.581
162,2,458.36
164,2,461.169
166,2,464.002
168,2,466.856
170,2,469.727
172,2,472.611
174,2,475.504
176,2,478.402
178,2,481.3
180,2,484.196
-180,4,482.048
-178,4,487.993
-176,4,493.903
-174,4,499.768
-172,4,505.579
-170,4,511.329
-168,4,517.01
-166,4,522.614
-164,4,528.133
-162,4,533.56
-160,4,538.889
-158,4,544.111
-156,4,549.221
-154,4,554.212
-152,4,559.079
-150,4,563.816
-148,4,568.417
-146,4,572.878
-144,4,577.194
-142,4,581.359
-140,4,585.371
-138,4,589.225
-136,4,592.918
-134,4,596.447
-132,4,599.809
-130,4,603
-128,4,606.02
-126,4,608.865
-124,4,611.535
-122,4,614.028
-120,4,616.343
-118,4,618.478
-116,4,620.434
-114,4,622.21
-112,4,623.805
-110,4,625.221
-108,4,626.457
-106,4,627.513
-104,4,628.392
-102,4,629.093
-100,4,629.618
-98,4,629.968
-96,4,630.144
-94,4,630.149
-92,4,629.983
-90,4,629.649
-88,4,629.149
-86,4,628.484
-84,4,627.658
-82,4,626.671
-80,4,625.528
-78,4,624.229
-76,4,622.778
-74,4,621.176
-72,4,619.427
-70,4,617.534
-68,4,615.498
-66,4,613.322
-64,4,611.01
-62,4,608.563
-60,4,605.986
-58,4,603.279
-56,4,600.447
-54,4,597.491
-52,4,594.416
-50,4,591.222
-48,4,587.914
-46,4,584.495
-44,4,580.966
-42,4,577.331
-40,4,573.593
-38,4,569.755
-36,4,565.819
-34,4,561.789
-32,4,557.668
-30,4,553.458
-28,4,549.164
-26,4,544.788
-24,4,540.333
-22,4,535.803
-20,4,531.201
-18,4,526.531
-16,4,521.796
-14,4,517
-12,4,512.147
-10,4,507.24
-8,4,502.284
-6,4,497.282
-4,4,492.24
-2,4,487.161
0,4,482.049
2,4,476.91
4,4,471.749
6,4,466.569
8,4,461.376
10,4,456.176
12,4,450.973
14,4,445.774
16,4,440.582
18,4,435.406
20,4,430.249
22,4,425.118
24,4,420.019
26,4,414.959
28,4,409.943
30,4,404.979
32,4,400.071
34,4,395.228
36,4,390.455
38,4,385.76
40,4,381.148
42,4,376.627
44,4,372.204
46,4,367.884
48,4,363.676
50,4,359.585
52,4,355.618
54,4,351.783
56,4,348.084
58,4,344.529
60,4,341.125
62,4,337.876
64,4,334.79
66,4,331.872
68,4,329.127
70,4,326.562
72,4,324.182
74,4,321.99
76,4,319.994
78,4,318.195
80,4,316.6
82,4,315.212
84,4,314.034
86,4,313.071
88,4,312.323
90,4,311.795
92,4,311.489
94,4,311.406
96,4,311.548
98,4,311.915
100,4,312.51
102,4,313.331
104,4,314.378
106,4,315.652
108,4,317.151
110,4,318.874
112,4,320.818
114,4,322.983
116,4,325.364
118,4,327.96
120,4,330.766
122,4,333.778
124,4,336.993
126,4,340.406
128,4,344.012
130,4,347.805
132,4,351.779
134,4,355.929
136,4,360.249
138,4,364.73
140,4,369.367
142,4,374.152
144,4,379.078
146,4,384.136
148,4,389.319
150,4,394.618
152,4,400.025
154,4,405.531
156,4,411.128
158,4,416.807
160,4,422.558
162,4,428.372
164,4,434.241
166,4,440.156
168,4,446.106
170,4,452.083
172,4,458.077
174,4,464.08
176,4,470.082
178,4,476.074
180,4,482.048
-180,6,478.468
-178,6,487.603
-176,6,496.662
-174,6,505.631
-172,6,514.497
-170,6,523.246
-168,6,531.865
-166,6,540.342
-164,6,548.665
-162,6,556.823
-160,6,564.805
-158,6,572.6
-156,6,580.199
-154,6,587.592
-152,6,594.771
-150,6,601.727
-148,6,608.453
-146,6,614.942
-144,6,621.188
-142,6,627.184
-140,6,632.927
-138,6,638.41
-136,6,643.63
-134,6,648.584
-132,6,653.268
-130,6,657.681
-128,6,661.82
-126,6,665.685
-124,6,669.275
-122,6,672.588
-120,6,675.626
-118,6,678.39
-116,6,680.879
-114,6,683.097
-112,6,685.044
-110,6,686.723
-108,6,688.136
-106,6,689.287
-104,6,690.179
-102,6,690.814
-100,6,691.196
-98,6,691.331
-96,6,691.22
-94,6,690.87
-92,6,690.283
-90,6,689.464
-88,6,688.419
-86,6,687.151
-84,6,685.665
-82,6,683.965
-80,6,682.057
-78,6,679.945
-76,6,677.633
-74,6,675.127
-72,6,672.429
-70,6,669.546
-68,6,666.481
-66,6,663.238
-64,6,659.821
-62,6,656.234
-60,6,652.482
-58,6,648.568
-56,6,644.495
-54,6,640.267
-52,6,635.888
-50,6,631.36
-48,6,626.687
-46,6,621.872
-44,6,616.918
-42,6,611.827
-40,6,606.603
-38,6,601.249
-36,6,595.766
-34,6,590.158
-32,6,584.428
-30,6,578.577
-28,6,572.61
-26,6,566.527
-24,6,560.333
-22,6,554.031
-20,6,547.622
-18,6,541.111
-16,6,534.5
-14,6,527.792
-12,6,520.992
-10,6,514.104
-8,6,507.13
-6,6,500.075
-4,6,492.944
-2,6,485.741
0,6,478.471
2,6,471.139
4,6,463.752
6,6,456.314
8,6,448.833
10,6,441.313
12,6,433.763
14,6,426.189
16,6,418.6
18,6,411.001
20,6,403.403
22,6,395.813
24,6,388.24
26,6,380.694
28,6,373.183
30,6,365.718
32,6,358.309
34,6,350.965
36,6,343.697
38,6,336.517
40,6,329.435
42,6,322.461
44,6,315.609
46,6,308.888
48,6,302.31
50,6,295.888
52,6,289.631
54,6,283.553
56,6,277.665
58,6,271.978
60,6,266.503
62,6,261.251
64,6,256.235
66,6,251.464
68,6,246.949
70,6,242.701
72,6,238.729
74,6,235.043
76,6,231.652
78,6,228.565
80,6,225.791
82,6,223.336
84,6,221.209
86,6,219.416
88,6,217.963
90,6,216.855
92,6,216.098
94,6,215.696
96,6,215.653
98,6,215.97
100,6,216.65
102,6,217.695
104,6,219.105
106,6,220.881
108,6,223.02
110,6,225.522
112,6,228.384
114,6,231.602
116,6,235.174
118,6,239.093
120,6,243.356
122,6,247.954
124,6,252.882
126,6,258.132
128,6,263.695
130,6,269.563
132,6,275.726
134,6,282.172
136,6,288.893
138,6,295.875
140,6,303.107
142,6,310.577
144,6,318.271
146,6,326.176
148,6,334.278
150,6,342.564
152,6,351.017
154,6,359.624
156,6,368.37
158,6,377.238
160,6,386.215
162,6,395.284
164,6,404.429
166,6,413.634
168,6,422.885
170,6,432.166
172,6,441.46
174,6,450.753
176,6,460.028
178,6,469.272
180,6,478.468
-180,8,473.459
-178,8,485.876
-176,8,498.165
-174,8,510.304
-172,8,522.275
-170,8,534.058
-168,8,545.636
-166,8,556.99
-164,8,568.106
-162,8,578.965
-160,8,589.555
-158,8,599.86
-156,8,609.868
-154,8,619.566
-152,8,628.944
-150,8,637.99
-148,8,646.695
-146,8,655.051
-144,8,663.051
-142,8,670.688
-140,8,677.955
-138,8,684.85
-136,8,691.367
-134,8,697.504
-132,8,703.26
-130,8,708.632
-128,8,713.621
-126,8,718.227
-124,8,722.452
-122,8,726.298
-120,8,729.766
-118,8,732.862
-116,8,735.588
-114,8,737.95
-112,8,739.952
-110,8,741.6
-108,8,742.901
-106,8,743.86
-104,8,744.486
-102,8,744.783
-100,8,744.761
-98,8,744.427
-96,8,743.788
-94,8,742.853
-92,8,741.629
-90,8,740.124
-88,8,738.347
-86,8,736.306
-84,8,734.007
-82,8,731.46
-80,8,728.671
-78,8,725.648
-76,8,722.399
-74,8,718.93
-72,8,715.247
-70,8,711.358
-68,8,707.269
-66,8,702.984
-64,8,698.511
-62,8,693.853
-60,8,689.016
-58,8,684.004
-56,8,678.821
-54,8,673.471
-52,8,667.958
-50,8,662.285
-48,8,656.454
-46,8,650.468
-44,8,644.329
-42,8,638.039
-40,8,631.6
-38,8,625.014
-36,8,618.282
-34,8,611.404
-32,8,604.383
-30,8,597.219
-28,8,589.914
-26,8,582.467
-24,8,574.88
-22,8,567.155
-20,8,559.291
-18,8,551.291
-16,8,543.156
-14,8,534.887
-12,8,526.486
-10,8,517.956
-8,8,509.298
-6,8,500.517
-4,8,491.615
-2,8,482.595
0,8,473.462
2,8,464.221
4,8,454.877
6,8,445.436
8,8,435.903
10,8,426.286
12,8,416.592
14,8,406.83
16,8,397.008
18,8,387.136
20,8,377.223
22,8,367.281
24,8,357.32
26,8,347.353
28,8,337.393
30,8,327.451
32,8,317.543
34,8,307.682
36,8,297.884
38,8,288.163
40,8,278.535
42,8,269.017
44,8,259.624
46,8,250.375
48,8,241.285
50,8,232.373
52,8,223.656
54,8,215.151
56,8,206.877
58,8,198.85
60,8,191.09
62,8,183.612
64,8,176.436
66,8,169.577
68,8,163.052
70,8,156.878
72,8,151.072
74,8,145.647
76,8,140.62
78,8,136.005
80,8,131.815
82,8,128.064
84,8,124.762
86,8,121.923
88,8,119.555
90,8,117.669
92,8,116.274
94,8,115.375
96,8,114.981
98,8,115.096
100,8,115.724
102,8,116.869
104,8,118.532
106,8,120.714
108,8,123.416
110,8,126.634
112,8,130.366
114,8,134.608
116,8,139.355
118,8,144.6
120,8,150.336
122,8,156.553
124,8,163.242
126,8,170.391
128,8,177.989
130,8,186.021
132,8,194.474
134,8,203.333
136,8,212.581
138,8,222.2
140,8,232.174
142,8,242.483
144,8,253.109
146,8,264.029
148,8,275.225
150,8,286.675
152,8,298.356
154,8,310.248
156,8,322.326
158,8,334.569
160,8,346.953
162,8,359.455
164,8,372.051
166,8,384.719
168,8,397.435
170,8,410.176
172,8,422.919
174,8,435.641
176,8,448.32
178,8,460.933
180,8,473.459
-180,10,467.021
-178,10,482.776
-176,10,498.335
-174,10,513.674
-172,10,528.764
-170,10,543.583
-168,10,558.105
-166,10,572.309
-164,10,586.172
-162,10,599.675
-160,10,612.799
-158,10,625.525
-156,10,637.838
-154,10,649.722
-152,10,661.164
-150,10,672.151
-148,10,682.673
-146,10,692.719
-144,10,702.283
-142,10,711.356
-140,10,719.935
-138,10,728.013
-136,10,735.59
-134,10,742.663
-132,10,749.233
-130,10,755.299
-128,10,760.866
-126,10,765.935
-124,10,770.512
-122,10,774.601
-120,10,778.21
-118,10,781.346
-116,10,784.016
-114,10,786.23
-112,10,787.997
-110,10,789.329
-108,10,790.234
-106,10,790.726
-104,10,790.815
-102,10,790.514
-100,10,789.835
-98,10,788.79
-96,10,787.392
-94,10,785.655
-92,10,783.589
-90,10,781.209
-88,10,778.526
-86,10,775.553
-84,10,772.301
-82,10,768.783
-80,10,765.008
-78,10,760.989
-76,10,756.736
-74,10,752.257
-72,10,747.564
-70,10,742.664
-68,10,737.565
-66,10,732.275
-64,10,726.801
-62,10,721.149
-60,10,715.325
-58,10,709.333
-56,10,703.179
-54,10,696.865
-52,10,690.395
-50,10,683.771
-48,10,676.994
-46,10,670.067
-44,10,662.99
-42,10,655.763
-40,10,648.386
-38,10,640.859
-36,10,633.18
-34,10,625.347
-32,10,617.36
-30,10,609.217
-28,10,600.915
-26,10,592.453
-24,10,583.827
-22,10,575.037
-20,10,566.079
-18,10,556.952
-16,10,547.654
-14,10,538.184
-12,10,528.54
-10,10,518.722
-8,10,508.73
-6,10,498.562
-4,10,488.222
-2,10,477.709
0,10,467.026
2,10,456.176
4,10,445.162
6,10,433.99
8,10,422.665
10,10,411.193
12,10,399.581
14,10,387.838
16,10,375.973
18,10,363.997
20,10,351.921
22,10,339.758
24,10,327.521
26,10,315.224
28,10,302.884
30,10,290.517
32,10,278.141
34,10,265.773
36,10,253.434
38,10,241.144
40,10,228.924
42,10,216.795
44,10,204.781
46,10,192.903
48,10,181.187
50,10,169.655
52,10,158.333
54,10,147.245
56,10,136.416
58,10,125.872
60,10,115.637
62,10,105.736
64,10,96.1946
66,10,87.0372
68,10,78.288
70,10,69.9708
72,10,62.1091
74,10,54.7253
76,10,47.8414
78,10,41.4785
80,10,35.6568
82,10,30.3954
84,10,25.7124
86,10,21.6249
88,10,18.1484
90,10,15.2974
92,10,13.0849
94,10,11.5224
96,10,10.6202
98,10,10.3867
100,10,10.8288
102,10,11.952
104,10,13.7599
106,10,16.2544
108,10,19.4359
110,10,23.3029
112,10,27.8521
114,10,33.0787
116,10,38.976
118,10,45.5356
120,10,52.7474
122,10,60.5996
124,10,69.0789
126,10,78.1701
128,10,87.8569
130,10,98.1209
132,10,108.943
134,10,120.301
136,10,132.175
138,10,144.539
140,10,157.369
142,10,170.64
144,10,184.324
146,10,198.394
148,10,212.821
150,10,227.576
152,10,242.628
154,10,257.947
156,10,273.502
158,10,289.261
160,10,305.193
162,10,321.266
164,10,337.447
166,10,353.705
168,10,370.008
170,10,386.324
172,10,402.622
174,10,418.87
176,10,435.04
178,10,451.1
180,10,467.021
-180,12,459.158
-178,12,478.264
-176,12,497.097
-174,12,515.625
-172,12,533.815
-170,12,551.634
-168,12,569.055
-166,12,586.048
-164,12,602.587
-162,12,618.648
-160,12,634.206
-158,12,649.24
-156,12,663.732
-154,12,677.663
-152,12,691.017
-150,12,703.781
-148,12,715.942
-146,12,727.49
-144,12,738.416
-142,12,748.715
-140,12,758.382
-138,12,767.413
-136,12,775.808
-134,12,783.567
-132,12,790.694
-130,12,797.191
-128,12,803.065
-126,12,808.323
-124,12,812.973
-122,12,817.026
-120,12,820.492
-118,12,823.384
-116,12,825.715
-114,12,827.5
-112,12,828.754
-110,12,829.494
-108,12,829.735
-106,12,829.495
-104,12,828.792
-102,12,827.645
-100,12,826.07
-98,12,824.088
-96,12,821.716
-94,12,818.973
-92,12,815.877
-90,12,812.446
-88,12,808.698
-86,12,804.649
-84,12,800.318
-82,12,795.719
-80,12,790.868
-78,12,785.78
-76,12,780.469
-74,12,774.948
-72,12,769.228
-70,12,763.322
-68,12,757.239
-66,12,750.988
-64,12,744.579
-62,12,738.018
-60,12,731.311
-58,12,724.464
-56,12,717.48
-54,12,710.364
-52,12,703.117
-50,12,695.74
-48,12,688.233
-46,12,680.597
-44,12,672.829
-42,12,664.928
-40,12,656.89
-38,12,648.711
-36,12,640.388
-34,12,631.915
-32,12,623.287
-30,12,614.498
-28,12,605.542
-26,12,596.413
-24,12,587.104
-22,12,577.608
-20,12,567.919
-18,12,558.03
-16,12,547.936
-14,12,537.63
-12,12,527.106
-10,12,516.36
-8,12,505.387
-6,12,494.183
-4,12,482.746
-2,12,471.073
0,12,459.164
2,12,447.017
4,12,434.636
6,12,422.021
8,12,409.177
10,12,396.108
12,12,382.82
14,12,369.323
16,12,355.624
18,12,341.735
20,12,327.668
22,12,313.437
24,12,299.057
26,12,284.546
28,12,269.921
30,12,255.204
32,12,240.415
34,12,225.578
36,12,210.716
38,12,195.856
40,12,181.024
42,12,166.248
44,12,151.557
46,12,136.982
48,12,122.553
50,12,108.301
52,12,94.2602
54,12,80.462
56,12,66.9401
58,12,53.728
60,12,40.8592
62,12,28.3675
64,12,16.2865
66,12,4.64935
68,12,-6.51095
70,12,-17.1621
72,12,-27.2722
74,12,-36.8106
76,12,-45.7471
78,12,-54.0528
80,12,-61.6999
82,12,-68.662
84,12,-74.914
86,12,-80.4322
88,12,-85.1948
90,12,-89.1817
92,12,-92.3743
94,12,-94.7563
96,12,-96.3131
98,12,-97.0323
100,12,-96.9037
102,12,-95.9191
104,12,-94.0726
106,12,-91.3606
108,12,-87.7818
110,12,-83.3372
112,12,-78.0302
114,12,-71.8665
116,12,-64.854
118,12,-57.0032
120,12,-48.3267
122,12,-38.8393
124,12,-28.5583
126,12,-17.5029
128,12,-5.69443
130,12,6.84357
132,12,20.0857
134,12,34.0048
136,12,48.5717
138,12,63.7556
140,12,79.5244
142,12,95.8441
144,12,112.68
146,12,129.995
148,12,147.752
150,12,165.913
152,12,184.437
154,12,203.287
156,12,222.419
158,12,241.795
160,12,261.371
162,12,281.108
164,12,300.963
166,12,320.894
168,12,340.861
170,12,360.823
172,12,380.738
174,12,400.569
176,12,420.274
178,12,439.816
180,12,459.158
-180,14,449.873
-178,14,472.304
-176,14,494.376
-174,14,516.048
-172,14,537.28
-170,14,558.034
-168,14,578.275
-166,14,597.968
-164,14,617.083
-162,14,635.589
-160,14,653.459
-158,14,670.668
-156,14,687.194
-154,14,703.016
-152,14,718.116
-150,14,732.479
-148,14,746.091
-146,14,758.943
-144,14,771.026
-142,14,782.334
-140,14,792.864
-138,14,802.615
-136,14,811.589
-134,14,819.788
-132,14,827.219
-130,14,833.889
-128,14,839.809
-126,14,844.989
-124,14,849.445
-122,14,853.19
-120,14,856.243
-118,14,858.621
-116,14,860.344
-114,14,861.433
-112,14,861.911
-110,14,861.799
-108,14,861.123
-106,14,859.906
-104,14,858.172
-102,14,855.949
-100,14,853.259
-98,14,850.13
-96,14,846.587
-94,14,842.654
-92,14,838.356
-90,14,833.717
-88,14,828.762
-86,14,823.513
-84,14,817.992
-82,14,812.22
-80,14,806.217
-78,14,800.003
-76,14,793.594
-74,14,787.008
-72,14,780.26
-70,14,773.364
-68,14,766.331
-66,14,759.174
-64,14,751.902
-62,14,744.522
-60,14,737.042
-58,14,729.467
-56,14,721.8
-54,14,714.045
-52,14,706.201
-50,14,698.268
-48,14,690.245
-46,14,682.128
-44,14,673.914
-42,14,665.596
-40,14,657.169
-38,14,648.624
-36,14,639.953
-34,14,631.148
-32,14,622.197
-30,14,613.09
-28,14,603.816
-26,14,594.363
-24,14,584.719
-22,14,574.873
-20,14,564.811
-18,14,554.521
-16,14,543.992
-14,14,533.213
-12,14,522.17
-10,14,510.855
-8,14,499.258
-6,14,487.369
-4,14,475.18
-2,14,462.685
0,14,449.879
2,14,436.756
4,14,423.315
6,14,409.555
8,14,395.476
10,14,381.081
12,14,366.374
14,14,351.362
16,14,336.053
18,14,320.458
20,14,304.59
22,14,288.463
24,14,272.095
26,14,255.505
28,14,238.713
30,14,221.744
32,14,204.623
34,14,187.377
36,14,170.036
38,14,152.631
40,14,135.195
42,14,117.764
44,14,100.372
46,14,83.0581
48,14,65.8608
50,14,48.8203
52,14,31.9774
54,14,15.3739
56,14,-0.947789
58,14,-16.9448
60,14,-32.5739
62,14,-47.7918
64,14,-62.5554
66,14,-76.8216
68,14,-90.548
70,14,-103.693
72,14,-116.214
74,14,-128.072
76,14,-139.228
78,14,-149.644
80,14,-159.284
82,14,-168.113
84,14,-176.097
86,14,-183.206
88,14,-189.412
90,14,-194.686
92,14,-199.006
94,14,-202.348
96,14,-204.693
98,14,-206.025
100,14,-206.328
102,14,-205.593
104,14,-203.809
106,14,-200.973
108,14,-197.08
110,14,-192.132
112,14,-186.132
114,14,-179.085
116,14,-171.003
118,14,-161.896
120,14,-151.78
122,14,-140.674
124,14,-128.599
126,14,-115.578
128,14,-101.638
130,14,-86.8081
132,14,-71.1207
134,14,-54.6096
136,14,-37.3111
138,14,-19.2641
140,14,-0.508913
142,14,18.9118
144,14,38.954
146,14,59.5719
148,14,80.7184
150,14,102.345
152,14,124.403
154,14,146.842
156,14,169.61
158,14,192.657
160,14,215.931
162,14,239.38
164,14,262.951
166,14,286.595
168,14,310.258
170,14,333.891
172,14,357.443
174,14,380.864
176,14,404.108
178,14,427.126
180,14,449.873
-180,16,439.17
-178,16,464.862
-176,16,490.1
-174,16,514.834
-172,16,539.019
-170,16,562.609
-168,16,585.563
-166,16,607.84
-164,16,629.405
-162,16,650.222
-160,16,670.261
-158,16,689.493
-156,16,707.892
-154,16,725.436
-152,16,742.104
-150,16,757.88
-148,16,772.751
-146,16,786.705
-144,16,799.736
-142,16,811.837
-140,16,823.009
-138,16,833.252
-136,16,842.569
-134,16,850.969
-132,16,858.461
-130,16,865.057
-128,16,870.772
-126,16,875.623
-124,16,879.629
-122,16,882.813
-120,16,885.198
-118,16,886.809
-116,16,887.673
-114,16,887.818
-112,16,887.276
-110,16,886.075
-108,16,884.249
-106,16,881.829
-104,16,878.848
-102,16,875.34
-100,16,871.337
-98,16,866.874
-96,16,861.983
-94,16,856.697
-92,16,851.047
-90,16,845.066
-88,16,838.782
-86,16,832.225
-84,16,825.423
-82,16,818.404
-80,16,811.19
-78,16,803.808
-76,16,796.277
-74,16,788.619
-72,16,780.852
-70,16,772.993
-68,16,765.056
-66,16,757.053
-64,16,748.997
-62,16,740.895
-60,16,732.755
-58,16,724.581
-56,16,716.377
-54,16,708.143
-52,16,699.88
-50,16,691.584
-48,16,683.252
-46,16,674.877
-44,16,666.451
-42,16,657.966
-40,16,649.411
-38,16,640.774
-36,16,632.041
-34,16,623.198
-32,16,614.23
-30,16,605.12
-28,16,595.85
-26,16,586.404
-24,16,576.763
-22,16,566.907
-20,16,556.819
-18,16,546.479
-16,16,535.868
-14,16,524.968
-12,16,513.761
-10,16,502.23
-8,16,490.358
-6,16,478.13
-4,16,465.532
-2,16,452.551
0,16,439.176
2,16,425.398
4,16,411.209
6,16,396.604
8,16,381.58
10,16,366.136
12,16,350.274
14,16,333.998
16,16,317.314
18,16,300.234
20,16,282.768
22,16,264.934
24,16,246.748
26,16,228.232
28,16,209.409
30,16,190.307
32,16,170.956
34,16,151.386
36,16,131.634
38,16,111.736
40,16,91.7318
42,16,71.6635
44,16,51.5751
46,16,31.5122
48,16,11.5225
50,16,-8.34505
52,16,-28.04
54,16,-47.5109
56,16,-66.7053
58,16,-85.5701
60,16,-104.052
62,16,-122.097
64,16,-139.651
66,16,-156.661
68,16,-173.074
70,16,-188.837
72,16,-203.9
74,16,-218.211
76,16,-231.721
78,16,-244.384
80,16,-256.154
82,16,-266.986
84,16,-276.84
86,16,-285.676
88,16,-293.457
90,16,-300.15
92,16,-305.723
94,16,-310.149
96,16,-313.401
98,16,-315.459
100,16,-316.303
102,16,-315.919
104,16,-314.295
106,16,-311.423
108,16,-307.3
110,16,-301.924
112,16,-295.299
114,16,-287.431
116,16,-278.332
118,16,-268.016
120,16,-256.501
122,16,-243.809
124,16,-229.964
126,16,-214.997
128,16,-198.939
130,16,-181.825
132,16,-163.695
134,16,-144.589
136,16,-124.552
138,16,-103.631
140,16,-81.8756
142,16,-59.3377
144,16,-36.071
146,16,-12.1314
148,16,12.4239
150,16,37.5358
152,16,63.1445
154,16,89.1887
156,16,115.607
