Phi[deg],Theta[deg],im(rEZ)[mV]
-180,0,-2.53435e-14
-178,0,-2.33121e-14
-176,0,-2.06662e-14
-174,0,-1.77223e-14
-172,0,-1.48266e-14
-170,0,-1.23133e-14
-168,0,-1.04626e-14
-166,0,-9.46314e-15
-164,0,-9.38448e-15
-162,0,-1.01635e-14
-160,0,-1.1607e-14
-158,0,-1.34115e-14
-156,0,-1.51974e-14
-154,0,-1.65559e-14
-152,0,-1.71012e-14
-150,0,-1.65238e-14
-148,0,-1.46364e-14
-146,0,-1.14086e-14
-144,0,-6.98355e-15
-142,0,-1.67451e-15
-140,0,4.05906e-15
-138,0,9.65462e-15
-136,0,1.45045e-14
-134,0,1.80228e-14
-132,0,1.97134e-14
-130,0,1.9232e-14
-128,0,1.64344e-14
-126,0,1.14047e-14
-124,0,4.46005e-15
-122,0,-3.87003e-15
-120,0,-1.28885e-14
-118,0,-2.17952e-14
-116,0,-2.9765e-14
-114,0,-3.60313e-14
-112,0,-3.99656e-14
-110,0,-4.11456e-14
-108,0,-3.94029e-14
-106,0,-3.48453e-14
-104,0,-2.78511e-14
-102,0,-1.90348e-14
-100,0,-9.18844e-15
-98,0,7.96901e-16
-96,0,1.002e-14
-94,0,1.76602e-14
-92,0,2.30603e-14
-90,0,2.57925e-14
-88,0,2.57009e-14
-86,0,2.2915e-14
-84,0,1.78343e-14
-82,0,1.10847e-14
-80,0,3.45094e-15
-78,0,-4.20617e-15
-76,0,-1.104e-14
-74,0,-1.63061e-14
-72,0,-1.94376e-14
-70,0,-2.01019e-14
-68,0,-1.82314e-14
-66,0,-1.40255e-14
-64,0,-7.92467e-15
-62,0,-5.60132e-16
-60,0,7.31673e-15
-58,0,1.49154e-14
-56,0,2.14897e-14
-54,0,2.6415e-14
-52,0,2.925e-14
-50,0,2.97778e-14
-48,0,2.80216e-14
-46,0,2.42349e-14
-44,0,1.88668e-14
-42,0,1.25078e-14
-40,0,5.82218e-15
-38,0,-5.25183e-16
-36,0,-5.93916e-15
-34,0,-9.95475e-15
-32,0,-1.22808e-14
-30,0,-1.28232e-14
-28,0,-1.16849e-14
-26,0,-9.14541e-15
-24,0,-5.62078e-15
-22,0,-1.61076e-15
-20,0,2.36091e-15
-18,0,5.80601e-15
-16,0,8.32451e-15
-14,0,9.64466e-15
-12,0,9.64659e-15
-10,0,8.36748e-15
-8,0,5.98871e-15
-6,0,2.80721e-15
-4,0,-8.04698e-16
-2,0,-4.44571e-15
0,0,-7.73255e-15
2,0,-1.03418e-14
4,0,-1.20423e-14
6,0,-1.27139e-14
8,0,-1.23528e-14
10,0,-1.10616e-14
12,0,-9.02823e-15
14,0,-6.49563e-15
16,0,-3.7276e-15
18,0,-9.75102e-16
20,0,1.55259e-15
22,0,3.70831e-15
24,0,5.41677e-15
26,0,6.67298e-15
28,0,7.53032e-15
30,0,8.08043e-15
32,0,8.4285e-15
34,0,8.6678e-15
36,0,8.8575e-15
38,0,9.00732e-15
40,0,9.07132e-15
42,0,8.95215e-15
44,0,8.51522e-15
46,0,7.61094e-15
48,0,6.102e-15
50,0,3.89176e-15
52,0,9.49509e-16
54,0,-2.67135e-15
56,0,-6.82526e-15
58,0,-1.12786e-14
60,0,-1.57262e-14
62,0,-1.98188e-14
64,0,-2.3199e-14
66,0,-2.55412e-14
68,0,-2.65917e-14
70,0,-2.62021e-14
72,0,-2.43541e-14
74,0,-2.11701e-14
76,0,-1.69086e-14
78,0,-1.19448e-14
80,0,-6.73582e-15
82,0,-1.77705e-15
84,0,2.44859e-15
86,0,5.52127e-15
88,0,7.12976e-15
90,0,7.10651e-15
92,0,5.44822e-15
94,0,2.31932e-15
96,0,-1.96209e-15
98,0,-6.95477e-15
100,0,-1.21378e-14
102,0,-1.69629e-14
104,0,-2.09087e-14
106,0,-2.35335e-14
108,0,-2.45174e-14
110,0,-2.36933e-14
112,0,-2.10602e-14
114,0,-1.67796e-14
116,0,-1.11557e-14
118,0,-4.60108e-15
120,0,2.40744e-15
122,0,9.37723e-15
124,0,1.58479e-14
126,0,2.14329e-14
128,0,2.58512e-14
130,0,2.89446e-14
132,0,3.06809e-14
134,0,3.11427e-14
136,0,3.05039e-14
138,0,2.89974e-14
140,0,2.68798e-14
142,0,2.43953e-14
144,0,2.17465e-14
146,0,1.90728e-14
148,0,1.64412e-14
150,0,1.3848e-14
152,0,1.12329e-14
154,0,8.50072e-15
156,0,5.54927e-15
158,0,2.29732e-15
160,0,-1.2902e-15
162,0,-5.18445e-15
164,0,-9.28505e-15
166,0,-1.34239e-14
168,0,-1.73802e-14
170,0,-2.09053e-14
172,0,-2.37539e-14
174,0,-2.57168e-14
176,0,-2.66524e-14
178,0,-2.651e-14
180,0,-2.53435e-14
-180,2,16.0314
-178,2,16.6097
-176,2,17.1702
-174,2,17.7123
-172,2,18.2354
-170,2,18.7386
-168,2,19.2215
-166,2,19.6832
-164,2,20.1232
-162,2,20.5409
-160,2,20.9356
-158,2,21.3067
-156,2,21.6538
-154,2,21.9761
-152,2,22.2733
-150,2,22.5447
-148,2,22.79
-146,2,23.0086
-144,2,23.2002
-142,2,23.3643
-140,2,23.5005
-138,2,23.6086
-136,2,23.6882
-134,2,23.739
-132,2,23.7608
-130,2,23.7534
-128,2,23.7166
-126,2,23.6503
-124,2,23.5543
-122,2,23.4288
-120,2,23.2735
-118,2,23.0886
-116,2,22.8742
-114,2,22.6303
-112,2,22.3571
-110,2,22.0548
-108,2,21.7237
-106,2,21.364
-104,2,20.9761
-102,2,20.5603
-100,2,20.1172
-98,2,19.6471
-96,2,19.1505
-94,2,18.6282
-92,2,18.0805
-90,2,17.5082
-88,2,16.912
-86,2,16.2927
-84,2,15.6508
-82,2,14.9874
-80,2,14.3033
-78,2,13.5992
-76,2,12.8762
-74,2,12.1352
-72,2,11.3773
-70,2,10.6033
-68,2,9.81444
-66,2,9.01175
-64,2,8.19632
-62,2,7.36929
-60,2,6.53183
-58,2,5.68509
-56,2,4.83028
-54,2,3.9686
-52,2,3.10126
-50,2,2.22951
-48,2,1.35457
-46,2,0.477697
-44,2,-0.399863
-42,2,-1.27686
-40,2,-2.15204
-38,2,-3.02417
-36,2,-3.892
-34,2,-4.7543
-32,2,-5.60984
-30,2,-6.45744
-28,2,-7.29588
-26,2,-8.124
-24,2,-8.94063
-22,2,-9.74466
-20,2,-10.535
-18,2,-11.3105
-16,2,-12.0701
-14,2,-12.8129
-12,2,-13.5377
-10,2,-14.2437
-8,2,-14.93
-6,2,-15.5956
-4,2,-16.2397
-2,2,-16.8614
0,2,-17.4601
2,2,-18.0349
4,2,-18.5852
6,2,-19.1103
8,2,-19.6096
10,2,-20.0826
12,2,-20.5287
14,2,-20.9474
16,2,-21.3384
18,2,-21.7012
20,2,-22.0355
22,2,-22.3411
24,2,-22.6175
26,2,-22.8648
28,2,-23.0826
30,2,-23.2709
32,2,-23.4295
34,2,-23.5586
36,2,-23.658
38,2,-23.7278
40,2,-23.7681
42,2,-23.7791
44,2,-23.7608
46,2,-23.7135
48,2,-23.6375
50,2,-23.533
52,2,-23.4002
54,2,-23.2397
56,2,-23.0516
58,2,-22.8364
60,2,-22.5946
62,2,-22.3266
64,2,-22.0328
66,2,-21.7137
68,2,-21.37
70,2,-21.0021
72,2,-20.6106
74,2,-20.196
76,2,-19.7591
78,2,-19.3004
80,2,-18.8205
82,2,-18.3201
84,2,-17.7998
86,2,-17.2604
88,2,-16.7025
90,2,-16.1268
92,2,-15.5341
94,2,-14.9249
96,2,-14.3001
98,2,-13.6605
100,2,-13.0066
102,2,-12.3393
104,2,-11.6593
106,2,-10.9673
108,2,-10.2642
110,2,-9.55063
112,2,-8.82739
114,2,-8.09524
116,2,-7.35494
118,2,-6.60726
120,2,-5.85297
122,2,-5.09282
124,2,-4.3276
126,2,-3.55808
128,2,-2.78501
130,2,-2.00919
132,2,-1.23137
134,2,-0.452327
136,2,0.327162
138,2,1.10633
140,2,1.88439
142,2,2.66059
144,2,3.43415
146,2,4.20429
148,2,4.97025
150,2,5.73125
152,2,6.48653
154,2,7.2353
156,2,7.97682
158,2,8.7103
160,2,9.43498
162,2,10.1501
164,2,10.8549
166,2,11.5486
168,2,12.2305
170,2,12.8998
172,2,13.5557
174,2,14.1976
176,2,14.8247
178,2,15.4362
180,2,16.0314
-180,4,29.9402
-178,4,31.0748
-176,4,32.1817
-174,4,33.2593
-172,4,34.3063
-170,4,35.3212
-168,4,36.3026
-166,4,37.249
-164,4,38.159
-162,4,39.0312
-160,4,39.864
-158,4,40.6561
-156,4,41.406
-154,4,42.1124
-152,4,42.7737
-150,4,43.3887
-148,4,43.956
-146,4,44.4743
-144,4,44.9422
-142,4,45.3587
-140,4,45.7225
-138,4,46.0324
-136,4,46.2874
-134,4,46.4865
-132,4,46.6286
-130,4,46.713
-128,4,46.7387
-126,4,46.7052
-124,4,46.6116
-122,4,46.4575
-120,4,46.2423
-118,4,45.9658
-116,4,45.6275
-114,4,45.2274
-112,4,44.7654
-110,4,44.2414
-108,4,43.6557
-106,4,43.0085
-104,4,42.3001
-102,4,41.5312
-100,4,40.7022
-98,4,39.8139
-96,4,38.8671
-94,4,37.8629
-92,4,36.8023
-90,4,35.6864
-88,4,34.5167
-86,4,33.2946
-84,4,32.0216
-82,4,30.6993
-80,4,29.3297
-78,4,27.9144
-76,4,26.4557
-74,4,24.9554
-72,4,23.4159
-70,4,21.8393
-68,4,20.2281
-66,4,18.5847
-64,4,16.9117
-62,4,15.2115
-60,4,13.4869
-58,4,11.7406
-56,4,9.97536
-54,4,8.19399
-52,4,6.39935
-50,4,4.59433
-48,4,2.78184
-46,4,0.964803
-44,4,-0.853829
-42,4,-2.67111
-40,4,-4.48411
-38,4,-6.28988
-36,4,-8.08552
-34,4,-9.86813
-32,4,-11.6349
-30,4,-13.3829
-28,4,-15.1095
-26,4,-16.8119
-24,4,-18.4874
-22,4,-20.1335
-20,4,-21.7476
-18,4,-23.3273
-16,4,-24.8702
-14,4,-26.374
-12,4,-27.8366
-10,4,-29.2558
-8,4,-30.6297
-6,4,-31.9563
-4,4,-33.2339
-2,4,-34.4609
0,4,-35.6355
2,4,-36.7565
4,4,-37.8225
6,4,-38.8322
8,4,-39.7846
10,4,-40.6787
12,4,-41.5136
14,4,-42.2886
16,4,-43.0032
18,4,-43.6567
20,4,-44.2489
22,4,-44.7793
24,4,-45.248
26,4,-45.6549
28,4,-45.9999
30,4,-46.2833
32,4,-46.5054
34,4,-46.6666
36,4,-46.7672
38,4,-46.8078
40,4,-46.7892
42,4,-46.712
44,4,-46.577
46,4,-46.3851
48,4,-46.1372
50,4,-45.8345
52,4,-45.4778
54,4,-45.0684
56,4,-44.6075
58,4,-44.0962
60,4,-43.5359
62,4,-42.9278
64,4,-42.2733
66,4,-41.5737
68,4,-40.8304
70,4,-40.0449
72,4,-39.2185
74,4,-38.3527
76,4,-37.4489
78,4,-36.5085
80,4,-35.5331
82,4,-34.524
84,4,-33.4827
86,4,-32.4105
88,4,-31.3091
90,4,-30.1796
92,4,-29.0235
94,4,-27.8423
96,4,-26.6372
98,4,-25.4095
100,4,-24.1607
102,4,-22.8919
104,4,-21.6045
106,4,-20.2998
108,4,-18.9788
110,4,-17.643
112,4,-16.2934
114,4,-14.9312
116,4,-13.5577
118,4,-12.1738
120,4,-10.7807
122,4,-9.37962
124,4,-7.97153
126,4,-6.55754
128,4,-5.1387
130,4,-3.71609
132,4,-2.29074
134,4,-0.863707
136,4,0.563974
138,4,1.99126
140,4,3.41711
142,4,4.84048
144,4,6.26031
146,4,7.67556
148,4,9.08515
150,4,10.488
152,4,11.883
154,4,13.2691
156,4,14.6452
158,4,16.01
160,4,17.3626
162,4,18.7016
164,4,20.0259
166,4,21.3342
168,4,22.6254
170,4,23.8982
172,4,25.1513
174,4,26.3833
176,4,27.5931
178,4,28.7792
180,4,29.9402
-180,6,41.0623
-178,6,42.7066
-176,6,44.3213
-174,6,45.9042
-172,6,47.4532
-170,6,48.9661
-168,6,50.4406
-166,6,51.8744
-164,6,53.265
-162,6,54.61
-160,6,55.907
-158,6,57.1534
-156,6,58.3467
-154,6,59.4843
-152,6,60.5636
-150,6,61.5822
-148,6,62.5374
-146,6,63.4267
-144,6,64.2476
-142,6,64.9976
-140,6,65.6743
-138,6,66.2753
-136,6,66.7983
-134,6,67.2411
-132,6,67.6015
-130,6,67.8776
-128,6,68.0673
-126,6,68.1689
-124,6,68.1807
-122,6,68.1011
-120,6,67.9288
-118,6,67.6624
-116,6,67.3011
-114,6,66.8438
-112,6,66.2898
-110,6,65.6387
-108,6,64.8901
-106,6,64.0438
-104,6,63.1
-102,6,62.0589
-100,6,60.9212
-98,6,59.6874
-96,6,58.3586
-94,6,56.936
-92,6,55.4209
-90,6,53.815
-88,6,52.1202
-86,6,50.3386
-84,6,48.4724
-82,6,46.5242
-80,6,44.4967
-78,6,42.3929
-76,6,40.2158
-74,6,37.969
-72,6,35.6558
-70,6,33.2801
-68,6,30.8457
-66,6,28.3566
-64,6,25.8171
-62,6,23.2315
-60,6,20.6042
-58,6,17.9399
-56,6,15.2433
-54,6,12.5192
-52,6,9.77232
-50,6,7.00771
-48,6,4.23034
-46,6,1.44521
-44,6,-1.34263
-42,6,-4.12815
-40,6,-6.90629
-38,6,-9.67204
-36,6,-12.4204
-34,6,-15.1465
-32,6,-17.8454
-30,6,-20.5123
-28,6,-23.1426
-26,6,-25.7316
-24,6,-28.2749
-22,6,-30.7681
-20,6,-33.207
-18,6,-35.5875
-16,6,-37.9058
-14,6,-40.1582
-12,6,-42.341
-10,6,-44.4509
-8,6,-46.4849
-6,6,-48.4398
-4,6,-50.3131
-2,6,-52.102
0,6,-53.8044
2,6,-55.4182
4,6,-56.9414
6,6,-58.3724
8,6,-59.7098
10,6,-60.9524
12,6,-62.0992
14,6,-63.1495
16,6,-64.1028
18,6,-64.9587
20,6,-65.7172
22,6,-66.3783
24,6,-66.9423
26,6,-67.4099
28,6,-67.7816
30,6,-68.0584
32,6,-68.2413
34,6,-68.3316
36,6,-68.3306
38,6,-68.2398
40,6,-68.0609
42,6,-67.7958
44,6,-67.4463
46,6,-67.0144
48,6,-66.5023
50,6,-65.9122
52,6,-65.2464
54,6,-64.5073
56,6,-63.6971
58,6,-62.8185
60,6,-61.874
62,6,-60.8659
64,6,-59.797
66,6,-58.6697
68,6,-57.4866
70,6,-56.2502
72,6,-54.9631
74,6,-53.6277
76,6,-52.2466
78,6,-50.8222
80,6,-49.3568
82,6,-47.8528
84,6,-46.3124
86,6,-44.7379
88,6,-43.1315
90,6,-41.4951
92,6,-39.8308
94,6,-38.1406
96,6,-36.4263
98,6,-34.6897
100,6,-32.9325
102,6,-31.1564
104,6,-29.3628
106,6,-27.5533
108,6,-25.7292
110,6,-23.892
112,6,-22.0428
114,6,-20.183
116,6,-18.3135
118,6,-16.4355
120,6,-14.55
122,6,-12.658
124,6,-10.7604
126,6,-8.85815
128,6,-6.95208
130,6,-5.04302
132,6,-3.13179
134,6,-1.21918
136,6,0.694008
138,6,2.607
140,6,4.519
142,6,6.42921
144,6,8.33682
146,6,10.241
148,6,12.1409
150,6,14.0355
152,6,15.9241
154,6,17.8055
156,6,19.6787
158,6,21.5428
160,6,23.3964
162,6,25.2385
164,6,27.0677
166,6,28.8827
168,6,30.6821
170,6,32.4645
172,6,34.2281
174,6,35.9715
176,6,37.6929
178,6,39.3904
180,6,41.0623
-180,8,48.7741
-178,8,50.8571
-176,8,52.9175
-174,8,54.9525
-172,8,56.9593
-170,8,58.9348
-168,8,60.876
-166,8,62.7795
-164,8,64.6419
-162,8,66.4596
-160,8,68.2289
-158,8,69.9461
-156,8,71.6074
-154,8,73.2087
-152,8,74.7461
-150,8,76.2155
-148,8,77.6128
-146,8,78.934
-144,8,80.1748
-142,8,81.3313
-140,8,82.3993
-138,8,83.3748
-136,8,84.2538
-134,8,85.0326
-132,8,85.7073
-130,8,86.2742
-128,8,86.7299
-126,8,87.0711
-124,8,87.2945
-122,8,87.3972
-120,8,87.3763
-118,8,87.2295
-116,8,86.9543
-114,8,86.5487
-112,8,86.0109
-110,8,85.3396
-108,8,84.5334
-106,8,83.5915
-104,8,82.5134
-102,8,81.2988
-100,8,79.9479
-98,8,78.4612
-96,8,76.8394
-94,8,75.0837
-92,8,73.1958
-90,8,71.1774
-88,8,69.0309
-86,8,66.7589
-84,8,64.3644
-82,8,61.8507
-80,8,59.2215
-78,8,56.4808
-76,8,53.6331
-74,8,50.683
-72,8,47.6355
-70,8,44.4959
-68,8,41.2699
-66,8,37.9631
-64,8,34.5818
-62,8,31.1323
-60,8,27.6212
-58,8,24.0551
-56,8,20.441
-54,8,16.7861
-52,8,13.0975
-50,8,9.38243
-48,8,5.64843
-46,8,1.9029
-44,8,-1.84663
-42,8,-5.59268
-40,8,-9.32774
-38,8,-13.0443
-36,8,-16.7351
-34,8,-20.3927
-32,8,-24.0099
-30,8,-27.5796
-28,8,-31.0949
-26,8,-34.5491
-24,8,-37.9355
-22,8,-41.2479
-20,8,-44.4801
-18,8,-47.6263
-16,8,-50.6809
-14,8,-53.6385
-12,8,-56.4942
-10,8,-59.2432
-8,8,-61.8812
-6,8,-64.4042
-4,8,-66.8083
-2,8,-69.0904
0,8,-71.2473
2,8,-73.2764
4,8,-75.1755
6,8,-76.9426
8,8,-78.5761
10,8,-80.075
12,8,-81.4382
14,8,-82.6655
16,8,-83.7565
18,8,-84.7115
20,8,-85.5311
22,8,-86.2161
24,8,-86.7676
26,8,-87.1872
28,8,-87.4766
30,8,-87.6378
32,8,-87.673
34,8,-87.5849
36,8,-87.3762
38,8,-87.0498
40,8,-86.6089
42,8,-86.0568
44,8,-85.397
46,8,-84.6332
48,8,-83.769
50,8,-82.8084
52,8,-81.7553
54,8,-80.6136
56,8,-79.3875
58,8,-78.081
60,8,-76.6982
62,8,-75.2432
64,8,-73.72
66,8,-72.1328
68,8,-70.4855
70,8,-68.7819
72,8,-67.0261
74,8,-65.2217
76,8,-63.3723
78,8,-61.4816
80,8,-59.5529
82,8,-57.5895
84,8,-55.5945
86,8,-53.5711
88,8,-51.5219
90,8,-49.4498
92,8,-47.3571
94,8,-45.2464
96,8,-43.1198
98,8,-40.9793
100,8,-38.8268
102,8,-36.6641
104,8,-34.4926
106,8,-32.3138
108,8,-30.1289
110,8,-27.939
112,8,-25.7452
114,8,-23.5481
116,8,-21.3485
118,8,-19.1469
120,8,-16.944
122,8,-14.7399
124,8,-12.5351
126,8,-10.3297
128,8,-8.12391
130,8,-5.91777
132,8,-3.71134
134,8,-1.50465
136,8,0.702305
138,8,2.90952
140,8,5.11701
142,8,7.32473
144,8,9.53265
146,8,11.7407
148,8,13.9486
150,8,16.1563
152,8,18.3635
154,8,20.5697
156,8,22.7744
158,8,24.9772
160,8,27.1772
162,8,29.3737
164,8,31.5657
166,8,33.752
168,8,35.9315
170,8,38.1027
172,8,40.2641
174,8,42.4138
176,8,44.5502
178,8,46.671
180,8,48.7741
-180,10,52.5017
-178,10,54.9295
-176,10,57.3509
-174,10,59.7626
-172,10,62.1613
-170,10,64.5431
-168,10,66.9041
-166,10,69.2399
-164,10,71.546
-162,10,73.8177
-160,10,76.05
-158,10,78.2377
-156,10,80.3755
-154,10,82.4577
-152,10,84.4789
-150,10,86.4331
-148,10,88.3144
-146,10,90.1169
-144,10,91.8345
-142,10,93.4612
-140,10,94.9908
-138,10,96.4173
-136,10,97.7348
-134,10,98.9372
-132,10,100.019
-130,10,100.974
-128,10,101.797
-126,10,102.482
-124,10,103.025
-122,10,103.421
-120,10,103.665
-118,10,103.752
-116,10,103.679
-114,10,103.443
-112,10,103.039
-110,10,102.465
-108,10,101.719
-106,10,100.798
-104,10,99.7014
-102,10,98.4277
-100,10,96.9765
-98,10,95.3475
-96,10,93.5412
-94,10,91.5585
-92,10,89.4009
-90,10,87.0703
-88,10,84.5694
-86,10,81.901
-84,10,79.0687
-82,10,76.0767
-80,10,72.9296
-78,10,69.6324
-76,10,66.1907
-74,10,62.6106
-72,10,58.8987
-70,10,55.0619
-68,10,51.1077
-66,10,47.0438
-64,10,42.8783
-62,10,38.62
-60,10,34.2775
-58,10,29.86
-56,10,25.3771
-54,10,20.8381
-52,10,16.2531
-50,10,11.6321
-48,10,6.985
-46,10,2.32218
-44,10,-2.34612
-42,10,-7.00962
-40,10,-11.6581
-38,10,-16.2812
-36,10,-20.8689
-34,10,-25.4113
-32,10,-29.8983
-30,10,-34.3205
-28,10,-38.6684
-26,10,-42.9328
-24,10,-47.105
-22,10,-51.1762
-20,10,-55.1384
-18,10,-58.9838
-16,10,-62.7048
-14,10,-66.2946
-12,10,-69.7466
-10,10,-73.0547
-8,10,-76.2133
-6,10,-79.2172
-4,10,-82.0619
-2,10,-84.7432
0,10,-87.2577
2,10,-89.6021
4,10,-91.774
6,10,-93.7715
8,10,-95.5929
10,10,-97.2375
12,10,-98.7047
14,10,-99.9946
16,10,-101.108
18,10,-102.045
20,10,-102.809
22,10,-103.4
24,10,-103.822
26,10,-104.076
28,10,-104.168
30,10,-104.099
32,10,-103.873
34,10,-103.496
36,10,-102.972
38,10,-102.306
40,10,-101.502
42,10,-100.566
44,10,-99.5035
46,10,-98.3203
48,10,-97.022
50,10,-95.6147
52,10,-94.1042
54,10,-92.4966
56,10,-90.7979
58,10,-89.0143
60,10,-87.1517
62,10,-85.216
64,10,-83.2133
66,10,-81.1491
68,10,-79.0293
70,10,-76.8593
72,10,-74.6445
74,10,-72.3899
76,10,-70.1006
78,10,-67.7812
80,10,-65.4364
82,10,-63.0703
84,10,-60.687
86,10,-58.2901
88,10,-55.8832
90,10,-53.4695
92,10,-51.0518
94,10,-48.6328
96,10,-46.2149
98,10,-43.8
100,10,-41.3901
102,10,-38.9866
104,10,-36.5907
106,10,-34.2035
108,10,-31.8256
110,10,-29.4575
112,10,-27.0996
114,10,-24.7517
116,10,-22.4138
118,10,-20.0854
120,10,-17.766
122,10,-15.455
124,10,-13.1513
126,10,-10.8541
128,10,-8.56234
130,10,-6.27473
132,10,-3.99007
134,10,-1.70707
136,10,0.575611
138,10,2.8593
140,10,5.14532
142,10,7.43497
144,10,9.72949
146,10,12.0301
148,10,14.3378
150,10,16.6536
152,10,18.9783
154,10,21.3127
156,10,23.6573
158,10,26.0125
160,10,28.3784
162,10,30.7551
164,10,33.1421
166,10,35.5391
168,10,37.9453
170,10,40.3598
172,10,42.7812
174,10,45.208
176,10,47.6385
178,10,50.0705
180,10,52.5017
-180,12,51.7307
-178,12,54.3877
-176,12,57.0641
-174,12,59.7564
-172,12,62.4606
-170,12,65.1722
-168,12,67.8864
-166,12,70.5979
-164,12,73.3012
-162,12,75.9902
-160,12,78.6586
-158,12,81.2997
-156,12,83.9066
-154,12,86.4718
-152,12,88.9879
-150,12,91.4472
-148,12,93.8416
-146,12,96.1631
-144,12,98.4033
-142,12,100.554
-140,12,102.607
-138,12,104.553
-136,12,106.384
-134,12,108.092
-132,12,109.668
-130,12,111.105
-128,12,112.394
-126,12,113.528
-124,12,114.499
-122,12,115.3
-120,12,115.924
-118,12,116.364
-116,12,116.615
-114,12,116.671
-112,12,116.526
-110,12,116.177
-108,12,115.618
-106,12,114.847
-104,12,113.861
-102,12,112.657
-100,12,111.233
-98,12,109.589
-96,12,107.725
-94,12,105.64
-92,12,103.336
-90,12,100.815
-88,12,98.0788
-86,12,95.1314
-84,12,91.9764
-82,12,88.6186
-80,12,85.0634
-78,12,81.317
-76,12,77.3861
-74,12,73.2782
-72,12,69.0013
-70,12,64.5642
-68,12,59.9761
-66,12,55.247
-64,12,50.3871
-62,12,45.4074
-60,12,40.3192
-58,12,35.1341
-56,12,29.8644
-54,12,24.5223
-52,12,19.1206
-50,12,13.6723
-48,12,8.19026
-46,12,2.68788
-44,12,-2.8216
-42,12,-8.32485
-40,12,-13.8086
-38,12,-19.2595
-36,12,-24.6647
-34,12,-30.011
-32,12,-35.2859
-30,12,-40.4769
-28,12,-45.5719
-26,12,-50.5592
-24,12,-55.4275
-22,12,-60.1658
-20,12,-64.7639
-18,12,-69.2117
-16,12,-73.5001
-14,12,-77.6202
-12,12,-81.564
-10,12,-85.324
-8,12,-88.8934
-6,12,-92.2661
-4,12,-95.4366
-2,12,-98.4002
0,12,-101.153
2,12,-103.691
4,12,-106.013
6,12,-108.116
8,12,-110
10,12,-111.663
12,12,-113.106
14,12,-114.331
16,12,-115.338
18,12,-116.13
20,12,-116.71
22,12,-117.081
24,12,-117.247
26,12,-117.214
28,12,-116.985
30,12,-116.568
32,12,-115.967
34,12,-115.189
36,12,-114.242
38,12,-113.132
40,12,-111.866
42,12,-110.453
44,12,-108.9
46,12,-107.216
48,12,-105.409
50,12,-103.486
52,12,-101.458
54,12,-99.3307
56,12,-97.114
58,12,-94.816
60,12,-92.4449
62,12,-90.0087
64,12,-87.5154
66,12,-84.9728
68,12,-82.3883
70,12,-79.7692
72,12,-77.1225
74,12,-74.4548
76,12,-71.7725
78,12,-69.0815
80,12,-66.3874
82,12,-63.6954
84,12,-61.0103
86,12,-58.3366
88,12,-55.6782
90,12,-53.0387
92,12,-50.4212
94,12,-47.8283
96,12,-45.2625
98,12,-42.7254
100,12,-40.2185
102,12,-37.7428
104,12,-35.2989
106,12,-32.887
108,12,-30.507
110,12,-28.1583
112,12,-25.84
114,12,-23.5509
116,12,-21.2896
118,12,-19.0542
120,12,-16.8426
122,12,-14.6526
124,12,-12.4818
126,12,-10.3273
128,12,-8.18635
130,12,-6.05601
132,12,-3.93317
134,12,-1.81471
136,12,0.302586
138,12,2.4219
140,12,4.54643
142,12,6.67932
144,12,8.82363
146,12,10.9823
148,12,13.1583
150,12,15.3541
152,12,17.5724
154,12,19.8153
156,12,22.085
158,12,24.3832
160,12,26.7113
162,12,29.0707
164,12,31.4622
166,12,33.8862
168,12,36.343
170,12,38.8323
172,12,41.3535
174,12,43.9056
176,12,46.4871
178,12,49.0962
180,12,51.7307
-180,14,46.0139
-178,14,48.7649
-176,14,51.5709
-174,14,54.4283
-172,14,57.3324
-170,14,60.2785
-168,14,63.261
-166,14,66.2736
-164,14,69.3098
-162,14,72.3622
-160,14,75.4231
-158,14,78.4843
-156,14,81.537
-154,14,84.572
-152,14,87.5799
-150,14,90.5508
-148,14,93.4743
-146,14,96.34
-144,14,99.1372
-142,14,101.855
-140,14,104.482
-138,14,107.008
-136,14,109.42
-134,14,111.709
-132,14,113.862
-130,14,115.87
-128,14,117.72
-126,14,119.403
-124,14,120.909
-122,14,122.226
-120,14,123.347
-118,14,124.261
-116,14,124.961
-114,14,125.437
-112,14,125.683
-110,14,125.692
-108,14,125.457
-106,14,124.974
-104,14,124.237
-102,14,123.243
-100,14,121.989
-98,14,120.472
-96,14,118.691
-94,14,116.646
-92,14,114.337
-90,14,111.766
-88,14,108.935
-86,14,105.847
-84,14,102.507
-82,14,98.9195
-80,14,95.0908
-78,14,91.0279
-76,14,86.7388
-74,14,82.2322
-72,14,77.5177
-70,14,72.6058
-68,14,67.5077
-66,14,62.2353
-64,14,56.8012
-62,14,51.2189
-60,14,45.502
-58,14,39.6652
-56,14,33.7232
-54,14,27.6915
-52,14,21.5858
-50,14,15.422
-48,14,9.21646
-46,14,2.98557
-44,14,-3.25412
-42,14,-9.48606
-40,14,-15.6937
-38,14,-21.8607
-36,14,-27.9707
-34,14,-34.0076
-32,14,-39.9559
-30,14,-45.8001
-28,14,-51.5253
-26,14,-57.117
-24,14,-62.5613
-22,14,-67.845
-20,14,-72.9553
-18,14,-77.8804
-16,14,-82.6089
-14,14,-87.1304
-12,14,-91.4353
-10,14,-95.5147
-8,14,-99.3608
-6,14,-102.966
-4,14,-106.326
-2,14,-109.433
0,14,-112.285
2,14,-114.877
4,14,-117.207
6,14,-119.275
8,14,-121.078
