Phi[deg],Theta[deg],re(rEX)[mV],im(rEX)[mV],re(rEY)[mV],im(rEY)[mV],re(rEZ)[mV],im(rEZ)[mV]
-180,0,-439.969,-176.341,440.029,176.713,7.79392e-14,-4.42646e-13
-178,0,-439.969,-176.341,440.029,176.713,8.30473e-14,-4.42132e-13
-176,0,-439.969,-176.341,440.029,176.713,8.59657e-14,-4.41406e-13
-174,0,-439.969,-176.341,440.029,176.713,8.64619e-14,-4.40563e-13
-172,0,-439.969,-176.341,440.029,176.713,8.45558e-14,-4.39735e-13
-170,0,-439.969,-176.341,440.029,176.713,8.05066e-14,-4.39066e-13
-168,0,-439.969,-176.341,440.029,176.713,7.47723e-14,-4.38693e-13
-166,0,-439.969,-176.341,440.029,176.713,6.79453e-14,-4.38713e-13
-164,0,-439.969,-176.341,440.029,176.713,6.06756e-14,-4.39166e-13
-162,0,-439.969,-176.341,440.029,176.713,5.35922e-14,-4.40015e-13
-160,0,-439.969,-176.341,440.029,176.713,4.72329e-14,-4.41139e-13
-158,0,-439.969,-176.341,440.029,176.713,4.1992e-14,-4.42346e-13
-156,0,-439.969,-176.341,440.029,176.713,3.80917e-14,-4.43387e-13
-154,0,-439.969,-176.341,440.029,176.713,3.55786e-14,-4.43992e-13
-152,0,-439.969,-176.341,440.029,176.713,3.43448e-14,-4.4391e-13
-150,0,-439.969,-176.341,440.029,176.713,3.41661e-14,-4.42945e-13
-148,0,-439.969,-176.341,440.029,176.713,3.47512e-14,-4.40997e-13
-146,0,-439.969,-176.341,440.029,176.713,3.57931e-14,-4.38086e-13
-144,0,-439.969,-176.341,440.029,176.713,3.70128e-14,-4.34362e-13
-142,0,-439.969,-176.341,440.029,176.713,3.81921e-14,-4.30096e-13
-140,0,-439.969,-176.341,440.029,176.713,3.91889e-14,-4.25654e-13
-138,0,-439.969,-176.341,440.029,176.713,3.9937e-14,-4.21456e-13
-136,0,-439.969,-176.341,440.029,176.713,4.04318e-14,-4.17924e-13
-134,0,-439.969,-176.341,440.029,176.713,4.07072e-14,-4.1543e-13
-132,0,-439.969,-176.341,440.029,176.713,4.08106e-14,-4.14247e-13
-130,0,-439.969,-176.341,440.029,176.713,4.078e-14,-4.14517e-13
-128,0,-439.969,-176.341,440.029,176.713,4.06303e-14,-4.16232e-13
-126,0,-439.969,-176.341,440.029,176.713,4.03495e-14,-4.19238e-13
-124,0,-439.969,-176.341,440.029,176.713,3.9906e-14,-4.23257e-13
-122,0,-439.969,-176.341,440.029,176.713,3.92641e-14,-4.27926e-13
-120,0,-439.969,-176.341,440.029,176.713,3.84036e-14,-4.32843e-13
-118,0,-439.969,-176.341,440.029,176.713,3.7338e-14,-4.37615e-13
-116,0,-439.969,-176.341,440.029,176.713,3.61271e-14,-4.41896e-13
-114,0,-439.969,-176.341,440.029,176.713,3.48797e-14,-4.4542e-13
-112,0,-439.969,-176.341,440.029,176.713,3.37446e-14,-4.48013e-13
-110,0,-439.969,-176.341,440.029,176.713,3.28912e-14,-4.49593e-13
-108,0,-439.969,-176.341,440.029,176.713,3.24831e-14,-4.50157e-13
-106,0,-439.969,-176.341,440.029,176.713,3.26492e-14,-4.4976e-13
-104,0,-439.969,-176.341,440.029,176.713,3.34575e-14,-4.48492e-13
-102,0,-439.969,-176.341,440.029,176.713,3.4899e-14,-4.46463e-13
-100,0,-439.969,-176.341,440.029,176.713,3.68833e-14,-4.43795e-13
-98,0,-439.969,-176.341,440.029,176.713,3.92491e-14,-4.4062e-13
-96,0,-439.969,-176.341,440.029,176.713,4.17884e-14,-4.37095e-13
-94,0,-439.969,-176.341,440.029,176.713,4.42798e-14,-4.33408e-13
-92,0,-439.969,-176.341,440.029,176.713,4.65257e-14,-4.29797e-13
