Phi[deg],Theta[deg],re(rEX)[mV],im(rEX)[mV],re(rEY)[mV],im(rEY)[mV],re(rEZ)[mV],im(rEZ)[mV]
-180,0,1194.31,5685.65,-1192.27,-5689.77,-4.53302e-13,3.87439e-13
-178,0,1194.31,5685.65,-1192.27,-5689.77,-4.65928e-13,3.85163e-13
-176,0,1194.31,5685.65,-1192.27,-5689.77,-4.66666e-13,3.81093e-13
-174,0,1194.31,5685.65,-1192.27,-5689.77,-4.54506e-13,3.76121e-13
-172,0,1194.31,5685.65,-1192.27,-5689.77,-4.30339e-13,3.70763e-13
-170,0,1194.31,5685.65,-1192.27,-5689.77,-3.96802e-13,3.65069e-13
-168,0,1194.31,5685.65,-1192.27,-5689.77,-3.57852e-13,3.58633e-13
-166,0,1194.31,5685.65,-1192.27,-5689.77,-3.18153e-13,3.50715e-13
-164,0,1194.31,5685.65,-1192.27,-5689.77,-2.82397e-13,3.40444e-13
-162,0,1194.31,5685.65,-1192.27,-5689.77,-2.5466e-13,3.27056e-13
-160,0,1194.31,5685.65,-1192.27,-5689.77,-2.3789e-13,3.10128e-13
-158,0,1194.31,5685.65,-1192.27,-5689.77,-2.33599e-13,2.8975e-13
-156,0,1194.31,5685.65,-1192.27,-5689.77,-2.41779e-13,2.666e-13
-154,0,1194.31,5685.65,-1192.27,-5689.77,-2.61014e-13,2.41904e-13
-152,0,1194.31,5685.65,-1192.27,-5689.77,-2.88773e-13,2.1728e-13
-150,0,1194.31,5685.65,-1192.27,-5689.77,-3.21785e-13,1.94495e-13
-148,0,1194.31,5685.65,-1192.27,-5689.77,-3.56463e-13,1.75174e-13
-146,0,1194.31,5685.65,-1192.27,-5689.77,-3.89293e-13,1.60523e-13
-144,0,1194.31,5685.65,-1192.27,-5689.77,-4.17155e-13,1.5112e-13
-142,0,1194.31,5685.65,-1192.27,-5689.77,-4.37564e-13,1.46817e-13
-140,0,1194.31,5685.65,-1192.27,-5689.77,-4.48811e-13,1.46779e-13
-138,0,1194.31,5685.65,-1192.27,-5689.77,-4.50027e-13,1.49655e-13
-136,0,1194.31,5685.65,-1192.27,-5689.77,-4.41184e-13,1.53858e-13
-134,0,1194.31,5685.65,-1192.27,-5689.77,-4.23042e-13,1.57896e-13
-132,0,1194.31,5685.65,-1192.27,-5689.77,-3.97062e-13,1.60693e-13
-130,0,1194.31,5685.65,-1192.27,-5689.77,-3.65283e-13,1.61838e-13
-128,0,1194.31,5685.65,-1192.27,-5689.77,-3.30162e-13,1.617e-13
-126,0,1194.31,5685.65,-1192.27,-5689.77,-2.94391e-13,1.61392e-13
-124,0,1194.31,5685.65,-1192.27,-5689.77,-2.60673e-13,1.62568e-13
-122,0,1194.31,5685.65,-1192.27,-5689.77,-2.31491e-13,1.67104e-13
-120,0,1194.31,5685.65,-1192.27,-5689.77,-2.08886e-13,1.76703e-13
-118,0,1194.31,5685.65,-1192.27,-5689.77,-1.9426e-13,1.92516e-13
-116,0,1194.31,5685.65,-1192.27,-5689.77,-1.88258e-13,2.14827e-13
-114,0,1194.31,5685.65,-1192.27,-5689.77,-1.90725e-13,2.42905e-13
-112,0,1194.31,5685.65,-1192.27,-5689.77,-2.00774e-13,2.75019e-13
-110,0,1194.31,5685.65,-1192.27,-5689.77,-2.16942e-13,3.08648e-13
-108,0,1194.31,5685.65,-1192.27,-5689.77,-2.37419e-13,3.40849e-13
-106,0,1194.31,5685.65,-1192.27,-5689.77,-2.6032e-13,3.68711e-13
-104,0,1194.31,5685.65,-1192.27,-5689.77,-2.83937e-13,3.89828e-13
-102,0,1194.31,5685.65,-1192.27,-5689.77,-3.06945e-13,4.02699e-13
-100,0,1194.31,5685.65,-1192.27,-5689.77,-3.28519e-13,4.06978e-13
-98,0,1194.31,5685.65,-1192.27,-5689.77,-3.48347e-13,4.03533e-13
-96,0,1194.31,5685.65,-1192.27,-5689.77,-3.66546e-13,3.94298e-13
-94,0,1194.31,5685.65,-1192.27,-5689.77,-3.83505e-13,3.81933e-13
-92,0,1194.31,5685.65,-1192.27,-5689.77,-3.99691e-13,3.6937e-13
-90,0,1194.31,5685.65,-1192.27,-5689.77,-4.15471e-13,3.59307e-13
-88,0,1194.31,5685.65,-1192.27,-5689.77,-4.30977e-13,3.53746e-13
-86,0,1194.31,5685.65,-1192.27,-5689.77,-4.46054e-13,3.53661e-13
-84,0,1194.31,5685.65,-1192.27,-5689.77,-4.60285e-13,3.58852e-13
-82,0,1194.31,5685.65,-1192.27,-5689.77,-4.73092e-13,3.67998e-13
-80,0,1194.31,5685.65,-1192.27,-5689.77,-4.83872e-13,3.78914e-13
-78,0,1194.31,5685.65,-1192.27,-5689.77,-4.92132e-13,3.88949e-13
-76,0,1194.31,5685.65,-1192.27,-5689.77,-4.97586e-13,3.95463e-13
-74,0,1194.31,5685.65,-1192.27,-5689.77,-5.00189e-13,3.96285e-13
-72,0,1194.31,5685.65,-1192.27,-5689.77,-5.00097e-13,3.90084e-13
-70,0,1194.31,5685.65,-1192.27,-5689.77,-4.97561e-13,3.7658e-13
-68,0,1194.31,5685.65,-1192.27,-5689.77,-4.92794e-13,3.56579e-13
-66,0,1194.31,5685.65,-1192.27,-5689.77,-4.85841e-13,3.31811e-13
-64,0,1194.31,5685.65,-1192.27,-5689.77,-4.76506e-13,3.04632e-13
