Phi[deg],Theta[deg],re(rEX)[mV],im(rEX)[mV],re(rEY)[mV],im(rEY)[mV],re(rEZ)[mV],im(rEZ)[mV]
-180,0,-704.656,4284.67,705.082,-4288.14,-3.57432e-13,7.87702e-13
-178,0,-704.656,4284.67,705.082,-4288.14,-4.14267e-13,8.21684e-13
-176,0,-704.656,4284.67,705.082,-4288.14,-4.97826e-13,8.53349e-13
-174,0,-704.656,4284.67,705.082,-4288.14,-5.89336e-13,8.75666e-13
-172,0,-704.656,4284.67,705.082,-4288.14,-6.69306e-13,8.83487e-13
-170,0,-704.656,4284.67,705.082,-4288.14,-7.23173e-13,8.73954e-13
-168,0,-704.656,4284.67,705.082,-4288.14,-7.44883e-13,8.46661e-13
-166,0,-704.656,4284.67,705.082,-4288.14,-7.37488e-13,8.03628e-13
-164,0,-704.656,4284.67,705.082,-4288.14,-7.10888e-13,7.49028e-13
-162,0,-704.656,4284.67,705.082,-4288.14,-6.77796e-13,6.8867e-13
-160,0,-704.656,4284.67,705.082,-4288.14,-6.49481e-13,6.29215e-13
-158,0,-704.656,4284.67,705.082,-4288.14,-6.32718e-13,5.7724e-13
-156,0,-704.656,4284.67,705.082,-4288.14,-6.288e-13,5.38252e-13
-154,0,-704.656,4284.67,705.082,-4288.14,-6.34621e-13,5.15867e-13
-152,0,-704.656,4284.67,705.082,-4288.14,-6.45079e-13,5.1127e-13
-150,0,-704.656,4284.67,705.082,-4288.14,-6.55674e-13,5.23098e-13
-148,0,-704.656,4284.67,705.082,-4288.14,-6.64233e-13,5.47781e-13
-146,0,-704.656,4284.67,705.082,-4288.14,-6.71167e-13,5.80285e-13
-144,0,-704.656,4284.67,705.082,-4288.14,-6.78344e-13,6.15157e-13
-142,0,-704.656,4284.67,705.082,-4288.14,-6.87242e-13,6.4767e-13
-140,0,-704.656,4284.67,705.082,-4288.14,-6.97309e-13,6.74839e-13
-138,0,-704.656,4284.67,705.082,-4288.14,-7.0536e-13,6.96051e-13
