Phi[deg],Theta[deg],re(rEX)[mV],im(rEX)[mV],re(rEY)[mV],im(rEY)[mV],re(rEZ)[mV],im(rEZ)[mV]
-180,0,0.024499,-0.0200848,0.01762,-0.00597716,2.91373e-14,-2.68958e-14
-178,0,0.024499,-0.0200848,0.01762,-0.00597716,2.89498e-14,-2.65842e-14
-176,0,0.024499,-0.0200848,0.01762,-0.00597716,2.87388e-14,-2.6206e-14
-174,0,0.024499,-0.0200848,0.01762,-0.00597716,2.85272e-14,-2.57831e-14
-172,0,0.024499,-0.0200848,0.01762,-0.00597716,2.83315e-14,-2.534e-14
-170,0,0.024499,-0.0200848,0.01762,-0.00597716,2.81604e-14,-2.49025e-14
-168,0,0.024499,-0.0200848,0.01762,-0.00597716,2.80146e-14,-2.44964e-14
-166,0,0.024499,-0.0200848,0.01762,-0.00597716,2.78872e-14,-2.41461e-14
-164,0,0.024499,-0.0200848,0.01762,-0.00597716,2.77664e-14,-2.38733e-14
-162,0,0.024499,-0.0200848,0.01762,-0.00597716,2.76373e-14,-2.36963e-14
-160,0,0.024499,-0.0200848,0.01762,-0.00597716,2.74849e-14,-2.36283e-14
-158,0,0.024499,-0.0200848,0.01762,-0.00597716,2.72972e-14,-2.36767e-14
-156,0,0.024499,-0.0200848,0.01762,-0.00597716,2.70669e-14,-2.38423e-14
-154,0,0.024499,-0.0200848,0.01762,-0.00597716,2.67935e-14,-2.41188e-14
-152,0,0.024499,-0.0200848,0.01762,-0.00597716,2.64835e-14,-2.44925e-14
-150,0,0.024499,-0.0200848,0.01762,-0.00597716,2.61501e-14,-2.49429e-14
-148,0,0.024499,-0.0200848,0.01762,-0.00597716,2.5812e-14,-2.54439e-14
-146,0,0.024499,-0.0200848,0.01762,-0.00597716,2.54911e-14,-2.59649e-14
-144,0,0.024499,-0.0200848,0.01762,-0.00597716,2.52103e-14,-2.64736e-14
-142,0,0.024499,-0.0200848,0.01762,-0.00597716,2.49907e-14,-2.6938e-14
-140,0,0.024499,-0.0200848,0.01762,-0.00597716,2.48489e-14,-2.73294e-14
-138,0,0.024499,-0.0200848,0.01762,-0.00597716,2.47955e-14,-2.76244e-14
-136,0,0.024499,-0.0200848,0.01762,-0.00597716,2.48337e-14,-2.78076e-14
-134,0,0.024499,-0.0200848,0.01762,-0.00597716,2.49589e-14,-2.78727e-14
-132,0,0.024499,-0.0200848,0.01762,-0.00597716,2.51595e-14,-2.78227e-14
-130,0,0.024499,-0.0200848,0.01762,-0.00597716,2.54177e-14,-2.76701e-14
-128,0,0.024499,-0.0200848,0.01762,-0.00597716,2.57124e-14,-2.74353e-14
-126,0,0.024499,-0.0200848,0.01762,-0.00597716,2.60207e-14,-2.7144e-14
-124,0,0.024499,-0.0200848,0.01762,-0.00597716,2.63205e-14,-2.68254e-14
