Phi[deg],Theta[deg],re(rEX)[mV],im(rEX)[mV],re(rEY)[mV],im(rEY)[mV],re(rEZ)[mV],im(rEZ)[mV]
-180,0,-1.43704,-1.80903,-744.467,-1268.74,-3.836e-13,4.21768e-14
-178,0,-1.43704,-1.80903,-744.467,-1268.74,-3.62689e-13,5.44039e-14
-176,0,-1.43704,-1.80903,-744.467,-1268.74,-3.28909e-13,5.92475e-14
-174,0,-1.43704,-1.80903,-744.467,-1268.74,-2.88948e-13,5.73553e-14
-172,0,-1.43704,-1.80903,-744.467,-1268.74,-2.5161e-13,5.04525e-14
-170,0,-1.43704,-1.80903,-744.467,-1268.74,-2.25477e-13,4.04916e-14
-168,0,-1.43704,-1.80903,-744.467,-1268.74,-2.16501e-13,2.89414e-14
-166,0,-1.43704,-1.80903,-744.467,-1268.74,-2.26211e-13,1.64569e-14
-164,0,-1.43704,-1.80903,-744.467,-1268.74,-2.51078e-13,3.01105e-15
-162,0,-1.43704,-1.80903,-744.467,-1268.74,-2.83265e-13,-1.16225e-14
-160,0,-1.43704,-1.80903,-744.467,-1268.74,-3.12618e-13,-2.72794e-14
-158,0,-1.43704,-1.80903,-744.467,-1268.74,-3.29384e-13,-4.29942e-14
-156,0,-1.43704,-1.80903,-744.467,-1268.74,-3.26933e-13,-5.69829e-14
-154,0,-1.43704,-1.80903,-744.467,-1268.74,-3.03733e-13,-6.70785e-14
-152,0,-1.43704,-1.80903,-744.467,-1268.74,-2.64004e-13,-7.14917e-14
-150,0,-1.43704,-1.80903,-744.467,-1268.74,-2.1684e-13,-6.96253e-14
-148,0,-1.43704,-1.80903,-744.467,-1268.74,-1.73994e-13,-6.26197e-14
-146,0,-1.43704,-1.80903,-744.467,-1268.74,-1.4689e-13,-5.33696e-14
-144,0,-1.43704,-1.80903,-744.467,-1268.74,-1.43656e-13,-4.59246e-14
-142,0,-1.43704,-1.80903,-744.467,-1268.74,-1.66951e-13,-4.43956e-14
-140,0,-1.43704,-1.80903,-744.467,-1268.74,-2.13183e-13,-5.16787e-14
-138,0,-1.43704,-1.80903,-744.467,-1268.74,-2.7331e-13,-6.84058e-14
-136,0,-1.43704,-1.80903,-744.467,-1268.74,-3.35025e-13,-9.24922e-14
-134,0,-1.43704,-1.80903,-744.467,-1268.74,-3.85747e-13,-1.19488e-13
-132,0,-1.43704,-1.80903,-744.467,-1268.74,-4.15627e-13,-1.43697e-13
-130,0,-1.43704,-1.80903,-744.467,-1268.74,-4.19801e-13,-1.59765e-13
-128,0,-1.43704,-1.80903,-744.467,-1268.74,-3.99336e-13,-1.64289e-13
-126,0,-1.43704,-1.80903,-744.467,-1268.74,-3.60657e-13,-1.56923e-13
-124,0,-1.43704,-1.80903,-744.467,-1268.74,-3.13674e-13,-1.4063e-13
-122,0,-1.43704,-1.80903,-744.467,-1268.74,-2.69133e-13,-1.20923e-13
-120,0,-1.43704,-1.80903,-744.467,-1268.74,-2.35924e-13,-1.04289e-13
-118,0,-1.43704,-1.80903,-744.467,-1268.74,-2.19041e-13,-9.623e-14
-116,0,-1.43704,-1.80903,-744.467,-1268.74,-2.18687e-13,-9.94897e-14
-114,0,-1.43704,-1.80903,-744.467,-1268.74,-2.30688e-13,-1.13042e-13
-112,0,-1.43704,-1.80903,-744.467,-1268.74,-2.48024e-13,-1.32168e-13
-110,0,-1.43704,-1.80903,-744.467,-1268.74,-2.62996e-13,-1.49665e-13
-108,0,-1.43704,-1.80903,-744.467,-1268.74,-2.69399e-13,-1.57873e-13
-106,0,-1.43704,-1.80903,-744.467,-1268.74,-2.64125e-13,-1.50963e-13
-104,0,-1.43704,-1.80903,-744.467,-1268.74,-2.47798e-13,-1.26795e-13
-102,0,-1.43704,-1.80903,-744.467,-1268.74,-2.24342e-13,-8.78061e-14
-100,0,-1.43704,-1.80903,-744.467,-1268.74,-1.99675e-13,-4.0607e-14
-98,0,-1.43704,-1.80903,-744.467,-1268.74,-1.79949e-13,5.63148e-15
-96,0,-1.43704,-1.80903,-744.467,-1268.74,-1.69862e-13,4.1579e-14
-94,0,-1.43704,-1.80903,-744.467,-1268.74,-1.71483e-13,6.02662e-14
-92,0,-1.43704,-1.80903,-744.467,-1268.74,-1.83888e-13,5.90056e-14
-90,0,-1.43704,-1.80903,-744.467,-1268.74,-2.03634e-13,4.01545e-14
-88,0,-1.43704,-1.80903,-744.467,-1268.74,-2.25884e-13,1.04807e-14
-86,0,-1.43704,-1.80903,-744.467,-1268.74,-2.45813e-13,-2.07065e-14
-84,0,-1.43704,-1.80903,-744.467,-1268.74,-2.59911e-13,-4.41457e-14
-82,0,-1.43704,-1.80903,-744.467,-1268.74,-2.66825e-13,-5.32059e-14
-80,0,-1.43704,-1.80903,-744.467,-1268.74,-2.67573e-13,-4.573e-14
-78,0,-1.43704,-1.80903,-744.467,-1268.74,-2.65123e-13,-2.46149e-14
-76,0,-1.43704,-1.80903,-744.467,-1268.74,-2.63503e-13,3.04082e-15
-74,0,-1.43704,-1.80903,-744.467,-1268.74,-2.66722e-13,2.7986e-14
-72,0,-1.43704,-1.80903,-744.467,-1268.74,-2.77761e-13,4.14868e-14
-70,0,-1.43704,-1.80903,-744.467,-1268.74,-2.97865e-13,3.78655e-14
-68,0,-1.43704,-1.80903,-744.467,-1268.74,-3.26249e-13,1.61959e-14
-66,0,-1.43704,-1.80903,-744.467,-1268.74,-3.60212e-13,-1.93209e-14
-64,0,-1.43704,-1.80903,-744.467,-1268.74,-3.95581e-13,-6.04049e-14
-62,0,-1.43704,-1.80903,-744.467,-1268.74,-4.27362e-13,-9.68763e-14
-60,0,-1.43704,-1.80903,-744.467,-1268.74,-4.50494e-13,-1.19362e-13
-58,0,-1.43704,-1.80903,-744.467,-1268.74,-4.60596e-13,-1.21786e-13
-56,0,-1.43704,-1.80903,-744.467,-1268.74,-4.54688e-13,-1.02961e-13
-54,0,-1.43704,-1.80903,-744.467,-1268.74,-4.318e-13,-6.68733e-14
-52,0,-1.43704,-1.80903,-744.467,-1268.74,-3.93414e-13,-2.15908e-14
-50,0,-1.43704,-1.80903,-744.467,-1268.74,-3.43648e-13,2.28768e-14
-48,0,-1.43704,-1.80903,-744.467,-1268.74,-2.89042e-13,5.71734e-14
-46,0,-1.43704,-1.80903,-744.467,-1268.74,-2.3786e-13,7.49412e-14
-44,0,-1.43704,-1.80903,-744.467,-1268.74,-1.98897e-13,7.42984e-14
-42,0,-1.43704,-1.80903,-744.467,-1268.74,-1.79891e-13,5.80842e-14
-40,0,-1.43704,-1.80903,-744.467,-1268.74,-1.85823e-13,3.28533e-14
-38,0,-1.43704,-1.80903,-744.467,-1268.74,-2.17465e-13,6.9364e-15
-36,0,-1.43704,-1.80903,-744.467,-1268.74,-2.70615e-13,-1.18771e-14
-34,0,-1.43704,-1.80903,-744.467,-1268.74,-3.36338e-13,-1.83958e-14
-32,0,-1.43704,-1.80903,-744.467,-1268.74,-4.02347e-13,-1.12862e-14
-30,0,-1.43704,-1.80903,-744.467,-1268.74,-4.55385e-13,6.76792e-15
-28,0,-1.43704,-1.80903,-744.467,-1268.74,-4.84139e-13,2.9995e-14
-26,0,-1.43704,-1.80903,-744.467,-1268.74,-4.82033e-13,5.1255e-14
-24,0,-1.43704,-1.80903,-744.467,-1268.74,-4.49166e-13,6.40482e-14
-22,0,-1.43704,-1.80903,-744.467,-1268.74,-3.92792e-13,6.4262e-14
-20,0,-1.43704,-1.80903,-744.467,-1268.74,-3.2608e-13,5.12025e-14
-18,0,-1.43704,-1.80903,-744.467,-1268.74,-2.65286e-13,2.76722e-14
-16,0,-1.43704,-1.80903,-744.467,-1268.74,-2.25948e-13,-8.75544e-16
-14,0,-1.43704,-1.80903,-744.467,-1268.74,-2.19008e-13,-2.78333e-14
-12,0,-1.43704,-1.80903,-744.467,-1268.74,-2.4786e-13,-4.71563e-14
-10,0,-1.43704,-1.80903,-744.467,-1268.74,-3.0716e-13,-5.48397e-14
-8,0,-1.43704,-1.80903,-744.467,-1268.74,-3.83805e-13,-4.9789e-14
-6,0,-1.43704,-1.80903,-744.467,-1268.74,-4.59961e-13,-3.3902e-14
-4,0,-1.43704,-1.80903,-744.467,-1268.74,-5.17422e-13,-1.14027e-14
-2,0,-1.43704,-1.80903,-744.467,-1268.74,-5.42231e-13,1.23425e-14
0,0,-1.43704,-1.80903,-744.467,-1268.74,-5.2835e-13,3.21778e-14
2,0,-1.43704,-1.80903,-744.467,-1268.74,-4.79376e-13,4.43217e-14
4,0,-1.43704,-1.80903,-744.467,-1268.74,-4.07787e-13,4.70679e-14
6,0,-1.43704,-1.80903,-744.467,-1268.74,-3.31847e-13,4.09001e-14
8,0,-1.43704,-1.80903,-744.467,-1268.74,-2.70932e-13,2.80666e-14
10,0,-1.43704,-1.80903,-744.467,-1268.74,-2.40473e-13,1.17981e-14
12,0,-1.43704,-1.80903,-744.467,-1268.74,-2.47861e-13,-4.57641e-15
14,0,-1.43704,-1.80903,-744.467,-1268.74,-2.9042e-13,-1.8372e-14
16,0,-1.43704,-1.80903,-744.467,-1268.74,-3.56002e-13,-2.79796e-14
18,0,-1.43704,-1.80903,-744.467,-1268.74,-4.2611e-13,-3.29368e-14
20,0,-1.43704,-1.80903,-744.467,-1268.74,-4.80721e-13,-3.37007e-14
22,0,-1.43704,-1.80903,-744.467,-1268.74,-5.03572e-13,-3.12651e-14
24,0,-1.43704,-1.80903,-744.467,-1268.74,-4.86491e-13,-2.67844e-14
26,0,-1.43704,-1.80903,-744.467,-1268.74,-4.31641e-13,-2.13314e-14
28,0,-1.43704,-1.80903,-744.467,-1268.74,-3.51071e-13,-1.58382e-14
30,0,-1.43704,-1.80903,-744.467,-1268.74,-2.63702e-13,-1.11829e-14
32,0,-1.43704,-1.80903,-744.467,-1268.74,-1.90525e-13,-8.32386e-15
34,0,-1.43704,-1.80903,-744.467,-1268.74,-1.49296e-13,-8.36063e-15
36,0,-1.43704,-1.80903,-744.467,-1268.74,-1.50086e-13,-1.24378e-14
38,0,-1.43704,-1.80903,-744.467,-1268.74,-1.92844e-13,-2.14762e-14
40,0,-1.43704,-1.80903,-744.467,-1268.74,-2.67562e-13,-3.58017e-14
42,0,-1.43704,-1.80903,-744.467,-1268.74,-3.56935e-13,-5.48039e-14
44,0,-1.43704,-1.80903,-744.467,-1268.74,-4.40788e-13,-7.67787e-14
46,0,-1.43704,-1.80903,-744.467,-1268.74,-5.01071e-13,-9.90656e-14
48,0,-1.43704,-1.80903,-744.467,-1268.74,-5.26131e-13,-1.18509e-13
50,0,-1.43704,-1.80903,-744.467,-1268.74,-5.13202e-13,-1.32159e-13
52,0,-1.43704,-1.80903,-744.467,-1268.74,-4.68544e-13,-1.38034e-13
