Phi[deg],Theta[deg],re(rEX)[mV],im(rEX)[mV],re(rEY)[mV],im(rEY)[mV],re(rEZ)[mV],im(rEZ)[mV]
-180,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.52107e-13,-1.08232e-13
-178,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.43969e-13,-1.98614e-13
-176,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.67249e-13,-2.49348e-13
-174,0,-2312.2,-6329.29,-2300.78,-6337.92,-4.17042e-13,-2.55712e-13
-172,0,-2312.2,-6329.29,-2300.78,-6337.92,-4.84051e-13,-2.20925e-13
-170,0,-2312.2,-6329.29,-2300.78,-6337.92,-5.56339e-13,-1.55298e-13
-168,0,-2312.2,-6329.29,-2300.78,-6337.92,-6.21465e-13,-7.40684e-14
-166,0,-2312.2,-6329.29,-2300.78,-6337.92,-6.68616e-13,5.70253e-15
-164,0,-2312.2,-6329.29,-2300.78,-6337.92,-6.90349e-13,6.85611e-14
-162,0,-2312.2,-6329.29,-2300.78,-6337.92,-6.837e-13,1.03746e-13
-160,0,-2312.2,-6329.29,-2300.78,-6337.92,-6.50487e-13,1.07282e-13
-158,0,-2312.2,-6329.29,-2300.78,-6337.92,-5.9681e-13,8.26188e-14
-156,0,-2312.2,-6329.29,-2300.78,-6337.92,-5.31872e-13,3.96454e-14
-154,0,-2312.2,-6329.29,-2300.78,-6337.92,-4.6632e-13,-7.75795e-15
-152,0,-2312.2,-6329.29,-2300.78,-6337.92,-4.10372e-13,-4.51198e-14
-150,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.72028e-13,-6.09879e-14
-148,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.55618e-13,-4.99153e-14
-146,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.60932e-13,-1.40864e-14
-144,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.83087e-13,3.68704e-14
-142,0,-2312.2,-6329.29,-2300.78,-6337.92,-4.13204e-13,8.79299e-14
-140,0,-2312.2,-6329.29,-2300.78,-6337.92,-4.39851e-13,1.22173e-13
-138,0,-2312.2,-6329.29,-2300.78,-6337.92,-4.51066e-13,1.24963e-13
-136,0,-2312.2,-6329.29,-2300.78,-6337.92,-4.36665e-13,8.78018e-14
-134,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.90442e-13,1.08884e-14
-132,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.11805e-13,-9.63104e-14
-130,0,-2312.2,-6329.29,-2300.78,-6337.92,-2.06493e-13,-2.1673e-13
-128,0,-2312.2,-6329.29,-2300.78,-6337.92,-8.60926e-14,-3.29297e-13
-126,0,-2312.2,-6329.29,-2300.78,-6337.92,3.36402e-14,-4.13641e-13
-124,0,-2312.2,-6329.29,-2300.78,-6337.92,1.35447e-13,-4.5478e-13
-122,0,-2312.2,-6329.29,-2300.78,-6337.92,2.0373e-13,-4.46639e-13
-120,0,-2312.2,-6329.29,-2300.78,-6337.92,2.27571e-13,-3.93478e-13
-118,0,-2312.2,-6329.29,-2300.78,-6337.92,2.02935e-13,-3.08842e-13
-116,0,-2312.2,-6329.29,-2300.78,-6337.92,1.33515e-13,-2.1225e-13
-114,0,-2312.2,-6329.29,-2300.78,-6337.92,2.99443e-14,-1.24454e-13
-112,0,-2312.2,-6329.29,-2300.78,-6337.92,-9.2517e-14,-6.24551e-14
-110,0,-2312.2,-6329.29,-2300.78,-6337.92,-2.17326e-13,-3.55627e-14
-108,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.30271e-13,-4.34957e-14
-106,0,-2312.2,-6329.29,-2300.78,-6337.92,-4.22458e-13,-7.70037e-14
-104,0,-2312.2,-6329.29,-2300.78,-6337.92,-4.91897e-13,-1.20801e-13
-102,0,-2312.2,-6329.29,-2300.78,-6337.92,-5.43224e-13,-1.57994e-13
-100,0,-2312.2,-6329.29,-2300.78,-6337.92,-5.85582e-13,-1.74775e-13
-98,0,-2312.2,-6329.29,-2300.78,-6337.92,-6.29167e-13,-1.64112e-13
-96,0,-2312.2,-6329.29,-2300.78,-6337.92,-6.81337e-13,-1.27441e-13
-94,0,-2312.2,-6329.29,-2300.78,-6337.92,-7.43381e-13,-7.39513e-14
-92,0,-2312.2,-6329.29,-2300.78,-6337.92,-8.08922e-13,-1.77185e-14
-90,0,-2312.2,-6329.29,-2300.78,-6337.92,-8.64536e-13,2.64352e-14
-88,0,-2312.2,-6329.29,-2300.78,-6337.92,-8.92635e-13,4.71548e-14
-86,0,-2312.2,-6329.29,-2300.78,-6337.92,-8.75987e-13,3.96311e-14
-84,0,-2312.2,-6329.29,-2300.78,-6337.92,-8.0279e-13,6.69536e-15
-82,0,-2312.2,-6329.29,-2300.78,-6337.92,-6.70939e-13,-4.23238e-14
-80,0,-2312.2,-6329.29,-2300.78,-6337.92,-4.9027e-13,-9.4574e-14
-78,0,-2312.2,-6329.29,-2300.78,-6337.92,-2.81978e-13,-1.37548e-13
-76,0,-2312.2,-6329.29,-2300.78,-6337.92,-7.51193e-14,-1.62675e-13
-74,0,-2312.2,-6329.29,-2300.78,-6337.92,9.91203e-14,-1.67559e-13
-72,0,-2312.2,-6329.29,-2300.78,-6337.92,2.1412e-13,-1.56255e-13
-70,0,-2312.2,-6329.29,-2300.78,-6337.92,2.53841e-13,-1.37539e-13
-68,0,-2312.2,-6329.29,-2300.78,-6337.92,2.1664e-13,-1.21784e-13
-66,0,-2312.2,-6329.29,-2300.78,-6337.92,1.15841e-13,-1.17428e-13
-64,0,-2312.2,-6329.29,-2300.78,-6337.92,-2.31923e-14,-1.28158e-13
-62,0,-2312.2,-6329.29,-2300.78,-6337.92,-1.68854e-13,-1.51662e-13
-60,0,-2312.2,-6329.29,-2300.78,-6337.92,-2.90588e-13,-1.80317e-13
-58,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.65895e-13,-2.03567e-13
-56,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.85291e-13,-2.11219e-13
-54,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.53992e-13,-1.96626e-13
-52,0,-2312.2,-6329.29,-2300.78,-6337.92,-2.89904e-13,-1.58764e-13
-50,0,-2312.2,-6329.29,-2300.78,-6337.92,-2.18456e-13,-1.02597e-13
-48,0,-2312.2,-6329.29,-2300.78,-6337.92,-1.6564e-13,-3.76335e-14
-46,0,-2312.2,-6329.29,-2300.78,-6337.92,-1.51082e-13,2.4814e-14
-44,0,-2312.2,-6329.29,-2300.78,-6337.92,-1.8297e-13,7.48086e-14
-42,0,-2312.2,-6329.29,-2300.78,-6337.92,-2.56137e-13,1.06412e-13
-40,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.53795e-13,1.1898e-13
-38,0,-2312.2,-6329.29,-2300.78,-6337.92,-4.52384e-13,1.16802e-13
-36,0,-2312.2,-6329.29,-2300.78,-6337.92,-5.28217e-13,1.07306e-13
-34,0,-2312.2,-6329.29,-2300.78,-6337.92,-5.64073e-13,9.84778e-14
-32,0,-2312.2,-6329.29,-2300.78,-6337.92,-5.53947e-13,9.6398e-14
-30,0,-2312.2,-6329.29,-2300.78,-6337.92,-5.04653e-13,1.03683e-13
-28,0,-2312.2,-6329.29,-2300.78,-6337.92,-4.33857e-13,1.19284e-13
-26,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.65081e-13,1.39612e-13
-24,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.21073e-13,1.60461e-13
-22,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.17375e-13,1.78957e-13
-20,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.57869e-13,1.94751e-13
-18,0,-2312.2,-6329.29,-2300.78,-6337.92,-4.33567e-13,2.09952e-13
-16,0,-2312.2,-6329.29,-2300.78,-6337.92,-5.24977e-13,2.27792e-13
-14,0,-2312.2,-6329.29,-2300.78,-6337.92,-6.07451e-13,2.50519e-13
-12,0,-2312.2,-6329.29,-2300.78,-6337.92,-6.58032e-13,2.77321e-13
-10,0,-2312.2,-6329.29,-2300.78,-6337.92,-6.61965e-13,3.03176e-13
-8,0,-2312.2,-6329.29,-2300.78,-6337.92,-6.17056e-13,3.19251e-13
-6,0,-2312.2,-6329.29,-2300.78,-6337.92,-5.34674e-13,3.1496e-13
-4,0,-2312.2,-6329.29,-2300.78,-6337.92,-4.37088e-13,2.81193e-13
-2,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.51791e-13,2.13786e-13
0,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.04327e-13,1.16064e-13
2,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.11474e-13,-4.98002e-16
4,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.76612e-13,-1.17955e-13
6,0,-2312.2,-6329.29,-2300.78,-6337.92,-4.88479e-13,-2.15669e-13
8,0,-2312.2,-6329.29,-2300.78,-6337.92,-6.23647e-13,-2.7526e-13
10,0,-2312.2,-6329.29,-2300.78,-6337.92,-7.52079e-13,-2.85397e-13
12,0,-2312.2,-6329.29,-2300.78,-6337.92,-8.44339e-13,-2.45009e-13
14,0,-2312.2,-6329.29,-2300.78,-6337.92,-8.78602e-13,-1.63947e-13
16,0,-2312.2,-6329.29,-2300.78,-6337.92,-8.45727e-13,-6.07712e-14
18,0,-2312.2,-6329.29,-2300.78,-6337.92,-7.51154e-13,4.17861e-14
20,0,-2312.2,-6329.29,-2300.78,-6337.92,-6.13244e-13,1.22468e-13
22,0,-2312.2,-6329.29,-2300.78,-6337.92,-4.58592e-13,1.66676e-13
24,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.15564e-13,1.69726e-13
26,0,-2312.2,-6329.29,-2300.78,-6337.92,-2.07744e-13,1.37285e-13
28,0,-2312.2,-6329.29,-2300.78,-6337.92,-1.48881e-13,8.29113e-14
30,0,-2312.2,-6329.29,-2300.78,-6337.92,-1.40493e-13,2.34781e-14
32,0,-2312.2,-6329.29,-2300.78,-6337.92,-1.72558e-13,-2.60912e-14
34,0,-2312.2,-6329.29,-2300.78,-6337.92,-2.26897e-13,-5.71746e-14
36,0,-2312.2,-6329.29,-2300.78,-6337.92,-2.82213e-13,-6.95646e-14
38,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.19417e-13,-7.07233e-14
40,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.25866e-13,-7.24551e-14
42,0,-2312.2,-6329.29,-2300.78,-6337.92,-2.9757e-13,-8.60912e-14
44,0,-2312.2,-6329.29,-2300.78,-6337.92,-2.38993e-13,-1.17761e-13
46,0,-2312.2,-6329.29,-2300.78,-6337.92,-1.60744e-13,-1.6533e-13
48,0,-2312.2,-6329.29,-2300.78,-6337.92,-7.6002e-14,-2.18075e-13
50,0,-2312.2,-6329.29,-2300.78,-6337.92,3.23393e-15,-2.59346e-13
52,0,-2312.2,-6329.29,-2300.78,-6337.92,6.90319e-14,-2.71501e-13
54,0,-2312.2,-6329.29,-2300.78,-6337.92,1.18818e-13,-2.41667e-13
56,0,-2312.2,-6329.29,-2300.78,-6337.92,1.54868e-13,-1.66565e-13
58,0,-2312.2,-6329.29,-2300.78,-6337.92,1.82311e-13,-5.48365e-14
60,0,-2312.2,-6329.29,-2300.78,-6337.92,2.06359e-13,7.39902e-14
62,0,-2312.2,-6329.29,-2300.78,-6337.92,2.29677e-13,1.93798e-13
64,0,-2312.2,-6329.29,-2300.78,-6337.92,2.50698e-13,2.78353e-13
66,0,-2312.2,-6329.29,-2300.78,-6337.92,2.63393e-13,3.08215e-13
68,0,-2312.2,-6329.29,-2300.78,-6337.92,2.5859e-13,2.76126e-13
70,0,-2312.2,-6329.29,-2300.78,-6337.92,2.26461e-13,1.89345e-13
72,0,-2312.2,-6329.29,-2300.78,-6337.92,1.59514e-13,6.81645e-14
74,0,-2312.2,-6329.29,-2300.78,-6337.92,5.52588e-14,-5.90558e-14
76,0,-2312.2,-6329.29,-2300.78,-6337.92,-8.21574e-14,-1.63051e-13
78,0,-2312.2,-6329.29,-2300.78,-6337.92,-2.41794e-13,-2.21107e-13
80,0,-2312.2,-6329.29,-2300.78,-6337.92,-4.07313e-13,-2.22798e-13
82,0,-2312.2,-6329.29,-2300.78,-6337.92,-5.59609e-13,-1.72494e-13
84,0,-2312.2,-6329.29,-2300.78,-6337.92,-6.801e-13,-8.79654e-14
86,0,-2312.2,-6329.29,-2300.78,-6337.92,-7.53934e-13,4.49015e-15
88,0,-2312.2,-6329.29,-2300.78,-6337.92,-7.72476e-13,7.70683e-14
90,0,-2312.2,-6329.29,-2300.78,-6337.92,-7.34588e-13,1.07727e-13
92,0,-2312.2,-6329.29,-2300.78,-6337.92,-6.46526e-13,8.57807e-14
94,0,-2312.2,-6329.29,-2300.78,-6337.92,-5.20584e-13,1.43862e-14
96,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.72846e-13,-9.06558e-14
98,0,-2312.2,-6329.29,-2300.78,-6337.92,-2.20551e-13,-2.05356e-13
100,0,-2312.2,-6329.29,-2300.78,-6337.92,-7.9581e-14,-3.03981e-13
102,0,-2312.2,-6329.29,-2300.78,-6337.92,3.74862e-14,-3.65718e-13
104,0,-2312.2,-6329.29,-2300.78,-6337.92,1.22528e-13,-3.7982e-13
106,0,-2312.2,-6329.29,-2300.78,-6337.92,1.72154e-13,-3.47926e-13
108,0,-2312.2,-6329.29,-2300.78,-6337.92,1.87218e-13,-2.83053e-13
110,0,-2312.2,-6329.29,-2300.78,-6337.92,1.71814e-13,-2.05663e-13
112,0,-2312.2,-6329.29,-2300.78,-6337.92,1.32017e-13,-1.3792e-13
114,0,-2312.2,-6329.29,-2300.78,-6337.92,7.46547e-14,-9.77155e-14
116,0,-2312.2,-6329.29,-2300.78,-6337.92,6.31147e-15,-9.40081e-14
118,0,-2312.2,-6329.29,-2300.78,-6337.92,-6.73051e-14,-1.24632e-13
120,0,-2312.2,-6329.29,-2300.78,-6337.92,-1.41621e-13,-1.77057e-13
122,0,-2312.2,-6329.29,-2300.78,-6337.92,-2.13122e-13,-2.31799e-13
124,0,-2312.2,-6329.29,-2300.78,-6337.92,-2.79071e-13,-2.67544e-13
126,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.37148e-13,-2.66658e-13
128,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.85167e-13,-2.19712e-13
130,0,-2312.2,-6329.29,-2300.78,-6337.92,-4.20962e-13,-1.27965e-13
132,0,-2312.2,-6329.29,-2300.78,-6337.92,-4.42525e-13,-3.27913e-15
134,0,-2312.2,-6329.29,-2300.78,-6337.92,-4.4837e-13,1.34435e-13
136,0,-2312.2,-6329.29,-2300.78,-6337.92,-4.38051e-13,2.61568e-13
138,0,-2312.2,-6329.29,-2300.78,-6337.92,-4.12719e-13,3.55912e-13
140,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.75529e-13,4.01363e-13
142,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.31744e-13,3.91216e-13
144,0,-2312.2,-6329.29,-2300.78,-6337.92,-2.88416e-13,3.29422e-13
146,0,-2312.2,-6329.29,-2300.78,-6337.92,-2.53603e-13,2.29639e-13
148,0,-2312.2,-6329.29,-2300.78,-6337.92,-2.35185e-13,1.12361e-13
150,0,-2312.2,-6329.29,-2300.78,-6337.92,-2.39471e-13,8.16231e-16
152,0,-2312.2,-6329.29,-2300.78,-6337.92,-2.69856e-13,-8.35147e-14
154,0,-2312.2,-6329.29,-2300.78,-6337.92,-3.25815e-13,-1.2488e-13
156,0,-2312.2,-6329.29,-2300.78,-6337.92,-4.02516e-13,-1.16006e-13
158,0,-2312.2,-6329.29,-2300.78,-6337.92,-4.91205e-13,-5.91803e-14
160,0,-2312.2,-6329.29,-2300.78,-6337.92,-5.80389e-13,3.44439e-14
162,0,-2312.2,-6329.29,-2300.78,-6337.92,-6.57642e-13,1.47106e-13
164,0,-2312.2,-6329.29,-2300.78,-6337.92,-7.11747e-13,2.57781e-13
166,0,-2312.2,-6329.29,-2300.78,-6337.92,-7.34748e-13,3.45976e-13
