Phi[deg],Theta[deg],re(rEX)[mV],im(rEX)[mV],re(rEY)[mV],im(rEY)[mV],re(rEZ)[mV],im(rEZ)[mV]
-180,0,1.86716,-0.984471,1417.81,-8566.85,-6.59736e-13,3.53269e-16
-178,0,1.86716,-0.984471,1417.81,-8566.85,-6.33821e-13,-1.44669e-14
-176,0,1.86716,-0.984471,1417.81,-8566.85,-6.08987e-13,-3.28424e-14
-174,0,1.86716,-0.984471,1417.81,-8566.85,-5.82092e-13,-4.13274e-14
-172,0,1.86716,-0.984471,1417.81,-8566.85,-5.50711e-13,-2.8965e-14
-170,0,1.86716,-0.984471,1417.81,-8566.85,-5.15318e-13,8.91588e-15
-168,0,1.86716,-0.984471,1417.81,-8566.85,-4.80494e-13,6.86838e-14
-166,0,1.86716,-0.984471,1417.81,-8566.85,-4.54444e-13,1.38829e-13
-164,0,1.86716,-0.984471,1417.81,-8566.85,-4.46723e-13,2.02792e-13
-162,0,1.86716,-0.984471,1417.81,-8566.85,-4.64738e-13,2.43446e-13
-160,0,1.86716,-0.984471,1417.81,-8566.85,-5.10188e-13,2.47999e-13
-158,0,1.86716,-0.984471,1417.81,-8566.85,-5.76779e-13,2.11901e-13
-156,0,1.86716,-0.984471,1417.81,-8566.85,-6.50281e-13,1.40594e-13
-154,0,1.86716,-0.984471,1417.81,-8566.85,-7.11335e-13,4.85374e-14
-152,0,1.86716,-0.984471,1417.81,-8566.85,-7.40465e-13,-4.43147e-14
-150,0,1.86716,-0.984471,1417.81,-8566.85,-7.23979e-13,-1.17648e-13
-148,0,1.86716,-0.984471,1417.81,-8566.85,-6.58946e-13,-1.56129e-13
-146,0,1.86716,-0.984471,1417.81,-8566.85,-5.55562e-13,-1.53446e-13
-144,0,1.86716,-0.984471,1417.81,-8566.85,-4.35877e-13,-1.13858e-13
-142,0,1.86716,-0.984471,1417.81,-8566.85,-3.28896e-13,-5.07854e-14
-140,0,1.86716,-0.984471,1417.81,-8566.85,-2.63217e-13,1.7203e-14
-138,0,1.86716,-0.984471,1417.81,-8566.85,-2.59182e-13,7.1882e-14
-136,0,1.86716,-0.984471,1417.81,-8566.85,-3.22792e-13,1.00731e-13
-134,0,1.86716,-0.984471,1417.81,-8566.85,-4.43238e-13,1.00576e-13
-132,0,1.86716,-0.984471,1417.81,-8566.85,-5.94871e-13,7.83786e-14
