Phi[deg],Theta[deg],re(rEX)[mV],im(rEX)[mV],re(rEY)[mV],im(rEY)[mV],re(rEZ)[mV],im(rEZ)[mV]
-180,0,1155.42,-6614.9,1149.52,-6620.47,1.78321e-13,5.87631e-14
-178,0,1155.42,-6614.9,1149.52,-6620.47,1.77306e-13,5.58304e-14
-176,0,1155.42,-6614.9,1149.52,-6620.47,1.63295e-13,5.1449e-14
-174,0,1155.42,-6614.9,1149.52,-6620.47,1.38336e-13,4.48103e-14
-172,0,1155.42,-6614.9,1149.52,-6620.47,1.0587e-13,3.50865e-14
-170,0,1155.42,-6614.9,1149.52,-6620.47,7.02671e-14,2.16697e-14
-168,0,1155.42,-6614.9,1149.52,-6620.47,3.62306e-14,4.40342e-15
-166,0,1155.42,-6614.9,1149.52,-6620.47,8.17612e-15,-1.62415e-14
-164,0,1155.42,-6614.9,1149.52,-6620.47,-1.03436e-14,-3.90927e-14
-162,0,1155.42,-6614.9,1149.52,-6620.47,-1.70779e-14,-6.23275e-14
-160,0,1155.42,-6614.9,1149.52,-6620.47,-1.13269e-14,-8.36569e-14
-158,0,1155.42,-6614.9,1149.52,-6620.47,6.02936e-15,-1.0062e-13
-156,0,1155.42,-6614.9,1149.52,-6620.47,3.27173e-14,-1.10949e-13
-154,0,1155.42,-6614.9,1149.52,-6620.47,6.54331e-14,-1.12943e-13
-152,0,1155.42,-6614.9,1149.52,-6620.47,1.00325e-13,-1.05791e-13
-150,0,1155.42,-6614.9,1149.52,-6620.47,1.33516e-13,-8.97815e-14
-148,0,1155.42,-6614.9,1149.52,-6620.47,1.61597e-13,-6.63564e-14
-146,0,1155.42,-6614.9,1149.52,-6620.47,1.82012e-13,-3.799e-14
-144,0,1155.42,-6614.9,1149.52,-6620.47,1.93301e-13,-7.90116e-15
-142,0,1155.42,-6614.9,1149.52,-6620.47,1.9517e-13,2.03639e-14
-140,0,1155.42,-6614.9,1149.52,-6620.47,1.88399e-13,4.34179e-14
-138,0,1155.42,-6614.9,1149.52,-6620.47,1.74609e-13,5.85161e-14
-136,0,1155.42,-6614.9,1149.52,-6620.47,1.55956e-13,6.39599e-14
-134,0,1155.42,-6614.9,1149.52,-6620.47,1.34779e-13,5.93575e-14
-132,0,1155.42,-6614.9,1149.52,-6620.47,1.1328e-13,4.5697e-14
-130,0,1155.42,-6614.9,1149.52,-6620.47,9.32762e-14,2.52176e-14
-128,0,1155.42,-6614.9,1149.52,-6620.47,7.6038e-14,1.09555e-15
-126,0,1155.42,-6614.9,1149.52,-6620.47,6.2245e-14,-2.30099e-14
-124,0,1155.42,-6614.9,1149.52,-6620.47,5.2032e-14,-4.3483e-14
-122,0,1155.42,-6614.9,1149.52,-6620.47,4.51073e-14,-5.72703e-14
-120,0,1155.42,-6614.9,1149.52,-6620.47,4.09107e-14,-6.23159e-14
-118,0,1155.42,-6614.9,1149.52,-6620.47,3.87734e-14,-5.78468e-14
-116,0,1155.42,-6614.9,1149.52,-6620.47,3.80511e-14,-4.44684e-14
-114,0,1155.42,-6614.9,1149.52,-6620.47,3.82108e-14,-2.40588e-14
-112,0,1155.42,-6614.9,1149.52,-6620.47,3.88638e-14,5.20557e-16
-110,0,1155.42,-6614.9,1149.52,-6620.47,3.97502e-14,2.58485e-14
-108,0,1155.42,-6614.9,1149.52,-6620.47,4.06929e-14,4.84392e-14
-106,0,1155.42,-6614.9,1149.52,-6620.47,4.1539e-14,6.52312e-14
-104,0,1155.42,-6614.9,1149.52,-6620.47,4.21132e-14,7.40001e-14
-102,0,1155.42,-6614.9,1149.52,-6620.47,4.21974e-14,7.36371e-14
-100,0,1155.42,-6614.9,1149.52,-6620.47,4.15454e-14,6.42576e-14
-98,0,1155.42,-6614.9,1149.52,-6620.47,3.99293e-14,4.71309e-14
-96,0,1155.42,-6614.9,1149.52,-6620.47,3.72072e-14,2.4451e-14
-94,0,1155.42,-6614.9,1149.52,-6620.47,3.33921e-14,-1.0102e-15
-92,0,1155.42,-6614.9,1149.52,-6620.47,2.8703e-14,-2.63114e-14
-90,0,1155.42,-6614.9,1149.52,-6620.47,2.35796e-14,-4.87463e-14
-88,0,1155.42,-6614.9,1149.52,-6620.47,1.86487e-14,-6.61876e-14
-86,0,1155.42,-6614.9,1149.52,-6620.47,1.46445e-14,-7.7322e-14
-84,0,1155.42,-6614.9,1149.52,-6620.47,1.22894e-14,-8.17516e-14
-82,0,1155.42,-6614.9,1149.52,-6620.47,1.21577e-14,-7.99555e-14
-80,0,1155.42,-6614.9,1149.52,-6620.47,1.45467e-14,-7.31297e-14
-78,0,1155.42,-6614.9,1149.52,-6620.47,1.93824e-14,-6.29389e-14
-76,0,1155.42,-6614.9,1149.52,-6620.47,2.61827e-14,-5.12259e-14
-74,0,1155.42,-6614.9,1149.52,-6620.47,3.40917e-14,-3.97266e-14
-72,0,1155.42,-6614.9,1149.52,-6620.47,4.19862e-14,-2.98334e-14
-70,0,1155.42,-6614.9,1149.52,-6620.47,4.86421e-14,-2.24399e-14
-68,0,1155.42,-6614.9,1149.52,-6620.47,5.29365e-14,-1.78828e-14
-66,0,1155.42,-6614.9,1149.52,-6620.47,5.40522e-14,-1.59803e-14
-64,0,1155.42,-6614.9,1149.52,-6620.47,5.16489e-14,-1.61518e-14
-62,0,1155.42,-6614.9,1149.52,-6620.47,4.59675e-14,-1.75906e-14
-60,0,1155.42,-6614.9,1149.52,-6620.47,3.78454e-14,-1.94553e-14
-58,0,1155.42,-6614.9,1149.52,-6620.47,2.86316e-14,-2.10463e-14
-56,0,1155.42,-6614.9,1149.52,-6620.47,2.00089e-14,-2.19378e-14
-54,0,1155.42,-6614.9,1149.52,-6620.47,1.37466e-14,-2.2046e-14
-52,0,1155.42,-6614.9,1149.52,-6620.47,1.14182e-14,-2.16254e-14
-50,0,1155.42,-6614.9,1149.52,-6620.47,1.413e-14,-2.12004e-14
-48,0,1155.42,-6614.9,1149.52,-6620.47,2.23029e-14,-2.1445e-14
-46,0,1155.42,-6614.9,1149.52,-6620.47,3.55483e-14,-2.3037e-14
-44,0,1155.42,-6614.9,1149.52,-6620.47,5.26618e-14,-2.65104e-14
-42,0,1155.42,-6614.9,1149.52,-6620.47,7.17451e-14,-3.21335e-14
-40,0,1155.42,-6614.9,1149.52,-6620.47,9.04427e-14,-3.98307e-14
-38,0,1155.42,-6614.9,1149.52,-6620.47,1.06265e-13,-4.91608e-14
-36,0,1155.42,-6614.9,1149.52,-6620.47,1.16954e-13,-5.93544e-14
-34,0,1155.42,-6614.9,1149.52,-6620.47,1.20832e-13,-6.94031e-14
-32,0,1155.42,-6614.9,1149.52,-6620.47,1.17096e-13,-7.81854e-14
-30,0,1155.42,-6614.9,1149.52,-6620.47,1.05985e-13,-8.46116e-14
-28,0,1155.42,-6614.9,1149.52,-6620.47,8.88182e-14,-8.77641e-14
-26,0,1155.42,-6614.9,1149.52,-6620.47,6.787e-14,-8.70162e-14
-24,0,1155.42,-6614.9,1149.52,-6620.47,4.61022e-14,-8.21109e-14
-22,0,1155.42,-6614.9,1149.52,-6620.47,2.67855e-14,-7.31941e-14
-20,0,1155.42,-6614.9,1149.52,-6620.47,1.30568e-14,-6.07975e-14
-18,0,1155.42,-6614.9,1149.52,-6620.47,7.47518e-15,-4.57782e-14
-16,0,1155.42,-6614.9,1149.52,-6620.47,1.16386e-14,-2.9224e-14
-14,0,1155.42,-6614.9,1149.52,-6620.47,2.59178e-14,-1.23408e-14
-12,0,1155.42,-6614.9,1149.52,-6620.47,4.93488e-14,3.66565e-15
-10,0,1155.42,-6614.9,1149.52,-6620.47,7.9705e-14,1.76954e-14
-8,0,1155.42,-6614.9,1149.52,-6620.47,1.13744e-13,2.88402e-14
-6,0,1155.42,-6614.9,1149.52,-6620.47,1.47601e-13,3.64396e-14
-4,0,1155.42,-6614.9,1149.52,-6620.47,1.77279e-13,4.01077e-14
-2,0,1155.42,-6614.9,1149.52,-6620.47,1.99167e-13,3.97319e-14
0,0,1155.42,-6614.9,1149.52,-6620.47,2.10525e-13,3.54502e-14
2,0,1155.42,-6614.9,1149.52,-6620.47,2.09858e-13,2.76153e-14
4,0,1155.42,-6614.9,1149.52,-6620.47,1.97129e-13,1.67532e-14
6,0,1155.42,-6614.9,1149.52,-6620.47,1.73788e-13,3.52305e-15
8,0,1155.42,-6614.9,1149.52,-6620.47,1.42592e-13,-1.13173e-14
10,0,1155.42,-6614.9,1149.52,-6620.47,1.07256e-13,-2.6941e-14
12,0,1155.42,-6614.9,1149.52,-6620.47,7.19666e-14,-4.24771e-14
14,0,1155.42,-6614.9,1149.52,-6620.47,4.08307e-14,-5.70374e-14
16,0,1155.42,-6614.9,1149.52,-6620.47,1.73331e-14,-6.97491e-14
18,0,1155.42,-6614.9,1149.52,-6620.47,3.87505e-15,-7.97975e-14
20,0,1155.42,-6614.9,1149.52,-6620.47,1.45978e-15,-8.64802e-14
22,0,1155.42,-6614.9,1149.52,-6620.47,9.568e-15,-8.92704e-14
24,0,1155.42,-6614.9,1149.52,-6620.47,2.62409e-14,-8.7883e-14
26,0,1155.42,-6614.9,1149.52,-6620.47,4.83595e-14,-8.23328e-14
28,0,1155.42,-6614.9,1149.52,-6620.47,7.20811e-14,-7.29739e-14
30,0,1155.42,-6614.9,1149.52,-6620.47,9.33725e-14,-6.05061e-14
32,0,1155.42,-6614.9,1149.52,-6620.47,1.08565e-13,-4.59408e-14
34,0,1155.42,-6614.9,1149.52,-6620.47,1.14854e-13,-3.05217e-14
36,0,1155.42,-6614.9,1149.52,-6620.47,1.10675e-13,-1.56021e-14
38,0,1155.42,-6614.9,1149.52,-6620.47,9.5909e-14,-2.49065e-15
40,0,1155.42,-6614.9,1149.52,-6620.47,7.18787e-14,7.71762e-15
42,0,1155.42,-6614.9,1149.52,-6620.47,4.1159e-14,1.43005e-14
44,0,1155.42,-6614.9,1149.52,-6620.47,7.21526e-15,1.70334e-14
46,0,1155.42,-6614.9,1149.52,-6620.47,-2.60675e-14,1.62561e-14
48,0,1155.42,-6614.9,1149.52,-6620.47,-5.48985e-14,1.28637e-14
50,0,1155.42,-6614.9,1149.52,-6620.47,-7.60651e-14,8.215e-15
52,0,1155.42,-6614.9,1149.52,-6620.47,-8.73215e-14,3.96227e-15
54,0,1155.42,-6614.9,1149.52,-6620.47,-8.76304e-14,1.82152e-15
56,0,1155.42,-6614.9,1149.52,-6620.47,-7.72326e-14,3.31169e-15
58,0,1155.42,-6614.9,1149.52,-6620.47,-5.75425e-14,9.50025e-15
60,0,1155.42,-6614.9,1149.52,-6620.47,-3.08941e-14,2.07949e-14
62,0,1155.42,-6614.9,1149.52,-6620.47,-1.8382e-16,3.68172e-14
64,0,1155.42,-6614.9,1149.52,-6620.47,3.15345e-14,5.63842e-14
66,0,1155.42,-6614.9,1149.52,-6620.47,6.14386e-14,7.76095e-14
68,0,1155.42,-6614.9,1149.52,-6620.47,8.7259e-14,9.8117e-14
70,0,1155.42,-6614.9,1149.52,-6620.47,1.0749e-13,1.15343e-13
72,0,1155.42,-6614.9,1149.52,-6620.47,1.2147e-13,1.26884e-13
74,0,1155.42,-6614.9,1149.52,-6620.47,1.29337e-13,1.30849e-13
76,0,1155.42,-6614.9,1149.52,-6620.47,1.31872e-13,1.26151e-13
78,0,1155.42,-6614.9,1149.52,-6620.47,1.30276e-13,1.12698e-13
80,0,1155.42,-6614.9,1149.52,-6620.47,1.25917e-13,9.14562e-14
82,0,1155.42,-6614.9,1149.52,-6620.47,1.20093e-13,6.43566e-14
84,0,1155.42,-6614.9,1149.52,-6620.47,1.13856e-13,3.40674e-14
86,0,1155.42,-6614.9,1149.52,-6620.47,1.07901e-13,3.65246e-15
88,0,1155.42,-6614.9,1149.52,-6620.47,1.02545e-13,-2.38303e-14
90,0,1155.42,-6614.9,1149.52,-6620.47,9.77795e-14,-4.57349e-14
92,0,1155.42,-6614.9,1149.52,-6620.47,9.33758e-14,-6.01759e-14
94,0,1155.42,-6614.9,1149.52,-6620.47,8.90101e-14,-6.62683e-14
96,0,1155.42,-6614.9,1149.52,-6620.47,8.43875e-14,-6.42208e-14
98,0,1155.42,-6614.9,1149.52,-6620.47,7.9333e-14,-5.52712e-14
100,0,1155.42,-6614.9,1149.52,-6620.47,7.38363e-14,-4.1472e-14
102,0,1155.42,-6614.9,1149.52,-6620.47,6.80472e-14,-2.53633e-14
104,0,1155.42,-6614.9,1149.52,-6620.47,6.22308e-14,-9.58303e-15
106,0,1155.42,-6614.9,1149.52,-6620.47,5.66979e-14,3.523e-15
108,0,1155.42,-6614.9,1149.52,-6620.47,5.1734e-14,1.2231e-14
110,0,1155.42,-6614.9,1149.52,-6620.47,4.75463e-14,1.5659e-14
112,0,1155.42,-6614.9,1149.52,-6620.47,4.42435e-14,1.38442e-14
114,0,1155.42,-6614.9,1149.52,-6620.47,4.18521e-14,7.67199e-15
116,0,1155.42,-6614.9,1149.52,-6620.47,4.03656e-14,-1.32806e-15
118,0,1155.42,-6614.9,1149.52,-6620.47,3.98079e-14,-1.12802e-14
120,0,1155.42,-6614.9,1149.52,-6620.47,4.0293e-14,-2.03012e-14
122,0,1155.42,-6614.9,1149.52,-6620.47,4.20561e-14,-2.6821e-14
124,0,1155.42,-6614.9,1149.52,-6620.47,4.54417e-14,-2.98334e-14
126,0,1155.42,-6614.9,1149.52,-6620.47,5.08392e-14,-2.90341e-14
128,0,1155.42,-6614.9,1149.52,-6620.47,5.85734e-14,-2.48296e-14
130,0,1155.42,-6614.9,1149.52,-6620.47,6.87665e-14,-1.82192e-14
132,0,1155.42,-6614.9,1149.52,-6620.47,8.12009e-14,-1.05761e-14
134,0,1155.42,-6614.9,1149.52,-6620.47,9.52165e-14,-3.37109e-15
136,0,1155.42,-6614.9,1149.52,-6620.47,1.09674e-13,2.10881e-15
138,0,1155.42,-6614.9,1149.52,-6620.47,1.23006e-13,4.99738e-15
140,0,1155.42,-6614.9,1149.52,-6620.47,1.33367e-13,4.99867e-15
142,0,1155.42,-6614.9,1149.52,-6620.47,1.38869e-13,2.42551e-15
144,0,1155.42,-6614.9,1149.52,-6620.47,1.37875e-13,-1.8765e-15
146,0,1155.42,-6614.9,1149.52,-6620.47,1.29306e-13,-6.70163e-15
148,0,1155.42,-6614.9,1149.52,-6620.47,1.12906e-13,-1.07182e-14
150,0,1155.42,-6614.9,1149.52,-6620.47,8.94234e-14,-1.27186e-14
152,0,1155.42,-6614.9,1149.52,-6620.47,6.06484e-14,-1.18388e-14
154,0,1155.42,-6614.9,1149.52,-6620.47,2.93004e-14,-7.70557e-15
