Phi[deg],Theta[deg],GainTotal
-180,0,1.26001e-06
-178,0,1.26001e-06
-176,0,1.26001e-06
-174,0,1.26001e-06
-172,0,1.26001e-06
-170,0,1.26001e-06
-168,0,1.26001e-06
-166,0,1.26001e-06
-164,0,1.26001e-06
-162,0,1.26001e-06
-160,0,1.26001e-06
-158,0,1.26001e-06
-156,0,1.26001e-06
-154,0,1.26001e-06
-152,0,1.26001e-06
-150,0,1.26001e-06
-148,0,1.26001e-06
-146,0,1.26001e-06
-144,0,1.26001e-06
-142,0,1.26001e-06
-140,0,1.26001e-06
-138,0,1.26001e-06
-136,0,1.26001e-06
-134,0,1.26001e-06
-132,0,1.26001e-06
-130,0,1.26001e-06
-128,0,1.26001e-06
-126,0,1.26001e-06
-124,0,1.26001e-06
-122,0,1.26001e-06
-120,0,1.26001e-06
-118,0,1.26001e-06
-116,0,1.26001e-06
-114,0,1.26001e-06
-112,0,1.26001e-06
-110,0,1.26001e-06
-108,0,1.26001e-06
-106,0,1.26001e-06
-104,0,1.26001e-06
-102,0,1.26001e-06
-100,0,1.26001e-06
-98,0,1.26001e-06
-96,0,1.26001e-06
-94,0,1.26001e-06
-92,0,1.26001e-06
-90,0,1.26001e-06
-88,0,1.26001e-06
-86,0,1.26001e-06
-84,0,1.26001e-06
-82,0,1.26001e-06
-80,0,1.26001e-06
-78,0,1.26001e-06
-76,0,1.26001e-06
-74,0,1.26001e-06
-72,0,1.26001e-06
-70,0,1.26001e-06
-68,0,1.26001e-06
-66,0,1.26001e-06
-64,0,1.26001e-06
-62,0,1.26001e-06
-60,0,1.26001e-06
-58,0,1.26001e-06
-56,0,1.26001e-06
-54,0,1.26001e-06
-52,0,1.26001e-06
-50,0,1.26001e-06
-48,0,1.26001e-06
-46,0,1.26001e-06
-44,0,1.26001e-06
-42,0,1.26001e-06
-40,0,1.26001e-06
-38,0,1.26001e-06
-36,0,1.26001e-06
-34,0,1.26001e-06
-32,0,1.26001e-06
-30,0,1.26001e-06
-28,0,1.26001e-06
-26,0,1.26001e-06
-24,0,1.26001e-06
-22,0,1.26001e-06
-20,0,1.26001e-06
-18,0,1.26001e-06
-16,0,1.26001e-06
-14,0,1.26001e-06
-12,0,1.26001e-06
-10,0,1.26001e-06
-8,0,1.26001e-06
-6,0,1.26001e-06
-4,0,1.26001e-06
-2,0,1.26001e-06
0,0,1.26001e-06
2,0,1.26001e-06
4,0,1.26001e-06
6,0,1.26001e-06
8,0,1.26001e-06
10,0,1.26001e-06
12,0,1.26001e-06
14,0,1.26001e-06
16,0,1.26001e-06
18,0,1.26001e-06
20,0,1.26001e-06
22,0,1.26001e-06
24,0,1.26001e-06
26,0,1.26001e-06
28,0,1.26001e-06
30,0,1.26001e-06
32,0,1.26001e-06
34,0,1.26001e-06
36,0,1.26001e-06
38,0,1.26001e-06
40,0,1.26001e-06
42,0,1.26001e-06
44,0,1.26001e-06
46,0,1.26001e-06
48,0,1.26001e-06
50,0,1.26001e-06
52,0,1.26001e-06
54,0,1.26001e-06
56,0,1.26001e-06
58,0,1.26001e-06
60,0,1.26001e-06
62,0,1.26001e-06
64,0,1.26001e-06
66,0,1.26001e-06
68,0,1.26001e-06
70,0,1.26001e-06
72,0,1.26001e-06
74,0,1.26001e-06
76,0,1.26001e-06
78,0,1.26001e-06
80,0,1.26001e-06
82,0,1.26001e-06
84,0,1.26001e-06
86,0,1.26001e-06
88,0,1.26001e-06
90,0,1.26001e-06
92,0,1.26001e-06
94,0,1.26001e-06
96,0,1.26001e-06
98,0,1.26001e-06
100,0,1.26001e-06
102,0,1.26001e-06
104,0,1.26001e-06
106,0,1.26001e-06
108,0,1.26001e-06
110,0,1.26001e-06
112,0,1.26001e-06
114,0,1.26001e-06
116,0,1.26001e-06
118,0,1.26001e-06
120,0,1.26001e-06
122,0,1.26001e-06
124,0,1.26001e-06
126,0,1.26001e-06
128,0,1.26001e-06
130,0,1.26001e-06
132,0,1.26001e-06
134,0,1.26001e-06
136,0,1.26001e-06
138,0,1.26001e-06
140,0,1.26001e-06
142,0,1.26001e-06
144,0,1.26001e-06
146,0,1.26001e-06
148,0,1.26001e-06
150,0,1.26001e-06
152,0,1.26001e-06
154,0,1.26001e-06
156,0,1.26001e-06
158,0,1.26001e-06
160,0,1.26001e-06
162,0,1.26001e-06
164,0,1.26001e-06
166,0,1.26001e-06
168,0,1.26001e-06
170,0,1.26001e-06
172,0,1.26001e-06
174,0,1.26001e-06
176,0,1.26001e-06
178,0,1.26001e-06
180,0,1.26001e-06
-180,2,0.00159273
-178,2,0.00159402
-176,2,0.0016
-174,2,0.00161066
-172,2,0.00162592
-170,2,0.00164571
-168,2,0.00166994
-166,2,0.00169847
-164,2,0.00173117
-162,2,0.00176786
-160,2,0.00180838
-158,2,0.00185251
-156,2,0.00190003
-154,2,0.00195072
-152,2,0.00200431
-150,2,0.00206054
-148,2,0.00211914
-146,2,0.00217981
-144,2,0.00224225
-142,2,0.00230616
-140,2,0.00237121
-138,2,0.0024371
-136,2,0.00250348
-134,2,0.00257004
-132,2,0.00263645
-130,2,0.00270238
-128,2,0.0027675
-126,2,0.0028315
-124,2,0.00289406
-122,2,0.00295487
-120,2,0.00301363
-118,2,0.00307006
-116,2,0.00312387
-114,2,0.0031748
-112,2,0.00322261
-110,2,0.00326704
-108,2,0.0033079
-106,2,0.00334497
-104,2,0.00337807
-102,2,0.00340704
-100,2,0.00343174
-98,2,0.00345205
-96,2,0.00346785
-94,2,0.00347908
-92,2,0.00348568
-90,2,0.00348762
-88,2,0.00348488
-86,2,0.00347747
-84,2,0.00346544
-82,2,0.00344883
-80,2,0.00342773
-78,2,0.00340224
-76,2,0.00337249
-74,2,0.00333861
-72,2,0.00330077
-70,2,0.00325915
-68,2,0.00321397
-66,2,0.00316543
-64,2,0.00311377
-62,2,0.00305925
-60,2,0.00300212
-58,2,0.00294268
-56,2,0.0028812
-54,2,0.00281799
-52,2,0.00275336
-50,2,0.00268762
-48,2,0.0026211
-46,2,0.00255412
-44,2,0.002487
-42,2,0.00242008
-40,2,0.00235369
-38,2,0.00228814
-36,2,0.00222377
-34,2,0.00216089
-32,2,0.0020998
-30,2,0.00204082
-28,2,0.00198422
-26,2,0.00193029
-24,2,0.00187929
-22,2,0.00183147
-20,2,0.00178708
-18,2,0.00174634
-16,2,0.00170943
-14,2,0.00167656
-12,2,0.00164787
