Phi[deg],Theta[deg],GainTotal
-180,0,3.84277
-178,0,3.84277
-176,0,3.84277
-174,0,3.84277
-172,0,3.84277
-170,0,3.84277
-168,0,3.84277
-166,0,3.84277
-164,0,3.84277
-162,0,3.84277
-160,0,3.84277
-158,0,3.84277
-156,0,3.84277
-154,0,3.84277
-152,0,3.84277
-150,0,3.84277
-148,0,3.84277
-146,0,3.84277
-144,0,3.84277
-142,0,3.84277
-140,0,3.84277
-138,0,3.84277
-136,0,3.84277
-134,0,3.84277
-132,0,3.84277
-130,0,3.84277
-128,0,3.84277
-126,0,3.84277
-124,0,3.84277
-122,0,3.84277
-120,0,3.84277
-118,0,3.84277
-116,0,3.84277
-114,0,3.84277
-112,0,3.84277
-110,0,3.84277
-108,0,3.84277
-106,0,3.84277
-104,0,3.84277
-102,0,3.84277
-100,0,3.84277
-98,0,3.84277
-96,0,3.84277
-94,0,3.84277
-92,0,3.84277
-90,0,3.84277
-88,0,3.84277
-86,0,3.84277
-84,0,3.84277
-82,0,3.84277
-80,0,3.84277
-78,0,3.84277
-76,0,3.84277
-74,0,3.84277
-72,0,3.84277
-70,0,3.84277
-68,0,3.84277
-66,0,3.84277
-64,0,3.84277
-62,0,3.84277
-60,0,3.84277
-58,0,3.84277
-56,0,3.84277
-54,0,3.84277
-52,0,3.84277
-50,0,3.84277
-48,0,3.84277
-46,0,3.84277
-44,0,3.84277
-42,0,3.84277
-40,0,3.84277
-38,0,3.84277
-36,0,3.84277
-34,0,3.84277
-32,0,3.84277
-30,0,3.84277
-28,0,3.84277
-26,0,3.84277
-24,0,3.84277
-22,0,3.84277
-20,0,3.84277
-18,0,3.84277
-16,0,3.84277
-14,0,3.84277
-12,0,3.84277
-10,0,3.84277
-8,0,3.84277
-6,0,3.84277
-4,0,3.84277
-2,0,3.84277
0,0,3.84277
2,0,3.84277
4,0,3.84277
6,0,3.84277
8,0,3.84277
10,0,3.84277
12,0,3.84277
14,0,3.84277
16,0,3.84277
18,0,3.84277
20,0,3.84277
22,0,3.84277
24,0,3.84277
26,0,3.84277
28,0,3.84277
30,0,3.84277
32,0,3.84277
34,0,3.84277
36,0,3.84277
38,0,3.84277
40,0,3.84277
42,0,3.84277
