Phi[deg],Theta[deg],GainTotal
-180,0,1.81898
-178,0,1.81898
-176,0,1.81898
-174,0,1.81898
-172,0,1.81898
-170,0,1.81898
-168,0,1.81898
-166,0,1.81898
-164,0,1.81898
-162,0,1.81898
-160,0,1.81898
-158,0,1.81898
-156,0,1.81898
-154,0,1.81898
-152,0,1.81898
-150,0,1.81898
-148,0,1.81898
-146,0,1.81898
-144,0,1.81898
-142,0,1.81898
-140,0,1.81898
-138,0,1.81898
-136,0,1.81898
-134,0,1.81898
-132,0,1.81898
-130,0,1.81898
-128,0,1.81898
-126,0,1.81898
-124,0,1.81898
-122,0,1.81898
-120,0,1.81898
-118,0,1.81898
-116,0,1.81898
-114,0,1.81898
-112,0,1.81898
-110,0,1.81898
-108,0,1.81898
-106,0,1.81898
-104,0,1.81898
-102,0,1.81898
-100,0,1.81898
-98,0,1.81898
-96,0,1.81898
-94,0,1.81898
-92,0,1.81898
-90,0,1.81898
-88,0,1.81898
-86,0,1.81898
-84,0,1.81898
-82,0,1.81898
-80,0,1.81898
-78,0,1.81898
-76,0,1.81898
-74,0,1.81898
-72,0,1.81898
-70,0,1.81898
-68,0,1.81898
-66,0,1.81898
-64,0,1.81898
-62,0,1.81898
-60,0,1.81898
-58,0,1.81898
-56,0,1.81898
-54,0,1.81898
-52,0,1.81898
-50,0,1.81898
-48,0,1.81898
-46,0,1.81898
-44,0,1.81898
-42,0,1.81898
-40,0,1.81898
-38,0,1.81898
-36,0,1.81898
-34,0,1.81898
-32,0,1.81898
-30,0,1.81898
-28,0,1.81898
-26,0,1.81898
-24,0,1.81898
-22,0,1.81898
-20,0,1.81898
-18,0,1.81898
-16,0,1.81898
-14,0,1.81898
-12,0,1.81898
-10,0,1.81898
-8,0,1.81898
-6,0,1.81898
-4,0,1.81898
-2,0,1.81898
0,0,1.81898
2,0,1.81898
4,0,1.81898
6,0,1.81898
8,0,1.81898
10,0,1.81898
12,0,1.81898
14,0,1.81898
16,0,1.81898
18,0,1.81898
20,0,1.81898
22,0,1.81898
24,0,1.81898
26,0,1.81898
28,0,1.81898
30,0,1.81898
32,0,1.81898
34,0,1.81898
36,0,1.81898
38,0,1.81898
40,0,1.81898
42,0,1.81898
44,0,1.81898
46,0,1.81898
48,0,1.81898
50,0,1.81898
52,0,1.81898
54,0,1.81898
56,0,1.81898
58,0,1.81898
60,0,1.81898
62,0,1.81898
64,0,1.81898
66,0,1.81898
68,0,1.81898
70,0,1.81898
72,0,1.81898
74,0,1.81898
76,0,1.81898
78,0,1.81898
80,0,1.81898
82,0,1.81898
84,0,1.81898
86,0,1.81898
88,0,1.81898
90,0,1.81898
92,0,1.81898
94,0,1.81898
96,0,1.81898
98,0,1.81898
100,0,1.81898
102,0,1.81898
104,0,1.81898
106,0,1.81898
108,0,1.81898
110,0,1.81898
112,0,1.81898
114,0,1.81898
116,0,1.81898
118,0,1.81898
120,0,1.81898
122,0,1.81898
124,0,1.81898
126,0,1.81898
128,0,1.81898
130,0,1.81898
132,0,1.81898
134,0,1.81898
136,0,1.81898
138,0,1.81898
140,0,1.81898
142,0,1.81898
144,0,1.81898
146,0,1.81898
148,0,1.81898
150,0,1.81898
152,0,1.81898
154,0,1.81898
156,0,1.81898
158,0,1.81898
160,0,1.81898
162,0,1.81898
164,0,1.81898
166,0,1.81898
168,0,1.81898
170,0,1.81898
172,0,1.81898
174,0,1.81898
176,0,1.81898
178,0,1.81898
180,0,1.81898
-180,2,1.82028
-178,2,1.82027
-176,2,1.82026
-174,2,1.82024
-172,2,1.82021
-170,2,1.82018
-168,2,1.82014
-166,2,1.82009
-164,2,1.82003
-162,2,1.81997
-160,2,1.8199
-158,2,1.81982
-156,2,1.81974
-154,2,1.81966
-152,2,1.81957
-150,2,1.81948
-148,2,1.81938
-146,2,1.81928
-144,2,1.81917
-142,2,1.81907
-140,2,1.81896
-138,2,1.81885
-136,2,1.81874
-134,2,1.81863
-132,2,1.81851
-130,2,1.8184
-128,2,1.8183
-126,2,1.81819
-124,2,1.81809
-122,2,1.81798
-120,2,1.81789
-118,2,1.81779
-116,2,1.8177
-114,2,1.81762
-112,2,1.81754
-110,2,1.81746
-108,2,1.81739
-106,2,1.81733
-104,2,1.81728
-102,2,1.81723
-100,2,1.81719
-98,2,1.81715
-96,2,1.81713
-94,2,1.81711
-92,2,1.81709
-90,2,1.81709
-88,2,1.81709
-86,2,1.8171
