Phi[deg],Theta[deg],GainTotal
-180,0,0.62309
-178,0,0.62309
-176,0,0.62309
-174,0,0.62309
-172,0,0.62309
-170,0,0.62309
-168,0,0.62309
-166,0,0.62309
-164,0,0.62309
-162,0,0.62309
-160,0,0.62309
-158,0,0.62309
-156,0,0.62309
-154,0,0.62309
-152,0,0.62309
-150,0,0.62309
-148,0,0.62309
-146,0,0.62309
-144,0,0.62309
-142,0,0.62309
-140,0,0.62309
-138,0,0.62309
-136,0,0.62309
-134,0,0.62309
-132,0,0.62309
-130,0,0.62309
-128,0,0.62309
-126,0,0.62309
-124,0,0.62309
-122,0,0.62309
-120,0,0.62309
-118,0,0.62309
-116,0,0.62309
-114,0,0.62309
-112,0,0.62309
-110,0,0.62309
-108,0,0.62309
-106,0,0.62309
-104,0,0.62309
-102,0,0.62309
-100,0,0.62309
-98,0,0.62309
-96,0,0.62309
-94,0,0.62309
-92,0,0.62309
-90,0,0.62309
-88,0,0.62309
-86,0,0.62309
-84,0,0.62309
-82,0,0.62309
-80,0,0.62309
-78,0,0.62309
-76,0,0.62309
-74,0,0.62309
-72,0,0.62309
-70,0,0.62309
-68,0,0.62309
-66,0,0.62309
-64,0,0.62309
-62,0,0.62309
-60,0,0.62309
-58,0,0.62309
-56,0,0.62309
-54,0,0.62309
-52,0,0.62309
-50,0,0.62309
-48,0,0.62309
-46,0,0.62309
-44,0,0.62309
-42,0,0.62309
-40,0,0.62309
-38,0,0.62309
-36,0,0.62309
-34,0,0.62309
-32,0,0.62309
-30,0,0.62309
-28,0,0.62309
-26,0,0.62309
-24,0,0.62309
-22,0,0.62309
-20,0,0.62309
-18,0,0.62309
-16,0,0.62309
-14,0,0.62309
-12,0,0.62309
-10,0,0.62309
-8,0,0.62309
-6,0,0.62309
-4,0,0.62309
-2,0,0.62309
0,0,0.62309
2,0,0.62309
4,0,0.62309
6,0,0.62309
8,0,0.62309
10,0,0.62309
12,0,0.62309
14,0,0.62309
16,0,0.62309
18,0,0.62309
20,0,0.62309
22,0,0.62309
24,0,0.62309
26,0,0.62309
28,0,0.62309
30,0,0.62309
32,0,0.62309
34,0,0.62309
36,0,0.62309
38,0,0.62309
40,0,0.62309
42,0,0.62309
44,0,0.62309
46,0,0.62309
48,0,0.62309
50,0,0.62309
52,0,0.62309
54,0,0.62309
56,0,0.62309
58,0,0.62309
60,0,0.62309
62,0,0.62309
64,0,0.62309
66,0,0.62309
68,0,0.62309
70,0,0.62309
72,0,0.62309
74,0,0.62309
76,0,0.62309
78,0,0.62309
80,0,0.62309
82,0,0.62309
84,0,0.62309
86,0,0.62309
88,0,0.62309
90,0,0.62309
92,0,0.62309
94,0,0.62309
96,0,0.62309
98,0,0.62309
100,0,0.62309
102,0,0.62309
104,0,0.62309
106,0,0.62309
108,0,0.62309
110,0,0.62309
112,0,0.62309
114,0,0.62309
116,0,0.62309
118,0,0.62309
120,0,0.62309
122,0,0.62309
124,0,0.62309
126,0,0.62309
128,0,0.62309
130,0,0.62309
132,0,0.62309
134,0,0.62309
136,0,0.62309
138,0,0.62309
140,0,0.62309
142,0,0.62309
144,0,0.62309
146,0,0.62309
148,0,0.62309
150,0,0.62309
152,0,0.62309
154,0,0.62309
156,0,0.62309
158,0,0.62309
160,0,0.62309
162,0,0.62309
164,0,0.62309
166,0,0.62309
168,0,0.62309
170,0,0.62309
172,0,0.62309
174,0,0.62309
176,0,0.62309
178,0,0.62309
180,0,0.62309
-180,2,0.622835
-178,2,0.622835
-176,2,0.622831
-174,2,0.622825
-172,2,0.622816
-170,2,0.622805
-168,2,0.62279
-166,2,0.622773
-164,2,0.622754
-162,2,0.622732
-160,2,0.622708
-158,2,0.622682
-156,2,0.622654
-154,2,0.622624
-152,2,0.622592
-150,2,0.622558
-148,2,0.622523
-146,2,0.622487
-144,2,0.62245
-142,2,0.622412
-140,2,0.622373
-138,2,0.622334
-136,2,0.622294
-134,2,0.622254
-132,2,0.622215
-130,2,0.622175
-128,2,0.622136
-126,2,0.622098
-124,2,0.622061
-122,2,0.622024
-120,2,0.621989
-118,2,0.621955
-116,2,0.621923
-114,2,0.621892
-112,2,0.621864
-110,2,0.621837
-108,2,0.621812
-106,2,0.62179
-104,2,0.62177
-102,2,0.621752
-100,2,0.621737
-98,2,0.621725
-96,2,0.621715
-94,2,0.621708
-92,2,0.621704
-90,2,0.621703
