Phi[deg],Theta[deg],GainTotal
-180,0,2.28721
-178,0,2.28721
-176,0,2.28721
-174,0,2.28721
-172,0,2.28721
-170,0,2.28721
-168,0,2.28721
-166,0,2.28721
-164,0,2.28721
-162,0,2.28721
-160,0,2.28721
-158,0,2.28721
-156,0,2.28721
-154,0,2.28721
-152,0,2.28721
-150,0,2.28721
-148,0,2.28721
-146,0,2.28721
-144,0,2.28721
-142,0,2.28721
-140,0,2.28721
-138,0,2.28721
-136,0,2.28721
-134,0,2.28721
-132,0,2.28721
-130,0,2.28721
-128,0,2.28721
-126,0,2.28721
-124,0,2.28721
-122,0,2.28721
-120,0,2.28721
-118,0,2.28721
-116,0,2.28721
-114,0,2.28721
-112,0,2.28721
-110,0,2.28721
-108,0,2.28721
-106,0,2.28721
-104,0,2.28721
-102,0,2.28721
-100,0,2.28721
-98,0,2.28721
-96,0,2.28721
-94,0,2.28721
-92,0,2.28721
-90,0,2.28721
-88,0,2.28721
-86,0,2.28721
-84,0,2.28721
-82,0,2.28721
-80,0,2.28721
-78,0,2.28721
-76,0,2.28721
-74,0,2.28721
-72,0,2.28721
-70,0,2.28721
-68,0,2.28721
-66,0,2.28721
-64,0,2.28721
-62,0,2.28721
-60,0,2.28721
-58,0,2.28721
-56,0,2.28721
-54,0,2.28721
-52,0,2.28721
-50,0,2.28721
-48,0,2.28721
-46,0,2.28721
-44,0,2.28721
-42,0,2.28721
-40,0,2.28721
-38,0,2.28721
-36,0,2.28721
-34,0,2.28721
-32,0,2.28721
-30,0,2.28721
-28,0,2.28721
-26,0,2.28721
-24,0,2.28721
-22,0,2.28721
-20,0,2.28721
-18,0,2.28721
-16,0,2.28721
-14,0,2.28721
-12,0,2.28721
-10,0,2.28721
-8,0,2.28721
-6,0,2.28721
-4,0,2.28721
-2,0,2.28721
0,0,2.28721
2,0,2.28721
4,0,2.28721
6,0,2.28721
8,0,2.28721
10,0,2.28721
12,0,2.28721
14,0,2.28721
16,0,2.28721
18,0,2.28721
20,0,2.28721
22,0,2.28721
24,0,2.28721
26,0,2.28721
28,0,2.28721
30,0,2.28721
32,0,2.28721
34,0,2.28721
36,0,2.28721
38,0,2.28721
40,0,2.28721
42,0,2.28721
44,0,2.28721
46,0,2.28721
48,0,2.28721
50,0,2.28721
52,0,2.28721
54,0,2.28721
56,0,2.28721
58,0,2.28721
60,0,2.28721
62,0,2.28721
64,0,2.28721
66,0,2.28721
68,0,2.28721
70,0,2.28721
72,0,2.28721
74,0,2.28721
76,0,2.28721
78,0,2.28721
80,0,2.28721
82,0,2.28721
84,0,2.28721
86,0,2.28721
88,0,2.28721
90,0,2.28721
92,0,2.28721
94,0,2.28721
96,0,2.28721
98,0,2.28721
100,0,2.28721
102,0,2.28721
104,0,2.28721
106,0,2.28721
108,0,2.28721
110,0,2.28721
112,0,2.28721
114,0,2.28721
116,0,2.28721
118,0,2.28721
120,0,2.28721
122,0,2.28721
124,0,2.28721
126,0,2.28721
128,0,2.28721
130,0,2.28721
132,0,2.28721
134,0,2.28721
136,0,2.28721
138,0,2.28721
140,0,2.28721
142,0,2.28721
144,0,2.28721
146,0,2.28721
148,0,2.28721
150,0,2.28721
152,0,2.28721
154,0,2.28721
156,0,2.28721
158,0,2.28721
160,0,2.28721
162,0,2.28721
164,0,2.28721
166,0,2.28721
168,0,2.28721
170,0,2.28721
172,0,2.28721
174,0,2.28721
176,0,2.28721
178,0,2.28721
180,0,2.28721
-180,2,2.30253
-178,2,2.30169
-176,2,2.30083
-174,2,2.29996
-172,2,2.29908
-170,2,2.29818
-168,2,2.29727
-166,2,2.29636
-164,2,2.29544
-162,2,2.29452
-160,2,2.2936
-158,2,2.29267
-156,2,2.29175
-154,2,2.29084
-152,2,2.28993
-150,2,2.28902
-148,2,2.28813
-146,2,2.28725
-144,2,2.28637
-142,2,2.28552
-140,2,2.28467
-138,2,2.28384
-136,2,2.28303
-134,2,2.28223
-132,2,2.28146
-130,2,2.2807
-128,2,2.27996
-126,2,2.27924
-124,2,2.27855
-122,2,2.27787
-120,2,2.27722
-118,2,2.27659
-116,2,2.27598
-114,2,2.27539
-112,2,2.27483
-110,2,2.27429
-108,2,2.27377
-106,2,2.27328
-104,2,2.2728
-102,2,2.27235
-100,2,2.27192
-98,2,2.27151
-96,2,2.27113
-94,2,2.27076
-92,2,2.27041
-90,2,2.27009
-88,2,2.26978
-86,2,2.26949
-84,2,2.26922
-82,2,2.26897
-80,2,2.26873
-78,2,2.26852
-76,2,2.26831
-74,2,2.26813
-72,2,2.26795
-70,2,2.2678
-68,2,2.26765
-66,2,2.26752
-64,2,2.2674
-62,2,2.2673
-60,2,2.26721
-58,2,2.26713
-56,2,2.26706
-54,2,2.267
-52,2,2.26696
-50,2,2.26692
-48,2,2.2669
-46,2,2.26689
-44,2,2.26688
-42,2,2.26689
-40,2,2.26691
-38,2,2.26694
-36,2,2.26699
-34,2,2.26704
-32,2,2.2671
-30,2,2.26718
-28,2,2.26727
-26,2,2.26737
-24,2,2.26748
-22,2,2.26761
-20,2,2.26775
-18,2,2.2679
-16,2,2.26807
-14,2,2.26826
-12,2,2.26846
-10,2,2.26867
-8,2,2.26891
-6,2,2.26916
-4,2,2.26942
-2,2,2.26971
0,2,2.27002
2,2,2.27034
4,2,2.27068
6,2,2.27105
8,2,2.27143
10,2,2.27184
12,2,2.27227
14,2,2.27272
16,2,2.27319
18,2,2.27368
20,2,2.2742
22,2,2.27474
24,2,2.2753
26,2,2.27589
28,2,2.2765
30,2,2.27713
32,2,2.27778
34,2,2.27845
36,2,2.27915
38,2,2.27987
40,2,2.28061
42,2,2.28136
44,2,2.28214
46,2,2.28294
48,2,2.28375
50,2,2.28458
52,2,2.28543
54,2,2.28629
56,2,2.28716
58,2,2.28805
60,2,2.28894
62,2,2.28985
64,2,2.29076
66,2,2.29168
68,2,2.2926
70,2,2.29352
72,2,2.29445
74,2,2.29537
76,2,2.29629
78,2,2.2972
80,2,2.29811
82,2,2.29901
84,2,2.2999
86,2,2.30077
88,2,2.30163
90,2,2.30248
92,2,2.3033
94,2,2.3041
96,2,2.30488
98,2,2.30564
100,2,2.30636
102,2,2.30706
104,2,2.30773
106,2,2.30836
108,2,2.30896
110,2,2.30953
112,2,2.31006
114,2,2.31055
116,2,2.31099
118,2,2.3114
120,2,2.31177
122,2,2.31209
124,2,2.31237
126,2,2.3126
128,2,2.31279
130,2,2.31293
132,2,2.31303
134,2,2.31308
136,2,2.31308
138,2,2.31303
140,2,2.31294
142,2,2.3128
144,2,2.31262
146,2,2.31238
148,2,2.31211
150,2,2.31179
152,2,2.31143
154,2,2.31102
156,2,2.31057
158,2,2.31009
160,2,2.30956
162,2,2.309
164,2,2.3084
166,2,2.30777
168,2,2.3071
170,2,2.30641
