Phi[deg],Theta[deg],GainTotal
-180,0,6.23158
-178,0,6.23158
-176,0,6.23158
-174,0,6.23158
-172,0,6.23158
-170,0,6.23158
-168,0,6.23158
-166,0,6.23158
-164,0,6.23158
-162,0,6.23158
-160,0,6.23158
-158,0,6.23158
-156,0,6.23158
-154,0,6.23158
-152,0,6.23158
-150,0,6.23158
-148,0,6.23158
-146,0,6.23158
-144,0,6.23158
-142,0,6.23158
-140,0,6.23158
-138,0,6.23158
-136,0,6.23158
-134,0,6.23158
-132,0,6.23158
-130,0,6.23158
-128,0,6.23158
-126,0,6.23158
-124,0,6.23158
-122,0,6.23158
-120,0,6.23158
-118,0,6.23158
-116,0,6.23158
-114,0,6.23158
-112,0,6.23158
-110,0,6.23158
-108,0,6.23158
-106,0,6.23158
-104,0,6.23158
-102,0,6.23158
-100,0,6.23158
-98,0,6.23158
-96,0,6.23158
-94,0,6.23158
-92,0,6.23158
-90,0,6.23158
-88,0,6.23158
-86,0,6.23158
-84,0,6.23158
-82,0,6.23158
-80,0,6.23158
-78,0,6.23158
-76,0,6.23158
-74,0,6.23158
-72,0,6.23158
-70,0,6.23158
-68,0,6.23158
-66,0,6.23158
-64,0,6.23158
-62,0,6.23158
-60,0,6.23158
-58,0,6.23158
-56,0,6.23158
-54,0,6.23158
-52,0,6.23158
-50,0,6.23158
-48,0,6.23158
-46,0,6.23158
-44,0,6.23158
-42,0,6.23158
-40,0,6.23158
-38,0,6.23158
-36,0,6.23158
-34,0,6.23158
-32,0,6.23158
-30,0,6.23158
-28,0,6.23158
-26,0,6.23158
-24,0,6.23158
-22,0,6.23158
-20,0,6.23158
-18,0,6.23158
-16,0,6.23158
-14,0,6.23158
-12,0,6.23158
-10,0,6.23158
-8,0,6.23158
-6,0,6.23158
-4,0,6.23158
-2,0,6.23158
0,0,6.23158
2,0,6.23158
4,0,6.23158
6,0,6.23158
8,0,6.23158
10,0,6.23158
12,0,6.23158
14,0,6.23158
16,0,6.23158
18,0,6.23158
20,0,6.23158
22,0,6.23158
24,0,6.23158
26,0,6.23158
28,0,6.23158
30,0,6.23158
32,0,6.23158
34,0,6.23158
36,0,6.23158
38,0,6.23158
40,0,6.23158
42,0,6.23158
44,0,6.23158
46,0,6.23158
48,0,6.23158
50,0,6.23158
52,0,6.23158
54,0,6.23158
56,0,6.23158
58,0,6.23158
60,0,6.23158
62,0,6.23158
64,0,6.23158
66,0,6.23158
68,0,6.23158
70,0,6.23158
72,0,6.23158
74,0,6.23158
76,0,6.23158
78,0,6.23158
80,0,6.23158
82,0,6.23158
84,0,6.23158
86,0,6.23158
88,0,6.23158
90,0,6.23158
92,0,6.23158
94,0,6.23158
96,0,6.23158
98,0,6.23158
100,0,6.23158
102,0,6.23158
104,0,6.23158
106,0,6.23158
108,0,6.23158
110,0,6.23158
112,0,6.23158
114,0,6.23158
116,0,6.23158
118,0,6.23158
120,0,6.23158
122,0,6.23158
124,0,6.23158
126,0,6.23158
128,0,6.23158
130,0,6.23158
132,0,6.23158
134,0,6.23158
136,0,6.23158
138,0,6.23158
140,0,6.23158
142,0,6.23158
144,0,6.23158
146,0,6.23158
148,0,6.23158
150,0,6.23158
152,0,6.23158
154,0,6.23158
156,0,6.23158
158,0,6.23158
160,0,6.23158
162,0,6.23158
164,0,6.23158
166,0,6.23158
168,0,6.23158
170,0,6.23158
172,0,6.23158
174,0,6.23158
176,0,6.23158
178,0,6.23158
180,0,6.23158
-180,2,6.20498
-178,2,6.20494
-176,2,6.2048
-174,2,6.20457
-172,2,6.20424
-170,2,6.20383
-168,2,6.20332
-166,2,6.20272
-164,2,6.20204
-162,2,6.20128
-160,2,6.20044
-158,2,6.19953
-156,2,6.19855
-154,2,6.19751
-152,2,6.1964
-150,2,6.19525
-148,2,6.19404
-146,2,6.19279
-144,2,6.19151
-142,2,6.1902
-140,2,6.18886
-138,2,6.18751
-136,2,6.18614
-134,2,6.18478
-132,2,6.18341
-130,2,6.18206
-128,2,6.18072
-126,2,6.17941
-124,2,6.17812
-122,2,6.17687
-120,2,6.17566
-118,2,6.1745
-116,2,6.1734
-114,2,6.17235
-112,2,6.17136
-110,2,6.17045
-108,2,6.16961
-106,2,6.16884
-104,2,6.16816
-102,2,6.16756
-100,2,6.16704
-98,2,6.16662
-96,2,6.16629
-94,2,6.16605
-92,2,6.16591
-90,2,6.16586
-88,2,6.16591
-86,2,6.16605
-84,2,6.16629
-82,2,6.16662
-80,2,6.16705
-78,2,6.16756
-76,2,6.16816
-74,2,6.16885
-72,2,6.16961
-70,2,6.17046
-68,2,6.17137
-66,2,6.17236
-64,2,6.17341
-62,2,6.17452
-60,2,6.17568
-58,2,6.17689
-56,2,6.17814
-54,2,6.17942
-52,2,6.18074
-50,2,6.18208
-48,2,6.18343
-46,2,6.1848
-44,2,6.18617
-42,2,6.18753
-40,2,6.18888
-38,2,6.19022
-36,2,6.19153
-34,2,6.19282
-32,2,6.19407
-30,2,6.19527
-28,2,6.19643
-26,2,6.19754
-24,2,6.19858
-22,2,6.19956
-20,2,6.20047
-18,2,6.20131
-16,2,6.20207
-14,2,6.20275
-12,2,6.20335
-10,2,6.20386
-8,2,6.20428
-6,2,6.2046
-4,2,6.20484
-2,2,6.20497
0,2,6.20502
2,2,6.20496
4,2,6.20482
6,2,6.20457
8,2,6.20424
10,2,6.20381
12,2,6.20329
14,2,6.20268
16,2,6.20199
18,2,6.20122
20,2,6.20037
22,2,6.19945
24,2,6.19846
26,2,6.1974
28,2,6.19629
30,2,6.19512
32,2,6.19391
34,2,6.19265
36,2,6.19136
38,2,6.19004
40,2,6.18869
42,2,6.18733
44,2,6.18596
46,2,6.18458
48,2,6.18321
50,2,6.18185
52,2,6.1805
54,2,6.17918
56,2,6.17789
58,2,6.17663
60,2,6.17542
62,2,6.17425
64,2,6.17314
66,2,6.17209
68,2,6.1711
70,2,6.17018
72,2,6.16933
74,2,6.16856
76,2,6.16787
78,2,6.16727
80,2,6.16675
82,2,6.16633
84,2,6.16599
86,2,6.16576
88,2,6.16561
90,2,6.16556
92,2,6.16561
94,2,6.16575
96,2,6.16599
98,2,6.16632
100,2,6.16675
102,2,6.16726
104,2,6.16786
106,2,6.16855
108,2,6.16932
110,2,6.17016
112,2,6.17108
114,2,6.17207
116,2,6.17312
118,2,6.17424
120,2,6.1754
122,2,6.17661
124,2,6.17787
126,2,6.17916
128,2,6.18048
130,2,6.18183
132,2,6.18319
134,2,6.18456
136,2,6.18593
138,2,6.1873
140,2,6.18866
142,2,6.19001
144,2,6.19133
146,2,6.19262
148,2,6.19388
150,2,6.19509
152,2,6.19626
154,2,6.19737
156,2,6.19843
158,2,6.19942
160,2,6.20034
162,2,6.20119
164,2,6.20196
166,2,6.20265
168,2,6.20325
170,2,6.20377
172,2,6.2042
174,2,6.20454
176,2,6.20478
178,2,6.20493
180,2,6.20498
-180,4,6.12562
-178,4,6.12544
-176,4,6.12489
-174,4,6.12397
-172,4,6.12269
-170,4,6.12104
-168,4,6.11905
-166,4,6.11671
-164,4,6.11405
-162,4,6.11106
-160,4,6.10777
-158,4,6.1042
-156,4,6.10035
-154,4,6.09626
-152,4,6.09193
-150,4,6.08739
-148,4,6.08266
-146,4,6.07777
-144,4,6.07274
-142,4,6.06759
-140,4,6.06235
-138,4,6.05704
-136,4,6.05169
-134,4,6.04633
-132,4,6.04097
-130,4,6.03566
-128,4,6.03041
-126,4,6.02525
-124,4,6.0202
-122,4,6.01529
-120,4,6.01055
-118,4,6.00599
-116,4,6.00164
-114,4,5.99752
-112,4,5.99365
-110,4,5.99005
-108,4,5.98674
-106,4,5.98373
-104,4,5.98104
-102,4,5.97868
-100,4,5.97667
-98,4,5.97501
-96,4,5.9737
-94,4,5.97277
-92,4,5.97221
-90,4,5.97202
-88,4,5.97221
-86,4,5.97277
-84,4,5.97371
-82,4,5.97501
-80,4,5.97668
-78,4,5.97869
-76,4,5.98105
-74,4,5.98375
-72,4,5.98676
-70,4,5.99007
-68,4,5.99367
-66,4,5.99754
-64,4,6.00166
-62,4,6.00601
-60,4,6.01057
-58,4,6.01532
-56,4,6.02023
-54,4,6.02528
-52,4,6.03044
-50,4,6.03569
-48,4,6.04101
-46,4,6.04636
-44,4,6.05173
-42,4,6.05708
-40,4,6.06239
-38,4,6.06763
-36,4,6.07279
-34,4,6.07782
-32,4,6.08271
-30,4,6.08744
-28,4,6.09198
-26,4,6.09631
-24,4,6.10041
-22,4,6.10425
-20,4,6.10783
-18,4,6.11112
-16,4,6.11411
-14,4,6.11677
-12,4,6.11911
-10,4,6.12111
-8,4,6.12275
