Phi[deg],Theta[deg],GainTotal
-180,0,1.27431
-178,0,1.27431
-176,0,1.27431
-174,0,1.27431
-172,0,1.27431
-170,0,1.27431
-168,0,1.27431
-166,0,1.27431
-164,0,1.27431
-162,0,1.27431
-160,0,1.27431
-158,0,1.27431
-156,0,1.27431
-154,0,1.27431
-152,0,1.27431
-150,0,1.27431
-148,0,1.27431
-146,0,1.27431
-144,0,1.27431
-142,0,1.27431
-140,0,1.27431
-138,0,1.27431
-136,0,1.27431
-134,0,1.27431
-132,0,1.27431
-130,0,1.27431
-128,0,1.27431
-126,0,1.27431
-124,0,1.27431
-122,0,1.27431
-120,0,1.27431
-118,0,1.27431
-116,0,1.27431
-114,0,1.27431
-112,0,1.27431
-110,0,1.27431
-108,0,1.27431
-106,0,1.27431
-104,0,1.27431
-102,0,1.27431
-100,0,1.27431
-98,0,1.27431
-96,0,1.27431
-94,0,1.27431
-92,0,1.27431
-90,0,1.27431
-88,0,1.27431
-86,0,1.27431
-84,0,1.27431
-82,0,1.27431
-80,0,1.27431
-78,0,1.27431
-76,0,1.27431
-74,0,1.27431
-72,0,1.27431
-70,0,1.27431
-68,0,1.27431
-66,0,1.27431
-64,0,1.27431
-62,0,1.27431
-60,0,1.27431
-58,0,1.27431
-56,0,1.27431
-54,0,1.27431
-52,0,1.27431
-50,0,1.27431
-48,0,1.27431
-46,0,1.27431
-44,0,1.27431
-42,0,1.27431
-40,0,1.27431
-38,0,1.27431
-36,0,1.27431
-34,0,1.27431
-32,0,1.27431
-30,0,1.27431
-28,0,1.27431
-26,0,1.27431
-24,0,1.27431
-22,0,1.27431
-20,0,1.27431
-18,0,1.27431
-16,0,1.27431
-14,0,1.27431
-12,0,1.27431
-10,0,1.27431
-8,0,1.27431
-6,0,1.27431
-4,0,1.27431
-2,0,1.27431
0,0,1.27431
2,0,1.27431
4,0,1.27431
6,0,1.27431
8,0,1.27431
10,0,1.27431
12,0,1.27431
14,0,1.27431
16,0,1.27431
18,0,1.27431
20,0,1.27431
22,0,1.27431
24,0,1.27431
26,0,1.27431
28,0,1.27431
30,0,1.27431
32,0,1.27431
34,0,1.27431
36,0,1.27431
38,0,1.27431
40,0,1.27431
42,0,1.27431
44,0,1.27431
46,0,1.27431
48,0,1.27431
50,0,1.27431
52,0,1.27431
54,0,1.27431
56,0,1.27431
58,0,1.27431
60,0,1.27431
62,0,1.27431
64,0,1.27431
66,0,1.27431
68,0,1.27431
70,0,1.27431
72,0,1.27431
74,0,1.27431
76,0,1.27431
78,0,1.27431
80,0,1.27431
82,0,1.27431
84,0,1.27431
86,0,1.27431
88,0,1.27431
90,0,1.27431
92,0,1.27431
94,0,1.27431
96,0,1.27431
98,0,1.27431
100,0,1.27431
102,0,1.27431
104,0,1.27431
106,0,1.27431
108,0,1.27431
110,0,1.27431
112,0,1.27431
114,0,1.27431
116,0,1.27431
118,0,1.27431
120,0,1.27431
122,0,1.27431
124,0,1.27431
126,0,1.27431
128,0,1.27431
130,0,1.27431
132,0,1.27431
134,0,1.27431
136,0,1.27431
138,0,1.27431
140,0,1.27431
142,0,1.27431
144,0,1.27431
146,0,1.27431
148,0,1.27431
150,0,1.27431
152,0,1.27431
154,0,1.27431
156,0,1.27431
158,0,1.27431
160,0,1.27431
162,0,1.27431
164,0,1.27431
166,0,1.27431
168,0,1.27431
170,0,1.27431
172,0,1.27431
174,0,1.27431
176,0,1.27431
178,0,1.27431
